"rownum","Id","Text","StatsKeys1","CharacterPanelDescriptionModesKey","StatsKeys2","StatsKeys3","CharacterPanelTabsKey","bool","[i32]","i32"
283,"MinionDamage","Minion Damage modifier",[2446],7,[],[],2,1,[],0
284,"MinionLife","Minion Life modifier",[159],7,[],[],2,1,[],0
285,"MinionMana","Minion Mana modifier",[3220],7,[],[],2,1,[],0
286,"MinionEnergyShield","Minion Energy Shield modifier",[3221],7,[],[],2,1,[],0
287,"ProjectileSpeed","Projectile Speed modifier",[1398],7,[],[],2,1,[],0
288,"IIQ","Increased Quantity of items dropped by slain monsters",[661],7,[],[],2,1,[],0
289,"IIR","Increased Rarity of items dropped by slain monsters",[662],7,[],[],2,1,[],0
290,"Experience","Experience Gain modifier",[157],7,[],[],2,1,[],0
291,"TotemDuration","Totem Duration modifier",[429],7,[],[],2,1,[],0
292,"TotemRange","Totem Range modifier",[167],7,[],[],2,1,[],0
293,"TotemLife","Totem Life modifier",[166],7,[],[],2,1,[],0
294,"TotemMana","Totem Mana modifier",[3218],7,[],[],2,1,[],0
295,"TotemEnergyShield","Totem Energy Shield modifier",[3219],7,[],[],2,1,[],0
296,"TrapDuration","Trap Duration modifier",[310],7,[],[],2,1,[],0
297,"TrapTriggerRadius","Trap Trigger Radius modifier",[311],7,[],[],2,1,[],0
298,"TrapThrowSpeed","Trap Throwing Speed modifier",[7767],7,[],[],2,1,[],0
299,"MineDuration","Mine Duration modifier",[1820],7,[],[],2,1,[],0
300,"MineDetonationRadius","Mine Detonation Radius modifier",[1834],7,[],[],2,1,[],0
301,"MinePlaceSpeed","Mine Throwing Speed modifier",[9901],7,[],[],2,1,[],0
302,"FishingRange","Fishing Range modifier",[1734],7,[],[],2,1,[],0
303,"FishingLineStrength","Fishing Line Strength modifier",[1735],7,[],[],2,1,[],0
304,"IFQ","Quantity of Fish caught",[1736],7,[],[],2,1,[],0
305,"IFR","Rarity of Fish caught",[1737],7,[],[],2,1,[],0
306,"FishingPoolConsumption","Fishing Pool Consumption modifier",[1738],7,[],[],2,1,[],0
307,"ExoticFish","Can catch Exotic Fish",[2061],4,[],[],2,1,[],0
308,"CorruptedFish","Can catch Corrupted Fish",[2228],4,[],[],2,1,[],0
309,"CooldownRecovery","Cooldown Recovery Speed modifier",[3335],7,[],[],2,1,[],0
310,"BrandNum","Brand Limit",[8428],0,[8584],[],2,1,[],0
311,"BrandNumPerTarget","Attached Brand Limit per Target",[8789],0,[8584],[],2,1,[],0
312,"Devotion","Devotion",[9606],0,[],[],2,1,[],0
313,"Presence","Presence Range",[15879],11,[15571],[],2,1,[58],0
314,"LightningDamageChargeEnd","Lightning Damage when a Charge expires or is consumed","[1316,1317]",6,[],[],3,1,[],0
315,"EnduranceCharges","Endurance Charges","[4,2647]",3,[],[],3,"",[],0
316,"EnduranceDuration","Endurance Charge Duration modifier",[2687],7,[],[],3,1,[],0
317,"PhysDamageRedPerEndurance","Physical Damage Reduction per Endurance Charge",[445],1,[],[],3,1,[],0
318,"ElementalResistPerEndurance","Additional Elemental Resistance per Endurance Charge",[142],1,[],[],3,1,[],0
319,"BuffDurationPerEndurance","Buff/Debuff Duration modifier per Endurance Charge",[359],7,[],[],3,1,[],0
320,"CritRedPerEndurance","Enemy Crit. Multiplier modifier per Endurance Charge",[98],7,[],[],3,1,[1],0
321,"LifeRegenPerEndurance","Life Regeneration per second per Endurance Charge",[126],1,[],[],3,1,[2],0
322,"MeleeDamagePerEnduranceCharge","Melee Damage modifier per Endurance Charge",[4598],7,[],[],3,1,[],0
323,"PhysicalDamagePerEnduranceCharge","Physical Damage modifier per Endurance Charge",[2624],7,[],[],3,1,[],0
324,"FrenzyCharges","Frenzy Charges","[5,2648]",3,[],[],3,"",[],0
325,"FrenzyDuration","Frenzy Charge Duration modifier",[1790],7,[],[],3,1,[],0
326,"AttackSpeedPerFrenzy","Attack Speed modifier per Frenzy Charge",[1647],7,[],[],3,1,[],0
327,"CastSpeedPerFrenzy","Cast Speed modifier per Frenzy Charge",[1648],7,[],[],3,1,[],0
328,"MoreDamagePerFrenzyCharge","Damage modifier per Frenzy Charge",[6450],8,[],[],3,1,[],0
329,"DamageOverTimePerFrenzyCharge","Damage over Time modifier per Frenzy Charge",[6313],7,[],[],3,1,[],0
330,"MovementSpeedPerFrenzy","Movement Speed modifier per Frenzy Charge",[178],7,[],[],3,1,[],0
331,"StunRecoveryPerFrenzy","Stun Recovery modifier per Frenzy Charge",[222],7,[],[],3,1,[],0
332,"PhysicalDamagePerFrenzy","Physical Damage modifier per Frenzy Charge",[364],7,[],[],3,1,[],0
333,"EvasionPerFrenzyCharge","Evasion Rating modifier per Frenzy Charge",[122],7,[],[],3,1,[],0
334,"DodgePerFrenzy","Dodge chance per Frenzy Charge",[1266],1,[],[],3,1,[],0
335,"ProjectileSpeedPerFrenzy","Projectile Speed modifier per Frenzy Charge",[1399],7,[],[],3,1,[],0
336,"LifeRegenPerFrenzy","Life Regeneration per second per Frenzy Charge",[1391],1,[],[],3,1,[2],0
337,"AccuracyPerFrenzy","Accuracy Rating modifier per Frenzy Charge",[1781],7,[],[],3,1,[],0
338,"LightningDamagePerFrenzy","Lightning Damage modifier per Frenzy Charge",[2289],7,[],[],3,1,[],0
339,"DamageTakenPerFrenzy","Damage Taken modifier per Frenzy Charge",[2288],7,[],[],3,1,[],0
340,"LifeOnKillPerFrenzy","Life gained on Kill per Frenzy Charge",[2291],0,[],[],3,1,[],0
341,"ElementalDamagePerFrenzyCharge","Elemental Damage modifier per Frenzy Charge",[2711],7,[],[],3,1,[],0
342,"AttackDamagePerFrenzyCharge","Attack Damage modifier per Frenzy Charge",[3482],7,[],[],3,1,[],0
343,"DamageNoFrenzyCharges","Damage modifier with no Frenzy Charges",[4111],7,[],[],3,1,[],0
344,"PowerCharges","Power Charges","[6,2649]",3,[],[],3,"",[],0
345,"PowerDuration","Power Charge Duration modifier",[2686],7,[],[],3,1,[],0
346,"CritPerPower","Critical Strike Chance modifier per Power Charge",[554],7,[],[],3,1,[],0
347,"MoreSpellDamagePerPower","Spell damage modifier per Power Charge",[6312],8,[],[],3,1,[],0
348,"KeystoneMoreSpellDamagePerPower","Spell damage modifier per Power Charge",[9384],8,[],[],3,1,[],0
349,"CastSpeedPerPower","Cast Speed modifier per Power Charge",[217],7,[],[],3,1,[],0
350,"AoEPerPower","Area of Effect Radius modifier per Power Charge",[423],7,[],[],3,1,[],0
351,"SpellDamagePerPower","Spell Damage modifier per Power Charge",[424],7,[],[],3,1,[],0
352,"WandDamagePerPower","Wand Damage modifier per Power Charge",[425],7,[],[],3,1,[],0
353,"ProjectileDamagePerPower","Projectile Damage modifier per Power Charge",[1400],7,[],[],3,1,[],0
354,"DamageOverTimePerPowerCharge","Damage over Time modifier per Power Charge",[6314],7,[],[],3,1,[],0
355,"ManaRegenPerPower","Mana Regeneration per second per Power Charge",[132],1,[],[],3,1,[2],0
356,"ManaRegenIncrPerPower","Mana Regeneration rate modifier per Power Charge",[486],7,[],[],3,1,[],0
357,"SpiritCharges","Spirit Charges","[6526,7256]",3,[],[],3,1,[],0
358,"SiphoningCharges","Siphoning Charges","[7317,7318]",3,[],[],3,1,[],0
359,"PhysicalDamagePerSiphoning","Physical Damage to Attacks per Siphoning Charge","[7321,7322]",2,[],[],3,1,[],0
360,"LifeLeechPerSiphoning","Life Leech from any Damage per Siphoning Charge",[7323],1,[],[],3,1,[14],0
361,"ExtraChoasDamagePerSiphoning","Non-Chaos Damage as extra Chaos Damage per Siphoning Charge",[7324],1,[],[],3,1,[],0
362,"PhysDamageReductionPerSiphoning","Physical Damage reduction from Hits per Siphoning Charge",[7325],1,[],[],3,1,[],0
363,"PhysDamageTakenPerSiphoning","Physical Damage per Second per Siphoning Charge",[7333],0,[],[],3,1,[2],0
364,"BlitzCharges","Blitz Charges","[9677,9676]",3,[],[],3,1,[],0
365,"AttackSpeedPerBlitz","Attack Speed modifier per Blitz Charge",[9674],8,[],[],3,1,[],0
366,"CritChancePerBlitz","Critical Strike Chance modifier per Blitz Charge",[9675],7,[],[],3,1,[],0
367,"ChallengerCharges","Challenger Charges","[9773,9772]",3,[],[],3,1,[],0
368,"AttackMoveSpeedPerChallenger","Attack and Movement Speed modifier per Challenger Charge",[9776],8,[],[],3,1,[],0
369,"BrutalCharges","Brutal Charges","[13421,13423]",3,[],[],3,1,[],0
370,"TripleDamageChancePerBrutalCharge","Chance to deal Triple Damage per Brutal Charge",[13445],1,[13423],[],3,1,[],0
371,"StunThresholdPerBrutalCharge","Stun Threshold modifier per Brutal Charge",[13446],7,[13423],[],3,1,[],0
372,"AfflictionCharges","Affliction Charges","[13425,13427]",3,[],[],3,1,[],0
373,"AilmentDamagePerAfflictionCharge","Ailment Damage modifier per Affliction Charge",[13447],8,[13427],[],3,1,[],0
374,"NonDamagingAilmentEffectPerAfflictionCharge","Non-Damaging Ailment Effect modifier per Affliction Charge",[13448],8,[13427],[],3,1,[],0
375,"AbsorptionCharges","Absorption Charges","[13429,13431]",3,[],[],3,1,[],0
376,"ElementalDamageGoesToESPerAbsorptionCharge","Elemental Damage taken Recouped as ES per Absorption Charge",[13449],1,[13431],[],3,1,[],0
377,"BloodCharges","Blood Charges","[13942,14086]",3,[14158],[],3,"",[],0
378,"ReapDamagePerBloodCharge","Damage modifier per Blood Charge",[13943],8,[14158],[],3,1,[],0
379,"ReapCostPerBloodCharge","Life Cost modifier per Blood Charge",[13944],8,[14158],[],3,1,[],0
