"rownum","BaseItemTypesKey","rid","rid","rid","rid","rid","rid","rid","rid","rid","rid","rid","Display_Wand_ModsKey","Display_Bow_ModsKey","Display_Quiver_ModsKey","Display_Amulet_ModsKey","Display_Ring_ModsKey","Display_Belt_ModsKey","Display_Gloves_ModsKey","Display_Boots_ModsKey","Display_BodyArmour_ModsKey","Display_Helmet_ModsKey","Display_Shield_ModsKey","i32","DropLevelMinimum","DropLevelMaximum","Monster_ModsKeys","EssenceTypeKey","Level","i32","Display_Weapon_ModsKey","Display_MeleeWeapon_ModsKey","Display_OneHandWeapon_ModsKey","Display_TwoHandWeapon_ModsKey","Display_TwoHandMeleeWeapon_ModsKey","Display_Armour_ModsKey","Display_RangedWeapon_ModsKey","Helmet_ModsKey","BodyArmour_ModsKey","Boots_ModsKey","Gloves_ModsKey","Bow_ModsKey","Wand_ModsKey","Staff_ModsKey","TwoHandSword_ModsKey","TwoHandAxe_ModsKey","TwoHandMace_ModsKey","Claw_ModsKey","Dagger_ModsKey","OneHandSword_ModsKey","OneHandThrustingSword_ModsKey","OneHandAxe_ModsKey","OneHandMace_ModsKey","Sceptre_ModsKey","Display_Monster_ModsKey","ItemLevelRestriction","Belt_ModsKey","Amulet_ModsKey","Ring_ModsKey","Display_Jewellery_ModsKey","Shield_ModsKey","Display_Items_ModsKey","IsScreamingEssence","[rid]","i32","i32","i32"
79,153,"","","","","","","","","","","","","",3029,3029,3033,3554,3033,9238,"","",5921,-417900903,0,0,[12597],13,7,0,3995,"","","","",6503,"",6503,6503,9238,3033,3995,3995,3995,3995,3995,3995,3995,3995,3995,3995,3995,3995,3995,12494,0,3554,3029,3033,"",5921,"","",[12605],0,0,0
80,154,"","","","","","","","","","","","","",174,"","","","","","","","",-2072698540,48,100,"[12594,12608]",14,4,612,"","",8790,8794,"",174,"",174,174,174,174,8794,8790,8794,8794,8794,8794,8790,8790,8790,8790,8790,8790,8790,12548,75,174,174,174,174,174,174,"","[12602,12608]",553,48,100
81,155,"","","","","","","","","","","","","",175,"","","","","","","","",-19953861,68,100,"[12595,12608]",14,5,673,"","",8791,8795,"",175,"",175,175,175,175,8795,8791,8795,8795,8795,8795,8791,8791,8791,8791,8791,8791,8791,12549,0,175,175,175,175,175,175,1,"[12603,12608]",37,68,100
82,156,"","","","","","","","","","","","","",177,"","","","","","","","",-1542366365,0,0,"[12596,12608]",14,6,0,"","",8792,8796,"",177,"",177,177,177,177,8796,8792,8796,8796,8796,8796,8792,8792,8792,8792,8792,8792,8792,12550,0,177,177,177,177,177,177,"","[12604,12608]",0,0,0
83,157,"","","","","","","","","","","","","",180,"","","","","","","","",473094408,0,0,"[12597,12608]",14,7,0,"","",8793,8797,"",180,"",180,180,180,180,8797,8793,8797,8797,8797,8797,8793,8793,8793,8793,8793,8793,8793,12551,0,180,180,180,180,180,180,"","[12605,12608]",0,0,0
84,158,"","","","","","","","","","","","","",2813,2608,2608,20283,2804,2175,9711,21152,3526,-355385139,48,100,[12594],15,4,612,"",2694,"","","",3526,2698,21152,9711,2175,2804,2698,2698,2694,2694,2694,2694,2694,2694,2694,2694,2694,2694,2694,12487,75,20283,2608,2608,"",3526,"","",[12602],553,48,100
85,159,"","","","","","","","","","","","","",2814,2609,2609,20284,2806,2176,9712,21153,3527,839378797,68,100,[12595],15,5,673,"",2695,"","","",3527,2699,21153,9712,2176,2806,2699,2699,2695,2695,2695,2695,2695,2695,2695,2695,2695,2695,2695,12488,0,20284,2609,2609,"",3527,"",1,[12603],37,68,100
86,160,"","","","","","","","","","","","","",2815,2611,2627,20285,2807,2177,9713,21154,3528,-1822562206,0,0,[12596],15,6,0,"",2696,"","","",3528,2700,21154,9713,2177,2807,2700,2700,2696,2696,2696,2696,2696,2696,2696,2696,2696,2696,2696,12489,0,20285,2611,2627,"",3528,"","",[12604],0,0,0
87,161,"","","","","","","","","","","","","",2816,2612,2628,20286,2808,2179,9714,21155,3529,1492393166,0,0,[12597],15,7,0,"",2697,"","","",3529,2701,21155,9714,2179,2808,2701,2701,2697,2697,2697,2697,2697,2697,2697,2697,2697,2697,2697,12490,0,20286,2612,2628,"",3529,"","",[12605],0,0,0
88,162,"","","","","","","","","","","","","",2517,"","",4722,"","","","",2946,-760080401,68,100,[12595],16,5,586,"","",2613,2621,"",543,"",543,543,543,543,2621,2613,2621,2621,2621,2621,2613,2613,2613,2613,2613,2613,2613,12456,0,4722,2946,2946,2946,2946,"",1,[12603],32,68,100
89,163,"","","","","","","","","","","","","",2518,"","",4723,"","","","",2947,557934500,0,0,[12596],16,6,0,"","",2614,2622,"",545,"",545,545,545,545,2622,2614,2622,2622,2622,2622,2614,2614,2614,2614,2614,2614,2614,12457,0,4723,2947,2947,2947,2947,"","",[12604],0,0,0
90,164,"","","","","","","","","","","","","",2519,"","",4724,"","","","",2948,-1973061961,0,0,[12597],16,7,0,"","",2615,2623,"",548,"",548,548,548,548,2623,2615,2623,2623,2623,2623,2615,2615,2615,2615,2615,2615,2615,12458,0,4724,2948,2948,2948,2948,"","",[12605],0,0,0
91,165,"","","","","","","","","","","",3590,4319,3590,1983,2081,2077,"","",2106,2111,2117,2086905859,68,100,[12595],17,5,586,"","",23664,"",23667,2114,"",2111,2106,2114,2114,4319,3590,23667,23667,23667,23667,23664,23664,23664,23664,23664,23664,23664,12526,0,2077,1983,2081,"",2117,"",1,[12603],32,68,100
92,166,"","","","","","","","","","","",3591,4320,3591,1986,2082,2078,"","",2108,2112,2118,330229883,0,0,[12596],17,6,0,"","",23665,"",23668,2115,"",2112,2108,2115,2115,4320,3591,23668,23668,23668,23668,23665,23665,23665,23665,23665,23665,23665,12527,0,2078,1986,2082,"",2118,"","",[12604],0,0,0
93,167,"","","","","","","","","","","",3592,4320,3592,1987,2083,2080,"","",2110,2113,2119,1669260288,0,0,[12597],17,7,0,"","",23666,"",23669,2116,"",2113,2110,2116,2116,4320,3592,23669,23669,23669,23669,23666,23666,23666,23666,23666,23666,23666,12528,0,2080,1987,2083,"",2119,"","",[12605],0,0,0
94,168,"","","","","","","","","","","","","",3486,3486,3496,2995,"","",9731,"",3573,122642368,68,100,[12595],18,5,586,3573,"","","","",9728,"",9728,9731,9728,9728,3573,3573,3573,3573,3573,3573,3573,3573,3573,3573,3573,3573,3573,12495,0,2995,3486,3496,"",3573,"",1,[12603],32,68,100
95,169,"","","","","","","","","","","","","",3487,3487,3497,2996,"","",9732,"",3574,-1016206409,0,0,[12596],18,6,0,3574,"","","","",9729,"",9729,9732,9729,9729,3574,3574,3574,3574,3574,3574,3574,3574,3574,3574,3574,3574,3574,12496,0,2996,3487,3497,"",3574,"","",[12604],0,0,0
96,170,"","","","","","","","","","","","","",3495,3495,3498,2997,"","",9733,"",3575,1247641969,0,0,[12597],18,7,0,3575,"","","","",9730,"",9730,9733,9730,9730,3575,3575,3575,3575,3575,3575,3575,3575,3575,3575,3575,3575,3575,12497,0,2997,3495,3498,"",3575,"","",[12605],0,0,0
97,171,"","","","","","","","","","","","","",12312,"","",3336,"","","","","",-1691201624,68,100,"[12595,3824]",19,5,586,"","",9833,9837,"",3336,"",3336,3336,3336,3336,9837,9833,9837,9837,9837,9837,9833,9833,9833,9833,9833,9833,9833,12484,0,3336,8273,8273,8273,3336,"",1,"[12603,3824]",32,68,100
98,172,"","","","","","","","","","","","","",12313,"","",3337,"","","","","",-718463325,0,0,"[12596,3824]",19,6,0,"","",9834,9838,"",3337,"",3337,3337,3337,3337,9838,9834,9838,9838,9838,9838,9834,9834,9834,9834,9834,9834,9834,12485,0,3337,8274,8274,8274,3337,"","","[12604,3824]",0,0,0
99,173,"","","","","","","","","","","","","",12314,"","",3338,"","","","","",692127728,0,0,"[12597,3824]",19,7,0,"","",9835,9839,"",3338,"",3338,3338,3338,3338,9839,9835,9839,9839,9839,9839,9835,9835,9835,9835,9835,9835,9835,12486,0,3338,8275,8275,8275,3338,"","","[12605,3824]",0,0,0
100,174,"","","","","","","","","","","","","",12575,8283,12574,12610,12565,12571,12638,12590,12588,-306989797,0,0,[12598],20,8,0,12629,"","","","","","",12590,12638,12571,12565,12629,12629,12629,12629,12629,12629,12629,12629,12629,12629,12629,12629,12629,12554,0,12610,8283,12574,"",12588,"","",[12606],0,0,0
101,175,"","","","","","","","","","","","","",10081,12616,12612,12585,12567,12650,12640,12568,12613,-1454947071,0,0,"[12598,12637]",21,8,0,12636,"","","","","","",12568,12640,12650,12567,12636,12636,12636,12636,12636,12636,12636,12636,12636,12636,12636,12636,12636,12555,0,12585,12616,12612,"",12613,"","","[12606,12637]",0,0,0
102,176,"","","","","","","","","","","","","",12587,12618,12586,12619,12583,12570,12572,12569,12614,-2010504687,0,0,"[12598,12559]",22,8,0,12625,"","","","","","",12569,12572,12570,12583,12625,12625,12625,12625,12625,12625,12625,12625,12625,12625,12625,12625,12625,12556,0,12619,12618,12586,"",12614,"","","[12606,12559]",0,0,0
103,177,"","","","","","","","","","","","","",12645,12647,18153,7341,12641,12037,12581,12628,12642,-1499847665,0,0,"[12598,12520,12648]",23,8,0,12646,"","","","","","",12628,12581,12037,12641,12646,12646,12646,12646,12646,12646,12646,12646,12646,12646,12646,12646,12646,12557,0,7341,12647,18153,"",12642,"","","[12606,12520,12648]",0,0,0
104,178,"","","","","","","","","","","","","","","","","","","","","","",411361590,32,100,"[12631,12632,12633]",24,0,0,"","","","","","","","","","","","","","","","","","","","","","","","",12461,0,"","","","","","","","[12631,12632,12633]",0,32,100
