"rownum","Id","XOffset","YOffset","FirstSlotIndex","Width","Height","bool","Tab","SlotSize","HideIfEmpty","Subtab","StoredItems","bool","string","i32"
158,"Metadata/Items/MapFragments/CurrencyUberBossKeyEater",616,831,157,1,1,"",0,66,"",0,[10375],"","",0
159,"Metadata/Items/MapFragments/CurrencyUberBossKeyCortex",707,831,158,1,1,"",0,66,"",0,[10373],"","",0
160,"Metadata/Items/Scarabs/ScarabBreachNew1",108,513,159,1,1,"",2,52,"",0,[9868],"","",0
161,"Metadata/Items/Scarabs/ScarabBreachNew2",176,513,160,1,1,"",2,52,"",0,[9869],"","",0
162,"Metadata/Items/Scarabs/ScarabBreachNew3",244,513,161,1,1,"",2,52,"",0,[9870],"","",0
163,"Metadata/Items/Scarabs/ScarabBreachNew4",311,513,162,1,1,"",2,52,"",0,[9871],"","",0
164,"Metadata/Items/Scarabs/ScarabBreachNew5",379,513,163,1,1,"",2,52,"",0,[9872],"","",0
165,"Metadata/Items/Scarabs/ScarabMapsNew1",108,591,164,1,1,"",2,52,"",0,[9877],"","",0
166,"Metadata/Items/Scarabs/ScarabMapsNew2",176,591,165,1,1,"",2,52,"",0,[9878],"","",0
167,"Metadata/Items/Scarabs/ScarabMapsNew3",244,591,166,1,1,"",2,52,"",0,[9879],"","",0
168,"Metadata/Items/Scarabs/ScarabMapsNew4",311,591,167,1,1,"",2,52,"",0,[9880],"","",0
169,"Metadata/Items/Scarabs/ScarabMapsNew5",379,591,168,1,1,"",2,52,"",0,[9881],"","",0
170,"Metadata/Items/Scarabs/ScarabUniquesNew1",41,102,169,1,1,"",2,52,"",0,[9886],"","",0
171,"Metadata/Items/Scarabs/ScarabUniquesNew2",103,102,170,1,1,"",2,52,"",0,[9887],"","",0
172,"Metadata/Items/Scarabs/ScarabUniquesNew3",166,102,171,1,1,"",2,52,"",0,[9888],"","",0
173,"Metadata/Items/Scarabs/ScarabBeastsNew1",43,270,172,1,1,"",2,52,"",0,[9897],"","",0
174,"Metadata/Items/Scarabs/ScarabBeastsNew2",105,270,173,1,1,"",2,52,"",0,[9898],"","",0
175,"Metadata/Items/Scarabs/ScarabBeastsNew3",168,270,174,1,1,"",2,52,"",0,[9899],"","",0
176,"Metadata/Items/Scarabs/ScarabBeastsNew4",230,270,175,1,1,"",2,52,"",0,[9900],"","",0
177,"Metadata/Items/Scarabs/ScarabInfluenceNew1",347,270,176,1,1,"",2,52,"",0,[9909],"","",0
178,"Metadata/Items/Scarabs/ScarabInfluenceNew2",410,270,177,1,1,"",2,52,"",0,[9910],"","",0
179,"Metadata/Items/Scarabs/ScarabInfluenceNew3",472,270,178,1,1,"",2,52,"",0,[9911],"","",0
180,"Metadata/Items/Scarabs/ScarabInfluenceNew4",535,270,179,1,1,"",2,52,"",0,[9912],"","",0
181,"Metadata/Items/Scarabs/ScarabSulphiteNew1",263,102,180,1,1,"",2,52,"",0,[9917],"","",0
182,"Metadata/Items/Scarabs/ScarabSulphiteNew2",326,102,181,1,1,"",2,52,"",0,[9918],"","",0
183,"Metadata/Items/Scarabs/ScarabSulphiteNew3",389,102,182,1,1,"",2,52,"",0,[9919],"","",0
184,"Metadata/Items/Scarabs/ScarabDivinationCardsNew1",486,102,183,1,1,"",2,52,"",0,[9924],"","",0
185,"Metadata/Items/Scarabs/ScarabDivinationCardsNew2",548,102,184,1,1,"",2,52,"",0,[9925],"","",0
186,"Metadata/Items/Scarabs/ScarabDivinationCardsNew3",611,102,185,1,1,"",2,52,"",0,[9926],"","",0
187,"Metadata/Items/Scarabs/ScarabTormentNew1",707,102,186,1,1,"",2,52,"",0,[9931],"","",0
188,"Metadata/Items/Scarabs/ScarabTormentNew2",770,102,187,1,1,"",2,52,"",0,[9932],"","",0
189,"Metadata/Items/Scarabs/ScarabTormentNew3",833,102,188,1,1,"",2,52,"",0,[9933],"","",0
190,"Metadata/Items/Scarabs/ScarabStrongboxNew1",108,669,189,1,1,"",2,52,"",0,[9939],"","",0
191,"Metadata/Items/Scarabs/ScarabStrongboxNew2",176,669,190,1,1,"",2,52,"",0,[9940],"","",0
192,"Metadata/Items/Scarabs/ScarabStrongboxNew3",244,669,191,1,1,"",2,52,"",0,[9941],"","",0
193,"Metadata/Items/Scarabs/ScarabStrongboxNew4",311,669,192,1,1,"",2,52,"",0,[9942],"","",0
194,"Metadata/Items/Scarabs/ScarabStrongboxNew5",379,669,193,1,1,"",2,52,"",0,[9943],"","",0
195,"Metadata/Items/Scarabs/ScarabHarbingerNew1",646,270,194,1,1,"",2,52,"",0,[9948],"","",0
196,"Metadata/Items/Scarabs/ScarabHarbingerNew2",709,270,195,1,1,"",2,52,"",0,[9949],"","",0
197,"Metadata/Items/Scarabs/ScarabHarbingerNew3",772,270,196,1,1,"",2,52,"",0,[9950],"","",0
198,"Metadata/Items/Scarabs/ScarabHarbingerNew4",834,270,197,1,1,"",2,52,"",0,[9951],"","",0
199,"Metadata/Items/Scarabs/ScarabExpedition1",108,746,198,1,1,"",2,52,"",0,[9956],"","",0
200,"Metadata/Items/Scarabs/ScarabExpedition2",176,746,199,1,1,"",2,52,"",0,[9957],"","",0
201,"Metadata/Items/Scarabs/ScarabExpedition3",244,746,200,1,1,"",2,52,"",0,[9958],"","",0
202,"Metadata/Items/Scarabs/ScarabExpedition4",311,746,201,1,1,"",2,52,"",0,[9959],"","",0
203,"Metadata/Items/Scarabs/ScarabExpedition5",379,746,202,1,1,"",2,52,"",0,[9960],"","",0
204,"Metadata/Items/Scarabs/ScarabLegionNew1",504,513,203,1,1,"",2,52,"",0,[9965],"","",0
205,"Metadata/Items/Scarabs/ScarabLegionNew2",573,513,204,1,1,"",2,52,"",0,[9966],"","",0
206,"Metadata/Items/Scarabs/ScarabLegionNew3",640,513,205,1,1,"",2,52,"",0,[9967],"","",0
207,"Metadata/Items/Scarabs/ScarabLegionNew4",707,513,206,1,1,"",2,52,"",0,[9968],"","",0
208,"Metadata/Items/Scarabs/ScarabLegionNew5",775,513,207,1,1,"",2,52,"",0,[9969],"","",0
209,"Metadata/Items/Scarabs/ScarabAbyssNew1",43,344,208,1,1,"",2,52,"",0,[9982],"","",0
210,"Metadata/Items/Scarabs/ScarabAbyssNew2",105,344,209,1,1,"",2,52,"",0,[9983],"","",0
211,"Metadata/Items/Scarabs/ScarabAbyssNew3",168,344,210,1,1,"",2,52,"",0,[9985],"","",0
212,"Metadata/Items/Scarabs/ScarabAbyssNew4",230,344,211,1,1,"",2,52,"",0,[9984],"","",0
213,"Metadata/Items/Scarabs/ScarabAnarchy1",156,177,212,1,1,"",2,52,"",0,[9986],"","",0
214,"Metadata/Items/Scarabs/ScarabAnarchy2",219,177,213,1,1,"",2,52,"",0,[9987],"","",0
215,"Metadata/Items/Scarabs/ScarabAnarchy3",281,177,214,1,1,"",2,52,"",0,[9988],"","",0
216,"Metadata/Items/Scarabs/ScarabEssence1",347,344,215,1,1,"",2,52,"",0,[9989],"","",0
217,"Metadata/Items/Scarabs/ScarabEssence2",410,344,216,1,1,"",2,52,"",0,[9990],"","",0
218,"Metadata/Items/Scarabs/ScarabEssence3",472,344,217,1,1,"",2,52,"",0,[9991],"","",0
219,"Metadata/Items/Scarabs/ScarabEssence4",535,344,218,1,1,"",2,52,"",0,[9992],"","",0
220,"Metadata/Items/Scarabs/ScarabDomination1",646,344,219,1,1,"",2,52,"",0,[9993],"","",0
221,"Metadata/Items/Scarabs/ScarabDomination2",709,344,220,1,1,"",2,52,"",0,[9994],"","",0
222,"Metadata/Items/Scarabs/ScarabDomination3",771,344,221,1,1,"",2,52,"",0,[9995],"","",0
223,"Metadata/Items/Scarabs/ScarabDomination4",834,344,222,1,1,"",2,52,"",0,[9996],"","",0
224,"Metadata/Items/Scarabs/ScarabRitual1",378,177,223,1,1,"",2,52,"",0,[9997],"","",0
225,"Metadata/Items/Scarabs/ScarabRitual2",440,177,224,1,1,"",2,52,"",0,[9998],"","",0
226,"Metadata/Items/Scarabs/ScarabRitual3",503,177,225,1,1,"",2,52,"",0,[9999],"","",0
227,"Metadata/Items/Scarabs/ScarabHarvest1",601,177,226,1,1,"",2,52,"",0,[10000],"","",0
228,"Metadata/Items/Scarabs/ScarabHarvest2",663,177,227,1,1,"",2,52,"",0,[10001],"","",0
229,"Metadata/Items/Scarabs/ScarabHarvest3",726,177,228,1,1,"",2,52,"",0,[10002],"","",0
230,"Metadata/Items/Scarabs/ScarabIncursion1",43,416,229,1,1,"",2,52,"",0,[10003],"","",0
231,"Metadata/Items/Scarabs/ScarabIncursion2",105,416,230,1,1,"",2,52,"",0,[10004],"","",0
232,"Metadata/Items/Scarabs/ScarabIncursion3",168,416,231,1,1,"",2,52,"",0,[10005],"","",0
233,"Metadata/Items/Scarabs/ScarabIncursion4",230,416,232,1,1,"",2,52,"",0,[10006],"","",0
234,"Metadata/Items/Scarabs/ScarabBetrayal1",347,416,233,1,1,"",2,52,"",0,[10007],"","",0
235,"Metadata/Items/Scarabs/ScarabBetrayal2",410,416,234,1,1,"",2,52,"",0,[10008],"","",0
236,"Metadata/Items/Scarabs/ScarabBetrayal3",472,416,235,1,1,"",2,52,"",0,[10009],"","",0
237,"Metadata/Items/Scarabs/ScarabBetrayal4",535,416,236,1,1,"",2,52,"",0,[10010],"","",0
238,"Metadata/Items/Scarabs/ScarabBeyond1",504,591,237,1,1,"",2,52,"",0,[10011],"","",0
239,"Metadata/Items/Scarabs/ScarabBeyond2",573,591,238,1,1,"",2,52,"",0,[10013],"","",0
240,"Metadata/Items/Scarabs/ScarabBeyond3",640,591,239,1,1,"",2,52,"",0,[10012],"","",0
241,"Metadata/Items/Scarabs/ScarabBeyond4",707,591,240,1,1,"",2,52,"",0,[10014],"","",0
242,"Metadata/Items/Scarabs/ScarabBeyond5",775,591,241,1,1,"",2,52,"",0,[10015],"","",0
243,"Metadata/Items/Scarabs/ScarabUltimatum1",504,669,242,1,1,"",2,52,"",0,[10016],"","",0
244,"Metadata/Items/Scarabs/ScarabUltimatum2",573,669,243,1,1,"",2,52,"",0,[10017],"","",0
245,"Metadata/Items/Scarabs/ScarabUltimatum3",640,669,244,1,1,"",2,52,"",0,[10018],"","",0
246,"Metadata/Items/Scarabs/ScarabUltimatum4",707,669,245,1,1,"",2,52,"",0,[10019],"","",0
247,"Metadata/Items/Scarabs/ScarabUltimatum5",775,669,246,1,1,"",2,52,"",0,[10020],"","",0
248,"Metadata/Items/Scarabs/ScarabDelirium1",504,746,247,1,1,"",2,52,"",0,[10021],"","",0
249,"Metadata/Items/Scarabs/ScarabDelirium2",573,746,248,1,1,"",2,52,"",0,[10022],"","",0
250,"Metadata/Items/Scarabs/ScarabDelirium3",640,746,249,1,1,"",2,52,"",0,[10023],"","",0
251,"Metadata/Items/Scarabs/ScarabDelirium4",707,746,250,1,1,"",2,52,"",0,[10024],"","",0
252,"Metadata/Items/Scarabs/ScarabDelirium5",775,746,251,1,1,"",2,52,"",0,[10025],"","",0
253,"Metadata/Items/Scarabs/ScarabBlightNew1",646,416,252,1,1,"",2,52,"",0,[10026],"","",0
254,"Metadata/Items/Scarabs/ScarabBlightNew2",709,416,253,1,1,"",2,52,"",0,[10027],"","",0
255,"Metadata/Items/Scarabs/ScarabBlightNew3",771,416,254,1,1,"",2,52,"",0,[10028],"","",0
256,"Metadata/Items/Scarabs/ScarabBlightNew4",834,416,254,1,1,"",2,52,"",1,[10029],"","",0
257,"Metadata/Items/Scarabs/ScarabMisc1",54,835,253,1,1,"",2,52,"",1,[10030],"","",0
258,"Metadata/Items/Scarabs/ScarabMisc2",122,835,252,1,1,"",2,52,"",1,[10031],"","",0
259,"Metadata/Items/Scarabs/ScarabMisc3",189,835,251,1,1,"",2,52,"",1,[10032],"","",0
260,"Metadata/Items/Scarabs/ScarabMisc4",257,835,250,1,1,"",2,52,"",1,[10033],"","",0
261,"Metadata/Items/Scarabs/ScarabMisc5",324,835,249,1,1,"",2,52,"",1,[10034],"","",0
262,"Metadata/Items/Scarabs/ScarabUber1",423,835,248,1,1,"",2,52,"",1,[10041],"","",0
263,"Metadata/Items/Scarabs/ScarabUber2",491,835,247,1,1,"",2,52,"",1,[10042],"","",0
264,"Metadata/Items/Scarabs/ScarabUber3",559,835,246,1,1,"",2,52,"",1,[10043],"","",0
265,"Metadata/Items/Scarabs/ScarabUber4",627,835,245,1,1,"",2,52,"",1,[10044],"","",0
266,"Metadata/Items/Scarabs/ScarabUber5",694,835,244,1,1,"",2,52,"",1,[10045],"","",0
267,"Metadata/Items/Scarabs/ScarabUber6",762,835,243,1,1,"",2,52,"",1,[10046],"","",0
268,"Metadata/Items/Scarabs/ScarabUber7",829,835,242,1,1,"",2,52,"",1,[10047],"","",0
