"rownum","BaseItemTypesKey","rid","rid","rid","rid","rid","rid","rid","rid","rid","rid","rid","Display_Wand_ModsKey","Display_Bow_ModsKey","Display_Quiver_ModsKey","Display_Amulet_ModsKey","Display_Ring_ModsKey","Display_Belt_ModsKey","Display_Gloves_ModsKey","Display_Boots_ModsKey","Display_BodyArmour_ModsKey","Display_Helmet_ModsKey","Display_Shield_ModsKey","HASH32","DropLevel","Monster_ModsKeys","EssenceTypeKey","Level","[i32]","Display_Weapon_ModsKey","Display_MeleeWeapon_ModsKey","Display_OneHandWeapon_ModsKey","Display_TwoHandWeapon_ModsKey","Display_TwoHandMeleeWeapon_ModsKey","Display_Armour_ModsKey","Display_RangedWeapon_ModsKey","Helmet_ModsKey","BodyArmour_ModsKey","Boots_ModsKey","Gloves_ModsKey","Bow_ModsKey","Wand_ModsKey","Staff_ModsKey","TwoHandSword_ModsKey","TwoHandAxe_ModsKey","TwoHandMace_ModsKey","Claw_ModsKey","Dagger_ModsKey","OneHandSword_ModsKey","OneHandThrustingSword_ModsKey","OneHandAxe_ModsKey","OneHandMace_ModsKey","Sceptre_ModsKey","Display_Monster_ModsKey","ItemLevelRestriction","Belt_ModsKey","Amulet_ModsKey","Ring_ModsKey","Display_Jewellery_ModsKey","Shield_ModsKey","Display_Items_ModsKey","IsScreamingEssence","MemoryLines","[i32]","Level2"
79,155,"","","","","","","","","","","","","",3047,3047,3051,3576,3051,9451,"","",6103,-417900903,[],[12815],13,7,[0],4020,"","","","",6686,"",6686,6686,9451,3051,4020,4020,4020,4020,4020,4020,4020,4020,4020,4020,4020,4020,4020,12712,0,3576,3047,3051,"",6103,"","",[12823],[0],[]
80,156,"","","","","","","","","","","","","",177,"","","","","","","","",-2072698540,[48],"[12812,12826]",14,4,[612],"","",9002,9006,"",177,"",177,177,177,177,9006,9002,9006,9006,9006,9006,9002,9002,9002,9002,9002,9002,9002,12766,75,177,177,177,177,177,177,"","[12820,12826]",[553],[48]
81,157,"","","","","","","","","","","","","",178,"","","","","","","","",-19953861,[68],"[12813,12826]",14,5,[673],"","",9003,9007,"",178,"",178,178,178,178,9007,9003,9007,9007,9007,9007,9003,9003,9003,9003,9003,9003,9003,12767,0,178,178,178,178,178,178,1,"[12821,12826]",[37],[68]
82,158,"","","","","","","","","","","","","",180,"","","","","","","","",-1542366365,"[73,77]","[12814,12826]",14,6,"[135,269]","","",9004,9008,"",180,"",180,180,180,180,9008,9004,9008,9008,9008,9008,9004,9004,9004,9004,9004,9004,9004,12768,0,180,180,180,180,180,180,"","[12822,12826]",[0],[]
83,159,"","","","","","","","","","","","","",183,"","","","","","","","",473094408,[],"[12815,12826]",14,7,[0],"","",9005,9009,"",183,"",183,183,183,183,9009,9005,9009,9009,9009,9009,9005,9005,9005,9005,9005,9005,9005,12769,0,183,183,183,183,183,183,"","[12823,12826]",[0],[]
84,160,"","","","","","","","","","","","","",2830,2624,2624,20649,2821,2189,9926,21518,3548,-355385139,[48],[12812],15,4,[612],"",2711,"","","",3548,2715,21518,9926,2189,2821,2715,2715,2711,2711,2711,2711,2711,2711,2711,2711,2711,2711,2711,12705,75,20649,2624,2624,"",3548,"","",[12820],[553],[48]
85,161,"","","","","","","","","","","","","",2831,2625,2625,20650,2823,2190,9927,21519,3549,839378797,[68],[12813],15,5,[673],"",2712,"","","",3549,2716,21519,9927,2190,2823,2716,2716,2712,2712,2712,2712,2712,2712,2712,2712,2712,2712,2712,12706,0,20650,2625,2625,"",3549,"",1,[12821],[37],[68]
86,162,"","","","","","","","","","","","","",2832,2627,2643,20651,2824,2191,9928,21520,3550,-1822562206,"[73,77]",[12814],15,6,"[135,269]","",2713,"","","",3550,2717,21520,9928,2191,2824,2717,2717,2713,2713,2713,2713,2713,2713,2713,2713,2713,2713,2713,12707,0,20651,2627,2643,"",3550,"","",[12822],[0],[]
87,163,"","","","","","","","","","","","","",2833,2628,2644,20652,2825,2193,9929,21521,3551,1492393166,[],[12815],15,7,[0],"",2714,"","","",3551,2718,21521,9929,2193,2825,2718,2718,2714,2714,2714,2714,2714,2714,2714,2714,2714,2714,2714,12708,0,20652,2628,2644,"",3551,"","",[12823],[0],[]
88,164,"","","","","","","","","","","","","",2533,"","",4754,"","","","",2964,-760080401,[68],[12813],16,5,[586],"","",2629,2637,"",549,"",549,549,549,549,2637,2629,2637,2637,2637,2637,2629,2629,2629,2629,2629,2629,2629,12674,0,4754,2964,2964,2964,2964,"",1,[12821],[32],[68]
89,165,"","","","","","","","","","","","","",2534,"","",4755,"","","","",2965,557934500,"[73,77]",[12814],16,6,"[117,234]","","",2630,2638,"",551,"",551,551,551,551,2638,2630,2638,2638,2638,2638,2630,2630,2630,2630,2630,2630,2630,12675,0,4755,2965,2965,2965,2965,"","",[12822],[0],[]
90,166,"","","","","","","","","","","","","",2535,"","",4756,"","","","",2966,-1973061961,[],[12815],16,7,[0],"","",2631,2639,"",554,"",554,554,554,554,2639,2631,2639,2639,2639,2639,2631,2631,2631,2631,2631,2631,2631,12676,0,4756,2966,2966,2966,2966,"","",[12823],[0],[]
91,167,"","","","","","","","","","","",3612,4345,3612,1997,2095,2091,"","",2120,2125,2131,2086905859,[68],[12813],17,5,[586],"","",24034,"",24037,2128,"",2125,2120,2128,2128,4345,3612,24037,24037,24037,24037,24034,24034,24034,24034,24034,24034,24034,12744,0,2091,1997,2095,"",2131,"",1,[12821],[32],[68]
92,168,"","","","","","","","","","","",3613,4346,3613,2000,2096,2092,"","",2122,2126,2132,330229883,"[73,77]",[12814],17,6,"[117,234]","","",24035,"",24038,2129,"",2126,2122,2129,2129,4346,3613,24038,24038,24038,24038,24035,24035,24035,24035,24035,24035,24035,12745,0,2092,2000,2096,"",2132,"","",[12822],[0],[]
93,169,"","","","","","","","","","","",3614,4346,3614,2001,2097,2094,"","",2124,2127,2133,1669260288,[],[12815],17,7,[0],"","",24036,"",24039,2130,"",2127,2124,2130,2130,4346,3614,24039,24039,24039,24039,24036,24036,24036,24036,24036,24036,24036,12746,0,2094,2001,2097,"",2133,"","",[12823],[0],[]
94,170,"","","","","","","","","","","","","",3508,3508,3518,3013,"","",9946,"",3595,122642368,[68],[12813],18,5,[586],3595,"","","","",9943,"",9943,9946,9943,9943,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,12713,0,3013,3508,3518,"",3595,"",1,[12821],[32],[68]
95,171,"","","","","","","","","","","","","",3509,3509,3519,3014,"","",9947,"",3596,-1016206409,"[73,77]",[12814],18,6,"[117,234]",3596,"","","","",9944,"",9944,9947,9944,9944,3596,3596,3596,3596,3596,3596,3596,3596,3596,3596,3596,3596,3596,12714,0,3014,3509,3519,"",3596,"","",[12822],[0],[]
96,172,"","","","","","","","","","","","","",3517,3517,3520,3015,"","",9948,"",3597,1247641969,[],[12815],18,7,[0],3597,"","","","",9945,"",9945,9948,9945,9945,3597,3597,3597,3597,3597,3597,3597,3597,3597,3597,3597,3597,3597,12715,0,3015,3517,3520,"",3597,"","",[12823],[0],[]
97,173,"","","","","","","","","","","","","",12528,"","",3354,"","","","","",-1691201624,[68],"[12813,3847]",19,5,[586],"","",10048,10052,"",3354,"",3354,3354,3354,3354,10052,10048,10052,10052,10052,10052,10048,10048,10048,10048,10048,10048,10048,12702,0,3354,8485,8485,8485,3354,"",1,"[12821,3847]",[32],[68]
98,174,"","","","","","","","","","","","","",12529,"","",3355,"","","","","",-718463325,"[73,77]","[12814,3847]",19,6,"[117,234]","","",10049,10053,"",3355,"",3355,3355,3355,3355,10053,10049,10053,10053,10053,10053,10049,10049,10049,10049,10049,10049,10049,12703,0,3355,8486,8486,8486,3355,"","","[12822,3847]",[0],[]
99,175,"","","","","","","","","","","","","",12530,"","",3356,"","","","","",692127728,[],"[12815,3847]",19,7,[0],"","",10050,10054,"",3356,"",3356,3356,3356,3356,10054,10050,10054,10054,10054,10054,10050,10050,10050,10050,10050,10050,10050,12704,0,3356,8487,8487,8487,3356,"","","[12823,3847]",[0],[]
100,176,"","","","","","","","","","","","","",12793,8495,12792,12828,12783,12789,12856,12808,12806,-306989797,[],[12816],20,8,[0],12847,"","","","","","",12808,12856,12789,12783,12847,12847,12847,12847,12847,12847,12847,12847,12847,12847,12847,12847,12847,12772,0,12828,8495,12792,"",12806,"","",[12824],[0],[]
101,177,"","","","","","","","","","","","","",10296,12834,12830,12803,12785,12868,12858,12786,12831,-1454947071,[],"[12816,12855]",21,8,[0],12854,"","","","","","",12786,12858,12868,12785,12854,12854,12854,12854,12854,12854,12854,12854,12854,12854,12854,12854,12854,12773,0,12803,12834,12830,"",12831,"","","[12824,12855]",[0],[]
102,178,"","","","","","","","","","","","","",12805,12836,12804,12837,12801,12788,12790,12787,12832,-2010504687,[],"[12816,12777]",22,8,[0],12843,"","","","","","",12787,12790,12788,12801,12843,12843,12843,12843,12843,12843,12843,12843,12843,12843,12843,12843,12843,12774,0,12837,12836,12804,"",12832,"","","[12824,12777]",[0],[]
103,179,"","","","","","","","","","","","","",12863,12865,18391,7526,12859,12252,12799,12846,12860,-1499847665,[],"[12816,12738,12866]",23,8,[0],12864,"","","","","","",12846,12799,12252,12859,12864,12864,12864,12864,12864,12864,12864,12864,12864,12864,12864,12864,12864,12775,0,7526,12865,18391,"",12860,"","","[12824,12738,12866]",[0],[]
104,180,"","","","","","","","","","","","","","","","","","","","","","",411361590,[32],"[12849,12850,12851]",24,0,[0],"","","","","","","","","","","","","","","","","","","","","","","","",12679,0,"","","","","","","","[12849,12850,12851]",[0],[32]
