"rownum","GrantedEffectsKey","StatsKeys","StatsValuesPermille","[rid]","[rid]"
815,11078,[14230],[500],[],[]
816,11073,[14215],[100],[],[]
817,11074,[14215],[100],[],[]
818,11075,[14215],[100],[],[]
819,11065,[12879],[2000],[],[]
820,11066,[19288],[2500],[],[]
821,11067,[12879],[2000],[],[]
822,11329,[12879],[2000],[],[]
823,11055,[15198],[50],[],[]
824,11056,[15198],[50],[],[]
825,11057,[15198],[50],[],[]
826,11088,[19222],[500],[],[]
827,11089,[19222],[500],[],[]
828,11090,[19222],[500],[],[]
829,11079,"[867,14289]","[50000,5000]",[],[]
830,11080,[356],[25000],[],[]
831,11081,[6034],[1000],[],[]
832,11112,[737],[-750],[],[]
833,11113,[737],[-750],[],[]
834,11114,[737],[-750],[],[]
835,11145,[14369],[100],[],[]
836,11146,[14369],[100],[],[]
837,11147,[13022],[750],[],[]
838,11097,[2611],[1000],[],[]
839,11054,[1931],[500],[],[]
840,11058,[14192],[250],[],[]
841,11059,[18328],[100],[],[]
842,11060,[14192],[250],[],[]
843,11082,[14407],[50],[],[]
844,11083,[14407],[50],[],[]
845,11084,[14407],[100],[],[]
846,11085,[19578],[500],[],[]
847,11086,[14622],[2000],[],[]
848,11087,[19578],[500],[],[]
849,11098,[14286],[50],[],[]
850,11099,[14286],[250],[],[]
851,11100,[14283],[250],[],[]
852,11091,[1786],[500],[],[]
853,11064,[1786],[500],[],[]
854,11092,[3625],[1000],[],[]
855,11093,[616],[2000],[],[]
856,11094,[3625],[1000],[],[]
857,11072,[14264],[50000],[],[]
858,11182,[9759],[1000],[],[]
859,11183,[9759],[1000],[],[]
860,11184,[9759],[1000],[],[]
861,11186,[6331],[1000],[],[]
862,11188,[14958],[1000],[],[]
863,11189,[14958],[1000],[],[]
864,11190,[14958],[2000],[],[]
865,11193,[14810],[250],[],[]
866,11195,[356],[75000],[],[]
867,11196,[356],[75000],[],[]
868,11199,[356],[75000],[],[]
869,11200,[461],[0],[],[]
870,11198,[356],[75000],[],[]
871,11201,[356],[75000],[],[]
872,11197,[356],[75000],[],[]
873,9750,[1931],[250],[],[]
874,11202,[13322],[250],[],[]
875,11203,[1931],[250],[],[]
876,2592,[231],[5000],[],[]
877,3076,[231],[5000],[],[]
878,2853,[231],[5000],[],[]
879,11262,[200],[1000],[],[]
880,11270,[13322],[500],[],[]
881,11267,[8082],[1000],[],[]
882,11268,[8082],[1000],[],[]
883,11269,[8082],[1000],[],[]
884,11263,[16486],[200],[],[]
885,11264,[19105],[200],[],[]
886,11265,[16486],[200],[],[]
887,11288,[461],[0],[],[]
888,11285,[3335],[1000],[],[]
889,11286,[3335],[1000],[],[]
890,11287,[3335],[1000],[],[]
891,11290,[19033],[100],[],[]
892,11291,[17343],[50],[],[]
893,11292,[19033],[100],[],[]
894,11294,[19033],[100],[],[]
895,11298,[2071],[500],[],[]
896,11299,[17432],[200],[],[]
897,7779,[18191],[25000],[],[]
898,11348,[461],[0],[],[]
899,11349,[485],[1000],[],[]
900,10195,[10938],[50],[],[]
901,10196,[461],[0],[],[]
902,11347,[3335],[500],[],[]
903,11350,[18502],[1],[],[]
904,11310,[18556],[100000],[],[]
905,11304,[166],[500],[],[]
906,11357,[461],[0],[],[]
907,11312,[1972],[500],[],[]
908,11302,[4751],[4000],[],[]
909,11311,[1837],[500],[],[]
910,11313,[610],[500],[],[]
911,11314,[24],[500],[],[]
912,11306,[610],[500],[],[]
913,11303,[11741],[1000],[],[]
914,11309,[63],[500],[],[]
915,11307,[1931],[250],[],[]
916,11308,[461],[250],[],[]
917,11301,[25],[500],[],[]
918,11300,[108],[500],[],[]
919,11305,[433],[500],[],[]
920,11315,[3335],[250],[],[]
921,11317,[3335],[250],[],[]
922,11319,[2602],[500],[],[]
