"rownum","BaseItemTypesKey","Regular_WorldAreasKey","Unique_WorldAreasKey","MapUpgrade_BaseItemTypesKey","MonsterPacksKeys","AchievementItem","Regular_GuildCharacter","Unique_GuildCharacter","Tier","Shaped_Base_MapsKey","Shaped_AreaLevel","UpgradedFrom_MapsKey","MapsKey2","MapsKey3","MapSeriesKey","bool","bool","bool"
301,7464,1039,"",7471,"[1001,1002,1003]","","x","",13,"",0,"",456,"",3,"","",""
302,7465,1040,"",7469,"[1733,1757,1819,1758]","",":","",13,"",0,"",454,"",3,"","",""
303,7466,1041,"",7469,"[1672,1736]","","y","",13,"",0,"",452,"",3,"","",""
304,7467,1042,"",7474,"[1686,1762,1826,1828]","","z","",13,"",0,"",450,"",3,"","",""
305,7468,1043,"",7473,"[1827,1697,940]","","}","",13,"",0,"",451,"",3,"","",""
306,7469,1044,"",7476,"[1713,1710]","","<","",14,"",0,"",457,"",3,"","",""
307,7470,1045,"",7475,"[789,791]","","®","",14,"",0,"",458,"",3,"","",""
308,7471,1046,"",7478,"[1807,1686,1783]","","©","",14,"",0,"",461,"",3,"","",""
309,7472,1047,"",7475,"[1790,1791,1792,1793]","","€","%",14,"",0,"",462,"",3,"","",""
310,7473,1048,"",7479,"[1715,1707,1681,1785]","","†","",14,"",0,"",459,"",3,"","",""
311,7474,1049,"",7477,"[1829,1830]","","\\","",14,"",0,"",463,"",3,"","",""
312,7475,1050,"",7482,"[1829,1782]","","µ","",15,"",0,"",468,"",3,"","",""
313,7476,1051,"",7480,"[1763,1764,1693]","","»","",15,"",0,"",464,"",3,"","",""
314,7477,1052,"",7483,"[1747,1737]","","•","",15,"",0,"",465,"",3,"","",""
315,7478,1053,"",7479,"[1820,1786,1787,1788]","","7","",15,"",0,"",466,"",3,"","",""
316,7479,1054,"",7481,"[1738,1739,1740,1741]","","§","",15,"",0,"",467,"",3,"","",""
317,7480,1055,"","","[1795,1770,1811,1764]","","Â","",16,"",0,"",472,"",3,"",1,""
318,7481,1056,"","","[1667,1674,854]","","¢","",16,"",0,"",473,"",3,"",1,""
319,7482,1058,"","","[1754,1702,1706]","","£","",16,"",0,"",474,"",3,"",1,""
320,7483,1057,"","","[1795,1682,1721,1742]","","¤","",16,"",0,"",475,"",3,"",1,""
321,7484,1059,1059,"",[],"","¥","",17,"",0,"",476,476,3,"",1,""
322,7485,1060,"","","[1743,1744,1745]","",">","",16,"",0,"",477,"",3,1,"",""
323,7486,1087,1087,"",[],"","","",5,"",0,"",478,478,3,"",1,""
324,7487,1088,1088,"",[],"","","",10,"",0,"",479,479,3,"",1,""
325,7488,1089,1089,"",[],"","","",15,"",0,"",480,480,3,"",1,""
326,7489,1090,"",7494,[823],"","C","",1,"",0,"","","",4,"","",""
327,7490,1091,"",7496,"[741,742,743,744]","","X","",1,"",0,"","","",4,"","",""
328,7491,1092,"",7499,"[858,859,860]","","N","",1,"",0,"","","",4,"","",""
329,7492,1093,"",7498,"[768,769]","","3","",1,"",0,"","","",4,"","",""
330,7493,1266,"","",[879],"","à","",1,"",0,"","","",4,"","",""
331,7494,1094,"",7509,"[1047,1046]","","a","",2,"",0,326,"","",4,"","",""
332,7495,1095,"",7501,"[986,990]","","b","",2,"",0,326,"","",4,"","",""
333,7496,1096,"",7500,[1029],"","W","",2,"",0,327,"","",4,"","",""
334,7497,1097,"",7505,"[774,795,796,797,798,799]","","c","",2,"",0,327,"","",4,"","",""
335,7498,1098,"",7503,[1039],"","?","",2,"",0,329,"","",4,"","",""
336,7499,1099,"",7502,[983],"","2","",2,"",0,328,"","",4,"","",""
337,7500,1100,"",7513,[754],"","H","",3,"",0,333,"","",4,"","",""
338,7501,1101,"",7510,[993],"","I","",3,"",0,331,"","",4,"","",""
339,7502,1102,"",7514,[724],"","d","",3,"",0,336,"","",4,"","",""
340,7503,1103,"",7516,[951],"","S","",3,"",0,335,"","",4,"","",""
341,7504,1104,"",7517,"[1036,856,800,819]","","G","",3,"",0,335,"","",4,"","",""
342,7505,1105,"",7519,[765],"","*","",3,"",0,334,"","",4,"","",""
343,7506,1106,"",7518,[914],"","e","",3,"",0,331,"","",4,"","",""
344,7507,1107,"",7511,"[858,859,860]","","E","",3,"",0,336,"","",4,"","",""
345,7508,1108,"",7515,"[987,988,1059]","","Ú","",3,"",0,335,"","",4,"","",""
346,7509,1109,"",7512,"[889,890]","","+","",3,"",0,331,"","",4,"","",""
347,7510,1110,"",7526,"[986,987,988,989,990,991,992,993]","","Ö","",4,"",0,338,"","",4,"","",""
348,7511,1111,453,7535,[1050],"","1","",4,"",0,344,"","",4,"","",""
349,7512,1112,455,7528,[1045],"","f","",4,"",0,338,"","",4,"","",""
350,7513,1113,1114,7532,"[866,867]","","8","È",4,"",0,337,"","",4,"","",""
351,7514,1115,1116,7531,[906],"","O","™",4,"",0,339,"","",4,"","",""
352,7515,1117,"",7529,"[732,733,734,735,736,737]","","h","",4,"",0,345,"","",4,"","",""
353,7516,1118,"",7530,"[745,746,747,748]","","U","",4,"",0,341,"","",4,"","",""
354,7517,1119,"",7527,"[952,953,954,956,957]","","i","",4,"",0,341,"","",4,"","",""
355,7518,1120,"",7533,"[851,852,853,854,855]","","F","",4,"",0,343,"","",4,"","",""
356,7519,1121,"",7534,[958],"","j","",4,"",0,342,"","",4,"","",""
357,7520,1261,"","","[741,742,743]","","ä","",4,"",0,"","","",4,"","",""
358,7521,1263,"","","[1040,1068]","","$","",4,"",0,"","","",4,"","",""
359,7522,1264,"","",[1043],"","%","",4,"",0,"","","",4,"","",""
360,7523,1265,"","",[1067],"","^","",4,"",0,"","","",4,"","",""
361,7524,1267,"","",[1037],"","ë","",4,"",0,"","","",4,"","",""
362,7525,1268,"","",[1066],"","'","",4,"",0,"","","",4,"","",""
363,7526,1122,"",7540,"[1025,1004]","","6","",5,"",0,347,"","",4,"","",""
364,7527,1123,"",7543,"[1036,856,800,819]","","P","",5,"",0,354,"","",4,"","",""
365,7528,1124,"",7542,[982],"","k","",5,"",0,349,"","",4,"","",""
366,7529,1125,1126,7546,"[840,841,842,843,844,845,846,847,848,849,850]","","l","‹",5,"",0,352,"","",4,"","",""
367,7530,1127,"",7544,"[1000,942,941]","","Z","",5,"",0,352,"","",4,"","",""
368,7531,1128,"",7545,[902],"","Ï","",5,"",0,351,"","",4,"","",""
369,7532,1129,"",7537,"[840,841,842,843,844,845,846,847,848,849,850]","","R","",5,"",0,350,"","",4,"","",""
370,7533,1130,"",7541,"[1022,1023,1027]","","m","",5,"",0,349,"","",4,"","",""
371,7534,1131,"",7538,"[831,832,833,834,835,836,838]","","M","",5,"",0,356,"","",4,"","",""
372,7535,1132,"",7536,"[732,733,734,735,736,737]","","n","",5,"",0,348,"","",4,"","",""
373,7536,1133,"",7549,"[1054,1055]","","[","",6,"",0,372,"","",4,"","",""
374,7537,1134,"",7550,"[1020,1021,1035,946]","","Ñ","",6,"",0,369,"","",4,"","",""
375,7538,1135,"",7548,"[831,832,833,834,835,836,838]","","5","",6,"",0,371,"","",4,"","",""
376,7539,1136,"",7552,"[963,964,965,966,967,968,969]","","o","",6,"",0,368,"","",4,"","",""
377,7540,1137,"",7547,[916],"","Æ","",6,"",0,365,"","",4,"","",""
378,7541,1138,"",7556,"[757,758,759,760,761,762]","","B","",6,"",0,371,"","",4,"","",""
379,7542,1139,"",7557,"[918,923,919]","","Ë","",6,"",0,365,"","",4,"","",""
380,7543,1140,"",7549,"[729,730,731]","","K","",6,"",0,364,"","",4,"","",""
381,7544,1141,1142,7551,[815],"","Í","Ç",6,"",0,367,"","",4,"","",""
382,7545,1143,1144,7553,"[809,810,811]","","L","Ð",6,"",0,368,"","",4,"","",""
383,7546,1145,"",7554,"[789,790,791,792,793,794]","","q","",6,"",0,367,"","",4,"","",""
384,7547,1146,"",7561,"[900,901]","","D","",7,"",0,377,"","",4,"","",""
385,7548,1147,"",7559,[985],"","Á","",7,"",0,375,"","",4,"","",""
386,7549,1148,"",7560,"[903,767]","","Q","",7,"",0,380,"","",4,"","",""
387,7550,1149,"",7564,"[930,931,932]","","T","",7,"",0,374,"","",4,"","",""
388,7551,1150,"",7563,"[894,895]","","Ü","",7,"",0,383,"","",4,"","",""
389,7552,1151,1152,7566,"[1030,1031,1048]","","A","›",7,"",0,376,"","",4,"","",""
390,7553,1153,1154,7565,"[767,768,769,770,773]","","V","$",7,"",0,382,"","",4,"","",""
391,7554,1155,1156,7562,"[1053,939]","","9","æ",7,"",0,383,"","",4,"","",""
392,7555,1157,"",7567,"[935,934]","","J","",7,"",0,377,"","",4,"","",""
393,7556,1158,"",7559,"[831,832,833,834,835,836,838]","","Ó","",7,"",0,378,"","",4,"","",""
394,7557,1159,"",7558,"[892,893]","","Y","",7,"",0,379,"","",4,"","",""
395,7558,1160,"",7579,[1056],"","Ä","",8,"",0,394,"","",4,"","",""
396,7559,1161,"",7573,"[1063,970,971,972,837,828]","","Œ","",8,"",0,385,"","",4,"","",""
397,7560,1162,"",7575,"[880,879]","","]","",8,"",0,386,"","",4,"","",""
398,7561,1163,1164,7578,"[840,841,842,843,844,845,846,847,848,849,850]","","~","g",8,"",0,384,"","",4,"","",""
399,7562,1165,"",7570,"[820,948]","","\""","",8,"",0,391,"","",4,"","",""
400,7563,1166,"",7575,"[875,876,877,878,922]","","r","",8,"",0,388,"","",4,"","",""
401,7564,1167,1168,7577,[926],"","4","²",8,"",0,387,"","",4,"","",""
402,7565,1169,"",7572,"[778,772]","","É","",8,"",0,389,"","",4,"","",""
403,7566,1170,1171,7571,"[785,786]","","/","À",8,"",0,389,"","",4,"","",""
404,7567,1172,1173,7574,"[757,758,759,760,761,762]","","Û","",8,"",0,392,"","",4,"","",""
405,7568,1174,"",7569,"[789,790,791,792,793,794]","","{","",8,"",0,391,"","",4,"","",""
406,7569,1175,1176,7583,"[1014,1015,1016,1017,1018]","","=","^",9,"",0,405,"","",4,"","",""
407,7570,1177,"",7583,[1057],"","Ÿ","",9,"",0,399,"","",4,"","",""
408,7571,1178,"",7586,"[816,817]","","0","",9,"",0,403,"","",4,"","",""
409,7572,1179,"",7587,"[996,997]","","_","",9,"",0,402,"","",4,"","",""
410,7573,1180,"",7585,"[750,751]","","|","",9,"",0,396,"","",4,"","",""
411,7574,1181,"",7584,"[1028,1038]","","s","",9,"",0,398,"","",4,"","",""
412,7575,1182,"",7590,"[1041,982]","",")","",9,"",0,400,"","",4,"","",""
413,7576,1183,1184,7589,"[1010,1011,1012,1013,1024]","","-","ß",9,"",0,401,"","",4,"","",""
414,7577,1185,"",7588,"[958,959,960,961,962]","","t","",9,"",0,401,"","",4,"","",""
415,7578,1186,1187,7580,"[974,739]","","(","Õ",9,"",0,395,"","",4,"","",""
416,7579,1188,"",7580,[1040],"","‡","",9,"",0,395,"","",4,"","",""
417,7580,1189,454,7593,"[979,1042,980]","","u","",10,"",0,415,"","",4,"","",""
418,7581,1190,454,7593,"[979,1042,980]","","u","",5,"",0,415,"","",4,"",1,""
419,7582,1191,"",7596,"[896,897]","","v","",10,"",0,411,"","",4,"","",""
420,7583,1192,"",7597,"[975,976]","","w","",10,"",0,406,"","",4,"","",""
421,7584,1193,"",7595,"[831,832,833,834,835,836,838]","","!","",10,"",0,411,"","",4,"","",""
422,7585,1194,"",7598,[947],"","x","",10,"",0,414,"","",4,"","",""
423,7586,1195,"",7591,"[943,944,945]","",":","",10,"",0,408,"","",4,"","",""
424,7587,1196,"",7592,"[778,772]","","y","",10,"",0,409,"","",4,"","",""
425,7588,1197,"",7600,"[918,923,919]","","z","",10,"",0,414,"","",4,"","",""
426,7589,1198,1199,7599,"[813,814]","","}","Å",10,"",0,413,"","",4,"","",""
427,7590,1200,"",7597,[925],"","<","",10,"",0,407,"","",4,"","",""
428,7591,1201,1202,7610,"[998,999]","",";","Ù",11,"",0,423,"","",4,"","",""
429,7592,1203,"",7609,"[732,733,734,735,736,737]","",",","",11,"",0,424,"","",4,"","",""
430,7593,1204,"",7602,"[1010,1011,1012,1013]","",".","",11,"",0,417,"","",4,"","",""
431,7594,1205,"",7603,"[963,964,965,966,967,968,969]","","Â","",11,"",0,424,"","",4,"","",""
432,7595,1206,"",7605,"[831,832,833,834,835,836,838]","","Ã","",11,"",0,421,"","",4,"","",""
433,7596,1207,"",7605,"[741,743,742,744]","","Ê","",11,"",0,419,"","",4,"","",""
434,7597,1208,"",7608,"[1000,941,942]","","Ì","",11,"",0,427,"","",4,"","",""
435,7598,1209,"",7606,"[1060,1061]","","Î","",11,"",0,422,"","",4,"","",""
436,7599,1210,"",7604,"[724,726]","","Ò","",11,"",0,426,"","",4,"","",""
437,7600,1211,"",7607,"[958,959,960,961,962]","","×","",11,"",0,425,"","",4,"","",""
438,7601,1257,"","","[984,985]","","`","",11,"",0,"","","",4,"","",""
439,7602,1213,"",7616,"[1043,1049]","","ú","",12,"",0,430,"","",4,"","",""
440,7603,1214,"",7619,"[865,1037]","","ù","",12,"",0,431,"","",4,"","",""
441,7604,1215,1216,7618,[1058],"","¾","Ô",12,"",0,437,"","",4,"","",""
442,7605,1217,"",7612,[725],"","ê","",12,"",0,433,"","",4,"","",""
443,7606,1218,"",7611,"[948,949,950]","","å","",12,"",0,435,"","",4,"","",""
444,7607,1219,"",7613,"[933,936]","","³","",12,"",0,435,"","",4,"","",""
445,7608,1220,1221,7614,"[801,802,803,804,805,806,807,808]","","â","#",12,"",0,434,"","",4,"","",""
446,7609,1222,1223,7617,[929],"","°","¿",12,"",0,429,"","",4,"","",""
447,7610,1224,"",7615,"[959,960,961]","","«","",12,"",0,429,"","",4,"","",""
448,7611,1225,"",7626,"[952,953,954,956,957]","","ø","",13,"",0,443,"","",4,"","",""
449,7612,1226,"",7625,[917],"","œ","",13,"",0,442,"","",4,"","",""
450,7613,1227,456,7626,"[866,867]","","÷","",13,"",0,444,"","",4,"","",""
451,7614,1228,"",7622,"[963,964,965,966,967,968,969]","","ñ","",13,"",0,445,"","",4,"","",""
452,7615,1229,"",7620,"[1001,1002,1003]","","ð","",13,"",0,447,"","",4,"","",""
453,7616,1230,"",7621,"[880,881,882,883]","","è","",13,"",0,439,"","",4,"","",""
454,7617,1231,"",7620,[1019],"","é","",13,"",0,446,"","",4,"","",""
455,7618,1232,"",7623,[1034],"","ç","",13,"",0,441,"","",4,"","",""
456,7619,1233,"",7624,"[963,964,965,966,967,968,969]","","û","",13,"",0,440,"","",4,"","",""
457,7620,1234,"",7627,"[958,959,960,961,962]","","ü","",14,"",0,454,"","",4,"","",""
458,7621,1235,"",7631,"[885,886,887,888]","","ÿ","",14,"",0,453,"","",4,"","",""
459,7622,1236,"",7630,"[824,826,1062]","","®","",14,"",0,451,"","",4,"","",""
460,7623,1237,"",7628,"[821,822]","","©","",14,"",0,455,"","",4,"","",""
461,7624,1238,"",7629,[1005],"","€","",14,"",0,456,"","",4,"","",""
462,7625,1239,"",7631,"[1032,1033]","","†","",14,"",0,449,"","",4,"","",""
463,7626,1240,"",7628,"[930,931,932]","","\\","",14,"",0,448,"","",4,"","",""
464,7627,1241,"",7635,[955],"","µ","",15,"",0,457,"","",4,"","",""
465,7628,1242,457,7638,"[988,989,981]","","»","",15,"",0,463,"","",4,"","",""
466,7629,1243,"",7636,"[831,832,833,834,835,836,838]","","•","",15,"",0,461,"","",4,"","",""
467,7630,1244,"",7636,[984],"","7","",15,"",0,459,"","",4,"","",""
468,7631,1245,"",7637,"[963,964,965,966,967,968,969]","","§","",15,"",0,462,"","",4,"","",""
469,7632,1259,"","","[1063,997]","","¢","",15,"",0,"","","",4,"","",""
470,7633,1260,"","",[928],"","™","",15,"",0,"","","",4,"","",""
471,7634,1269,"","","[1045,1064,1065]","","•","",16,"",0,"","","",4,"","",""
472,7635,1246,"","","[752,753,755]","","Â","",16,"",0,464,"","",4,"",1,""
473,7636,1247,"","","[1006,1007,1008,1009]","","¢","",16,"",0,467,"","",4,"",1,""
474,7637,1249,"","","[763,764,765,766]","","£","",16,"",0,468,"","",4,"",1,""
475,7638,1248,"","","[898,899]","","¤","",16,"",0,465,"","",4,"",1,""
476,7639,1250,1250,"",[],"","¥","",17,"",0,"","","",4,"",1,""
477,7640,1251,"","",[740],"",">","",16,"",0,"","","",4,1,1,""
478,7641,1253,1253,"",[],"","","",5,"",0,"","","",4,"",1,""
479,7642,1254,1254,"",[],"","","",10,"",0,"","","",4,"",1,""
480,7643,1255,1255,"",[],"","","",15,"",0,"","","",4,"",1,""
481,7644,1255,"","",[],"","","",0,"",0,"","","",4,"",1,""
482,7645,1758,"","",[],"","","",0,"",0,"","","",4,"",1,""
483,7646,1271,"","","[2970,2971]","","","",17,"",0,"","","",4,"","",""
484,7647,1272,"","","[2984,2985,2986,2987,2988,2989]","","","",17,"",0,"","","",4,"","",""
485,7648,1273,"","",[],"","","",17,"",0,"","","",4,"","",""
486,7649,1274,"","",[3056],"","","",17,"",0,"","","",4,"","",""
487,7650,1275,"","","[2964,2965,2966,2967,2968]","","","",17,"",0,"","","",4,"","",""
