"rownum","EffectBaseType","VisualEffect","VisualIdentity","Stats","ItemClasses","[rid]","bool","[i32]","[i32]","bool","[rid]","bool","[rid]","[rid]","[rid]","[rid]","rid","bool","rid"
693,1135,"","",[346],[],[6131],"",[2],[37],"",[],"",[],[],[],[],"","",0
694,1136,"","","[346,1300]",[],"[6388,6387]","","[3,3]",[37],"",[],"",[],[],[],[],"","",0
695,1137,"","",[346],[],"[6184,6837]","",[4],[37],"",[],"",[],[],[],[],"","",0
696,1138,"","",[346],[],[6138],"",[2],[37],"",[],"",[],[],[],[],"","",0
697,1139,"","","[346,1300]",[],"[6322,6359]","","[15,4]",[37],"",[],"",[],[],[],[],"","",0
698,1140,"","",[346],[],"[6308,6353]","",[15],[37],"",[],"",[],[],[],[],"","",0
699,1141,"","",[346],[],"[6308,6353]","",[12],[37],"",[],"",[],[],[],[],"","",0
700,1142,"","",[1366],[23],[],"",[31],[13],"",[],"",[],[],[],[],"","",""
701,1143,"","",[1366],[23],[],"",[32],[13],"",[],"",[],[],[],[],"","",""
702,1144,"","","[346,1300]",[],"[6171,6369]","","[5,2]",[37],"",[],"",[],[],[],[],"","",0
703,1145,60,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]","",[],"",[],[],[],[],"","",""
704,1146,61,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]","",[],"",[],[],[],[],"","",""
705,1147,"","",[346],[],[6394],"",[1],[37],"",[],"",[],[],[],[],"","",0
706,1148,"",4920,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
707,1149,"",4921,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
708,1150,"",4922,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
709,1151,"",4923,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
710,1152,"",4924,[],"[7,8,6,56]",[],"",[],"[1,4]","",[],"",[],[],[],[],"","",""
711,1153,"",4925,[],"[14,57]",[],"",[],[1],"",[],"",[],[],[],[],"","",""
712,1154,"","",[346],[],[6421],"",[2],[37],"",[],"",[],[],[],[],"","",0
713,1155,"","",[346],[],"[6323,6372]","",[4],[37],"",[],"",[],[],[],[],"","",0
714,1156,"","","[346,1300]",[],[6325],"","[4,2]",[37],"",[],"",[],[],[],[],"","",0
715,1157,"",4926,[],[21],[],"",[],[15],"",[],"",[],[],[],[],"","",""
716,1158,"",4927,[],[21],[],"",[],[15],"",[],"",[],[],[],[],"","",""
717,1159,"",4928,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
718,1160,"","",[346],[],"[6322,6359]","",[12],[37],"",[],"",[],[],[],[],"","",0
719,1161,"","",[346],[],[6145],"",[1],[37],"",[],"",[],[],[],[],"","",0
720,1162,62,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],[],[],"","",""
721,1164,"",4929,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
722,1165,"",4930,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
723,1166,"",4931,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
724,1167,"",4932,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
725,1168,"",4933,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
726,1169,63,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],[],[],"","",""
727,1171,"",4934,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
728,1172,"",4935,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
729,1173,"",4936,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
730,1174,"",4937,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
731,1175,"",4938,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
732,1176,64,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],[],[],"","",""
733,1178,"",4939,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
734,1179,"",4940,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
735,1180,"",4941,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
736,1181,"",4942,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
737,1182,"",4943,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
738,1183,65,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],[],[],"","",""
739,1186,"",4944,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
740,1187,"",4945,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
741,1188,"",4946,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
742,1189,"",4947,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
743,1190,"",4948,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
744,1191,66,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],[],[],"","",""
745,1194,"",4949,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
746,1195,"",4950,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
747,1196,"",4951,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
748,1197,"",4952,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
749,1198,"",4953,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
750,1199,67,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],[],[],"","",""
751,1202,"",4954,[],"[14,57]",[],"",[],[1],"",[],"",[],[],[],[],"","",""
752,1206,"",4955,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
753,1207,"",4956,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
754,1208,"",4957,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
755,1209,"",4958,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
756,1210,"",4959,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
757,1211,"",4960,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
758,1212,"",4961,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
759,1213,"",4962,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
760,1214,"",4963,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
761,1215,"",4964,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
762,1216,"",4965,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
763,1217,"",4966,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
764,1218,"",4967,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
765,1219,"",4968,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
766,1220,"",4969,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
767,1223,"",4970,[],[26],[],"",[],[4],"",[],"",[],[],[],[],"","",""
768,1224,"",4971,[],[26],[],"",[],[4],"",[],"",[],[],[],[],"","",""
769,1225,"",4972,[],[26],[],"",[],[4],"",[],"",[],[],[],[],"","",""
770,1226,"","",[346],[],[6145],"",[2],[37],"",[],"",[],[],[],[],"","",0
771,1227,"",4973,[],[25],[],"",[],"[8,21]","",[],"",[],[],[],[],"","",""
772,1228,"",4974,[],[25],[],"",[],"[8,21]","",[],"",[],[],[],[],"","",""
773,1229,"",4975,[],[25],[],"",[],"[8,21]","",[],"",[],[],[],[],"","",""
774,1230,"",4976,[],[21],[],"",[],[15],"",[],"",[],[],[],[],"","",""
775,1231,"",4977,[],"[14,57]",[],"",[],[1],"",[],"",[],[],[],[],"","",""
776,1232,"",4978,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
777,1233,"",4979,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
778,1234,"",4980,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
779,1235,"",4981,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
780,1236,"",4982,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
781,1237,"",4983,[],[26],[],"",[],[4],"",[],"",[],[],[],[],"","",""
782,1238,"",4984,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
783,1241,68,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],[],[],"","",""
784,1242,69,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],[],[],"","",""
785,1243,70,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]","",[],"",[],[],[],[],"","",""
786,1402,"","",[318],[4],[],"",[6],[14],"",[],"",[],[],[],[],"","",""
787,1403,"","",[318],[4],[],"",[7],[14],"",[],"",[],[],[],[],"","",""
788,1404,"","",[318],[4],[],"",[8],[14],"",[],"",[],[],[],[],"","",""
789,1405,"","",[318],[4],[],"",[9],[14],"",[],"",[],[],[],[],"","",""
790,1406,"","",[318],[4],[],"",[10],[14],"",[],"",[],[],[],[],"","",""
791,1407,"","",[318],[4],[],"",[11],[14],"",[],"",[],[],[],[],"","",""
792,1408,"","",[318],[4],[],"",[12],[14],"",[],"",[],[],[],[],"","",""
793,1409,"","",[318],[4],[],"",[13],[14],"",[],"",[],[],[],[],"","",""
794,1410,"","",[318],[4],[],"",[14],[14],"",[],"",[],[],[],[],"","",""
795,1411,"","",[318],[4],[],"",[15],[14],"",[],"",[],[],[],[],"","",""
796,1412,"","",[318],[4],[],"",[16],[14],"",[],"",[],[],[],[],"","",""
797,1413,"","",[318],[4],[],"",[17],[14],"",[],"",[],[],[],[],"","",""
798,1414,"","",[318],[4],[],"",[18],[14],"",[],"",[],[],[],[],"","",""
799,1415,"","",[318],[4],[],"",[19],[14],"",[],"",[],[],[],[],"","",""
800,1416,"","",[318],[4],[],"",[20],[14],"",[],"",[],[],[],[],"","",""
801,1417,"","",[318],[4],[],"",[21],[14],"",[],"",[],[],[],[],"","",""
802,1418,"","",[318],[4],[],"",[22],[14],"",[],"",[],[],[],[],"","",""
803,1419,"","",[318],[4],[],"",[23],[14],"",[],"",[],[],[],[],"","",""
804,1420,"","",[318],[4],[],"",[24],[14],"",[],"",[],[],[],[],"","",""
805,1421,"","",[318],[4],[],"",[25],[14],"",[],"",[],[],[],[],"","",""
806,1422,"","",[318],[4],[],"",[26],[14],"",[],"",[],[],[],[],"","",""
807,1423,"","",[318],[4],[],"",[27],[14],"",[],"",[],[],[],[],"","",""
808,1424,"","",[318],[4],[],"",[28],[14],"",[],"",[],[],[],[],"","",""
809,1425,"","",[318],[4],[],"",[29],[14],"",[],"",[],[],[],[],"","",""
810,1426,"","",[318],[4],[],"",[30],[14],"",[],"",[],[],[],[],"","",""
811,1427,"","",[318],[4],[],"",[31],[14],"",[],"",[],[],[],[],"","",""
812,1428,"","",[318],[4],[],"",[32],[14],"",[],"",[],[],[],[],"","",""
813,1429,"","",[318],[4],[],"",[33],[14],"",[],"",[],[],[],[],"","",""
814,1430,"","",[318],[4],[],"",[34],[14],"",[],"",[],[],[],[],"","",""
815,1431,"","",[318],[4],[],"",[35],[14],"",[],"",[],[],[],[],"","",""
816,1432,"","",[318],[4],[],"",[36],[14],"",[],"",[],[],[],[],"","",""
817,1433,"","",[318],[4],[],"",[37],[14],"",[],"",[],[],[],[],"","",""
818,1434,"","",[318],[4],[],"",[38],[14],"",[],"",[],[],[],[],"","",""
819,1435,"","",[318],[4],[],"",[39],[14],"",[],"",[],[],[],[],"","",""
820,1436,"","",[318],[4],[],"",[40],[14],"",[],"",[],[],[],[],"","",""
821,1437,"","",[318],[4],[],"",[41],[14],"",[],"",[],[],[],[],"","",""
822,1438,"","",[318],[4],[],"",[42],[14],"",[],"",[],[],[],[],"","",""
823,1439,"","",[318],[4],[],"",[43],[14],"",[],"",[],[],[],[],"","",""
824,1440,"","",[318],[4],[],"",[44],[14],"",[],"",[],[],[],[],"","",""
825,1441,"","",[318],[4],[],"",[45],[14],"",[],"",[],[],[],[],"","",""
826,1442,"","",[318],[4],[],"",[46],[14],"",[],"",[],[],[],[],"","",""
827,1443,"","",[318],[4],[],"",[47],[14],"",[],"",[],[],[],[],"","",""
828,1444,"","",[318],[4],[],"",[48],[14],"",[],"",[],[],[],[],"","",""
829,1445,"","",[318],[4],[],"",[49],[14],"",[],"",[],[],[],[],"","",""
830,1446,"","",[318],[4],[],"",[50],[14],"",[],"",[],[],[],[],"","",""
831,1447,"","",[318],[4],[],"",[51],[14],"",[],"",[],[],[],[],"","",""
832,1448,"","",[318],[4],[],"",[52],[14],"",[],"",[],[],[],[],"","",""
833,1449,"","",[318],[4],[],"",[53],[14],"",[],"",[],[],[],[],"","",""
834,1450,"","",[318],[4],[],"",[54],[14],"",[],"",[],[],[],[],"","",""
835,1451,"","",[318],[4],[],"",[55],[14],"",[],"",[],[],[],[],"","",""
836,1452,"","",[318],[4],[],"",[56],[14],"",[],"",[],[],[],[],"","",""
837,1453,"","",[318],[4],[],"",[57],[14],"",[],"",[],[],[],[],"","",""
838,1454,"","",[318],[4],[],"",[58],[14],"",[],"",[],[],[],[],"","",""
839,1455,"","",[318],[4],[],"",[59],[14],"",[],"",[],[],[],[],"","",""
840,1456,"","",[318],[4],[],"",[60],[14],"",[],"",[],[],[],[],"","",""
841,1457,"","",[318],[4],[],"",[61],[14],"",[],"",[],[],[],[],"","",""
842,1458,"","",[318],[4],[],"",[62],[14],"",[],"",[],[],[],[],"","",""
843,1459,"","",[318],[4],[],"",[63],[14],"",[],"",[],[],[],[],"","",""
844,1460,"","",[318],[4],[],"",[64],[14],"",[],"",[],[],[],[],"","",""
845,1461,"","",[318],[4],[],"",[65],[14],"",[],"",[],[],[],[],"","",""
846,1462,"","",[318],[4],[],"",[66],[14],"",[],"",[],[],[],[],"","",""
847,1463,"","",[318],[4],[],"",[67],[14],"",[],"",[],[],[],[],"","",""
848,1464,"","",[318],[4],[],"",[68],[14],"",[],"",[],[],[],[],"","",""
849,1465,"","",[318],[4],[],"",[69],[14],"",[],"",[],[],[],[],"","",""
850,1466,"","",[318],[4],[],"",[70],[14],"",[],"",[],[],[],[],"","",""
851,1467,"","",[318],[4],[],"",[71],[14],"",[],"",[],[],[],[],"","",""
852,1468,"","",[318],[4],[],"",[72],[14],"",[],"",[],[],[],[],"","",""
853,1469,"","",[318],[4],[],"",[73],[14],"",[],"",[],[],[],[],"","",""
854,1470,"","",[318],[4],[],"",[74],[14],"",[],"",[],[],[],[],"","",""
855,1471,"","",[318],[4],[],"",[75],[14],"",[],"",[],[],[],[],"","",""
856,1472,"","",[318],[4],[],"",[94],[14],"",[],"",[],[],[],[],"","",""
857,1473,"","",[318],[4],[],"",[95],[14],"",[],"",[],[],[],[],"","",""
858,1474,"","",[318],[4],[],"",[96],[14],"",[],"",[],[],[],[],"","",""
859,1475,"","",[318],[4],[],"",[97],[14],"",[],"",[],[],[],[],"","",""
860,1476,"","",[318],[4],[],"",[98],[14],"",[],"",[],[],[],[],"","",""
861,1477,"","",[318],[4],[],"",[99],[14],"",[],"",[],[],[],[],"","",""
862,1478,"","",[318],[4],[],"",[100],[14],"",[],"",[],[],[],[],"","",""
863,1479,"","",[318],[4],[],"",[101],[14],"",[],"",[],[],[],[],"","",""
864,1480,"","",[318],[4],[],"",[102],[14],"",[],"",[],[],[],[],"","",""
865,1481,"","",[318],[4],[],"",[103],[14],"",[],"",[],[],[],[],"","",""
866,1482,"","",[318],[4],[],"",[104],[14],"",[],"",[],[],[],[],"","",""
867,1483,"","",[318],[4],[],"",[105],[14],"",[],"",[],[],[],[],"","",""
868,1484,"","",[318],[4],[],"",[106],[14],"",[],"",[],[],[],[],"","",""
869,1485,"","",[318],[4],[],"",[107],[14],"",[],"",[],[],[],[],"","",""
870,1486,"","",[318],[4],[],"",[108],[14],"",[],"",[],[],[],[],"","",""
871,1487,"","",[318],[4],[],"",[109],[14],"",[],"",[],[],[],[],"","",""
872,1488,"","",[318],[4],[],"",[110],[14],"",[],"",[],[],[],[],"","",""
873,1489,"","",[318],[4],[],"",[111],[14],"",[],"",[],[],[],[],"","",""
874,1490,"","",[318],[4],[],"",[112],[14],"",[],"",[],[],[],[],"","",""
875,1491,"","",[318],[4],[],"",[113],[14],"",[],"",[],[],[],[],"","",""
876,1492,"","",[318],[4],[],"",[114],[14],"",[],"",[],[],[],[],"","",""
877,1493,"","",[318],[4],[],"",[115],[14],"",[],"",[],[],[],[],"","",""
878,1494,"","",[318],[4],[],"",[116],[14],"",[],"",[],[],[],[],"","",""
879,1495,"","",[318],[4],[],"",[117],[14],"",[],"",[],[],[],[],"","",""
880,1496,"","",[318],[4],[],"",[118],[14],"",[],"",[],[],[],[],"","",""
881,1497,"","",[318],[4],[],"",[119],[14],"",[],"",[],[],[],[],"","",""
882,1498,"","",[318],[4],[],"",[120],[14],"",[],"",[],[],[],[],"","",""
883,1499,"","",[318],[4],[],"",[121],[14],"",[],"",[],[],[],[],"","",""
884,1500,"","",[318],[4],[],"",[122],[14],"",[],"",[],[],[],[],"","",""
885,1501,"","",[318],[4],[],"",[123],[14],"",[],"",[],[],[],[],"","",""
886,1502,"","",[318],[4],[],"",[124],[14],"",[],"",[],[],[],[],"","",""
887,1503,"","",[318],[4],[],"",[125],[14],"",[],"",[],[],[],[],"","",""
888,1504,"","",[318],[4],[],"",[126],[14],"",[],"",[],[],[],[],"","",""
889,1505,"","",[318],[4],[],"",[127],[14],"",[],"",[],[],[],[],"","",""
890,1506,"","",[318],[4],[],"",[128],[14],"",[],"",[],[],[],[],"","",""
891,1507,"","",[318],[4],[],"",[129],[14],"",[],"",[],[],[],[],"","",""
892,1508,"","",[318],[4],[],"",[130],[14],"",[],"",[],[],[],[],"","",""
893,1509,"","",[318],[4],[],"",[131],[14],"",[],"",[],[],[],[],"","",""
894,1510,"","",[318],[4],[],"",[132],[14],"",[],"",[],[],[],[],"","",""
895,1511,"","",[318],[4],[],"",[133],[14],"",[],"",[],[],[],[],"","",""
896,1512,"","",[318],[4],[],"",[134],[14],"",[],"",[],[],[],[],"","",""
897,1513,"","",[318],[4],[],"",[135],[14],"",[],"",[],[],[],[],"","",""
898,1514,"","",[318],[4],[],"",[136],[14],"",[],"",[],[],[],[],"","",""
899,1515,"","",[318],[4],[],"",[137],[14],"",[],"",[],[],[],[],"","",""
900,1516,"","",[318],[4],[],"",[138],[14],"",[],"",[],[],[],[],"","",""
901,1517,"","",[318],[4],[],"",[139],[14],"",[],"",[],[],[],[],"","",""
902,1518,"","",[318],[4],[],"",[140],[14],"",[],"",[],[],[],[],"","",""
903,1519,"","",[318],[4],[],"",[141],[14],"",[],"",[],[],[],[],"","",""
904,1520,"","",[318],[4],[],"",[142],[14],"",[],"",[],[],[],[],"","",""
905,1521,"","",[318],[4],[],"",[143],[14],"",[],"",[],[],[],[],"","",""
906,1522,"","",[318],[4],[],"",[144],[14],"",[],"",[],[],[],[],"","",""
907,1523,"","",[318],[4],[],"",[145],[14],"",[],"",[],[],[],[],"","",""
908,1524,"","",[318],[4],[],"",[146],[14],"",[],"",[],[],[],[],"","",""
909,1525,"","",[318],[4],[],"",[147],[14],"",[],"",[],[],[],[],"","",""
910,1526,"","",[318],[4],[],"",[148],[14],"",[],"",[],[],[],[],"","",""
911,1527,"","",[318],[4],[],"",[149],[14],"",[],"",[],[],[],[],"","",""
912,1528,"","",[318],[4],[],"",[150],[14],"",[],"",[],[],[],[],"","",""
913,1529,"","",[318],[4],[],"",[151],[14],"",[],"",[],[],[],[],"","",""
914,1530,"","",[318],[4],[],"",[152],[14],"",[],"",[],[],[],[],"","",""
915,1531,"","",[318],[4],[],"",[153],[14],"",[],"",[],[],[],[],"","",""
916,1532,"","",[318],[4],[],"",[154],[14],"",[],"",[],[],[],[],"","",""
917,1533,"","",[318],[4],[],"",[155],[14],"",[],"",[],[],[],[],"","",""
918,1534,"","",[318],[4],[],"",[156],[14],"",[],"",[],[],[],[],"","",""
919,1535,"","",[318],[4],[],"",[157],[14],"",[],"",[],[],[],[],"","",""
920,1536,"","",[318],[4],[],"",[158],[14],"",[],"",[],[],[],[],"","",""
921,1537,"","",[318],[4],[],"",[159],[14],"",[],"",[],[],[],[],"","",""
922,1538,"","",[318],[4],[],"",[160],[14],"",[],"",[],[],[],[],"","",""
923,1539,"","",[318],[4],[],"",[161],[14],"",[],"",[],[],[],[],"","",""
924,1540,"","",[318],[4],[],"",[162],[14],"",[],"",[],[],[],[],"","",""
925,1541,"","",[318],[4],[],"",[163],[14],"",[],"",[],[],[],[],"","",""
926,1542,"","",[318],[4],[],"",[188],[14],"",[],"",[],[],[],[],"","",""
927,1543,"","",[318],[4],[],"",[189],[14],"",[],"",[],[],[],[],"","",""
928,1544,"","",[318],[4],[],"",[190],[14],"",[],"",[],[],[],[],"","",""
929,1545,"","",[318],[4],[],"",[191],[14],"",[],"",[],[],[],[],"","",""
930,1546,"","",[318],[4],[],"",[192],[14],"",[],"",[],[],[],[],"","",""
931,1547,"","",[318],[4],[],"",[193],[14],"",[],"",[],[],[],[],"","",""
932,1548,"","",[318],[4],[],"",[194],[14],"",[],"",[],[],[],[],"","",""
933,1549,"","","[346,1300]",[],[6329],"","[4,4]",[37],"",[],"",[],[],[],[],"","",0
934,1550,"",4985,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
935,1551,"",4986,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
936,1552,"",4987,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
937,1553,"",4988,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
938,1554,"",4989,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
939,1555,"",4990,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
940,1556,"",4991,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
941,1557,"",4992,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
942,1558,"",4993,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
943,1560,"",4994,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
944,1561,"",4995,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
945,1562,"",4996,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
946,1563,"",4997,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
947,1564,"",4998,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
948,1565,"",4999,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
949,1566,"",5000,[],[25],[],"",[],"[8,21]","",[],"",[],[],[],[],"","",""
950,1567,"",5003,[],[21],[],"",[],[15],"",[],"",[],[],[],[],"","",""
951,1571,76,"",[1366],[23],[],"",[34],[13],"",[],"",[],[],[],[],"","",""
952,1569,"",5001,[],"[9,11,12,32,10]",[],"",[],"[1,4]","",[],"",[],[],[],[],"","",""
953,1570,"",5002,[],"[16,17,15]",[],"",[],[1],"",[],"",[],[],[],[],"","",""
954,1575,"",5004,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
955,1576,"",5005,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
956,1577,"",5006,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
957,1578,"",5007,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
958,1579,"",5008,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
959,1580,"",5009,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
960,1581,"",5010,[],[25],[],"",[],"[8,21]","",[],"",[],[],[],[],"","",""
961,1583,75,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]","",[],"",[],[],[],[],"","",""
962,1584,"",5011,[],"[9,11,12,32,10]",[],"",[],"[1,4]","",[],"",[],[],[],[],"","",""
963,1585,"",5012,[],"[16,17,15]",[],"",[],[1],"",[],"",[],[],[],[],"","",""
964,1586,"","",[1366],[23],[],"",[33],[13],"",[],"",[],[],[],[],"","",""
965,1588,"","",[346],[],"[6377,6378,6379]","",[7],[37],"",[],"",[],[],[],[],"","",0
966,1568,71,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]","",[],"",[],[],[],[],"","",""
967,1572,"","",[346],[],[6131],"",[-9],[37],"",[],"",[],[],[],[],"","",0
968,1573,"","",[346],[],"[6377,6378,6379]","",[6],[37],"",[],"",[],[],[],[],"","",0
969,1590,"",5014,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
970,1591,"",5015,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
971,1592,"",5016,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
972,1593,"",5017,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
973,1594,"",5018,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
974,1595,"",5019,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
975,1596,"",5020,[],[25],[],"",[],"[8,21]","",[],"",[],[],[],[],"","",""
976,1597,77,"",[1366],[23],[],"",[35],[13],"",[],"",[],[],[],[],"","",""
977,1599,"",5021,[],"[9,11,12,32,10]",[],"",[],"[1,4]","",[],"",[],[],[],[],"","",""
978,1600,"",5022,[],"[16,17,15]",[],"",[],[1],"",[],"",[],[],[],[],"","",""
979,1601,"","",[346],[],[6445],"",[4],[37],"",[],"",[],[],[],[],"","",0
980,1602,72,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],[],[],"","",""
981,1603,73,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]","",[],"",[],[],[],[],"","",""
982,1604,"",5023,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
983,1605,"",5024,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
984,1606,"",5025,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
985,1607,"",5026,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
986,1608,"",5027,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
987,1609,"",5028,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
988,1610,"",5029,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
989,1611,"","","[346,2673]",[],"[6362,6838]","","[3,4]",[37],"",[],"",[],[],[],[],"","",0
990,1612,74,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],[],[],"","",""
991,1613,"",5030,[],[21],[],"",[],[15],"",[],"",[],[],[],[],"","",""
992,1614,"",5031,[],[21],[],"",[],[15],"",[],"",[],[],[],[],"","",""
993,1615,"",5032,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
994,1616,"",5033,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
995,1617,"",5034,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
996,1618,"",5035,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
