"rownum","Id","BuffDefinition","Buff_StatValues","AuraRadius","[i32]","[i32]","BuffVisual","f32","bool","Stats","i32","i32","bool","rid","bool"
251,"UniqueNearbyAlliesAreLucky",1079,[0],50,"[2,10]",[],"",0,1,[7702],1,0,"","",""
252,"NearbyEnemiesReducedStunRecoveryUnique__1",1102,[0],60,[3],[],"",0,1,[215],1,0,"","",""
253,"NearbyEnemiesGrantIncreasedFlaskChargesUnique__1",1103,[0],60,[3],[],"",0,1,[448],1,0,"","",""
254,"NearbyEnemiesHaveIncreasedChanceToBeCritUnique__1",1105,[0],60,[3],[],"",0,1,[8574],1,0,"","",""
255,"NearbyEnemiesHaveIncreasedChanceToBeCritUnique__2",1104,[0],60,[3],[],"",0,1,[8570],1,0,"","",""
256,"NearbyEnemiesHaveReducedAllResistancesUnique__1",1106,[0],60,[3],[],"",0,1,[7230],1,0,"","",""
257,"DelveHelmetEnemyFireResistanceAura1",1092,[0],60,[3],[],"",0,1,[138],1,0,"","",""
258,"DelveHelmetEnemyColdResistanceAura1",1093,[0],60,[3],[],"",0,1,[140],1,0,"","",""
259,"DelveHelmetEnemyLightningResistanceAura1",1094,[0],60,[3],[],"",0,1,[142],1,0,"","",""
260,"DelveHelmetEnemyPhysicalDamageTakenAura1",1096,[0],60,[3],[],"",0,1,[534],1,0,"","",""
261,"DelveHelmetEnemyChaosResistanceAura1",1095,[0],60,[3],[],"",0,1,[144],1,0,"","",""
262,"HellscapeEnemyFireResistanceAura1",1097,[0],60,[3],[],"",0,1,[138],1,0,"","",""
263,"HellscapeEnemyColdResistanceAura1",1098,[0],60,[3],[],"",0,1,[140],1,0,"","",""
264,"HellscapeEnemyLightningResistanceAura1",1099,[0],60,[3],[],"",0,1,[142],1,0,"","",""
265,"HellscapeEnemyPhysicalDamageTakenAura1",1101,[0],60,[3],[],"",0,1,[534],1,0,"","",""
266,"HellscapeEnemyChaosResistanceAura1",1100,[0],60,[3],[],"",0,1,[144],1,0,"","",""
267,"UniqueEnemyNoChaosResistanceAura1",2056,[0],60,[3],[],"",0,1,[13364],1,0,"","",""
268,"TriggerFeastOfFleshSkillUnique__1_",1136,[0],0,[],[],"",0,1,[4771],1,0,"","",""
269,"TriggerRandomOfferingSkillUnique__1",1136,[0],0,[],[],"",0,1,[4771],1,0,"","",""
270,"BetrayalBannerAuraMod",1160,"[0,0,0]",24,[2],[],0,0,1,"[24,439,466]",1,0,"","",""
271,"NearbyEnemiesCannotCritUnique__1",1197,[0],60,[3],[],"",0,1,[705],1,0,"","",""
272,"NearbyAlliesCannotBeSlowedUnique__1",1198,[0],50,"[2,10]",[],"",0,1,[3282],1,0,"","",""
273,"ElementalAilmentsOnYouInsteadOfAlliesUnique__1",1237,[0],60,[2],[],"",0,1,[9098],1,0,"","",""
274,"RareMonsterPack",389,[],0,[],[],1138,0,1,[],1,0,"","",""
275,"BlightDaemonDeathEPKFireVolatiles_",389,[],0,[],[],1171,0,1,[],1,0,"","",""
276,"BlightDaemonDeathEPKColdSnaps",389,[],0,[],[],1172,0,1,[],1,0,"","",""
277,"BlightDaemonDeathEPKLightningZaps",389,[],0,[],[],1173,0,1,[],1,0,"","",""
278,"BlightDaemonDeathEPKPhysicalBlood_",389,[],0,[],[],1174,0,1,[],1,0,"","",""
279,"BlightDaemonDeathEPKChaosGhosts",389,[],0,[],[],1175,0,1,[],1,0,"","",""
280,"AtlasCrusaderClericAura",1337,"[0,0]",21,[2],[],"",0,1,"[437,648]",1,0,"","",""
281,"AtlasCrusaderClericAuraSpectre",1337,"[0,0]",21,[2],[],"",0,1,"[437,648]",1,0,"","",""
282,"NearbyEnemiesIncreasedFireColdResistUnique__1_",1358,"[0,0]",30,[3],[],"",0,1,"[9696,9697]",1,0,"","",""
283,"EnemyLightningResistanceAuraInfluence1_",1094,[0],60,[3],[],"",0,1,[142],1,0,"","",""
284,"EnemyFireResistanceAuraInfluence1",1092,[0],60,[3],[],"",0,1,[138],1,0,"","",""
285,"EnemyColdResistanceAuraInfluence1__",1093,[0],60,[3],[],"",0,1,[140],1,0,"","",""
286,"EnemyChaosResistanceAuraInfluence1_",1095,[0],60,[3],[],"",0,1,[144],1,0,"","",""
287,"NearbyEnemiesAreBlindedInfluence1_",1408,[],35,[3],[9],"",0,1,[],1,0,"","",""
288,"MonsterAfflictionMagicRandomPackTeleport",389,[],0,[],[],1303,0,1,[],1,0,"","",""
289,"MonsterAfflictionMagicRewardLightningBolt",389,[],0,[],[],1303,0,1,[],1,0,"","",""
290,"MonsterAfflictionMagicRewardFireSnap",389,[],0,[],[],1301,0,1,[],1,0,"","",""
291,"MonsterAfflictionMagicRewardFrostOrbs_",389,[],0,[],[],1302,0,1,[],1,0,"","",""
292,"MonsterAfflictionMagicRewardSlamma",389,[],0,[],[],1304,0,1,[],1,0,"","",""
293,"MonsterAfflictionMagicRewardSoulMortarOnDeath",389,[],0,[],[],1298,0,1,[],1,0,"","",""
294,"MonsterAfflictionMagicRewardSpineCascadeOnDeath",389,[],0,[],[],1299,0,1,[],1,0,"","",""
295,"MonsterAfflictionMagicRewardDebuffRecoveryRate__",389,[],0,[],[],1300,0,1,[],1,0,"","",""
296,"MonsterAfflictionMagicRewardDebuffActionSpeed",389,[],0,[],[],1300,0,1,[],1,0,"","",""
297,"MonsterAfflictionMagicRewardDebuffDamageTaken",389,[],0,[],[],1300,0,1,[],1,0,"","",""
298,"MonsterAfflictionMagicRewardDebuffFlaskEffect_",389,[],0,[],[],1300,0,1,[],1,0,"","",""
299,"MonsterAfflictionHasDestroyCorpseSummonMonsterDaemon",389,[],0,[],[],1305,0,1,[],1,0,"","",""
300,"MonsterAfflictionHasDestroyCorpseProjectileCascadeDaemon",389,[],0,[],[],1305,0,1,[],1,0,"","",""
301,"MonsterAfflictionHasDestroyCorpseDegenZoneDaemon",389,[],0,[],[],1305,0,1,[],1,0,"","",""
302,"MonsterAfflictionHasTeleportAndExplodeOnDeathDaemon",389,[],0,[],[],1297,0,1,[],1,0,"","",""
303,"MonsterAfflictionFlameblastOnDeath",389,[],0,[],[],1296,0,1,[],1,0,"","",""
304,"MonsterAfflictionVolatileOnDeath",389,[],0,[],[],1299,0,1,[],1,0,"","",""
305,"MonsterAfflictionAnomalyOnDeath",389,[],0,[],[],1295,0,1,[],1,0,"","",""
306,"MonsterAfflictionSpawnDemonPackOnDeath__",389,[],0,[],[],1300,0,1,[],1,0,"","",""
307,"MonsterAfflictionSpawnDemonPackOnDeathMagic",389,[],0,[],[],1300,0,1,[],1,0,"","",""
308,"MonsterAfflictionFirestormOnDeath",389,[],0,[],[],1299,0,1,[],1,0,"","",""
309,"NearbyEnemiesAreChilledUnique__1",1408,[],30,[3],[1],"",0,1,[],1,0,"","",""
310,"GainAreaOfEffectPluspercentOnManaSpentUnique__1",1505,[],0,[],[],"",0,1,[],1,0,"","",""
311,"UniqueSecretBladeGrantHiddenBlade",1514,[],0,[],"[500,1]","",0,1,[],1,0,"","",""
312,"ManaRegenerationAuraUnique__1",1537,[0],75,"[1,2,10]",[],"",0,1,[124],1,0,"","",""
313,"FortifyEffectCrushed1",1484,[0],0,[],[],"",0,1,[1039],1,0,"","",""
314,"FortifyEffectCrushed2_",1484,[0],0,[],[],"",0,1,[1039],1,0,"","",""
315,"FortifyEffectCrushed3_",1484,[0],0,[],[],"",0,1,[1039],1,0,"","",""
316,"NearbyEnemiesAreBlindedInfluenceMaven",1408,[],35,[3],[9],"",0,1,[],1,0,"","",""
317,"EnemyPhysicalDamageTakenAuraUberMaven",1096,[0],60,[3],[],"",0,1,[534],1,0,"","",""
318,"EnemyElementalDamageTakenAuraUberMaven_",1416,[0],60,[3],[],"",0,1,[3379],1,0,"","",""
319,"EnemyLightningResistanceAuraInfluenceMaven",1094,[0],60,[3],[],"",0,1,[142],1,0,"","",""
320,"EnemyFireResistanceAuraInfluenceMaven",1092,[0],60,[3],[],"",0,1,[138],1,0,"","",""
321,"EnemyColdResistanceAuraInfluenceMaven",1093,[0],60,[3],[],"",0,1,[140],1,0,"","",""
322,"EnemyChaosResistanceAuraInfluenceMaven",1095,[0],60,[3],[],"",0,1,[144],1,0,"","",""
323,"LocalDisplayYouAndNearbyAlliesHaveIncreasedItemRarityUnique__1",1630,[0],60,"[10,2,1]",[],"",0,1,[147],1,0,"","",""
324,"MonsterSirusInfluenced",1653,"[0,0,0,0,0]",0,[],[],"",0,1,"[728,171,1895,6746,24]",1,0,"","",""
325,"UltimatumAcceleratingMonsters",1690,[0],0,[],[],"",0,1,[20266],1,0,"","",""
326,"UltimatumDaemonGraveyard_",1726,[],28,"[2,11]",[],"",0,1,[],1,0,"","",""
327,"UltimatumDaemonGraveyardRuin",1728,[],28,"[2,11]",[],"",0,1,[],1,0,"","",""
328,"NemesisAlliesTakeNoDamagePulse_",389,[],0,[],[],1596,0,1,[],1,0,"","",""
329,"HearbyEnemiesAreHinderedUltimatum_",1410,[0],28,[3],[],508,0,1,[10885],1,0,"","",""
330,"MonsterChilledAura",1408,[],30,[3],"[15,25]",1638,0,1,[],1,0,"","",""
331,"MonsterChilledAuraSkitterbot",1408,[],20,[3],[1],373,0,1,[],1,0,"","",""
332,"MonsterShockedAuraSkitterbot",1408,[],20,[3],[2],374,0,1,[],1,0,"","",""
333,"ExpeditionDamageTakenLerp",841,"[-98,0,7000]",0,[],[],"",7,"",[],1,0,"","",""
334,"ExpeditionOlrothRighteousFire",16,[975000],16,"[3,5]",[],1653,0,1,[],1,0,"","",""
335,"ExpeditionOlrothBlind",194,"[-30,-30]",16,"[3,5]",[],"",0,1,[],1,0,"","",""
336,"MonsterTotemAuraSlow1",152,[0],50,[3],[],"",0,1,[171],1,0,"","",""
337,"MonsterTotemAuraLifeRegen1",106,[0],60,"[1,2]",[],"",0,1,[439],1,0,"","",""
338,"MonsterTotemAuraDamage1",102,[0],60,"[1,2]",[],"",0,1,[26],1,0,"","",""
339,"MonsterTotemAuraSpeed1",104,"[0,0,0]",60,"[1,2]",[],"",0,1,"[70,210,171]",1,0,"","",""
340,"MonsterTotemAuraResists1",107,[0],60,"[1,2]",[],"",0,1,[135],1,0,"","",""
341,"MonsterTotemAuraEnemyLifeDegen1",112,[0],60,[3],[],"",0,1,[440],1,0,"","",""
342,"MonsterTotemAuraEvasion1",196,[0],60,"[1,2]",[],"",0,1,[113],1,0,"","",""
343,"MonsterTotemAuraAddedFireDamage1",190,[0],60,"[1,2]",[],"",0,1,[435],1,0,"","",""
344,"MonsterTotemAuraAddedColdDamage1",189,[0],60,"[1,2]",[],"",0,1,[436],1,0,"","",""
345,"MonsterTotemAuraAddedLightningDamage1",191,[0],60,"[1,2]",[],"",0,1,[437],1,0,"","",""
346,"CorpseSinkEffect",1793,[],0,[],"[10,1500,1500]","",2.5,"",[],1,0,"","",""
347,"DeathGripAura",1802,[],60,[3],[],"",0,1,[],1,0,"","",""
348,"InjectedLiquid",1806,[],0,[],[],"",0,1,[],1,0,"","",""
349,"TornadoMovement",1831,[200],0,[],"[750,4,20]","",0,1,[],1,0,"","",""
350,"HellscapeTentacleGrab",1850,[-50],0,[],[],"",0,1,[],1,0,"","",""
351,"ArchnemesisBerserker",1879,"[0,0,0,0,0,0]",0,[],[],"",0,1,"[24,171,466,728,70,210]",1,0,"","",""
352,"MonsterPreventRecoveryAura1",111,[0],42,[3],[],"",0,1,[14769],1,0,"","",""
353,"PlayerMonsterPreventRecoveryAura1",111,[0],42,[3],[],"",0,1,[14769],1,0,"","",""
354,"ArchnemesisArcaneEnchanted",1882,[],0,[],[],"",0,1,[],1,0,"","",""
355,"ArchnemesisDamageTakenLerp",840,"[-90,0,6000]",0,[],[],"",6,"",[],1,0,"","",""
356,"ArchnemesisUnionOfSouls",1883,[0],0,[],[],"",0,1,[4771],1,0,"","",""
357,"ArchnemesisSplitting",1884,"[0,0,0]",0,[],[2],"",0,1,"[640,171,728]",1,0,"","",""
358,"ArchnemesisBloodletter",1408,[],30,[3],[10],1732,0,1,[],1,0,"","",""
359,"ArchnemesisOppressor",1893,"[0,0,0]",50,[3],[],"",0,1,"[14580,466,171]",1,0,"","",""
360,"MonsterTemporalAura1",1892,"[0,0,0]",32,[3],[],"",0,1,"[338,6007,3239]",1,0,"","",""
361,"PlayerMonsterTemporalAura1",1892,"[0,0,0]",32,[3],[],"",0,1,"[338,6007,3239]",1,0,"","",""
362,"MonsterFlaskDrainAura1",1890,[0],36,"[3,5]",[],"",0,1,[19793],1,0,"","",""
363,"PlayerMonsterFlaskDrainAura1",1890,[0],36,"[3,5]",[],"",0,1,[19793],1,0,"","",""
364,"ArchnemesisDivineTouchedMinion",1906,[0],0,[],[],"",0,1,[134],1,0,"","",""
365,"MonsterHinderAura1",1408,[],30,[3],"[6,-30]",100,0,1,[],1,0,"","",""
366,"PlayerMonsterHinderAura1",1408,[],30,[3],"[6,-30]",100,0,1,[],1,0,"","",""
367,"acceleration_player",253,"[-50,80,1]",0,[],[],"",0,1,[],1,0,"","",""
368,"acceleration_monster",253,"[-60,100,1]",0,[],[],261,0,1,[],1,0,"","",""
369,"regen_player",256,"[600,400,1]",0,[],[],"",0,1,[],1,0,"","",""
370,"regen_monster",256,"[400,400,1]",0,[],[],261,0,1,[],1,0,"","",""
371,"brutal_player",254,"[50,1,30,1,1]",0,[],[],"",0,1,[],1,0,"","",""
372,"brutal_monster",254,"[50,1,30,1,1]",0,[],[],261,0,1,[],1,0,"","",""
373,"thorns_player",255,"[18,18,1]",0,[],[],"",0,1,[],1,0,"","",""
374,"thorns_monster",255,"[18,18,1]",0,[],[],261,0,1,[],1,0,"","",""
375,"diamond_player",257,"[1,1]",0,[],[],"",0,1,[],1,0,"","",""
376,"diamond_monster",257,"[1,1]",0,[],[],261,0,1,[],1,0,"","",""
377,"fire_player",258,[1],0,[],[],"",0,1,[],1,0,"","",""
378,"cold_player",260,[1],0,[],[],"",0,1,[],1,0,"","",""
379,"lightning_player",259,[1],0,[],[],"",0,1,[],1,0,"","",""
380,"arc_player",261,[1],0,[],[],"",0,1,[],1,0,"","",""
381,"skeleton_player",263,[1],0,[],[],"",0,1,[],1,0,"","",""
382,"smoke_player",262,[1],0,[],[],"",0,1,[],1,0,"","",""
383,"shrine_echoing_monster",264,"[100,100,1,1]",0,[],[],261,0,1,[],1,0,"","",""
384,"shrine_echoing_player",264,"[100,100,1,1]",0,[],[],"",0,1,[],1,0,"","",""
385,"curses_monster",265,"[100,1]",0,[],[],261,0,1,[],1,0,"","",""
386,"curses_player",265,"[0,1]",0,[],[],"",0,1,[],1,0,"","",""
387,"massive_player",266,"[30,40,40,1]",0,[],[],"",0,1,[],1,0,"","",""
388,"massive_monster",266,"[20,155,60,1]",0,[],[],261,0,1,[],1,0,"","",""
389,"defence_player",267,"[100,100,100,0,0,0,1]",0,[],[],"",0,1,[],1,0,"","",""
390,"defence_monster",267,"[0,0,0,-20,20,20,1]",0,[],[],261,0,1,[],1,0,"","",""
391,"resistance_player",269,"[50,10,1]",0,[],[],"",0,1,[],1,0,"","",""
392,"resistance_monster",269,"[50,10,1]",0,[],[],261,0,1,[],1,0,"","",""
393,"godmode_player",268,"[1,1]",0,[],[],"",0,1,[],1,0,"","",""
394,"godmode_monster",268,"[1,1]",0,[],[],261,0,1,[],1,0,"","",""
395,"rare_monsters_drop_uniques",536,"[1,1]",0,[],[],"",0,1,[],1,0,"","",""
396,"acceleration_lesser",253,"[-10,30,1]",0,[],[],"",0,1,[],1,0,"","",""
397,"brutal_lesser",254,"[20,1,20,0,1]",0,[],[],"",0,1,[],1,0,"","",""
398,"regen_lesser",256,"[200,200,1]",0,[],[],"",0,1,[],1,0,"","",""
399,"massive_lesser",266,"[10,20,20,1]",0,[],[],"",0,1,[],1,0,"","",""
400,"resistance_lesser",269,"[25,2,1]",0,[],[],"",0,1,[],1,0,"","",""
401,"defence_lesser",267,"[50,50,50,0,0,0,1]",0,[],[],"",0,1,[],1,0,"","",""
402,"resonating_player",1219,"[20,60,40,4,4,4,4,4,5,1]",0,[],[],"",0,1,[],1,0,"","",""
403,"resonating_monster",1219,"[100,0,0,0,0,0,0,0,0,1]",0,[],[],261,0,1,[],1,0,"","",""
404,"gloom_player",1220,"[10,40,1]",0,[],[],"",0,1,[],1,0,"","",""
405,"gloom_monster",1220,"[10,0,1]",0,[],[],261,0,1,[],1,0,"","",""
406,"RoyaleShrineAccelerating",253,"[-40,50,1]",0,[],[],"",20,"",[],1,0,"","",""
407,"RoyaleShrineBrutal",254,"[40,1,30,1,1]",0,[],[],"",20,"",[],1,0,"","",""
408,"RoyaleShrineBurning",258,[1],0,[],[],"",20,"",[],1,0,"","",""
409,"RoyaleShrineCharged",1219,"[20,60,40,4,4,4,4,4,5,1]",0,[],[],"",20,"",[],1,0,"","",""
410,"RoyaleShrineDiamond",1886,"[500,1]",0,[],[],"",20,"",[],1,0,"","",""
411,"RoyaleShrineEchoing",264,"[100,100,1,1]",0,[],[],"",20,"",[],1,0,"","",""
412,"RoyaleShrineFreezing",260,[1],0,[],[],"",20,"",[],1,0,"","",""
413,"RoyaleShrineGloom",1220,"[10,25,1]",0,[],[],"",20,"",[],1,0,"","",""
414,"RoyaleShrineHexing",265,"[100,1]",0,[],[],"",20,"",[],1,0,"","",""
415,"RoyaleShrineImpenetrable",267,"[100,100,100,0,0,0,1]",0,[],[],"",20,"",[],1,0,"","",""
416,"RoyaleShrineLightning",259,[1],0,[],[],"",20,"",[],1,0,"","",""
417,"RoyaleShrineMassive",266,"[30,40,30,1]",0,[],[],"",20,"",[],1,0,"","",""
418,"RoyaleShrineReplenishing",256,"[300,300,1]",0,[],[],"",20,"",[],1,0,"","",""
419,"RoyaleShrineResistance",269,"[30,0,1]",0,[],[],"",20,"",[],1,0,"","",""
420,"RoyaleShrineShrouded",262,[1],0,[],[],"",20,"",[],1,0,"","",""
421,"RoyaleShrineStatic",261,[1],0,[],[],"",20,"",[],1,0,"","",""
422,"shrine_fire_2_player ",2501,"[1,100]",0,[],[],"",0,1,[],1,0,"","",""
423,"shrine_fire_2_monster",2501,"[1,100]",0,[],[],"",0,1,[],1,0,"","",""
424,"shrine_lightning_2_player ",2502,"[1,100]",0,[],[],"",0,1,[],1,0,"","",""
425,"shrine_lightning_2_monster",2502,"[1,100]",0,[],[],"",0,1,[],1,0,"","",""
426,"shrine_cold_2_player ",2503,"[1,100]",0,[],[],"",0,1,[],1,0,"","",""
427,"shrine_cold_2_monster",2503,"[1,100]",0,[],[],"",0,1,[],1,0,"","",""
428,"shrine_gloom_2_player ",2505,"[50,100,1]",0,[],[],"",0,1,[],1,0,"","",""
429,"shrine_gloom_2_monster",2505,"[35,0,1]",0,[],[],"",0,1,[],1,0,"","",""
430,"shrine_acceleration_2_player ",2506,"[60,40,1]",0,[],[],"",0,1,[],1,0,"","",""
431,"shrine_acceleration_2_monster",2506,"[30,30,1]",0,[],[],"",0,1,[],1,0,"","",""
432,"shrine_godmode_2_player ",2507,"[1,1]",0,[],[],"",0,1,[],1,0,"","",""
433,"shrine_godmode_2_monster",2507,"[1,1]",0,[],[],"",0,1,[],1,0,"","",""
434,"shrine_magicfind_2_player ",2508,"[1,100]",0,[],[],"",0,1,[],1,0,"","",""
435,"shrine_magicfind_2_monster",2509,"[1,100]",0,[],[],"",0,1,[],1,0,"","",""
436,"shrine_massive_2_player ",2510,"[100,50,1]",0,[],[],"",0,1,[],1,0,"","",""
437,"shrine_massive_2_monster",2510,"[100,100,1]",0,[],[],"",0,1,[],1,0,"","",""
438,"shrine_regeneration_2_player ",2511,"[600,600,1]",0,[],[],"",0,1,[],1,0,"","",""
439,"shrine_regeneration_2_monster",2511,"[0,900,1]",0,[],[],"",0,1,[],1,0,"","",""
440,"shrine_experience_2_player ",2512,"[100,1]",0,[],[],"",0,1,[],1,0,"","",""
441,"shrine_experience_2_monster",2513,"[1,100]",0,[],[],"",0,1,[],1,0,"","",""
442,"shrine_goldfind_2_player ",2514,"[1,1,100]",0,[],[],"",0,1,[],1,0,"","",""
443,"shrine_goldfind_2_monster",2515,"[1,100]",0,[],[],"",0,1,[],1,0,"","",""
444,"shrine_resistance_2_player ",2516,"[50,10,1]",0,[],[],"",0,1,[],1,0,"","",""
445,"shrine_resistance_2_monster",2516,"[50,10,1]",0,[],[],"",0,1,[],1,0,"","",""
446,"shrine_critical_2_player ",2517,"[1,1]",0,[],[],"",0,1,[],1,0,"","",""
447,"shrine_critical_2_monster",2517,"[1,1]",0,[],[],"",0,1,[],1,0,"","",""
448,"shrine_corrupt_2_player",2518,"[1,0,1]",0,[],[],"",0,1,[],1,0,"","",""
449,"shrine_corrupt_2_monster",2519,"[1,100]",0,[],[],"",0,1,[],1,0,"","",""
450,"MonsterLivingCrystals",1888,[],0,[],[],"",0,1,[],1,0,"","",""
451,"PlayerMonsterLivingCrystals",1888,[],0,[],[],"",0,1,[],1,0,"","",""
452,"ArchnemesisDefender",1926,[],0,[],[],"",0,1,[],1,0,"","",""
453,"InfiniteHungerSideArenaDebuff",1896,"[6500,3500,-8]",0,[],[],"",0,1,[],1,0,"","",""
454,"shrine_greed_monster",1897,"[100,30,0,0,-70,1]",0,[],[],"",0,1,[],1,0,"","",""
455,"shrine_greed_player",1897,"[0,0,50,15,20,1]",0,[],[],"",0,1,[],1,0,"","",""
456,"NearbyStationaryEnemiesGainGraspingVineUnique",897,[],30,[3],"[1000,1]","",0,1,[],1,0,"","",""
457,"InfiniteHungerDrowningDebuff",1913,[9],0,[],[150],"",0,1,[],1,0,"","",""
458,"InfluenceStatConditionPresenceUniqueMonster",1923,[],0,[],[],"",0,1,[],1,0,1,"",""
459,"InfluenceStatConditionPresenceCelestialBoss",1924,[],0,[],[],"",0,1,[],1,0,1,"",""
460,"TangleDrowning",1408,[],8,"[10,3,11,6]","[17,75,2500]","",0,1,[],1,0,"","",""
461,"InfiniteHungerTeleportImmobilise",1937,[100],0,[],[],"",1.25,"",[],1,0,"","",""
462,"TangleTentacleOrbZapped",1921,"[240,-5]",0,[],[],"",5,"",[],1,0,"","",""
463,"TangleTentacleOrbZappedExplosion",1921,"[240,-5]",0,[],[],"",5,"",[],10,0,"","",""
464,"AltarDownsidePhysToFireConvertAura",1931,[100],40,[3],[],"",0,1,[],1,0,"","",""
465,"AltarDownsidePhysToColdConvertAura",1932,[100],40,[3],[],"",0,1,[],1,0,"","",""
466,"AltarDownsidePhysToLightningConvertAura",1933,[100],40,[3],[],"",0,1,[],1,0,"","",""
467,"AltarDownsidePhysToChaosConvertAura",1934,[100],40,[3],[],"",0,1,[],1,0,"","",""
468,"AltarDownsideNearbyEnemiesAreHindered",1410,[1],28,[3],[],508,0,1,[10885],1,0,"","",""
469,"TangledAltarDownsidePlayerTaintedFrenzy",1941,[-4],0,[],[],"",0,1,[],1,0,"","",""
470,"TangledAltarDownsidePlayerTaintedEndurance",1942,[-4],0,[],[],"",0,1,[],1,0,"","",""
471,"TangledAltarDownsidePlayerTaintedPower",1943,[-4],0,[],[],"",0,1,[],1,0,"","",""
472,"NearbyEnemiesAreScorchedUnique__1",1408,[],30,[3],[16],"",0,1,[],1,0,"","",""
473,"CleansingFireSnakeSecondaryDebuff",1947,"[-5,-50]",0,[],[],"",10,"",[],1,0,"","",""
474,"SentinelTagA",1952,[],0,[],[],"",0,1,[],1,0,"","",""
475,"SentinelTagB",1953,[],0,[],[],"",0,1,[],1,0,"","",""
476,"SentinelTagC",1954,[],0,[],[],"",0,1,[],1,0,"","",""
477,"SentinelPetrify",576,"[1,5]",0,[],[],"",0,"",[],1,0,"",15549,""
478,"SentinelPlayerTailwind",999,"[1,3,15]",0,[],[],"",0,"",[],1,0,"",15557,""
479,"SentinelDebilatate",1469,"[-10,-10]",0,[],[],"",0,"",[],1,0,"",15556,""
480,"PhylacteralLinkInvulnerable",385,[],0,[],[],"",0,1,[],1,0,"","",""
481,"PhylacteralLinkVulnerable",386,[],0,[],[],"",7,"",[],1,0,"","",""
482,"SentinelAngerAura",165,"[1,109,155,109,155,0,0,0,0,0,0]",60,[2],[],"",0,1,[],1,0,"","",""
483,"SentinelDeterminationAura",158,"[1,2051,49,0,0,0,0,0,0]",60,[2],[],"",0,1,[],1,0,"","",""
484,"SentinelFireResistAura",161,[41],60,[2],[],"",0,1,[],1,0,"","",""
485,"SentinelPurityAura",160,[34],60,[2],[],"",0,1,[],1,0,"","",""
486,"SentinelHatredAura",166,"[1,25,18,0,0,0,0,0,0]",60,[2],[],"",0,1,[],1,0,"","",""
487,"SentinelGraceAura",159,"[1,2575,29,0,0,0,0,0,0]",60,[2],[],"",0,1,[],1,0,"","",""
488,"SentinelColdResistAura",162,[41],60,[2],[],"",0,1,[],1,0,"","",""
489,"SentinelHasteAura",168,"[1,16,16,9,0,0,0,0,0,0,0]",60,[2],[],"",0,1,[],1,0,"","",""
490,"SentinelWrathAura",167,"[1,16,248,21,0,0,0,0]",60,[2],[],"",0,1,[],1,0,"","",""
491,"SentinelDisciplineAura",164,"[217,30]",60,[2],[],"",0,1,[],1,0,"","",""
492,"SentinelLightningResistAura",163,[41],60,[2],[],"",0,1,[],1,0,"","",""
493,"SentinelZealotryAura",1181,"[1,15,39,10,0,0,0,0,0,0]",60,[2],[],"",0,1,[],1,0,"","",""
494,"SentinelMalevolenceAura",1183,"[1,20,19,0,0,0,0]",60,[2],[],"",0,1,[],1,0,"","",""
495,"SentinelAccelerating",253,"[-50,80,1]",0,[],[],"",0,"",[],1,0,"",15689,""
496,"SentinelResonating",1219,"[20,60,40,4,4,4,4,4,5,1]",0,[],[],"",0,"",[],1,0,"",15690,""
497,"SentinelDiamond",257,"[1,1]",0,[],[],"",0,"",[],1,0,"",15691,""
498,"SentinelGloom",1220,"[10,40,1]",0,[],[],"",0,"",[],1,0,"",15692,""
499,"SentinelResistance",269,"[50,10,1]",0,[],[],"",0,"",[],1,0,"",15693,""
500,"SentinelMassive",266,"[30,40,40,1]",0,[],[],"",0,"",[],1,0,"",15694,""
501,"SentinelEchoing",264,"[100,100,1,1]",0,[],[],"",0,"",[],1,0,"",15695,""
502,"SentinelImpenetrable",267,"[100,100,100,0,0,0,1]",0,[],[],"",0,"",[],1,0,"",15696,""
503,"SentinelAdrenaline",995,"[1,100,25,25,25,10]",0,[],[],"",0,"",[],1,0,"",15697,""
504,"SentinelEnduranceCharge",31,[],0,[],[],"",0,"",[],3,0,"",15698,""
505,"SentinelPowerCharge",32,[],0,[],[],"",0,"",[],3,0,"",15699,""
506,"SentinelFrenzyCharge",30,[],0,[],[],"",0,"",[],3,0,"",15700,""
507,"SentinelMalediction",996,"[-10,10]",0,[],[],"",0,"",[],1,0,"","",""
508,"LoseSoulEaterWhileNoUniqueInPresence",1969,[0],0,[],[],"",0,1,[15777],1,0,"","",""
509,"TouchOfFire",1972,[],0,[],[],"",0,1,[],1,0,"","",""
510,"shrine_brineking_player",1983,"[0,100,100,1,20,0,0,0,1]",0,[],[],"",0,1,[],1,0,"","",""
511,"shrine_brineking_monster",1983,"[50,100,100,0,0,10,50,10,1]",0,[],[],261,0,1,[],1,0,"","",""
512,"shrine_lunaris_player",1984,"[50,2,2,100,0,1]",0,[],[],"",0,1,[],1,0,"","",""
513,"shrine_lunaris_monster",1984,"[50,2,0,50,-50,1]",0,[],[],261,0,1,[],1,0,"","",""
514,"shrine_solaris_player",1985,"[50,1,1,100,0,1]",0,[],[],"",0,1,[],1,0,"","",""
515,"shrine_solaris_monster",1985,"[50,1,1,50,10,1]",0,[],[],261,0,1,[],1,0,"","",""
516,"shrine_arakaali_player",1986,"[50,15,15,-100,0,1]",0,[],[],"",0,1,[],1,0,"","",""
517,"shrine_arakaali_monster",1986,"[50,10,0,-50,1,1]",0,[],[],261,0,1,[],1,0,"","",""
