"rownum","Id","Text","StatsKeys1","CharacterPanelDescriptionModesKey","StatsKeys2","StatsKeys3","CharacterPanelTabsKey","bool","[i32]","i32","[rid]","bool","[rid]","bool","[rid]"
228,"Spell_ColdDamage","","[243,244]",12,[424],"[1633,22394,20351]",1,1,[],0,[],1,[],1,[]
229,"Spell_LightningDamage","","[247,249]",12,[424],"[1633,22394,20351]",1,1,[],0,[],1,[],1,[]
230,"Spell_ChaosDamage","","[248,250]",12,[424],"[1633,22394,20351]",1,1,[],0,[],1,[],1,[]
231,"Secondary_TotalDamage","","[1634,1635]",12,[1633],"[20351,22394]",1,1,[],0,[],1,[],1,[]
232,"Secondary_PhysicalDamage","","[715,716]",12,[1633],"[20351,22394]",1,1,[],0,[],1,[],1,[]
233,"Secondary_FireDamage","","[719,720]",12,[1633],"[20351,22394]",1,1,[],0,[],1,[],1,[]
234,"Secondary_ColdDamage","","[717,718]",12,[1633],"[20351,22394]",1,1,[],0,[],1,[],1,[]
235,"Secondary_LightningDamage","","[721,722]",12,[1633],"[20351,22394]",1,1,[],0,[],1,[],1,[]
236,"Secondary_ChaosDamage","","[723,724]",12,[1633],"[20351,22394]",1,1,[],0,[],1,[],1,[]
237,"Secondary_UnscalableFromBloodLoss","",[18171],12,[1633],[20351],1,1,[],0,[],1,[],1,[]
238,"SkillThorns_TotalDamage","","[20397,20398]",12,[22394],[20351],1,1,[],0,[],1,[],1,[]
239,"SkillThorns_PhysicalDamage","","[20370,20371]",12,[22394],[20351],1,1,[],0,[],1,[],1,[]
240,"SkillThorns_FireDamage","","[20374,20375]",12,[22394],[20351],1,1,[],0,[],1,[],1,[]
241,"SkillThorns_ColdDamage","","[20372,20373]",12,[22394],[20351],1,1,[],0,[],1,[],1,[]
242,"SkillThorns_LightningDamage","","[20376,20377]",12,[22394],[20351],1,1,[],0,[],1,[],1,[]
243,"SkillThorns_ChaosDamage","","[20378,20379]",12,[22394],[20351],1,1,[],0,[],1,[],1,[]
244,"SkillThorns_CritChance","",[20383],12,[22394],"[20351,2756]",1,1,[],0,"[20397,20398]",1,[],1,[]
245,"SkillThorns_CritChanceEffectice","",[22102],12,[22394],"[20351,2756]",1,1,[],0,"[20397,20398]",1,[],1,[]
246,"SkillThorns_CritDamage","",[20380],12,"[22394,22102]","[20351,2756]",1,1,[],0,"[20397,20398]",1,[],1,[]
247,"MH_FirePenetration","",[13576],12,[7242],"[424,20351]",1,1,[],0,"[257,258]",1,[],1,[]
248,"MH_ColdPenetration","",[13577],12,[7242],[424],1,1,[],0,"[253,254]",1,[],1,[]
249,"MH_LightningPenetration","",[13578],12,[7242],"[424,20351]",1,1,[],0,"[261,262]",1,[],1,[]
250,"MH_ChaosPenetration","",[13586],12,[7242],"[424,20351]",1,1,[],0,"[265,266]",1,[],1,[]
251,"OH_FirePenetration","",[13579],12,[7243],"[424,20351]",1,1,[],0,"[259,260]",1,[],1,[]
252,"OH_ColdPenetration","",[13580],12,[7243],"[424,20351]",1,1,[],0,"[255,256]",1,[],1,[]
253,"OH_LightningPenetration","",[13581],12,[7243],"[424,20351]",1,1,[],0,"[263,264]",1,[],1,[]
254,"OH_ChaosPenetration","",[13587],12,[7243],"[424,20351]",1,1,[],0,"[267,268]",1,[],1,[]
255,"FirePenetration","",[580],12,[],[20351],1,1,[],0,"[245,246,719,720]",1,[],1,[]
256,"ColdPenetration","",[579],12,[],[20351],1,1,[],0,"[243,244,717,718]",1,[],1,[]
257,"LightningPenetration","",[581],12,[],[20351],1,1,[],0,"[247,249,721,722]",1,[],1,[]
258,"ChaosPenetration","",[586],12,[],[20351],1,1,[],0,"[248,250,723,724]",1,[],1,[]
259,"PhysicalDamageOverTime","",[7627],12,[],"[1196,605]",1,1,[],0,[],1,[],1,[]
260,"FireDamageOverTime","",[7631],12,[],"[1196,605]",1,1,[],0,[],1,[],1,[]
261,"ColdDamageOverTime","",[7636],12,[],"[1196,605]",1,1,[],0,[],1,[],1,[]
262,"LightningDamageOverTime","",[7640],12,[],"[1196,605]",1,1,[],0,[],1,[],1,[]
263,"ChaosDamageOverTime","",[7644],12,[],"[1196,605]",1,1,[],0,[],1,[],1,[]
264,"PhysicalDamageOverTimeArea","",[7629],12,[605],[1196],1,1,[],0,[],1,[],1,[]
265,"FireDamageOverTimeArea","",[7633],12,[605],[1196],1,1,[],0,[],1,[],1,[]
266,"ColdDamageOverTimeArea","",[7638],12,[605],[1196],1,1,[],0,[],1,[],1,[]
267,"LightningDamageOverTimeArea","",[7642],12,[605],[1196],1,1,[],0,[],1,[],1,[]
268,"ChaosDamageOverTimeArea","",[7646],12,[605],[1196],1,1,[],0,[],1,[],1,[]
269,"MHAftershockChanceSlam","",[19908],12,"[11219,7242]",[],1,1,[],0,[],1,[],1,[]
270,"MHAftershockChanceNonSlam","",[20122],12,[7242],[11219],1,1,[],0,[],1,[],1,[]
271,"OHAftershockChanceSlam","",[19909],12,"[11219,7243]",[],1,1,[],0,[],1,[],1,[]
272,"OHAftershockChanceNonSlam","",[20123],12,[7243],[11219],1,1,[],0,[],1,[],1,[]
273,"SlamAdditionalAftershockChance1","",[21592],12,[11219],[],1,1,[],0,[],1,[],1,[]
274,"SlamAdditionalAftershockChance2","",[21593],12,[11219],[],1,1,[],0,[],1,[],1,[]
275,"SlamAdditionalAftershockChance3","",[21594],12,[11219],[],1,1,[],0,[],1,[],1,[]
276,"SlamAdditionalFissures","",[20524],12,[],[],1,1,[],0,[],1,[],1,[]
277,"DamageVsImmobilised","",[18400],12,[],[],1,1,[],0,[],1,[],1,[]
278,"DamageFromDashDistance","",[18150],12,[],[1196],1,1,[],0,[],1,[],1,[]
279,"AttackTime","",[21092],12,[],"[424,1633,7722,20687]",2,1,[],0,[],1,[],1,[]
280,"APS","",[687],12,[],"[424,1633,7722,20687,1986]",2,1,[],0,[],1,[],1,[]
281,"CastTime","",[21093],12,[424],"[1633,7722,20687]",2,1,[],0,[],1,[],1,[]
282,"CPS","",[691],12,[424],"[1633,7722,20687,1986]",2,1,[],0,[],1,[],1,[]
283,"UseTime","",[21094],12,[],"[2863,424,7722,20687]",2,1,[],0,[],1,[],1,[]
284,"Cooldown","",[21091],12,[],[20687],2,1,[],0,[],1,[],1,[]
285,"CooldownCount","",[17619],12,[],[20687],2,1,[],0,[],1,[],1,[]
286,"LifeLossOnSkilluse","",[20663],12,[],[],2,1,[],0,[],1,[],1,[]
287,"TriggerGemMaximumEnergy","",[20717],12,[],[],2,1,[],0,[],1,[],1,[]
288,"CastOnShockEnergy","",[18184],12,[],[],2,1,[],0,[],1,[],1,[]
289,"CastOnFreezeEnergy","",[18185],12,[],[],2,1,[],0,[],1,[],1,[]
290,"CastOnIgniteEnergy","",[18186],12,[],[],2,1,[],0,[],1,[],1,[]
291,"CastOnMeleeKillEnergy","",[18187],12,[],[],2,1,[],0,[],1,[],1,[]
292,"CastWhenStunnedEnergy","",[18189],12,[],[],2,1,[],0,[],1,[],1,[]
293,"CastOnDamageTakenEnergy","",[18190],12,[],[],2,1,[],0,[],1,[],1,[]
294,"CastOnCritEnergy","",[18191],12,[],[],2,1,[],0,[],1,[],1,[]
295,"CastOnDodgeEnergy","",[18299],12,[],[],2,1,[],0,[],1,[],1,[]
296,"CastOnMinionDeathEnergy","",[19062],12,[],[],2,1,[],0,[],1,[],1,[]
297,"CastWhileChannellingEnergy","",[18303],12,[],[],2,1,[],0,[],1,[],1,[]
298,"CastOnMeleeStunEnergy1","",[18305],12,[],[],2,1,[],0,[],1,[],1,[]
299,"CastOnMeleeStunEnergy2","",[18306],12,[],[],2,1,[],0,[],1,[],1,[]
300,"CastOnCharmEnergy","",[21551],12,[],[],2,1,[],0,[],1,[],1,[]
301,"BarrierInvocationEnergy","",[18285],12,[],[],2,1,[],0,[],1,[],1,[]
302,"ElementalInvocationEnergy1","",[20111],12,[],[],2,1,[],0,[],1,[],1,[]
303,"ElementalInvocationEnergy2","",[20112],12,[],[],2,1,[],0,[],1,[],1,[]
304,"ElementalInvocationEnergy3","",[20113],12,[],[],2,1,[],0,[],1,[],1,[]
305,"MeleeKillInvocationEnergy","",[20323],12,[],[],2,1,[],0,[],1,[],1,[]
306,"CastOnBlockEnergy","",[20475],12,[],[],2,1,[],0,[],1,[],1,[]
307,"TriggerGemEnergyGainModifier","",[19426],12,[],[],2,1,[],0,[],1,[],1,[]
308,"MH_CritChance","",[538],12,[7242],"[424,1633,20351,1196,2756,18602]",5,1,[],0,[],1,[],1,[]
309,"MH_CritChanceEffective","",[22098],12,[7242],"[424,1633,20351,1196,2756]",5,"",[],0,[],1,[],1,[538]
310,"MH_DoubleCritChanceEffective","",[22103],12,[7242],"[424,1633,20351,1196,2756]",5,1,[],0,[],1,[],1,[]
311,"MH_AddedCritChanceFromHitChance","","[22417,22415]",12,[7242],"[424,1633,20351,1196,2756,18602]",5,1,[],0,[],"",[],"",[]
312,"OH_CritChance","",[539],12,[7243],"[424,1633,20351,1196,2756,18602]",5,1,[],0,[],1,[],1,[]
313,"OH_CritChanceEffective","",[22099],12,[7243],"[424,1633,20351,1196,2756]",5,1,[],0,[],1,[],1,[539]
314,"OH_DoubleCritChanceEffective","",[22104],12,[7243],"[424,1633,20351,1196,2756]",5,1,[],0,[],1,[],1,[]
315,"OH_AddedCritChanceFromHitChance","","[22418,22416]",12,[7243],"[424,1633,20351,1196,2756,18602]",5,1,[],0,[],"",[],"",[]
316,"Spell_CritChance","",[540],12,[424],"[1633,20351,1196,2756,8891]",5,1,[],0,[],1,[],1,[]
317,"Spell_CritChanceEffective","",[22100],12,[424],"[1633,20351,1196,2756]",5,1,[],0,[],1,[],1,[540]
318,"CritChance","",[726],12,[1633],"[20351,1196,2756,8891]",5,1,[],0,[],1,[],1,[]
319,"Secondary_CritChanceEffective","",[22101],12,[1633],"[20351,1196,2756]",5,1,[],0,[],1,[],1,[726]
320,"CritVsImmobilised","",[20675],12,[],"[20351,1196,2756]",5,1,[],0,[],1,[],1,[]
321,"MH_CritMulti","",[594],12,"[7242,22098]","[424,1633,20351,1196,2756]",5,1,[],0,[],1,[],1,[]
322,"OH_CritMulti","",[595],12,"[7243,22099]","[424,1633,20351,1196,2756]",5,1,[],0,[],1,[],1,[]
323,"Spell_CritMulti","",[596],12,"[424,22100]","[1633,20351,1196,2756]",5,1,[],0,[],1,[],1,[]
324,"CritMulti","",[725],12,"[1633,22101]","[20351,1196,2756]",5,1,[],0,[],1,[],1,[]
325,"CritMultiVsFullLife","",[3486],12,[],"[20351,1196,2756]",5,1,[],0,[],1,[],1,[]
326,"MH_Accuracy","",[282],12,[7242],"[424,1633,1196,20351,697]",6,1,[],0,[],1,[],1,[]
327,"OH_Accuracy","",[283],12,[7243],"[424,1633,1196,20351,698]",6,1,[],0,[],1,[],1,[]
328,"MH_HitChanceMinRange","","[659,667,681]",12,"[7242,2863]","[1633,2899,681]",6,"",[],0,[],"",[],"",[]
329,"MH_HitChanceMidRange","","[661,666,682]",12,"[7242,2863,666]","[1633,2899,682]",6,"",[],0,[],"",[],"",[]
330,"MH_HitChanceMaxRange","","[663,665,683]",12,"[7242,2863,665]","[1633,2899,683]",6,"",[],0,[],"",[],"",[]
331,"OH_HitChanceMinRange","","[660,670,681]",12,"[7243,2863]","[1633,2899,681]",6,"",[],0,[],"",[],"",[]
332,"OH_HitChanceMidRange","","[662,669,682]",12,"[7243,2863,669]","[1633,2899,682]",6,"",[],0,[],"",[],"",[]
333,"OH_HitChanceMaxRange","","[664,668,683]",12,"[7243,2863,668]","[1633,2899,683]",6,"",[],0,[],"",[],"",[]
334,"MH_BleedingChance","",[6135],12,[7242],"[424,2634,1633,20351]",7,1,[],0,[],1,[],1,[]
335,"MH_BleedingDamage","","[20579,20580]",12,[7242],[],7,1,[],0,"[6135,20290,2320,2322]",1,[],1,[]
336,"OH_BleedingChance","",[6136],12,[7243],"[424,2634,1633,20351]",7,1,[],0,[],1,[],1,[]
337,"OH_BleedingDamage","","[20581,20582]",12,[7243],[],7,1,[],0,"[6136,20290,2320,2323]",1,[],1,[]
338,"Spell_BleedingChance","",[6137],12,[424],"[1633,20351,2634]",7,1,[],0,[],1,[],1,[]
339,"Spell_BleedingDamage","","[20583,20584]",12,[424],"[1633,20351,2634]",7,1,[],0,"[6137,20290]",1,[],1,[]
340,"Secondary_BleedingChance","",[6138],12,[1633],"[20351,2634]",7,1,[],0,[],1,[],1,[]
341,"Secondary_BleedingDamage","","[20585,20586]",12,[1633],"[20351,2634]",7,1,[],0,"[6138,20290]",1,[],1,[]
342,"BleedingDuration","",[21046],12,[],"[20351,2634]",7,1,[],0,"[6135,6136,6137,6138,20290]",1,[],1,[]
343,"MH_IgniteDamage","","[20595,20596]",12,[7242],"[424,1633,1196,20351,10313]",7,1,[],0,[],1,[],1,[]
344,"OH_IgniteDamage","","[20597,20598]",12,[7243],"[424,1633,1196,20351,10313]",7,1,[],0,[],1,[],1,[]
345,"Spell_IgniteDamage","","[20599,20600]",12,[424],"[1633,20351,10313]",7,1,[],0,[],1,[],1,[]
346,"Secondary_IgniteDamage","","[20601,20602]",12,[1633],"[20351,10313]",7,1,[],0,[],1,[],1,[]
347,"IgniteDuration","",[21047],12,[],"[20351,10313]",7,1,[],0,"[20596,20598,20600,20602]",1,[],1,[]
348,"MH_ChillMagnitudeEstimate","Estimated main hand [Chill] [BuffMagnitude|Magnitude]","[22567,22568]",12,"[7242,22558]","[424,1633,1196,20351,8226]",7,1,[],0,[],1,[],1,[]
349,"OH_ChillMagnitudeEstimate","Estimated off hand [Chill] [BuffMagnitude|Magnitude]","[22569,22570]",12,"[7243,22560]","[424,1633,1196,20351,8226]",7,1,[],0,[],1,[],1,[]
350,"Spell_ChillMagnitudeEstimate","Estimated [Chill] [BuffMagnitude|Magnitude]","[22571,22572]",12,"[424,22562]","[1633,20351,8226]",7,1,[],0,[],1,[],1,[]
351,"Secondary_ChillMagnitudeEstimate","Estimated [Chill] [BuffMagnitude|Magnitude]","[22573,22574]",12,"[1633,22564]","[20351,8226]",7,1,[],0,[],1,[],1,[]
352,"ChillDuration","",[21048],12,[22564],"[1196,8226]",7,1,[],0,[],1,[],1,[]
353,"MH_ChanceToPoison","",[20619],12,[7242],"[424,1633,1196,18072]",7,1,[],0,[],1,[],1,[]
354,"MH_PoisonDamage","","[20611,20612]",12,[7242],"[424,1633,1196,18072]",7,1,[],0,"[20619,14800,1137,21044]",1,[],1,[]
355,"OH_ChanceToPoison","",[20620],12,[7243],"[424,1633,1196,18072]",7,1,[],0,[],1,[],1,[]
356,"OH_PoisonDamage","","[20613,20614]",12,[7243],"[424,1633,1196,18072]",7,1,[],0,"[20620,14800,1138,21044]",1,[],1,[]
357,"Spell_ChanceToPoison","",[20621],12,[424],"[1633,18072]",7,1,[],0,[],1,[],1,[]
358,"Spell_PoisonDamage","","[20615,20616]",12,[424],"[1633,18072]",7,1,[],0,"[20621,14800,21044]",1,[],1,[]
359,"Secondary_ChanceToPoison","",[20622],12,[1633],[18072],7,1,[],0,[],1,[],1,[]
360,"Secondary_PoisonDamage","","[20617,20618]",12,[1633],[18072],7,1,[],0,"[20622,14800,21044]",1,[],1,[]
361,"PoisonDuration","",[21049],12,[],[18072],7,1,[],0,"[20619,20620,20621,20622,14800,21044]",1,[],1,[]
362,"SkillCannotShock","",[10314],12,[],"[20351,1196]",7,1,[],0,[],1,[],1,[]
363,"SkillCannotIgnite","",[10313],12,[],"[20351,1196]",7,1,[],0,[],1,[],1,[]
364,"SkillCannotChill","",[8226],12,[],"[20351,1196]",7,1,[],0,[],1,[],1,[]
365,"SkillCannotFreeze","",[8225],12,[],"[20351,1196]",7,1,[],0,[],1,[],1,[]
366,"FreezeBuildup","",[18417],12,[],"[1196,8225]",7,1,[],0,[],1,[],1,[]
367,"LightningElectrocutes","",[17724],12,[],"[20351,1196]",7,1,[],0,[],1,[],1,[]
368,"ElectrocutePrimed","",[18736],12,[],[20351],7,1,[],0,[],1,[],1,[]
369,"IgniteProliferation","",[5776],12,[],[10313],7,1,[],0,[],1,[],1,[]
370,"FireExposureOnIgnite","",[19293],12,[],[10313],7,1,[],0,[],1,[],1,[]
371,"LightningExposureOnShock","",[19294],12,[],[10314],7,1,[],0,[],1,[],1,[]
372,"ArmourBreakFromPoison","",[18744],12,[],[18072],7,1,[],0,[],1,[],1,[]
373,"EvasionBreakFromBleed","",[21610],12,[],[2634],7,1,[],0,[],1,[],1,[]
374,"ColdExposureOnCrit","",[19295],12,[],[2756],8,1,[],0,[],1,[],1,[]
375,"MH_LifeLeech","Main Hand Life Leech from Physical Attacks",[294],1,[7242],"[424,1633,20351]",8,1,[14],0,[],1,[],1,[]
376,"OH_LifeLeech","Off Hand Life Leech from Physical Attack Damage",[295],1,[7243],"[424,1633,20351]",8,1,[14],0,[],1,[],1,[]
377,"MH_ManaLeech","Main Hand Mana Leech from Physical Attacks",[296],1,[7242],"[424,1633,20351]",8,1,[14],0,[],1,[],1,[]
378,"OH_ManaLeech","Off Hand Mana Leech from Physical Attack Damage",[297],1,[7243],"[424,1633,20351]",8,1,[14],0,[],1,[],1,[]
379,"MH_ESLeech","Main Hand Energy Shield Leech from Physical Attacks",[19232],1,[7242],"[424,1633,20351]",8,1,[14],0,[],1,[],1,[]
380,"OH_ESLeech","Off Hand Energy Shield Leech from Physical Attack Damage",[19233],1,[7243],"[424,1633,20351]",8,1,[14],0,[],1,[],1,[]
381,"MH_StunPhys","",[22378],12,[7242],"[424,1633,20351,1196]",8,1,[],0,"[269,270]",1,[],1,[]
382,"MH_StunNonPhys","",[22382],12,[7242],"[424,1633,20351,1196]",8,1,[],0,"[257,258,253,254,261,262,265,266]",1,[],1,[]
383,"MH_Blind","Main Hand chance to [Blind]",[979],1,[7242],"[424,1633,20351]",8,1,[],0,[],1,[],1,[]
384,"MH_BlockReduce","Main Hand Enemy Block reduction",[275],1,[7242],"[424,1633,20351]",8,1,[],0,[],1,[],1,[]
385,"OH_StunPhys","",[22379],12,[7243],"[424,1633,20351,1196]",8,1,[],0,"[271,272]",1,[],1,[]
386,"OH_StunNonPhys","",[22383],12,[7243],"[424,1633,20351,1196]",8,1,[],0,"[259,260,255,256,263,264,267,268]",1,[],1,[]
387,"OH_Blind","Off Hand chance to [Blind]",[980],1,[7243],"[424,1633,20351]",8,1,[],0,[],1,[],1,[]
388,"OH_BlockReduce","Off Hand Enemy Block reduction",[276],1,[7243],"[424,1633,20351]",8,1,[],0,[],1,[],1,[]
389,"MH_Maim","Main Hand chance to [Maim]",[11051],1,[7242],[22484],8,1,[],0,[],1,[],1,[]
390,"OH_Maim","Off Hand chance to [Maim]",[11052],1,[7243],[22484],8,1,[],0,[],1,[],1,[]
391,"Spell_BlockReduce","Enemy Block reduction",[2233],12,[424],[20351],8,1,[],0,[],1,[],1,[]
392,"Spell_StunPhys","",[22380],12,[424],"[20351,1196,1633]",8,1,[],0,"[251,252]",1,[],1,[]
393,"Spell_StunNonPhys","",[22384],12,[424],"[20351,1196,1633]",8,1,[],0,"[245,246,243,244,247,249,248,250]",1,[],1,[]
394,"StunPhys","",[22381],12,[],"[20351,1196,22378,22379,22380]",8,1,[],0,[],1,[],1,[]
395,"StunNonPhys","",[22385],12,[],"[20351,1196,22382,22383,22384]",8,1,[],0,[],1,[],1,[]
396,"StunVsDazed","",[19785],12,[],"[20351,1196]",8,1,[],0,[],1,[],1,[]
397,"Knockback","",[18505],12,[],"[2595,20351]",8,1,[],0,[],1,[],1,[]
398,"KnockbackChance","",[2280],12,[],"[2595,20351,18505]",8,1,[],0,[],1,[],1,[]
399,"KnockbackOnCrit","",[450],12,[],"[2595,20351,18505]",8,1,[],0,[],1,[],1,[]
400,"KnockbackDistance","",[11477],12,[],"[2595,20351]",8,1,[],0,[],1,[],1,[]
401,"Blind","Chance to Blind",[978],12,[424],[20351],8,1,[],0,[],1,[],1,[]
402,"AttackStunDuration","Stun Duration modifier",[197],12,[],"[424,20351]",8,1,[],0,[],1,[],1,[]
403,"SpellStunDuration","Stun Duration modifier",[333],12,[424],[20351],8,1,[],0,[],1,[],1,[]
404,"PhysicalPinning","",[18924],12,[],[1196],8,1,[],0,[],1,[],1,[]
405,"PinBuildup","",[18149],12,[],[1196],8,1,[],0,[],1,[],1,[]
406,"BonusCombo","",[20674],12,[],[],8,1,[],0,[],1,[],1,[]
407,"WitherOnHitChance","",[19020],12,[],[],8,1,[],0,[],1,[],1,[]
408,"RageOnHit","",[19537],12,[],[],8,1,[],0,[],1,[],1,[]
409,"NumProjectiles","",[741],12,[],[17248],3,1,[],0,[],1,[],1,[]
410,"Split","",[9923],12,[741],[],3,1,[],0,[],1,[],1,[]
411,"Pierce","","[5913,5919]",12,[741],[8187],3,1,[],0,[],1,[],1,[]
412,"PierceChance","",[18901],12,[741],"[8187,5919]",3,1,[],0,[],1,[],1,[]
413,"Fork","",[8175],12,[741],[8177],3,1,[],0,[],1,[],1,[]
414,"Chain","",[3484],12,"[741,1472]",[8181],3,1,[],0,[],1,[],1,[]
415,"ChainTerrainChance","",[13218],12,[],[8181],3,1,[],0,[],1,[],1,[]
416,"ChainTerrainExtraChance","",[19354],12,[],[8181],3,1,[],0,[],1,[],1,[]
417,"Return","",[1127],12,[741],[],3,1,[],0,[],1,[],1,[]
418,"Shotgun","",[2747],12,[741],[],3,1,[],0,[],1,[],1,[]
419,"AreaPrimary","",[17728],12,[17727],[],4,"",[],0,[],"",[17727],1,[]
420,"AreaSecondary","",[17731],12,[17730],[],4,"",[],0,[],"",[17730],1,[]
421,"AreaTertiary","",[17734],12,[17733],[],4,"",[],0,[],"",[17733],1,[]
422,"AreaCloudGrowth","","[18401,18406]",12,[],[],4,1,[],0,[],1,[],1,[]
423,"AreaProjected","",[20673],12,[],[],4,1,[],0,[],1,[],1,[]
424,"DurationPrimary","",[350],12,[],[],4,1,[],0,[],1,[],1,[]
425,"DurationSecondary","",[3094],12,[],[],4,1,[],0,[],1,[],1,[]
426,"DurationTertiary","",[8460],12,[],[],4,1,[],0,[],1,[],1,[]
427,"GroundEffectDuration","",[20543],12,[],[],4,1,[],0,[],1,[],1,[]
428,"GroundEffectDurationSecondary","",[20544],12,[],[],4,1,[],0,[],1,[],1,[]
429,"GroundEffectDurationLightningWarp","",[1889],12,[],[],4,1,[],0,[],1,[],1,[]
430,"GroundEffectDurationIceSupport","",[17606],12,[],[],4,1,[],0,[],1,[],1,[]
431,"GroundEffectDurationVortexSupport","",[17613],12,[],[],4,1,[],0,[],1,[],1,[]
432,"GroundEffectDurationHolySupport","",[20548],12,[],[],4,1,[],0,[],1,[],1,[]
433,"GroundEffectDurationJagged","",[16262],12,[],[],4,1,[],0,[],1,[],1,[]
434,"WitherDuration","",[7897],12,[],[],4,1,[],0,[],1,[],1,[]
435,"MH_ChanceToImpale","Chance to Impale with Main Hand hits",[8350],1,[7242],"[424,20351]",8,1,[],0,[],1,[],1,[]
436,"OH_ChanceToImpale","Chance to Impale with Off Hand hits",[8351],1,[7243],"[424,20351]",8,1,[],0,[],1,[],1,[]
437,"Spell_ChanceToImpale","Chance to Impale",[14710],12,[424],"[1633,1196,20351]",1,1,[],0,[],1,[],1,[]
438,"Secondary_ChanceToImpale","Chance to Impale",[12291],12,[1633],"[1196,20351]",1,1,[],0,[],1,[],1,[]
439,"BuffDuration","Buff Duration modifier",[162],12,[],[],14,1,[],0,[],1,[],1,[]
440,"CurseDelay","",[19009],12,[],[11750],2,1,[],0,[],1,[],1,[]
441,"MarkEffect","Mark Effect modifier",[12625],12,[12367],[],14,1,[],0,[],1,[],1,[]
442,"ChainNonProjectile","",[3484],12,[],[1472],14,1,[],0,[],1,[],1,[]
443,"SkipChargeConsumption","",[18741],12,[],[],14,1,[],0,[],1,[],1,[]
444,"MH_LifeOnHit","Life gained on Main Hand Hit",[3005],12,[7242],"[424,20351]",8,1,[],0,[],1,[],1,[]
445,"OH_LifeOnHit","Life gained on Off Hand Hit",[3006],12,[7243],"[424,20351]",8,1,[],0,[],1,[],1,[]
446,"LifeOnSpellHit","Life gained on Hit",[1909],12,[424],[20351],8,1,[],0,[],1,[],1,[]
447,"MH_ManaOnHit","Mana gained on Main Hand Hit",[3010],12,[7242],"[424,20351,710]",8,1,[],0,[],1,[],1,[]
448,"OH_ManaOnHit","Mana gained on Off Hand Hit",[3011],12,[7243],"[424,20351,710]",8,1,[],0,[],1,[],1,[]
449,"ManaOnSpellHit","Mana gained on Hit",[6670],12,[424],"[20351,710]",8,1,[],0,[],1,[],1,[]
450,"ESOnSpellHit","Energy Shield gained on Hit",[6864],12,[424],[20351],8,1,[],0,[],1,[],1,[]
451,"ESOnHit","Energy Shield gained on Hit",[2732],12,[],"[424,20351]",8,1,[],0,[],1,[],1,[]
452,"RageOnMeleeHit","",[19539],12,[6296],[],8,1,[],0,[],1,[],1,[]
453,"LifeOnKill","Life gained on Kill",[2252],12,[],[],9,1,[],0,[],1,[],1,[]
454,"ManaOnKill","Mana gained on Kill",[2363],12,[],[710],9,1,[],0,[],1,[],1,[]
455,"ESonKill","Energy Shield gained on Kill",[2364],12,[],[],9,1,[],0,[],1,[],1,[]
456,"LifeOnCull","",[12188],12,[],[],9,1,[],0,[],1,[],1,[]
457,"ManaOnCull","",[19014],12,[],[710],9,1,[],0,[],1,[],1,[]
458,"MinionDamage","Minion Damage modifier",[2404],12,[],[],10,1,[],0,[],1,[],1,[]
459,"MinionLife","Minion Life modifier",[153],12,[],[],10,1,[],0,[],1,[],1,[]
460,"MinionMana","Minion Mana modifier",[3122],12,[],[],10,1,[],0,[],1,[],1,[]
461,"MinionEnergyShield","Minion Energy Shield modifier",[3123],12,[],[],10,1,[],0,[],1,[],1,[]
462,"ProjectileSpeed","Projectile Speed modifier",[1396],12,[],[],3,1,[],0,[],1,[],1,[]
463,"IIQ","Increased Quantity of items dropped by slain monsters",[651],12,[],[],9,1,[],0,[],1,[],1,[]
464,"IIR","Increased Rarity of items dropped by slain monsters",[652],12,[],[],9,1,[],0,[],1,[],1,[]
465,"TotemLimit","",[1122],12,[],[],4,1,[],0,[],1,[],1,[]
466,"TotemDuration","",[867],12,[],[],4,1,[],0,[],1,[],1,[]
467,"TotemsSummoned","",[8172],12,[],[],4,1,[],0,[],1,[],1,[]
468,"FishingRange","Fishing Range modifier",[1731],12,[],[],16,1,[],0,[],1,[],1,[]
469,"FishingLineStrength","Fishing Line Strength modifier",[1732],12,[],[],16,1,[],0,[],1,[],1,[]
470,"IFQ","Quantity of Fish caught",[1733],12,[],[],16,1,[],0,[],1,[],1,[]
471,"IFR","Rarity of Fish caught",[1734],12,[],[],16,1,[],0,[],1,[],1,[]
472,"FishingPoolConsumption","Fishing Pool Consumption modifier",[1735],12,[],[],16,1,[],0,[],1,[],1,[]
473,"ExoticFish","Can catch Exotic Fish",[2050],12,[],[],16,1,[],0,[],1,[],1,[]
474,"CorruptedFish","Can catch Corrupted Fish",[2191],12,[],[],16,1,[],0,[],1,[],1,[]
475,"FlaskRecoveryToAllies","",[20313],12,[],[],14,1,[],0,[],1,[],1,[]
476,"AlchemistsBoonFlaskCharges","",[20649],12,[],[],14,1,[],0,[],1,[],1,[]
477,"RampingDamageInPresence","","[20115,20116]",12,[],[],14,1,[],0,[],1,[],1,[]
478,"AttritionCull","",[20117],12,[],[],14,1,[],0,[],1,[],1,[]
479,"CriticalStrikeAura","",[19108],12,[],[],14,1,[],0,[],1,[],1,[]
480,"BlazingClusterMaximum","",[19122],12,[],[],3,1,[],0,[],1,[],1,[]
481,"BoneSpearRadius","",[20274],12,[],[],4,1,[],0,[],1,[],1,[]
482,"BoneSpearChargeAoE","",[18958],12,[],[],4,1,[],0,[],1,[],1,[]
483,"ChannelledSlamShockwaveAoE","",[18297],12,[],[],4,1,[],0,[],1,[],1,[]
