"rownum","Id","bool","bool","i32","i32","i32","i32","bool","rid","i32","i32","bool","i32","i32","[i32]","bool","i32","bool"
215,"HeavyCleave","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
216,"ThrowNear","","",46,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
217,"ChannelUpward",1,"",84,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
218,"ChannelUpwardEnd","","",121,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
219,"ChannelProjectile",1,"",84,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
220,"ChannelProjectileEnd","","",121,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
221,"HeavyStun","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],1,6,""
222,"HeavyStunBack","",1,221,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],1,6,""
223,"HeavyStunForward","",1,221,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],1,6,""
224,"HeavyStunDeath","","",6,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],1,4,""
225,"HeavyStunBackDeath","","",224,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],1,4,""
226,"HeavyStunForwardDeath","","",224,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],1,4,""
227,"ShieldBuff","","",24,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
228,"FlickerStrike","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,"[229,0]","",6,""
229,"FlickerStrikeFirst","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
230,"PalmStrike","","",1,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
231,"Vortex","","",20,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
232,"BackflipKnifeThrow","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
233,"WeaponBuff","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
234,"WeaponAreaOfEffect","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
235,"BurstShot","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
236,"SpellAoeEpic","","",37,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
237,"SpellAoeEpicBackflip","","",193,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
238,"SpellAoeEpicFire","","",193,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
239,"SpellAoeEpicCold","","",193,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
240,"SpellAoeEpicLightning","","",193,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
241,"SpellAoeEpicChaos","","",193,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
242,"BladeNova","","",37,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
243,"SpellWall","","",37,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
244,"SunderMoving","","",184,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
245,"GroundSlamMoving","","",13,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
246,"LightningStrikeStationary","","",187,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
247,"LightningStrikeMoving","","",187,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
248,"WeaponSwap","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
249,"Meditate",1,"",83,0,-16843010,-16843010,1,"",-16843010,-16843010,1,250,0,[],"",6,""
250,"MeditateEnd","","",106,0,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
251,"SpellChannelEpicEnd","","",143,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
252,"Electrocute","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
253,"PestilentSlash","","",1,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
254,"ViperStrike","","",1,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
255,"DodgeRoll","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,"[376,0,675]","",6,""
256,"IcePath","","",1,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
257,"InteractPullLeverWallMounted","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
258,"LeapingCatch","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
259,"ShadowThiefSlash","","",1,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
260,"PlungingBlade","","",1,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
261,"PlungingBladeMoving","","",260,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
262,"ShadowDash","","",1,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
263,"ShadowDashStationary","","",1,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
264,"BearMaul","","",1,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
265,"BearMaulMoving","","",264,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
266,"ShadowThiefSlashClone","","",259,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
267,"ChannelVolcanoEnd","","",251,0,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
268,"ChannelVolcano",1,"",83,0,-16843010,-16843010,1,"",311,0,1,267,0,[],"",6,""
269,"ChannelStart","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
270,"SpiralVolley","","",1,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[271],"",6,""
271,"SpiralVolleyEmpowered","","",270,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
272,"HeatSeeking",1,"",-16843010,-16843010,-16843010,-16843010,"","",274,0,1,-16843010,-16843010,[],"",6,""
273,"HeatSeekingEnd","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
274,"HeatSeekingStart","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
275,"LeapAttack","","",1,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
276,"LeapAttackFar","","",1,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
277,"SummonMinionLightning","","",143,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
278,"SummonMinionCold","","",143,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
279,"SummonMinionFire","","",143,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
280,"SummonMinionChaos","","",143,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
281,"SpellWallLightning","","",243,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
282,"SpellWallCold","","",243,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
283,"SpellWallFire","","",243,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
284,"SpellWallChaos","","",243,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
285,"Spark","","",35,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
286,"SparkAdditive","","",35,0,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
287,"Arc","","",27,0,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
288,"IceNova","","",39,0,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
289,"WhirlingAssaultMoving","","",186,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
290,"RampageStart","","",269,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
291,"RampageLoop",1,"",83,0,-16843010,-16843010,"","",290,0,"",-16843010,-16843010,[],"",6,""
292,"RampageEnd","","",106,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
293,"FrostBomb","","",278,0,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
294,"ComboAttack","","",1,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[295],"",6,""
295,"ComboAttackMoving","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
296,"LightningStorm","","",35,0,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
297,"MinionSurplusDeath","","",6,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",4,""
298,"MinionDiedAfterTime","","",297,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",4,""
299,"UnleashBuff","","",37,0,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
300,"JumpOffBoat","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
301,"ShapeshiftBearToHuman","","",0,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
302,"ShapeshiftBearMaul","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
303,"ShapeshiftBearRampage","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
304,"ShapeshiftBearSlam","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
305,"ShapeshiftBearWarcry","","",140,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
306,"ShapeshiftWolfToHuman","","",0,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
307,"ShapeshiftWolfHowl","","",140,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
308,"ShapeshiftWolfLeapAttack","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
309,"LookLeft","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
310,"LookRight","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
311,"ChannelVolcanoStart","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
312,"Tornado","","",23,0,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
313,"SummonWolf","","",143,0,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
314,"LightningBolt","","",27,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
315,"LightningBoltAdditive","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
316,"InteractPlaceGemstoneJungleOutskirts","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
317,"InteractPlaceGemstoneGenerator","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
318,"WhirlwindSpearMoving","","",157,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
319,"FrostWall","","",282,0,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
320,"Comet","","",236,0,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
321,"Engage","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,"[682,0,322]","",6,""
322,"EngageFar","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
323,"EngageFarMoving","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
324,"BearSlam","","",1,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
325,"CometStationary","","",236,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[320],"",6,""
326,"ManaTempest","","",281,0,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,"[511,0,512,0,513]","",6,""
327,"TownPortal","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
328,"InteractStabPrison","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
329,"ArcticArmour","","",43,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
330,"Hex","","",23,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
331,"Bladestorm","","",20,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
332,"PhalanxBash","","",1,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
333,"AdvancingWhirlLoop","","",83,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
334,"AdvancingWhirlEnd","","",106,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
335,"PowerShotDefault","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
336,"PowerShotPiercing","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
337,"PowerShotFire","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
338,"PowerShotLightning",1,"",-16843010,-16843010,-16843010,-16843010,1,"",628,0,1,363,0,[363],"",6,""
339,"PowerShotIce","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
340,"BurstShotDefault","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
341,"BurstShotPiercing","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
342,"BurstShotFire","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
343,"BurstShotLightning","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
344,"BurstShotIce","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
345,"RapidShotDefault","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
346,"RapidShotPiercing","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
347,"RapidShotFire","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[375],"",6,""
348,"RapidShotLightning","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
349,"RapidShotIce","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
350,"SiegeCascadeDefault","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
351,"SiegeCascadePiercing","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
352,"SiegeCascadeFire","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
353,"SiegeCascadeLightning","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
354,"SiegeCascadeIce","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
355,"ChangeAmmoPiercing","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,"[359,0,594]","",6,""
356,"ChangeAmmoFire","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,"[360,0,595]","",6,""
357,"ChangeAmmoLightning","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,"[361,0,596]","",6,""
358,"ChangeAmmoIce","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,"[362,0,597]","",6,""
359,"ChangeAmmoPiercingMoving","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
360,"ChangeAmmoFireMoving","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
361,"ChangeAmmoLightningMoving","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
362,"ChangeAmmoIceMoving","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
363,"PowerShotLightningChannelEnd","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
364,"RaiseSpectre","","",143,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
365,"BindSpectre","","",143,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
366,"AimUp","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
367,"AimDown","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
368,"ExplosiveGrenade","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
369,"FlashGrenade","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
370,"ToxicGrenade","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
371,"OilGrenade","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
372,"ShockGrenade","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
373,"RaiseZombie","","",143,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
374,"SummonSkeletonsEnd","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
375,"RapidShotChargeFire","","",347,0,-16843010,-16843010,1,"",-16843010,-16843010,1,-16843010,-16843010,[],"",6,""
376,"DodgeRollBack","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
377,"RollingMagma","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
378,"Firestorm","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
379,"CommandMinion","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,"[490,0,383]","",6,""
380,"SummonOffering","","",143,0,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
381,"TempestFlurry","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[382],"",6,""
382,"TempestFlurryMoving","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
383,"CommandMinionChannel",1,"",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",384,0,[],"",6,""
384,"CommandMinionChannelEnd","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
385,"ChargedStrike","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,"[386,0]","",6,""
386,"ChargedStrikeStationary","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
387,"ChargedStrikeFlourish","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
388,"TempestBellSlam","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[389],"",6,""
389,"TempestBellSlamStationary","","",388,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
390,"RapidAssault","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
391,"IceSpear","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
392,"StormSpear","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
393,"FreezingBackflip","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
394,"GlacialCascade","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
395,"ChargeStaff","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
396,"Chaosbolt","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
397,"Frostbolt","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
398,"BoneSpike",1,"",219,0,-16843010,-16843010,1,"",-16843010,-16843010,1,399,0,[],"",6,""
399,"BoneSpikeEnd","","",220,0,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
400,"Contagion","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
401,"EssenceDrain","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
402,"OrbOfIce","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
403,"Hexblast","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
404,"ForbiddenRite",1,"",219,0,-16843010,-16843010,1,"",-16843010,-16843010,1,405,0,[],"",6,""
405,"ForbiddenRiteEnd","","",220,0,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
406,"ConsumeCorpse","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
407,"WindPalm","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
408,"BoneCone","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
409,"FixedRunLayerBase",1,"",4,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",3,1
410,"FixedRunLayerNoTwist",1,"",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",3,""
411,"IdleLayerBase",1,"",0,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",2,""
412,"IdleLayerBaseStatic",1,"",0,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",2,""
413,"MeleeAdditive","","",1,0,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
414,"DetonatingArrow",1,"",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",416,0,[],"",6,""
415,"DetonatingArrowStart","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
416,"DetonatingArrowEnd","","",-16843010,-16843010,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
417,"LightningArrow","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
418,"ShockingArrow","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
419,"RipwireArrow","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
420,"PoisonArrow","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
421,"StormRain","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
422,"Mark","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
423,"SnipersMark","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[424],"",6,""
424,"SnipersMarkFlipped","","",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",6,""
425,"FixedRunLayerBaseSwitched",1,"",4,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",3,1
426,"FixedRunLayerNoTwistSwitched",1,"",-16843010,-16843010,-16843010,-16843010,1,"",-16843010,-16843010,"",-16843010,-16843010,[],"",3,""
427,"FixedRunLayerBaseFrontal",1,"",4,0,-16843010,-16843010,"","",-16843010,-16843010,"",-16843010,-16843010,[],"",3,1
