"rownum","Id","Stats","StatValues","Name","Icon","i32","bool","EffectCategory","NextEffect","string","BoonDesc","CurseDesc","i32","i32","bool","[rid]","Guard","FirstEffect","i32","i32","bool","bool","HASH16"
81,"BoonAureusGainOnLowResolve",[17501],[100],"Tarnished Coin","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonTarnishedCoinIcon",11,1,2,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonTarnishedCoin","100% increased Aureus coins gained while Resolve is below 50%","",5,0,"",[],[9119],"",5,0,"","",37919
82,"BoonResolveRecoveryOnLowResolve",[17500],[100],"Engraved Orb","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonEngravedOrbIcon",11,1,2,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonEngravedOrb","100% increased Resolve recovered while Resolve is below 50%","",5,0,"",[],[9119],"",5,0,"","",64207
83,"BoonResolveRecoveredOnEnterBossRoom",[17502],[50],"Adrenaline Vial","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonAdrenalineVialIcon",11,1,2,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonAdrenalineVial","Recover 50% of your Maximum Resolve on entering Boss Room","",5,0,"",[],[9119],"",5,0,"","",59406
84,"BoonDuplicateARandomDeferredReward",[],[],"Mirror of Fortune","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonMirrorOfFortuneIcon",11,1,2,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonMirrorOfFortune","Duplicate a random Offer Reward","",2,1,"",[],[9119],"",5,0,"","",45428
85,"BoonArcaneBufferOnShieldBreak",[],[],"Arcane Aegis","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonArcaneAegisIcon",11,1,2,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonArcaneAegis","Trigger Arcane Buffer when your Inspiration reaches 0","",5,0,"",[],[9119],"",5,0,"","",44006
86,"BoonExtraMaximumResolve",[],[],"Tarnished Descry","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonTarnishedDescryIcon",11,1,2,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonTarnishedDescry","+150 to Maximum Resolve","",3,150,"",[],[9119],"",3,-150,"","",27017
87,"BoonRandomMinorBoonOnFountainUse",[17383],[1],"Holy Water","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonHolyWaterIcon",11,1,4,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonHolyWater","Gain a random Minor Boon when you use a Fountain","",5,0,"",[7],[9119],"",5,0,"","",28826
88,"BoonGainExtraResolveOnFountainUse",[17385],[40],"Fountain of Youth","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonFountainOfYouthIcon",11,1,2,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonFountainOfYouth","Gain +40 Maximum Resolve each time you use a Fountain","",5,0,"",[],[9119],"",5,0,"","",40142
89,"BoonNextMinorBoonConvertedToMajor",[17379],[1],"Silver Chalice","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonSliverChaliceIcon",8,1,2,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonSliverChalice","The next Minor Boon you gain is converted into a random Major Boon","",5,0,"",[],[9119],"",5,0,"","",51458
90,"BoonTrapsImpactReducedResolve",[17556],[1],"Black Pearl","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonBlackPearlIcon",11,1,2,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonBlackPearl","Traps impact 50% reduced Resolve","",5,0,"",[],[9119],"",5,0,"","",41498
91,"BoonExtraShield",[],[],"Untuned Lute","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonUntunedLuteIcon",11,1,2,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonUntunedLute","+100 to Inspiration","",1,100,"",[],[9119],"",1,-100,"","",16490
92,"BoonNextMerchantItemFree",[17504],[1],"Divinia's Gift ","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonCallistasGiftIcon",10,1,2,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonCallistasGift","Your next purchase from the Merchant has no cost","",5,0,1,[],[9119],"",5,0,"","",6743
93,"BoonCanRerollMerchantShop",[17505],[1],"Chipped Dice","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonChippedDiceIcon",11,1,2,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonChippedDice","The Merchant's Shop can be Rerolled","",5,0,"",[],[9119],"",5,0,"","",60796
94,"BoonGoldPerRoomRemovedAtMerchant",[17460],[10],"Gold Trophy","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonGoldTrophyIcon",10,1,2,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonGoldTrophy","Your aureus coins are increased by 10% on room completion\r\n(removed when you purchase something from the Merchant)","",5,0,"",[],[9119],"",5,0,"","",704
95,"BoonDuplicate3RandomDeferrals",[],[],"Sacred Mirror","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonSacredMirrorIcon",11,"",4,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonSacredMirror","Duplicate up to 3 random Offer Rewards","",4,0,"",[7],[9119],"",5,0,"","",27130
96,"BoonNextAfflictionConvertedToMinorBoon",[17381],[1],"Crystal Shard","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonCrystalShardIcon",7,1,4,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonCrystalShard","The next Affliction you gain is converted into a random Minor Boon","",5,0,"",[7],[9119],"",5,0,"","",30042
97,"BoonRandomShrineOnEnteringRoom",[],[],"Musty Wine","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonMustyWineIcon",11,1,4,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonMustyWine","At the start of each room, a random Shrine effect is applied to you","",5,0,"",[7],[9119],"",5,0,"","",64286
98,"BoonMoreDefences",[18594],[50],"Lustrous Lacquer","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonLustrousLacquerIcon",11,1,2,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonLustrousLacquer","50% more Defences","",5,0,"",[],[9119],"",5,0,"","",379
99,"AfflictionReducedEffectOfRelics",[17428],[-50],"Unholy Urn","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseUnholyUrnIcon",11,1,1,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseUnholyUrn","","50% reduced Effect of your non-Unique Relics",5,0,"",[],[9120],"",5,0,"",1,61947
100,"AfflictionMaximumNumberOfBoons",[],[],"Tight Choker","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseTightCollarIcon",11,1,1,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseTightCollar","","You can have a maximum of 5 Boons",5,0,"",[],[9120],"",5,0,"","",61518
101,"AfflictionMerchantFewerChoices",[17458],[-50],"Unhallowed Amulet","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseUnhallowedAmuletIcon",11,1,1,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseUnhallowedAmulet","","The Merchant offers 50% fewer choices",5,0,"",[],[9120],"",5,0,"","",12494
102,"AfflictionAfflictionOnGainAffliction",[17382],[1],"Accursed Prism","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseAccursedPrismIcon",11,1,1,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseAccursedPrism","","When you gain an Affliction, gain an additional random Minor Affliction",5,0,"",[],[9120],"",5,0,"","",19751
103,"AfflictionAfflictionOnUseFountain",[17384],[1],"Poisoned Water","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CursePoisonedWaterIcon",11,1,1,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CursePoisonedWater","","Gain a random Minor Affliction when you use a Fountain",5,0,"",[],[9120],"",5,0,"","",26160
104,"AfflictionLoseResolveOnFlaskUse",[17503],[10],"Liquid Cowardice","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseLiquidCowardiceIcon",11,1,1,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseLiquidCowardice","","Lose 10 Resolve when you use a Flask",5,0,"",[],[9120],"",5,0,"","",45177
105,"AfflictionMonstersBindingChainsOnHit",[17549],[2],"Chains of Binding","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseChainOfBindingIcon",11,1,1,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseChainOfBinding","","Monsters inflict Binding Chains on Hit",5,0,"",[],[9120],"",5,0,"","",25062
106,"AfflictionMonstersVolatileOnDeath",[17555],[1],"Concealed Anomaly","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseConcealedAnomalyIcon",11,1,1,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseConcealedAnomaly","","Guards release a Volatile Anomaly on Death",5,0,"",[],[9120],"",5,0,"","",18271
107,"AfflictionMonstersResolveVulnerabilityOnHit",[17550],[4],"Mark of Terror","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseMarkOfTerrorIcon",11,1,1,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseMarkOfTerror","","Monsters inflict Resolve Weakness on Hit",5,0,"",[],[9120],"",5,0,"","",37967
108,"AfflictionMonstersKnockback",[17547],[1],"Rusted Mallet","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseRustedMalletIcon",11,1,1,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseRustedMallet","","Monsters always Knockback\r\nMonsters have increased Knockback Distance",5,0,"",[],[9120],"",5,0,"","",30450
109,"AfflictionReducedMaximumResolve",[],[],"Weakened Flesh","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseWeakenedFleshIcon",11,1,1,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseWeakenedFlesh","","-100 to Maximum Resolve",3,-100,"",[],[9120],"",3,100,"","",24131
110,"AfflictionMonsterSpeed",[5649],[30],"Fiendish Wings","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseFiendishWingsIcon",11,1,1,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseFiendishWings","","Monsters' Action Speed cannot be slowed below base\r\nMonsters have 30% increased Attack, Cast and Movement Speed",5,0,"",[],[9120],"",5,0,"","",28313
111,"AfflictionGuardsHavePet",[17553],[1],"Gargoyle Totem","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseGargoyleTotemIcon",11,1,1,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseGargoyleTotem","","Guards are accompanied by a Gargoyle",5,0,"",[],[9120],"",5,0,"","",24579
112,"AfflictionEveryRoomIsAfflicted",[],[],"Phantom Illusion","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseNameIllusionIcon",11,1,1,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseNameIllusion","","Every room grants a random Minor Affliction\r\n(Afflictions granted this way are removed on room completion)",5,0,"",[],[9120],"",5,0,"","",9205
113,"AfflictionChestsExplodeWhenOpened",[17554],[1],"Corrupted Lockpick","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseCorruptedLockpickIcon",11,1,1,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseCorruptedLockpick","","Chests in rooms explode when opened",5,0,"",[],[9120],"",5,0,"","",21215
114,"AfflictionReducedMovementSpeed",[5753],[-40],"Worn Sandals","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseWornSandalsIcon",11,1,1,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseWornSandals","","40% reduced Movement Speed",5,0,"",[],[9120],"",5,0,"","",30473
115,"AfflictionRelicsHaveNoEffect",[17429],[1],"Orb of Negation","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseOrbOfNegationIcon",11,1,3,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseOrbOfNegation","","Non-Unique Relics have no Effect",5,0,"",[],[9120],"",5,0,"",1,43834
116,"AfflictionMerchantOneItem",[17459],[1],"Rusted Coin","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseRustedCoinIcon",11,1,1,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseRustedCoin","","The Merchant only offers one choice",5,0,"",[],[9120],"",5,0,"","",45792
117,"AfflictionMonsterPetrifyOnHit",[17548],[4],"Chiselled Stone","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseChiselledStoneIcon",11,1,3,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseChiselledStone","","Monsters Petrify on Hit",5,0,"",[],[9120],"",5,0,"","",6958
118,"AfflictionBoonConveretedToMinorAffliction",[17380],[1],"Glass Shard","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseGlassShardIcon",6,1,3,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseGlassShard","","The next Boon you gain is converted into a random Minor Affliction",5,0,"",[],[9120],"",5,0,"","",45600
119,"AfflictionNoResolveAvoidance",[18595],[1],"Iron Manacles","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseIronManaclesIcon",11,1,1,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseIronManacles","","Cannot Avoid Resolve Loss from Enemy Hits",5,0,"",[],[9120],"",5,0,"","",35578
120,"AfflictionNoResolveReduction",[18596],[1],"Sharpened Arrowhead","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseSharpenedArrowheadIcon",11,1,1,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseSharpenedArrowhead","","Enemy Hits ignore your Resolve Mitigation",5,0,"",[],[9120],"",5,0,"","",48487
121,"AfflictionNoResolveAegis",[18597],[1],"Shattered Shield","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseShatteredShieldIcon",11,1,1,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseShatteredShield","","Cannot have Resolve Aegis",5,0,"",[],[9120],"",5,0,"","",16335
122,"AfflictionNoDefences",[18605],[1],"Corrosive Concoction","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseCorrosiveConcoctionIcon",11,1,3,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseCorrosiveConcoction","","No Resolve Mitigation, chance to Avoid Resolve loss or Resolve Aegis",5,0,"",[],[9120],"",5,0,"","",55502
123,"PactRecoveryFromMaxResolve","[17259,17260]","[1,50]","Pyrrhic Pact","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/PersistentResolveRecoveryDoubledIcon",11,1,5,"","Art/2DArt/UIImages/InGame/Sanctum/DevilsDealIcons/ResolveRecoveredDoubleds","Resolve recovered is doubled","Maximum Resolve is lowered by 50% of recovered Resolve",5,0,"",[8],[],"",5,0,"","",47662
124,"PactTwinnedGuards",[17261],[1],"Doubling Pact","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/PersistentGuardsTwinnedIcon",11,1,5,"","Art/2DArt/UIImages/InGame/Sanctum/DevilsDealIcons/GuardsAreTwinned","Guards are Twinned","Guards are Twinned",5,0,"",[8],[],"",5,0,"","",42282
125,"PactDamageInBossEncounters","[17262,17263]","[100,-50]","Apex Pact","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/PersistentLessResolveLostIcon",11,1,5,"","Art/2DArt/UIImages/InGame/Sanctum/DevilsDealIcons/LessResolveLostInBossRooms","50% less Resolve lost in Boss Rooms","100% more Resolve lost in non-Boss Rooms",5,0,"",[8],[],"",5,0,"","",41950
126,"PactNoGoldGainReducedPrices","[18542,17074]","[-50,1]","Austerity Pact","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/PersistentMerchantPricesReducedIcon",11,1,5,"","Art/2DArt/UIImages/InGame/Sanctum/DevilsDealIcons/MerchantPricesReduced","50% less Merchant prices","Monsters do not drop Aureus coins",5,0,"",[8],[],"",5,0,"","",36376
127,"PactShieldEveryRoom","[17097,17098]","[1,10]","Indomitable Pact","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/PersistentGainInspirationStartOfRoomIcon",11,1,5,"","Art/2DArt/UIImages/InGame/Sanctum/DevilsDealIcons/GainInspirationStartEveryRoom","Gain 10 Inspiration at the start of every room","Inspiration resets every room",5,0,"",[8],[],"",5,0,"","",44096
128,"PactRareMonsters","[1024,16081]","[50,1]","Dauntless Pact","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/PersistentDauntlessPactIcon",11,1,5,"","Art/2DArt/UIImages/InGame/Sanctum/DevilsDealIcons/DauntlessPact","50% more Rare Monsters","Rare Monsters have an additional Modifier",5,0,"",[8],[],"",5,0,"","",41768
