"rownum","rid","rid","i32","TextAudio","rid","i32","i32","i32","i32","i32","i32","i32","i32","bool","bool","bool"
387,7,0,14,[15464],"",0,3,0,0,0,0,0,0,"",1,""
388,7,0,15,[15585],"",0,3,0,0,0,0,0,0,"",1,""
389,7,0,16,[15818],"",0,3,0,0,0,0,0,0,"",1,""
390,7,0,17,[15943],"",0,3,0,0,0,0,0,0,"",1,""
391,7,1,0,[15709],"",2,3,0,0,0,0,0,0,"",1,1
392,7,1,1,[15710],"",3,3,0,0,0,0,0,0,"",1,1
393,7,1,2,[15711],"",0,3,1,0,0,0,0,0,"",1,1
394,7,1,3,[15712],"",0,3,2,0,0,0,0,0,"",1,1
395,7,1,4,[15713],"",0,3,0,1,0,0,0,0,"",1,1
396,7,1,5,[15714],"",0,3,0,2,0,0,0,0,"",1,1
397,7,1,6,[15715],"",0,3,0,0,1,0,0,0,"",1,1
398,7,1,7,[15716],"",0,3,0,0,2,0,0,0,"",1,1
399,7,2,0,[15717],"",0,3,0,0,0,0,0,0,"",1,1
400,7,2,1,[15718],"",0,3,0,0,0,0,0,0,"",1,1
401,7,2,2,[15719],"",0,3,0,0,0,0,0,0,"",1,1
402,7,2,3,[15720],"",0,3,0,0,0,0,0,0,"",1,1
403,7,2,4,[15721],"",0,3,0,0,0,0,0,0,"",1,1
404,7,2,5,[15722],"",0,3,0,0,0,0,0,0,"",1,1
405,7,4,0,[15723],"",0,3,0,0,0,0,0,0,"",1,1
406,7,4,1,[15724],"",0,3,0,0,0,0,0,0,"",1,1
407,7,4,2,[15725],"",0,3,0,0,0,0,0,0,"",1,1
408,7,5,0,[15729],"",0,3,0,0,0,0,0,0,"",1,1
409,7,5,1,[15730],"",0,3,0,0,0,0,0,0,"",1,1
410,7,5,2,[15731],"",0,3,0,0,0,0,0,0,"",1,1
411,7,6,0,[15735],"",0,3,0,0,0,0,0,0,"",1,1
412,7,6,1,[15736],"",0,3,0,0,0,0,0,0,"",1,1
413,7,6,2,[15737],"",0,3,0,0,0,0,0,0,"",1,1
414,7,7,0,[15741],"",0,3,0,0,0,0,0,0,"",1,1
415,7,7,1,[15742],"",0,3,0,0,0,0,0,0,"",1,1
416,7,7,2,[15743],"",0,3,0,0,0,0,0,0,"",1,1
417,7,3,0,[15747],"",0,3,0,0,0,2,0,0,"",1,1
418,7,3,1,[15748],"",0,3,0,0,0,1,0,0,"",1,1
419,7,3,2,[15749],"",0,3,0,0,0,1,0,0,"",1,1
420,9,0,0,[14949],"",2,1,0,0,0,0,0,0,"",1,1
421,9,0,1,[14950],"",2,0,0,0,0,0,0,0,"",1,1
422,9,0,2,[14951],"",2,2,0,0,0,0,0,0,"",1,1
423,9,0,3,[14952],"",3,1,0,0,0,0,0,0,"",1,1
424,9,0,4,[14953],"",3,0,0,0,0,0,0,0,"",1,1
425,9,0,5,[14954],"",3,2,0,0,0,0,0,0,"",1,1
426,9,0,6,[14955],"",1,1,0,0,0,0,0,0,"",1,1
427,9,0,7,[14956],"",1,0,0,0,0,0,0,0,"",1,1
428,9,0,8,[14957],"",1,2,0,0,0,0,0,0,"",1,1
429,9,0,9,[14867],"",0,3,0,0,0,0,0,0,"",1,1
430,9,0,10,[15073],"",0,3,0,0,0,0,0,0,"",1,""
431,9,0,11,[15188],"",0,3,0,0,0,0,0,0,"",1,""
432,9,0,12,[15327],"",0,3,0,0,0,0,0,0,"",1,""
433,9,0,13,[15466],"",0,3,0,0,0,0,0,0,"",1,""
434,9,0,14,[15578],"",0,3,0,0,0,0,0,0,"",1,""
435,9,0,15,[15700],"",0,3,0,0,0,0,0,0,"",1,""
436,9,0,16,[15820],"",0,3,0,0,0,0,0,0,"",1,""
437,9,0,17,[15936],"",0,3,0,0,0,0,0,0,"",1,""
438,9,1,0,[14967],"",2,3,0,0,0,0,0,0,"",1,1
439,9,1,1,[14968],"",3,3,0,0,0,0,0,0,"",1,1
440,9,1,2,[14969],"",0,3,1,0,0,0,0,0,"",1,1
441,9,1,3,[14970],"",0,3,2,0,0,0,0,0,"",1,1
442,9,1,4,[14971],"",0,3,0,1,0,0,0,0,"",1,1
443,9,1,5,[14972],"",0,3,0,2,0,0,0,0,"",1,1
444,9,1,6,[14973],"",0,3,0,0,1,0,0,0,"",1,1
445,9,1,7,[14974],"",0,3,0,0,2,0,0,0,"",1,1
446,9,2,0,[14975],"",0,3,0,0,0,0,0,0,"",1,1
447,9,2,1,[14976],"",0,3,0,0,0,0,0,0,"",1,1
448,9,2,2,[14977],"",0,3,0,0,0,0,0,0,"",1,1
449,9,2,458,[14978],"",0,3,0,0,0,0,0,0,"",1,1
450,9,2,457,[14979],"",0,3,0,0,0,0,0,0,"",1,1
451,9,2,456,[14980],"",0,3,0,0,0,0,0,0,"",1,1
452,9,4,0,[14981],"",0,3,0,0,0,0,0,0,"",1,1
453,9,4,1,[14982],"",0,3,0,0,0,0,0,0,"",1,1
454,9,4,2,[14983],"",0,3,0,0,0,0,0,0,"",1,1
455,9,5,0,[14987],"",0,3,0,0,0,0,0,0,"",1,1
456,9,5,1,[14988],"",0,3,0,0,0,0,0,0,"",1,1
457,9,5,2,[14989],"",0,3,0,0,0,0,0,0,"",1,1
458,9,6,0,[14993],"",0,3,0,0,0,0,0,0,"",1,1
459,9,6,1,[14994],"",0,3,0,0,0,0,0,0,"",1,1
460,9,6,2,[14995],"",0,3,0,0,0,0,0,0,"",1,1
461,9,7,0,[14999],"",0,3,0,0,0,0,0,0,"",1,1
462,9,7,1,[15000],"",0,3,0,0,0,0,0,0,"",1,1
463,9,7,2,[15001],"",0,3,0,0,0,0,0,0,"",1,1
464,9,3,0,[15005],"",0,3,0,0,0,2,0,0,"",1,1
465,9,3,1,[15006],"",0,3,0,0,0,2,0,0,"",1,1
466,9,3,2,[15007],"",0,3,0,0,0,1,0,0,"",1,1
467,9,3,3,[15008],"",0,3,0,0,0,1,0,0,"",1,1
468,3,0,0,[15569],"",2,1,0,0,0,0,0,0,"",1,1
469,3,0,1,[15570],"",2,0,0,0,0,0,0,0,"",1,1
470,3,0,2,[15571],"",2,2,0,0,0,0,0,0,"",1,1
471,3,0,3,[15572],"",3,1,0,0,0,0,0,0,"",1,1
472,3,0,4,[15573],"",3,0,0,0,0,0,0,0,"",1,1
473,3,0,5,[15574],"",3,2,0,0,0,0,0,0,"",1,1
474,3,0,6,[15575],"",1,1,0,0,0,0,0,0,"",1,1
475,3,0,7,[15576],"",1,0,0,0,0,0,0,0,"",1,1
476,3,0,8,[15577],"",1,2,0,0,0,0,0,0,"",1,1
477,3,0,9,[14868],"",0,3,0,0,0,0,0,0,"",1,1
478,3,0,10,[14959],"",0,3,0,0,0,0,0,0,"",1,""
479,3,0,11,[15074],"",0,3,0,0,0,0,0,0,"",1,""
480,3,0,12,[15189],"",0,3,0,0,0,0,0,0,"",1,""
481,3,0,13,[15321],"",0,3,0,0,0,0,0,0,"",1,""
482,3,0,14,[15460],"",0,3,0,0,0,0,0,0,"",1,""
483,3,0,15,[15701],"",0,3,0,0,0,0,0,0,"",1,""
484,3,0,16,[15814],"",0,3,0,0,0,0,0,0,"",1,""
485,3,0,17,[15937],"",0,3,0,0,0,0,0,0,"",1,""
486,3,1,0,[15587],"",2,3,0,0,0,0,0,0,"",1,1
487,3,1,1,[15589],"",3,3,0,0,0,0,0,0,"",1,1
488,3,1,2,[15591],"",0,3,1,0,0,0,0,0,"",1,1
489,3,1,3,[15593],"",0,3,2,0,0,0,0,0,"",1,1
490,3,1,4,[15595],"",0,3,0,1,0,0,0,0,"",1,1
491,3,1,5,[15597],"",0,3,0,2,0,0,0,0,"",1,1
492,3,1,6,[15599],"",0,3,0,0,1,0,0,0,"",1,1
493,3,1,7,[15601],"",0,3,0,0,2,0,0,0,"",1,1
494,3,2,0,[15603],"",0,3,0,0,0,0,0,0,"",1,1
495,3,2,1,[15604],"",0,3,0,0,0,0,0,0,"",1,1
496,3,2,2,[15605],"",0,3,0,0,0,0,0,0,"",1,1
497,3,2,3,[15606],"",0,3,0,0,0,0,0,0,"",1,1
498,3,2,4,[15607],"",0,3,0,0,0,0,0,0,"",1,1
499,3,2,5,[15608],"",0,3,0,0,0,0,0,0,"",1,1
500,3,4,0,[15609],"",0,3,0,0,0,0,0,0,"",1,1
501,3,4,1,[15610],"",0,3,0,0,0,0,0,0,"",1,1
502,3,4,2,[15611],"",0,3,0,0,0,0,0,0,"",1,1
503,3,5,0,[15615],"",0,3,0,0,0,0,0,0,"",1,1
504,3,5,1,[15616],"",0,3,0,0,0,0,0,0,"",1,1
505,3,5,2,[15617],"",0,3,0,0,0,0,0,0,"",1,1
506,3,6,0,[15621],"",0,3,0,0,0,0,0,0,"",1,1
507,3,6,1,[15622],"",0,3,0,0,0,0,0,0,"",1,1
508,3,6,2,[15623],"",0,3,0,0,0,0,0,0,"",1,1
509,3,7,0,[15627],"",0,3,0,0,0,0,0,0,"",1,1
510,3,7,1,[15628],"",0,3,0,0,0,0,0,0,"",1,1
511,3,7,2,[15629],"",0,3,0,0,0,0,0,0,"",1,1
512,3,3,0,[15633],"",0,3,0,0,0,2,0,0,"",1,1
513,3,3,1,[15634],"",0,3,0,0,0,2,0,0,"",1,1
514,3,3,2,[15635],"",0,3,0,0,0,1,0,0,"",1,1
515,3,3,3,[15636],"",0,3,0,0,0,1,0,0,"",1,1
516,6,0,0,[15450],"",2,1,0,0,0,0,0,0,"",1,1
517,6,0,1,[15451],"",2,0,0,0,0,0,0,0,"",1,1
518,6,0,2,[15452],"",2,2,0,0,0,0,0,0,"",1,1
519,6,0,3,[15453],"",3,1,0,0,0,0,0,0,"",1,1
520,6,0,4,[15454],"",3,0,0,0,0,0,0,0,"",1,1
521,6,0,5,[15455],"",3,2,0,0,0,0,0,0,"",1,1
522,6,0,6,[15456],"",1,1,0,0,0,0,0,0,"",1,1
523,6,0,7,[15457],"",1,0,0,0,0,0,0,0,"",1,1
524,6,0,8,[15458],"",1,2,0,0,0,0,0,0,"",1,1
525,6,0,9,[14872],"",0,3,0,0,0,0,0,0,"",1,1
526,6,0,10,[14963],"",0,3,0,0,0,0,0,0,"",1,""
527,6,0,11,[15078],"",0,3,0,0,0,0,0,0,"",1,""
528,6,0,12,[15193],"",0,3,0,0,0,0,0,0,"",1,""
529,6,0,13,[15324],"",0,3,0,0,0,0,0,0,"",1,""
530,6,0,14,[15582],"",0,3,0,0,0,0,0,0,"",1,""
531,6,0,15,[15705],"",0,3,0,0,0,0,0,0,"",1,""
532,6,0,16,[15817],"",0,3,0,0,0,0,0,0,"",1,""
533,6,0,17,[15940],"",0,3,0,0,0,0,0,0,"",1,""
534,6,1,0,[15468],"",2,3,0,0,0,0,0,0,"",1,1
535,6,1,1,[15470],"",3,3,0,0,0,0,0,0,"",1,1
536,6,1,2,[15472],"",0,3,1,0,0,0,0,0,"",1,1
537,6,1,3,[15474],"",0,3,2,0,0,0,0,0,"",1,1
538,6,1,4,[15476],"",0,3,0,1,0,0,0,0,"",1,1
539,6,1,5,[15478],"",0,3,0,2,0,0,0,0,"",1,1
540,6,1,6,[15480],"",0,3,0,0,1,0,0,0,"",1,1
541,6,1,7,[15482],"",0,3,0,0,2,0,0,0,"",1,1
542,6,2,0,[15484],"",0,3,0,0,0,0,0,0,"",1,1
543,6,2,1,[15485],"",0,3,0,0,0,0,0,0,"",1,1
544,6,2,2,[15486],"",0,3,0,0,0,0,0,0,"",1,1
545,6,2,3,[15487],"",0,3,0,0,0,0,0,0,"",1,1
546,6,2,4,[15488],"",0,3,0,0,0,0,0,0,"",1,1
547,6,2,5,[15489],"",0,3,0,0,0,0,0,0,"",1,1
548,6,4,0,[15492],"",0,3,0,0,0,0,0,0,"",1,1
549,6,4,1,[15493],"",0,3,0,0,0,0,0,0,"",1,1
550,6,4,2,[15494],"",0,3,0,0,0,0,0,0,"",1,1
551,6,5,0,[15498],"",0,3,0,0,0,0,0,0,"",1,1
552,6,5,1,[15499],"",0,3,0,0,0,0,0,0,"",1,1
553,6,5,2,[15500],"",0,3,0,0,0,0,0,0,"",1,1
554,6,6,0,[15504],"",0,3,0,0,0,0,0,0,"",1,1
555,6,6,1,[15505],"",0,3,0,0,0,0,0,0,"",1,1
556,6,6,2,[15506],"",0,3,0,0,0,0,0,0,"",1,1
557,6,7,0,[15510],"",0,3,0,0,0,0,0,0,"",1,1
558,6,7,1,[15511],"",0,3,0,0,0,0,0,0,"",1,1
559,6,7,2,[15512],"",0,3,0,0,0,0,0,0,"",1,1
560,6,3,0,[15516],"",0,3,0,0,0,2,0,0,"",1,1
561,6,3,1,[15517],"",0,3,0,0,0,2,0,0,"",1,1
562,6,3,2,[15518],"",0,3,0,0,0,2,0,0,"",1,1
563,6,3,3,[15519],"",0,3,0,0,0,2,0,0,"",1,1
564,6,3,4,[15520],"",0,3,0,0,0,1,0,0,"",1,1
565,2,8,0,[14907],"",0,3,0,0,0,0,0,0,"",1,1
566,2,8,1,[14908],"",0,3,0,0,0,0,0,0,"",1,""
567,9,8,2,[15011],"",0,3,0,0,0,0,0,0,"",1,""
568,9,8,3,[15012],"",0,3,0,0,0,0,0,0,"",1,""
569,9,8,4,[15013],"",0,3,0,0,0,0,0,0,"",1,""
570,9,8,5,[15014],"",0,3,0,0,0,0,0,0,"",1,""
571,5,8,6,[15129],"",0,3,0,0,0,0,0,0,"",1,""
572,5,8,7,[15130],"",0,3,0,0,0,0,0,0,"",1,""
573,5,8,8,[15131],"",0,3,0,0,0,0,0,0,"",1,""
574,5,8,9,[15132],"",0,3,0,0,0,0,0,0,"",1,""
575,8,8,10,[15247],"",0,3,0,0,0,0,0,0,"",1,""
576,8,8,11,[15248],"",0,3,0,0,0,0,0,0,"",1,""
577,8,8,12,[15249],"",0,3,0,0,0,0,0,0,"",1,""
578,8,8,13,[15250],"",0,3,0,0,0,0,0,0,"",1,""
579,10,8,14,[15382],"",0,3,0,0,0,0,0,0,"",1,""
580,10,8,15,[15383],"",0,3,0,0,0,0,0,0,"",1,""
581,10,8,16,[15384],"",0,3,0,0,0,0,0,0,"",1,""
582,10,8,17,[15385],"",0,3,0,0,0,0,0,0,"",1,""
583,6,8,18,[15521],"",0,3,0,0,0,0,0,0,"",1,""
584,6,8,19,[15522],"",0,3,0,0,0,0,0,0,"",1,""
585,6,8,20,[15523],"",0,3,0,0,0,0,0,0,"",1,""
586,6,8,21,[15524],"",0,3,0,0,0,0,0,0,"",1,""
587,3,8,22,[15639],"",0,3,0,0,0,0,0,0,"",1,""
588,3,8,23,[15640],"",0,3,0,0,0,0,0,0,"",1,""
589,3,8,24,[15641],"",0,3,0,0,0,0,0,0,"",1,""
590,3,8,25,[15642],"",0,3,0,0,0,0,0,0,"",1,""
591,7,8,26,[15751],"",0,3,0,0,0,0,0,0,"",1,""
592,7,8,27,[15752],"",0,3,0,0,0,0,0,0,"",1,""
593,7,8,28,[15753],"",0,3,0,0,0,0,0,0,"",1,""
594,7,8,29,[15754],"",0,3,0,0,0,0,0,0,"",1,""
595,1,8,30,[15863],"",0,3,0,0,0,0,0,0,"",1,""
596,1,8,31,[15864],"",0,3,0,0,0,0,0,0,"",1,""
597,1,8,32,[15865],"",0,3,0,0,0,0,0,0,"",1,""
598,1,8,33,[15866],"",0,3,0,0,0,0,0,0,"",1,""
599,4,8,34,[15992],"",0,3,0,0,0,0,0,0,"",1,""
600,4,8,35,[15993],"",0,3,0,0,0,0,0,0,"",1,""
601,4,8,36,[15994],"",0,3,0,0,0,0,0,0,"",1,""
602,4,8,37,[15995],"",0,3,0,0,0,0,0,0,"",1,""
603,3,8,38,[14933],"",0,3,0,0,0,0,0,0,"",1,""
604,8,8,39,[15043],"",0,3,0,0,0,0,0,0,"",1,""
605,4,8,40,[15044],"",0,3,0,0,0,0,0,0,"",1,""
606,6,8,41,[15159],"",0,3,0,0,0,0,0,0,"",1,""
607,1,8,42,[15160],"",0,3,0,0,0,0,0,0,"",1,""
608,9,8,43,[15289],"",0,3,0,0,0,0,0,0,"",1,""
609,4,8,44,[15290],"",0,3,0,0,0,0,0,0,"",1,""
610,3,8,45,[15423],"",0,3,0,0,0,0,0,0,"",1,""
611,7,8,46,[15549],"",0,3,0,0,0,0,0,0,"",1,""
612,10,8,47,[15674],"",0,3,0,0,0,0,0,0,"",1,""
613,2,8,48,[15675],"",0,3,0,0,0,0,0,0,"",1,""
614,1,8,49,[15788],"",0,3,0,0,0,0,0,0,"",1,""
615,6,8,50,[15905],"",0,3,0,0,0,0,0,0,"",1,""
616,9,8,51,[16022],"",0,3,0,0,0,0,0,0,"",1,""
617,8,8,52,[16023],"",0,3,0,0,0,0,0,0,"",1,""
618,2,9,0,[14909],"",0,3,0,0,0,0,0,0,"",1,""
619,2,9,1,[14910],"",0,3,0,0,0,0,0,0,"",1,""
620,9,9,2,[15015],"",0,3,0,0,0,0,0,0,"",1,""
621,9,9,3,[15016],"",0,3,0,0,0,0,0,0,"",1,""
622,9,9,4,[15017],"",0,3,0,0,0,0,0,0,"",1,""
623,9,9,5,[15018],"",0,3,0,0,0,0,0,0,"",1,""
624,5,9,6,[15133],"",0,3,0,0,0,0,0,0,"",1,""
625,5,9,7,[15134],"",0,3,0,0,0,0,0,0,"",1,""
626,5,9,8,[15135],"",0,3,0,0,0,0,0,0,"",1,""
627,5,9,9,[15136],"",0,3,0,0,0,0,0,0,"",1,""
628,8,9,10,[15251],"",0,3,0,0,0,0,0,0,"",1,""
629,8,9,11,[15252],"",0,3,0,0,0,0,0,0,"",1,""
630,8,9,12,[15253],"",0,3,0,0,0,0,0,0,"",1,""
631,8,9,13,[15254],"",0,3,0,0,0,0,0,0,"",1,""
632,10,9,14,[15386],"",0,3,0,0,0,0,0,0,"",1,""
633,10,9,15,[15387],"",0,3,0,0,0,0,0,0,"",1,""
634,10,9,16,[15388],"",0,3,0,0,0,0,0,0,"",1,""
635,10,9,17,[15389],"",0,3,0,0,0,0,0,0,"",1,""
636,6,9,18,[15525],"",0,3,0,0,0,0,0,0,"",1,""
637,6,9,19,[15526],"",0,3,0,0,0,0,0,0,"",1,""
638,6,9,20,[15527],"",0,3,0,0,0,0,0,0,"",1,""
639,6,9,21,[15528],"",0,3,0,0,0,0,0,0,"",1,""
640,3,9,22,[15643],"",0,3,0,0,0,0,0,0,"",1,""
641,3,9,23,[15644],"",0,3,0,0,0,0,0,0,"",1,""
642,3,9,24,[15645],"",0,3,0,0,0,0,0,0,"",1,""
643,3,9,25,[15646],"",0,3,0,0,0,0,0,0,"",1,""
644,7,9,26,[15755],"",0,3,0,0,0,0,0,0,"",1,""
645,7,9,27,[15756],"",0,3,0,0,0,0,0,0,"",1,""
646,7,9,28,[15757],"",0,3,0,0,0,0,0,0,"",1,""
647,7,9,29,[15758],"",0,3,0,0,0,0,0,0,"",1,""
648,1,9,30,[15867],"",0,3,0,0,0,0,0,0,"",1,""
649,1,9,31,[15868],"",0,3,0,0,0,0,0,0,"",1,""
650,1,9,32,[15869],"",0,3,0,0,0,0,0,0,"",1,""
651,1,9,33,[15870],"",0,3,0,0,0,0,0,0,"",1,""
652,4,9,34,[15996],"",0,3,0,0,0,0,0,0,"",1,""
653,4,9,35,[15997],"",0,3,0,0,0,0,0,0,"",1,""
654,4,9,36,[15998],"",0,3,0,0,0,0,0,0,"",1,""
655,4,9,37,[15999],"",0,3,0,0,0,0,0,0,"",1,""
656,2,10,0,[14913],"",0,3,0,0,0,0,0,0,"",1,""
657,2,10,1,[14914],"",0,3,0,0,0,0,0,0,"",1,""
658,9,10,2,[15025],"",0,3,0,0,0,0,0,0,"",1,""
659,9,10,3,[15026],"",0,3,0,0,0,0,0,0,"",1,""
660,9,10,4,[15027],"",0,3,0,0,0,0,0,0,"",1,""
661,9,10,5,[15028],"",0,3,0,0,0,0,0,0,"",1,""
662,5,10,6,[15141],"",0,3,0,0,0,0,0,0,"",1,""
663,5,10,7,[15142],"",0,3,0,0,0,0,0,0,"",1,""
664,5,10,8,[15143],"",0,3,0,0,0,0,0,0,"",1,""
665,5,10,9,[15144],"",0,3,0,0,0,0,0,0,"",1,""
666,8,10,10,[15261],"",0,3,0,0,0,0,0,0,"",1,""
667,8,10,11,[15262],"",0,3,0,0,0,0,0,0,"",1,""
668,8,10,12,[15263],"",0,3,0,0,0,0,0,0,"",1,""
669,8,10,13,[15264],"",0,3,0,0,0,0,0,0,"",1,""
670,8,10,14,[15265],"",0,3,0,0,0,0,0,0,"",1,""
671,8,10,15,[15266],"",0,3,0,0,0,0,0,0,"",1,""
672,10,10,16,[15398],"",0,3,0,0,0,0,0,0,"",1,""
673,10,10,17,[15399],"",0,3,0,0,0,0,0,0,"",1,""
674,10,10,18,[15400],"",0,3,0,0,0,0,0,0,"",1,""
675,10,10,19,[15401],"",0,3,0,0,0,0,0,0,"",1,""
676,10,10,20,[15402],"",0,3,0,0,0,0,0,0,"",1,""
677,10,10,21,[15403],"",0,3,0,0,0,0,0,0,"",1,""
678,6,10,22,[15535],"",0,3,0,0,0,0,0,0,"",1,""
679,6,10,23,[15536],"",0,3,0,0,0,0,0,0,"",1,""
680,6,10,24,[15537],"",0,3,0,0,0,0,0,0,"",1,""
681,6,10,25,[15538],"",0,3,0,0,0,0,0,0,"",1,""
682,6,10,26,[15539],"",0,3,0,0,0,0,0,0,"",1,""
683,6,10,27,[15540],"",0,3,0,0,0,0,0,0,"",1,""
684,3,10,28,[15651],"",0,3,0,0,0,0,0,0,"",1,""
685,3,10,29,[15652],"",0,3,0,0,0,0,0,0,"",1,""
686,3,10,30,[15653],"",0,3,0,0,0,0,0,0,"",1,""
687,3,10,31,[15654],"",0,3,0,0,0,0,0,0,"",1,""
688,7,10,32,[15762],"",0,3,0,0,0,0,0,0,"",1,""
689,7,10,33,[15763],"",0,3,0,0,0,0,0,0,"",1,""
690,7,10,34,[15764],"",0,3,0,0,0,0,0,0,"",1,""
691,7,10,35,[15765],"",0,3,0,0,0,0,0,0,"",1,""
692,1,10,36,[15877],"",0,3,0,0,0,0,0,0,"",1,""
693,1,10,37,[15878],"",0,3,0,0,0,0,0,0,"",1,""
694,1,10,38,[15879],"",0,3,0,0,0,0,0,0,"",1,""
695,1,10,39,[15880],"",0,3,0,0,0,0,0,0,"",1,""
696,1,10,40,[15881],"",0,3,0,0,0,0,0,0,"",1,""
697,1,10,41,[15882],"",0,3,0,0,0,0,0,0,"",1,""
698,4,10,42,[16004],"",0,3,0,0,0,0,0,0,"",1,""
699,4,10,43,[16005],"",0,3,0,0,0,0,0,0,"",1,""
700,4,10,44,[16006],"",0,3,0,0,0,0,0,0,"",1,""
701,4,10,45,[16007],"",0,3,0,0,0,0,0,0,"",1,""
702,3,10,46,[14934],"",0,3,0,0,0,0,0,0,"",1,""
703,8,10,47,[15045],"",0,3,0,0,0,0,0,0,"",1,""
704,4,10,48,[15046],"",0,3,0,0,0,0,0,0,"",1,""
705,6,10,49,[15161],"",0,3,0,0,0,0,0,0,"",1,""
706,4,10,50,[15291],"",0,3,0,0,0,0,0,0,"",1,""
707,9,10,52,[15292],"",0,3,0,0,0,0,0,0,"",1,""
708,6,10,53,[15424],"",0,3,0,0,0,0,0,0,"",1,""
709,7,10,54,[15425],"",0,3,0,0,0,0,0,0,"",1,""
710,1,10,55,[15426],"",0,3,0,0,0,0,0,0,"",1,""
711,9,10,56,[15550],"",0,3,0,0,0,0,0,0,"",1,""
712,7,10,57,[15551],"",0,3,0,0,0,0,0,0,"",1,""
713,10,10,58,[15676],"",0,3,0,0,0,0,0,0,"",1,""
714,2,10,59,[15677],"",0,3,0,0,0,0,0,0,"",1,""
715,1,10,60,[15789],"",0,3,0,0,0,0,0,0,"",1,""
716,8,10,61,[15906],"",0,3,0,0,0,0,0,0,"",1,""
717,9,10,62,[15907],"",0,3,0,0,0,0,0,0,"",1,""
718,4,10,63,[15908],"",0,3,0,0,0,0,0,0,"",1,""
719,9,10,64,[16024],"",0,3,0,0,0,0,0,0,"",1,""
720,8,10,65,[16025],"",0,3,0,0,0,0,0,0,"",1,""
721,2,11,0,[14911],"",0,3,0,0,0,0,0,0,"",1,""
722,2,11,1,[14912],"",0,3,0,0,0,0,0,0,"",1,""
723,9,11,2,[15019],"",0,3,0,0,0,0,0,0,"",1,""
724,9,11,3,[15020],"",0,3,0,0,0,0,0,0,"",1,""
725,9,11,4,[15021],"",0,3,0,0,0,0,0,0,"",1,""
726,9,11,5,[15022],"",0,3,0,0,0,0,0,0,"",1,""
727,9,11,6,[15023],"",0,3,0,0,0,0,0,0,"",1,""
728,9,11,7,[15024],"",0,3,0,0,0,0,0,0,"",1,""
729,5,11,8,[15137],"",0,3,0,0,0,0,0,0,"",1,""
730,5,11,9,[15138],"",0,3,0,0,0,0,0,0,"",1,""
731,5,11,10,[15139],"",0,3,0,0,0,0,0,0,"",1,""
732,5,11,11,[15140],"",0,3,0,0,0,0,0,0,"",1,""
733,8,11,12,[15255],"",0,3,0,0,0,0,0,0,"",1,""
734,8,11,13,[15256],"",0,3,0,0,0,0,0,0,"",1,""
735,8,11,14,[15257],"",0,3,0,0,0,0,0,0,"",1,""
736,8,11,15,[15258],"",0,3,0,0,0,0,0,0,"",1,""
737,8,11,16,[15259],"",0,3,0,0,0,0,0,0,"",1,""
738,8,11,17,[15260],"",0,3,0,0,0,0,0,0,"",1,""
739,10,11,18,[15390],"",0,3,0,0,0,0,0,0,"",1,""
740,10,11,19,[15391],"",0,3,0,0,0,0,0,0,"",1,""
741,10,11,20,[15392],"",0,3,0,0,0,0,0,0,"",1,""
742,10,11,21,[15393],"",0,3,0,0,0,0,0,0,"",1,""
743,10,11,22,[15394],"",0,3,0,0,0,0,0,0,"",1,""
744,10,11,23,[15395],"",0,3,0,0,0,0,0,0,"",1,""
745,10,11,24,[15396],"",0,3,0,0,0,0,0,0,"",1,""
746,10,11,25,[15397],"",0,3,0,0,0,0,0,0,"",1,""
747,6,11,26,[15529],"",0,3,0,0,0,0,0,0,"",1,""
748,6,11,27,[15530],"",0,3,0,0,0,0,0,0,"",1,""
749,6,11,28,[15531],"",0,3,0,0,0,0,0,0,"",1,""
750,6,11,29,[15532],"",0,3,0,0,0,0,0,0,"",1,""
751,6,11,30,[15533],"",0,3,0,0,0,0,0,0,"",1,""
752,6,11,31,[15534],"",0,3,0,0,0,0,0,0,"",1,""
753,3,11,32,[15647],"",0,3,0,0,0,0,0,0,"",1,""
754,3,11,33,[15648],"",0,3,0,0,0,0,0,0,"",1,""
755,3,11,34,[15649],"",0,3,0,0,0,0,0,0,"",1,""
756,3,11,35,[15650],"",0,3,0,0,0,0,0,0,"",1,""
757,7,11,36,[15759],"",0,3,0,0,0,0,0,0,"",1,""
758,7,11,37,[15760],"",0,3,0,0,0,0,0,0,"",1,""
759,7,11,38,[15761],"",0,3,0,0,0,0,0,0,"",1,""
760,1,11,39,[15871],"",0,3,0,0,0,0,0,0,"",1,""
761,1,11,40,[15872],"",0,3,0,0,0,0,0,0,"",1,""
762,1,11,41,[15873],"",0,3,0,0,0,0,0,0,"",1,""
763,1,11,42,[15874],"",0,3,0,0,0,0,0,0,"",1,""
764,1,11,43,[15875],"",0,3,0,0,0,0,0,0,"",1,""
765,1,11,44,[15876],"",0,3,0,0,0,0,0,0,"",1,""
766,4,11,45,[16000],"",0,3,0,0,0,0,0,0,"",1,""
767,4,11,46,[16001],"",0,3,0,0,0,0,0,0,"",1,""
768,4,11,47,[16002],"",0,3,0,0,0,0,0,0,"",1,""
769,4,11,48,[16003],"",0,3,0,0,0,0,0,0,"",1,""
