"rownum","Id","MonsterVarietiesKeys","AchievementItemsKeys","bool","PlayerConditionsKeys","MonsterDeathConditionsKeys","[rid]","i32","i32","bool","bool","[rid]","[rid]","[string]","[rid]","rid","i32","[rid]","bool","[rid]","[i32]","bool"
190,"KillUnbreakableMk1WithoutBeingAffectedByMagneticStorm",[8260],[7424],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[41],[],""
191,"KillNashtaTheUsurperWithoutDetonatingVolatileEmberstormsAndWhileAffectedByEmberstorm",[8263],[7425],"",[39],[],[],1,1,1,"",[],[],[],[],"",0,[],"",[42],[],""
192,"KillVoxTwinsWithoutBecomingImmobilised","[8273,8274]",[7426],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"","[43,44]",[],""
193,"KillVoxTwinsWithoutTwinsSwappingPositions","[8273,8274]",[7427],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"","[45,44]",[],""
194,"KillVoxTwinsByKillingVixVoxFirst",[8274],[7428],"",[],[],[],1,1,1,"",[],[],[],[],"",0,[],"",[44],[],""
195,"KillVoxTwinsByKillingVinnyVoxFirst",[8273],[7429],"",[],[],[],1,1,1,"",[],[],[],[],"",0,[],"",[44],[],""
196,"KillWarband","[4295,4298,4300,4323,4326,4329,4349,4352,4354,4356,4362,4365,4374,4376,4379,4381,4383,4385]",[7542],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],""
197,"KillBeyondBoss",[0],[7547],"",[],[15],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],""
198,"KillHeistBossNoTwins","[8270,8260,8263,8265]",[7561],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],""
199,"KillHeistBossTwins83","[8273,8274]",[9703],"",[],[],[],83,83,"","",[],[],[],[],"",0,[],"",[44],[],""
200,"KillMavenBuffedBoss",[0],"[9464,9528,9677]","",[],"[7,39]",[],1,1,"","",[],[],[],[],"",0,[],"",[],[],""
201,"KillAbaxoth",[3435],[7665],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],""
202,"KillShaper",[4970],[8351],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],""
203,"KillSirusAwakeningLevel8",[7860],[8223],"",[],[],[],1,1,"","",[10701],[],[],[],"",0,[],"",[],[8],""
204,"KillOshabi",[8147],[9704],"",[],[],[],83,83,"","",[],[],[],[],"",0,[],"",[],[],""
205,"KillTheMaven",[8467],"[8222,7630]","",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],""
206,"KillCaptainClayborneWithoutDefeatingDrownedCrew",[8233],[7491],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[46],[],""
207,"KillOrmudFiendOfTheFloodWithoutBeingHitByWaterVortexOrCollapsingOrb",[8436],[7492],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[47],[],""
208,"KillLyciusMidnightsHowlWhileHeIsUsingWolfBarrage",[4623],[7493],"",[],[40],[],1,1,1,"",[],[],[],[],"",0,[],"",[],[],""
209,"KillBramblefallBossesWithoutBeingHitBySlamScreechSpikes","[8170,8173,8176]",[7632],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"","[48,49]",[],""
210,"KillBurtokConjurerOfBonesWhileAffectedByBoneRoilAndWhileHeIsBleeding",[3384],[7633],"",[40],[36],[],1,1,1,"",[],[],[],[],"",0,[],"",[],[],""
211,"KillDoedreTheDefilerWhileYouHave5StacksOfDoedresSufferingTormentWithering","[5784,5788]",[7634],"","[41,42,43]",[],[],1,1,1,"",[],[],[],[],"",0,[],"",[],[],""
212,"KillFoundryMapBossesWithinThreeSecondsOfOneAnotherAndWithoutBeingHitByCorpseRain","[8459,8225]",[7631],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"","[50,51]",[],""
213,"DefeatTheMavenWithoutMoreThan16VolatilesEver",[8467],[7660],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[52],[],""
214,"DefeatTheMavenWithoutFailingMemoryGame",[8467],"[7662,9723]","",[],[],[],85,85,"","",[],[],[],[],"",0,[],"",[53],[],""
215,"DefeatTheMavenWithoutBeingHitByElasticBeams",[8467],[7663],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[54],[],""
216,"KillLegionGeneral","[7228,7242,7267,7289,7315]",[7730],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],""
217,"KillBaranTheCrusaderWith80QuantityInArea","[7725,7726]","[8016,8580]","",[],[],[],1,1,"","",[1037],[],[],[],"",0,[],"",[],[80],""
218,"KillVeritaniaTheRedeemerWith80QuantityInArea","[7750,7751]","[8017,8581]","",[],[],[],1,1,"","",[1037],[],[],[],"",0,[],"",[],[80],""
219,"KillAlHezminTheHunterWith80QuantityInArea","[7772,7773]","[8018,8582]","",[],[],[],1,1,"","",[1037],[],[],[],"",0,[],"",[],[80],""
220,"KillDroxTheWarlordWith80QuantityInArea","[7800,7801]","[8019,8583]","",[],[],[],1,1,"","",[1037],[],[],[],"",0,[],"",[],[80],""
221,"KillTrialmaster",[8498],"[7906,9699]","",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],""
222,"KillSanguineSirenWhileAffectedByTemporalChains",[5656],[7744],"",[46],[],[],1,1,1,"",[],[],[],[],"",0,[],"",[],[],1
223,"KillPromenadeBossRanged",[2451],[],"",[],[],[],1,1,"","",[],[],[],[],127,1,[],"",[],[],""
224,"KillPromenadeBossMelee",[2448],[],"",[],[],[],1,1,"","",[],[],[],[],127,1,[],"",[],[],""
225,"KillPromenadeBossesWhileAffectedByConductivity","[2448,2451]",[7745],"",[47],[],[],1,1,"","",[],[],[],[],"",0,[],"",[55],[],1
226,"KillOlofSonOfTheHeadsmansWhileBothHeAndAllPlayersAreTaunted",[4061],[7902],"",[38],[41],[],1,1,1,"",[],[],[],[],"",0,[],"",[],[],""
227,"KillTyrantWhileBotheAndAllPlayersAreAffectedByMoltenShell",[2475],[7903],"",[48],[42],[],1,1,1,"",[],[],[],[],"",0,[],"",[],[],1
228,"KillThePrimalOneWhileHeIsChannellingSunderAndWithoutBeingHitBySunder",[2430],[7904],"",[],[43],[],1,1,1,"",[],[],[],[],"",0,[],"",[58],[],""
229,"KillUulNetolLevel81OrHigherAfterActivatingAll4Portals",[5114],[7905],"",[],[],[],81,81,1,"",[],[],[],[],"",0,[],"",[59],[],""
230,"KillTrialmasterWithoutBeingHitByBloodOrb",[8498],[7921],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[60],[],""
231,"KillTrialmasterWithoutBeingHitBySpearPulse",[8498],[7922],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[61],[],""
232,"KillTrialmasterAfterCollectingAllCurrencyFromShrines",[8498],[9449],"",[],[],[],1,1,1,"",[],[],[],[],"",0,[],"",[62],[],""
233,"KillTrialmasterWhileAffectedByTetherAndWithoutBeingHitByHeart",[8498],[7924],"",[49],[],[],1,1,1,"",[],[],[],[],"",0,[],"",[63],[],1
234,"KillTheReaverWhileAffectedByBearTrap",[2445],[8006],"",[50],[],[],1,1,1,"",[],[],[],[],"",0,[],"",[],[],""
235,"KillStonebeakAfterGnarAndWithoutDamagingGnarBeforeStonebeakDeath",[4046],[8007],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"","[64,65]",[],""
236,"KillStoneOfTheCurrentsWhileVolatileSurgeIsActiveAnd15FloodOrbsAreAlive",[4230],[8008],"",[],[44],[],1,1,1,"",[],[],[],[],"",0,[],"",[79],[],""
237,"KillMurgethBogsongWhileAffectedByToxicSwamp",[8195],[8194],"",[51],[],[],1,1,1,"",[],[],[],[],"",0,[],"",[],[],""
238,"DefeatMerveilUndergroundSeaMapWhileAffectedByFourStacksOfScreech",[2374],[8195],"",[52],[],[],1,1,1,"",[],[],[],[],"",0,[],"",[],[],""
239,"DefeatTrioCrystalOreMapWhileAffectedByRighteousFire","[3917,3938,3959]",[8197],"",[53],[],[],1,1,"","",[],[],[],[],"",0,[],"",[66],[],""
240,"KillUhtredWithoutBeingAffectedByGlimpseOfInfinityOrIndifferenceOfTheCosmos",[8655],[8206],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[67],[],""
241,"KillUthredWhileAffectedByGlimpseOfInfinity",[8655],[8207],"",[54],[],[],1,1,1,"",[],[],[],[],"",0,[],"",[],[],""
242,"KillUhtredWhileAffectedByIndifferenceOfTheCosmos",[8655],[8208],"",[55],[],[],1,1,1,"",[],[],[],[],"",0,[],"",[],[],""
243,"KillUhtredWithoutTriggeringSeekingStar",[8655],[8209],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[68],[],""
244,"KillMedvedWhilePoisoned",[8704],[8198],"",[56],[],[],1,1,1,"",[],[],[],[],"",0,[],"",[],[],""
245,"KillMedvedAfterFiveArachnidFamiliarSummons",[8704],[8199],"",[],[],[],1,1,1,"",[],[],[],[],"",0,[],"",[69],[],""
246,"KillMedvedAfterKilling3CultistsWithin5Seconds",[8704],[8200],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[70],[],""
247,"KillMedvedWithoutKillingAnyCultists",[8704],[8201],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[71],[],""
248,"KillVoranaWhileAffectedByTheBlackReaping",[8656],[8202],"",[57],[],[],1,1,1,"",[],[],[],[],"",0,[],"",[],[],""
249,"KillVoranaWithoutCausingAnyOrbitingStarsToCollapse",[8656],[8203],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[72],[],""
250,"KillVoranaAfterCausingAtLeast25OrbitingStarsToCollapse",[8656],[8204],"",[],[],[],1,1,1,"",[],[],[],[],"",0,[],"",[73],[],""
251,"KillVoranaWithoutBeingHitByCollapsingOrbitingStarsOrTheirProjectiles",[8656],[8205],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[74],[],""
252,"KillOlrothWhileBothRunicGatewaysAreActive",[8709],[8210],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[75],[],""
253,"KillOlrothWhileBothCrystalStarsAreActive",[8709],[8211],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[76],[],""
254,"KillOlrothWithoutBeingHitByCageOfLightOrAffectedByExterminatingFlames",[8709],[8212],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"","[77,78]",[],""
255,"KillOlrothWhileAffectedByEnervation",[8709],[8213],"",[58],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],""
256,"KillAul",[6636],"[4205,8842]","",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],""
257,"KillFarrul","[6133,6134]",[4206],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],""
258,"FlawlessBreachstoneBreachlord","[5114,5117,5105,5108,5111]",[9577],"",[],[],[],84,84,"","",[],[],[],[],"",0,[],"",[],[],""
259,"KillAulWithoutBeingHitByAbyssSlam81plus",[6636],[9109],"",[],[],[],81,81,"","",[],[],[],[],"",0,[],"",[80],[],""
260,"KillUberElderWithoutBeingHitByBeamOrTentacles",[5968],[8404],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[81],[],""
261,"KillUberAtziriWithoutBeingHitByStormCall",[3389],[9450],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[82],[],""
262,"KillSirus8WithoutBeingHitByEndlessFire",[7860],[8406],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[83],[],""
263,"KillMavenWithoutBeingHitByCascade",[8468],[8407],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[84],[],""
264,"KillCrusaderWithoutBeingHitBySlam","[7725,7726]",[8343],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[85],[],""
265,"KillHunterWithoutBeingHitByStabSlam","[7772,7773]",[8344],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[86],[],""
266,"KillRedeemerWithoutBeingHitByTornadoes","[7750,7751]",[8345],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[87],[],""
267,"KillWarlordWithoutBeingHitByBanners","[7800,7801]",[8346],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[88],[],""
268,"KillTheBlackStar",[8963],"[8422,8518]","",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],""
269,"KillTheInfiniteHunger",[8972],"[8423,8519]","",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],""
270,"KillTheSearingExarch",[8966],"[8424,8568]","",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],""
271,"KillTheEaterOfWorlds",[8967],"[8425,8567]","",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],""
272,"KillOlroth83OrHigher",[8709],[9702],"",[],[],[],83,83,"","",[],[],[],[],"",0,[],"",[],[],""
273,"KillKurgal81OrHigher",[5955],[8573],"",[],[],[],81,81,"","",[],[],[],[],"",0,[],"",[],[],""
274,"KillUulNetol81OrHigher",[5114],[8572],"",[],[],[],81,81,"","",[],[],[],[],"",0,[],"",[],[],""
275,"DefeatAmanamu81OrHigher",[5954],[8571],"",[],[],[],81,81,"","",[],[],[],[],"",0,[],"",[],[],""
276,"DefeatMastermind83OrHigher",[6913],"[9110,9227]","",[],[],[],83,83,"","",[],[],[],[],"",0,[],"",[],[],""
277,"KillBlackStarWithoutBeingHitByMeteors",[8963],[8629],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[89],[],""
278,"KillBlackStarWithMonsterFleet",[8963],[8630],"",[],[],[],1,1,"","",[990],[],[],[],"",0,[],"",[],[],""
279,"KillInfiniteHungerWithoutBeingTeleported",[8972],[8631],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[90],[],""
280,"KillInfiniteHungerWithMonsterLife",[8972],[8632],"",[],[],[],1,1,"","",[988],[],[],[],"",0,[],"",[],[],""
281,"KillEaterOfWorldsWithoutDrowning",[8967],[8633],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[91],[],""
282,"KillEaterOfWorldsWithChilledGround",[8967],[8634],"",[],[],[],1,1,"","",[10794],[],[],[],"",0,[],"",[],[],""
283,"KillSearingExarchWithoutBeingHitByRollingMeteors",[8966],[8635],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[92],[],""
284,"KillSearingExarchWithPhysicalAsFire",[8966],[8636],"",[],[],[],1,1,"","",[1030],[],[],[],"",0,[],"",[],[],""
285,"KillMapBossWhileAffectedByCovetousShrine",[0],[8766],"",[45],[7],[],1,1,"",1,[],[],[],[],"",0,[],"",[],[],""
286,"KillEssenceBossWhileAffectedByCovetousShrine",[0],[8768],"",[45],[21],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],""
287,"KillMetamorphWhileAffectedByCovetousShrine",[7718],[8769],"",[45],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],""
288,"KillDeliriumBossWhileAffectedByCovetousShrine","[7935,7937]",[8770],"",[45],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],""
289,"KillShaperOrElderGuardianWhileAffectedByCovetousShrine","[4887,4878,4883,4890,5956,5958,5960,5963]",[8771],"",[45],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],""
290,"KillHarvestBoss","[8126,8143,8145]",[9372],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],""
291,"DefeatRareMonsterTaggedBySentinel",[0],[8653],"",[],"[2,45]",[],1,1,"","",[],[],[],[],"",0,[],"",[],[],""
292,"DefeatRogueExileTaggedBySentinel","[2547,2551,2553,2565,2566,2570,2572,2535,2539,2543,2599,2602,2603,2587,2591,2593,2579,2582,2584,2557,2558,2562,2545,2554,2573,2596,2585,2563,2577,2564,2586,2597,2556,2578,2604,2605,2606,2607,2608,2609]",[8654],"",[],[45],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],""
293,"DefeatActBossTaggedBySentinel","[151,148,1596,4151,5402,5165,5396,5304,5328,5812,5409]",[8655],"",[],[45],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],""
294,"KillMapBossInRareMapAfterActivating6SearingExarchAltarsWithWrathOfTheCosmosAllocated",[0],[8790],"",[59],[7],[],83,83,"",1,[1944],[],[],[],"",0,[],"",[],[2],""
295,"KillUberShaper",[4970],"[9460,9465,9535]","",[],[],[],85,85,"","",[],[],[],[],"",0,[],"",[],[],""
296,"KillUberSirus",[7860],"[9454,9465,9529]","",[],[],[],85,85,"","",[],[],[],[],"",0,[],"",[],[],""
297,"KillUberUberElder",[5968],"[9455,9465,9530]","",[],[],[],85,85,"","",[],[],[],[],"",0,[],"",[],[],""
298,"KillUberMaven",[8467],"[9456,9465,9531]","",[],[],[],85,85,"","",[],[],[],[],"",0,[],"",[],[],""
299,"KillUberSearingExarch",[8966],"[9457,9465,9532]","",[],[],[],85,85,"","",[],[],[],[],"",0,[],"",[],[],""
300,"KillUberEaterOfWorlds",[8967],"[9458,9465,9533]","",[],[],[],85,85,"","",[],[],[],[],"",0,[],"",[],[],""
301,"DefeatEssenceBossWithAtLeast5RareModifiers",[0],[8759],"",[],[47],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],""
302,"DefeatAnEssenceBossWhichHasACorruptOnlyEssences",[0],[9352],"",[],"[21,49]",[],1,1,"","",[],[],[],[],"",0,[],"",[],[],""
303,"KillShaperWithMavenWitness",[4970],[8835],"",[],[39],[],1,1,1,"",[],[],[],[],"",0,[],"",[],[],""
304,"KillShaperWithoutBeingAffectedByShaperBeam",[4970],[8836],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[93],[],""
305,"KillShaperWithoutDetonatingAnomaly",[4970],[8837],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[94],[],""
306,"KillShaperWhileHimAndYouAreChilled",[4970],[8838],"",[60],[50],[],1,1,1,"",[],[],[],[],"",0,[],"",[],[],""
307,"KillBlackStarWith80ItemQuantity",[8963],[8843],"",[],[],[],1,1,1,"",[1037],[],[],[],"",0,[],"",[],[80],""
308,"KillBlackStarWithoutGainingMoreThan5StacksOfCrushingDarknessOrAnnihilatingLight",[8963],[8844],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[97],[],""
309,"KillBlackStarWith30StacksOfAnnihilatingLightAndWithoutGainingStacksOfCrushingDarkness",[8963],[8845],"",[61],[],[],1,1,"","",[],[],[],[],"",0,[],"",[95],[],""
310,"KillBlackStarWith30StacksOfCrushingDarknessAndWithoutGainingStacksOfAnnihilatingLight",[8963],[8846],"",[62],[],[],1,1,"","",[],[],[],[],"",0,[],"",[96],[],""
311,"KillInfiniteHungerWith80ItemQuantity",[8972],[8847],"",[],[],[],1,1,1,"",[1037],[],[],[],"",0,[],"",[],[80],""
312,"KillInfiniteHungerWithoutBeingHitByVomit",[8972],[8848],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[98],[],""
313,"KillInfiniteHungerWith50StacksOfCorrosiveHunger",[8972],[8849],"",[63],[],[],1,1,1,"",[],[],[],[],"",0,[],"",[],[],""
314,"KillInfiniteHungerWithoutGainingMoreThan20StacksOfCorrosiveHungerAndAfterBeingPulledUnder3Times",[8972],[8850],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"","[99,100]",[],""
315,"KillSearingExarchWith80ItemQuantity",[8966],[8851],"",[],[],[],1,1,1,"",[1037],[],[],[],"",0,[],"",[],[80],""
316,"KillSearingExarchWithoutBeingAffectedByCauterisedFlesh",[8966],[9711],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[101],[],""
317,"KillSearingExarchWithoutBeingHitByAnnihilation",[8966],[8854],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[102],[],""
318,"KillEaterOfWorldsWith80ItemQuantity",[8967],[8855],"",[],[],[],1,1,1,"",[1037],[],[],[],"",0,[],"",[],[80],""
319,"KillEaterOfWorldsAfterBeginningToDrownAtLeast10Times",[8967],[8856],"",[],[],[],1,1,1,"",[],[],[],[],"",0,[],"",[103],[],""
320,"KillEaterOfWorldsWithoutBeingAffectedByMoreThan10StacksOfInescapableDoom",[8967],[8857],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[104],[],""
321,"KillUberElderAfterDefeating3MadnessPropagatorsWithin5Seconds",[5968],[8863],"",[],[],[],1,1,1,"",[],[],[],[],"",0,[],"",[105],[],""
322,"KillUberElderWithoutTakingDamageFromShaperBeam",[5968],[8864],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[106],[],""
323,"KillUberElderWithoutDetonatingVolatileAnomalies",[5968],[8865],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[107],[],""
324,"KillUberElderAfterDetonatingAtLeast20VolatileAnomalies",[5968],[8866],"",[],[],[],1,1,1,"",[],[],[],[],"",0,[],"",[108],[],""
325,"KillMavenWithoutBeingHitByCascadeOfPain",[8467],[8867],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[109],[],""
326,"KillMavenAfterCompleting5MemoryGames",[8467],[8868],"",[],[],[],1,1,1,"",[],[],[],[],"",0,[],"",[110],[],""
327,"KillMavenWhileAffectedByMavensPunishment",[8467],"[8869,9251]","",[64],[],[],1,1,1,"",[],[],[],[],"",0,[],"",[],[],""
328,"KillMavenWithoutBeingAffectedByGravityWell",[8467],[8870],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[111],[],""
329,"KillRareMonsterInT16MapWith5ArchnemesisMods",[0],[9466],"",[],"[2,48]",[],83,83,"","",[],[],[],[],"",0,[],"",[],[],""
330,"KillMapBossT16With50Empowerment",[0],[8876],"",[],"[7,52]",[],83,83,"","",[],[],[],[],"",0,[],"",[],[],""
331,"KillMapBossLevel80With50Empowerment",[0],[8826],"",[],"[7,52]",[],80,80,"","",[],[],[],[],"",0,[],"",[],[],""
332,"KillDeliriumBossLevel80With50Empowerment","[7935,7937]",[8827],"",[],[52],[],80,80,"","",[],[],[],[],"",0,[],"",[],[],""
333,"KillBreachBossInDomainLevel80With50Empowerment","[5114,5117,5105,5108,5111]",[8828],"",[],[52],[],80,80,"","",[],[],[],[],"",0,[],"",[],[],""
334,"KillMetamorphLevel80With50Empowerment",[7718],[8829],"",[],[52],[],80,80,"","",[],[],[],[],"",0,[],"",[],[],""
335,"KillSuncallerAshaIn8ModT16MapWhileEmpoweredByUniqueSentinel",[988],[8859],"",[],[46],[],83,83,"","",[4489],[],[],[],"",0,[],"",[],[8],""
336,"KillMaligaroTheMutilatorIn8ModT16MapWhileEmpoweredByUniqueSentinel",[5798],[8860],"",[],[46],[],83,83,"","",[4489],[],[],[],"",0,[],"",[],[8],""
337,"KillAmalgamOfNightmaresIn8ModT16MapWhileEmpoweredByUniqueSentinel",[5814],[8861],"",[],[46],[],83,83,"","",[4489],[],[],[],"",0,[],"",[],[8],""
338,"KillStoneOfTheCurrentsIn8ModT16MapWhileEmpoweredByUniqueSentinel",[4230],[8862],"",[],[46],[],83,83,"","",[4489],[],[],[],"",0,[],"",[],[8],""
339,"KillShavronneTheSickeningIn8ModT16MapWhileEmpoweredByUniqueSentinel",[5793],[8877],"",[],[46],[],83,83,"","",[4489],[],[],[],"",0,[],"",[],[8],""
340,"KillDoedreTheDefilerIn8ModT16MapWhileEmpoweredByUniqueSentinel",[5205],[8878],"",[],[46],[],83,83,"","",[4489],[],[],[],"",0,[],"",[],[8],""
341,"KillFireAndFuryIn8ModT16MapWhileEmpoweredByUniqueSentinel",[2301],[8879],"",[],[46],[],83,83,"","",[4489],[],[],[],"",0,[],"",[],[8],""
342,"KillTheRestlessShadeIn8ModT16MapWhileEmpoweredByUniqueSentinel",[8204],[8880],"",[],[46],[],83,83,"","",[4489],[],[],[],"",0,[],"",[],[8],""
343,"KillMetamorphComprisedOf5UniqueBodyParts",[7718],[8772],"",[],[51],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],""
344,"KillMetamorphWhichHas5ArchnemesisModifiers",[7718],[9359],"",[],[53],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],""
345,"KillExpeditionBoss","[8655,8704,8656,8709]",[8952],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],""
346,"KillPossessedMonster",[0],[9326],"",[],"[13,2]",[],1,1,"","",[],[],[],[],"",0,[],"",[],[],""
347,"DefeatAnEssenceWith3ShriekingEssences",[0],[8918],"",[],"[21,54]",[],81,81,"","",[],[],[],[],"",0,[],"",[],[],""
348,"FinishAbyssAreas","[5953,5954,6034,6035]",[8922],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],""
349,"KillBlightBossLevel81Plus","[7448,7456,7458,7464,7468,7478,7490,7511,7520,7529,7535,7546,7551,7564,7571,7577,7583,7590,7599,7608,7614,7626,7636,7648]",[8946],"",[],[],[],81,81,"","",[],[],[],[],"",0,[],"",[],[],""
350,"Kill83IncursionOmnitect",[6290],[9111],"",[],[],[],83,83,"","",[],[],[],[],"",0,[],"","[113,114]",[],""
351,"DefeatMastermind81OrHigher",[6913],[9106],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],""
352,"KillUberAtziriWithoutBeingHitByFlameblast",[3389],[9108],"",[],[],[],1,1,"","",[],[],[],[],"",0,[],"",[112],[],""
353,"KillLakePhysicalBosses","[1938,1363,2949,2322,1906,8171,4916,4034,5815,5679,3782,4460,4895,5719,4402,2575,5657,8213,2290,4620,5146,5730,8220,2308,2296,5383,4489,251,1372,2406,3836,1161,2410,3385,1599,2315,4156,4069,2446,5789,2382,2431,7066,3126,1397,3859,5206,2325,8174,2541,4083,5785,2395,3960,2589,4077]",[9033],"",[],[],[1777],81,81,"","",[],[],[],[],"",0,[],"",[],[],""
354,"KillLakeColdBosses","[1022,2352,5308,4089,8181,8437,1480,2004,5322,5168,5692,2375,4170,74,8184,8187,2328]",[9030],"",[],[],[1777],81,81,"","",[],[],[],[],"",0,[],"",[],[],""
355,"KillLakeFireBosses","[5423,2440,2473,2392,5151,2340,4026,8411,2302,4059,2654,989,4533,5435,5777,5645,5346,2319,6265,74,5332,1297,4430,5005,3939]",[9031],"",[],[],[1777],81,81,"","",[],[],[],[],"",0,[],"",[],[],""
356,"KillLakeLightningBosses","[5794,5831,2469,2331,1350,2347,4905,4148,2482,4415,5158,1589,4231,1029,2443,8414,2452,8177]",[9032],"",[],[],[1777],81,81,"","",[],[],[],[],"",0,[],"",[],[],""
357,"KillLakeChaosBosses","[2402,2312,2436,2344,3973,8205,1525,5192,5357,5799,8196,2490,8226,1434,2493,4427,5889,2337]",[9034],"",[],[],[1777],81,81,"","",[],[],[],[],"",0,[],"",[],[],""
358,"KillAnyEssence",[0],[9564],"",[],[21],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],""
359,"KillAtziri",[3238],[9144],"",[],[],[756],70,70,"","",[],[],[],[],"",0,[],"",[],[],""
360,"KillExileWhilePlayerAffectedByShrine","[2547,2551,2553,2565,2566,2570,2572,2535,2539,2543,2599,2602,2603,2587,2591,2593,2579,2582,2584,2557,2558,2562,2545,2554,2573,2596,2585,2563,2577,2564,2586,2597,2556,2578,2604,2605,2606,2607,2608,2609]",[9146],"",[20],[],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],""
361,"KillExileWhilePlayerDelirious","[2547,2551,2553,2565,2566,2570,2572,2535,2539,2543,2599,2602,2603,2587,2591,2593,2579,2582,2584,2557,2558,2562,2545,2554,2573,2596,2585,2563,2577,2564,2586,2597,2556,2578,2604,2605,2606,2607,2608,2609]",[9148],"",[],[35],[],1,1,"","",[],[],[],[],"",0,[],"",[],[],""
362,"KillMillionMonsters",[0],[9228],"",[],[],[],68,68,"","",[],[],[],[],"",0,[],"",[],[],""
363,"Kill4ModRares",[0],"[9234,9721]","",[],"[2,48]",[],1,1,"","",[],[],[],[],"",0,[],"",[],[],""
