"rownum","Id","Text","TextHardmode"
244,"ReminderTextProtractedBattle","(Monsters in Stasis do not take any actions)",""
245,"ReminderTextResourceReallocation","(Non-resident Architects are those that can be killed to upgrade the Incursion room)",""
246,"ReminderTextContestedDevelopment","(Resident Architects are those that can be killed to change the Incursion room)",""
247,"ReminderTextShaperGuardians","(Shaper Guardians are Guardian of the Chimera, Guardian of the Minotaur, Guardian of the Hydra and Guardian of the Phoenix)",""
248,"ReminderTextElderGuardians","(Elder Guardians are The Enslaver, The Eradicator, The Constrictor and The Purifier)",""
249,"ReminderTextAtlasConquerors","(Conquerors are Baran, the Crusader, Veritania, the Redeemer, Al-Hezmin, the Hunter and Drox, the Warlord)",""
250,"ReminderTextBasicCurrency","(Basic Currency includes any currency that drops from non-league content)",""
251,"ReminderTextInfluencedItems","(Influenced Items can have modifiers not found anywhere else)",""
252,"ReminderTextKeystoneDivineFlesh","(All Damage taken bypasses Energy Shield\n50% of Elemental Damage taken as Chaos Damage\n+5% to maximum Chaos Resistance)",""
253,"ReminderTextCruelty","(Cruelty makes all Skills Supported by Cruelty Support deal up to 40% more Damage over Time, based on the amount of Damage in the Hit which grants it)",""
254,"ReminderTextKeystoneEverlastingSacrifice","(When you reach full Energy Shield, Sacrifice all Energy Shield to gain +5% to all Maximum Resistances for 4 seconds)",""
255,"ReminderTextShepherdOfSouls","(When you use a Vaal Skill, other Vaal skills gain 50% of the consumed Souls. Deal 30% less Damage with Non-Vaal Skills)",""
256,"ReminderTextLifetap","(Lifetap grants 20% increased Life Recovery from Flasks)",""
257,"ReminderTextKeystoneMagebane","(Dexterity provides no inherent bonus to Evasion Rating. +1% chance to Suppress Spell Damage per 15 Dexterity)",""
258,"ReminderTextSuppression","(50% of Damage from Suppressed Hits and Ailments they inflict is prevented)",""
259,"ReminderTextKeystoneGhostDance","(Cannot Recover Energy Shield to above Evasion Rating. Every 2 seconds, gain a Ghost Shroud, up to a maximum of 3. When Hit, lose a Ghost Shroud to Recover Energy Shield equal to 3% of your Evasion Rating)",""
260,"ReminderTextKeystoneDivineShield","(Cannot Recover Energy Shield to above Armour. 3% of Physical Damage prevented from Hits Recently is Regenerated as Energy Shield per second)",""
261,"ReminderTextKeystoneSolipsism","(Intelligence provides no inherent bonus to Energy Shield. 2% reduced Duration of Elemental Ailments on you per 15 Intelligence)",""
262,"ReminderTextKeystoneVersatileCombatant","(-25% to maximum Chance to Block Attack Damage, -25% to maximum Chance to Block Spell Damage, +2% Chance to Block Spell Damage for each 1% Overcapped Chance to Block Attack Damage)",""
263,"ReminderTextKeystoneLetheShade","(Take 50% less Damage over Time if you've started taking Damage over Time in the past second. 100% more Duration of Ailments on you)",""
264,"ReminderTextUncappedBlockChance","(Uncapped Chance to Block is the value Chance to Block would have if ignoring Maximum Chance to Block)",""
265,"ReminderTextOvercappedBlockChance","(Overcapped Chance to Block is the amount by which Uncapped Chance to Block is higher than Maximum Chance to Block)",""
266,"ReminderTextOvercappedResistance","(Overcapped Resistance is the amount by whch Uncapped Resistance is higher than Maximum Resistance)",""
267,"ReminderTextFireAilments","(Fire Ailments are Ignited and Scorched)",""
268,"ReminderTextFortifyingHit","(Fortifying grants an amount of Fortification based on the Damage of the Hit)",""
269,"ReminderTextUpfrontCost","(Upfront Costs are all Costs that are not paid per-second)",""
270,"ReminderTextBlindNoDuration","(Being Blinded causes 20% less Accuracy Rating and Evasion Rating)",""
271,"ReminderTextCoveredInFrostNoDuration","(Being Covered in Frost applies 50% less Critical Strike Chance and 20% increased Cold Damage Taken)",""
272,"ReminderTextCoveredInFrost","(Being Covered in Frost applies 50% less Critical Strike Chance and 20% increased Cold Damage Taken, for 4 seconds)",""
273,"ReminderTextCorrosion","(-5000 to total Armour and -1000 to total Evasion Rating per Corrosion. Corrosion lasts 4 seconds and refreshes the duration of existing Corrosion)",""
274,"ReminderTextKeystonePreciseTechnique","(40% more Attack Damage if Accuracy Rating is higher than Maximum Life. Never deal Critical Strikes)",""
275,"ReminderTextOperativesStrongbox","(Operative's Strongboxes contain Scarabs)",""
276,"ReminderTextRogueExileBodyguards","(Rogue Exile Bodyguards take 50% less damage, and have additional Rewards.)",""
277,"ReminderTextOilExtractor","(An Oil Extractor destroys an Anointed Item to recover one of the Oils that was used to apply that Anointment)",""
278,"ReminderTextComprehensiveScoutingReports","(Comprehensive Scouting Reports reroll all of Kirac's Atlas Missions, adding additional mission options that can include new outcomes)",""
279,"ReminderTextOperativesScoutingReport","(Operative's Scouting Reports reroll all of Kirac's Atlas Missions, granting missions with rewarding implicit modifiers.)",""
280,"ReminderTextBlightedScoutingReports","(Blighted Scouting Reports reroll all of Kirac's Atlas Missions, including at least one Anointed Blighted Map)",""
281,"ReminderTextDeliriousScoutingReports","(Delirious Scouting Reports reroll all of Kirac's Atlas Missions, adding layers of Delirium to all non-Unique Maps)",""
282,"ReminderTextOtherworldlyScoutingReports","(Otherworldly Scouting Reports reroll all of Kirac's Atlas Missions, including at least one Breachstone)",""
283,"ReminderTextHandofXeshtUla","(Hand of Xesht-Ula can drop Breach Splinters of every Breach type)",""
284,"ReminderTextXeshtUlaBoss","(Xesht-Ula can drop Breachstones of every Breach type)",""
285,"ReminderTextGreedShrine","(On monsters, Covetous Shrine's Aura increases Quantity and Rarity of dropped Items and reduces Damage Taken. On Players, Covetous Shrine's Buff increases Quantity and Rarity of Items found and increases Damage Taken)",""
286,"ReminderTextBountyTarget","(Bounty Targets drop a large number of Rogue's Markers and can drop a Contract)",""
287,"ReminderTextExtinguish","(Extinguished enemies cannot inflict elemental ailments. Extinguish lasts 4 seconds)",""
288,"ReminderTextFireExposureDuration","(Fire Exposure subtracts from Fire Resistance for 4 seconds)",""
289,"ReminderTextColdExposureDuration","(Cold Exposure subtracts from Cold Resistance for 4 seconds)",""
290,"ReminderTextLightningExposureDuration","(Lightning Exposure subtracts from Lightning Resistance for 4 seconds)",""
291,"ReminderTextAlluringVaalSideArea","(Alluring Vaal Side Areas are more dangerous and drop Mortal Fragments)",""
292,"ReminderTextImprovedLabyrinthTrial","(Improved Labyrinth Trials reward an Improved Offering to the Goddess)",""
293,"ReminderTextEldritchBosses","(Eldritch Bosses are The Searing Exarch, The Black Star, The Eater of Worlds, The Infinite Hunger, and The Elder) ",""
294,"ReminderTextBrittleGround","(Enemies on your Brittle Ground are Brittle. Hits have +2% Critical Strike Chance against them)",""
295,"ReminderTextScorchedGround","(Enemies on your Scorched Ground are Scorched. They have -10% to Elemental Resistances)",""
296,"ReminderTextSappedGround","(Enemies on your Sapped Ground are Sapped. They deal 6% less Damage)",""
297,"ReminderTextMalignantMadness","(Malignant Madness reduces Damage and Action Speed by 10%, for 8 seconds)",""
298,"ReminderTextKeystoneSupremeDecadence","(Life Recovery from Flasks also applies to Energy Shield. 30% less Life Recovery from Flasks)",""
299,"ReminderTextSmallAtlasPassives","(Atlas Passive Skills that are not Notable, Keystones or Gateways are Small)",""
300,"ReminderTextAtlasExtraContent","(Abysses, Blight Encounters, Breaches, Expedition Encounters, Legion Encounters, Metamorph Encounters, Mirrors of Delirium, Monsters Imprisoned by Essences, Ritual Altars, Rogue Exiles, the Sacred Grove, Shrines, Smuggler's Caches, Strongboxes, and Tormented Spirits are Extra Content)",""
301,"ReminderTextLifeModifierNoCorpse","(This modifier does not affect things that check the life of corpses)",""
302,"ReminderTextEmpowerment","(Empowerment increases the damage and damage reduction of an enemy\nas well as increasing experience and item yield when killed)",""
303,"ReminderTextSapMaximumEffectNoDuration","(Sapped Enemies deal 20% less Damage)",""
304,"ReminderTextFragment","(Fragments are non-Map items that can be used in a Map Device)",""
305,"ReminderTextMaximumShockEffect","(Base Maximum Effect of Shock is 50% increased Damage taken)",""
306,"ReminderTextAdrenalineInfinite","(Adrenaline grants 100% increased Damage, 25% increased Attack, Cast and Movement Speed and 10% additional Physical Damage Reduction. You cannot gain Adrenaline if you already have it. Lasts until removed.)",""
307,"ReminderTextSingularScoutingReports","(Singular Scouting Reports reroll all of Kirac's Atlas Missions, including at least one Unique map)",""
308,"ReminderTextVaalScoutingReports","(Vaal Scouting Reports reroll all of Kirac's Atlas Missions, corrupting all non-Unique Maps.)",""
309,"ReminderTextHexTransfer","(Hexes from Auras or Cursed Ground cannot be Transferred)",""
310,"ReminderTextKeystoneHexMaster","(Your Hexes have infinite Duration\n20% less Effect of your Curses)",""
311,"ReminderTextAllElementalDamageConvertedToChaos","(Any Elemental Damage not Converted by other effects is Converted by this)",""
312,"ReminderTextGateways","(Allocating a Gateway allows you to allocate Atlas Passive Skills from its connected Gateway)",""
313,"ReminderTextAll3ExposuresNoDuration","(Each Exposure applies -10% to the matching Resistance)",""
314,"ReminderTextRollableVaalSideArea","(Currency items can be used on non-Corrupted Vaal Side Areas)",""
315,"ReminderTextRandomMasterEncounter","(Randomly encountered Masters are Alva, Einhar, Jun and Niko)",""
316,"ReminderTextBeyondBossEndsBeyond","(Beyond Portals and Demons stop spawning after a Unique Beyond Boss is spawned)",""
317,"ReminderTextTormentPlayerTouchLimit","(Players can Touch up to 50 nearby normal or magic Monsters for each Tormented Spirit Possessing them)",""
318,"ReminderTextLingerLinkEnemies","(The effects still apply to enemies after leaving the link)",""
319,"ReminderTextHardModeBonusContent","(Abysses, Blight Encounters, Breaches, Expedition Encounters, Legion Encounters, Metamorph Encounters, Mirrors of Delirium, Ritual Altars, the Sacred Grove, Smuggler's Caches and Master Missions are Bonus Content)",""
320,"ReminderTextCloseRange","(Close Range is up to 2 metres)",""
