"rownum","BaseItemTypesKey","GrantedEffectsKey","StrengthRequirementPercent","DexterityRequirementPercent","IntelligenceRequirementPercent","GemTagsKeys","VaalVariant_BaseItemTypesKey","IsVaalVariant","Description","Consumed_ModsKey","GrantedEffectsKey2","MinionGlobalSkillLevelStat","SupportSkillName","IsSupport","bool","bool","bool","bool","bool","AwakenedVariant","RegularVariant","GrantedEffectHardMode","rid","i32","ItemExperienceType","MtxSlotTypes"
203,6253,2453,0,40,60,"[20,47,11,25,4,5,15,24,2]","",1,"","",2451,"","","","","","",1,1,"","","","",3,4,[0]
204,6183,2493,0,60,40,"[21,10,25,4,14,15,22,35,37]","","","","","","","","","","","",1,1,"","",2494,"",2,3,[0]
205,6184,2516,100,0,0,"[9,16,7,13]","","","Supports melee attack skills.",13746,"","","",1,"","","",1,1,"","","","",1,6,[0]
206,6185,2544,60,0,40,"[9,25,4,8,33]","","","","","","","","","","","",1,1,"","","","",1,8,[0]
207,6005,5552,40,60,0,"[10,25,13,5,33]","","","","","","","","","","","",1,1,"","","","",2,8,[0]
208,6186,2546,40,60,0,"[10,25,13,5]",6231,"","","","","","","","","","",1,1,"","","","",2,0,[0]
209,6231,2553,40,60,0,"[10,25,13,5,24]","",1,"","",2546,"","","","","","",1,1,"","","","",2,0,[0]
210,6187,2617,0,100,0,"[10,16,5]","","","Supports projectile skills.",13778,"","","",1,"","","",1,1,"","","","",2,9,[0]
211,6188,2618,100,0,0,"[9,16,15]","","","Supports any skill that has a duration.",13779,"","","",1,"","","",1,1,"","","","",1,9,[0]
212,6189,2621,0,60,40,"[10,16,4,26]","","","Each supported spell skill will be triggered when you die. Cannot support skills used by totems, traps, or mines. Vaal skills, channelling skills, and skills with a reservation cannot be triggered.",13817,"","","",1,"","","",1,1,"","","","",2,11,[0]
213,6190,2623,60,0,40,"[9,16,4,26]","","","Each supported spell skill will track damage you take, and be triggered when the total damage taken reaches a threshold. Cannot support skills used by totems, traps, or mines. Vaal skills, channelling skills, and skills with a reservation cannot be triggered.",13780,"","","",1,"","","",1,1,"","","","",1,11,[0]
214,6191,2624,0,40,60,"[11,16,4,26]","","","Each supported spell skill will have a chance to be triggered when you are stunned. Cannot support skills used by totems, traps, or mines. Vaal skills, channelling skills, and skills with a reservation cannot be triggered.",13735,"","","",1,"","","",1,1,"","","","",3,11,[0]
215,6192,2631,0,60,40,"[10,25,15,8,4,33]",6726,"","","","","","","","","","",1,1,"","","","",2,1,[0]
216,6193,2689,0,100,0,"[29,48,10,16]","","","Supports any skill gem. Once this gem reaches level 2 or above, will raise the quality of supported gems. Cannot support skills that don't come from gems.",13781,"","","",1,"","","",1,1,472,"","","",2,13,[0]
217,6194,2691,60,0,40,"[12,9,25,4,14,0]",6195,"","","","","","","","","","",1,1,"","","","",1,7,[0]
218,6195,7780,60,0,40,"[12,9,25,4,14,15,24,0]","",1,"","",2691,"","","","","","",1,1,"","","","",1,7,[0]
219,6196,2694,0,60,40,"[12,10,25,4,14,1]",6197,"","","","","","","","","","",1,1,"","","","",2,7,[0]
220,6197,7781,0,60,40,"[12,10,25,4,14,15,24,1]","",1,"","",2694,"","","","","","",1,1,"","","","",2,7,[0]
221,6198,2697,0,0,100,"[12,11,25,4,14,2]",6199,"","","","","","","","","","",1,1,"","","","",3,7,[0]
222,6199,7782,0,0,100,"[12,11,25,4,14,15,24,2]","",1,"","",2697,"","","","","","",1,1,"","","","",3,7,[0]
223,6200,2700,0,0,100,"[11,25,4,14,15,2]",6237,"","","","","","","","","","",1,1,"","","","",3,4,[0]
224,6237,2711,0,0,100,"[11,25,4,14,15,24,2]","",1,"","",2700,"","","","","","",1,1,"","","","",3,4,[0]
225,6201,2772,0,0,100,"[11,25,4,14,0,30]",6250,"","","","","","","","","","",1,1,"","","","",3,8,[0]
226,6250,2773,0,0,100,"[11,25,4,14,24,0,30]","",1,"","",2772,"","","","","","",1,1,"","","","",3,8,[0]
227,6202,2822,0,100,0,"[10,25,13,5,6]","","","","","","","","","","","",1,1,"","","","",2,4,[0]
228,6203,2171,0,0,100,"[11,25,4,5,14,2]","","","","","","","","","","","",1,1,"","","","",3,8,[0]
229,6204,2842,0,60,40,"[21,10,25,4,14,15]","","","","","","","","","","","",1,1,"","","","",2,0,[0]
230,6205,2843,0,0,100,"[11,25,4,18,14,0]","","","","","","","","","","","",1,1,"","","","",3,1,[0]
231,6206,2844,0,100,0,"[5,13,33,3,10,16]","","","Supports projectile attack skills.",13782,"","","",1,"","","",1,1,455,"","","",2,6,[0]
232,6207,2845,0,0,100,"[11,25,4,8,15,0]","","","","","","","","","","","",1,1,"","","","",3,1,[0]
233,6208,2878,0,0,100,"[11,25,4,14,0,15]","","","","","","","","","","","",1,1,"","","","",3,4,[0]
234,6209,2898,0,0,100,"[29,48,11,16]","","","Supports any skill gem. Once this gem reaches level 2 or above, will apply a cost & reservation multiplier to supported gems. Cannot support skills that don't come from gems.",13783,"","","",1,"","","",1,1,471,"","","",3,13,[0]
235,6210,2906,0,60,40,"[10,25,4,14,15,3]","","","","","","","","","","","",1,1,"","","","",2,5,[0]
236,6211,2940,0,0,100,"[8,11,25,4,15]","","","","","","","","","","","",1,1,"","","","",3,4,[0]
237,6212,2949,0,0,100,"[8,11,25,4,15]","","","","","","","","","","","",1,1,"","","","",3,4,[0]
238,6213,5200,0,0,100,"[8,11,25,4,15]","","","","","","","","","","","",1,1,"","","","",3,4,[0]
239,6214,2954,0,0,100,"[11,25,4,14,1,33]","","","","","","","","","","","",1,1,"","","","",3,8,[0]
240,6238,3319,0,60,40,"[10,16,15]","","","Supports any skill that hits enemies.",13820,"","","",1,"","","",1,1,"","","","",2,6,[0]
241,6240,3320,100,0,0,"[9,25,13,5,14,7,36,0]",6717,"","","","","","","","","","",1,1,"","","","",1,0,[0]
242,6215,3347,0,0,100,"[8,11,25,4,15]","","","","","","","","","","","",1,1,"","","","",3,7,[0]
243,6249,3351,60,40,0,"[9,25,13,7,36]","","","","","","","","","","","",1,1,"","","","",1,0,[0]
244,6251,9307,0,40,60,"[21,11,25,4,5,0,14,12,38]","","","","","","","","","","","",1,1,"","","","",3,8,[0]
245,6252,3507,0,100,0,"[10,25,13,5,6]","","","","","","","","","","","",1,1,"","","","",2,8,[0]
246,6254,3541,60,0,40,"[9,16,12]","","","Supports aura skills that affect you and allies, increasing the aura's effect on allies, but preventing it from affecting you at all. Cannot support curse auras, or other auras that only affect enemies. Cannot support skills used by totems.",13812,"","","",1,"","","",1,1,441,"","","",1,9,[0]
247,6255,3542,100,0,0,"[9,25,4,14,15,31]","","","","","","","","","","","",1,1,"","","","",1,5,[0]
248,6256,3543,60,0,40,"[9,25,4,14,0,31,15]","","","","","","","","","","","",1,1,"","","","",1,5,[0]
249,6257,3544,0,60,40,"[10,25,4,14,1,31]","","","","","","","","","","","",1,1,"","","","",2,5,[0]
250,6258,3545,0,0,100,"[11,25,4,14,15,2,31]","","","","","","","","","","","",1,1,"","","","",3,5,[0]
251,6259,3546,0,100,0,"[10,25,4,31,8,3,33]","","","","","","","","","","","",1,1,"","","","",2,5,[0]
252,6260,3547,60,0,40,"[9,25,4,31,8,15,33]","","","","","","","","","","","",1,1,"","","","",1,5,[0]
253,6261,3555,0,100,0,"[33,10,25,4,17,43]","","","","","","","","","","","",1,1,"","","","",2,5,[0]
254,6262,3753,0,0,100,"[11,25,4,14,2,30]","","","","","","","","","","","",1,1,"","","","",3,0,[0]
255,6263,3753,0,0,100,"[11,25,4,14,2,30]","","","","","","","","","","","",1,1,"","","","",3,12,[0]
256,6264,3803,0,0,100,"[11,25,4,14,2]","","","","","","","","","","","",1,1,"","","","",3,0,[0]
257,6265,3849,0,0,100,"[11,25,4,14,2]","","","","","","","","","","","",1,1,"","","","",3,0,[0]
258,6268,4062,0,0,100,"[11,25,13,5,14]","","","","","","","","","","","",1,1,"","","","",3,8,[0]
259,6269,2376,100,0,0,"[9,25,13,14,2,40,7]","","","","","","","","","","","",1,1,"","","","",1,9,[0]
260,6267,4073,0,100,0,"[10,25,13,8,15,22,35,6]","","","","","","","","","","","",1,1,"","",4075,"",2,3,[0]
261,6266,4077,0,100,0,"[10,25,13,8,15,22,35,6]","","","","","","","","","","","",1,1,"","","","",2,3,[0]
262,6095,4168,0,100,0,"[26,10,25,13,7,36,33]","","","","","","","","","","","",1,1,"","","","",2,1,[0]
263,6097,4170,100,0,0,"[26,9,25,13,14,33,7]","","","","","","","","","","","",1,1,"","","","",1,1,[0]
264,6033,4172,60,0,40,"[9,25,13,7,36,14,15,2,18]","","","","","","","","","","","",1,1,"","","","",1,4,[0]
265,6270,4182,40,0,60,"[2,33,11,16]","","","Supports any skill that hits enemies.",13784,"","","",1,"","","",1,1,"","","","",3,6,[0]
266,6096,4191,100,0,0,"[26,9,25,13,14,33,7]","","","","","","","","","","","",1,1,"","","","",1,7,[0]
267,6271,4199,0,0,100,"[11,25,3,8,4,28]","","","","","","","","","","","",1,1,"","","","",3,10,[0]
268,6272,4202,0,60,40,"[47,10,25,1,8,4,28]","","","","","","","","","","","",1,1,"","","","",2,10,[0]
269,6273,4205,60,0,40,"[9,25,0,8,4,28]","","","","","","","","","","","",1,1,"","","","",1,10,[0]
270,6274,5223,0,40,60,"[11,25,2,8,4,28]","","","","","","","","","","","",1,1,"","","","",3,10,[0]
271,6275,4244,0,0,100,"[11,16,42,12]","","","Supports hex curse skills, turning them into auras that will apply their effect to all enemies in an area around you.",13747,"","","",1,"","","",1,1,458,"","","",3,9,[0]
272,6276,4246,60,0,40,"[9,25,13,14,1,40,7]","","","","","","","","","","","",1,1,"","","","",1,8,[0]
273,6277,4263,60,40,0,"[27,9,25,14,15]","","","","","","","","","","","",1,1,"","","","",1,7,[0]
274,6278,4313,100,0,0,"[27,9,25,14,15,0,13,26,7]","","","","",9832,"","","","","","",1,1,"","","","",1,10,[0]
275,6281,4401,0,0,100,"[11,25,4,22,15,0,35,37]","","","","","","","","","","","",1,1,"","",4402,"",3,3,[0]
276,6283,4445,60,0,40,"[13,9,25,7,36]","","","","","","","","","","","",1,1,"","","","",1,1,[0]
277,6284,4446,100,0,0,"[13,9,16,7]","","","Supports melee attack skills that are not triggered.",13813,"","","",1,"","","",1,1,"","","","",1,9,[0]
278,6282,4464,0,100,0,"[10,25,13,5,7,36,1]","","","","","","","","","","","",1,1,"","","","",2,0,[0]
279,6285,4512,0,100,0,"[1,10,16]","","","Supports any skill you use to hit enemies yourself. Cannot support skills used by totems, traps, or mines.",13717,"","","",1,"","","",1,1,"","","","",2,9,[0]
280,6286,4513,0,100,0,"[1,10,16]","","","Supports any skill that deals damage.",13726,"","","",1,"","","",1,1,"","","","",2,9,[0]
281,6287,4514,0,0,100,"[2,11,16,15]","","","Supports any skill you use to hit enemies yourself. Cannot support skills used by totems, traps, or mines.",13724,"","","",1,"","","",1,1,"","","","",3,9,[0]
282,6288,4516,0,0,100,"[11,25,4,14,0,5,18]","","","","","","","","","","","",1,1,"","","","",3,0,[0]
283,6289,4556,0,60,40,"[10,16,20,21]","","","Supports skills which throw Traps or Mines.",13785,"","","",1,"","","",1,1,"","","","",2,6,[0]
284,6291,4577,40,60,0,"[10,25,13,7,36,2,1,0,5,14,18,45]","","","","","","","","","","","",1,1,"","","","",2,8,[0]
285,6290,4584,0,60,40,"[20,10,25,4,14,1]","","","","","","","","","","","",1,1,"","","","",2,8,[0]
286,6293,4672,0,100,0,"[0,10,25,13,14,5,6]","","","","","","","","","","","",1,1,"","","","",2,8,[0]
287,6292,4692,0,100,0,"[2,10,25,13,5,14,6]","","","","","","","","","","","",1,1,"","","","",2,0,[0]
288,6296,4699,0,0,40,"[11,25,4,5,14,15]","","","","","","","","","","","",1,1,"","","","",3,0,[0]
289,6294,4701,0,100,0,"[47,10,25,4,14,33,15]","","","","","","","","","","","",1,1,"","","","",2,8,[0]
290,6297,4713,0,100,0,"[47,10,25,4,14,15,33]",6299,"","","","","","","","","","",1,1,"","","","",2,4,[0]
291,6299,8263,0,100,0,"[47,10,25,4,14,15,24,33]","",1,"","",4713,"","","","","","",1,1,"","","","",2,4,[0]
292,6298,5551,0,100,0,"[47,10,25,4,14,15,33]","","","","","","","","","","","",1,1,"","","","",2,12,[0]
293,6300,4735,0,0,100,"[11,25,4,14,15,1,44]","","","","","","","","","","","",1,1,"","","","",3,1,[0]
294,6295,4572,0,100,0,"[10,25,13,5,19,6]","","","","","","","","","","","",1,1,"","","","",2,4,[1]
295,6301,4763,0,0,100,"[2,11,25,4,14,18,44]","","","","","","","","","","","",1,1,"","","","",3,1,[0]
296,6302,4805,60,40,0,"[9,25,8,4,28,33]","","","","","","","","","","","",1,1,"","","","",1,10,[0]
297,6303,4836,0,0,100,"[11,25,4,14,2]","","","","","","","","","","","",1,1,"","","","",3,5,[0]
298,6305,4839,100,0,0,"[9,25,13,14,15,40,7]",6363,"","","","","","","","","","",1,1,"","","","",1,8,[0]
299,6304,4868,0,100,0,"[47,10,16]","","","Supports any skill that hits enemies.",13786,"","","",1,"","","",1,1,"","","","",2,9,[0]
300,6306,4870,0,40,60,"[11,25,4,14,15,3]","","","","","","","","","","","",1,1,"","","","",3,1,[0]
301,6307,4873,0,0,100,"[11,25,4,14,15,3,30]","","","","","","","","","","","",1,1,"","","","",3,3,[0]
302,6308,5171,0,0,100,"[11,25,4,3,14,30,15]",6364,"","","","","","","","","","",1,1,"","","","",3,0,[0]
303,6309,4881,0,40,60,"[11,25,4,5,15,3,14]","","","","","","","","","","","",1,1,"","","","",3,4,[0]
304,6313,4893,0,100,0,"[10,25,4,5]","","","","","","","","","","","",1,1,"","","","",2,0,[0]
305,6310,4901,0,60,40,"[3,10,16]","","","Supports any skill that deals damage.",13787,"","","",1,"","","",1,1,454,"","","",2,2,[0]
306,6311,4902,0,0,100,"[4,47,11,16]","","","Supports attack skills, or spell skills that deal damage.",13815,"","","",1,"","","",1,1,460,"","","",3,6,[0]
307,6312,4903,0,100,0,"[10,16,15]","","","Supports any skill that has a duration, or can hit enemies to inflict ailments on them.",13788,"","","",1,"","","",1,1,453,"","","",2,9,[0]
308,6314,4910,0,60,40,"[20,10,16]","","","Supports traps skills, making them throw extra traps randomly around the targeted location.",13789,"","","",1,"","","",1,1,"","","","",2,11,[0]
309,6318,4911,100,0,0,"[9,25,13,19,7,36]","","","","","","","","","","","",1,1,"","","","",1,1,[1]
310,6319,5238,100,0,0,"[9,25,13,19,14,7]","","","","","","","","","","","",1,1,"","","","",1,4,[1]
311,6320,5239,100,0,0,"[9,25,13,19,14,40,7]",6367,"","","","","","","","","","",1,1,"","","","",1,8,[0]
312,6315,9840,100,0,0,"[9,25,13,14,40,7]","","","","","","","","","","","",1,1,"","","","",1,4,[0]
313,6316,5113,0,0,100,"[11,25,4,5,1]","","","","","","","","","","","",1,1,"","","","",3,0,[0]
314,6317,5140,0,0,100,"[11,25,4,14,1,15,38]","","","","","","","","","","","",1,1,"","","","",3,8,[0]
315,6321,5169,0,0,100,"[11,16]","","","Supports any skill that hits or burns enemies, or inflicts elemental ailments.",13790,"","","",1,"","","",1,1,462,"","","",3,6,[0]
316,6322,5170,0,40,60,"[11,16,21]","","","Supports skills which throw mines.",13791,"","","",1,"","","",1,1,"","","","",3,11,[0]
317,6323,5182,0,100,0,"[20,10,16]","","","Supports skills which throw traps.",13792,"","","",1,"","","",1,1,"","","","",2,9,[0]
318,6484,5248,0,0,100,"[11,25,4,14]","","","","","","","","","","","",1,1,"","","","",3,12,[0]
319,6342,5251,0,0,100,"[8,11,25,4,14,18,3,38]","","","","","","","","","","","",1,1,"","","","",3,8,[0]
320,6324,5345,0,0,100,"[11,25,4,0,15,30]","","","","","","","","","","","",1,1,"","","","",3,4,[0]
321,6325,5725,0,40,60,"[11,16,30,4,26]","","","Must support both a channelling skill and a non-channelling spell skill to work. The channelling skill will trigger a spell periodically while channelling. Cannot support skills used by totems, traps, or mines. Vaal skills and skills with a reservation cannot be triggered.",13793,5727,"","",1,"","","",1,1,459,"","","",3,11,[0]
322,6326,5848,33,33,33,[16],"","","","","","","",1,"","","",1,1,"","","","",4,11,[0]
323,6094,5852,0,0,100,"[11,25,4,8,15,30]","","","","","",10240,"","","","","",1,1,"","","","",3,3,[0]
324,6327,6135,40,0,60,"[0,11,16,14]","","","Supports any skill that hits enemies.",13794,"","","",1,"","","",1,1,"","","","",3,11,[0]
325,6328,6136,100,0,0,"[13,33,9,16]","","","Supports attack skills. Cannot support skills that create minions.",13795,"","","",1,"","","",1,1,"","","","",1,0,[0]
326,6329,6138,0,100,0,"[3,10,16]","","","Supports any skill that hits enemies.",13725,"","","",1,"","","",1,1,"","","","",2,0,[0]
327,6330,6139,0,60,40,"[10,16]","","","Supports any skill that hits enemies.",13796,"","","",1,"","","",1,1,450,"","","",2,6,[0]
328,6331,6780,50,50,0,"[9,16]","","","","","","","",1,"","","",1,1,"","","","",1,0,[0]
329,6332,6825,0,40,60,"[3,11,16]","","","Supports any skill that hits enemies.",13797,"","","",1,"","","",1,1,"","","","",3,11,[0]
330,6333,6826,0,0,100,"[11,16,15]","","","Supports any skill that deals damage or has a duration.",13798,"","","",1,"","","",1,1,"","","","",3,2,[0]
331,6334,6827,0,100,0,"[10,16]","","","Supports any skill that hits enemies.",13736,"","","",1,"","","",1,1,"","","","",2,11,[0]
332,6335,6828,100,0,0,"[13,33,9,16]","","","Supports attack skills, or other skills that can maim enemies.",13799,"","","",1,"","","",1,1,"","","","",1,2,[0]
333,6336,6830,40,0,60,"[0,11,16]","","","Supports any skill that hits enemies.",13800,"","","",1,"","","",1,1,"","","","",3,11,[0]
334,6337,6831,0,40,60,"[11,16]","","","Supports any skill that hits enemies or inflicts ailments",13801,"","","",1,"","","",1,1,468,"","","",3,2,[0]
335,6338,6832,100,0,0,"[33,9,16]","","","Supports any skill that deals damage.",13802,"","","",1,"","","",1,1,437,"","","",1,11,[0]
336,6339,7320,100,0,0,"[40,9,16,7,13,36]","","","Supports melee strike or slam skills. Every third time you use a supported attack, that use of the skill will be more powerful.",13803,"","","",1,"","","",1,1,"","","","",1,0,[0]
337,6340,7321,40,60,0,"[13,10,16,15]","","","Supports attack skills that aren't triggered.",13804,"","","",1,"","","",1,1,"","","","",2,0,[0]
338,6341,7322,0,0,100,"[46,11,16,4,15]","","","Each supported spell will track how much mana you spend on it, granting a buff when the total mana spent reaches a threshold. Cannot support skills used by totems, traps, mines or skills with a reservation.",13805,"","","",1,"","","",1,1,"","","","",3,0,[0]
339,6344,7638,100,0,0,"[9,25,13,14,0,7]","","","","","","","","","","","",1,1,"","","","",1,8,[0]
340,6345,7640,0,60,40,"[10,25,4,14,0,15,5,44]","","","","","","","","","","","",1,1,"","","","",2,8,[0]
341,6346,7698,0,40,60,"[11,25,22,4,14,0,35]","","","","","","","","","","","",1,1,"","","","",3,3,[0]
342,6347,7733,40,60,0,"[25,4,5,30,14]","","","","","","","","","","","",1,1,"","","","",4,12,[0]
343,6348,7792,100,0,0,"[0,9,25,13,14,40,7]","","","","","","","","","","","",1,1,"","","","",1,8,[0]
344,6349,7848,0,0,100,"[11,16,30,15]","","","Supports any channelling skill, protecting you from damage while you channel it.  Cannot support skills used by totems. Cannot modify the skills of minions.",13821,"","","",1,"","","",1,1,"","","","",3,1,[0]
345,6350,7849,0,100,0,"[10,16,5]","","","Supports skills that fire projectiles from the user. Does not affect projectiles fired from other locations as secondary effects.",13822,"","","",1,"","","",1,1,"","","","",2,1,[0]
346,6351,7851,0,0,100,"[14,4,11,16]","","","Supports spell skills that apply an effect to an area around a targeted location. Cannot support Vaal skills or skills used by totems, traps, or mines. Cannot modify the skills of minions.",13824,"","","",1,"","","",1,1,466,"","","",3,1,[0]
347,6352,7853,100,0,0,"[9,16,7,13,36]","","","Supports melee strike skills, causing them to also strike at extra targets simultaneously. The extra targets must be a minimum distance from the user. If supporting a minion attack skill, the minion's skills will not also strike extra targets. Cannot support Vaal skills or triggered skills.",13825,"","","",1,"","","",1,1,436,"","","",1,1,[0]
348,6353,7855,0,0,100,"[11,16,8]","","","Supports skills that can hit enemies, or create minions. When those skills or minions kill enemies, or hit rare or unique enemies they will have a chance to summon a Phantasm minion, which uses a piercing projectile spell that deals physical damage.",13826,"","","",1,"","","",1,1,"","","","",3,1,[0]
349,6354,7885,0,100,0,"[6,13,10,16,15]","","","Supports attack skills that can be used with bows. Supported skills can only be used with bows. Cannot support Vaal skills, minion skills, movement skills, or skills used by totems, traps, or mines.",13827,"","","",1,"","","",1,1,"","","","",2,1,[0]
350,6355,1049,60,0,40,"[9,25,4,14,15,17,33,42]","","","","","","","","","","","",1,1,"","","","",1,7,[0]
351,6356,8226,33,33,34,"[29,25]","","","","","","","","","","","",1,1,"","","","",4,12,[0]
352,6357,8238,0,60,40,"[20,10,25,4,14,0,33]","","","","","","","","","","","",1,1,"","","","",2,0,[0]
353,6358,8245,0,40,60,"[20,11,25,4,15,14,1]","","","","","","","","","","","",1,1,"","","","",3,3,[0]
354,6359,8239,0,60,40,"[20,10,25,4,15,14,0]","","","","","","","","","","","",1,1,"","","","",2,8,[0]
355,6360,8242,0,40,60,"[20,47,11,25,4,15,14,2]","","","","","","","","","","","",1,1,"","","","",3,8,[0]
356,6361,8247,0,60,40,"[20,10,25,4,15,14,33]","","","","","","","","","","","",1,1,"","","","",2,8,[0]
357,6362,8256,0,0,100,"[11,25,4,15,8,24]","",1,"","",2940,"","","","","","",1,1,"","","","",3,4,[0]
358,6363,8366,100,0,0,"[9,25,13,14,15,24,40,7]","",1,"","",4839,"","","","","","",1,1,"","","","",1,8,[0]
359,6364,8262,0,0,100,"[11,25,4,3,14,15,24,38,30]","",1,"","",5171,"","","","","","",1,1,"","","","",3,0,[0]
360,6365,8275,0,60,40,"[47,10,16,20]","","","Supports skills which throw traps.",13828,"","","",1,"","","",1,1,"","","","",2,9,[0]
361,6366,9334,0,40,60,"[47,11,16,21]","","","Supports skills which throw mines.",13846,"","","",1,"","","",1,1,"","","","",3,9,[0]
362,6367,8326,100,0,0,"[9,25,13,19,14,24,7,40]","",1,"","",5239,"","","","","","",1,1,"","","","",1,8,[0]
363,6368,8367,60,0,40,"[0,9,25,13,14,22,15,40,7]","","","","","","","","","","","",1,1,"","","","",1,8,[0]
364,6369,8370,60,0,40,"[2,9,25,13,14,15,7,36,12]",6723,"","","","","","","","","","",1,1,"","","","",1,0,[0]
365,6370,8494,0,100,0,"[10,25,13,5,30,3,6]","","","","","","","","","","","",1,1,"","","","",2,8,[0]
366,6371,8501,0,100,0,"[10,25,13,14,3,15,5,6]","","","","","","","","","","","",1,1,"","","","",2,4,[0]
367,6372,8507,40,0,60,"[11,25,8,4]","","","","","","","","","","","",1,1,"","","","",3,1,[0]
368,6373,8617,0,100,0,"[3,33,13,10,16,15]","","","Supports attack skills.",13829,"","","",1,"","","",1,1,"","","","",2,11,[0]
369,6374,8647,0,40,60,"[1,11,16]","","","Supports any skill that can chill enemies or create chilling areas.",13830,"","","",1,"","","",1,1,"","","","",3,11,[0]
370,6375,8672,0,0,100,"[1,11,25,4,30,14,15,5,44]","","","","","","","","","","","",1,1,"","","","",3,8,[0]
371,6376,8682,60,40,0,"[9,25,13,14,33,7]","","","","","","","","","","","",1,1,"","","","",1,4,[0]
372,6377,8683,40,60,0,"[10,25,13,5,33]","","","","","","","","","","","",1,1,"","","","",2,8,[0]
373,6378,8685,0,0,100,"[2,11,25,4,14,18,15,32]","","","","","","","","","","","",1,1,"","","","",3,4,[0]
374,6379,8689,100,0,0,"[9,25,14,4,15,12,33,39]","","","","","","","","","","","",1,1,"","","","",1,1,[0]
375,6380,8690,100,0,0,"[9,25,14,4,15,12,33,39]","","","","","","","","","","","",1,1,"","","","",1,7,[0]
376,6381,8701,40,60,0,"[10,25,13,5,14,33]","","","","","","","","","","","",1,1,"","","","",2,4,[0]
377,6382,8703,60,0,40,"[19,9,16]","","","Supports skills which summon totems.",13831,"","","",1,"","","",1,1,"","","","",1,11,[1]
378,6383,8729,40,0,60,"[11,25,4,14,0,15,32]","","","","","","","","","","","",1,1,"","","","",3,8,[0]
379,6384,8731,40,0,60,"[32,11,25,4]","","","","","","","","","","","",1,1,"","","","",3,14,[0]
380,6385,8975,40,0,60,"[0,11,25,4,14,15,33]","","","","","","","","","","","",1,1,"","","","",3,0,[0]
381,6386,8981,0,0,100,"[3,11,25,4,14,15,5]","","","","","","","","","","","",1,1,"","","","",3,8,[0]
382,6387,9028,0,0,100,"[3,26,11,25,4,14,15,42]","","","","",9029,"","","","","","",1,"","","","","",3,7,[0]
383,6391,9033,0,0,100,"[11,16]","","","Supports any skill that hits enemies, causing those hits to leech energy shield based on damage dealt.",13832,"","","",1,"","","",1,1,"","","","",3,9,[0]
384,6390,9030,40,0,60,"[0,2,11,25,4,14,15,33]","","","","","","","","","","","",1,1,"","","","",3,5,[0]
385,6392,9034,0,0,100,"[12,47,11,25,4,14]","","","","","","","","","","","",1,1,"","","","",3,7,[0]
386,6389,9036,40,0,60,"[2,11,25,4,14,30,33]","","","","","","","","","","","",1,1,"","","","",3,8,[0]
387,6394,9038,0,40,60,"[12,11,25,4,14]","","","","","","","","","","","",1,1,"","","","",3,7,[0]
388,6393,9040,0,0,100,"[11,16]","","","","","","","",1,"","","",1,1,"","","","",3,11,[0]
389,6395,9111,0,0,100,"[14,4,11,16]","","","Supports spell skills that you cast yourself. Cannot support triggered skills, Vaal skills, instant skills, channelling skills, skills with a reservation or which create minions, or skills used by totems, traps, or mines.",13833,"","","",1,"","","",1,1,"","","","",3,9,[0]
390,6396,9112,0,0,100,"[4,11,16]","","","Supports spell skills, making their effect reoccur when cast. Cannot support skills with cooldowns, triggered skills, Brand skills, Vaal skills, channelling skills, skills with a reservation, or skills used by totems, traps, or mines. Cannot modify the skills of minions.",13834,"","","",1,"","","",1,1,469,"","","",3,11,[0]
391,6397,9131,100,0,0,"[9,25,4,15,34]","","","","","","","","","","","",1,1,"","","","",1,1,[0]
392,6398,9298,0,0,100,"[11,25,4,15,34,8]","","","","","","","","","","","",1,1,"","","","",3,12,[0]
393,6399,9134,0,100,0,"[10,25,4,22,35,37]","","","","","","","","","","","",1,1,"","",9135,"",2,1,[0]
394,6400,9140,0,100,0,"[9,25,13,15,14,7,6]","","","","","","","","","","","",1,1,"","","","",1,12,[0]
395,6401,9141,0,0,100,"[26,10,25,8,4,15]","","","","",9142,"","","","","","",1,1,"","","","",2,6,[0]
396,6402,9143,60,40,0,"[9,25,13,14,15,7]","","","","","","","","","","","",1,1,"","","","",1,8,[0]
397,6403,9145,60,40,0,"[29,9,25,4,41]","","","","","","","","","","","",1,1,"","","","",1,15,[0]
398,6404,9147,100,0,0,"[9,25,4]","","","","","","","","","","","",1,1,"","","","",1,10,[0]
399,6405,9148,60,40,0,"[33,9,25,13,14,40,7]","","","","","","","","","","","",1,1,"","","","",1,0,[0]
400,6406,9150,100,0,0,"[9,25,13,14,22,7]","","","","","","","","","","","",1,1,"","","","",1,4,[0]
401,6407,9153,100,0,0,"[9,25,13,7,36,33]","","","","","","","","","","","",1,1,"","","","",1,0,[0]
402,6408,9155,40,60,0,"[10,16,7,13,15]","","","Supports melee attack skills. Cannot support skills which create minions.",13838,"","","",1,"","","",1,1,"","","","",2,6,[0]
403,6409,9156,100,0,0,"[9,16,7,13,25,14]","","","Supports melee attack skills. Cannot support triggered attacks, attacks used by things other than you, or skills which create minions.",13839,9157,"","",1,"","","",1,1,"","","","",1,6,[0]
404,6410,9160,0,0,100,"[11,25,4,22,15,1,35,37,14]","","","","","","","","","","","",1,1,"","",9161,"",3,1,[0]
405,6411,9115,0,75,0,"[12,47,10,25,4,14]","","","","","","","","","","","",1,1,"","","","",2,3,[0]
