"rownum","Id","ImplicitStats","ConstantStats","ConstantStatsValues","BaseEffectiveness","IncrementalEffectiveness","i32"
2847,"AshwakerSummonRagingSpiritOnKill","[1827,6882]","[357,2101,458,3309]","[5000,20,20,25]",1,0,0
2848,"MonsterSummonRagingSpirit",[],"[357,2101,216,883]","[12000,50,-10,1]",1,0,0
2849,"WarCasterRagingSpirit",[],"[357,2101,216,883]","[6000,50,-10,1]",1,0,0
2850,"TalismanDaemonSummonRagingSpirit",[],"[2101,216,883]","[50,-10,1]",1,0,0
2851,"TalismanDaemonSummonMultiRagingSpirit",[],"[2101,883]","[50,1]",1,0,0
2852,"GladiatorBossSummonRagingSpirit",[],"[357,2101,216,883]","[12000,50,-10,1]",1,0,0
2853,"WbSummonRagingSpirit",[],"[357,2101,216,214,1211,883]","[5000,50,-10,4,100,1]",1,0,0
2854,"WbSummonRagingSpiritFireElite",[],"[357,2101,216,214,1211,883]","[5000,50,-10,6,200,1]",1,0,0
2855,"ExileSummonRagingSpirit",[],"[357,2101,216,214,1211,883]","[5000,50,-10,1,100,1]",1,0,0
2856,"ProphecySummonRagingSpirit",[],"[357,2101,216,214,1211,883]","[5000,50,-10,1,100,1]",1,0,0
2857,"TormentedNecromancerSummonRagingSpirit",[],"[357,2101,216,883]","[5000,50,-10,1]",1,0,0
2858,"ExileWitchSummonRagingSpirit",[],"[357,2101,883,214]","[8000,50,1,2]",1,0,0
2859,"VaalSideAreaBossSummonRagingSpirit",[],"[357,2101,883,214]","[8000,50,1,2]",1,0,0
2860,"TempestDaemonSummonRagingSpirit",[],"[357,2101,216,883]","[5000,50,300,1]",1,0,0
2861,"DarkExileSummonRagingSpirit",[6534],"[357,2101,1842,1843,649,634,883]","[60000,50,100,1,1000,-50,1]",1,0,0
2862,"SummonRagingSpiritBossSideArea",[855],"[2101,861,863,1722,634,883]","[50,30000,50,3,-70,1]",1,0,0
2863,"SummonRagingSpiritFairgravesMapBoss",[],"[357,2101,214,216,883,2674,649]","[8000,20,11,325,1,2,300]",1,0,0
2864,"SummonRagingSpiritFairgraves",[],"[357,2101,214,216,883,2674,634]","[4000,20,2,200,1,2,-20]",1,0,0
2865,"SummonRagingSpiritBossInvasion",[],"[2101,883]","[50,1]",1,0,0
2866,"SummonRagingSpiritInvasionGuardian",[],"[357,2101,216,883]","[6000,20,200,1]",1,0,0
2867,"SummonRagingSpiritVaalSummonedSkeletons",[],"[357,2101,216,214,883]","[6000,50,35,2,1]",1,0,0
2868,"BeyondDemonSummonRagingSpirit",[],"[357,2101,649,883]","[6000,50,5000,1]",1,0,0
2869,"StrMissionSummonRagingSpirit",[],"[357,2101,649,883]","[6000,50,100,1]",1,0,0
2870,"WestSummonRagingSpirit",[],"[357,2101,214,216,634,883]","[8000,50,10,400,-50,1]",1,0,0
2871,"TalismanT2SummonRagingSpirit",[],"[357,2101,3599,617,883]","[3000,50,100,-33,1]",1,0,0
2872,"TalismanRigwaldSummonRagingSpirit",[],"[357,2101,3599,617,883]","[3000,50,100,-33,1]",1,0,0
2873,"GhostflameRagingSpiritDaemon",[],"[357,2101,617,883]","[4000,50,-33,1]",1,0,0
2874,"MultiGhostflameRagingSpiritDaemon",[],"[357,2101,216,214,883]","[4000,50,300,4,1]",1,0,0
2875,"ScarecrowBossSummonRaven",[],"[357,2101,634,883]","[6000,50,-40,1]",1,0,0
2876,"ScarecrowBossSummonRavenDeath",[],"[357,2101,634,883]","[6000,50,-40,1]",1,0,0
2877,"BestiaryDaemonSummonBloodRaven",[1928],"[357,2101,634,883]","[3000,50,-40,1]",1,0,0
2878,"FlameWhip","[2318,618]","[14942,14944,357]","[25,2000,4000]",2.7952,0.0378,0
2879,"BeyondDemonFlameWhip","[2318,618]","[2043,5751]","[25,-17]",1.6667,0.0375,0
2880,"SlavedriverFlameWhip",[618],"[216,5751]","[-65,33]",2.5,0.045,0
2881,"LegionSlavedriverFlameWhip","[618,9081]","[1102,5751]","[50,33]",1.5,0.045,0
2882,"KitavaSlavedriverFlameWhip",[618],"[216,5751]","[-65,33]",2.2,0.0275,0
2883,"LunarisWhipperFlameWhip",[618],[5751],[-17],1.8182,0.045,0
2884,"DarkExileFlameWhip","[2318,618]","[2043,216,214,5751]","[50,65,1,67]",2.5556,0.0335,0
2885,"WbFlameWhipFireElite","[2318,618]","[2043,216]","[50,65]",2.5556,0.0335,0
2886,"PerandusFlameWhip","[2318,618]","[2043,216,214]","[50,65,1]",2.5556,0.0335,0
2887,"ProphecyFlameWhip","[2318,618]","[2043,216,5751]","[50,-50,25]",2.1111,0.031,0
2888,"FireFuryFlameWhip","[2318,618]","[2043,5751]","[50,-33]",1.3889,0.0375,0
2889,"VultureBossFlameWhip","[618,1928]","[1211,5751]","[-85,100]",1.25,0.0375,0
2890,"KaomWarriorFlameWhip","[2318,618]","[2043,2272,5751]","[50,2,-17]",2.5556,0.0335,0
2891,"BanditBowBossFlameWhip","[2318,618]",[2043],[50],4.6667,0.0335,0
2892,"BreachLightningWhip",[618],[5751],[80],1.5,0.04,0
2893,"DustScrabblerLightningWhip",[618],[],[],1.5,0.04,0
2894,"BreachBossLightningWhip","[618,196]",[5751],[120],4.5,0.0375,0
2895,"ExileShadowLightningWhip",[618],[5751],[10],1.875,0.0375,0
2896,"BloodElementalFlameWhip","[2318,618]","[2043,5751]","[50,-17]",1.6667,0.0375,0
2897,"ShavronneMinionLightningWhip","[618,1928]",[],[],2.75,0.0375,0
2898,"SupportAdditionalXP",[],[],[],1,0,0
2899,"SupportAdditionalXPPlus",[],[],[],1,0,0
2900,"SeaWitchScreech",[618],"[177,357]","[-20,1900]",0.2727,0.042,0
2901,"MerveilSeaWitchScreech",[618],"[177,357,2694,5751]","[-5,2000,-35,40]",1.0578,0.042,0
2902,"MapMerveilSeaWitchScreech",[618],"[357,2694,5751]","[2000,-35,40]",0.7273,0.042,0
2903,"MerveilSeaWitchScreechDescent",[618],"[357,2694,5751]","[2000,-35,40]",0.6818,0.042,0
2904,"SeaWitchScreechBlight",[618],"[177,357]","[-20,1900]",2,0.042,0
2905,"BossBatScreechNova",[],"[357,5751]","[2500,50]",0.3,0.042,0
2906,"Desecrate",[618],"[357,2086,6786]","[4000,5,10]",1.6,0.0465,0
2907,"DesecrateRoyale",[618],"[357,2086,6786]","[4000,5,10]",0.7,0.0465,0
2908,"DesecrateSawbones",[618],"[357,2086,2113,6786]","[5000,3,100,10]",0.6667,0.0465,0
2909,"DesecrateMapNecromancer",[618],"[357,2086,2113,216,6786,5751]","[5000,12,100,65,12,33]",0.6667,0.0465,0
2910,"DesecrateVollMapBossDaemon",[618],"[357,2113,6786]","[16000,100,10]",1.3333,0.054,0
2911,"DesecrateNecromancerBossDescent",[618],"[357,2086,2113,6786]","[4000,3,100,10]",0.6667,0.0465,0
2912,"DesecrateSideAreaBoss",[618],"[357,2113,216]","[5000,100,65]",1.2,0.055,0
2913,"DesecrateAliraMapBoss",[618],"[357,2086,2113,6786,5751]","[6000,5,100,30,33]",1.2,0.055,0
2914,"DesecrateAliraBlessing",[618],"[357,2086,2113,6786,5751]","[4000,5,100,12,33]",1.2,0.055,0
2915,"TormentDesecrateSkeletons",[618],"[357,2113,216,883]","[4000,100,65,1]",1.2,0.055,0
2916,"TormentInstantDesecrate",[618],"[2086,2113,216,6786]","[6,100,65,10]",0.9,0.055,0
2917,"DesecrateBloodlineBloodElemental",[618],"[357,2113,216,2184]","[5000,100,65,1]",1.2,0.055,0
2918,"DesecrateNecromancerBossStrMission",[618],"[357,2086,2113,216,6786]","[5000,4,100,65,10]",0.8,0.052,0
2919,"DesecrateTotemBossStrMission",[618],"[357,2113,216,6786]","[5000,100,65,10]",0.6667,0.041,0
2920,"TalismanDaemonDesecrate",[618],"[357,2113,216,6786]","[5000,100,65,10]",0.6667,0.041,0
2921,"DesecrateInvasion",[618],"[357,2113,216,6786]","[15000,100,65,10]",1.4,0.05,0
2922,"BeyondDemonDesecrate",[618],"[357,2086,2113,216,6786]","[12000,3,100,65,10]",1.4,0.05,0
2923,"DesecrateFairgravesMapBoss",[618],"[357,2086,2113,6786,5751]","[6000,6,100,10,130]",1.3333,0.055,0
2924,"DesecrateFleshrendBoss",[618],"[357,2086,2113,6786,5751]","[5000,5,100,10,100]",0.6667,0.0465,0
2925,"DesecrateIntMissionDaemon",[618],"[357,2113,6786,5751]","[5000,100,10,40]",1.4,0.05,0
2926,"WbDesecrateRed",[618],"[357,2113,2184,2086,6786,5751]","[5000,100,1,4,10,40]",0.7,0.05,0
2927,"BellyTotemDesecrate",[618],"[357,2113,2184,2086,6786,5751]","[5000,100,1,3,10,40]",0.7,0.05,0
2928,"DelveNecromancerDesecrate",[618],"[357,2113,2184,2086,6786,5751]","[5000,100,1,5,15,40]",0.7,0.05,0
2929,"TolmanDesecrate",[618],"[357,2113,2184,2086,883,6786,5751]","[5000,100,1,2,2,10,40]",0.3333,0.05,0
2930,"TolmanDesecrateMap",[618],"[357,2113,2184,2086,883,6786,5751]","[5000,100,1,2,3,10,40]",0.3333,0.05,0
2931,"WbDesecrateGreen",[618],"[357,2113,2086,6786,5751]","[5000,100,4,10,60]",1.4,0.05,0
2932,"PerandusDesecrate",[618],"[357,2113,2086,6786,5751]","[5000,100,4,10,60]",0.6667,0.041,0
2933,"ProphecyDesecrateOnDeath","[618,1827]","[357,2113,1781,2086,6786,5751]","[5000,100,100,3,10,60]",0.6667,0.041,0
2934,"TempestDaemonDesecrate",[618],"[357,2113,6786,5751]","[5000,3,10,60]",2,0.05,0
2935,"ExileDesecrateTrap","[618,330,7930]","[357,2086,2113,868,2324,6786,5751]","[5000,3,100,16000,100,10,30]",1.4,0.05,0
2936,"BestiaryDesecrateTriggered",[618],"[2086,2113,6786,2184]","[1,100,10,1]",1.4,0.05,0
2937,"BlightNecrobossDesecrateTriggered",[618],"[2113,5751,357]","[100,50,3000]",1.4,0.05,0
2938,"MetamorphosisDesecrate",[618],"[2086,2113,6786,357]","[1,100,3,3000]",0.6667,0.041,0
2939,"ArchnemesisDesecrate",[618],"[2086,2113,216,6786,5751]","[4,100,65,25,100]",1,0,0
2940,"FleshOffering",[2970],"[357,2097]","[5000,1000]",1,0,0
2941,"FleshOfferingTriggeredUnique","[2970,8518,1827,3688]","[357,8436,177,859,2097]","[5000,30,29,30,1000]",1,0,0
2942,"FleshOfferingFairgravesMapBoss",[],"[357,8436,177,859,2097]","[20000,100,100,100,4000]",1,0,0
2943,"FleshOfferingSideAreaBoss",[],"[357,8436,177,859,2097]","[8000,50,50,50,8000]",1,0,0
2944,"FleshOfferingBloodlineBloodElemental",[],"[357,8436,177,859,2097]","[8000,50,50,50,8000]",1,0,0
2945,"FleshOfferingFleshrendBoss",[],"[357,8436,177,859,2097]","[3000,35,35,35,1000]",1,0,0
2946,"PerandusFleshOffering",[],"[357,8436,177,859,2097]","[3000,35,35,35,1000]",1,0,0
2947,"AvatarFleshOffering",[],"[357,8436,177,859,2097]","[6000,50,50,50,2000]",1,0,0
2948,"BlightNecromancerChampionFleshOffering",[],"[357,8436,177,859,2097]","[3000,25,25,25,1000]",1,0,0
2949,"BoneOffering",[2970],"[357,2097,15128]","[5000,1000,240]",1,0,0
2950,"BoneOfferingTriggeredUnique","[2970,8518,1827,3688]","[357,1085,2089,2097,15128]","[5000,35,34,1000,240]",1,0,0
2951,"BoneOfferingSawbones",[],[2097],[1500],1,0,0
2952,"BoneOfferingNecromancerBossDescent",[],"[357,1085,2089,2097]","[7000,33,33,1500]",1,0,0
2953,"PerandusBoneOffering",[],"[357,1085,2089,2097]","[7000,33,33,1500]",1,0,0
2954,"GlacialCascade","[618,110,13206]","[2105,1101,12442]","[4,100,200]",0.571,0.0464,0
2955,"GlacialCascadeRoyale","[618,110,13206]","[2105,1101,12442]","[4,100,200]",0.5125,0.037,0
2956,"StormCascadeTriggered","[618,1827]","[2105,1102,5709,6449]","[5,100,3,100]",1.7556,0.0346,0
2957,"GemlingCascade1",[618],"[2105,1101,5709,5751]","[5,100,3,-40]",1.92,0.0265,0
2958,"GemlingCascade2",[618],"[2105,1101,5709,5751]","[6,100,3,-25]",2.39,0.0265,0
2959,"GemlingCascade3",[618],"[2105,1101,5709,5751]","[6,100,3,-30]",1.92,0.0265,0
2960,"IzaroGlacialCascadeOrnaments",[618],"[2105,5751]","[10,-18]",2.3,0.034,0
2961,"SeawitchFireBossLavaCascade",[618],"[2105,5751]","[10,-18]",6.1,0.034,0
2962,"BlightBullBossRuckusCascade",[618],"[2105,5751]","[3,-18]",3,0.034,0
2963,"TotemMapBossWaterCascade",[618],"[2105,5751]","[10,-18]",4.9909,0.034,0
2964,"FigureheadWaterCascade",[618],"[2105,5751]","[10,-40]",2.7273,0.034,0
2965,"WaterElementalWaterCascade",[618],"[2105,5751]","[8,-20]",4,0.039,0
2966,"AxisCasterGlacialCascade",[618],"[2105,5751]","[6,-34]",1.575,0.025,0
2967,"GemlingGlacialCascade",[618],"[2105,5751]","[6,-34]",0.9,0.0265,0
2968,"ProphecyGlacialCascade",[618],"[2105,5751]","[6,-34]",0.9,0.0265,0
2969,"EssenceGlacialCascade",[618],"[2105,5751]","[6,-34]",0.9,0.0265,0
2970,"MonsterUpheavalInvasion",[618],[],[],1.1,0.0265,0
2971,"MineBatAbyssVomitCascade",[618],"[2105,5751]","[5,-50]",1,0.04,0
2972,"IzaroDaemonGlacialCascade",[618],[],[],1.5,0.045,0
2973,"StranglecharmTentacleWaterCascade",[618],"[2105,3881]","[13,-80]",1,0.035,0
2974,"MerveilSeaWitchGlacialCascade",[618],"[2105,2694,5751]","[8,-30,-20]",3.2,0.034,0
2975,"MerveilSeaWitchGlacialCascadeMap",[618],"[2105,2694,5751]","[8,-30,-20]",3.2,0.044,0
2976,"VikingUpheaval",[693],"[2105,2694,1100]","[10,-25,50]",1.6667,0.05,0
2977,"VikingUpheavalMapBoss","[693,195]","[2105,1100]","[10,50]",1.6667,0.05,0
2978,"WbFireUpheaval",[693],"[2105,1100,357,1920]","[12,50,2000,-40]",1.6667,0.05,0
2979,"ProphecyFireUpheaval",[693],"[2105,1100,357,1920]","[12,50,2000,-40]",1.6667,0.05,0
2980,"BullUpheaval",[618],"[2105,1920,634]","[12,-14,-50]",1.4,0.0318,0
2981,"MonsterGlacialCascadeTotemBossStrMission",[618],[5751],[-34],0.6,0.0265,0
2982,"MossMonsterGlacialCascadeMap",[618],"[2105,216,5751]","[9,40,12]",1.2,0.04,0
2983,"WestGlacialCascadeDaemon",[618],"[2105,216,5751]","[16,20,-8]",1.2,0.0395,0
2984,"BeyondDemonGlacialCascade",[618],[],[],1.4,0.0395,0
2985,"HailrakeGlacialCascade",[618],[],[],1.2,0.039,0
2986,"DexIntMissionCasterGlacialCascade",[618],"[2105,216,5751]","[9,20,-41]",1.2,0.038,0
2987,"WbGlacialCascade",[618],[],[],0.9,0.0265,0
2988,"WbGoreGlacialCascade",[618],[],[],1.2,0.039,0
2989,"VendigoGoreGlacialCascade",[618],[],[],1.9,0.039,0
2990,"ChaosElementalCascadeSummoned",[618],"[2105,1103,2694]","[6,100,-25]",1.365,0.0406,0
2991,"ChaosElementalCascade",[618],"[2105,1103,2694,5751]","[6,50,-25,-34]",1.2,0.038,0
2992,"ChaosCascadeMonster",[618],"[2105,1103,2694,5751]","[10,50,-25,-34]",1.1,0.038,0
2993,"ChaosCascadeMonsterDelve",[618],"[2105,1103,2694,5751]","[10,50,-25,-34]",1.6,0.035,0
2994,"ChaosCascadeDaemon",[618],"[2105,1211,1103,2694,5751]","[8,400,50,-25,-51]",1.2,0.038,0
2995,"ChaosCascadeMapBoss",[618],"[2105,1103,5751]","[10,50,-34]",1.1,0.038,0
2996,"WbChaosCascade",[618],"[2105,1103,2694,5751]","[10,50,-25,-34]",1.1,0.038,0
2997,"TalismanT2ChaosCascade",[618],"[2105,1211,1103,2694,5751]","[15,-40,50,-25,-34]",1.1,0.038,0
2998,"EssenceChaosCascade",[618],"[2105,1211,1103,2694,5751]","[15,-40,50,-25,-34]",0.88,0.038,0
2999,"HarbingerUpheaval","[618,1928,6310,1824]","[2105,1102,6307]","[10,100,4]",1.05,0.038,0
3000,"BestiaryVultureUpheaval",[618],[],[],1.2,0.035,0
3001,"ChestFreeze",[],[],[],1,0,0
3002,"FireEnrage",[],"[357,177,70]","[5000,50,50]",1.7889,0.034,0
3003,"FireEnrageSideAreaBoss",[],[357],[5000],1.3333,0.034,0
3004,"FireEnrageEnraged",[],"[357,177,70]","[10000,75,50]",5.3667,0.034,0
3005,"WbFireEnrage",[],"[357,447,177,70]","[6000,50,40,40]",1.3333,0.034,0
3006,"WbFireEnrageEnraged",[],"[357,447,177,70]","[12000,50,80,80]",1.3333,0.034,0
3007,"VaalFireballSpiralNova","[499,9524]","[2119,2120,2121,611]","[32,2000,-720,25]",2.9384,0.0412,0
3008,"TormentSpiritVaalFireball",[499],"[2119,2120,2121,1789]","[32,2000,-720,40]",2,0.034,0
3009,"ExileVaalFireball",[499],"[2119,2120,2121,1789]","[32,2000,-720,40]",2,0.034,0
3010,"VaalArcChain","[9524,9316]","[659,12421,12569,7908,8813,357]","[100,100,100,15,50,4000]",4.56,0.033,0
3011,"VaalSparkSpiralNova","[499,8018,9524]","[357,2119,2120]","[2000,100,3000]",1.4525,0.0256,0
3012,"ExileVaalSpark",[499],"[357,2119,2120,1789,175]","[3500,150,4500,40,25]",1.1875,0.029,0
3013,"VaalSideAreaBossVaalSpark",[499],"[357,2119,2120,1789,175]","[2500,50,4000,40,25]",1.1875,0.029,0
3014,"TempestDaemonMiniVaalSpark",[499],"[357,2119,2120,1789,175]","[400,75,2250,40,25]",3.75,0.042,0
3015,"WestMiniVaalSparkDaemon",[499],"[357,2119,2120,1789,3188,175]","[400,75,2250,40,-78,25]",3.75,0.042,0
3016,"ProphecyBossSpark","[499,1777]","[357,175,4805,173,175]","[2000,40,100,7,25]",4.375,0.042,0
3017,"VaalBurningArrow","[2111,684,849,9524]","[611,1100,6235]","[50,100,3]",0.8665,0.0341,0
3018,"ExileVaalBurningArrow","[2111,849]",[634],[50],1,0,0
3019,"BanditStagVaalBurningArrow","[2111,849]",[634],[50],0.8,0,0
3020,"DarkExileVaalBurningArrow","[2111,849]","[634,611,209,26,1100,175,5751]","[100,100,20,88,1,-90,200]",1,0,0
3021,"BanditBowBossVaalBurningArrow","[2111,849,4547,3513]","[1100,3517,175,5751]","[50,12000,-50,-50]",0.6889,0.0445,0
3022,"OakCrossbowTotemVaalBurningArrow","[2111,849,4547,3513,7079]","[1100,3517,175,1920,5751]","[50,5000,-50,-40,-50]",0.6889,0.0445,0
3023,"MetamorphosisBurningArrowWithTrail","[849,4547,3513]","[1100,3517,175,5751]","[50,12000,-50,-50]",0.6889,0.0445,0
3024,"MassCharge",[],[],[],1,0,0
3025,"AtziriDemonSelfSacrifice",[],[],[],1,0,0
3026,"AtziriSummonDemons",[],[357],[30000],1,0,0
3027,"AtziriStormCall",[618],"[357,2694]","[3000,-25]",8.25,0.052,0
3028,"AtziriStormCallStandalone",[618],"[357,2694]","[3000,-25]",8.25,0.052,0
3029,"AtziriStormCallEmpowered",[618],[2694],[-25],12.1875,0.052,0
3030,"AtziriStormCallEmpoweredStandalone",[618],[2694],[-25],12.1875,0.052,0
3031,"AtziriStormCallRitual",[618],"[357,2694]","[3000,-60]",4,0.05,0
3032,"AtziriFlameblast","[618,195]","[1999,2694,6199]","[110,-25,110]",1.3333,0.052,0
3033,"AtziriFlameblastEmpowered","[618,195]","[1999,2694,6199]","[110,-25,110]",1.3333,0.052,0
3034,"AtziriFlameblastEmpoweredStandalone","[618,195]","[1999,2694,6199]","[110,-25,110]",1.3333,0.052,0
3035,"AtziriFlameblastEmpoweredIncursion","[618,195]","[1999,2694,6199]","[110,-25,110]",1.3333,0.052,0
3036,"AtziriFlameblastRitual","[618,195]","[1999,2694,6199]","[110,-60,110]",1,0.05,0
3037,"AtziriSpearThrow","[1113,499,2359]","[6035,5345]","[-64,-20]",1,0,0
3038,"AtziriSpearThrowEmpowered","[1113,499,2359]","[6035,5345,634]","[-64,-20,-20]",1,0,0
3039,"AtziriSpearThrowRitual","[1113,499,4578,7079,4547,2359]","[175,6035,5345,783,3208]","[50,-64,-20,139,15]",1,0,0
3040,"AtziriPuncture","[849,2359]","[6035,5345]","[-64,-20]",1,0,0
3041,"AtziriMirrorImage",[],[],[],1,0,0
3042,"AtziriMirrorImageUber",[],[883],[1],1,0,0
3043,"ChestSummonRareMonsters",[2459],"[2153,2154,2213]","[2,3,30]",1,0,0
3044,"ChestSummonRareMonstersUniqueChest2",[2459],"[2153,2154,2213]","[2,3,30]",1,0,0
3045,"ChestSummonRareMonstersUniqueChest3",[2459],"[2153,2154,2213]","[2,5,30]",1,0,0
3046,"ChestSummonRareMonstersUniqueChest4",[2459],"[2153,2154,2213]","[2,3,30]",1,0,0
3047,"ChestSummonMagicMonsters",[2459],"[2153,2212,2213]","[1,1,30]",1,0,0
3048,"ChestSummonNormalMonsters",[2459],"[2212,2213]","[3,30]",1,0,0
3049,"ChestSummonNormalMonstersTriggerable",[2459],"[2212,2213]","[3,30]",1,0,0
3050,"ChestSummonExile",[2459],"[2154,2213]","[1,20]",1,0,0
3051,"ChestSummonExileUniqueChest1",[2459],"[2154,2213]","[3,20]",1,0,0
3052,"ChestSummonStandaloneMapBoss",[2459],[2213],[20],1,0,0
3053,"ChestReviveAllWithOnslaught",[2439],[],[],1,0,0
3054,"StrMissionReviveAllWithOnslaught",[2440],[5751],[-50],1,0,0
3055,"ChestSummonMonstersContinuous",[2459],"[2154,214,2213]","[3,19,30]",1,0,0
3056,"ChestSummonVaalSideAreaBoss","[2459,4699,8003]","[2154,883,4768,2153]","[1,598,-95,3]",1,0,0
3057,"ChestSummonTormentContinous","[2459,4699,8003]","[2154,214,883,1211,4768]","[1,4,133,-67,-95]",1,0,0
3058,"ChestSummonSandstormDaemon",[8003],"[2154,214,883,4768]","[3,5,136,-95]",1,0,0
3059,"CageSpiderSummonSandstormMonster",[2459],"[2154,883,5214,5751]","[1,240,100,-95]",1,0,0
3060,"SawbonesSummonSpecialSkeletons","[2459,2460]","[2154,883,4768]","[4,400,-95]",1,0,0
3061,"SawbonesSummonSpecialSkeletonsMetamorphosis","[2459,2460]","[2154,883,4768]","[4,400,-95]",1,0,0
3062,"AfflictionSummonFlameblastMonsterTarget","[2459,2460,4870]","[2154,883,4768]","[1,449,-99]",1,0,0
3063,"AfflictionSummonFlameblastMonsterSelf","[2459,2460,4870]","[2154,883,4768]","[1,449,-99]",1,0,0
3064,"DoedreUniqueMapSummonTotemFire","[2459,887,2496]","[2154,883]","[1,190]",1,0,0
3065,"DoedreUniqueMapSummonTotemCold","[2459,887,2496]","[2154,883]","[1,191]",1,0,0
3066,"DoedreUniqueMapSummonTotemLightning","[2459,887,2496]","[2154,883]","[1,192]",1,0,0
3067,"DoedreUniqueMapSummonTotemPhysical","[2459,887,2496]","[2154,883]","[1,193]",1,0,0
3068,"ShaperSummonFragment","[2459,887]","[883,4768]","[194,120]",1,0,0
3069,"ShaperQuestSummonAnomaly","[2459,887]","[2154,883]","[1,195]",1,0,0
3070,"ArakaaliEggSummonSpider","[2459,887]","[2154,883]","[1,226]",1,0,0
3071,"RyslathaSummonEgg","[2459,887]","[2154,883,4768]","[3,227,180]",1,0,0
3072,"RyslathaSummonEgg2","[2459,887]","[2154,883,4768]","[3,227,50]",1,0,0
3073,"RyslathaSummonEggTriggered","[2459,887]","[2154,883,4768]","[1,227,-50]",1,0,0
3074,"RyslathaSummonEggTriggeredStandalone","[2459,887]","[2154,883,4768]","[1,227,-50]",1,0,0
3075,"KitavaSummonCasterMinions","[2459,887]","[2154,883]","[4,230]",1,0,0
3076,"SummonWaterElementalOnDamageTaken","[2459,887,1827,6534]","[2154,883,4768,1843,1842]","[1,231,50,1,100]",1,0,0
3077,"SummonSilverOrbOnDeath","[2459,887,1827]","[2154,883,4768,1781]","[1,244,-95,25]",1,0,0
3078,"SummonFlamingAnimatedWeapons","[2459,887,2496,4870]","[2154,883,4768]","[2,247,-80]",1,0,0
3079,"NinjaCopSummonTornado","[2459,887,2496,4870]","[2154,883,4768]","[1,374,-99]",1,0,0
3080,"BlackguardDuoSummonWrathZone",[2459],"[2154,883,4768,1211]","[1,153,-95,200]",1,0,0
3081,"LegionEternalSummonStampede","[2459,2460]","[2154,883,4768]","[1,396,-95]",1,0,0
3082,"AtlasExileWarlordSummonStampede","[2459,2460]","[2154,883,4768]","[1,446,-99]",1,0,0
3083,"AxisChampionSummonHatredZone","[2459,15479]","[2154,883,4768,6143]","[1,246,-95,114]",1,0,0
3084,"BlackguardDuoSummonConductivityZone",[2459],"[2154,883,4768,1211]","[1,157,-95,200]",1,0,0
3085,"AxisCasterLunarisChampionFrostbiteZone",[2459],"[2154,883,4768]","[1,245,-95]",1,0,0
3086,"HallowedGroundMapSlowingTotem","[2459,887,2496]","[2154,883]","[1,187]",1,0,0
3087,"SummonBladeVortexDaemon","[2459,887]","[2154,883]","[1,220]",1,0,0
3088,"SummonHolyFireDaemon","[2459,887]","[2154,883,4768]","[1,221,-95]",1,0,0
3089,"SummonSpiderCocoon","[2459,887]","[2154,883,4768]","[2,322,-50]",1,0,0
3090,"BestiarySummonAmbushGoatman","[2459,887,2496,4870]","[2154,883,4768,214]","[1,324,50,3]",1,0,0
3091,"BestiarySummonIceFlowerFrog","[2459,887]","[2154,883,4768]","[3,337,20]",1,0,0
3092,"BestiarySummonGroundCrab","[2459,887]","[2154,883,4768]","[1,339,-95]",1,0,0
3093,"BestiarySummonSpiderExplode","[2459,887]","[2154,883,4768,214]","[3,325,50,3]",1,0,0
3094,"BestiarySummonRootSpiderCascade","[2459,887,6310]","[2154,883,4768]","[1,326,-75]",1,0,0
3095,"BestiarySummonBurrowScorpion","[2459,887,2496,4870]","[2154,883,4768]","[1,327,200]",1,0,0
3096,"ScarecrowDaemonSummonRaven","[2459,887,4870]","[2154,883,4768]","[1,242,-50]",1,0,0
3097,"TolmanDaemonDesecrate","[2459,887,4870]","[2154,883,4768]","[1,271,300]",1,0,0
3098,"DroolmawSummonPillar","[2459,887,2496,6532]","[2154,883,4768]","[1,272,-95]",1,0,0
3099,"AbyssSummonVendigoClone","[2459,2460,2496]","[2154,883]","[1,274]",1,0,0
3100,"MasterTHSummonWeapons","[2459,2460]","[2154,883]","[6,318]",1,0,0
3101,"BestiarySeawitchSummonClones","[2459,2460]","[2154,883,4768]","[3,319,50]",1,0,0
3102,"BestiarySummonRabbit","[2459,2460,4870]","[2154,883,4768]","[1,321,100]",1,0,0
3103,"BestiarySpiderPlagueSummonClones","[2459,2460]","[2154,883,4768]","[1,323,100]",1,0,0
3104,"BestiaryAvianSummonBirdSwarm","[2459,2460]","[2154,883,4768]","[1,328,200]",1,0,0
3105,"HillockSpecialZombieSummon","[2459,2460]","[2154,883,4768]","[6,329,50]",1,0,0
3106,"BestiaryCrabBossSummonMinions","[2459,2460]","[2154,883,4768]","[6,330,200]",1,0,0
3107,"IncursionSummonPipe","[2459,2460,7293,7294,7295]",[883],[341],1,0,0
3108,"IncursionSummonSacrificeDemons","[2459,2460,7293]","[883,4768]","[342,50]",1,0,0
3109,"IncursionSummonHealingTotems","[2459,2460,2496,4870]","[2154,883,4768]","[3,343,100]",1,0,0
3110,"IncursionSummonLightningStorm","[2459,2460]","[2154,883,4768]","[1,344,50]",1,0,0
3111,"IncursionSummonLightningStorm2","[2459,2460]","[883,4768]","[352,50]",1,0,0
3112,"ProtoVaalMapBossVolatileSummon",[2460],"[2154,883,4768]","[3,367,-50]",1,0,0
3113,"ProtoVaalMapBossVolatileSummonSanctum",[2460],"[2154,883,4768]","[1,618,-99]",1,0,0
