"rownum","BaseItemTypesKey","Stacks","CurrencyUseType","Action","Directions","FullStack_BaseItemTypesKey","Description","Usage_AchievementItemsKeys","bool","CosmeticTypeName","Possession_AchievementItemsKey","[rid]","[i32]","CurrencyTab_StackSize","XBoxDirections","i32","rid","rid","ModifyMapsAchievements","ModifyContractsAchievements","CombineAchievements","i32","[i32]","ShopTag","IsHardmode","DescriptionHardmode","IsGold"
148,147,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],"",1,"Upgrades a normal item to rare with one guaranteed property",""
149,148,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],"",1,"Upgrades a normal item to rare with one guaranteed property",""
150,149,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],"",1,"Upgrades a normal item to rare with one guaranteed property",""
151,150,9,2,"use_essence","Right click this item then left click a normal item to apply it.","","Upgrades a normal item to rare with one guaranteed property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal item to apply it.",0,"","",[],[],[],19,[],"","","",""
152,151,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],"",1,"Upgrades a normal item to rare with one guaranteed property",""
153,152,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],"",1,"Upgrades a normal item to rare with one guaranteed property",""
154,153,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],"",1,"Upgrades a normal item to rare with one guaranteed property",""
155,154,9,2,"use_essence","Right click this item then left click a normal item to apply it.","","Upgrades a normal item to rare with one guaranteed property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal item to apply it.",0,"","",[],[],[],19,[],"","","",""
156,155,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],"",1,"Upgrades a normal item to rare with one guaranteed property",""
157,156,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],"",1,"Upgrades a normal item to rare with one guaranteed property",""
158,157,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],"",1,"Upgrades a normal item to rare with one guaranteed property",""
159,158,9,2,"use_essence","Right click this item then left click a normal item to apply it.","","Upgrades a normal item to rare with one guaranteed property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal item to apply it.",0,"","",[],[],[],19,[],"","","",""
160,159,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],"",1,"Upgrades a normal item to rare with one guaranteed property",""
161,160,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],"",1,"Upgrades a normal item to rare with one guaranteed property",""
162,161,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],"",1,"Upgrades a normal item to rare with one guaranteed property",""
163,162,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],"",1,"Upgrades a normal item to rare with one guaranteed property",""
164,163,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],"",1,"Upgrades a normal item to rare with one guaranteed property",""
165,164,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],"",1,"Upgrades a normal item to rare with one guaranteed property",""
166,165,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],"",1,"Upgrades a normal item to rare with one guaranteed property",""
167,166,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],"",1,"Upgrades a normal item to rare with one guaranteed property",""
168,167,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],"",1,"Upgrades a normal item to rare with one guaranteed property",""
169,168,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],"",1,"Upgrades a normal item to rare with one guaranteed property",""
170,169,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],"",1,"Upgrades a normal item to rare with one guaranteed property",""
171,170,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],"",1,"Upgrades a normal item to rare with one guaranteed property",""
172,171,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],"",1,"Upgrades a normal item to rare with one guaranteed property",""
173,172,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],"",1,"Upgrades a normal item to rare with one guaranteed property",""
174,173,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],"",1,"Upgrades a normal item to rare with one guaranteed property",""
175,174,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property","[7719,8324]","","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],"",1,"Upgrades a normal item to rare with one guaranteed property",""
176,175,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property","[7719,8324]","","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],"",1,"Upgrades a normal item to rare with one guaranteed property",""
177,176,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property","[7719,8324]","","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],"",1,"Upgrades a normal item to rare with one guaranteed property",""
178,177,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property","[7719,8324]","","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],"",1,"Upgrades a normal item to rare with one guaranteed property",""
179,178,9,2,"corrupt_monolith","Right click this item then left click a monster trapped by Essences to corrupt them. Corrupted Essences cannot be modified again.","","Corrupts the Essences trapping a monster, modifying them unpredictably","[1027,7712,8917,9565]","","","",[],[],5000,"Use this item on a monster trapped by Essences to corrupt them. Corrupted Essences cannot be modified again.",0,"","",[],[],[],19,[],"","","",""
180,179,10,2,"add_atlas_mod_low","Right click this item then left click a Voidstone to apply it.","","Adds or rerolls a modifier on a Voidstone",[],"","","","[2,6]","[10,10]",5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a Voidstone to apply it.",0,"","",[],[],[],19,[],"","","",""
181,180,10,2,"add_atlas_mod_mid","Right click this item then left click a Voidstone to apply it.","","Adds or rerolls a modifier on a Voidstone",[],"","","","[2,6]","[20,10]",5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a Voidstone to apply it.",0,"","",[],[],[],19,[],"","","",""
182,181,10,2,"add_atlas_mod_high","Right click this item then left click a Voidstone to apply it.","","Adds or rerolls a modifier on a Voidstone",[4223],"","","","[2,6]","[30,10]",5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a Voidstone to apply it.",0,"","",[],[],[],19,[],"","","",""
183,182,10,2,"add_atlas_mod_maven","Right click this item then left click a Voidstone to apply it.","","Adds or rerolls a modifier on a Voidstone",[],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a Voidstone to apply it.",0,"","",[],[],[],19,[],"","","",""
184,183,10,6,"seal_map_low","Right click this item then left click a white map on the Atlas to apply it.","","Uncompletes a white map on the Atlas",[],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a white map on the Atlas to apply it.",0,"","",[],[],[],19,[],"","","",""
185,184,10,6,"seal_map_mid","Right click this item then left click a yellow or white map on the Atlas to apply it.","","Uncompletes a yellow or white map on the Atlas",[],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a yellow or white map on the Atlas to apply it.",0,"","",[],[],[],19,[],"","","",""
186,185,10,6,"seal_map_high","Right click this item then left click any map on the Atlas to apply it.","","Uncompletes any map on the Atlas",[],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on any map on the Atlas to apply it.",0,"","",[],[],[],19,[],"","","",""
187,187,100,3,"","Combine 100 Splinters to create Xoph's Breachstone.",7299,"",[],"","","",[],[],5000,"Combine 100 Splinters to create Xoph's Breachstone.",0,"","",[],[],[],19,[],"","","",""
188,188,100,3,"","Combine 100 Splinters to create Tul's Breachstone.",7300,"",[],"","","",[],[],5000,"Combine 100 Splinters to create Tul's Breachstone.",0,"","",[],[],[],19,[],"","","",""
189,189,100,3,"","Combine 100 Splinters to create Esh's Breachstone.",7301,"",[],"","","",[],[],5000,"Combine 100 Splinters to create Esh's Breachstone.",0,"","",[],[],[],19,[],"","","",""
190,190,100,3,"","Combine 100 Splinters to create Uul-Netol's Breachstone.",7302,"",[],"","","",[],[],5000,"Combine 100 Splinters to create Uul-Netol's Breachstone.",0,"","",[],[],[],19,[],"","","",""
191,191,100,3,"","Combine 100 splinters to create Chayula's Breachstone.",7303,"",[],"","","",[],[],5000,"Combine 100 splinters to create Chayula's Breachstone.",0,"","",[],[],[],19,[],"","","",""
192,192,10,2,"upgrade_breach_item","Right click this item then left click an applicable breach unique item to upgrade it.","","Upgrades a breach unique item or breachstone to a more powerful version",[9159],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an applicable breach unique item to upgrade it.",0,"","",[],[],[],19,[],"","","",""
193,193,10,2,"upgrade_breach_item","Right click this item then left click an applicable breach unique item to upgrade it.","","Upgrades a breach unique item or breachstone to a more powerful version",[9159],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an applicable breach unique item to upgrade it.",0,"","",[],[],[],19,[],"","","",""
194,194,10,2,"upgrade_breach_item","Right click this item then left click an applicable breach unique item to upgrade it.","","Upgrades a breach unique item or breachstone to a more powerful version",[9159],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an applicable breach unique item to upgrade it.",0,"","",[],[],[],19,[],"","","",""
195,195,10,2,"upgrade_breach_item","Right click this item then left click an applicable breach unique item to upgrade it.","","Upgrades a breach unique item or breachstone to a more powerful version",[9159],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an applicable breach unique item to upgrade it.",0,"","",[],[],[],19,[],"","","",""
196,196,10,2,"upgrade_breach_item","Right click this item then left click an applicable breach unique item to upgrade it.","","Upgrades a breach unique item or breachstone to a more powerful version",[9159],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an applicable breach unique item to upgrade it.",0,"","",[],[],[],19,[],"","","",""
197,197,100,3,"","Combine 100 Splinters to create a Timeless Karui Emblem.",7324,"",[],"","","",[],[],5000,"Combine 100 Splinters to create a Timeless Karui Emblem.",0,"","",[],[],[],19,[],"","","",""
198,198,100,3,"","Combine 100 Splinters to create a Timeless Maraketh Emblem.",7325,"",[],"","","",[],[],5000,"Combine 100 Splinters to create a Timeless Maraketh Emblem.",0,"","",[],[],[],19,[],"","","",""
199,199,100,3,"","Combine 100 Splinters to create a Timeless Eternal Emblem.",7326,"",[],"","","",[],[],5000,"Combine 100 Splinters to create a Timeless Eternal Emblem.",0,"","",[],[],[],19,[],"","","",""
200,200,100,3,"","Combine 100 Splinters to create a Timeless Templar Emblem.",7327,"",[],"","","",[],[],5000,"Combine 100 Splinters to create a Timeless Templar Emblem.",0,"","",[],[],[],19,[],"","","",""
201,201,100,3,"","Combine 100 Splinters to create a Timeless Vaal Emblem.",7328,"",[],"","","",[],[],5000,"Combine 100 Splinters to create a Timeless Vaal Emblem.",0,"","",[],[],[],19,[],"","","",""
202,202,300,3,"","Combine 300 Splinters to create a Simulacrum.",7334,"",[],"","","",[],[],5000,"Combine 300 Splinters to create a Simulacrum.",0,"","",[],[],[],19,[],"","","",""
203,203,20,2,"remove_random_mod","Right click this item then left click on a magic or rare item to apply it.","","Removes a random modifier from an item",[9617],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a magic or rare item to apply it.",0,"","",[],[],[],19,[],"","","",""
204,204,20,2,"transmute_to_rare_with_sockets","Right click this item then left click a normal item to apply it.","","Upgrades a normal item to a rare item with up to four linked sockets",[],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal item to apply it.",0,"","",[],[],[],19,[],"","","",""
205,205,20,2,"reroll_map_type","Right click this item then left click a map to apply it.","","Reforges a map item as another of the same tier",[],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a map to apply it.",0,"","",[7008],[],[],19,[],"","","",""
206,206,20,2,"upgrade_map_tier","Right click this item then left click a map to apply it.","","Reforges a map item as another of a higher tier",[9163],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a map to apply it.",0,"","",[7009],[],[],19,[],"","","",""
207,207,20,2,"add_strongbox_quality","Right click this item then left click a Strongbox to apply it. Has greater effect on lower rarity Strongboxes. The maximum quality is 20%.","","Improves the quality of a Strongbox",[],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a Strongbox to apply it. Has greater effect on lower rarity Strongboxes. The maximum quality is 20%.",0,"","",[],[],[],19,[],"","","",""
208,208,20,2,"add_strongbox_quality_infused","Right click this item then left click a Strongbox to apply it.","","Greatly improves the quality and rewards of a Strongbox and strengthens its defenders",[],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a Strongbox to apply it.",0,"","",[],[],[],19,[],"","","",""
209,209,20,2,"reroll_unique","Right click this item then left click a unique item to apply it.","","Reforges a unique equipment as another of the same item class",[9163],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a unique item to apply it.",0,"","",[],[],[],19,[],"","","",""
210,210,20,2,"fracture_random_mod","Right click this item then left click a rare item to apply it. Cannot be used on Influenced, Synthesised or Fractured items.","","Fracture a random modifier on a rare item with at least 4 modifiers, locking it in place",[9163],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a rare item to apply it. Cannot be used on Influenced, Synthesised or Fractured items.",0,"","",[],[],[],19,[],"","","",""
211,211,20,3,"","A stack of 20 shards becomes an Orb of Annulment.",203,"",[],"","","",[],[],0,"A stack of 20 shards becomes an Orb of Annulment",0,"","",[],[],[],19,[],"","","",""
212,212,20,3,"","A stack of 20 shards becomes an Orb of Binding.",204,"",[],"","","",[],[],0,"A stack of 20 shards becomes an Orb of Binding",0,"","",[],[],[],19,[],"","","",""
213,213,20,3,"","A stack of 20 shards becomes an Orb of Horizons.",205,"",[],"","","",[],[],0,"A stack of 20 shards becomes an Orb of Horizons",0,"","",[],[],[],19,[],"","","",""
214,214,20,3,"","A stack of 20 shards becomes a Harbinger's Orb.",206,"",[],"","","",[],[],0,"A stack of 20 shards becomes a Harbinger's Orb",0,"","",[],[],[],19,[],"","","",""
215,215,20,3,"","A stack of 20 shards becomes an Engineer's Orb.",207,"",[],"","","",[],[],0,"A stack of 20 shards becomes an Engineer's Orb",0,"","",[],[],[],19,[],"","","",""
216,216,20,3,"","A stack of 20 shards becomes an Ancient Orb.",209,"",[],"","","",[],[],0,"A stack of 20 shards becomes an Ancient Orb",0,"","",[],[],[],19,[],"","","",""
217,217,20,3,"","A stack of 20 shards becomes a Chaos Orb.",2,"",[],"","","",[],[],0,"A stack of 20 shards becomes a Chaos Orb",0,"","",[],[],[],19,[],"","","",""
218,218,20,3,"","A stack of 20 shards becomes a Mirror of Kalandra.",5,"",[],"","","",[],[],0,"A stack of 20 shards becomes a Mirror of Kalandra",0,"","",[],[],[],19,[],"","","",""
219,219,20,3,"","A stack of 20 shards becomes an Exalted Orb.",13,"",[],"","","",[],[],0,"A stack of 20 shards becomes an Exalted Orb",0,"","",[],[],[],19,[],"","","",""
220,220,20,3,"","A stack of 20 shards becomes a Regal Orb.",14,"",[],"","","",[],[],0,"A stack of 20 shards becomes a Regal Orb",0,"","",[],[],[],19,[],"","","",""
221,221,20,3,"","A stack of 20 shards becomes a Fracturing Orb.",210,"",[],"","","",[],[],0,"A stack of 20 shards becomes a Fracturing Orb",0,"","",[],[],[],19,[],"","","",""
222,7263,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],"","","",""
223,7264,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],"","","",""
224,7265,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],"","","",""
225,7266,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],"","","",""
226,7268,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],"","","",""
227,7269,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],"","","",""
228,7270,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],"","","",""
229,7271,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],"","","",""
230,7273,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],"","","",""
231,7274,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],"","","",""
232,7275,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],"","","",""
233,7276,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],"","","",""
234,7278,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],"","","",""
235,7279,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],"","","",""
236,7280,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],"","","",""
237,7281,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],"","","",""
238,7283,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],"","","",""
239,7284,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],"","","",""
240,7285,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],"","","",""
241,7286,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],"","","",""
242,7288,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],"","","",""
243,7289,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],"","","",""
244,7290,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],"","","",""
245,7291,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],"","","",""
246,7293,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],"","","",""
247,7294,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],"","","",""
248,7295,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],"","","",""
249,7296,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],"","","",""
250,7298,1,3,"","Can be used in a personal Map Device, allowing you to capture the Soul of the Map's Boss. The Vessel containing the captured Soul can be retrieved from the Map Device. You must be in the Map when the boss is defeated.","","Unique Boss deals 10% increased Damage\r\nUnique Boss has 10% increased Attack and Cast Speed\r\nUnique Boss has 10% increased Life\r\nUnique Boss has 20% increased Area of Effect",[],"","","",[],[],5000,"Can be used in a personal Map Device, allowing you to capture the Soul of the Map's Boss. The Vessel containing the captured Soul can be retrieved from the Map Device. You must be in the Map when the boss is defeated.",0,"","",[],[],[],19,[],"","","",""
251,7299,1,3,"","Travel to Xoph's Domain by using this item in a personal Map Device. Can only be used once.","","Rare Monsters drop an additional Reward Type\r\nArea has 2 additional random Modifiers\r\n100% increased Experience Gain\r\nMonster Level: 81",[],"","","",[],[],5000,"Travel to Xoph's Domain by using this item in a personal Map Device. Can only be used once.",0,"","",[],[],[],19,[],"",1,"Area has 2 additional random Modifiers\r\n100% increased Experience Gain\r\nMonster Level: 81",""
252,7300,1,3,"","Travel to Tul's Domain by using this item in a personal Map Device. Can only be used once.","","Rare Monsters drop an additional Reward Type\r\nArea has 2 additional random Modifiers\r\n100% increased Experience Gain\r\nMonster Level: 81",[],"","","",[],[],5000,"Travel to Tul's Domain by using this item in a personal Map Device. Can only be used once.",0,"","",[],[],[],19,[],"",1,"Area has 2 additional random Modifiers\r\n100% increased Experience Gain\r\nMonster Level: 81",""
253,7301,1,3,"","Travel to Esh's Domain by using this item in a personal Map Device. Can only be used once.","","Rare Monsters drop an additional Reward Type\r\nArea has 2 additional random Modifiers\r\n100% increased Experience Gain\r\nMonster Level: 81",[],"","","",[],[],5000,"Travel to Esh's Domain by using this item in a personal Map Device. Can only be used once.",0,"","",[],[],[],19,[],"",1,"Area has 2 additional random Modifiers\r\n100% increased Experience Gain\r\nMonster Level: 81",""
254,7302,1,3,"","Travel to Uul-Netol's Domain by using this item in a personal Map Device. Can only be used once.","","Rare Monsters drop an additional Reward Type\r\nArea has 2 additional random Modifiers\r\n150% increased Experience Gain\r\nMonster Level: 82",[],"","","",[],[],5000,"Travel to Uul-Netol's Domain by using this item in a personal Map Device. Can only be used once.",0,"","",[],[],[],19,[],"",1,"Area has 2 additional random Modifiers\r\n150% increased Experience Gain\r\nMonster Level: 82",""
255,7303,1,3,"","Travel to Chayula's Domain by using this item in a personal Map Device. Can only be used once.","","Rare Monsters drop an additional Reward Type\r\nArea has 2 additional random Modifiers\r\n200% increased Experience Gain\r\nMonster Level: 83",[],"","","",[],[],5000,"Travel to Chayula's Domain by using this item in a personal Map Device. Can only be used once.",0,"","",[],[],[],19,[],"",1,"Area has 2 additional random Modifiers\r\n200% increased Experience Gain\r\nMonster Level: 83",""
