"rownum","Id","ARMFiles","Script","[rid]","Stats","StatsValues","Description (English)","Description (French)","Description (German)","Description (Japanese)","Description (Korean)","Description (Portuguese)","Description (Russian)","Description (Spanish)","Description (Thai)","Description (Traditional Chinese)","Name (English)","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","Type","WorldArea","Icon","i32","MinLevel","rid","bool","ExtraStats","ExtraStatsValues","ReminderText (English)","ReminderText (French)","ReminderText (German)","ReminderText (Japanese)","ReminderText (Korean)","ReminderText (Portuguese)","ReminderText (Russian)","ReminderText (Spanish)","ReminderText (Thai)","ReminderText (Traditional Chinese)","TextAudio","rid","bool"
55,"Strongbox1","[""Metadata/Terrain/Leagues/Lake/Rooms/encounter_league_strongbox.arm""]","",[],[],[],"Contains 5 additional Strongboxes","Contient 5 Coffres-forts supplémentaires","Enthält 5 zusätzliche Tresore","ストロングボックスが追加で5個ある","금고 5개 추가","Contém 5 Cofres adicionais","Содержит 5 дополнительных ларцов","Contiene 5 cajas fuertes adicionales","มี กล่องนิรภัย เพิ่มเติม 5 ใบ","含有 5 個額外保險箱","Reflection of Ambush","Reflet d'une Embuscade","Spiegelung des Überfalls","奇襲の鏡像","매복의 투영","Reflexo da Emboscada","Отражение Засады","Reflejo de emboscada","ภาพสะท้อนแห่งการดักโจมตี","伏擊映像",3,"","Art/2DArt/UIImages/InGame/Lake/LakeTileIconStrongbox",1,8,13,"",[13396],[10],"(Difficulty scales quantity of items from Strongboxes)","(La difficulté amplifie la quantité des objets contenus dans les Coffres-forts)","(Die Schwierigkeit skaliert die Menge von Gegenständen aus Tresoren)","(難易度はストロングボックスから得られるアイテムの数量をスケールする)","(난이도에 따라 금고에서 발견되는 아이템의 수량 증감)","(A dificuldade escalona a quantidade de itens em Cofres)","(Сложность повышает количество предметов в ларцах)","(La dificultad aumenta la cantidad de objetos de las cajas fuertes)","(ระดับ​ความยาก ส่ง​ผล​ต่อ​จำนวน​ของ​ไอเทม​จาก กล่องนิรภัย)","( 難度調整保險箱的物品數量 )",13779,13780,""
56,"Strongbox2","[""Metadata/Terrain/Leagues/Lake/Rooms/encounter_league_strongbox.arm""]","",[],[5074],[1],"Contains 5 additional Strongboxes\r\nStrongboxes are Rare and Corrupted","Contient 5 Coffres-forts supplémentaires\r\nLes Coffres-forts sont Rares et Corrompus","Enthält 5 zusätzliche Tresore\r\nTresore sind selten und verderbt","ストロングボックスが追加で5個ある\r\nストロングボックスはレアおよびコラプト状態","금고 5개 추가 등장\r\n금고가 타락한 희귀 금고로 등장","Contém 5 Cofres adicionais\r\nCofres são Raros e Corrompidos","Содержит 5 дополнительных ларцов\r\nЛарцы как минимум редкие и осквернены","Contiene 5 cajas fuertes adicionales\r\nLas cajas fuertes son raras y están corruptas","มี กล่องนิรภัย เพิ่มเติม 5 ใบ\r\nกล่องนิรภัย เป็น กล่องนิรภัยแรร์ที่มีมลทิน","含有 5 個額外保險箱\r\n保險箱為稀有和已汙染","Reflection of Entrapment","Reflet d'un Guet-apens","Spiegelung der Falle","封入の鏡像","속박의 투영","Reflexo da Prisão","Отражение Ловушек","Reflejo de encerrona","ภาพสะท้อนแห่งการล่อลวง","誘捕映像",3,"","Art/2DArt/UIImages/InGame/Lake/LakeTileIconStrongbox",2,46,13,"",[13396],[10],"(Difficulty scales quantity of items from Strongboxes)","(La difficulté amplifie la quantité des objets contenus dans les Coffres-forts)","(Die Schwierigkeit skaliert die Menge von Gegenständen aus Tresoren)","(難易度はストロングボックスから得られるアイテムの数量をスケールする)","(난이도에 따라 금고에서 발견되는 아이템의 수량 증감)","(A dificuldade escalona a quantidade de itens em Cofres)","(Сложность повышает количество предметов в ларцах)","(La dificultad aumenta la cantidad de objetos de las cajas fuertes)","(ระดับ​ความยาก ส่ง​ผล​ต่อ​จำนวน​ของ​ไอเทม​จาก กล่องนิรภัย)","( 難度調整保險箱的物品數量 )",13779,13780,""
57,"Strongbox3","[""Metadata/Terrain/Leagues/Lake/Rooms/encounter_league_strongbox.arm""]","",[],[13511],[25],"Contains 5 additional Strongboxes\r\nStrongboxes are less common types\r\nStrongboxes have 25% chance to be openable again","Contient 5 Coffres-forts supplémentaires\r\nGénère des Coffres-forts de type inhabituel\r\nLes Coffres-forts ont 25% de chances de pouvoir être ouverts de nouveau","Enthält 5 zusätzliche Tresore\r\nTresore gehören weniger geläufigen Typen an\r\nTresore haben 25% Chance, wieder geöffnet werden zu können","ストロングボックスが追加で5個ある\r\nストロングボックスは珍しいタイプとなる\r\nストロングボックスは25%の確率で再度開くことが出来る","금고 5개 추가 등장\r\n금고가 보다 희귀한 유형으로 등장\r\n25%의 확률로 금고를 다시 열 수 있음","Contém 5 Cofres adicionais\r\nCofres são de tipos menos comuns\r\nCofres têm 25% de chance de poderem ser abertos novamente","Содержит 5 дополнительных ларцов\r\nЛарцы будут более редких типов\r\nОткрытые ларцы с 25% шансом можно будет открыть повторно","Contiene 5 cajas fuertes adicionales\r\nLas cajas fuertes son de tipos menos comunes\r\nLas cajas fuertes tienen un 25% de probabilidad de poder abrirse otra vez","มี กล่องนิรภัย เพิ่มเติม 5 ใบ\r\nกล่องนิรภัย เป็นชนิดที่พบได้ยากกว่าปกติ\r\nกล่องนิรภัย มีโอกาสเปิดได้อีกครั้ง 25%","含有 5 個額外保險箱\r\n保險箱為罕見類型\r\n保險箱有 25% 機率可再次開啟","Reflection of the Trove","Reflet de Richesses","Spiegelung des Schatzes","宝庫の鏡像","발견물의 투영","Reflexo do Tesouro","Отражение Сокровищ","Reflejo del cofre","ภาพสะท้อนแห่งขุมทรัพย์","寶庫映像",3,"","Art/2DArt/UIImages/InGame/Lake/LakeTileIconStrongbox",3,68,13,"",[13396],[10],"(Difficulty scales quantity of items from Strongboxes)","(La difficulté amplifie la quantité des objets contenus dans les Coffres-forts)","(Die Schwierigkeit skaliert die Menge von Gegenständen aus Tresoren)","(難易度はストロングボックスから得られるアイテムの数量をスケールする)","(난이도에 따라 금고에서 발견되는 아이템의 수량 증감)","(A dificuldade escalona a quantidade de itens em Cofres)","(Сложность повышает количество предметов в ларцах)","(La dificultad aumenta la cantidad de objetos de las cajas fuertes)","(ระดับ​ความยาก ส่ง​ผล​ต่อ​จำนวน​ของ​ไอเทม​จาก กล่องนิรภัย)","( 難度調整保險箱的物品數量 )",13779,13780,""
58,"Essence1","[""Metadata/Terrain/Leagues/Lake/Rooms/encounter_league_essence.arm""]","",[],[],[],"Contains 3 additional Essences","Contient 3 Essences supplémentaires","Enthält 3 zusätzliche Essenzen","3つの追加のエッセンスがある","에센스 3개 추가 등장","Contém 3 Essências adicionais","Содержит 3 дополнительных Сущности","Contiene 3 esencias adicionales","มี เอสเซนส์ เพิ่มเติม 3 ชิ้น","含有 3 個額外精髓","Reflection of Essence","Reflet d'Essence","Spiegelung der Essenz","エッセンスの鏡像","에센스의 투영","Reflexo da Essência","Отражение Сущности","Reflejo de esencias","ภาพสะท้อนแห่งเอสเซนส์","精髓映像",3,"","Art/2DArt/UIImages/InGame/Lake/LakeTileIconEssences",1,8,14,"",[13576],[20],"(Difficulty scales chance for Imprisoned  Monsters to have additional Essences)","(La difficulté amplifie les probabilités que les Monstres emprisonnés détiennent des Essences supplémentaires)","(Die Schwierigkeit skaliert die Chance auf zusätzliche Essenzen von Monstern)","(難易度は閉じ込められたモンスターが追加のエッセンスを持つ確率をスケールする)","(난이도에 따라 갇힌 몬스터가 에센스를 추가로 보유할 확률 증감)","(A dificuldade escalona a chance de Monstros Apririonados terem uma Essência adicional)","(Сложность повышает шанс наличия дополнительной Сущности у заточённых монстров)","(La dificultad aumenta la probabilidad de que los monstruos aprisionados tengan esencias adicionales)","(ระดับ​ความยาก ส่ง​ผล​ต่อ​โอกาส​ที่ มอนสเตอร์​ที่​ถูก​จองจำ มีโอกาสมี เอสเซนส์ เพิ่มเติม)","( 難度調整被禁錮怪物有額外精髓的機率 )",13796,13797,1
59,"Essence2","[""Metadata/Terrain/Leagues/Lake/Rooms/encounter_league_essence.arm""]","",[],"[13667,9806]","[100,100]","Contains 3 additional Essences\r\nEssences are a tier higher\r\nImprisoned Monsters have a Remnant of Corruption","Contient 3 Essences supplémentaires\r\nLes Essences sont majorées d'un palier\r\nLes Monstres emprisonnés détiennent un Reliquat de corruption","Enthält 3 zusätzliche Essenzen\r\nEssenzen sind einen Level höher\r\nEingeschlossene Monster haben ein Relikt der Verderbtheit","3つの追加のエッセンスがある\r\nエッセンスのティアが一段階高い\r\n閉じ込められているモンスターはコラプションレムラントを持つ","에센스 3개 추가 등장\r\n에센스가 1등급 높음\r\n갇힌 몬스터가 타락의 유물 보유","Contém 3 Essências adicionais\r\nEssências são de um tier acima\r\nMonstros Aprisionados têm um Resto de Corrupção","Содержит 3 дополнительных Сущности\r\nСущности будут на уровень выше\r\nНа заточённых монстров будет действовать След порчи","Contiene 3 esencias adicionales\r\nLas esencias son de un grado mayor\r\nLos monstruos aprisionados tienen un Remanente de corrupción","มี เอสเซนส์ เพิ่มเติม 3 ชิ้น\r\nเอสเซนส์ มีระดับสูงขึ้น 1 ระดับ\r\nมอนสเตอร์ที่ถูกจองจำ มี Remnant of Corruption 1 ชิ้น","含有 3 個額外精髓\r\n精隨為高 1 階級\r\n被禁錮的怪物有被污染的器皿","Reflection of Imprisonment","Reflet d'un Emprisonnement","Spiegelung der Gefangenschaft","幽閉の鏡像","갇힘의 투영","Reflexo do Aprisionamento","Отражение Заточения","Reflejo de encarcelación","ภาพสะท้อนแห่งการจองจำ","監禁映像",3,"","Art/2DArt/UIImages/InGame/Lake/LakeTileIconEssences",2,46,14,"",[13576],[20],"(Difficulty scales chance for Imprisoned  Monsters to have additional Essences)","(La difficulté amplifie les probabilités que les Monstres emprisonnés détiennent des Essences supplémentaires)","(Die Schwierigkeit skaliert die Chance auf zusätzliche Essenzen von Monstern)","(難易度は閉じ込められたモンスターが追加のエッセンスを持つ確率をスケールする)","(난이도에 따라 갇힌 몬스터가 에센스를 추가로 보유할 확률 증감)","(A dificuldade escalona a chance de Monstros Apririonados terem uma Essência adicional)","(Сложность повышает шанс наличия дополнительной Сущности у заточённых монстров)","(La dificultad aumenta la probabilidad de que los monstruos aprisionados tengan esencias adicionales)","(ระดับ​ความยาก ส่ง​ผล​ต่อ​โอกาส​ที่ มอนสเตอร์​ที่​ถูก​จองจำ มีโอกาสมี เอสเซนส์ เพิ่มเติม)","( 難度調整被禁錮怪物有額外精髓的機率 )",13796,13797,1
60,"Essence3","[""Metadata/Terrain/Leagues/Lake/Rooms/encounter_league_essence.arm""]","",[],"[13667,15510]","[100,100]","Contains 3 additional Essences\r\nEssences are a tier higher\r\nImprisoned Monsters have 3 additional Essences","Contient 3 Essences supplémentaires\r\nLes Essences sont majorées d'un palier\r\nLes Monstres emprisonnés détiennent 3 Essences supplémentaires","Enthält 3 zusätzliche Essenzen\r\nEssenzen sind einen Level höher\r\nEingeschlossene Monster haben 3 zusätzliche Essenzen","3つの追加のエッセンスがある\r\nエッセンスのティアが一段階高い\r\n閉じ込められているモンスターは3つの追加のエッセンスを持っている","에센스 3개 추가 등장\r\n에센스가 1등급 높음\r\n갇힌 몬스터가 에센스 3개 추가 보유","Contém 3 Essências adicionais\r\nEssências são de um tier acima\r\nMonstros Aprisionados têm 3 Essências adicionais","\r\nСодержит 3 дополнительных Сущности\r\nСущности будут на уровень выше\r\nЗаточённые монстры имеют 3 дополнительные Сущности","Contiene 3 esencias adicionales\r\nLas esencias son de un grado mayor\r\nLos monstruos aprisionados tienen 3 esencias adicionales","มี เอสเซนส์ เพิ่มเติม 3 ชิ้น\r\nเอสเซนส์ มีระดับสูงขึ้น 1 ระดับ\r\nมอนสเตอร์ที่ถูกจองจำ มีเอสเซนส์ เพิ่มเติม 3 ชิ้น","含有 3 個額外精髓\r\n精隨階級更高\r\n被禁錮的怪物有 3 個額外精髓","Reflection of Thralldom","Reflet d'une Servitude","Spiegelung der Knechtschaft","束縛の鏡像","예속의 투영","Reflexo da Escravidão","Отражение Рабства","Reflejo de esclavitud","ภาพสะท้อนแห่งการเป็นทาส","奴役映像",3,"","Art/2DArt/UIImages/InGame/Lake/LakeTileIconEssences",3,68,14,"",[13576],[20],"(Difficulty scales chance for Imprisoned  Monsters to have additional Essences)","(La difficulté amplifie les probabilités que les Monstres emprisonnés détiennent des Essences supplémentaires)","(Die Schwierigkeit skaliert die Chance auf zusätzliche Essenzen von Monstern)","(難易度は閉じ込められたモンスターが追加のエッセンスを持つ確率をスケールする)","(난이도에 따라 갇힌 몬스터가 에센스를 추가로 보유할 확률 증감)","(A dificuldade escalona a chance de Monstros Apririonados terem uma Essência adicional)","(Сложность повышает шанс наличия дополнительной Сущности у заточённых монстров)","(La dificultad aumenta la probabilidad de que los monstruos aprisionados tengan esencias adicionales)","(ระดับ​ความยาก ส่ง​ผล​ต่อ​โอกาส​ที่ มอนสเตอร์​ที่​ถูก​จองจำ มีโอกาสมี เอสเซนส์ เพิ่มเติม)","( 難度調整被禁錮怪物有額外精髓的機率 )",13796,13797,1
61,"Harbinger1","[""Metadata/Terrain/Leagues/Lake/Rooms/encounter_league_harbinger.arm""]","",[],[6292],[3],"Contains 3 additional Harbingers","Contient 3 Précurseurs supplémentaires","Enthält 3 zusätzliche Vorboten","ハービンジャーが追加で3体いる","선구자 3명 추가 등장","Contém 3 Emissários adicionais","Содержит 3 дополнительных Предвестника","Contiene 3 heraldos adicionales","มี ฮาร์บินเจอร์ เพิ่มเติม 3 ตน","含有 3 個神諭","Reflection of the Harbingers","Reflet des Précurseurs","Spiegelung der Vorboten","ハービンジャーの鏡像","선구자의 투영","Reflexo dos Emissários","Отражение Предвестников","Reflejo de los heraldos","ภาพสะท้อนแห่งฮาร์บินเจอร์","神諭映像",3,"","Art/2DArt/UIImages/InGame/Lake/LakeTileIconHarbinger",1,46,15,"",[13690],[8],"(Difficulty scales quantity of Currency Shards from Harbingers)","(La difficulté amplifie la quantité de Fragments d'Objets monétaires cédés par les Précurseurs)","(Die Schwierigkeit skaliert die Menge an Währungsscherben von Vorboten)","(難易度はハービンジャーから得られるカレンシーの欠片の数量をスケールする)","(난이도에 따라 선구자가 떨어뜨리는 화폐 파편의 수량 증감)","(A dificuldade escalona a quantidade de Fragmentos Monetários derrubados por Emissários)","(Сложность повышает количество осколков валюты у Предвестников)","(La dificultad aumenta la cantidad de esquirlas de objetos monetarios de los heraldos)","(ระดับ​ความยาก ส่ง​ผล​ต่อ​จำนวน​ของ ชิ้นส่วน​เงินตรา จาก ฮาร์บินเจอร์)","( 難度調整神諭掉落的通貨碎片數量 )",13795,13794,""
62,"Harbinger2","[""Metadata/Terrain/Leagues/Lake/Rooms/encounter_league_harbinger.arm""]","",[],"[6292,15512]","[5,100]","Contains 5 additional Harbingers\r\nHarbingers have 100% increased Cooldown Recovery Rate","Contient 5 Précurseurs supplémentaires\r\nLes Précurseurs ont 100% d'Augmentation de Vitesse de recharge","Enthält 5 zusätzliche Vorboten\r\nVorboten haben 100% beschleunigte Abklingzeit-Rate","ハービンジャーが追加で5体いる\r\nハービンジャーのクールダウン解消速度が100%増加","선구자 5명 추가 등장\r\n선구자의 재사용 대기시간 회복 속도 100% 증가","Contém 5 Emissários adicionais\r\nEmissários têm Recuperação da Recarga aumentada em 100%","Содержит 5 дополнительных Предвестников\r\n100% повышение скорости перезарядки умений у Предвестников","Contiene 5 heraldos adicionales\r\nLos heraldos tienen velocidad de recuperación del tiempo de recarga aumentada un 100%","มี ฮาร์บินเจอร์ เพิ่มเติม 5 ตน\r\nฮาร์บินเจอร์ มีความเร็วการฟื้นฟูคูลดาวน์ เพิ่มขึ้น 100%","含有 5 個神諭\r\n神諭增加 100% 冷卻時間恢復速度","Reflection of Fractured Dimensions","Reflet de Dimensions fissurées","Spiegelung der zerbrochenen Dimensionen","砕けた次元の鏡像","분열된 차원의 투영","Reflexo da Dimensão Trincada","Отражение Расколотых измерений","Reflejo de dimensiones fracturadas","ภาพสะท้อนแห่งมิติที่แตกร้าว","破裂次元映像",3,"","Art/2DArt/UIImages/InGame/Lake/LakeTileIconHarbinger",2,68,15,"",[13690],[8],"(Difficulty scales quantity of Currency Shards from Harbingers)","(La difficulté amplifie la quantité de Fragments d'Objets monétaires cédés par les Précurseurs)","(Die Schwierigkeit skaliert die Menge an Währungsscherben von Vorboten)","(難易度はハービンジャーから得られるカレンシーの欠片の数量をスケールする)","(난이도에 따라 선구자가 떨어뜨리는 화폐 파편의 수량 증감)","(A dificuldade escalona a quantidade de Fragmentos Monetários derrubados por Emissários)","(Сложность повышает количество осколков валюты у Предвестников)","(La dificultad aumenta la cantidad de esquirlas de objetos monetarios de los heraldos)","(ระดับ​ความยาก ส่ง​ผล​ต่อ​จำนวน​ของ ชิ้นส่วน​เงินตรา จาก ฮาร์บินเจอร์)","( 難度調整神諭掉落的通貨碎片數量 )",13795,13794,""
63,"Harbinger3","[""Metadata/Terrain/Leagues/Lake/Rooms/encounter_league_harbinger.arm""]","",[],"[6292,14044]","[2,100]","Contains 2 additional Harbinger Bosses","Contient 2 Boss Précurseurs supplémentaires","Enthält 2 zusätzliche Vorboten-Bosse","ハービンジャーボスが追加で2体いる","선구자 보스 2명 추가 등장","Contém 2 Chefes Emissários adicionais","Содержит 2 дополнительных боссов Предвестников","Contiene 2 jefes heraldos adicionales","มี บอสฮาร์บินเจอร์ เพิ่มเติม 2 ตน","含有 2 個額外神諭","Reflection of Phaaryl","Reflet de Phaaryl","Spiegelung von Phaaryl","ファーアリルの鏡像","파아릴의 투영","Reflexo da Farila","Отражение Фаарила","Reflejo de Phaaryl","ภาพสะท้อนแห่งฟาร์ริล","法瑞爾映像",3,"","Art/2DArt/UIImages/InGame/Lake/LakeTileIconHarbinger",3,68,15,"",[13690],[8],"(Difficulty scales quantity of Currency Shards from Harbingers)","(La difficulté amplifie la quantité de Fragments d'Objets monétaires cédés par les Précurseurs)","(Die Schwierigkeit skaliert die Menge an Währungsscherben von Vorboten)","(難易度はハービンジャーから得られるカレンシーの欠片の数量をスケールする)","(난이도에 따라 선구자가 떨어뜨리는 화폐 파편의 수량 증감)","(A dificuldade escalona a quantidade de Fragmentos Monetários derrubados por Emissários)","(Сложность повышает количество осколков валюты у Предвестников)","(La dificultad aumenta la cantidad de esquirlas de objetos monetarios de los heraldos)","(ระดับ​ความยาก ส่ง​ผล​ต่อ​จำนวน​ของ ชิ้นส่วน​เงินตรา จาก ฮาร์บินเจอร์)","( 難度調整神諭掉落的通貨碎片數量 )",13795,13794,""
64,"Shrine1","[""Metadata/Terrain/Leagues/Lake/Rooms/encounter_league_shrine.arm""]","",[],[],[],"Contains 3 additional Shrines","Contient 3 Autels supplémentaires","Enthält 3 zusätzliche Schreine","シュラインが追加で3個ある","성소 3개 추가 등장","Contém 3 Altares adicionais","Содержит 3 дополнительных алтаря","Contiene 3 santuarios adicionales","มี แท่นบูชา เพิ่มเติม 3 แท่น","含有 3 個神殿","Reflection of Domination","Reflet de la Domination","Spiegelung der Domination","ドミネーションの鏡像","지배의 투영","Reflexo da Dominação","Отражение Господства","Reflejo de santuarios","ภาพสะท้อนแห่งแท่นบูชา","支配映像",3,"","Art/2DArt/UIImages/InGame/Lake/LakeTileIconShrine",1,8,16,"",[16950],[20],"(Difficulty scales duration of Shrine Buffs on Players)","(La difficulté amplifie la durée de l'effet bénéfique des Autels sur les joueurs)","(Die Schwierigkeit skaliert die Dauer von Schreinwirkungen auf Spieler)","(難易度はプレイヤーが受けているシュラインバフの持続時間をスケールする)","(난이도에 따라 플레이어에게 적용되는 성소 버프의 지속시간 증감)","(A dificuldade escalona a duração dos Buffs de Altares em Jogadores)","(Сложность увеличивает длительность действия положительных эффектов алтарей на игроков)","(La dificultad aumenta la duración del efecto de los santuarios en los jugadores)","(ระดับ​ความยาก ส่ง​ผล​ต่อ​ระยะเวลา​ของ บัฟ​แท่นบูชา ต่อ​ผู้เล่น)","( 難度調整玩家身上神殿增益效果持續時間 )",13789,13790,1
65,"Shrine2","[""Metadata/Terrain/Leagues/Lake/Rooms/encounter_league_shrine.arm""]","",[],[16932],[100],"Contains 3 additional Shrines\r\n100% increased effect of Shrine Buffs on Players","Contient 3 Autels supplémentaires\r\n100% d'Augmentation de l'Effet bénéfique des Autels sur les Joueurs","Enthält 3 zusätzliche Schreine\r\n100% erhöhte Schreinwirkung auf Spieler","シュラインが追加で3個ある\r\nプレイヤーに対するシュラインのバフ効果が100%増加する","성소 3개 추가 등장\r\n플레이어에게 적용되는 성소 버프의 효과 100% 증가","Contém 3 Altares adicionais\r\n100% de aumento do efeito de Buffs de Altares em Jogadores","Содержит 3 дополнительных алтаря\r\n100% усиление положительного эффекта алтарей на игроках","Contiene 3 santuarios adicionales\r\nEfecto de los santuarios aumentado un 100% sobre los jugadores","มี แท่นบูชา เพิ่มเติม 3 แท่น\r\nเพิ่มผลของบัฟจาก แท่นบูชา ต่อผู้เล่น 100%","含有 3 個神殿\r\n增加 100% 玩家身上神殿增益效果","Reflection of Occultism","Reflet de l'Occultisme","Spiegelung des Okkultismus","神秘の鏡像","비술의 투영","Reflexo do Ocultismo","Отражение Оккультизма","Reflejo de ocultismo","ภาพสะท้อนแห่งไสยศาสตร์","神秘映像",3,"","Art/2DArt/UIImages/InGame/Lake/LakeTileIconShrine",2,46,16,"",[16950],[20],"(Difficulty scales duration of Shrine Buffs on Players)","(La difficulté amplifie la durée de l'effet bénéfique des Autels sur les joueurs)","(Die Schwierigkeit skaliert die Dauer von Schreinwirkungen auf Spieler)","(難易度はプレイヤーが受けているシュラインバフの持続時間をスケールする)","(난이도에 따라 플레이어에게 적용되는 성소 버프의 지속시간 증감)","(A dificuldade escalona a duração dos Buffs de Altares em Jogadores)","(Сложность увеличивает длительность действия положительных эффектов алтарей на игроков)","(La dificultad aumenta la duración del efecto de los santuarios en los jugadores)","(ระดับ​ความยาก ส่ง​ผล​ต่อ​ระยะเวลา​ของ บัฟ​แท่นบูชา ต่อ​ผู้เล่น)","( 難度調整玩家身上神殿增益效果持續時間 )",13789,13790,1
66,"Shrine3","[""Metadata/Terrain/Leagues/Lake/Rooms/encounter_league_shrine.arm""]","",[],"[15818,15506]","[100,100]","Contains 3 additional Shrines\r\nShrines are guarded by an additional Pack of Monsters\r\nShrines are Covetous Shrines","Contient 3 Autels supplémentaires\r\nLes Autels sont gardés par un Groupe de Monstres supplémentaire\r\nTous les Autels sont des Autels de l'Avidité","Enthält 3 zusätzliche Schreine\r\nSchreine werden von einer zusätzlichen Monstergruppe bewacht\r\nSchreine sind Schreine der Gier","シュラインが追加で3個ある\r\nシュラインは追加のモンスターパックに守られている\r\nシュラインは強欲なシュラインとなる","성소 3개 추가 등장\r\n성소를 보호하는 몬스터 무리 1개 추가\r\n성소가 갈망의 성소로 등장","Contém 3 Altares adicionais\r\n100% de aumento do efeito de Buffs de Altares em Jogadores\r\nAltares são Altares da Avareza","Содержит 3 дополнительных алтаря\r\nАлтари охраняются дополнительной группой монстров\r\nАлтари являются алтарями алчности","Contiene 3 santuarios adicionales\r\nLos santuarios están protegidos por un grupo de monstruos adicional\r\nLos santuarios son Santuarios de codicia","มี แท่นบูชา เพิ่มเติม 3 แท่น\r\nแท่นบูชา ถูกพิทักษ์โดย กองมอนสเตอร์ เพิ่มเติม 1 กอง\r\nแท่นบูชา เป็น แท่นบูชาละโมบ","含有 3 個神殿\r\n神殿被一群額外怪物守護\r\n神殿為貪婪神殿","Reflection of Perverted Faith","Reflet de la Foi pervertie","Spiegelung des irregeleiteten Glaubens","倒錯した信仰の鏡像","엇나간 믿음의 투영","Reflexo da Fé Pervertida","Отражение Извращённой судьбы","Reflejo de fe pervertida","ภาพสะท้อนแห่งศรัทธาวิปริต","怪其信仰映像",3,"","Art/2DArt/UIImages/InGame/Lake/LakeTileIconShrine",3,68,16,"",[16950],[20],"(Difficulty scales duration of Shrine Buffs on Players)","(La difficulté amplifie la durée de l'effet bénéfique des Autels sur les joueurs)","(Die Schwierigkeit skaliert die Dauer von Schreinwirkungen auf Spieler)","(難易度はプレイヤーが受けているシュラインバフの持続時間をスケールする)","(난이도에 따라 플레이어에게 적용되는 성소 버프의 지속시간 증감)","(A dificuldade escalona a duração dos Buffs de Altares em Jogadores)","(Сложность увеличивает длительность действия положительных эффектов алтарей на игроков)","(La dificultad aumenta la duración del efecto de los santuarios en los jugadores)","(ระดับ​ความยาก ส่ง​ผล​ต่อ​ระยะเวลา​ของ บัฟ​แท่นบูชา ต่อ​ผู้เล่น)","( 難度調整玩家身上神殿增益效果持續時間 )",13789,13790,1
67,"Quest1","[""Metadata/Terrain/Leagues/Lake/Rooms/encounter_quest8.arm""]","",[],[],[],"Contains Ethereal Reflecting Mist","Contient une Brume réfléchissante éthérée","Enthält einen Ätherischen Spiegelnden Nebel","優美な反射する霧がある","천상의 투영하는 안개 등장","Contém Névoa Etérea Refletiva","Содержит эфирный отражающий туман","Contiene la Niebla de los reflejos etérea","มี หมอกสะท้อนภาพวิญญาณ","含有永恆映像迷霧","Reflection of Kalandra","Reflet de Kalandra","Spiegelung von Kalandra","カランドラの鏡像","칼란드라의 투영","Reflexo de Kalandra","Отражение Каландры","Reflejo de Kalandra","ภาพสะท้อนแห่งคาลานดรา","卡蘭德映像",3,"","Art/2DArt/UIImages/InGame/Lake/LakeTileIconQuestEncounter8",1,80,17,"",[],[],"(Difficulty scales efficacy of Ethereal Reflecting Mist)","(La difficulté amplifie l'efficacité de la Brume réfléchissante éthérée)","(Die Schwierigkeit skaliert die Wirksamkeit des Ätherischen Spiegelnden Nebels)","(難易度は優美な反射する霧の効力をスケールする)","(난이도에 따라 천상의 투영하는 안개의 효력 증감)","(A dificuldade escalona a eficácia da Névoa Etérea do Reflexo)","(Сложность повышает эффективность эфирного отражающего тумана)","(La dificultad aumenta la eficacia de la Niebla de los reflejos etérea)","(ระดับ​ความยาก ส่ง​ผล​ต่อ​ประสิทธิภาพ​ของ หมอกสะท้อนภาพวิญญาณ)","( 難度調整永恆映像迷霧的效用 )",13814,13815,1
