"rownum","BaseItemTypesKey","GrantedEffectsKey","Str","Dex","Int","GemTagsKeys","VaalVariant_BaseItemTypesKey","IsVaalVariant","Description (English)","Description (French)","Description (German)","Description (Japanese)","Description (Korean)","Description (Portuguese)","Description (Russian)","Description (Spanish)","Description (Thai)","Description (Traditional Chinese)","Consumed_ModsKey","GrantedEffectsKey2","MinionGlobalSkillLevelStat","SupportSkillName (English)","SupportSkillName (French)","SupportSkillName (German)","SupportSkillName (Japanese)","SupportSkillName (Korean)","SupportSkillName (Portuguese)","SupportSkillName (Russian)","SupportSkillName (Spanish)","SupportSkillName (Thai)","SupportSkillName (Traditional Chinese)","IsSupport","bool","bool","bool","bool","bool","AwakenedVariant","RegularVariant","GrantedEffectHardMode","rid","i32","ItemExperienceType","[rid]"
300,6306,4870,0,40,60,"[11,25,4,14,15,3]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",3,1,[0]
301,6307,4873,0,0,100,"[11,25,4,14,15,3,30]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",3,3,[0]
302,6308,5171,0,0,100,"[11,25,4,3,14,30,15]",6364,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",3,0,[0]
303,6309,4881,0,40,60,"[11,25,4,5,15,3,14]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",3,4,[0]
304,6313,4893,0,100,0,"[10,25,4,5]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",2,0,[0]
305,6310,4901,0,60,40,"[3,10,16]","","","Supports any skill that deals damage.","Modifie toutes les aptitudes qui infligent des dégâts.","Unterstützt Fertigkeiten, die Schaden verursachen.","ダメージを与えるスキルをサポートする。","피해를 주는 모든 스킬에 적용됩니다.","Suporta qualquer habilidade que cause dano.","Усиливает любое умение, наносящее урон.","Asiste cualquier habilidad que inflija daño.","ใช้เสริมสกิลที่สร้างความเสียหายได้","輔助任何造成傷害的技能。",13782,"","","","","","","","","","","","",1,"","","",1,1,454,"","","",2,2,[0]
306,6311,4902,0,0,100,"[4,47,11,16]","","","Supports attack skills, or spell skills that deal damage.","Modifie les aptitudes d'attaque ou les aptitudes de sorts qui infligent des dégâts.","Unterstützt Angriffs- oder Zauberfertigkeiten, die Schaden verursachen.","ダメージを与えるアタックスキルまたはスペルスキルをサポートする。","공격 스킬 또는 피해를 주는 주문 스킬에 적용됩니다.","Suporta habilidades de ataque ou mágicas que causem dano.","Усиливает любое умение атак или чары, наносящие урон.","Asiste habilidades de ataque o habilidades de hechizo que infligen daño.","ใช้เสริม สกิลโจมตี หรือ สกิลเวทที่สร้างความเสียหายได้","輔助造成傷害的攻擊和法術技能。",13810,"","","","","","","","","","","","",1,"","","",1,1,460,"","","",3,6,[0]
307,6312,4903,0,100,0,"[10,16,15]","","","Supports any skill that has a duration, or can hit enemies to inflict ailments on them.","Modifie toutes les aptitudes qui ont une durée, ou qui sont en mesure de toucher les ennemis pour leur infliger des altérations.","Unterstützt Fertigkeiten mit Wirkungsdauer, oder kann Gegner treffen, um bei diesen Beeinträchtigungen zu verursachen.","持続時間を持つスキルまたは敵にヒットした際に状態異常を付与するスキルをサポートする。","지속시간이 적용되는 스킬 또는 적중 시 상태 이상을 유발하는 스킬에 적용됩니다.","Suporta qualquer habilidade que tenha uma duração ou que pode acertar inimigos para infligir afecções neles.","Усиливает любое умение с временем действия или умение, накладывающее состояния ударами.","Asiste cualquier habilidad que tenga una duración o que pueda golpear enemigos para aplicarles estados alterados.","ใช้เสริมสกิลมีระยะเวลา หรือสกิลที่ปะทะศัตรูเพื่อสร้างสถานะ เจ็บป่วย ได้","輔助任何有期間的技能，或可以擊中敵人造成異常狀態。",13783,"","","","","","","","","","","","",1,"","","",1,1,453,"","","",2,9,[0]
308,6314,4910,0,60,40,"[20,10,16]","","","Supports traps skills, making them throw extra traps randomly around the targeted location.","Modifie les aptitudes de pièges, leur permettant de jeter aléatoirement des pièges supplémentaires autour de la zone ciblée.","Unterstützt Fallenfertigkeiten, die dann zusätzliche Fallen zufällig um den Zielbereich verteilt werfen.","トラップスキルをサポートし、追加のトラップをターゲットエリア周辺にランダムに投げる。","덫 스킬에 적용됩니다. 대상 위치 주변에 무작위로 추가 덫을 던집니다.","Suporta habilidades de armadilha, fazendo com que lancem armadilhas extras aleatoriamente ao redor do local alvo.","Усиливает умения ловушек. Бросает дополнительные ловушки вокруг указанного места.","Asiste habilidades de trampa, lo que causa que lancen trampas extra aleatoriamente alrededor de la ubicación objetivo.","ใช้เสริม สกิลกับดัก ทำให้โยนกับดักพร้อมกันหลายอันรอบๆ บริเวณที่เลือกแบบสุ่ม","輔助陷阱技能，在範圍內隨機投擲額外的陷阱。",13784,"","","","","","","","","","","","",1,"","","",1,1,"","","","",2,11,[0]
309,6318,4911,100,0,0,"[9,25,13,19,7,36]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",1,1,[1]
310,6319,5238,100,0,0,"[9,25,13,19,14,7]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",1,4,[1]
311,6320,5239,100,0,0,"[9,25,13,19,14,40,7]",6367,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",1,8,[0]
312,6315,9840,100,0,0,"[9,25,13,14,40,7]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",1,4,[0]
313,6316,5113,0,0,100,"[11,25,4,5,1]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",3,0,[0]
314,6317,5140,0,0,100,"[11,25,4,14,1,15,38]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",3,8,[0]
315,6321,5169,0,0,100,"[11,16]","","","Supports any skill that hits or burns enemies, or inflicts elemental ailments.","Modifie toutes les aptitudes qui touchent ou brûlent les ennemis, ou appliquent des altérations élémentaires.","Unterstützt Fertigkeiten, die Treffer verursachen, Gegner verbrennen oder elementare Beeinträchtigungen verursachen.","ヒットするスキル、敵を燃やすスキルまたは元素異常を付与するスキルをサポートする。","적을 공격하거나 화상, 또는 원소 상태 이상을 유발하는 모든 스킬에 적용됩니다.","Suporta qualquer habilidade que acerta, queima ou inflige afecções elementais em inimigos.","Усиливает любое умение, наносящее удары или урон от горения врагам, или накладывающее стихийные состояния.","Asiste cualquier habilidad que golpee o incendie enemigos, o que aplique estados alterados elementales.","ใช้เสริมสกิลที่ปะทะศัตรู หรือสกิลที่สร้างสถานะ ติดไฟ ต่อศัตรูได้ หรือสกิลที่สร้างสถานะ เจ็บป่วยธาตุ ได้","輔助任何可擊中或燃燒敵人，或造成元素異常狀態的技能。",13785,"","","","","","","","","","","","",1,"","","",1,1,462,"","","",3,6,[0]
316,6322,5170,0,40,60,"[11,16,21]","","","Supports skills which throw mines.","Modifie les aptitudes permettant de jeter des mines.","Unterstützt Minenfertigkeiten.","マインを投げるスキルをサポートする。","지뢰를 던지는 스킬에 적용됩니다.","Suporta habilidades que arremessam minas.","Усиливает умения, бросающие мины.","Asiste habilidades que lanzan minas.","ใช้เสริมสกิลที่โยน ทุ่นระเบิด","輔助投擲地雷技能。",13786,"","","","","","","","","","","","",1,"","","",1,1,"","","","",3,11,[0]
317,6323,5182,0,100,0,"[20,10,16]","","","Supports skills which throw traps.","Modifie les aptitudes permettant de jeter des pièges.","Unterstützt Fallenfertigkeiten.","トラップを投げるスキルをサポートする。","덫을 던지는 스킬에 적용됩니다.","Suporta habilidades que arremessam armadilhas.","Усиливает умения ловушек.","Asiste habilidades que lanzan trampas.","ใช้เสริมสกิลที่โยน กับดัก","輔助投擲陷阱技能。",13787,"","","","","","","","","","","","",1,"","","",1,1,"","","","",2,9,[0]
318,6484,5248,0,0,100,"[11,25,4,14]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",3,12,[0]
319,6342,5251,0,0,100,"[8,11,25,4,14,18,3,38]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",3,8,[0]
320,6324,5345,0,0,100,"[11,25,4,0,15,30]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",3,4,[0]
321,6325,5725,0,40,60,"[11,16,30,4,26]","","","Must support both a channelling skill and a non-channelling spell skill to work. The channelling skill will trigger a spell periodically while channelling. Cannot support skills used by totems, traps, or mines. Vaal skills and skills with a reservation cannot be triggered.","Doit modifier à la fois une aptitude canalisée et une aptitude qui est un sort non canalisé pour pouvoir fonctionner. L'aptitude canalisée déclenche les sorts reliés de façon périodique pendant la durée de canalisation. Ne peut modifier les totems, pièges ou mines. Les aptitudes vaal et à réservation ne peuvent pas être déclenchées.","Muss gleichzeitig mit einer Kanalisierungsfertigkeit und einer nicht kanalisierenden Zauberfertigkeit verbunden sein. Die Kanalisierungsfertigkeit löst den verbundenen Zauber in regelmäßigen Abständen aus. Kann keine Totem-, Fallen- oder Minenfertigkeiten unterstützen. Vaal-Fertigkeiten und Fertigkeiten mit Reservierungskosten, können nicht ausgelöst werden.","チャネリングスキルと、チャネリングしないスペルスキルを両方サポートしなければならない。チャネリングスキルは、チャネリング中にスペルを定期的に発動する。トーテム、トラップおよびマインで使用されるスキルはサポートできない。ヴァ―ルスキルおよびリザーブするスキルはトリガーできない。","집중 유지 스킬과 비-집중 유지 주문 스킬이 함께 연결되어 있어야 작동합니다. 집중 유지 스킬이 주기적으로 주문을 발동합니다. 토템, 덫, 지뢰 스킬에는 적용되지 않으며 바알 스킬과 점유가 있는 스킬은 발동되지 않습니다.","Deve suportar tanto uma habilidade de canalização e uma habilidade mágica de não-canalização para funcionar. A habilidade de canalização ativará uma magia periodicamente enquanto estiver canalizando. Não pode suportar habilidades utilizadas por totens, armadilhas ou minas. Habilidades Vaal e habilidades com reserva não podem ser ativadas.","Должен одновременно усиливать поддерживаемое умение и не поддерживаемые чары. Поддерживаемое умение периодически будет вызывать срабатывание чар. Нельзя усилить умения, используемые тотемами, ловушками и минами. Невозможно вызвать срабатывание умений ваал и умений с удержанием.","Para funcionar debe asistir tanto a una habilidad de canalización como a una habilidad que no sea de canalización. La habilidad de canalización activará periódicamente un hechizo mientras es canalizada. No puede asistir habilidades usadas por tótems, trampas o minas. Las habilidades Vaal, las habilidades de canalización y las habilidades con reserva no pueden ser activadas.","ต้องใช้เสริม สกิลแชนเนล และ เวท ที่ไม่แชนเนลพร้อมกันเท่านั้นจึงจะทำงาน โดยสกิลที่แชนเนลอยู่จะคอยทริกเกอร์สกิลเวทให้เองเป็นระยะ ไม่สามารถเสริมสกิลที่ใช้โดย โทเทม, กับดัก หรือ ทุ่นระเบิด ได้ สกิลวาล์และสกิลที่มีค่าสำรอง ไม่สามารถถูกทริกเกอร์ได้","一定要同時輔助引導施放和非引導施放技能。引導施放技能在引導時會定期觸發法術技能。不能輔助圖騰、陷阱和地雷技能。瓦爾技能、引導時施放技能和保留技能無法被觸發。",13788,5727,"","","","","","","","","","","",1,"","","",1,1,459,"","","",3,11,[0]
322,6326,5848,33,33,33,[16],"","","","","","","","","","","","","","","","","","","","","","","","","",1,"","","",1,1,"","","","",4,11,[0]
323,6094,5852,0,0,100,"[11,25,4,8,15,30]","","","","","","","","","","","","","","",10240,"","","","","","","","","","","","","","",1,1,"","","","",3,3,[0]
324,6327,6135,40,0,60,"[0,11,16,14]","","","Supports any skill that hits enemies.","Modifie toutes les aptitudes qui touchent les ennemis.","Unterstützt Fertigkeiten, die Treffer bei Gegnern verursachen.","敵にヒットを与えるスキルをサポートする。","적을 명중하는 모든 스킬에 적용됩니다.","Suporta qualquer habilidade que acerte inimigos.","Усиливает любое умение, наносящее удары по врагам.","Asiste cualquier habilidad que golpee enemigos.","ใช้เสริมสกิลที่ปะทะศัตรู","輔助任何可擊中敵人的技能。",13789,"","","","","","","","","","","","",1,"","","",1,1,"","","","",3,11,[0]
325,6328,6136,100,0,0,"[13,33,9,16]","","","Supports attack skills. Cannot support skills that create minions.","Modifie les aptitudes d'attaque. Ne peut modifier les aptitudes qui créent des Créatures.","Unterstützt Angriffsfertigkeiten. Kann keine Fertigkeiten unterstützen, die Kreaturen erzeugen.","アタックスキルをサポートする。ミニオンを作り出すスキルはサポートされない。","공격 스킬에 적용됩니다. 소환수 생성 스킬에는 적용되지 않습니다.","Suporta habilidades de ataque. Não pode suportar lacaios.","Усиливает умения атак. Не усиливает умения, создающие приспешников.","Asiste habilidades de ataque. No puede asistir habilidades que creen esbirros.","ใช้เสริม สกิลโจมตี ไม่สามารถเสริมสกิลที่สร้าง มิเนียน ได้","輔助攻擊技能。不能輔助製造召喚物的技能。",13790,"","","","","","","","","","","","",1,"","","",1,1,"","","","",1,0,[0]
326,6329,6138,0,100,0,"[3,10,16]","","","Supports any skill that hits enemies.","Modifie toutes les aptitudes qui touchent les ennemis.","Unterstützt Fertigkeiten, die Treffer bei Gegnern verursachen.","敵にヒットを与えるスキルをサポートする。","적을 명중하는 모든 스킬에 적용됩니다.","Suporta qualquer habilidade que acerte inimigos.","Усиливает любое умение, наносящее удары по врагам.","Asiste cualquier habilidad que golpee enemigos.","ใช้เสริมสกิลที่ปะทะศัตรู","輔助任何可擊中敵人的技能。",13720,"","","","","","","","","","","","",1,"","","",1,1,"","","","",2,0,[0]
327,6330,6139,0,60,40,"[10,16]","","","Supports any skill that hits enemies.","Modifie toutes les aptitudes qui touchent les ennemis.","Unterstützt Fertigkeiten, die Treffer bei Gegnern verursachen.","敵にヒットを与えるスキルをサポートする。","적을 명중하는 모든 스킬에 적용됩니다.","Suporta qualquer habilidade que acerte inimigos.","Усиливает любое умение, наносящее удары по врагам.","Asiste cualquier habilidad que golpee enemigos.","ใช้เสริมสกิลที่ปะทะศัตรู","輔助任何可擊中敵人的技能。",13791,"","","","","","","","","","","","",1,"","","",1,1,450,"","","",2,6,[0]
328,6331,6780,50,50,0,"[9,16]","","","","","","","","","","","","","","","","","","","","","","","","","",1,"","","",1,1,"","","","",1,0,[0]
329,6332,6825,0,40,60,"[3,11,16]","","","Supports any skill that hits enemies.","Modifie toutes les aptitudes qui touchent les ennemis.","Unterstützt Fertigkeiten, die Treffer bei Gegnern verursachen.","敵にヒットを与えるスキルをサポートする。","적을 명중하는 모든 스킬에 적용됩니다.","Suporta qualquer habilidade que acerte inimigos.","Усиливает любое умение, наносящее удары по врагам.","Asiste cualquier habilidad que golpee enemigos.","ใช้เสริมสกิลที่ปะทะศัตรู","輔助任何可擊中敵人的技能。",13792,"","","","","","","","","","","","",1,"","","",1,1,"","","","",3,11,[0]
330,6333,6826,0,0,100,"[11,16,15]","","","Supports any skill that deals damage or has a duration.","Modifie toutes les aptitudes qui infligent des dégâts ou qui ont une durée","Unterstützt Fertigkeiten, die Schaden verursachen oder Wirkungsdauer haben.","ダメージを与えるスキルまたは持続するスキルをサポートする。","피해를 주거나 지속시간이 있는 모든 스킬에 적용됩니다.","Suporta qualquer habilidade que causa dano ou tenha uma duração.","Усиливает любое умение с временем действия, или наносящее урон.","Asiste cualquier habilidad que inflija daño o que tenga una duración.","ใช้เสริมสกิลที่สร้างความเสียหายได้ หรือสกิลที่มีระยะเวลา","輔助任何造成傷害或期間的技能。",13793,"","","","","","","","","","","","",1,"","","",1,1,"","","","",3,2,[0]
331,6334,6827,0,100,0,"[10,16]","","","Supports any skill that hits enemies.","Modifie toutes les aptitudes qui touchent les ennemis.","Unterstützt Fertigkeiten, die Treffer bei Gegnern verursachen.","敵にヒットを与えるスキルをサポートする。","적을 명중하는 모든 스킬에 적용됩니다.","Suporta qualquer habilidade que acerte inimigos.","Усиливает любое умение, наносящее удары по врагам.","Asiste cualquier habilidad que golpee enemigos.","ใช้เสริมสกิลที่ปะทะศัตรู","輔助任何可擊中敵人的技能。",13731,"","","","","","","","","","","","",1,"","","",1,1,"","","","",2,11,[0]
332,6335,6828,100,0,0,"[13,33,9,16]","","","Supports attack skills, or other skills that can maim enemies.","Modifie les aptitudes d'attaque ou bien les aptitudes en mesure de Mutiler les ennemis.","Unterstützt Angriffsfertigkeiten oder andere Fertigkeiten, die Gegner verstümmeln können.","アタックスキルまたは敵を重傷状態にするスキルをサポートする。","공격 스킬 또는 힘줄 절단 상태를 유발하는 스킬에 적용됩니다.","Suporta habilidades de ataque, ou outras habilidades que podem mutilar inimigos.","Усиливает умения атак и другие умения, способные изувечить врагов.","Asiste habilidades de ataque u otras habilidades que puedan lisiar enemigos.","ใช้เสริม สกิลโจมตี หรือสกิลอื่นที่สร้างสถานะ ขาหัก ต่อศัตรูได้","輔助攻擊技能，或其它可以癱瘓敵人的技能。",13794,"","","","","","","","","","","","",1,"","","",1,1,"","","","",1,2,[0]
333,6336,6830,40,0,60,"[0,11,16]","","","Supports any skill that hits enemies.","Modifie toutes les aptitudes qui touchent les ennemis.","Unterstützt Fertigkeiten, die Treffer bei Gegnern verursachen.","敵にヒットを与えるスキルをサポートする。","적을 명중하는 모든 스킬에 적용됩니다.","Suporta qualquer habilidade que acerte inimigos.","Усиливает любое умение, наносящее удары по врагам.","Asiste cualquier habilidad que golpee enemigos.","ใช้เสริมสกิลที่ปะทะศัตรู","輔助任何可擊中敵人的技能。",13795,"","","","","","","","","","","","",1,"","","",1,1,"","","","",3,11,[0]
334,6337,6831,0,40,60,"[11,16]","","","Supports any skill that hits enemies or inflicts ailments","Modifie toutes les aptitudes qui touchent les ennemis ou infligent des altérations.","Unterstützt Fertigkeiten, die Treffer bei Gegnern verursachen.","敵にヒットするスキルまたは元素状態異常を引き起こすスキルをサポートする。","적을 명중하거나 상태 이상을 유발하는 모든 스킬에 적용됩니다.","Suporta qualquer habilidade que acerte inimigos ou inflija afecções.","Усиливает любое умение, наносящее удары по врагам или накладывающее состояния.","Asiste cualquier habilidad que golpee enemigos o aplique estados alterados.","ใช้เสริมสกิลที่ปะทะศัตรู หรือสกิลที่สามารถสร้างสถานะ เจ็บป่วย ได้","輔助任何可擊中敵人或造成異常狀態的技能。",13796,"","","","","","","","","","","","",1,"","","",1,1,468,"","","",3,2,[0]
335,6338,6832,100,0,0,"[33,9,16]","","","Supports any skill that deals damage.","Modifie toutes les aptitudes qui infligent des dégâts.","Unterstützt Fertigkeiten, die Treffer bei Gegnern verursachen.","ダメージを与えるスキルをサポートする。","피해를 주는 모든 스킬에 적용됩니다.","Suporta qualquer habilidade que cause dano.","Усиливает любое умение, наносящее удары по врагам.","Asiste cualquier habilidad que inflija daño.","ใช้เสริมสกิลที่สร้างความเสียหายได้","輔助任何造成傷害的技能。",13797,"","","","","","","","","","","","",1,"","","",1,1,437,"","","",1,11,[0]
336,6339,7320,100,0,0,"[40,9,16,7,13,36]","","","Supports melee strike or slam skills. Every third time you use a supported attack, that use of the skill will be more powerful.","Modifie les aptitudes d'attaque de mêlée. Toutes les trois utilisations de l'attaque modifiée, cette utilisation de l'aptitude sera plus puissante.","Unterstützt Nahkampf-Schlagfertigkeiten oder -Hiebfertigkeiten. Bei jeder dritten Nutzung eines unterstützten Angriffs wird diese Fertigkeit stärker.","近接攻撃またはスラムスキルをサポートする。サポートされたスキルの3撃目は、より強力になる。","근접 타격 또는 강타 스킬에 적용됩니다. 보조 대상 스킬을 3회 사용할 때마다 스킬 효과가 강력해집니다.","Suporta habilidades de golpe corpo a corpo ou pancada. Cada terceira vez que você usar um ataque suportado, esse uso da habilidade será mais poderoso.","Усиливает умения ударов или мощных ударов ближнего боя. Каждая третья атака усиленным умением будет более сильной.","Asiste habilidades de ataque o de embate cuerpo a cuerpo. Cada tercera vez que uses un ataque asistido, ese uso de la habilidad será más poderoso.","ใช้เสริมสกิล ฟาดประชิดหรือทุบประชิด ทุก 3 ครั้งที่คุณใช้ การโจมตีที่เสริม มันจะรุนแรงขึ้นเป็นอย่างมาก","輔助近戰打擊或重擊技能。每使用三次被輔助的技能會造成更大的傷害。",13798,"","","","","","","","","","","","",1,"","","",1,1,"","","","",1,0,[0]
337,6340,7321,40,60,0,"[13,10,16,15]","","","Supports attack skills that aren't triggered.","Modifie les Aptitudes d'attaque qui ne sont pas Délenchées.","Unterstützt Angriffsfertigkeiten, die nicht ausgelöst werden.","トリガーされないアタックスキルをサポートする。","발동형이 아닌 공격 스킬에 적용됩니다.","Suporta habilidades de ataque que não são ativadas.","Усиливает не срабатывающие умения атак.","Asiste habilidades de ataque que no se activan.","ใช้เสริม สกิลโจมตี ที่ไม่ถูกทริกเกอร์","輔助不會被觸發的攻擊技能。",13799,"","","","","","","","","","","","",1,"","","",1,1,"","","","",2,0,[0]
338,6341,7322,0,0,100,"[46,11,16,4,15]","","","Each supported spell will track how much mana you spend on it, granting a buff when the total mana spent reaches a threshold. Cannot support skills used by totems, traps, mines or skills with a reservation.","Tous les sorts modifiés gardent en mémoire la quantité de mana qu'ils consomment, octroyant un effet bénéfique lorsque le total de mana consommé atteint un certain seuil. Ne peut modifier les totems, pièges ou mines.","Jede unterstützte Zauberfertigkeit zählt das verbrauchte Mana und gewährt einen Stärkungseffekt, sobald das gesamte verbrauchte Mana eine Schwelle erreicht. Kann keine Totem-, Fallen-, Minen- oder Fertigkeiten unterstützen, die eine Reservierung haben.","サポートされたスキルはそれぞれ使用したマナの量を記録し、その合計が閾値に達するとバフを付与する。トーテム、トラップ、マインおよびマナリザーブするスキルはこのサポートによって発動されない。","플레이어가 각각의 보조 대상 주문에 사용한 마나의 총계가 일정량을 초과하면 버프를 부여합니다. 토템, 덫, 지뢰 스킬이나 점유가 있는 스킬에는 적용되지 않습니다.","Cada magia suportada acompanhará o quanto de mana você gasta nela, concedendo um efeito quando o total de mana gasta chegar no limite. Não pode suportar habilidades usadas por totens, armadilhas, minas ou habilidades com reserva.","Усиленные чары будут учитывать затраченную ману и накладывать положительный эффект при достижении определённых порогов затраченной маны. Не может усиливать умения, используемые тотемами, ловушками и минами, а также умения с удержанием.","Cada hechizo asistido registrará cuánto maná gastas en él y otorgará una bonificación cuando el maná total gastado alcance un umbral. No puede asistir habilidades usadas por tótems, trampas o minas ni habilidades con reserva.","สกิลเวทที่เสริมทุกสกิลจะคอยนับ มานา ที่คุณจ่ายไป และจะให้บัฟเมื่อจ่าย มานา ถึงเกณฑ์ที่กำหนด ไม่สามารถเสริมสกิลที่ใช้โดย โทเทม, กับดัก, ทุ่นระเบิด หรือ สกิลที่มีค่าสำรอง ได้","當被輔助的法術消耗一定的魔力會獲得增益效果。不能輔助圖騰、陷阱、地雷或有保留的技能。",13800,"","","","","","","","","","","","",1,"","","",1,1,"","","","",3,0,[0]
339,6344,7638,100,0,0,"[9,25,13,14,0,7]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",1,8,[0]
340,6345,7640,0,60,40,"[10,25,4,14,0,15,5,44]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",2,8,[0]
341,6346,7698,0,40,60,"[11,25,22,4,14,0,35]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",3,3,[0]
342,6347,7733,40,60,0,"[25,4,5,30,14]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",4,12,[0]
343,6348,7792,100,0,0,"[0,9,25,13,14,40,7]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",1,8,[0]
344,6349,7848,0,0,100,"[11,16,30,15]","","","Supports any channelling skill, protecting you from damage while you channel it.  Cannot support skills used by totems. Cannot modify the skills of minions.","Modifie toutes les aptitudes canalisées en vous protégeant des dégâts subis pendant que vous les canalisez. Ne peut modifier les Créatures qui canalisent des aptitudes.","Unterstützt Kanalisierungsfertigkeiten und schützt Euch vor Schaden, während Ihr die Fertigkeit kanalisiert. Kann keine Fertigkeiten unterstützen, die von Totems benutzt werden. Kann die Fertigkeiten von Kreaturen nicht modifizieren.","チャネリングスキルをサポートする。チャネリング中はダメージから守られる。トーテムが使用するスキルはサポートされない。ミニオンのスキルは変更できない。","모든 집중 유지 스킬에 적용됩니다. 시전자가 집중 유지하는 동안 피해에서 보호하며 토템 스킬에는 적용되지 않습니다. 소환수가 사용하는 스킬에도 적용되지 않습니다.","Suporta qualquer habilidade de canalização, te protegendo do dano sofrido enquanto você a canaliza. Não pode suportar habilidades usadas por lacaios. Não pode modificar habilidades de lacaios.","Усиливает любое поддерживаемое умение, защищая вас от урона во время поддержания умения. Не может усиливать умения, используемые тотемами. Не может усиливать приспешников.","Asiste cualquier habilidad de canalización y te protege del daño mientras la canalizas. No puede asistir habilidades usadas por tótems. No puede modificar las habilidades de los esbirros.","ใช้เสริม สกิลแชนเนล ทุกสกิล ป้องกันคุณจากความเสียหายขณะที่คุณกำลังแชนเนลอยู่ ไม่สามารถเสริมสกิลที่ใช้โดย โทเทม ได้ ไม่สามารถแก้ไขสกิลที่มิเนียนใช้ได้","輔助任何引導技能，當你在引導時保護你。不能輔助被圖騰使用的技能。無法調整召喚物的技能。",13816,"","","","","","","","","","","","",1,"","","",1,1,"","","","",3,1,[0]
345,6350,7849,0,100,0,"[10,16,5]","","","Supports skills that fire projectiles from the user. Does not affect projectiles fired from other locations as secondary effects.","Modifie toutes les aptitudes qui tirent des projectiles depuis l'utilisateur. N'affecte pas les projectiles qui sont tirés depuis d'autres emplacements en tant qu'effets secondaires.","Unterstützt Fertigkeiten, die Projektile vom Wirkenden aus abfeuern. Wirkt sich nicht auf Projektile aus, die aus anderen Quellen abgefeuert werden.","使用者から投射物を放つスキルをサポートする。副次的効果により他の場所から放たれる投射物には影響しない。","플레이어가 발사하는 투사체 스킬에 적용됩니다. 부가적인 효과로 다른 곳에서 발사되는 투사체에는 적용되지 않습니다.","Suporta habilidades que disparam projéteis a partir do usuário. Não afeta projéteis disparados a partir de outros locais como efeitos secundários.","Усиливает умение, выпускающее снаряды в направлении от использующего умение. Не действует на снаряды, выпускаемые из других источников как второстепенные эффекты.","Asiste habilidades que disparen proyectiles desde el usuario. No afecta a los proyectiles disparados desde otras localizaciones como efectos secundarios.","ใช้เสริมสกิลที่ยิงกระสุนออกจากตัวผู้ใช้ ไม่ส่งผลต่อกระสุนที่ยิงออกจากตำแหน่งอื่นอันมาจากผลรองของสกิล","輔助從玩家發射投射物的技能。從其他地方發射投射物無效。",13817,"","","","","","","","","","","","",1,"","","",1,1,"","","","",2,1,[0]
