"rownum","BaseItemType","StrengthRequirementPercent","DexterityRequirementPercent","IntelligenceRequirementPercent","VaalVariant_BaseItemType","IsVaalVariant","MinionGlobalSkillLevelStat","GemType","bool_65","bool_66","Awakened","GemColour","MinLevelReq","ItemExperienceType","CraftingTypes","MtxSlotTypes","bool_139","GemEffects","bool_156","TutorialVideo","UI_Image","i32_173","CraftingLevel","bool_181","i32_182","bool_186","[rid]_187"
149,479,0,100,0,"","","",0,1,1,"",2,1,0,[],[0],"",[151],"","","",0,0,"",2,"",[]
150,480,50,0,50,"","","",0,1,1,"",4,1,0,[],[0],"",[152],"","","",0,0,"",2,"",[]
151,481,100,0,0,"","","",0,1,1,"",1,1,17,[],[0],"",[153],"","","",0,0,"",2,"",[]
152,482,100,0,0,"","","",0,1,1,"",1,1,17,[],[0],"",[154],"","","",0,0,"",2,"",[]
153,483,100,0,0,"","","",0,1,1,"",1,1,17,[],[0],"",[155],"","","",0,0,"",2,"",[]
154,484,100,0,0,"","","",0,1,1,"",1,1,17,[],[0],"",[156],"","","",0,0,"",2,"",[]
155,485,100,0,0,"","","",0,1,1,"",1,1,17,[],[0],"",[157],"","","",0,0,"",2,"",[]
156,486,0,50,50,"","","",0,1,1,"",4,1,17,[],[0],"",[158],"","","",0,0,"",2,"",[]
157,487,0,50,50,"","","",0,1,1,"",4,23,0,[10],[0],"",[159],"","Art/Videos/SkillTutorials/WaveofFrost.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageWaveofFrost.dds",0,7,"",2,"",[]
158,488,50,50,0,"","","",0,1,1,"",4,1,17,[],[0],"",[160],"","","",0,0,"",2,"",[]
159,489,50,50,0,"","","",0,1,1,"",4,1,17,[],[0],"",[161],"","","",0,0,"",2,"",[]
160,490,0,50,50,"","","",0,1,1,"",4,15,0,[10],[0],"",[162],"","Art/Videos/SkillTutorials/IceStrike.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageIceStrike.dds",0,5,"",2,"",[]
161,2956,100,0,0,"","","",1,1,1,"",1,1,0,[6],[0],"",[163],"","","",0,1,"",0,"","[0,2,3]"
162,3064,0,0,100,"","","",1,1,1,"",3,1,0,[7],[0],"",[164],"","","",0,2,"",0,"","[4,2,3]"
163,2944,100,0,0,"","","",1,1,1,"",1,1,0,[6],[0],"",[165],"","","",0,1,"",0,"",[0]
164,2950,100,0,0,"","","",1,1,1,"",1,1,0,[6],[0],"",[166],"","","",0,1,"",0,"",[0]
165,2962,100,0,0,"","","",1,1,1,"",1,1,0,[6],[0],"",[167],"","","",0,1,"",0,"","[0,2,3]"
166,2945,100,0,0,"","","",1,1,1,"",1,1,0,[6],[0],"",[168],"","","",0,1,"",0,"","[0,2,3]"
167,2949,100,0,0,"","","",1,1,1,"",1,1,0,[6],[0],"",[169],"","","",0,1,"",0,"","[0,2,3]"
168,2958,100,0,0,"","","",1,1,1,"",1,1,0,[6],[0],"",[170],"","","",0,1,"",0,"",[0]
169,3067,0,0,100,"","","",1,1,1,"",3,1,0,[7],[0],"",[171],"","","",0,3,"",0,"","[4,2,3]"
170,2773,0,50,50,"","","",0,1,1,"",4,1,0,[10],[0],"",[172],"","Art/Videos/SkillTutorials/GlacialCascade.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageGlacialCascade.dds",2,1,"",2,"",[]
171,2774,0,0,100,"","","",0,1,1,"",3,42,0,[7],[0],"",[173],"","Art/Videos/SkillTutorials/Comet.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageComet.dds",1,11,"",2,"",[]
172,2775,0,50,50,"","","",0,1,1,"",4,1,31,[],[0],"",[174],"","","",0,0,"",2,"",[]
173,2776,50,50,0,"","","",0,1,1,"",4,1,31,[],[0],"",[175],"","","",0,0,"",2,"",[]
174,2777,0,50,50,"","","",0,1,1,"",4,1,31,[],[0],"",[176],"","","",0,0,"",2,"",[]
175,2778,0,50,50,"","","",0,1,1,"",4,1,31,[],[0],"",[177],"","","",0,0,"",2,"",[]
176,2779,50,50,0,"","","",0,1,1,"",4,1,31,[],[0],"",[178],"","","",0,0,"",2,"",[]
177,2780,0,50,50,"","","",0,1,1,"",4,1,31,[],[0],"",[179],"","","",0,0,"",2,"",[]
178,2781,0,50,50,"","","",0,1,1,"",4,1,0,[],[0],"",[180],"","","",0,0,"",2,"",[]
179,2782,0,50,50,"","","",0,1,1,"",4,1,31,[],[0],"",[181],"","","",0,0,"",2,"",[]
180,2783,50,0,50,"","","",0,1,1,"",4,1,0,[],[0],"",[182],"","","",0,0,"",2,"",[]
181,2784,50,50,0,"","","",0,1,1,"",4,23,0,[9],[0],"",[183],"","Art/Videos/SkillTutorials/RipwireBallista.bk2","",0,7,"",2,"",[]
182,2785,0,0,100,"","","",0,1,1,"",3,32,0,[7],[0],"",[184],"","Art/Videos/SkillTutorials/ManaTempest.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageManaTempest.dds",2,9,"",2,"",[]
183,2789,0,50,50,"","","",0,1,1,"",4,1,0,[10],[0],"",[185],"","Art/Videos/SkillTutorials/KillingPalm.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageKillingPalm.dds",1,1,"",2,"",[]
184,2790,0,50,50,"","","",0,1,1,"",4,42,0,[10],[0],"",[186],"","Art/Videos/SkillTutorials/ShatteringPalm.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageShatteringPalm.dds",0,11,"",2,"",[]
185,2791,50,0,50,"","","",0,1,1,"",4,1,0,[],[0],"",[187],"","","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageVolcano.dds",0,0,"",2,"",[]
186,2792,50,0,50,"","","",0,1,1,"",4,1,0,[],[0],"",[188],"","","",0,0,"",2,"",[]
187,3046,0,0,100,"","","",1,1,1,"",3,1,0,[7],[0],"",[189],"","","",0,1,"",0,"","[4,5,2,3]"
188,3060,0,0,100,"","","",1,1,1,"",3,1,0,[],[0],"",[190],"","","",0,0,"",0,"","[4,2,3]"
189,2793,100,0,0,"","","",0,1,1,"",1,1,0,[],[0],"",[191],"","","",0,0,"",2,"",[]
190,2794,0,100,0,"","","",0,1,1,"",2,53,0,[2],[0],"",[192],"","Art/Videos/SkillTutorials/SpiralVolley.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageSpiralVolley.dds",0,13,"",2,"",[]
191,491,50,0,50,"","","",0,1,1,"",4,1,0,[],[0],"",[193],"","","",0,0,"",2,"",[]
192,2795,0,0,0,"","","",0,1,1,"",4,1,31,[],[0],"",[194],"","","",0,0,"",0,"",[]
193,2796,0,50,50,"","","",0,1,1,"",4,1,0,[],[0],"",[195],"","","",0,0,"",2,"",[]
194,2797,100,0,0,"","","",0,1,1,"",1,1,0,[],[0],"",[196],"","","",0,0,"",2,"",[]
195,2798,50,50,0,"","","",0,1,1,"",4,1,0,[],[0],"",[197],"","","",0,0,"",2,"",[]
196,2799,50,50,0,"","","",0,1,1,"",4,1,0,[],[0],"",[198],"","","",0,0,"",2,"",[]
197,2800,50,0,50,"","","",0,1,1,"",4,1,0,[],[0],"",[199],"","","",0,0,"",2,"",[]
198,2801,100,0,0,"","","",0,1,1,"",1,1,31,[],[0],"",[200],"","","",0,0,"",2,"",[]
199,2802,50,0,50,"","","",0,1,1,"",4,1,0,[],[0],"",[201],"","","",0,0,"",2,"",[]
200,2803,0,0,100,"","","",0,1,1,"",3,1,0,[],[0],"",[202],"","","",0,0,"",2,"",[]
201,2804,50,0,50,"","","",0,1,1,"",4,1,0,[],[0],"",[203],"","","",0,0,"",2,"",[]
202,2805,0,40,60,"","","",1,1,1,"",3,5,0,[],[0],"",[204],"","","",0,0,"",0,"",[]
203,3061,0,0,100,"","","",1,1,1,"",3,1,0,[],[0],"",[205],"","","",0,0,"",0,"","[4,2,3]"
204,2806,0,0,100,"","","",0,1,1,"",3,1,31,[],[0],"",[206],"","","",0,0,"",2,"",[]
205,3047,0,0,100,"","","",1,1,1,"",3,1,0,[7],[0],"",[207],"","","",0,2,"",0,"","[4,2,3]"
206,3072,0,0,100,"","","",1,1,1,"",3,1,0,[7],[0],"",[208],"","","",0,1,"",0,"","[4,2,3]"
207,2838,0,0,100,"","","",0,1,1,"",3,1,0,[],[0],"",[209],"","","",0,0,"",2,"",[]
208,2839,0,60,40,"","","",1,1,1,"",2,1,0,[],[0],"",[210],"","","",0,0,"",0,"",[]
209,2943,100,0,0,"","","",1,1,1,"",1,1,0,[6],[0],"",[211],"","","",0,1,"",0,"","[0,2,3]"
210,2954,100,0,0,"","","",1,1,1,"",1,1,0,[6],[0],"",[212],"","","",0,3,"",0,"",[0]
211,2970,100,0,0,"","","",1,1,1,"",1,1,0,[6],[0],"",[213],"","","",0,1,"",0,"","[0,2,3]"
212,2840,0,0,100,"","","",1,1,1,"",3,1,0,[1],[0],"",[214],"","","",0,1,"",0,"",[4]
213,2841,50,0,50,"","","",0,1,1,"",4,1,0,[],[0],"",[215],"","","",0,0,"",2,"",[]
214,2842,50,0,50,"","","",2,1,1,"",4,18,0,[],[0],"",[216],"","","",0,0,"",2,"",[]
215,2843,0,0,100,"","","",2,1,1,"",3,27,0,[7],[0],"",[217],"","","",2,8,"",2,"",[]
216,2844,0,0,100,"","","",1,1,1,"",3,18,0,[],[0],"",[218],"","","",0,0,"",0,"",[4]
217,2845,0,0,100,"","","",2,1,1,"",3,27,0,[7],[0],"",[219],"","","",1,8,"",2,"",[]
218,2846,0,0,100,"","","",2,1,1,"",3,27,0,[7],[0],"",[220],"","","",0,8,"",2,"",[]
219,2847,50,0,50,"","","",2,1,1,"",4,27,38,[],[0],"",[221],"","","",0,0,"",2,"",[]
220,2848,0,50,50,"","","",2,1,1,"",4,59,44,[],[0],"",[222],"","","",0,0,"",2,"",[]
221,2849,0,0,100,"","","",2,1,1,"",3,59,0,[1],[0],"",[223],"","","",0,14,"",2,"",[]
222,2850,0,0,100,"","","",2,1,1,"",3,61,41,[],[0],"",[224],"","","",0,0,"",2,"",[]
223,2851,50,0,50,"","","",2,1,1,"",4,61,41,[],[0],"",[225],"","","",0,0,"",2,"",[]
224,2957,100,0,0,"","","",1,1,1,"",1,1,17,[6],[0],"",[226],"","","",0,2,"",0,"","[0,2,3]"
225,2963,100,0,0,"","","",1,1,1,"",1,1,17,[6],[0],"",[227],"","","",0,2,"",0,"","[0,2,3]"
226,2852,0,0,100,"","","",0,1,1,"",3,1,17,"[0,5,11,3,4]",[0],"",[228],"","","",0,1,"",2,"",[]
227,2853,0,0,100,"","","",0,1,1,"",3,1,17,"[0,5,11,3,4]",[0],"",[229],"","","",0,1,"",2,"",[]
228,2854,0,0,100,"","","",0,1,1,"",3,1,17,"[0,5,11,3,4]",[0],"",[230],"","","",0,1,"",2,"",[]
229,2855,33,33,34,"","","",0,1,1,"",4,7,17,"[0,5,11,3,4]",[0],"",[231],"","","",0,3,"",3,"",[]
230,2856,0,0,100,"","","",0,1,1,"",3,7,17,"[0,5,11,3,4]",[0],"",[232],"","","",0,3,"",2,"",[]
231,2857,0,0,100,"","","",0,1,1,"",3,15,17,"[0,5,11,3,4]",[0],"",[233],"","","",0,5,"",2,"",[]
232,2858,0,0,100,"","","",0,1,1,"",3,15,17,"[0,5,11,3,4,6]",[0],"",[234],"","","",5,5,"",2,"",[]
233,2859,0,0,100,"","","",0,1,1,"",3,23,17,"[0,5,11,3,4]",[0],"",[235],"","","",0,7,"",2,"",[]
234,2860,0,0,100,"","","",0,1,1,"",3,23,17,"[0,5,11,3,4]",[0],"",[236],"","","",0,7,"",2,"",[]
235,2861,0,0,100,"","","",0,1,1,"",3,23,17,"[0,5,11,3,4,6,2]",[0],"",[237],"","","",5,7,"",2,"",[]
236,2862,0,0,100,"","","",0,1,1,"",3,32,17,"[0,5,11,3,4]",[0],"",[238],"","","",0,9,"",2,"",[]
237,2863,0,0,100,"","","",0,1,1,"",3,32,17,"[0,5,11,3,4,6,9]",[0],"",[239],"","","",5,9,"",2,"",[]
238,2864,0,0,100,"","","",0,1,1,"",3,42,17,"[0,5,11,3,4]",[0],"",[240],"","","",0,11,"",2,"",[]
239,2865,0,0,100,"","","",0,1,1,"",3,42,17,"[0,5,11,3,4,10,2]",[0],"",[241],"","","",5,11,"",2,"",[]
240,2866,0,0,100,"","","",0,1,1,"",3,53,17,"[0,5,11,3,4]",[0],"",[242],"","","",0,13,"",2,"",[]
241,2867,0,0,100,"","","",0,1,1,"",3,53,17,"[0,5,11,3,4,10,2,9,6]",[0],"",[243],"","","",5,13,"",2,"",[]
242,2868,0,0,100,"","","",0,1,1,"",3,53,17,"[0,5,11,3,4]",[0],"",[244],"","","",0,13,"",2,"",[]
243,2869,0,0,100,"","","",0,1,1,"",3,1,17,[],[0],"",[245],"","","",0,0,"",2,"",[]
244,2870,0,0,100,"","","",0,1,1,"",3,1,17,[],[0],"",[246],"","","",0,0,"",2,"",[]
245,2871,0,0,100,"","","",0,1,1,"",3,1,17,[],[0],"",[247],"","","",0,0,"",2,"",[]
246,2872,0,0,100,"","","",0,1,1,"",3,1,17,[],[0],"",[248],"","","",0,0,"",2,"",[]
247,2873,0,0,100,"","","",0,1,1,"",3,1,17,[],[0],"",[249],"","","",0,0,"",2,"",[]
248,2874,0,0,100,"","","",0,1,1,"",3,1,17,[],[0],"",[250],"","","",0,0,"",2,"",[]
249,2875,0,0,100,"","","",0,1,1,"",3,1,17,[],[0],"",[251],"","","",0,0,"",2,"",[]
250,2876,0,0,100,"","","",0,1,1,"",3,1,17,[],[0],"",[252],"","","",0,0,"",2,"",[]
251,2877,0,0,100,"","","",0,1,1,"",3,1,17,[],[0],"",[253],"","","",0,0,"",2,"",[]
252,2878,0,0,100,"","","",0,1,1,"",3,1,17,[],[0],"",[254],"","","",0,0,"",2,"",[]
253,2879,0,0,0,"","","",0,1,1,"",4,1,17,"[0,5,11,3,4]",[0],"",[255],"","","",0,4,"",0,"",[]
254,2880,0,0,0,"","","",0,1,1,"",4,1,17,"[0,5,11,3,4]",[0],"",[256],"","","",0,4,"",0,"",[]
255,2881,0,0,0,"","","",0,1,1,"",4,1,17,"[0,5,11,3,4]",[0],"",[257],"","","",0,4,"",0,"",[]
256,2882,0,0,0,"","","",0,1,1,"",4,1,17,"[0,5,11,3,4]",[0],"",[258],"","","",0,8,"",0,"",[]
257,2883,0,0,0,"","","",0,1,1,"",4,1,17,"[0,5,11,3,4]",[0],"",[259],"","","",0,8,"",0,"",[]
258,2884,0,0,0,"","","",0,1,1,"",4,1,17,"[0,5,11,3,4,2,6]",[0],"",[260],"","","",5,8,"",0,"",[]
259,2885,0,0,0,"","","",0,1,1,"",4,1,17,"[0,5,11,3,4]",[0],"",[261],"","","",0,14,"",0,"",[]
260,2886,0,0,0,"","","",0,1,1,"",4,1,17,"[0,5,11,3,4]",[0],"",[262],"","","",0,14,"",0,"",[]
261,2887,0,0,0,"","","",0,1,1,"",4,1,17,"[0,5,11,3,4,9,6]",[0],"",[263],"","","",5,14,"",0,"",[]
262,2888,0,0,0,"","","",1,1,1,"",4,1,17,[6],[0],"",[264],"","","",0,1,"",0,"",[]
263,2889,0,0,0,"","","",1,1,1,"",4,1,17,[6],[0],"",[265],"","","",0,1,"",0,"",[]
264,2890,0,0,0,"","","",1,1,1,"",4,1,17,[6],[0],"",[266],"","","",0,1,"",0,"",[]
265,2891,0,0,0,"","","",1,1,1,"",4,1,17,[6],[0],"",[267],"","","",0,2,"",0,"",[]
266,2892,0,0,0,"","","",1,1,1,"",4,1,17,[6],[0],"",[268],"","","",0,2,"",0,"",[]
267,2893,0,0,0,"","","",1,1,1,"",4,1,17,[6],[0],"",[269],"","","",0,2,"",0,"",[]
268,2894,0,0,0,"","","",1,1,1,"",4,1,17,[6],[0],"",[270],"","","",0,3,"",0,"",[]
269,2895,0,0,0,"","","",1,1,1,"",4,1,17,[6],[0],"",[271],"","","",0,3,"",0,"",[]
270,2896,0,0,0,"","","",1,1,1,"",4,1,17,[6],[0],"",[272],"","","",0,3,"",0,"",[]
271,2897,0,50,50,"","","",2,1,1,"",4,27,0,"[1,10]",[0],"",[273],"","","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageBarrierInvocation.dds",0,8,"",2,"",[]
272,2898,0,50,50,"","","",2,1,1,"",4,59,0,[10],[0],"",[274],"","","",0,14,"",2,"",[]
273,2899,0,0,100,"","","",2,1,1,"",3,61,41,[],[0],"",[275],"","","",0,0,"",2,"",[]
274,2900,100,0,0,"","","",2,1,1,"",1,27,38,[],[0],"",[276],"","","",0,0,"",2,"",[]
275,2961,100,0,0,"","","",1,1,1,"",1,1,17,[6],[0],"",[277],"","","",0,3,"",0,"",[0]
276,2901,0,50,50,"","","",0,1,1,"",4,27,0,[10],[0],"",[278],"","","",0,8,"",2,"",[]
277,2902,0,50,50,"","","",0,1,1,"",4,11,0,[10],[0],"",[279],"","","",0,4,"",2,"",[]
278,2903,0,0,100,"","","",0,1,1,"",3,23,0,[1],[0],"",[280],"","","",0,7,"",2,"",[]
279,2904,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[281],"","","",0,0,"",0,"",[]
280,2905,0,0,0,"","","",0,1,1,"",4,1,31,[],[0],"",[282],"","","",0,0,"",2,"",[]
281,2906,0,0,0,"","","",2,1,1,"",4,1,0,[],[0],1,[283],1,"","",0,0,"",2,"",[]
282,2907,100,0,0,"","","",2,1,1,"",1,53,0,[6],[0],"",[284],"","Art/Videos/SkillTutorials/AncestralWarriorTotem.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageAncestralWarriorTotem.dds",0,13,"",2,"",[]
283,2908,0,0,0,"","","",2,1,1,"",4,1,31,[],[0],"",[285],"","","",0,0,"",2,"",[]
284,2909,0,0,0,"","","",2,1,1,"",4,1,31,[],[0],"",[286],"","","",0,0,"",2,"",[]
285,3220,50,50,0,"","","",0,1,1,"",4,1,0,[9],[0],"",[287],"","Art/Videos/SkillTutorials/ExplosiveGrenade.bk2","",3,1,"",2,"",[]
286,3221,50,50,0,"","","",0,1,1,"",4,7,0,[9],[0],"",[288],"","Art/Videos/SkillTutorials/FlashGrenade.bk2","",3,3,"",2,"",[]
287,3222,50,50,0,"","","",0,1,1,"",4,32,0,[9],[0],"",[290],"","Art/Videos/SkillTutorials/OilGrenade.bk2","",3,9,"",2,"",[]
288,3223,50,50,0,"","","",0,1,1,"",4,15,0,[9],[0],"",[289],"","Art/Videos/SkillTutorials/GasGrenade.bk2","",3,5,"",2,"",[]
289,3224,50,50,0,"","","",0,1,1,"",4,23,0,[9],[0],"",[291],"","Art/Videos/SkillTutorials/VoltaicGrenade.bk2","",3,7,"",2,"",[]
290,2910,0,0,100,"","","",0,1,1,"",3,15,0,[1],[0],"",[292],"","Art/Videos/SkillTutorials/PainOffering.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImagePainOffering.dds",1,5,"",2,"",[]
291,2912,0,50,50,"","","",0,1,1,"",4,15,0,[10],[0],"",[293],"","Art/Videos/SkillTutorials/TempestFlurry.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageTempestFlurry.dds",0,5,"",2,"",[]
292,2913,0,50,50,"","","",0,1,1,"",4,7,0,[10],[0],"",[294],"","Art/Videos/SkillTutorials/StaggeringPalm.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageStaggeringPalm.dds",0,3,"",2,"",[]
293,2914,0,50,50,"","","",0,1,1,"",4,32,0,[10],[0],"",[295],"","Art/Videos/SkillTutorials/ChargedStaff.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageChargedStaff.dds",0,9,"",2,"",[]
294,2915,0,50,50,"","","",0,1,1,"",4,23,0,[10],[0],"",[296],"","Art/Videos/SkillTutorials/SiphoningStrike.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageSiphoningStrike.dds",1,7,"",2,"",[]
295,2916,0,50,50,"","","",0,1,1,"",4,7,0,[10],[0],"",[297],"","Art/Videos/SkillTutorials/TempestBell.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageTempestBell.dds",0,3,"",2,"",[]
296,492,0,0,100,"","","",0,1,1,"",3,1,0,[],[0],"",[298],"","","",0,0,"",2,"",[]
297,2917,0,50,50,"","","",0,1,1,"",4,1,0,[10],[0],"",[299],"","Art/Videos/SkillTutorials/FrozenLocus.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageFrozenLocus.dds",3,1,"",2,"",[]
298,2918,0,0,100,"","","",0,1,1,"",3,15,0,[1],[0],"",[300],"","Art/Videos/SkillTutorials/Bonestorm.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageBonestorm.dds",2,5,"",2,"",[]
299,2919,0,0,100,"","","",0,1,1,"",3,7,0,[1],[0],"",[301],"","Art/Videos/SkillTutorials/BoneCage.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageBoneCage.dds",2,3,"",2,"",[]
300,2920,0,0,100,"","","",1,1,1,"",3,20,17,[],[0],"",[302],"","","",0,0,"",0,"",[4]
301,3010,0,100,0,"","","",1,1,1,"",2,1,17,[2],[0],"",[303],"","","",0,3,"",0,"","[1,2,3]"
302,2921,0,0,100,"","","",1,1,1,"",3,15,17,[1],[0],"",[304],"","","",0,2,"",0,"",[4]
303,3004,0,100,0,"","","",1,1,1,"",2,1,17,[2],[0],"",[305],"","","",0,1,"",0,"","[1,2,3]"
304,3013,0,100,0,"","","",1,1,1,"",2,1,17,[2],[0],"",[306],"","","",0,1,"",0,"",[1]
305,2922,0,0,100,"","","",0,1,1,"",3,1,0,[1],[0],"",[307],"","Art/Videos/SkillTutorials/Unearth.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageUnearth.dds",2,1,"",2,"",[]
306,2923,0,100,0,"","","",0,1,1,"",2,32,0,[2],[0],"",[308],"","Art/Videos/SkillTutorials/DetonatingArrow.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageDetonatingArrow.dds",0,9,"",2,"",[]
307,2924,0,100,0,"","","",0,1,1,"",2,1,0,[2],[0],"",[309],"","Art/Videos/SkillTutorials/PoisonburstArrow.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImagePoisonburstArrow.dds",1,1,"",2,"",[]
308,493,0,0,100,"","","",0,1,1,"",3,1,0,[],[0],"",[0],"","","",0,0,"",2,"",[]
309,2925,0,100,0,"","","",0,1,1,"",2,15,0,[2],[0],"",[310],"","Art/Videos/SkillTutorials/ToxicGrowth.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageToxicGrowth.dds",1,5,"",2,"",[]
310,2926,0,100,0,"","","",0,1,1,"",2,7,0,[2],[0],"",[311],"","Art/Videos/SkillTutorials/StormcallerArrow.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageStormcallerArrow.dds",3,3,"",2,"",[]
311,2927,0,100,0,"","","",0,1,1,"",2,1,0,[2],[0],"",[313],"","Art/Videos/SkillTutorials/LightningRod.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageLightningRod.dds",4,1,"",2,"",[]
312,2928,0,100,0,"","","",0,1,1,"",2,7,0,[2],[0],"",[314],"","Art/Videos/SkillTutorials/Snipe.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageSnipe.dds",0,3,"",2,"",[]
313,2929,0,100,0,"","","",0,1,1,"",2,23,0,[2],[0],"",[315],"","Art/Videos/SkillTutorials/GasArrow.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageGasArrow.dds",0,7,"",2,"",[]
314,2930,0,0,100,"","","",0,1,1,"",3,15,0,[7],[0],"",[316],"","Art/Videos/SkillTutorials/SolarOrb.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageSolarOrb.dds",0,5,"",2,"",[]
315,2931,0,0,100,"","","",0,1,1,"",3,32,0,[7],[0],"",[317],"","Art/Videos/SkillTutorials/Fireball.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageFireball.dds",0,9,"",2,"",[]
316,2932,0,100,0,"","","",0,1,1,"",2,15,0,[2],[0],"",[318],"","Art/Videos/SkillTutorials/ElectrocutingArrow.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageElectrocutingArrow.dds",4,5,"",2,"",[]
317,2933,0,0,100,"","","",0,1,1,"",3,15,0,[7],[0],"",[319],"","Art/Videos/SkillTutorials/ColdSnap.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageColdSnap.dds",1,5,"",2,"",[]
318,2934,100,0,0,"","","",0,1,1,"",1,15,0,[6],[0],"",[320],"","Art/Videos/SkillTutorials/PerfectStrike.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImagePerfectStrike.dds",0,5,"",2,"",[]
319,2935,0,0,0,"","","",0,1,1,"",4,1,31,[],[0],"",[321],"","","",0,0,"",2,"",[]
320,2936,100,0,0,"","","",0,1,1,"",1,15,0,[6],[0],"",[322],"","Art/Videos/SkillTutorials/ResonatingShield.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageResonatingShield.dds",2,5,"",2,"",[]
321,2937,0,0,100,"","","",0,1,1,"",3,11,0,[7],[0],"",[323],"","","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageEnergyRemnants.dds",2,4,"",2,"",[]
322,2938,100,0,0,"","","",0,1,1,"",1,11,0,[6],[0],"",[324],"","","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageMagmaBarrier.dds",0,4,"",2,"",[]
323,2939,0,0,100,"","","",0,1,1,"",3,1,0,[],[0],"",[325],"","","",0,0,"",2,"",[]
324,2940,0,100,0,"","","",0,1,1,"",2,7,0,[2],[0],"",[326],"","Art/Videos/SkillTutorials/VineArrow.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageVineArrow.dds",1,3,"",2,"",[]
325,2941,0,100,0,"","","",0,1,1,"",2,59,0,"[2,8]",[0],"",[327],"","","",0,14,"",2,"",[]
326,3011,0,100,0,"","","",1,1,1,"",2,1,17,[2],[0],"",[328],"","","",0,1,"",0,"","[1,2,3]"
327,2942,0,0,100,"","","",0,1,1,"",3,1,0,[],[0],"",[329],"","","",0,0,"",2,"",[]
328,3056,0,0,100,"","","",1,1,1,"",3,1,17,[7],[0],"",[330],"","","",0,1,"",0,"",[4]
