"rownum","BaseItemType","AddedMods","NegativeWeight_Tags","NegativeWeight_Values","ForcedAddMods","ForbiddenDelveCraftingTags","AllowedDelveCraftingTags","CanMirrorItem","CorruptedEssenceChance","CanImproveQuality","HasLuckyRolls","bool_119","SellPrice_Mods","CanRollWhiteSockets","Weight_Tags","Weight_Values","DelveCraftingModifierDescriptions","BlockedDelveCraftingModifierDescriptions","bool_201","bool_202","[i32]_203","[i32]_219"
222,1431,[],[581],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,42]","[61,41]","","",[1000],[0]
223,1432,[],[319],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,71]","[62,20,26]","","",[1000],[0]
224,1433,[],[583],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[52,72]","[63,79,16]","","",[1000],[0]
225,1434,[],[324],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,37]","[43,22]","","",[1000],[0]
226,1435,[],[580],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,64]","[44,73]","","",[1000],[0]
227,1436,[],[313],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,27]","[45,10]","","",[1000],[0]
228,1437,[],[320],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,65]","[46,74]","","",[1000],[0]
229,1438,[],[323],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,36]","[47,21]","","",[1000],[0]
230,1439,[],[311],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,30]","[48,13]","","",[1000],[0]
231,1440,[],[316],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,32]","[49,17]","","",[1000],[0]
232,1441,[],[27],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,66]","[50,75]","","",[1000],[0]
233,1442,[],[309],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,28]","[51,11]","","",[1000],[0]
234,1443,[],[318],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,34]","[52,15]","","",[1000],[0]
235,1444,[],[579],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,67]","[54,76]","","",[1000],[0]
236,1445,[],[587],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,68]","[55,77]","","",[1000],[0]
237,1446,[],[572],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,40]","[56,39]","","",[1000],[0]
238,1447,[],[310],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,29]","[57,12]","","",[1000],[0]
239,1448,[],[312],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,31]","[58,14]","","",[1000],[0]
240,1449,[],[34],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,69]","[59,19,25]","","",[1000],[0]
241,1450,[],[321],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,70]","[60,78]","","",[1000],[0]
242,1451,[],[581],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,42]","[61,41]","","",[1000],[0]
243,1452,[],[319],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,71]","[62,20,26]","","",[1000],[0]
244,1453,[],[583],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[53,72]","[63,79,16]","","",[1000],[0]
245,1454,[],[324],[0],[],[],[],"",0,"","","",[],"",[579],[3000],"[54,37]","[43,22]","","",[1000],[0]
246,1455,[],[580],[0],[],[],[],"",0,"","","",[],"",[579],[3000],"[54,64]","[44,73]","","",[1000],[0]
247,1456,[],[313],[0],[],[],[],"",0,"","","",[],"",[579],[3000],"[54,27]","[45,10]","","",[1000],[0]
248,1457,[],[320],[0],[],[],[],"",0,"","","",[],"",[579],[3000],"[54,65]","[46,74]","","",[1000],[0]
249,1458,[],[323],[0],[],[],[],"",0,"","","",[],"",[579],[3000],"[54,36]","[47,21]","","",[1000],[0]
250,1459,[],[311],[0],[],[],[],"",0,"","","",[],"",[579],[3000],"[54,30]","[48,13]","","",[1000],[0]
251,1460,[],[316],[0],[],[],[],"",0,"","","",[],"",[579],[3000],"[54,32]","[49,17]","","",[1000],[0]
252,1461,[],[27],[0],[],[],[],"",0,"","","",[],"",[579],[3000],"[54,66]","[50,75]","","",[1000],[0]
253,1462,[],[309],[0],[],[],[],"",0,"","","",[],"",[579],[3000],"[54,28]","[51,11]","","",[1000],[0]
254,1463,[],[318],[0],[],[],[],"",0,"","","",[],"",[579],[3000],"[54,34]","[52,15]","","",[1000],[0]
255,1464,[],[317],[0],[],[],[],"",0,"","","",[],"",[579],[3000],"[54,33]","[53,18]","","",[1000],[0]
256,1465,[],[587],[0],[],[],[],"",0,"","","",[],"",[579],[3000],"[54,68]","[55,77]","","",[1000],[0]
257,1466,[],[572],[0],[],[],[],"",0,"","","",[],"",[579],[3000],"[54,40]","[56,39]","","",[1000],[0]
258,1467,[],[310],[0],[],[],[],"",0,"","","",[],"",[579],[3000],"[54,29]","[57,12]","","",[1000],[0]
259,1468,[],[312],[0],[],[],[],"",0,"","","",[],"",[579],[3000],"[54,31]","[58,14]","","",[1000],[0]
260,1469,[],[34],[0],[],[],[],"",0,"","","",[],"",[579],[3000],"[54,69]","[59,19,25]","","",[1000],[0]
261,1470,[],[321],[0],[],[],[],"",0,"","","",[],"",[579],[3000],"[54,70]","[60,78]","","",[1000],[0]
262,1471,[],[581],[0],[],[],[],"",0,"","","",[],"",[579],[3000],"[54,42]","[61,41]","","",[1000],[0]
263,1472,[],[319],[0],[],[],[],"",0,"","","",[],"",[579],[3000],"[54,71]","[62,20,26]","","",[1000],[0]
264,1473,[],[583],[0],[],[],[],"",0,"","","",[],"",[579],[3000],"[54,72]","[63,79,16]","","",[1000],[0]
265,1474,[],[324],[0],[],[],[],"",0,"","","",[],"",[587],[3000],"[55,37]","[43,22]","","",[1000],[0]
266,1475,[],[580],[0],[],[],[],"",0,"","","",[],"",[587],[3000],"[55,64]","[44,73]","","",[1000],[0]
267,1476,[],[313],[0],[],[],[],"",0,"","","",[],"",[587],[3000],"[55,27]","[45,10]","","",[1000],[0]
268,1477,[],[320],[0],[],[],[],"",0,"","","",[],"",[587],[3000],"[55,65]","[46,74]","","",[1000],[0]
269,1478,[],[323],[0],[],[],[],"",0,"","","",[],"",[587],[3000],"[55,36]","[47,21]","","",[1000],[0]
270,1479,[],[311],[0],[],[],[],"",0,"","","",[],"",[587],[3000],"[55,30]","[48,13]","","",[1000],[0]
271,1480,[],[316],[0],[],[],[],"",0,"","","",[],"",[587],[3000],"[55,32]","[49,17]","","",[1000],[0]
272,1481,[],[27],[0],[],[],[],"",0,"","","",[],"",[587],[3000],"[55,66]","[50,75]","","",[1000],[0]
273,1482,[],[309],[0],[],[],[],"",0,"","","",[],"",[587],[3000],"[55,28]","[51,11]","","",[1000],[0]
274,1483,[],[318],[0],[],[],[],"",0,"","","",[],"",[587],[3000],"[55,34]","[52,15]","","",[1000],[0]
275,1484,[],[317],[0],[],[],[],"",0,"","","",[],"",[587],[3000],"[55,33]","[53,18]","","",[1000],[0]
276,1485,[],[579],[0],[],[],[],"",0,"","","",[],"",[587],[3000],"[55,67]","[54,76]","","",[1000],[0]
277,1486,[],[572],[0],[],[],[],"",0,"","","",[],"",[587],[3000],"[55,40]","[56,39]","","",[1000],[0]
278,1487,[],[310],[0],[],[],[],"",0,"","","",[],"",[587],[3000],"[55,29]","[57,12]","","",[1000],[0]
279,1488,[],[312],[0],[],[],[],"",0,"","","",[],"",[587],[3000],"[55,31]","[58,14]","","",[1000],[0]
280,1489,[],[34],[0],[],[],[],"",0,"","","",[],"",[587],[3000],"[55,69]","[59,19,25]","","",[1000],[0]
281,1490,[],[321],[0],[],[],[],"",0,"","","",[],"",[587],[3000],"[55,70]","[60,78]","","",[1000],[0]
282,1491,[],[581],[0],[],[],[],"",0,"","","",[],"",[587],[3000],"[55,42]","[61,41]","","",[1000],[0]
283,1492,[],[319],[0],[],[],[],"",0,"","","",[],"",[587],[3000],"[55,71]","[62,20,26]","","",[1000],[0]
284,1493,[],[583],[0],[],[],[],"",0,"","","",[],"",[587],[3000],"[55,72]","[63,79,16]","","",[1000],[0]
285,1494,[],[324],[0],[],[],[],"",0,"","","",[],"",[572],[3000],"[56,37]","[43,22]","","",[1000],[0]
286,1495,[],[580],[0],[],[],[],"",0,"","","",[],"",[572],[3000],"[56,64]","[44,73]","","",[1000],[0]
287,1496,[],[313],[0],[],[],[],"",0,"","","",[],"",[572],[3000],"[56,27]","[45,10]","","",[1000],[0]
288,1497,[],[320],[0],[],[],[],"",0,"","","",[],"",[572],[3000],"[56,65]","[46,74]","","",[1000],[0]
289,1498,[],[323],[0],[],[],[],"",0,"","","",[],"",[572],[3000],"[56,36]","[47,21]","","",[1000],[0]
290,1499,[],[311],[0],[],[],[],"",0,"","","",[],"",[572],[3000],"[56,30]","[48,13]","","",[1000],[0]
291,1500,[],[316],[0],[],[],[],"",0,"","","",[],"",[572],[3000],"[56,32]","[49,17]","","",[1000],[0]
292,1501,[],[27],[0],[],[],[],"",0,"","","",[],"",[572],[3000],"[56,66]","[50,75]","","",[1000],[0]
293,1502,[],[309],[0],[],[],[],"",0,"","","",[],"",[572],[3000],"[56,28]","[51,11]","","",[1000],[0]
294,1503,[],[318],[0],[],[],[],"",0,"","","",[],"",[572],[3000],"[56,34]","[52,15]","","",[1000],[0]
295,1504,[],[317],[0],[],[],[],"",0,"","","",[],"",[572],[3000],"[56,33]","[53,18]","","",[1000],[0]
296,1505,[],[579],[0],[],[],[],"",0,"","","",[],"",[572],[3000],"[56,67]","[54,76]","","",[1000],[0]
297,1506,[],[587],[0],[],[],[],"",0,"","","",[],"",[572],[3000],"[56,68]","[55,77]","","",[1000],[0]
298,1507,[],[310],[0],[],[],[],"",0,"","","",[],"",[572],[3000],"[56,29]","[57,12]","","",[1000],[0]
299,1508,[],[312],[0],[],[],[],"",0,"","","",[],"",[572],[3000],"[56,31]","[58,14]","","",[1000],[0]
300,1509,[],[34],[0],[],[],[],"",0,"","","",[],"",[572],[3000],"[56,69]","[59,19,25]","","",[1000],[0]
301,1510,[],[321],[0],[],[],[],"",0,"","","",[],"",[572],[3000],"[56,70]","[60,78]","","",[1000],[0]
302,1511,[],[581],[0],[],[],[],"",0,"","","",[],"",[572],[3000],"[56,42]","[61,41]","","",[1000],[0]
303,1512,[],[319],[0],[],[],[],"",0,"","","",[],"",[572],[3000],"[56,71]","[62,20,26]","","",[1000],[0]
304,1513,[],[583],[0],[],[],[],"",0,"","","",[],"",[572],[3000],"[56,72]","[63,79,16]","","",[1000],[0]
305,1514,[],[324],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[57,37]","[43,22]","","",[1000],[0]
306,1515,[],[580],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[57,64]","[44,73]","","",[1000],[0]
307,1516,[],[313],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[57,27]","[45,10]","","",[1000],[0]
308,1517,[],[320],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[57,65]","[46,74]","","",[1000],[0]
309,1518,[],[323],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[57,36]","[47,21]","","",[1000],[0]
310,1519,[],[311],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[57,30]","[48,13]","","",[1000],[0]
311,1520,[],[316],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[57,32]","[49,17]","","",[1000],[0]
312,1521,[],[27],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[57,66]","[50,75]","","",[1000],[0]
313,1522,[],[309],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[57,28]","[51,11]","","",[1000],[0]
314,1523,[],[318],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[57,34]","[52,15]","","",[1000],[0]
315,1524,[],[317],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[57,33]","[53,18]","","",[1000],[0]
316,1525,[],[579],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[57,67]","[54,76]","","",[1000],[0]
317,1526,[],[587],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[57,68]","[55,77]","","",[1000],[0]
318,1527,[],[572],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[57,40]","[56,39]","","",[1000],[0]
319,1528,[],[312],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[57,31]","[58,14]","","",[1000],[0]
320,1529,[],[34],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[57,69]","[59,19,25]","","",[1000],[0]
321,1530,[],[321],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[57,70]","[60,78]","","",[1000],[0]
322,1531,[],[581],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[57,42]","[61,41]","","",[1000],[0]
323,1532,[],[319],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[57,71]","[62,20,26]","","",[1000],[0]
324,1533,[],[583],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[57,72]","[63,79,16]","","",[1000],[0]
325,1534,[],[324],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[58,37]","[43,22]","","",[1000],[0]
326,1535,[],[580],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[58,64]","[44,73]","","",[1000],[0]
327,1536,[],[313],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[58,27]","[45,10]","","",[1000],[0]
328,1537,[],[320],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[58,65]","[46,74]","","",[1000],[0]
329,1538,[],[323],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[58,36]","[47,21]","","",[1000],[0]
330,1539,[],[311],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[58,30]","[48,13]","","",[1000],[0]
331,1540,[],[316],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[58,32]","[49,17]","","",[1000],[0]
332,1541,[],[27],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[58,66]","[50,75]","","",[1000],[0]
333,1542,[],[309],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[58,28]","[51,11]","","",[1000],[0]
334,1543,[],[318],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[58,34]","[52,15]","","",[1000],[0]
335,1544,[],[317],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[58,33]","[53,18]","","",[1000],[0]
336,1545,[],[579],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[58,67]","[54,76]","","",[1000],[0]
337,1546,[],[587],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[58,68]","[55,77]","","",[1000],[0]
338,1547,[],[572],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[58,40]","[56,39]","","",[1000],[0]
339,1548,[],[310],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[58,29]","[57,12]","","",[1000],[0]
340,1549,[],[34],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[58,69]","[59,19,25]","","",[1000],[0]
341,1550,[],[321],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[58,70]","[60,78]","","",[1000],[0]
342,1551,[],[581],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[58,42]","[61,41]","","",[1000],[0]
343,1552,[],[319],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[58,71]","[62,20,26]","","",[1000],[0]
344,1553,[],[583],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[58,72]","[63,79,16]","","",[1000],[0]
345,1554,[],[324],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,37]","[43,22]","","",[1000],[0]
346,1555,[],[580],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,64]","[44,73]","","",[1000],[0]
347,1556,[],[313],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,27]","[45,10]","","",[1000],[0]
348,1557,[],[320],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,65]","[46,74]","","",[1000],[0]
349,1558,[],[323],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,36]","[47,21]","","",[1000],[0]
350,1559,[],[311],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,30]","[48,13]","","",[1000],[0]
351,1560,[],[316],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,32]","[49,17]","","",[1000],[0]
352,1561,[],[27],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,66]","[50,75]","","",[1000],[0]
353,1562,[],[309],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,28]","[51,11]","","",[1000],[0]
354,1563,[],[318],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,34]","[52,15]","","",[1000],[0]
355,1564,[],[317],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,33]","[53,18]","","",[1000],[0]
356,1565,[],[579],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,67]","[54,76]","","",[1000],[0]
357,1566,[],[587],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,68]","[55,77]","","",[1000],[0]
358,1567,[],[572],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,40]","[56,39]","","",[1000],[0]
359,1568,[],[310],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,29]","[57,12]","","",[1000],[0]
360,1569,[],[312],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,31]","[58,14]","","",[1000],[0]
361,1570,[],[321],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,70]","[60,78]","","",[1000],[0]
362,1571,[],[581],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,42]","[61,41]","","",[1000],[0]
363,1572,[],[319],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,71]","[62,20,26]","","",[1000],[0]
364,1573,[],[583],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,72]","[63,79,16]","","",[1000],[0]
365,1574,[],[324],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[60,37]","[43,22]","","",[1000],[0]
366,1575,[],[580],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[60,64]","[44,73]","","",[1000],[0]
367,1576,[],[313],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[60,27]","[45,10]","","",[1000],[0]
368,1577,[],[320],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[60,65]","[46,74]","","",[1000],[0]
369,1578,[],[323],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[60,36]","[47,21]","","",[1000],[0]
370,1579,[],[311],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[60,30]","[48,13]","","",[1000],[0]
371,1580,[],[316],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[60,32]","[49,17]","","",[1000],[0]
372,1581,[],[27],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[60,66]","[50,75]","","",[1000],[0]
373,1582,[],[309],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[60,28]","[51,11]","","",[1000],[0]
374,1583,[],[318],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[60,34]","[52,15]","","",[1000],[0]
375,1584,[],[317],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[60,33]","[53,18]","","",[1000],[0]
376,1585,[],[579],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[60,67]","[54,76]","","",[1000],[0]
377,1586,[],[587],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[60,68]","[55,77]","","",[1000],[0]
378,1587,[],[572],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[60,40]","[56,39]","","",[1000],[0]
379,1588,[],[310],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[60,29]","[57,12]","","",[1000],[0]
380,1589,[],[312],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[60,31]","[58,14]","","",[1000],[0]
381,1590,[],[34],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[60,69]","[59,19,25]","","",[1000],[0]
382,1591,[],[581],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[60,42]","[61,41]","","",[1000],[0]
383,1592,[],[319],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[60,71]","[62,20,26]","","",[1000],[0]
384,1593,[],[583],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[60,72]","[63,79,16]","","",[1000],[0]
385,1594,[],[324],[0],[],[],[],"",0,"","","",[],"",[581],[3000],"[61,37]","[43,22]","","",[1000],[0]
386,1595,[],[580],[0],[],[],[],"",0,"","","",[],"",[581],[3000],"[61,64]","[44,73]","","",[1000],[0]
387,1596,[],[313],[0],[],[],[],"",0,"","","",[],"",[581],[3000],"[61,27]","[45,10]","","",[1000],[0]
388,1597,[],[320],[0],[],[],[],"",0,"","","",[],"",[581],[3000],"[61,65]","[46,74]","","",[1000],[0]
389,1598,[],[323],[0],[],[],[],"",0,"","","",[],"",[581],[3000],"[61,36]","[47,21]","","",[1000],[0]
390,1599,[],[311],[0],[],[],[],"",0,"","","",[],"",[581],[3000],"[61,30]","[48,13]","","",[1000],[0]
391,1600,[],[316],[0],[],[],[],"",0,"","","",[],"",[581],[3000],"[61,32]","[49,17]","","",[1000],[0]
392,1601,[],[27],[0],[],[],[],"",0,"","","",[],"",[581],[3000],"[61,66]","[50,75]","","",[1000],[0]
393,1602,[],[309],[0],[],[],[],"",0,"","","",[],"",[581],[3000],"[61,28]","[51,11]","","",[1000],[0]
394,1603,[],[318],[0],[],[],[],"",0,"","","",[],"",[581],[3000],"[61,34]","[52,15]","","",[1000],[0]
395,1604,[],[317],[0],[],[],[],"",0,"","","",[],"",[581],[3000],"[61,33]","[53,18]","","",[1000],[0]
396,1605,[],[579],[0],[],[],[],"",0,"","","",[],"",[581],[3000],"[61,67]","[54,76]","","",[1000],[0]
397,1606,[],[587],[0],[],[],[],"",0,"","","",[],"",[581],[3000],"[61,68]","[55,77]","","",[1000],[0]
398,1607,[],[572],[0],[],[],[],"",0,"","","",[],"",[581],[3000],"[61,40]","[56,39]","","",[1000],[0]
399,1608,[],[310],[0],[],[],[],"",0,"","","",[],"",[581],[3000],"[61,29]","[57,12]","","",[1000],[0]
400,1609,[],[312],[0],[],[],[],"",0,"","","",[],"",[581],[3000],"[61,31]","[58,14]","","",[1000],[0]
401,1610,[],[34],[0],[],[],[],"",0,"","","",[],"",[581],[3000],"[61,69]","[59,19,25]","","",[1000],[0]
402,1611,[],[321],[0],[],[],[],"",0,"","","",[],"",[581],[3000],"[61,70]","[60,78]","","",[1000],[0]
403,1612,[],[319],[0],[],[],[],"",0,"","","",[],"",[581],[3000],"[61,71]","[62,20,26]","","",[1000],[0]
404,1613,[],[583],[0],[],[],[],"",0,"","","",[],"",[581],[3000],"[61,72]","[63,79,16]","","",[1000],[0]
405,1614,[],[324],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[62,37]","[43,22]","","",[1000],[0]
406,1615,[],[580],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[62,64]","[44,73]","","",[1000],[0]
407,1616,[],[313],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[62,27]","[45,10]","","",[1000],[0]
408,1617,[],[320],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[62,65]","[46,74]","","",[1000],[0]
409,1618,[],[323],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[62,36]","[47,21]","","",[1000],[0]
410,1619,[],[311],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[62,30]","[48,13]","","",[1000],[0]
411,1620,[],[316],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[62,32]","[49,17]","","",[1000],[0]
412,1621,[],[27],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[62,66]","[50,75]","","",[1000],[0]
413,1622,[],[309],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[62,28]","[51,11]","","",[1000],[0]
414,1623,[],[318],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[62,34]","[52,15]","","",[1000],[0]
415,1624,[],[317],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[62,33]","[53,18]","","",[1000],[0]
416,1625,[],[579],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[62,67]","[54,76]","","",[1000],[0]
417,1626,[],[587],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[62,68]","[55,77]","","",[1000],[0]
418,1627,[],[572],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[62,40]","[56,39]","","",[1000],[0]
419,1628,[],[310],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[62,29]","[57,12]","","",[1000],[0]
420,1629,[],[312],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[62,31]","[58,14]","","",[1000],[0]
421,1630,[],[34],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[62,69]","[59,19,25]","","",[1000],[0]
422,1631,[],[321],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[62,70]","[60,78]","","",[1000],[0]
423,1632,[],[581],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[62,42]","[61,41]","","",[1000],[0]
424,1633,[],[583],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[62,72]","[63,79,16]","","",[1000],[0]
425,1634,[],[324],[0],[],[],[],"",0,"","","",[],"",[583],[3000],"[63,37]","[43,22]","","",[1000],[0]
426,1635,[],[580],[0],[],[],[],"",0,"","","",[],"",[583],[3000],"[63,64]","[44,73]","","",[1000],[0]
427,1636,[],[313],[0],[],[],[],"",0,"","","",[],"",[583],[3000],"[63,27]","[45,10]","","",[1000],[0]
428,1637,[],[320],[0],[],[],[],"",0,"","","",[],"",[583],[3000],"[63,65]","[46,74]","","",[1000],[0]
429,1638,[],[323],[0],[],[],[],"",0,"","","",[],"",[583],[3000],"[63,36]","[47,21]","","",[1000],[0]
430,1639,[],[311],[0],[],[],[],"",0,"","","",[],"",[583],[3000],"[63,30]","[48,13]","","",[1000],[0]
431,1640,[],[316],[0],[],[],[],"",0,"","","",[],"",[583],[3000],"[63,32]","[49,17]","","",[1000],[0]
432,1641,[],[27],[0],[],[],[],"",0,"","","",[],"",[583],[3000],"[63,66]","[50,75]","","",[1000],[0]
433,1642,[],[309],[0],[],[],[],"",0,"","","",[],"",[583],[3000],"[63,28]","[51,11]","","",[1000],[0]
434,1643,[],[318],[0],[],[],[],"",0,"","","",[],"",[583],[3000],"[63,34]","[52,15]","","",[1000],[0]
435,1644,[],[317],[0],[],[],[],"",0,"","","",[],"",[583],[3000],"[63,33]","[53,18]","","",[1000],[0]
436,1645,[],[579],[0],[],[],[],"",0,"","","",[],"",[583],[3000],"[63,67]","[54,76]","","",[1000],[0]
437,1646,[],[587],[0],[],[],[],"",0,"","","",[],"",[583],[3000],"[63,68]","[55,77]","","",[1000],[0]
438,1647,[],[572],[0],[],[],[],"",0,"","","",[],"",[583],[3000],"[63,40]","[56,39]","","",[1000],[0]
439,1648,[],[310],[0],[],[],[],"",0,"","","",[],"",[583],[3000],"[63,29]","[57,12]","","",[1000],[0]
440,1649,[],[312],[0],[],[],[],"",0,"","","",[],"",[583],[3000],"[63,31]","[58,14]","","",[1000],[0]
441,1650,[],[34],[0],[],[],[],"",0,"","","",[],"",[583],[3000],"[63,69]","[59,19,25]","","",[1000],[0]
442,1651,[],[321],[0],[],[],[],"",0,"","","",[],"",[583],[3000],"[63,70]","[60,78]","","",[1000],[0]
443,1652,[],[581],[0],[],[],[],"",0,"","","",[],"",[583],[3000],"[63,42]","[61,41]","","",[1000],[0]
444,1653,[],[319],[0],[],[],[],"",0,"","","",[],"",[583],[3000],"[63,71]","[62,20,26]","","",[1000],[0]
