"rownum","Id","WorldAreas","MinCount","MaxCount","BossMonsterSpawnChance","BossCount","BossMonsters","bool","[i32]","Grounds","Tags","MinLevel","MaxLevel","[rid]","Formation","i32","bool","[string]","bool","bool","string","bool","bool","AdditionalMonsters","AdditionalCounts"
189,"G2-faridunlizard_armoured","[117,193]",3,5,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[503],[1]
190,"G2-ramgiant","[117,193]",1,2,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[676],[1]
191,"G2-drudgeminers","[117,118,193,194]",3,7,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1465],[1]
192,"G2-sanctumgolem",[123],2,4,25,1,[693],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[693],[1]
193,"G2-sanctumspiders",[123],2,3,50,1,[657],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[657],[1]
194,"G2-sanctumsliders",[123],2,4,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[743],[1]
195,"G2-sanctumspiker",[131],1,3,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"","[10,814]","[2,3]"
196,"G2-sanctumcavedweller",[123],1,3,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[816],[1]
197,"G2-sanctumskeletonarcher",[127],2,3,100,1,[452],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[452],[1]
198,"G2-sanctummundanemagi",[127],1,1,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],"","","",1,"",[721],[1]
199,"G2-sanctumvasemonsters","[127,131]",1,2,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1497],[1]
200,"G2-sanctumpriestskeletons",[127],1,3,100,1,[1501],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1501],[1]
201,"G2-sanctummarakethpriests",[127],2,3,50,1,[1501],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"","[739,1501]","[1,3]"
202,"G2-sanctumbigscarabs","[127,131]",1,2,100,1,[672],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[672],[1]
203,"G2-sanctumsmallscarabs","[127,131]",4,5,50,1,[669],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[669],[1]
204,"G2-sanctumminebat",[131],1,3,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[819],[1]
205,"G2-sanctumdesertphantasm","[127,131]",1,3,0,50,[733],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[733],[1]
206,"G2-sanctumsandgolem",[131],1,2,100,1,[733],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[733],[1]
207,"G2-sanctumdunelurkers",[131],1,1,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[852],[1]
208,"G2-sanctumserpentclan","[123,131]",2,2,100,1,[784],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"","[784,689]","[4,1]"
209,"G2-sanctumshellmonsters","[123,131]",1,2,25,1,[714],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[714],[1]
210,"G2-sanctumdesertphantasm-time",[135],3,4,0,0,[],"",[1],[],[],0,100,[],"",80,1,[],1,"","",1,"",[184],[1]
211,"G2-sanctummundanemagi-time",[135],2,3,100,1,[722],"",[1],[],[],0,100,[],"",0,1,[],"","","",1,"",[722],[1]
212,"G2-sanctumwingedcreature-time",[135],2,3,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[854],[1]
213,"G2-sanctummarakethpriests-time",[135],3,4,100,1,[1502],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1502],[1]
214,"G2-sanctumsandgolem-time",[135],2,3,100,1,[734],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[734],[1]
215,"G2-sanctumtitan-time",[135],3,5,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1488],[1]
216,"G2-spookyghost-time",[135],0,0,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],"","","",1,"",[184],[1]
217,"G3-dredgefiend","[140,199]",3,4,50,1,[870],"",[4],"[""SandMudGround"",""SandWaterBoundary""]",[],0,100,[],"",0,1,[],1,"","",1,"",[870],[1]
218,"G3-swarmhost","[140,199]",3,6,33,1,[899],"",[4],"[""SandMudGround"",""SandWaterBoundary""]",[],0,100,[],"",100,1,[],1,"","my_pack",1,"",[899],[1]
219,"G3-marshbruiser","[140,199]",1,1,0,0,[],"",[3],"[""SandMudGround"",""SandWaterBoundary""]",[],0,100,[],"",0,1,[],1,"","",1,"",[899],[1]
220,"G3-cannibal","[140,199]",2,4,50,1,[877],"",[3],"[""JungleTreeTrim"",""JungleWaterTrim"",""GrassMudGround"",""GrassToSandGround""]",[],0,100,[],"",0,1,[],1,"","",1,"","[877,874,875,876]","[3,1,1,1]"
221,"G3-quadrilla","[143,202]",1,2,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],"","","",1,"",[938],[1]
222,"G3-bloodape","[143,202]",4,9,50,1,[5],"",[2],[],[],0,100,[],"",0,1,[],1,"","",1,"",[5],[1]
223,"G3-snakehusk","[143,202]",2,5,0,0,[],"",[2],[],[],0,100,[],"",0,1,[],1,"","",1,"","[944,950]","[1,3]"
224,"G3-banesapling","[141,200]",1,1,0,0,[],"",[2],[],[],0,100,[],"",0,1,[],1,"","",1,"",[905],[1]
225,"G3-banesapling2","[143,202]",1,1,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[905],[1]
226,"G3-armadillo","[143,141,202,200]",1,2,0,0,[],"","[1,1,1,1]",[],[],0,100,[],"",0,1,[],1,"","",1,"",[907],[1]
227,"G3-taniwha","[145,204]",2,6,0,0,[],"",[2],[],[],0,100,[],"",0,1,[],1,"","",1,"",[987],[1]
228,"G3-tigerchimeral","[145,204]",1,2,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[986],[1]
229,"G3-illfatedexplorer","[145,204]",3,7,0,0,[],"",[3],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[]
230,"G3-illfatedexplorernospores","[145,204]",3,7,0,0,[],"",[3],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[]
231,"G3-illfatedexplorernosporesorange","[141,200]",3,6,0,0,[],"",[4],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[]
232,"G3-bloomserpent","[145,204]",2,5,0,0,[],"",[2],[],[],0,100,[],"",0,1,[],1,"","",1,"",[425],[1]
233,"G3-gorecharger","[145,141,204,200]",1,2,0,0,[],"","[2,2,2,2]",[],[],0,100,[],"",0,1,[],1,"","",1,"",[952],[1]
234,"G3-whiptonguechimeral",[0],5,9,0,0,[],"",[0],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[]
235,"G3-savagebrute","[148,207]",1,5,50,1,[887],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[893],[1]
236,"G3-savagebrutewaterways","[142,201]",2,4,50,1,[888],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"","[890,884,887,882,886,883]","[2,1,2,1,1,1]"
237,"G3-savagedelinquent","[148,207]",4,7,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[891],[1]
238,"G3-chawmongrel","[148,207]",2,7,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[918],[1]
239,"G3-savagedagger","[148,207]",3,6,50,1,[887],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"","[887,886]","[1,2]"
240,"G3-savagedaggerwaterways","[142,201]",3,5,50,1,[888],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"","[890,884,887,882,886,883]","[1,1,2,1,2,1]"
241,"G3-savagespear","[148,207]",3,6,50,1,[887],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"","[887,883,875]","[1,2,2]"
242,"G3-savagespearwaterways","[142,201]",3,5,50,1,[888],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"","[890,884,887,882,886,883]","[1,2,2,1,1,2]"
243,"G3-savagestalker","[148,207]",1,4,100,1,[892],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"","[892,873,886,883,884,893]","[2,3,1,1,1,1]"
244,"G3-savagestalkerwaterways","[142,201]",2,3,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"","[890,884,887,882,886,883]","[1,1,2,2,1,1]"
245,"G3-savagegiant","[148,207]",1,2,100,1,[892],"",[1],[],[],0,100,[],"",45,1,[],1,"","",1,"","[892,873,886,883,884,893]","[2,1,1,1,1,3]"
246,"G3-bonerabblemelee","[146,205]",3,7,0,0,[],"",[2],[],[],0,100,[],"",0,1,[],1,"","",1,"","[923,924]","[1,1]"
247,"G3-bonerabblecaster","[146,205]",3,5,80,1,[923],"",[2],[],[],0,100,[],"",0,1,[],1,"","",1,"",[923],[1]
248,"G3-bonerabbleranger","[146,205]",3,5,80,1,[924],"",[2],[],[],0,100,[],"",0,1,[],1,"","",1,"",[924],[1]
249,"G3-ratmonster","[146,205]",4,6,0,0,[],"",[3],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1014],[1]
250,"G3-bladestalkerpale","[146,205]",1,3,0,0,[],"",[3],[],[],0,100,[],"",0,1,[],1,"","",1,"",[900],[1]
251,"G3-constructpyramid","[146,205]",1,2,0,0,[],"",[2],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1003],[1]
252,"G3-constructgolemancient","[146,205]",1,2,0,0,[],"",[0],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1007],[1]
253,"G3-constructskitterbotpatrolancient","[146,205]",0,0,0,0,[],"",[3],[],[],0,100,[],8,0,1,[],"","","",1,"",[1010],[1]
254,"G3-constructskitterbotpatrolmodern",[0],0,0,0,0,[],"",[1],[],[],0,100,[],8,0,1,[],"","","",1,"",[],[]
255,"G3-bonerabblemelee2","[147,206]",3,5,0,0,[],"",[1],"[""MachinariumFactoryGround""]",[],0,100,[],"",0,1,[],1,"","",1,"","[923,924]","[1,1]"
256,"G3-bonerabblecaster2","[147,206]",3,5,80,1,[923],"",[1],"[""MachinariumFactoryGround""]",[],0,100,[],"",0,1,[],1,"","",1,"",[923],[1]
257,"G3-bonerabbleranger2","[147,206]",3,5,80,1,[924],"",[1],"[""MachinariumFactoryGround""]",[],0,100,[],"",0,1,[],1,"","",1,"",[924],[1]
258,"G3-bladestalkerpale2","[147,206]",3,4,0,0,[],"",[1],"[""MachinariumFactoryGround""]",[],0,100,[],"",0,1,[],1,"","",1,"",[900],[1]
259,"G3-undeadvaalguard-dagger","[147,206]",2,8,0,0,[],"",[1],[],[],0,100,[],"",0,1,"[""MachinariumFactoryGround""]",1,"","",1,"",[1018],[1]
260,"G3-undeadvaalguard-spear","[147,206]",2,8,0,0,[],"",[1],[],[],0,100,[],"",0,1,"[""MachinariumFactoryGround""]",1,"","",1,"",[1020],[1]
261,"G3-undeadvaalguard-mortar","[147,206]",3,6,0,0,[],"",[1],[],[],0,100,[],"",0,1,"[""MachinariumFactoryGround""]",1,"","",1,"",[1019],[1]
262,"G3-prowlingshade","[147,206]",1,1,0,0,[],"",[1],"[""MachinariumFactoryGround""]",[],0,100,[],"",0,1,[],1,"","",1,"",[1016],[1]
263,"G3-constrictorcorpseranged","[144,203]",3,7,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[950],[1]
264,"G3-snakehulk","[144,203]",0,0,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],"","","",1,"",[944],[1]
265,"G3-gutviper","[144,203]",4,6,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[950],[1]
266,"G3-riversnakehusk",[0],4,6,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[]
267,"G3-livingsnake","[144,203]",2,4,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[948],[1]
268,"G3-ratmonsterpoison","[144,203,163]",3,8,0,0,[],"","[1,1,3]",[],[],0,100,[],"",0,1,[],1,"","",1,"",[1015],[1]
269,"G3-spidermonkey","[144,203]",3,8,0,0,[],"",[1],"[""ArchivesHallGround""]",[],0,100,[],"",0,1,[],1,"","",1,"",[],[]
270,"G3-livingvaalguardpatrol1","[157,214]",0,0,0,0,[],"",[1],"[""ArchivesHallGround""]",[],0,100,[],18,0,1,[],"","","",1,"",[],[]
271,"G3-livingvaalguardpatrol2","[157,214]",0,0,0,0,[],"",[1],"[""ArchivesHallGround""]",[],0,100,[],18,0,1,[],"","","",1,"",[],[]
272,"G3-livingvaalguardpatrol3","[157,214]",0,0,0,0,[],"",[1],"[""ArchivesHallGround""]",[],0,100,[],18,0,1,[],"","","",1,"",[],[]
273,"G3-livingvaalguardpatrol4","[157,214]",0,0,0,0,[],"",[1],"[""ArchivesHallGround""]",[],0,100,[],18,0,1,[],"","","",1,"",[],[]
274,"G3-livingvaalarchivist1","[157,214]",0,0,0,0,[],"",[1],[],[],0,100,[],8,0,1,"[""ArchivesHallGround"",""OfficeGround""]","","","",1,"",[],[]
275,"G3-livingvaalguardformation1",[0],8,12,0,0,[],"",[1],"[""ArchivesHallGround""]",[],0,100,[],20,0,"",[],"",1,"",1,"",[],[]
276,"G3-livingvaalguardformation2",[0],8,12,0,0,[],"",[1],"[""ArchivesHallGround""]",[],0,100,[],20,0,"",[],"",1,"",1,"",[],[]
277,"G3-goldenones1","[150,209]",3,6,30,1,[1149],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1149],[1]
278,"G3-goldenones2","[150,209]",3,6,30,1,[1149],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1149],[1]
279,"G3-procession1","[150,209]",3,5,30,1,"[1132,1133]","",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[]
280,"G3-procession2","[150,209]",3,5,30,1,"[1132,1133]","",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1132],[1]
281,"G3-goldensentinel","[150,209]",1,1,30,1,[1001],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1001],[1]
282,"G3-undeadvaaleagleknights",[0],2,4,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[]
283,"G3-anchoritefodder","[149,208]",3,5,25,1,[1027],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"","[1027,1025,1026,1021,1023,1024,1196]","[5,1,1,1,1,1,2]"
284,"G3-anchoritefodder2","[149,208]",3,5,25,1,[1027],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"","[1027,1025,1026,1021,1023,1024,1196]","[5,1,1,1,1,1,2]"
285,"G3-parasiticfish",[0],9,15,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[]
286,"G3-parasiticfishland","[149,208]",4,6,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[987],[1]
287,"G3-taniwhasunken","[149,208]",2,4,0,0,[],"",[0],[],[],0,100,[],"",0,1,[],1,"","",1,"",[987],[1]
288,"G3-drownedcrew","[149,208]",3,6,60,1,[268],"",[2],[],[],0,100,[],"",0,1,[],1,"","",1,"",[268],[1]
289,"G3-cenobitebloater","[149,208]",1,2,0,0,[],"","[0,1]",[],[],0,100,[],"",0,1,[],"","","",1,"",[1027],[1]
290,"G3-drownedcrawler","[149,208]",1,3,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1151],[1]
291,"G3-viperlegionnaireSword",[0],3,5,0,0,[],"",[0],[],[],0,100,[],"",0,1,[],1,"","",1,"","[1031,1032]","[1,2]"
292,"G3-viperlegionnaireBows","[156,213]",1,3,25,1,[1032],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1032],[1]
293,"G3-VaalGoliathLiving","[156,213]",1,2,25,1,[1094],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1094],[1]
294,"G3-VaalGuardsRanged","[156,213]",2,3,25,1,[1113],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"","[1088,1091,1089,1087,1113]","[2,2,1,1,3]"
295,"G3-VaalGuardsMelee","[156,213]",2,4,25,1,[1113],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"","[1088,1091,1089,1087,1113]","[1,1,2,2,3]"
296,"G3-VaalZealotsAtziriMelee",[0],3,7,0,0,[],"",[0],[],[],0,100,[],"",0,1,[],1,"","",1,"","[1038,1056,1069,1038]","[2,2,1,1]"
297,"G3-VaalZealotsAtziriCaster",[0],3,7,0,0,[],"",[0],[],[],0,100,[],"",0,1,[],1,"","",1,"","[1038,1056,1069,1038]","[1,1,2,2]"
298,"G3-VaalZealotsLightningMelee",[0],3,7,0,0,[],"",[0],[],[],0,100,[],"",0,1,[],1,"","",1,"","[1052,1067,1080,1052]","[1,1,2,2]"
299,"G3-VaalZealotsLightningCaster",[0],3,7,0,0,[],"",[0],[],[],0,100,[],"",0,1,[],1,"","",1,"","[1052,1067,1080,1052]","[2,2,1,1]"
300,"G3-VaalZealotsSerpentMelee","[156,213]",2,4,0,0,[],"",[2],[],[],0,100,[],"",0,1,[],1,"","",1,"","[1041,1058,1071,1041]","[1,1,2,2]"
301,"G3-VaalZealotsSerpentCaster","[156,213]",2,4,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"","[1041,1058,1071,1041]","[2,2,1,1]"
302,"G3-VaalZealotsMonkeyMelee","[156,213]",2,4,0,0,[],"",[2],[],[],0,100,[],"",0,1,[],1,"","",1,"","[1044,1061,1074,1044]","[1,1,2,2]"
303,"G3-VaalZealotsMonkeyCaster","[156,213]",2,4,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"","[1044,1061,1074,1044]","[2,2,1,1]"
304,"G3-VaalZealotsSunMelee",[0],3,7,0,0,[],"",[0],[],[],0,100,[],"",0,1,[],1,"","",1,"","[1050,1065,1078,1050]","[1,1,2,2]"
305,"G3-VaalZealotsSunCaster",[0],3,7,0,0,[],"",[0],[],[],0,100,[],"",0,1,[],1,"","",1,"","[1050,1065,1078,1050]","[2,2,1,1]"
306,"G3-shieldwall",[0],4,6,0,0,[],"",[1],[],[],0,100,[],21,0,"",[],1,"","test",1,"",[],[]
307,"G3-savagebeastmaster","[142,201]",0,0,0,0,[],"",[1],[],[],0,100,[],22,25,1,[],1,"","",1,"",[],[]
308,"G3-parasiticfishwaterways","[142,201]",5,8,0,0,[],"",[1],"[""JungleWaterway""]",[],0,100,[],"",25,1,[],1,"","",1,"",[987],[1]
309,"G3-taniwhawaterways","[142,201]",1,3,0,0,[],"",[1],"[""JungleWaterway""]",[],0,100,[],"",15,1,[],1,"","",1,"",[987],[1]
310,"G3-tempbeastmaster","[142,201]",2,5,100,1,[890],"",[0],[],[],0,100,[],"",0,1,[],1,"","",1,"","[890,884,887,882,886,883]","[2,1,2,1,1,1]"
311,"G3-bloodbatherspearshield","[154,212]",2,5,60,1,[1177],"",[2],[],[],0,100,[],"",0,1,[],1,"","",1,"","[1177,1170,1166,1164,1168,1172,1174]","[3,2,2,1,1,1,1]"
312,"G3-bloodbatherdualwieldflail","[154,212]",2,5,60,1,[1177],"",[2],[],[],0,100,[],"",0,1,[],1,"","",1,"","[1177,1170,1166,1164,1168,1172,1174]","[3,2,2,1,1,1,1]"
313,"G3-bloodbatherswordmace","[154,212]",2,5,60,1,[1177],"",[2],[],[],0,100,[],"",0,1,[],1,"","",1,"","[1177,1170,1166,1164,1168,1172,1174]","[3,2,2,1,1,1,1]"
314,"G3-bladestalkerred","[154,212]",1,2,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[901],[1]
315,"G3-vaalapparitionsun","[154,212]",1,1,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],"","","",1,"",[1176],[1]
316,"G3-vaaltimescientist",[0],2,7,25,1,[1108],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[]
317,"G3-vaalstormcaller",[0],2,7,25,1,[1108],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[]
318,"G3-vaalcycloneconstruct",[0],1,2,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],"","","",1,"",[],[]
319,"G3-vaalguardclaws",[0],2,6,25,1,[1108],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[]
320,"G3-vaalguardspear",[0],2,6,25,1,[1108],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[]
321,"G3-vaalaxethrower","[158,215]",2,3,50,1,[1094],"",[2],[],[],0,100,[],"",0,1,"[""AggoratMeatworksSacrifice"",""AggoratMeatworksSacrificeLower""]",1,"","",1,"",[1094],[1]
322,"G3-vaalzealotcoldpatrol","[158,215]",3,3,100,1,"[1054,1096]","",[1],[],[],0,100,[],27,0,1,"[""AggoratMeatworksSacrifice"",""AggoratMeatworksSacrificeLower""]",1,"","","","",[1096],[1]
323,"G3-vaalzealotchaospatrol","[158,215]",3,3,100,1,"[1054,1102]","",[1],[],[],0,100,[],27,0,1,"[""AggoratMeatworksSacrifice"",""AggoratMeatworksSacrificeLower""]",1,"","","","",[1102],[1]
324,"G3-vaalaxethrowermeat","[158,215]",2,4,100,1,[1097],"",[2],"[""AggoratMeatworksSacrifice"",""AggoratMeatworksSacrificeLower""]",[],0,100,[],"",0,1,[],1,"","",1,"",[1097],[1]
325,"G3-vaalzealotblood","[158,215]",3,5,50,1,[1105],"",[1],"[""AggoratMeatworksSacrifice"",""AggoratMeatworksSacrificeLower""]",[],0,100,[],"",0,1,[],1,"","",1,"",[1105],[1]
326,"G3-vaalzealotbloodspear","[158,215]",3,5,50,1,[1104],"",[1],"[""AggoratMeatworksSacrifice"",""AggoratMeatworksSacrificeLower""]",[],0,100,[],"",0,1,[],1,"","",1,"",[1104],[1]
327,"G3-vaalzealotfire","[158,215]",3,5,50,1,[1105],"",[1],"[""AggoratMeatworksSacrifice"",""AggoratMeatworksSacrificeLower""]",[],0,100,[],"",0,1,[],1,"","",1,"",[1105],[1]
328,"G3-vaalzealotfirespear","[158,215]",3,5,50,1,[1104],"",[1],"[""AggoratMeatworksSacrifice"",""AggoratMeatworksSacrificeLower""]",[],0,100,[],"",0,1,[],1,"","",1,"",[1104],[1]
329,"G3-vaalshadowpriest","[158,215]",1,2,0,0,[],"",[2],"[""AggoratMeatworksSacrifice"",""AggoratMeatworksSacrificeLower""]",[],0,100,[],"",0,1,[],1,"","",1,"",[1101],[1]
330,"G3-cenobitehighbornpack","[153,211]",2,4,100,1,[1021],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1021],[1]
331,"G3-anchoritemotherpack","[153,211]",3,6,100,1,[904],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[904],[1]
332,"G3-cauldronecrone","[153,211]",1,1,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1196],[1]
333,"G3-cenobiteleashpack","[153,211]",3,4,100,1,[1023],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"","[904,1027,1025,1026,1021,1023,1024,1196]","[2,1,1,1,2,10,1,1]"
334,"G3-cenobiteslampack","[153,211]",2,3,100,1,[1024],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"","[904,1027,1025,1026,1021,1023,1024,1196]","[1,2,1,1,2,1,10,1]"
335,"g3-vaalhumanoidpyracannons","[159,216]",1,2,50,1,[1213],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"","[1213,1099,1210,1220,1221]","[4,2,1,1,1]"
336,"g3-vaalhumanoidbowcaster","[159,216]",1,2,50,1,[1099],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"","[1099,1210,1220,1221,1213]","[3,2,1,1,1]"
337,"g3-vaalhumanoidbladehandcaster","[159,216]",1,3,50,1,[1099],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"","[1099,1210,1220,1221,1213]","[3,1,2,1,1]"
338,"g3-vaalhumanoidstalker","[159,216]",2,3,50,1,"[1213,1212]","",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"","[1099,1210,1220,1221,1213]","[2,1,1,3,2]"
339,"g3-vaalhumanoidmeleerocketfist","[159,216]",2,3,50,1,[1212],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"","[1215,1212]","[1,2]"
340,"g3-vaalhumanoidcannonshield","[159,216]",2,3,100,1,[1214],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"","[1215,1212]","[1,1]"
341,"g3-vaalcolossusmetal",[0],1,2,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[]
342,"G4-mantarayparasitedead",[0],2,4,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[]
343,"G4-octopusparasitedead",[0],1,2,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[]
344,"G4-turtleparasitedead",[0],2,5,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[]
345,"G4-anglerfishparasitedead",[0],2,4,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[]
346,"M1_7-stalker",[],1,3,25,1,[389],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[]
347,"M1_7-statuewretch",[],0,0,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],"","","",1,"",[],[]
348,"M1_8-pirates",[],2,4,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[]
349,"G2-crawler","[118,194]",3,6,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1375],[1]
350,"G2-stalker","[118,194]",2,3,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1374],[1]
351,"G2-hooks","[118,194]",3,5,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1376],[1]
352,"G1-villageroad-werewolfmoonclan",[96],3,5,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[]
353,"CG1-villageroad-werewolfmoonclan",[173],4,6,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[]
354,"G1-villageroad-werewolfmoonclanpack",[96],3,5,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[291],[1]
355,"CG1-villageroad-werewolfmoonclanpack",[173],3,5,60,1,[291],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[291],[1]
356,"G1-villageroad-infectedmercenarycrossbow","[96,173]",1,3,0,0,[],"","[2,3]",[],[],0,100,[],"",0,1,"[""VillageWalkableGround""]",1,"","",1,"","[324,192,193]","[5,1,1]"
357,"G1-infectedmercenarycrossbow-fire","[97,174]",1,2,0,0,[],"","[1,2]",[],[],0,100,[],"",0,1,[],1,"","",1,"",[325],[1]
358,"G1-villageroad-carrioncrow",[96],2,3,100,1,[1350],"",[3],"[""VillageWalkableGround"",""VillageHarvestedGround""]",[],0,100,[],"",0,1,[],1,"","",1,"",[1350],[1]
359,"CG1-villageroad-carrioncrow",[173],3,4,100,1,[1350],"",[3],"[""VillageWalkableGround"",""VillageHarvestedGround""]",[],0,100,[],"",0,1,[],1,"","",1,"",[1350],[1]
360,"G1-villageroad-farmers","[96,173]",3,7,0,0,[],"","[2,1]",[],[],0,100,[],"",0,1,"[""RoadGround"",""RoadTrim""]",1,"","",1,"",[1350],[1]
361,"G1-villageroad-feraldogs","[96,173]",3,7,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1350],[1]
