"rownum","Id","IsSupport","AllowedActiveSkillTypes","BaseEffectiveness","IncrementalEffectiveness","SupportGemLetter","i32","AddedActiveSkillTypes","ExcludedActiveSkillTypes","SupportsGemsOnly","i32","[i32]","bool","i32","CastTime","ActiveSkill","bool","bool","[i32]","rid","MultiPartAchievement","bool","SupportWeaponRestrictions","GrantedEffect","i32","i32","i32","bool"
877,"TempestDaemonShockNova","",[],3.75,0.06,"",3,[],[],"",0,[],"",2,750,432,"","",[],"","","",[],"",0,0,0,""
878,"MonsterShockNova","",[],1.2375,0.0304,"",3,[],[],"",0,[],"",2,750,432,"","",[],"","","",[],"",0,5,0,""
879,"MonsterShockNovaSideArea","",[],1.2375,0.0304,"",3,[],[],"",0,[],"",2,750,81,"","",[],"","","",[],"",0,0,0,""
880,"MonsterShockNovaInvasion","",[],1.2375,0.0304,"",3,[],[],"",0,[],"",2,750,81,"","",[],"","","",[],"",0,0,0,""
881,"ProphecyTotemBossShockNova","",[],1.2375,0.0304,"",3,[],[],"",0,[],"",2,750,81,"","",[],"","","",[],"",0,0,0,""
882,"MonsterShockNovaTotem","",[],0.8125,0.0304,"",3,[],[],"",0,[],"",2,750,81,"","",[],"","","",[],"",0,0,0,""
883,"MonsterMiniShockNova","",[],1.2375,0.0304,"",3,[],[],"",0,[],"",2,750,81,"","",[],"","","",[],"",0,0,0,""
884,"MapBossMiniShockNova","",[],2.5,0.0304,"",3,[],[],"",0,[],"",2,750,432,"","",[],"","","",[],"",0,0,0,""
885,"MonsterMiniShockNovaDescent","",[],1.2375,0.0304,"",3,[],[],"",0,[],"",2,750,81,"","",[],"","","",[],"",0,0,0,""
886,"MonsterMiniShockNovaInvasion","",[],1.2375,0.0304,"",3,[],[],"",0,[],"",2,750,81,"","",[],"","","",[],"",0,0,0,""
887,"MonsterMaxShockNova","",[],1.2375,0.0304,"",3,[],[],"",0,[],"",2,750,81,"","",[],"","","",[],"",0,0,0,""
888,"MapBossMaxShockNova","",[],2.5,0.0304,"",3,[],[],"",0,[],"",2,750,432,"","",[],"","","",[],"",0,0,0,""
889,"MonsterMaxShockNovaInvasion","",[],1.2375,0.0304,"",3,[],[],"",0,[],"",2,750,81,"","",[],"","","",[],"",0,0,0,""
890,"MonsterMaxShockNovaDescent","",[],1.2375,0.0304,"",3,[],[],"",0,[],"",2,750,81,"","",[],"","","",[],"",0,0,0,""
891,"ShrineShockNova","",[],1.5,0.0304,"",3,[],[],"",0,[],"",2,750,81,"","",[],"","","",[],"",0,0,0,""
892,"ShrineShockNovaPlayer","",[],1.5,0.0304,"",3,[],[],"",0,[],"",2,750,81,"","",[],"","","",[],"",0,0,0,""
893,"EssenceDaemonShockNova","",[],1.5,0.0304,"",3,[],[],"",0,[],"",2,750,81,"","",[],"","","",[],"",0,0,0,""
894,"WestShockNovaDaemon","",[],1.8,0.0304,"",3,[],[],"",0,[],"",2,750,81,"","",[],"","","",[],"",0,0,0,""
895,"StrDexMissionShockNovaFire","",[],2.2222,0.04,"",3,[],[],"",0,[],"",2,750,81,"","",[],"","","",[],"",0,0,0,""
896,"StrMissionShockedGroundNovaDaemon","",[],1.2,0.04,"",3,[],[],"",0,[],"",2,750,81,"","",[],"","","",[],"",0,0,0,""
897,"KudukuShockNova","",[],5,0.04,"",3,[],[],"",0,[],"",2,2600,432,"","",[],"","","",[],"",0,2,0,""
898,"BlightTowerShockNova1","",[],2.5,0.06,"",3,[],[],"",0,[],"",2,1000,432,"","",[],38,"","",[],"",0,3,0,""
899,"BlightTowerShockNova2","",[],4,0.06,"",3,[],[],"",0,[],"",2,1000,432,"","",[],38,"","",[],"",0,3,0,""
900,"BlightTowerShockNova3","",[],5.5,0.06,"",3,[],[],"",0,[],"",2,1000,432,"","",[],38,"","",[],"",0,3,0,""
901,"BlightTowerShockNova1_buff1","",[],2.5,0.06,"",3,[],[],"",0,[],"",2,1000,432,"","",[],38,"","",[],"",0,3,0,""
902,"BlightTowerShockNova2_buff1","",[],4,0.06,"",3,[],[],"",0,[],"",2,1000,432,"","",[],38,"","",[],"",0,3,0,""
903,"BlightTowerShockNova3_buff1","",[],5.5,0.06,"",3,[],[],"",0,[],"",2,1000,432,"","",[],38,"","",[],"",0,3,0,""
904,"BlightTowerShockNova1_buff2","",[],2.5,0.06,"",3,[],[],"",0,[],"",2,1000,432,"","",[],38,"","",[],"",0,3,0,""
905,"BlightTowerShockNova2_buff2","",[],4,0.06,"",3,[],[],"",0,[],"",2,1000,432,"","",[],38,"","",[],"",0,3,0,""
906,"BlightTowerShockNova3_buff2","",[],5.5,0.06,"",3,[],[],"",0,[],"",2,1000,432,"","",[],38,"","",[],"",0,3,0,""
907,"BlightTowerShockNova1_buff3","",[],2.5,0.06,"",3,[],[],"",0,[],"",2,1000,432,"","",[],38,"","",[],"",0,3,0,""
908,"BlightTowerShockNova2_buff3","",[],4,0.06,"",3,[],[],"",0,[],"",2,1000,432,"","",[],38,"","",[],"",0,3,0,""
909,"BlightTowerShockNova3_buff3","",[],5.5,0.06,"",3,[],[],"",0,[],"",2,1000,432,"","",[],38,"","",[],"",0,3,0,""
910,"MetamorphLocationShockNova","",[],1.2375,0.0304,"",3,[],[],"",0,[],"",2,1500,432,"","",[],"","","",[],"",0,0,0,""
911,"ViperStrike","",[],1.5,0.0233,"",2,[],[],"",922555125,[],"",2,1000,82,"","",[],"","","",[],"",0,0,0,""
912,"ViperStrikeRoyale","",[],1.5,0.023,"",2,[],[],"",-1627319837,[],"",2,1000,82,"","",[],"","","",[],"",0,0,0,""
913,"BanditLeaderViperStrikeMapBoss","",[],1.48,0.0448,"",2,[],[],"",0,[],"",2,1000,82,"","",[],"","","",[],"",0,0,0,""
914,"PhaseRun","",[],0,0,"",2,[],[],"",-1841821486,[],"",2,500,83,"","",[],"","","",[],"",0,0,0,""
915,"PhaseRunKraityn","",[],0,0,"",2,[],[],"",0,[],"",2,500,83,"","",[],"","","",[],"",0,0,0,""
916,"MonsterPhaseRun","",[],0,0,"",2,[],[],"",0,[],"",2,500,83,"","",[],"","","",[],"",0,0,0,""
917,"MonkeyPhaseRun","",[],0,0,"",2,[],[],"",0,[],"",2,500,83,"","",[],"","","",[],"",0,0,0,""
918,"WbPhaseRun","",[],0,0,"",2,[],[],"",0,[],"",2,500,83,"","",[],"","","",[],"",0,0,0,""
919,"MonsterPhaseRunAtAnimationSpeed","",[],0,0,"",2,[],[],"",0,[],"",2,1000,83,"","",[],"","","",[],"",0,0,0,""
920,"SupportMeleePhysicalDamage",1,[19],0,0,"M",1,[],[],"",369135889,[],"",2,1000,"","","",[],"","","",[],"",0,0,0,""
921,"SupportItemQuantity",1,"[6,0,34,100]",0,0,"Q",1,[],[],"",1733367133,[],"",2,1000,"","","",[],"","","",[],"",0,0,0,""
922,"UniqueItemQuantity",1,"[6,0,34,100]",0,0,"Q",1,[],[],"",537918745,[],"",2,1000,"","","",[],"","","",[],"",0,0,0,""
923,"SupportItemRarity",1,"[6,0,34,100]",0,0,"R",3,[],[],"",-959979765,[],"",2,1000,"","","",[],"","","",[],"",0,0,0,""
924,"SupportFasterCast",1,[1],0,0,"f",3,[],"[63,104]","",-700402489,[],"",2,1000,"","","",[],"","","",[],"",0,0,0,""
925,"SupportFasterCastRoyale",1,[1],0,0,"f",3,[],"[63,104]","",75010858,[],"",2,1000,"","","",[],"","","",[],"",0,0,0,""
926,"ExplosiveArrow","",[],1.4859,0.0403,"",2,[],[],"",-1635166727,[],"",2,1000,85,"","",[],"","","",[],"",0,0,0,""
927,"ExplosiveArrowRoyale","",[],1.594,0.04,"",2,[],[],"",-2133729910,[],"",2,1000,85,"","",[],"","","",[],"",0,0,0,""
928,"BanditExplosiveArrow","",[],1.8667,0.038,"",4,[],[],"",0,[],"",2,1000,84,"","",[],"","","",[],"",0,0,0,""
929,"BanditExplosiveArrowAtAnimationSpeed","",[],1.8667,0.038,"",4,[],[],"",0,[],"",2,1000,84,"","",[],"","","",[],"",0,0,0,""
930,"BanditExplosiveArrowChampion","",[],1.8667,0.045,"",4,[],[],"",0,[],"",2,1000,84,"","",[],"","","",[],"",0,0,0,""
931,"VaalGuardExplosiveArrowAtAnimationSpeed","",[],1.8667,0.038,"",4,[],[],"",0,[],"",2,1000,84,"","",[],"","","",[],"",0,0,0,""
932,"ExplosiveArrowSideAreaBoss","",[],1.8667,0.038,"",4,[],[],"",0,[],"",2,1000,84,"","",[],"","","",[],"",0,0,0,""
933,"DarkExileExplosiveArrow","",[],1.8667,0.038,"",4,[],[],"",0,[],"",2,1000,84,"","",[],"","","",[],"",0,0,0,""
934,"HeistThugRangedExplosiveArrow","",[],1.5,0.038,"",4,[],[],"",0,[],"",2,1000,85,"","",[],"","","",[],"",0,2,0,""
935,"IncaBossExplosion","",[],1,0,"",4,[],[],"",0,[],"",2,2250,86,"","",[],"","","",[],"",0,0,0,""
936,"IncaBossExplosionAtziri","",[],1,0,"",4,[],[],"",0,[],"",2,2250,86,"","",[],"","","",[],"",0,0,0,""
937,"IncaBossExplosionMetamorph","",[],1,0,"",4,[],[],"",0,[],"",2,2250,986,"","",[],115,"","",[],"",383,0,0,""
938,"IncaBossSummon","",[],0.61,0.038,"",4,[],[],"",0,[],"",2,4000,87,"","",[],"","","",[],"",0,0,0,""
939,"IncaBossSummonAtziri","",[],0.61,0.038,"",4,[],[],"",0,[],"",2,4000,87,"","",[],"","","",[],"",0,0,0,""
940,"IncaBossLaser","",[],2.8125,0.0504,"",4,[],[],"",0,[],"",2,1450,88,"","",[],"","","",[],"",0,0,0,""
941,"IncaBossLaserAtziri","",[],2.8125,0.0504,"",4,[],[],"",0,[],"",2,1450,88,"","",[],"","","",[],"",0,0,0,""
942,"IncaBossLaser2","",[],2.8125,0.0504,"",4,[],[],"",0,[],"",2,1450,88,"","",[],114,"","",[],"",1,0,0,""
943,"IncaBossTravel","",[],0.77,0,"",4,[],[],"",0,[],"",2,1000,89,"","",[],"","","",[],"",0,0,0,""
944,"IncaBossTravelAtziri","",[],0.77,0,"",4,[],[],"",0,[],"",2,1000,89,"","",[],"","","",[],"",0,0,0,""
945,"IncaBossSpray","",[],0.9,0,"",4,[],[],"",0,[],"",2,3600,90,"","",[],"","","",[],"",0,3,0,""
946,"IncaBossSprayMaps","",[],0.9,0,"",4,[],[],"",0,[],"",2,3600,90,"","",[],"","","",[],"",0,3,0,""
947,"IncaBossColdSnapTriggered","",[],2.726,0.0454,"",4,[],[],"",0,[],"",2,1000,40,"","",[],"","","",[],"",0,0,0,""
948,"IncaBossRocks","",[],1.46,0.0456,"",4,[],[],"",0,[],"",2,4000,91,"","",[],"","","",[],"",0,0,0,""
949,"IncaBossRocksTriggered","",[],2,0.04,"",4,[],[],"",0,[],"",2,1000,124,"","",[],"","","",[],"",0,7,0,""
950,"TemporalChains","",[],0,0,"",2,[],[],"",-658041294,[],"",2,500,96,"","",[],"","","",[],"",0,0,0,""
951,"SkeletonTemporalChains","",[],0,0,"",4,[],[],"",0,[],"",2,670,96,"","",[],"","","",[],"",0,0,0,""
952,"AxisTemporalChains","",[],0,0,"",4,[],[],"",0,[],"",2,670,96,"","",[],"","","",[],"",0,0,0,""
953,"SeawitchTemporalChains","",[],0,0,"",4,[],[],"",0,[],"",2,750,96,"","",[],91,"","",[],"",0,0,0,""
954,"TemporalChainsBossCurseAura","",[],0,0,"",4,[],[],"",0,[],"",2,1500,96,"","",[],"","","",[],"",0,0,0,""
955,"TemporalChainsBossCurseTotemAura","",[],0,0,"",4,[],[],"",0,[],"",2,1500,96,"","",[],"","","",[],"",0,0,0,""
956,"NecromancerTemporalChains","",[],0,0,"",4,[],[],"",0,[],"",2,1100,96,"","",[],"","","",[],"",0,0,0,""
957,"SpinesnapTemporalChains","",[],0,0,"",4,[],[],"",0,[],"",2,500,96,"","",[],"","","",[],"",0,0,0,""
958,"ExileTemporalChains","",[],0,0,"",4,[],[],"",0,[],"",2,500,96,"","",[],"","","",[],"",0,0,0,""
959,"TempestTemporalChains","",[],0,0,"",4,[],[],"",0,[],"",2,500,96,"","",[],"","","",[],"",0,0,0,""
960,"BeyondDemonTemporalChains","",[],0,0,"",4,[],[],"",0,[],"",2,500,96,"","",[],"","","",[],"",0,0,0,""
961,"DarkSeawitchTemporalChains","",[],0,0,"",4,[],[],"",0,[],"",2,500,96,"","",[],91,"","",[],"",0,0,0,""
962,"TalismanT1TemporalChains","",[],0,0,"",4,[],[],"",0,[],"",2,500,96,"","",[],"","","",[],"",0,0,0,""
963,"ChaosGolemUniqueTemporalChainsTotem","",[],0,0,"",4,[],[],"",0,[],"",2,500,96,"","",[],"","","",[],"",0,0,0,""
964,"AvatarTemporalChainsAura","",[],0,0,"",4,[],[],"",0,[],"",2,500,96,"","",[],"","","",[],"",0,0,0,""
965,"ArchnemesisTemporalChainsAura","",[],0,0,"",4,[],[],"",0,[],"",2,500,96,"","",[],"","","",[],"",0,2,0,""
966,"ArchnemesisTemporalChains","",[],0,0,"",4,[],[],"",0,[],"",2,1000,96,"","",[],"","","",[],"",0,0,0,""
967,"IzaroTemporalChainsPylonOnDeath","",[],0,0,"",4,[],[],"",0,[],"",2,500,634,"","",[],"","","",[],"",0,0,0,""
968,"PopupTrapTemporalChains","",[],0,0,"",4,[],[],"",0,[],"",2,500,96,"","",[],"","","",[],"",0,0,0,""
969,"IzaroElementalWeaknessPylonOnDeath","",[],0,0,"",4,[],[],"",0,[],"",2,500,636,"","",[],"","","",[],"",0,0,0,""
970,"IzaroVulnerabilityPylonOnDeath","",[],0,0,"",4,[],[],"",0,[],"",2,500,635,"","",[],"","","",[],"",0,3,0,""
971,"ElementalWeakness","",[],0,0,"",3,[],[],"",-699665602,[],"",2,500,97,"","",[],"","","",[],"",0,0,0,""
972,"ElementalWeaknessRoyale","",[],0,0,"",3,[],[],"",-461106856,[],"",2,500,97,"","",[],"","","",[],"",0,0,0,""
973,"ExileElementalWeakness","",[],0,0,"",3,[],[],"",0,[],"",2,500,97,"","",[],"","","",[],"",0,0,0,""
974,"MonsterElementalWeakness","",[],0,0,"",3,[],[],"",0,[],"",2,500,97,"","",[],"","","",[],"",0,0,0,""
975,"WaterElementalWeakness","",[],0,0,"",3,[],[],"",0,[],"",2,500,97,"","",[],"","","",[],"",0,0,0,""
976,"ElementalWeaknessAuraMapBoss","",[],0,0,"",3,[],[],"",0,[],"",2,1500,97,"","",[],"","","",[],"",0,0,0,""
977,"NecromancerElementalWeakness","",[],0,0,"",3,[],[],"",0,[],"",2,1100,97,"","",[],"","","",[],"",0,0,0,""
978,"TempestElementalWeakness","",[],0,0,"",3,[],[],"",0,[],"",2,500,97,"","",[],"","","",[],"",0,0,0,""
979,"ArchnemesisElementalWeaknessAura","",[],0,0,"",3,[],[],"",0,[],"",2,500,97,"","",[],"","","",[],"",0,3,0,""
980,"ArchnemesisElementalWeakness","",[],0,0,"",3,[],[],"",0,[],"",2,1000,97,"","",[],"","","",[],"",0,3,0,""
981,"WarlordsMark","",[],0,0,"",1,[],[],"",1650179951,[],"",2,500,98,"","",[],"","","",[],"",0,0,0,""
982,"WarlordsMarkRoyale","",[],0,0,"",1,[],[],"",718720282,[],"",2,500,98,"","",[],"","","",[],"",0,0,0,""
983,"WarlordsMarkTriggered","",[],0,0,"",1,[],[],"",62716168,[],"",2,500,99,"","",[],"","","",[],"",0,0,0,""
984,"ExileWarlordsMark","",[],0,0,"",1,[],[],"",0,[],"",2,500,98,"","",[],"","","",[],"",0,0,0,""
985,"TormentDaemonWarlordsMark","",[],0,0,"",1,[],[],"",0,[],"",2,500,98,"","",[],"","","",[],"",0,0,0,""
986,"MonsterWarlordsMark","",[],0,0,"",1,[],[],"",0,[],"",2,500,98,"","",[],"","","",[],"",0,0,0,""
987,"ArchnemesisWarlordsMark","",[],0,0,"",1,[],[],"",0,[],"",2,500,98,"","",[],"","","",[],"",0,0,0,""
988,"Punishment","",[],0,0,"",1,[],[],"",-1639916301,[],"",2,500,463,"","",[],"","","",[],"",0,0,0,""
989,"MonsterPunishmentSideArea","",[],0,0,"",1,[],[],"",0,[],"",2,500,463,"","",[],"","","",[],"",0,0,0,""
990,"TempestPunishment","",[],0,0,"",1,[],[],"",0,[],"",2,500,463,"","",[],"","","",[],"",0,0,0,""
991,"ArchnemesisPunishmentAura","",[],0,0,"",1,[],[],"",0,[],"",2,500,463,"","",[],"","","",[],"",0,2,0,""
992,"ArchnemesisPunishment","",[],0,0,"",1,[],[],"",0,[],"",2,1000,463,"","",[],"","","",[],"",0,0,0,""
993,"Enfeeble","",[],0,0,"",3,[],[],"",35247759,[],"",2,500,101,"","",[],"","","",[],"",0,0,0,""
994,"MonsterEnfeeble","",[],0,0,"",3,[],[],"",0,[],"",2,500,101,"","",[],"","","",[],"",0,0,0,""
995,"AxisEnfeeble","",[],0,0,"",3,[],[],"",0,[],"",2,500,101,"","",[],"","","",[],"",0,0,0,""
996,"EnfeebleAuraMapBoss","",[],0,0,"",3,[],[],"",0,[],"",2,1500,101,"","",[],"","","",[],"",0,0,0,""
997,"NecromancerEnfeeble","",[],0,0,"",3,[],[],"",0,[],"",2,1100,101,"","",[],"","","",[],"",0,0,0,""
998,"TalismanT2EnfeebleAura","",[],0,0,"",3,[],[],"",0,[],"",2,500,101,"","",[],"","","",[],"",0,0,0,""
999,"WbEnfeeble","",[],0,0,"",3,[],[],"",0,[],"",2,500,101,"","",[],"","","",[],"",0,0,0,""
1000,"TempestEnfeeble","",[],0,0,"",3,[],[],"",0,[],"",2,500,101,"","",[],"","","",[],"",0,0,0,""
1001,"PerandusEnfeebleAura","",[],0,0,"",3,[],[],"",0,[],"",2,500,101,"","",[],"","","",[],"",0,0,0,""
1002,"ExileEnfeebleOnDamageTaken","",[],0,0,"",3,[],[],"",0,[],"",2,500,101,"","",[],"","","",[],"",0,0,0,""
1003,"AvatarEnfeebleAura","",[],0,0,"",3,[],[],"",0,[],"",2,500,101,"","",[],"","","",[],"",0,0,0,""
1004,"ArchnemesisEnfeebleAura","",[],0,0,"",3,[],[],"",0,[],"",2,500,101,"","",[],"","","",[],"",0,2,0,""
1005,"ArchnemesisEnfeeble","",[],0,0,"",3,[],[],"",0,[],"",2,500,101,"","",[],"","","",[],"",0,0,0,""
1006,"AssassinsMark","",[],0,0,"",3,[],[],"",1576376285,[],"",2,500,102,"","",[],"","","",[],"",0,0,0,""
1007,"AssassinsMarkRoyale","",[],0,0,"",3,[],[],"",1846662625,[],"",2,500,102,"","",[],"","","",[],"",0,0,0,""
1008,"AssassinsMarkTriggered","",[],0,0,"",3,[],[],"",-1881399045,[],"",2,500,103,"","",[],"","","",[],"",0,0,0,""
1009,"MonsterAssassinsMark","",[],0,0,"",3,[],[],"",0,[],"",2,500,102,"","",[],"","","",[],"",0,0,0,""
1010,"NecromancerAssassinsMark","",[],0,0,"",3,[],[],"",0,[],"",2,1100,102,"","",[],"","","",[],"",0,0,0,""
1011,"DaemonAssassinsMark","",[],0,0,"",3,[],[],"",0,[],"",2,500,102,"","",[],"","","",[],"",0,0,0,""
1012,"AvatarAssassinsMarkAura","",[],0,0,"",3,[],[],"",0,[],"",2,500,102,"","",[],"","","",[],"",0,0,0,""
1013,"ArchnemesisAssassinsMark","",[],0,0,"",3,[],[],"",0,[],"",2,500,102,"","",[],"","","",[],"",0,0,0,""
1014,"SnipersMark","",[],0,0,"",2,[],[],"",-1404722413,[],"",2,500,104,"","",[],"","","",[],"",0,0,0,""
1015,"ExileProjectileWeakness","",[],0,0,"",2,[],[],"",0,[],"",2,500,104,"","",[],"","","",[],"",0,0,0,""
1016,"MonsterProjectileWeakness","",[],0,0,"",2,[],[],"",0,[],"",2,500,104,"","",[],"","","",[],"",0,0,0,""
1017,"NecromancerProjectileWeakness","",[],0,0,"",2,[],[],"",0,[],"",2,1100,104,"","",[],"","","",[],"",0,0,0,""
1018,"TempestProjectileWeakness","",[],0,0,"",2,[],[],"",0,[],"",2,500,104,"","",[],"","","",[],"",0,0,0,""
1019,"Vulnerability","",[],0,0,"",1,[],[],"",120392055,[],"",2,500,105,"","",[],"","","",[],"",0,0,0,""
1020,"VulnerabilityRoyale","",[],0,0,"",1,[],[],"",-187254372,[],"",2,500,105,"","",[],"","","",[],"",0,0,0,""
1021,"ExileVulnerability","",[],0,0,"",3,[],[],"",0,[],"",2,500,105,"","",[],"","","",[],"",0,0,0,""
1022,"GladiatorBossVulnerability","",[],0,0,"",3,[],[],"",0,[],"",2,500,105,"","",[],"","","",[],"",0,0,0,""
1023,"DaemonVulnerability","",[],0,0,"",3,[],[],"",0,[],"",2,500,105,"","",[],"","","",[],"",0,0,0,""
1024,"WbVulnerability","",[],0,0,"",3,[],[],"",0,[],"",2,500,105,"","",[],"","","",[],"",0,0,0,""
1025,"SkeletonVulnerability","",[],0,0,"",4,[],[],"",0,[],"",2,500,105,"","",[],"","","",[],"",0,0,0,""
1026,"SeawitchVulnerability","",[],0,0,"",4,[],[],"",0,[],"",2,750,105,"","",[],91,"","",[],"",0,0,0,""
1027,"VulnerabilityAuraMapBoss","",[],0,0,"",4,[],[],"",0,[],"",2,1500,105,"","",[],"","","",[],"",0,0,0,""
1028,"NecromancerVulnerability","",[],0,0,"",4,[],[],"",0,[],"",2,1100,105,"","",[],"","","",[],"",0,0,0,""
1029,"TempestVulnerability","",[],0,0,"",4,[],[],"",0,[],"",2,500,105,"","",[],"","","",[],"",0,0,0,""
1030,"TalismanT1Vulnerability","",[],0,0,"",4,[],[],"",0,[],"",2,500,105,"","",[],"","","",[],"",0,0,0,""
1031,"ArchnemesisVulnerabilityAura","",[],0,0,"",4,[],[],"",0,[],"",2,500,105,"","",[],"","","",[],"",0,2,0,""
1032,"ArchnemesisVulnerability","",[],0,0,"",4,[],[],"",0,[],"",2,1000,105,"","",[],"","","",[],"",0,0,0,""
1033,"IncaMinionProjectile","",[],1.36,0.019,"",4,[],[],"",0,[],"",2,1330,106,"","",[],"","","",[],"",0,0,0,""
1034,"IncaMinionProjectileMachinarium","",[],1.36,0.019,"",4,[],[],"",0,[],"",2,1330,106,"","",[],"","","",[],"",0,1,0,""
1035,"IncaMinionProjectileTwice","",[],1.44,0.02,"",4,[],[],"",0,[],"",2,850,106,"","",[],"","","",[],"",0,0,0,""
1036,"IncaMinionProjectileInvasion","",[],1.51,0.019,"",4,[],[],"",0,[],"",2,1330,106,"","",[],"","","",[],"",0,0,0,""
1037,"IncaMinionProjectileChaining","",[],0.6,0.04,"",4,[],[],"",0,[],"",2,1330,106,"","",[],"","","",[],"",0,0,0,""
1038,"IncaMinionProjectileForking","",[],0.6,0.04,"",4,[],[],"",0,[],"",2,1330,106,"","",[],"","","",[],"",0,0,0,""
1039,"IncaMinionProjectileMultiple","",[],0.6,0.04,"",4,[],[],"",0,[],"",2,1330,106,"","",[],"","","",[],"",0,0,0,""
1040,"IncaMinionProjectileRepeated","",[],1.2,0.038,"",4,[],[],"",0,[],"",2,1330,106,"","",[],"","","",[],"",0,0,0,""
1041,"IncaMinionProjectileRepeatedNormal","",[],1.55,0.019,"",4,[],[],"",0,[],"",2,1330,106,"","",[],"","","",[],"",0,0,0,""
1042,"IncaMinionProjectileSpiral","",[],0.4,0.038,"",4,[],[],"",0,[],"",2,850,45,"","",[],"","","",[],"",0,0,0,""
1043,"IncaBossMinionProjectile","",[],1.51,0.019,"",4,[],[],"",0,[],"",2,1330,106,"","",[],"","","",[],"",0,0,0,""
1044,"IncursionIncaMinionProjectile","",[],1.56,0.019,"",4,[],[],"",0,[],"",2,1330,106,"","",[],"","","",[],"",0,0,0,""
1045,"IncaMinionProjectileSpiral2","",[],1.0067,0.037,"",4,[],[],"",0,[],"",2,1330,106,"","",[],"","","",[],"",0,0,0,""
1046,"IncaMinionProjectileFire","",[],1.36,0.019,"",4,[],[],"",0,[],"",2,1330,106,"","",[],"","","",[],"",0,0,0,""
1047,"IncaMinionProjectileCold","",[],1.36,0.019,"",4,[],[],"",0,[],"",2,1330,106,"","",[],"","","",[],"",0,0,0,""
1048,"IncaMinionProjectileLightning","",[],1.36,0.019,"",4,[],[],"",0,[],"",2,1330,106,"","",[],"","","",[],"",0,0,0,""
1049,"LightningWarp","",[],0.9483,0.0433,"",3,[],[],"",-83574906,[],"",2,700,107,"","",[],"","","",[],"",1,0,0,""
1050,"LightningWarpRoyale","",[],1,0.0378,"",3,[],[],"",673123429,[],"",2,700,107,"","",[],"","","",[],"",1,0,0,""
1051,"VaalLightningWarpInstant","",[],1,0.035,"",3,[],[],"",1389638834,[],"",2,1000,108,"","",[],"","","",[],"",0,0,0,""
1052,"MonsterLightningWarp","",[],1.9125,0.0428,"",4,[],[],"",0,[],"",2,1000,107,"","",[],"","","",[],"",0,0,0,""
1053,"MonsterLightningWarpProphecy","",[],1.9125,0.0428,"",4,[],[],"",0,[],"",2,1000,107,"","",[],"","","",[],"",0,0,0,""
1054,"PuiTotemMapBossLightningWarp","",[],0.9563,0.0428,"",4,[],[],"",0,[],"",2,1000,107,"","",[],"","","",[],"",0,0,0,""
1055,"MonsterLightningWarpInvasion","",[],1.9125,0.0428,"",4,[],[],"",0,[],"",2,1000,107,"","",[],"","","",[],"",0,0,0,""
1056,"BloodlinesGhostTotemLightningWarp","",[],1.9125,0.0428,"",4,[],[],"",0,[],"",2,1000,107,"","",[],"","","",[],"",0,0,0,""
1057,"SquidBossLightningWarp","",[],1,0.035,"",4,[],[],"",0,[],"",2,1000,107,"","",[],"","","",[],"",0,0,0,""
1058,"BeyondDemonLightningWarp","",[],1.9125,0.0428,"",4,[],[],"",0,[],"",2,1000,107,"","",[],"","","",[],"",0,0,0,""
1059,"MonsterLightningWarpLegends","",[],1.8053,0.0428,"",4,[],[],"",0,[],"",2,1000,107,"","",[],"","","",[],"",0,0,0,""
1060,"MonsterLightningWarpDemonBoss","",[],1.9125,0.0428,"",4,[],[],"",0,[],"",2,1000,107,"","",[],"","","",[],"",0,0,0,""
1061,"AxisBossLightningWarp","",[],2.625,0.0428,"",4,[],[],"",0,[],"",2,1000,107,"","",[],"","","",[],"",0,0,0,""
1062,"ExileLightningWarp","",[],1.8125,0.047,"",4,[],[],"",0,[],"",2,1000,107,"","",[],"","","",[],"",0,0,0,""
1063,"ExileShadowLightningWarp","",[],1.8125,0.047,"",4,[],[],"",0,[],"",2,1000,107,"","",[],"","","",[],"",0,0,0,""
1064,"WbLightningWarp","",[],1.8125,0.047,"",4,[],[],"",0,[],"",2,1000,107,"","",[],"","","",[],"",0,0,0,""
1065,"ProphecyLightningWarp","",[],1.8125,0.047,"",4,[],[],"",0,[],"",2,1000,107,"","",[],"","","",[],"",0,0,0,""
1066,"PerandusLightningWarp","",[],1.8125,0.047,"",4,[],[],"",0,[],"",2,1000,107,"","",[],"","","",[],"",0,0,0,""
1067,"VinktarBossLightningWarp","",[],1.875,0.03,"",4,[],[],"",0,[],"",2,1000,107,"","",[],"","","",[],"",0,0,0,""
1068,"DarkExileLightningWarp","",[],1.8125,0.047,"",4,[],[],"",0,[],"",2,1000,107,"","",[],"","","",[],"",0,0,0,""
1069,"DemonLightningWarp","",[],1.9125,0.0428,"",4,[],[],"",0,[],"",2,1000,107,"","",[],"","","",[],"",0,0,0,""
1070,"DemonKamikazeLightningWarp","",[],1.9125,0.0428,"",4,[],[],"",0,[],"",2,1000,107,"","",[],"","","",[],"",0,0,0,""
1071,"PietyLightningWarp","",[],1.9125,0.0504,"",4,[],[],"",0,[],"",2,1000,107,"","",[],"","","",[],"",0,0,0,""
1072,"MonsterLightningWarpTotem","",[],1.9125,0.054,"",4,[],[],"",0,[],"",2,1000,107,"","",[],"","","",[],"",0,0,0,""
1073,"WbLightningWarpTotem","",[],1.6875,0.035,"",4,[],[],"",0,[],"",2,1000,107,"","",[],"","","",[],"",0,0,0,""
