"rownum","BaseItemTypesKey","Stacks","CurrencyUseType","Action","Directions","FullStack_BaseItemTypesKey","Description","Usage_AchievementItemsKeys","bool","CosmeticTypeName","Possession_AchievementItemsKey","[rid]","[i32]","CurrencyTab_StackSize","XBoxDirections","i32","rid","rid","ModifyMapsAchievements","ModifyContractsAchievements","CombineAchievements","i32","[i32]","ShopTag"
360,8424,1,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated Shaper or Elder Trinket item to an equippable item\r\nItem drops after killing {0} monsters",[],"","","",[],[],0,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,"","",[],[],[],19,[],""
361,8425,1,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated Elder Map item to an equippable item\r\nItem drops after killing {0} monsters",[],"","","",[],[],0,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,"","",[],[],[],19,[],""
362,8426,1,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated Breach item to an equippable item\r\nItem drops after killing {0} monsters",[],"","","",[],[],0,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,"","",[],[],[],19,[],""
363,8427,1,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds incubated valuable Currency Shards or a Harbinger item to an equippable item\r\nItem drops after killing {0} monsters",[],"","","",[],[],0,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,"","",[],[],[],19,[],""
364,8428,1,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated high level Corrupted Gem or valuable Gem item to an equippable item\r\nItem drops after killing {0} monsters",[],"","","",[],[],0,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,"","",[],[],[],19,[],""
365,8429,1,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated item to an equippable item\r\nItem drops after killing {0} monsters",[],"","","",[],[],0,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,"","",[],[],[],19,[],""
366,8430,1,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated Quality Gem item to an equippable item\r\nItem drops after killing {0} monsters",[],"","","",[],[],0,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,"","",[],[],[],19,[],""
367,8431,1,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated Bestiary item to an equippable item\r\nItem drops after killing {0} monsters",[],"","","",[],[],0,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,"","",[],[],[],19,[],""
368,8432,1,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated Blight item to an equippable item\r\nItem drops after killing {0} monsters",[],"","","",[],[],0,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,"","",[],[],[],19,[],""
369,8433,1,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated Metamorph item to an equippable item\r\nItem drops after killing {0} monsters",[],"","","",[],[],0,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,"","",[],[],[],19,[],""
370,8434,1,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated Delirium item to an equippable item\r\nItem drops after killing {0} monsters",[],"","","",[],[],0,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,"","",[],[],[],19,[],""
371,8435,10,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated Essence item to an equippable item\r\nItem drops after killing {0} monsters",[],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,"","",[],[],[],19,[],""
372,8436,10,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated Currency item to an equippable item\r\nItem drops after killing {0} monsters",[],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,"","",[],[],[],19,[],""
373,8437,10,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated Unique item to an equippable item\r\nItem drops after killing {0} monsters",[],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,"","",[],[],[],19,[],""
374,8438,10,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated Map item to an equippable item\r\nItem drops after killing {0} monsters",[],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,"","",[],[],[],19,[],""
375,8439,10,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated Unique Map item to an equippable item\r\nItem drops after killing {0} monsters",[],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,"","",[],[],[],19,[],""
376,8440,10,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated Rare Abyss item to an equippable item\r\nItem drops after killing {0} monsters",[],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,"","",[],[],[],19,[],""
377,8441,10,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated Fragment item to an equippable item\r\nItem drops after killing {0} monsters",[],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,"","",[],[],[],19,[],""
378,8442,10,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated Scarab item to an equippable item\r\nItem drops after killing {0} monsters",[],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,"","",[],[],[],19,[],""
379,8443,10,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated Essence item to an equippable item\r\nItem drops after killing {0} monsters",[],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,"","",[],[],[],19,[],""
380,8444,10,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated Fossil item to an equippable item\r\nItem drops after killing {0} monsters",[],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,"","",[],[],[],19,[],""
381,8445,10,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated Expedition item to an equippable item \r\nItem drops after killing {0} monsters",[],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,"","",[],[],[],19,[],""
382,8446,10,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds incubated Stacked Decks to an equippable item\r\nItem drops after killing {0} monsters",[],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,"","",[],[],[],19,[],""
383,8447,10,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated Talisman item to an equippable item\r\nItem drops after killing {0} monsters",[],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,"","",[],[],[],19,[],""
384,8448,10,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated Enchanted Helmet item to an equippable item\r\nItem drops after killing {0} monsters",[],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,"","",[],[],[],19,[],""
385,8449,10,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated 6-Linked Armour item to an equippable item\r\nItem drops after killing {0} monsters",[],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,"","",[],[],[],19,[],""
386,8450,10,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated Currency item to an equippable item\r\nItem drops after killing {0} monsters",[],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,"","",[],[],[],19,[],""
387,8451,10,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated League-specific Unique item to an equippable item\r\nItem drops after killing {0} monsters",[],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,"","",[],[],[],19,[],""
388,8452,10,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated Shaper or Elder Armour item to an equippable item\r\nItem drops after killing {0} monsters",[],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,"","",[],[],[],19,[],""
389,8453,10,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated Shaper or Elder Weapon item to an equippable item\r\nItem drops after killing {0} monsters",[],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,"","",[],[],[],19,[],""
390,8454,10,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated Shaper or Elder Trinket item to an equippable item\r\nItem drops after killing {0} monsters",[],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,"","",[],[],[],19,[],""
391,8455,10,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated Elder Map item to an equippable item\r\nItem drops after killing {0} monsters",[],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,"","",[],[],[],19,[],""
392,8456,10,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated Breach item to an equippable item\r\nItem drops after killing {0} monsters",[],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,"","",[],[],[],19,[],""
393,8457,10,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds incubated valuable Currency Shards or a Harbinger item to an equippable item\r\nItem drops after killing {0} monsters",[],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,"","",[],[],[],19,[],""
394,8458,10,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated high level Corrupted Gem or valuable Gem item to an equippable item\r\nItem drops after killing {0} monsters",[],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,"","",[],[],[],19,[],""
395,8459,10,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated item to an equippable item\r\nItem drops after killing {0} monsters",[],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,"","",[],[],[],19,[],""
396,8460,10,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated Quality Gem item to an equippable item\r\nItem drops after killing {0} monsters",[],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,"","",[],[],[],19,[],""
397,8461,10,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated Bestiary item to an equippable item\r\nItem drops after killing {0} monsters",[],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,"","",[],[],[],19,[],""
398,8462,10,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated Blight item to an equippable item\r\nItem drops after killing {0} monsters",[],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,"","",[],[],[],19,[],""
399,8463,10,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated Metamorph item to an equippable item\r\nItem drops after killing {0} monsters",[],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,"","",[],[],[],19,[],""
400,8464,10,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated Delirium item to an equippable item\r\nItem drops after killing {0} monsters",[],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,"","",[],[],[],19,[],""
401,296,1,2,"add_gem_experience","Right click this item then left click a gem to apply it.","","Adds stored experience to a gem, up to its maximum level.",[],"","","",[],[],0,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a gem to apply it.",0,"","",[],[],[],19,[],""
402,320,1,3,"","Combine this item with an Upgradeable Microtransaction to use it","","Can be used with an Upgradeable Microtransaction",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],324
403,321,1,3,"","Combine this item with an Upgradeable Microtransaction to use it","","Can be used with an Upgradeable Microtransaction",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],324
404,322,1,3,"","Combine this item with an Upgradeable Microtransaction to use it","","Can be used with an Upgradeable Microtransaction",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],324
405,323,1,3,"","Combine this item with an Upgradeable Microtransaction to use it","","Can be used with an Upgradeable Microtransaction",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],324
406,324,1,3,"","Combine this item with an Upgradeable Microtransaction to use it","","Can be used with an Upgradeable Microtransaction",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],324
407,325,1,3,"","Combine this item with an Upgradeable Microtransaction to use it","","Can be used with an Upgradeable Microtransaction",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],324
408,326,1,3,"","Combine this item with an Upgradeable Microtransaction to use it","","Can be used with an Upgradeable Microtransaction",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],324
409,327,1,3,"","Combine this item with an Upgradeable Microtransaction to use it","","Can be used with an Upgradeable Microtransaction",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],324
410,328,1,3,"","Combine this item with an Upgradeable Microtransaction to use it","","Can be used with an Upgradeable Microtransaction",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],324
411,329,1,3,"","Combine this item with an Upgradeable Microtransaction to use it","","Can be used with an Upgradeable Microtransaction",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],324
412,330,1,3,"","Combine this item with an Upgradeable Microtransaction to use it","","Can be used with an Upgradeable Microtransaction",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],324
413,331,1,3,"","Combine this item with an Upgradeable Microtransaction to use it","","Can be used with an Upgradeable Microtransaction",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],324
414,332,1,3,"","Combine this item with an Upgradeable Microtransaction to use it","","Can be used with an Upgradeable Microtransaction",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],324
415,308,1,3,"","Combine this item with an Upgradeable Pet to use it","","Can be used with an Upgradeable Pet",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],324
416,310,1,3,"","Combine this item with an Upgradeable Pet to use it","","Can be used with an Upgradeable Pet",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],324
417,309,1,3,"","Combine this item with an Upgradeable Pet to use it","","Can be used with an Upgradeable Pet",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],324
418,311,1,3,"","Combine this item with an Upgradeable Pet to use it","","Can be used with an Upgradeable Pet",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],324
419,312,1,3,"","Combine this item with an Upgradeable Microtransaction to use it","","Can be used with an Upgradeable Microtransaction",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],324
420,313,1,3,"","Combine this item with an Upgradeable Microtransaction to use it","","Can be used with an Upgradeable Microtransaction",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],324
421,314,1,3,"","Combine this item with an Upgradeable Microtransaction to use it","","Can be used with an Upgradeable Microtransaction",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],324
422,315,1,3,"","Combine this item with an Upgradeable Microtransaction to use it","","Can be used with an Upgradeable Microtransaction",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],324
423,316,1,3,"","Combine this item with an Upgradeable Microtransaction to use it","","Can be used with an Upgradeable Microtransaction",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],324
424,317,1,3,"","Combine this item with an Upgradeable Microtransaction to use it","","Can be used with an Upgradeable Microtransaction",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],324
425,318,1,3,"","","","",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],324
426,319,1,3,"","","","",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],324
427,336,100,1,"skill_point_respec","","","Grants a passive skill refund point",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],324
428,337,100,1,"premium_message","","","Allows you to send a chat message to all players.",[],"","","",[],[],0,"",0,"",2,[],[],[],19,[],324
429,338,100,1,"grant_micro","","","Allows you to revive at the most recent checkpoint without losing experience to the death penalty.",[],"","","",[],[],0,"",0,"",1,[],[],[],19,[],324
430,345,20,1,"grant_micro","","","Adds a flaming effect to any equipped weapon",[],"","Weapon Effect","",[],[],0,"",0,"","",[],[],[],19,[],307
431,339,1,1,"inventory_upgrade","","","",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],324
432,340,1,1,"inventory_upgrade","","","",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],324
433,341,1,1,"inventory_upgrade","","","",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],324
434,342,1,1,"inventory_upgrade","","","",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],324
435,343,1,1,"inventory_upgrade","","","",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],324
436,344,1,1,"inventory_upgrade","","","",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],324
437,333,1,3,"","Use this with a Salvage Box to improve the outcome.","","Can be salvaged to improve the result from Salvage Boxes.",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],324
438,334,1,3,"","Use this with a Salvage Box to improve the outcome.","","Can be salvaged to improve the result from Salvage Boxes.",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],324
439,335,1,3,"","Use this with a Salvage Box to improve the outcome.","","Can be salvaged to improve the result from Salvage Boxes.",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],324
440,3920,1,1,"use_pet","","","Summons your Kiwi pet",[],"","","",[],[],0,"",0,"","",[],[],[],14,[18],338
441,3921,1,1,"use_pet","","","Summons your Bronze Kiwi pet",[],"","","",[],[],0,"",0,"","",[],[],[],14,[18],338
442,3922,1,1,"use_pet","","","Summons your Silver Kiwi pet",[],"","","",[],[],0,"",0,"","",[],[],[],14,[18],338
443,3923,1,1,"use_pet","","","Summons your Gold Kiwi pet",[],"","","",[],[],0,"",0,"","",[],[],[],14,[18],338
444,3924,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"","",[],[],[],14,[18],338
445,3925,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"","",[],[],[],14,[18],338
446,3897,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"",0,[],[],[],14,[18],346
447,3898,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"",2,[],[],[],14,[18],307
448,3899,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"",1,[],[],[],14,[18],346
449,3900,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"","",[],[],[],14,[18],346
450,3901,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"",0,[],[],[],14,[18],346
451,3902,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"",0,[],[],[],14,[18],346
452,3903,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"",0,[],[],[],14,[18],346
453,3904,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"",0,[],[],[],14,[18],346
454,3905,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"",0,[],[],[],14,[18],346
455,3906,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"",0,[],[],[],14,[18],346
456,3907,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"",0,[],[],[],14,[18],313
457,3908,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"",0,[],[],[],14,[18],346
458,3909,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"","",[],[],[],14,[18],346
459,3910,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"","",[],[],[],14,[18],346
460,3911,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"",0,[],[],[],14,[18],346
461,3912,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"",0,[],[],[],14,[18],346
462,3913,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"",2,[],[],[],14,[18],307
463,3914,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"",2,[],[],[],14,[18],328
464,3915,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"",2,[],[],[],14,[18],327
465,3916,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"","",[],[],[],14,[18],346
466,3917,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"",0,[],[],[],14,[18],346
467,3918,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"",0,[],[],[],14,[18],346
468,3919,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"",1,[],[],[],14,[18],311
469,3926,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"","",[],[],[],14,[18],339
470,3927,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"","",[],[],[],14,[18],339
471,3928,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"","",[],[],[],14,[18],339
472,3929,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"","",[],[],[],14,[18],339
473,3930,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"","",[],[],[],14,[18],339
474,3931,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"",0,[],[],[],14,[18],346
475,3932,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"",0,[],[],[],14,[18],313
476,3933,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"","",[],[],[],14,[18],315
477,3934,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"",1,[],[],[],14,[18],307
478,3935,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"",1,[],[],[],14,[18],327
479,3936,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"","",[],[],[],14,[18],346
480,3937,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"",0,[],[],[],14,[18],346
481,3938,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"","",[],[],[],14,[18],346
482,3939,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"","",[],[],[],14,[18],346
483,3940,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"",0,[],[],[],14,[18],346
484,3941,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"",0,[],[],[],14,[18],346
485,3942,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"",0,[],[],[],14,[18],346
486,3943,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"",1,[],[],[],14,[18],346
487,3944,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"",0,[],[],[],14,[18],346
488,3945,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"",0,[],[],[],14,[18],346
489,3946,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"","",[],[],[],14,[18],346
490,3947,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"","",[],[],[],14,[18],346
491,3948,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"","",[],[],[],14,[18],346
492,3949,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"","",[],[],[],14,[18],346
493,3950,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"","",[],[],[],14,[18],346
494,3951,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"",0,[],[],[],14,[18],346
495,3952,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"",0,[],[],[],14,[18],346
496,3953,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"","",[],[],[],14,[18],346
497,3954,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"",0,[],[],[],14,[18],312
498,3955,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"",0,[],[],[],14,[18],346
499,3956,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"","",[],[],[],14,[18],346
500,3957,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"",0,[],[],[],14,[18],311
501,3958,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"",2,[],[],[],14,[18],456
