"rownum","Id","ItemClassesKey","Width","Height","Name","InheritsFrom","DropLevel","FlavourTextKey","Implicit_ModsKeys","SizeOnGround","SoundEffect","TagsKeys","ModDomain","SiteVisibility","ItemVisualIdentity","HASH","VendorRecipe_AchievementItems","Inflection","Equip_AchievementItemsKey","IsCorrupted","Identify_AchievementItems","IdentifyMagic_AchievementItems","FragmentBaseItemTypesKey","bool","rid","rid","bool","rid"
392,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionAngelicMask",40,1,1,"Angelic Mask","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,308,-900618253,[],"","","",[],[],"","","","","",""
393,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionTitanPlate",40,1,1,"Titan Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,218,-1647190226,[],"","","",[],[],"","","","","",""
394,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionTombstoneDesecrate",40,1,1,"Tombstone Desecrate Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,221,1565403323,[],"","","",[],[],"","","","","",""
395,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionStatueSummonSkeletons",40,1,1,"Summon Statues Skin","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,222,-731639260,[],"","","",[],[],"","","","","",""
396,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionStatueSummonSkeletons2",40,1,1,"Summon Statues Skin Male Stone","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,222,1256304676,[],"","","",[],[],"","","","","",""
397,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionStatueSummonSkeletons3",40,1,1,"Summon Statues Skin Female Gold","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,222,1647482830,[],"","","",[],[],"","","","","",""
398,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionStatueSummonSkeletons4",40,1,1,"Summon Statues Skin Male Gold","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,222,-1375165285,[],"","","",[],[],"","","","","",""
399,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionMummyRaiseZombie",40,1,1,"Raise Mummy Skin","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,223,1151211009,[],"","","",[],[],"","","","","",""
400,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionAlternatePortal",40,1,1,"Crimson Portal","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,191,-1832622294,[],"","","",[],[],"","","","","",""
401,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionBloodSlam",40,1,1,"Blood Slam","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,192,-1941913445,[],"","","",[],[],"","","","","",""
402,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionDragonFireball",40,1,1,"Dragon Fireball Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,193,81988163,[],"","","",[],[],"","","","","",""
403,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionEmeraldRainOfArrows",40,1,1,"Emerald Rain of Arrows Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,194,75534711,[],"","","",[],[],"","","","","",""
404,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionNewRaiseSpectre",40,1,1,"Alternate Raise Spectre","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,195,-1136520131,[],"","","",[],[],"","","","","",""
405,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionNewRaiseZombie",40,1,1,"Alternate Raise Zombie","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,196,781958830,[],"","","",[],[],"","","","","",""
406,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionNewTotem",40,1,1,"Alternate Totem","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,197,2125056902,[],"","","",[],[],"","","","","",""
407,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionBallistaFirestorm",40,1,1,"Siege Firestorm Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,190,411786802,[],"","","",[],[],"","","","","",""
408,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionPlinthWarp",40,1,1,"Plinth Warp","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,198,1039998513,[],"","","",[],[],"","","","","",""
409,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionWaterNova",40,1,1,"Water Nova Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,199,-967012741,[],"","","",[],[],"","","","","",""
410,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionColdSnapHand",40,1,1,"Cold Grasp Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,224,-1570327327,[],"","","",[],[],"","","","","",""
411,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionEtherealStars",40,1,1,"Ethereal Stars Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,225,1156704590,[],"","","",[],[],"","","","","",""
412,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionSparkSpiders",40,1,1,"Spark Spiders Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,226,-1660932224,[],"","","",[],[],"","","","","",""
413,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionTikiTotem",40,1,1,"Tiki Totem Skin","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,227,-984156228,[],"","","",[],[],"","","","","",""
414,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionBlueFlameIncinerate",40,1,1,"Blue Flame Incinerate Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,228,-1366930907,[],"","","",[],[],"","","","","",""
415,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSawbladeCyclone",40,1,1,"Sawblade Cyclone Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,229,-1525790474,[],"","","",[],[],"","","","","",""
416,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWhiteCyclone",40,1,1,"White Cyclone Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,230,-1886113357,[],"","","",[],[],"","","","","",""
417,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionBlueCyclone",40,1,1,"Blue Cyclone Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,231,-1354461012,[],"","","",[],[],"","","","","",""
418,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionStormcloudArcticArmour",40,1,1,"Stormcloud Arctic Armour Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,232,-1055457709,[],"","","",[],[],"","","","","",""
419,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionGreenSearingBond",40,1,1,"Green Searing Bond Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,233,-1956951312,[],"","","",[],[],"","","","","",""
420,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDemonHandCleave",40,1,1,"Demon Hand Cleave Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,234,-2035474247,[],"","","",[],[],"","","","","",""
421,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionDisciplineBarrier",40,1,1,"Force Field Aura Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,235,-443119555,[],"","","",[],[],"","","","","",""
422,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionWrathSkull",40,1,1,"Lightning Skull Aura Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,236,1088383762,[],"","","",[],[],"","","","","",""
423,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionAngerSkull",40,1,1,"Infernal Skull Aura Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,237,2013147998,[],"","","",[],[],"","","","","",""
424,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionHatredSkull",40,1,1,"Arctic Skull Aura Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,238,-1362011341,[],"","","",[],[],"","","","","",""
425,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionSpectralThrowGolden",40,1,1,"Golden Spectral Throw Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,239,-1788222882,[],"","","",[],[],"","","","","",""
426,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionSpectralThrowEbony",40,1,1,"OLD VERSION - DO NOT USE","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,230,27741197,[],"","","",[],[],"","","","","",""
427,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionSpectralThrowSeraph",40,1,1,"Seraph Spectral Throw Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,240,2023086110,[],"","","",[],[],"","","","","",""
428,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionOlmecTotem",40,1,1,"Olmec Totem Skin","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,241,61230421,[],"","","",[],[],"","","","","",""
429,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionAlternateStormCall",40,1,1,"Tribal Storm Call Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,242,-1606460218,[],"","","",[],[],"","","","","",""
430,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionArcticIceNova",40,1,1,"Arctic Ice Nova Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,243,1092095353,[],"","","",[],[],"","","","","",""
431,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionGoreGlacialCascade",40,1,1,"Gore Glacial Cascade Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,244,1385121691,[],"","","",[],[],"","","","","",""
432,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionSpiritClarity",40,1,1,"Soul Nexus Aura Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,245,1971673018,[],"","","",[],[],"","","","","",""
433,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionGhostflameSummonRagingSpirit",40,1,1,"Ghostflame Raging Spirit Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,246,627217422,[],"","","",[],[],"","","","","",""
434,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionRadiantWeapon",40,1,1,"Radiant Weapon Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,248,533511462,[],"","","",[],[],"","","","","",""
435,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionArcaneWeapon",40,1,1,"Arcane Weapon Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,249,801143380,[],"","","",[],[],"","","","","",""
436,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionAcidWeapon",40,1,1,"Acid Weapon Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,250,1902053682,[],"","","",[],[],"","","","","",""
437,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionVerdantWeapon",40,1,1,"Verdant Weapon Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,251,-1889094381,[],"","","",[],[],"","","","","",""
438,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionNecroticWeapon",40,1,1,"Necrotic Weapon Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,252,710341476,[],"","","",[],[],"","","","","",""
439,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionVampiricWeapon",40,1,1,"Vampiric Weapon Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,253,-1195535367,[],"","","",[],[],"","","","","",""
440,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionTurquoiseWeapon",40,1,1,"Turquoise Weapon Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,254,899578160,[],"","","",[],[],"","","","","",""
441,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionEbonyWeapon",40,1,1,"Ebony Weapon Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,255,1441453336,[],"","","",[],[],"","","","","",""
442,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionBlueWeapon",40,1,1,"Azure Weapon Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,256,1776479646,[],"","","",[],[],"","","","","",""
443,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionGreenWeapon",40,1,1,"Emerald Weapon Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,257,-1999313355,[],"","","",[],[],"","","","","",""
444,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionPurpleWeapon",40,1,1,"Lavender Weapon Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,258,1262444634,[],"","","",[],[],"","","","","",""
445,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionRedWeapon",40,1,1,"Crimson Weapon Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,259,286953513,[],"","","",[],[],"","","","","",""
446,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWhiteWeapon",40,1,1,"White Weapon Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,260,-449221685,[],"","","",[],[],"","","","","",""
447,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionYellowWeapon",40,1,1,"Yellow Weapon Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,260,529388771,[],"","","",[],[],"","","","","",""
448,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionHeartWeapon",40,2,2,"Valentine's Heart Weapon Effect (2013)","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,262,-159915739,[],"","","",[],[],"","","","","",""
449,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionHeartWeapon2014",40,2,2,"Valentine's Heart Weapon Effect (2014)","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,262,2049500235,[],"","","",[],[],"","","","","",""
450,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionHeartWeapon2015",40,2,2,"Valentine's Heart Weapon Effect (2015)","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,262,2067346052,[],"","","",[],[],"","","","","",""
451,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionIvoryWeapon",40,1,1,"Ivory Weapon Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,263,1670966333,[],"","","",[],[],"","","","","",""
452,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionRegalWeapon",40,1,1,"Regal Weapon Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,264,1306897177,[],"","","",[],[],"","","","","",""
453,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDivineWeapon",40,1,1,"Divine Weapon Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,265,715224834,[],"","","",[],[],"","","","","",""
454,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionExaltedWeapon",40,1,1,"Exalted Weapon Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,266,1674802697,[],"","","",[],[],"","","","","",""
455,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionEternalWeapon",40,1,1,"Eternal Weapon Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,267,742041502,[],"","","",[],[],"","","","","",""
456,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionArcticWeapon",40,1,1,"Arctic Weapon Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,268,1996781695,[],"","","",[],[],"","","","","",""
457,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionInfernalWeapon",40,1,1,"Infernal Weapon Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,269,-900089394,[],"","","",[],[],"","","","","",""
458,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionLightningWeapon",40,1,1,"Lightning Weapon Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,270,-1269167666,[],"","","",[],[],"","","","","",""
459,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSeraphWeapon",40,1,1,"Seraph Weapon Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,271,-1201049453,[],"","","",[],[],"","","","","",""
460,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionGhostFlameWeapon",40,1,1,"Ghostflame Weapon Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,272,-1476514313,[],"","","",[],[],"","","","","",""
461,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCarnageWeapon",40,1,1,"Carnage Weapon Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,273,-1796981565,[],"","","",[],[],"","","","","",""
462,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionInfernalFootprints",40,1,1,"Infernal Footprints Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,274,-890322445,[],"","","",[],[],"","","","","",""
463,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionLightningFootprints",40,1,1,"Lightning Footprints Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,275,-257379460,[],"","","",[],[],"","","","","",""
464,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionArcticFootprints",40,1,1,"Arctic Footprints Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,276,-1920828538,[],"","","",[],[],"","","","","",""
465,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionEbonyFootprints",40,1,1,"Ebony Footprints Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,277,1427353266,[],"","","",[],[],"","","","","",""
466,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionVampiricFootprints",40,1,1,"Vampiric Footprints Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,278,1648295367,[],"","","",[],[],"","","","","",""
467,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionRadiantFootprints",40,1,1,"Radiant Footprints Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,279,-1907168983,[],"","","",[],[],"","","","","",""
468,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionNecroticFootprints",40,1,1,"Necrotic Footprints Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,280,489657431,[],"","","",[],[],"","","","","",""
469,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionGoreFootprints",40,1,1,"Gore Footprints Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,281,-531411395,[],"","","",[],[],"","","","","",""
470,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionRazerFootprints",40,1,1,"Razer Footprints Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,282,722487480,[],"","","",[],[],"","","","","",""
471,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSeraphFootprints",40,1,1,"Seraph Footprints Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,283,996866746,[],"","","",[],[],"","","","","",""
472,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionReaperFootprints",40,1,1,"Reaper Footprints Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,284,532977073,[],"","","",[],[],"","","","","",""
473,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionVerdantFootprints",40,1,1,"Verdant Footprints Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,285,-1610056409,[],"","","",[],[],"","","","","",""
474,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionGhostFlameFootprints",40,1,1,"Ghostflame Footprints Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,286,-1349506024,[],"","","",[],[],"","","","","",""
475,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionGhostFlameSkull",40,1,1,"Ghostflame Skull","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,287,954042351,[],"","","",[],[],"","","","","",""
476,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSkullHelmet1",40,1,1,"Engraved Skull","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,288,-283579596,[],"","","",[],[],"","","","","",""
477,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSkullHelmet5",40,1,1,"Crystallised Skull","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,289,-1503458782,[],"","","",[],[],"","","","","",""
478,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSkullHelmet2",40,1,1,"Ornamental Skull","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,290,-93027548,[],"","","",[],[],"","","","","",""
479,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSkullHelmet3",40,1,1,"Summer Skull","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,291,1635029630,[],"","","",[],[],"","","","","",""
480,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSkullHelmet4",40,1,1,"Golden Skull","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,292,1429115586,[],"","","",[],[],"","","","","",""
481,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWings1",40,2,2,"Exile's Essentials Back Attachment","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,310,-894297712,[],"","","",[],[],"","","","","",""
482,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSack1",40,2,2,"Holiday Present Sack Back Attachment","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,311,-311734925,[],"","","",[],[],"","","","","",""
483,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSupporterWings1",40,2,2,"Survivor's Supplies Back Attachment","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,312,-1483525242,[],"","","",[],[],"","","","","",""
484,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSupporterWings2",40,2,2,"Warrior's Mark Back Attachment","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,313,1952187367,[],"","","",[],[],"","","","","",""
485,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSupporterWings3",40,2,2,"Champion's Hour Back Attachment","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,314,-2083829957,[],"","","",[],[],"","","","","",""
486,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSupporterWings4",40,2,2,"Conqueror's Reign Back Attachment","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,315,1219873222,[],"","","",[],[],"","","","","",""
487,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionPortal1",40,2,2,"Orange Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,316,-815572266,[],"","","",[],[],"","","","","",""
488,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCrimsonPortal",40,2,2,"Crimson Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,317,-1585848338,[],"","","",[],[],"","","","","",""
489,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionPortalSteam1",40,2,2,"Steam1 Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,318,-947437669,[],"","","",[],[],"","","","","",""
490,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionPortalSteam2",40,2,2,"Steam-powered Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,319,327772588,[],"","","",[],[],"","","","","",""
491,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionPortalSteam3",40,2,2,"Voidgate Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,320,1095789351,[],"","","",[],[],"","","","","",""
492,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionPortalAtziri",40,2,2,"Atziri Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,317,-594185692,[],"","","",[],[],"","","","","",""
493,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionPortalBlackHole",40,2,2,"Black Hole Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,321,-66608607,[],"","","",[],[],"","","","","",""
494,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSupporterPortal1",40,2,2,"Survivor's Respite Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,322,-1729086190,[],"","","",[],[],"","","","","",""
495,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSupporterPortal2",40,2,2,"Warrior's Assault Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,323,1664841791,[],"","","",[],[],"","","","","",""
496,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSupporterPortal3",40,2,2,"Champion's Arrival Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,324,-500274465,[],"","","",[],[],"","","","","",""
497,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSupporterPortal4",40,2,2,"Conqueror's Campaign Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,325,1123925602,[],"","","",[],[],"","","","","",""
498,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionShaperPortal",40,2,2,"Shaper Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,326,1669210237,[],"","","",[],[],"","","","","",""
499,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionElderPortal",40,2,2,"Elder Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,327,1156311784,[],"","","",[],[],"","","","","",""
500,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionTestCharacterPortrait",40,2,2,"Test Character Portrait","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],31,0,328,1999222857,[],"","","",[],[],"","","","","",""
