"rownum","Id","Text","StatsKeys1","CharacterPanelDescriptionModesKey","StatsKeys2","StatsKeys3","CharacterPanelTabsKey","bool","[i32]","i32"
284,"MineDetonationRadius","Mine Detonation Radius modifier",[1836],7,[],[],2,1,[],0
285,"MinePlaceSpeed","Mine Throwing Speed modifier",[9915],7,[],[],2,1,[],0
286,"FishingRange","Fishing Range modifier",[1736],7,[],[],2,1,[],0
287,"FishingLineStrength","Fishing Line Strength modifier",[1737],7,[],[],2,1,[],0
288,"IFQ","Quantity of Fish caught",[1738],7,[],[],2,1,[],0
289,"IFR","Rarity of Fish caught",[1739],7,[],[],2,1,[],0
290,"FishingPoolConsumption","Fishing Pool Consumption modifier",[1740],7,[],[],2,1,[],0
291,"ExoticFish","Can catch Exotic Fish",[2064],4,[],[],2,1,[],0
292,"CorruptedFish","Can catch Corrupted Fish",[2231],4,[],[],2,1,[],0
293,"CooldownRecovery","Cooldown Recovery Speed modifier",[3342],7,[],[],2,1,[],0
294,"BrandNum","Brand Limit",[8440],0,[8596],[],2,1,[],0
295,"BrandNumPerTarget","Attached Brand Limit per Target",[8803],0,[8596],[],2,1,[],0
296,"Devotion","Devotion",[9620],0,[],[],2,1,[],0
297,"Presence","Presence Range",[15785],0,[15605],[],2,1,[],0
298,"LightningDamageChargeEnd","Lightning Damage when a Charge expires or is consumed","[1318,1319]",6,[],[],3,1,[],0
299,"EnduranceCharges","Endurance Charges","[4,2652]",3,[],[],3,"",[],0
300,"EnduranceDuration","Endurance Charge Duration modifier",[2692],7,[],[],3,1,[],0
301,"PhysDamageRedPerEndurance","Physical Damage Reduction per Endurance Charge",[446],1,[],[],3,1,[],0
302,"ElementalResistPerEndurance","Additional Elemental Resistance per Endurance Charge",[142],1,[],[],3,1,[],0
303,"BuffDurationPerEndurance","Buff/Debuff Duration modifier per Endurance Charge",[360],7,[],[],3,1,[],0
304,"CritRedPerEndurance","Enemy Crit. Multiplier modifier per Endurance Charge",[98],7,[],[],3,1,[1],0
305,"LifeRegenPerEndurance","Life Regeneration per second per Endurance Charge",[126],1,[],[],3,1,[2],0
306,"MeleeDamagePerEnduranceCharge","Melee Damage modifier per Endurance Charge",[4606],7,[],[],3,1,[],0
307,"PhysicalDamagePerEnduranceCharge","Physical Damage modifier per Endurance Charge",[2629],7,[],[],3,1,[],0
308,"FrenzyCharges","Frenzy Charges","[5,2653]",3,[],[],3,"",[],0
309,"FrenzyDuration","Frenzy Charge Duration modifier",[1792],7,[],[],3,1,[],0
310,"AttackSpeedPerFrenzy","Attack Speed modifier per Frenzy Charge",[1649],7,[],[],3,1,[],0
311,"CastSpeedPerFrenzy","Cast Speed modifier per Frenzy Charge",[1650],7,[],[],3,1,[],0
312,"MoreDamagePerFrenzyCharge","Damage modifier per Frenzy Charge",[6460],8,[],[],3,1,[],0
313,"DamageOverTimePerFrenzyCharge","Damage over Time modifier per Frenzy Charge",[6323],7,[],[],3,1,[],0
314,"MovementSpeedPerFrenzy","Movement Speed modifier per Frenzy Charge",[178],7,[],[],3,1,[],0
315,"StunRecoveryPerFrenzy","Stun Recovery modifier per Frenzy Charge",[222],7,[],[],3,1,[],0
316,"PhysicalDamagePerFrenzy","Physical Damage modifier per Frenzy Charge",[365],7,[],[],3,1,[],0
317,"EvasionPerFrenzyCharge","Evasion Rating modifier per Frenzy Charge",[122],7,[],[],3,1,[],0
318,"DodgePerFrenzy","Dodge chance per Frenzy Charge",[1268],1,[],[],3,1,[],0
319,"ProjectileSpeedPerFrenzy","Projectile Speed modifier per Frenzy Charge",[1401],7,[],[],3,1,[],0
320,"LifeRegenPerFrenzy","Life Regeneration per second per Frenzy Charge",[1393],1,[],[],3,1,[2],0
321,"AccuracyPerFrenzy","Accuracy Rating modifier per Frenzy Charge",[1783],7,[],[],3,1,[],0
322,"LightningDamagePerFrenzy","Lightning Damage modifier per Frenzy Charge",[2292],7,[],[],3,1,[],0
323,"DamageTakenPerFrenzy","Damage Taken modifier per Frenzy Charge",[2291],7,[],[],3,1,[],0
324,"LifeOnKillPerFrenzy","Life gained on Kill per Frenzy Charge",[2294],0,[],[],3,1,[],0
325,"ElementalDamagePerFrenzyCharge","Elemental Damage modifier per Frenzy Charge",[2716],7,[],[],3,1,[],0
326,"AttackDamagePerFrenzyCharge","Attack Damage modifier per Frenzy Charge",[3489],7,[],[],3,1,[],0
327,"DamageNoFrenzyCharges","Damage modifier with no Frenzy Charges",[4119],7,[],[],3,1,[],0
328,"PowerCharges","Power Charges","[6,2654]",3,[],[],3,"",[],0
329,"PowerDuration","Power Charge Duration modifier",[2691],7,[],[],3,1,[],0
330,"CritPerPower","Critical Strike Chance modifier per Power Charge",[555],7,[],[],3,1,[],0
331,"MoreSpellDamagePerPower","Spell damage modifier per Power Charge",[6322],8,[],[],3,1,[],0
332,"KeystoneMoreSpellDamagePerPower","Spell damage modifier per Power Charge",[9398],8,[],[],3,1,[],0
333,"CastSpeedPerPower","Cast Speed modifier per Power Charge",[217],7,[],[],3,1,[],0
334,"AoEPerPower","Area of Effect Radius modifier per Power Charge",[424],7,[],[],3,1,[],0
335,"SpellDamagePerPower","Spell Damage modifier per Power Charge",[425],7,[],[],3,1,[],0
336,"WandDamagePerPower","Wand Damage modifier per Power Charge",[426],7,[],[],3,1,[],0
337,"ProjectileDamagePerPower","Projectile Damage modifier per Power Charge",[1402],7,[],[],3,1,[],0
338,"DamageOverTimePerPowerCharge","Damage over Time modifier per Power Charge",[6324],7,[],[],3,1,[],0
339,"ManaRegenPerPower","Mana Regeneration per second per Power Charge",[132],1,[],[],3,1,[2],0
340,"ManaRegenIncrPerPower","Mana Regeneration rate modifier per Power Charge",[487],7,[],[],3,1,[],0
341,"SpiritCharges","Spirit Charges","[6536,7267]",3,[],[],3,1,[],0
342,"SiphoningCharges","Siphoning Charges","[7328,7329]",3,[],[],3,1,[],0
343,"PhysicalDamagePerSiphoning","Physical Damage to Attacks per Siphoning Charge","[7332,7333]",2,[],[],3,1,[],0
344,"LifeLeechPerSiphoning","Life Leech from any Damage per Siphoning Charge",[7334],1,[],[],3,1,[14],0
345,"ExtraChoasDamagePerSiphoning","Non-Chaos Damage as extra Chaos Damage per Siphoning Charge",[7335],1,[],[],3,1,[],0
346,"PhysDamageReductionPerSiphoning","Physical Damage reduction from Hits per Siphoning Charge",[7336],1,[],[],3,1,[],0
347,"PhysDamageTakenPerSiphoning","Physical Damage per Second per Siphoning Charge",[7344],0,[],[],3,1,[2],0
348,"BlitzCharges","Blitz Charges","[9691,9690]",3,[],[],3,1,[],0
349,"AttackSpeedPerBlitz","Attack Speed modifier per Blitz Charge",[9688],8,[],[],3,1,[],0
350,"CritChancePerBlitz","Critical Strike Chance modifier per Blitz Charge",[9689],7,[],[],3,1,[],0
351,"ChallengerCharges","Challenger Charges","[9787,9786]",3,[],[],3,1,[],0
352,"AttackMoveSpeedPerChallenger","Attack and Movement Speed modifier per Challenger Charge",[9790],8,[],[],3,1,[],0
353,"BrutalCharges","Brutal Charges","[13446,13448]",3,[],[],3,1,[],0
354,"TripleDamageChancePerBrutalCharge","Chance to deal Triple Damage per Brutal Charge",[13470],1,[13448],[],3,1,[],0
355,"StunThresholdPerBrutalCharge","Stun Threshold modifier per Brutal Charge",[13471],7,[13448],[],3,1,[],0
356,"AfflictionCharges","Affliction Charges","[13450,13452]",3,[],[],3,1,[],0
357,"AilmentDamagePerAfflictionCharge","Ailment Damage modifier per Affliction Charge",[13472],8,[13452],[],3,1,[],0
358,"NonDamagingAilmentEffectPerAfflictionCharge","Non-Damaging Ailment Effect modifier per Affliction Charge",[13473],8,[13452],[],3,1,[],0
359,"AbsorptionCharges","Absorption Charges","[13454,13456]",3,[],[],3,1,[],0
360,"ElementalDamageGoesToESPerAbsorptionCharge","Elemental Damage taken Recouped as ES per Absorption Charge",[13474],1,[13456],[],3,1,[],0
361,"BloodCharges","Blood Charges","[13965,14109]",3,[14181],[],3,"",[],0
362,"ReapDamagePerBloodCharge","Damage modifier per Blood Charge",[13966],8,[14181],[],3,1,[],0
363,"ReapCostPerBloodCharge","Life Cost modifier per Blood Charge",[13967],8,[14181],[],3,1,[],0
