"rownum","BaseItemTypesKey","rid","rid","rid","rid","rid","rid","rid","rid","rid","rid","rid","Display_Wand_ModsKey","Display_Bow_ModsKey","Display_Quiver_ModsKey","Display_Amulet_ModsKey","Display_Ring_ModsKey","Display_Belt_ModsKey","Display_Gloves_ModsKey","Display_Boots_ModsKey","Display_BodyArmour_ModsKey","Display_Helmet_ModsKey","Display_Shield_ModsKey","i32","DropLevelMinimum","DropLevelMaximum","Monster_ModsKeys","EssenceTypeKey","Level","i32","Display_Weapon_ModsKey","Display_MeleeWeapon_ModsKey","Display_OneHandWeapon_ModsKey","Display_TwoHandWeapon_ModsKey","Display_TwoHandMeleeWeapon_ModsKey","Display_Armour_ModsKey","Display_RangedWeapon_ModsKey","Helmet_ModsKey","BodyArmour_ModsKey","Boots_ModsKey","Gloves_ModsKey","Bow_ModsKey","Wand_ModsKey","Staff_ModsKey","TwoHandSword_ModsKey","TwoHandAxe_ModsKey","TwoHandMace_ModsKey","Claw_ModsKey","Dagger_ModsKey","OneHandSword_ModsKey","OneHandThrustingSword_ModsKey","OneHandAxe_ModsKey","OneHandMace_ModsKey","Sceptre_ModsKey","Display_Monster_ModsKey","ItemLevelRestriction","Belt_ModsKey","Amulet_ModsKey","Ring_ModsKey","Display_Jewellery_ModsKey","Shield_ModsKey","Display_Items_ModsKey","IsScreamingEssence"
87,160,"","","","","","","","","","","","","",2724,2525,2541,19734,2716,2102,9353,20597,3402,1492393166,0,0,[12185],15,7,0,"",2607,"","","",3402,2611,20597,9353,2102,2716,2611,2611,2607,2607,2607,2607,2607,2607,2607,2607,2607,2607,2607,12078,0,19734,2525,2541,2720,3402,"",""
88,161,"","","","","","","","","","","","","",2432,"","",4596,"","","","",2849,-760080401,68,100,[12183],16,5,586,"","",2526,2534,"",515,"",515,515,515,515,2534,2526,2534,2534,2534,2534,2526,2526,2526,2526,2526,2526,2526,12044,0,4596,2849,2849,2849,2849,"",1
89,162,"","","","","","","","","","","","","",2433,"","",4597,"","","","",2850,557934500,0,0,[12184],16,6,0,"","",2527,2535,"",517,"",517,517,517,517,2535,2527,2535,2535,2535,2535,2527,2527,2527,2527,2527,2527,2527,12045,0,4597,2850,2850,2850,2850,"",""
90,163,"","","","","","","","","","","","","",2434,"","",4598,"","","","",2851,-1973061961,0,0,[12185],16,7,0,"","",2528,2536,"",520,"",520,520,520,520,2536,2528,2536,2536,2536,2536,2528,2528,2528,2528,2528,2528,2528,12046,0,4598,2851,2851,2851,2851,"",""
91,164,"","","","","","","","","","","",3457,4203,3457,1911,2007,2003,"","",2029,2034,2040,2086905859,68,100,[12183],17,5,586,"","",23092,"",23095,2037,"",2034,2029,2037,2037,4203,3457,23095,23095,23095,23095,23092,23092,23092,23092,23092,23092,23092,12114,0,2003,1911,2007,"",2040,"",1
92,165,"","","","","","","","","","","",3458,4204,3458,1914,2008,2004,"","",2031,2035,2041,330229883,0,0,[12184],17,6,0,"","",23093,"",23096,2038,"",2035,2031,2038,2038,4204,3458,23096,23096,23096,23096,23093,23093,23093,23093,23093,23093,23093,12115,0,2004,1914,2008,"",2041,"",""
93,166,"","","","","","","","","","","",3459,4204,3459,1915,2009,2006,"","",2033,2036,2042,1669260288,0,0,[12185],17,7,0,"","",23094,"",23097,2039,"",2036,2033,2039,2039,4204,3459,23097,23097,23097,23097,23094,23094,23094,23094,23094,23094,23094,12116,0,2006,1915,2009,"",2042,"",""
94,167,"","","","","","","","","","","","","",3362,3362,3372,2897,"","",9370,"",3441,122642368,68,100,[12183],18,5,586,3441,"","","","",9367,"",9367,9370,9367,9367,3441,3441,3441,3441,3441,3441,3441,3441,3441,3441,3441,3441,3441,12083,0,2897,3362,3372,"",3441,"",1
95,168,"","","","","","","","","","","","","",3363,3363,3373,2898,"","",9371,"",3442,-1016206409,0,0,[12184],18,6,0,3442,"","","","",9368,"",9368,9371,9368,9368,3442,3442,3442,3442,3442,3442,3442,3442,3442,3442,3442,3442,3442,12084,0,2898,3363,3373,"",3442,"",""
96,169,"","","","","","","","","","","","","",3371,3371,3374,2899,"","",9372,"",3443,1247641969,0,0,[12185],18,7,0,3443,"","","","",9369,"",9369,9372,9369,9369,3443,3443,3443,3443,3443,3443,3443,3443,3443,3443,3443,3443,3443,12085,0,2899,3371,3374,"",3443,"",""
97,170,"","","","","","","","","","","","","",11902,"","",3222,"","","","","",-1691201624,68,100,"[12183,3691]",19,5,586,"","",9468,9472,"",3222,"",3222,3222,3222,3222,9472,9468,9472,9472,9472,9472,9468,9468,9468,9468,9468,9468,9468,12072,0,3222,7932,7932,7932,3222,"",1
98,171,"","","","","","","","","","","","","",11903,"","",3223,"","","","","",-718463325,0,0,"[12184,3691]",19,6,0,"","",9469,9473,"",3223,"",3223,3223,3223,3223,9473,9469,9473,9473,9473,9473,9469,9469,9469,9469,9469,9469,9469,12073,0,3223,7933,7933,7933,3223,"",""
99,172,"","","","","","","","","","","","","",11904,"","",3224,"","","","","",692127728,0,0,"[12185,3691]",19,7,0,"","",9470,9474,"",3224,"",3224,3224,3224,3224,9474,9470,9474,9474,9474,9474,9470,9470,9470,9470,9470,9470,9470,12074,0,3224,7934,7934,7934,3224,"",""
100,173,"","","","","","","","","","","","","",12163,7941,12162,12190,12153,12159,12218,12178,12176,-306989797,0,0,[12186],20,8,0,12209,"","","","","","",12178,12218,12159,12153,12209,12209,12209,12209,12209,12209,12209,12209,12209,12209,12209,12209,12209,12142,0,12190,7941,12162,"",12176,"",""
101,174,"","","","","","","","","","","","","",9714,12196,12192,12173,12155,12229,12220,12156,12193,-1454947071,0,0,"[12186,12217]",21,8,0,12216,"","","","","","",12156,12220,12229,12155,12216,12216,12216,12216,12216,12216,12216,12216,12216,12216,12216,12216,12216,12143,0,12173,12196,12192,"",12193,"",""
102,175,"","","","","","","","","","","","","",12175,12198,12174,12199,12171,12158,12160,12157,12194,-2010504687,0,0,"[12186,12147]",22,8,0,12205,"","","","","","",12157,12160,12158,12171,12205,12205,12205,12205,12205,12205,12205,12205,12205,12205,12205,12205,12205,12144,0,12199,12198,12174,"",12194,"",""
103,176,"","","","","","","","","","","","","",12225,12224,17641,7028,12221,11635,12169,12208,12222,-1499847665,0,0,"[12186,12108,12227]",23,8,0,12226,"","","","","","",12208,12169,11635,12221,12226,12226,12226,12226,12226,12226,12226,12226,12226,12226,12226,12226,12226,12145,0,7028,12224,17641,"",12222,"",""
104,177,"","","","","","","","","","","","","","","","","","","","","","",411361590,32,100,"[12211,12212,12213]",24,0,0,"","","","","","","","","","","","","","","","","","","","","","","","",12049,0,"","","","","","",""
