"rownum","Id","Description","Invisible","Removable","Name","StatsKeys","bool","i32","bool","Maximum_StatsKey","Current_StatsKey","bool","i32","BuffVisualsKey","bool","bool","i32","bool","bool","bool","bool","BuffLimit","bool","Id2","IsRecovery","bool","bool","rid","bool","i32","bool","bool","i32","[i32]","bool","bool","[rid]","bool","[rid]","[rid]","[rid]","[rid]","bool","bool","bool","bool","bool","rid","[i32]"
353,"drop_bear_enrage","",1,"","Enrage","[717,70,177]",1,3,"","","",1,22,336,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[717,70,177]",[],"","","","","","",[]
354,"sandstorm","You are taking physical damage over time.","","","Sandstorm",[354],"",3,"","","","",22,338,"","",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[354],[],"","","","","","",[]
355,"union_of_souls","You are empowered and enlarged by the souls of your slain packmates",1,"","Union of Souls","[1928,124]",1,1,"","","","",22,0,1,"",16,"","","","",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[1928,124]",[],"","","","","","",[]
356,"bloodlines_shrouded","",1,"","","[2619,2568]","",3,"","","","",22,342,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[2619,2568]",[],"","","","","","",[]
357,"bloodlines_necrovigil","The souls of your fallen pack members protect you",1,"","Necrovigil","[398,24]","",3,"","","","",22,345,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[398,24]",[],"","","","","","",[]
358,"daresso_kneeling","",1,"","","[398,140]","",3,"","","","",22,0,1,"",16,"","","","",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[398,140]",[],"","","","","","",[]
359,"daresso_enrage","",1,"","",[70],1,3,"","","","",22,457,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[70],[],"","","","","","",[]
360,"bloodlines_damage_charge","",1,"","",[],1,4,"",2518,2516,"",22,349,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
361,"bloodlines_speed_charge","",1,"","",[],1,4,"",2519,2517,"",22,350,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
362,"cold_thorns","You reflect cold damage when hit","","","Cold Thorns","[1287,1282,477,2402,190,191,192,193]",1,3,"","","",1,22,343,"","",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[1287,1282,477,2402,190,191,192,193]",[],"","","","","","",[]
363,"monster_aura_burning","You are taking burning damage while standing in the burning aura","","","Burning Aura",[2533],1,3,"","","","",22,346,"","",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[2533],[],"","","","","","",[]
364,"monster_aura_chill","Your actions are slowed while standing in the chilling aura","","","Chilling Aura",[8413],1,3,"","","","",1,347,"","",2,"",1,1,"",0,"","",1,"","","","",4,"","",0,[],"","",[],"",[],[],[8413],[14562],"","",1,1,"","",[]
365,"monster_aura_shock","You take increased damage while standing in the shocking aura","","","Shocking Aura",[477],1,3,"","","","",2,348,"","",2,"",1,1,"",0,"","",1,"","","","",4,"","",0,[],"","",[],"",[],[],[477],[14564],"","",1,1,"","",[]
366,"static_weapon_buff","Static Strike deals damage around you as each stack expires.","","","Static Strike",[],"",1,1,"","",1,22,361,1,1,6,"",1,1,"",0,"","","","","","","",2,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
367,"hidden_player","You are hidden. ",1,"","","[140,701,861]","",2,"","","","",22,0,1,"",16,"","","","",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[140,701,861]",[],"","","","","","",[]
368,"monster_bloodlines_damage_reduction","",1,"","",[477],"",3,"","","","",22,0,1,"",16,"","","","",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[477],[],"","","","","","",[]
369,"bloodlines_invulnerable","",1,"","",[],1,2,"","","","",21,351,1,"",16,"",1,1,"",0,"","PhylacteralLink","","","","","",4,"","",0,[],"","",[],"",[],"[140,701,979]",[],[],"","","","","","",[]
370,"bloodlines_vulnerable","",1,"","",[],1,2,"","","","",21,352,1,"",16,"",1,1,"",0,"","PhylacteralLink","","","","","",4,"","",0,[],"","",[],"",[],[2552],[],[],"","","","","","",[]
371,"torment_touched","",1,"","",[],1,3,"","","","",22,353,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
372,"torment_possessed","",1,"","",[],1,3,"","","","",22,354,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
373,"visual_display_buff_not_hidden","",1,"","",[],1,1,"","","","",22,0,1,"",16,1,1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
374,"torment_cutthroat","You have Physical Damage and Attack Speed",1,"","Brutality","[26,70]",1,3,"","","","",22,357,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[26,70]",[],"","","","","","",[]
375,"unique_flask_taste_of_hate","You deal extra cold damage, you take a portion of physical damage as cold and have chance to avoid freeze and chill ailments.","","","Taste of Hate","[1050,448,190,191]",1,3,"","","","",22,358,1,"",4,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[1050,448,190,191]",[],"","","","","","",[]
376,"torment_embezzler","You recover Life, Mana and Energy Shield more slowly.","","","Smothered","[1011,1012,1013]",1,3,"","","","",22,360,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[1011,1012,1013]",[],"","","","","","",[]
377,"sandstorm_chaos","You are taking chaos damage over time.","","","Chaos Sandstorm",[453],"",3,"","","","",22,339,"","",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[453],[],"","","","","","",[]
378,"sandstorm_water","You are taking cold damage over time.","","","Vortex",[1979],"",3,"","","","",22,340,"","",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[1979],[],"","","","","","",[]
379,"bull_thorns","You reflect Physical and Elemental damage when hit. ","","","The Bull's Horns","[564,565]",1,2,"","","",1,22,364,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[564,565]",[],"","","","","","",[]
380,"damage_aura_skeleton_elite","Grants increased Damage","","","Damage Aura",[24],1,1,"","","","",22,211,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[24],[],"","","","","","",[]
381,"trap_nonplayer_immunity","",1,"","",[2687],"",3,"","","","",22,0,1,"",16,"","","","",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[2687],[],"","","","","","",[]
382,"inspiring_cry","You deal increased Damage and have additional Mana Regeneration.","","","Rallying Cry","[24,131]",1,3,"","","",1,22,373,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[24,131]",[],"","","","","","",[]
383,"kaom_archer_effect","",1,"","",[],1,3,"","","","",22,374,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
384,"lb_kaom_archer_effect","",1,"","",[],1,3,"","","","",22,375,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
385,"abyssal_cry","Your movement speed is reduced.","","","Abyssal Cry",[1999],1,3,"","","",1,22,376,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[1999],[],"","","","","","",[]
386,"unique_shapers_seed_regeneration","Grants Life Regeneration and increased Mana Regeneration","","","Shaper's Seed","[451,130]",1,3,"","","","",22,385,"","",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[451,130]",[],"","","","","","",[]
387,"vaal_aura_elemental_damage_healing","Taking Elemental Damage instead heals you. You cannot gain Vaal souls. You are Immune to Curses.","","","Gluttony of Elements","[2729,7796,745,1035,24,1905,451]","",3,"","","","",22,391,"","",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[2729,7796,745,1035,24,1905,451]",[],"","","","","","",[]
388,"kaom_warrior2_effect","",1,"","",[],1,3,"","","","",22,386,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
389,"kaom_warrior3_effect","",1,"","",[],1,3,"","","","",22,387,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
390,"fortify","You take less damage when hit","","","Fortify",[10606],1,3,"","","","",13,390,1,"",1,"",1,1,"",0,"","","","","","",1,4,"","",0,[],"","",[],"",[],[],[10606],[3040],"","","","","","",[]
391,"taunted","You deal less damage to enemies which have not taunted you.","","","Taunted",[],1,2,"","","","",22,589,1,"",2,"",1,1,"",0,"","TauntBuff",1,"","","","",4,"","",0,[],"","",[],"","[2763,3423]",[],"[2763,3423]",[],"","","","","","",[]
392,"blackguardzombie_speedbuff","",1,"","",[],1,3,"","","","",22,388,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
393,"kaom_fire","",1,"","",[],1,3,"","","","",22,389,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
394,"taunt_immunity","",1,"","",[],1,2,"","","",1,22,0,1,"",16,"","","","",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[],[2813],"","","","","","",[]
395,"stacking_ignite","You're on fire","","","Ignited",[8077],"",1,"","","",1,22,2,"","",2,"",1,1,"",300,"","","","","","","",2,"","",0,[],"","",[],"",[],[],[8077],[14561],"","","","","","",[]
396,"stolen_mod_buff","You have taken a random mod of a slain Rare Monster for yourself","","","Jewel Mod Thief",[],1,1,"","","","",22,268,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
397,"ice_elemental_buff","Your Ice Golem is granting you increased Accuracy and Critical Strike Chance","","","Ice Golem","[84,554]",1,3,"","","","",22,392,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[84,554]",[],"","","","","","",[]
398,"fire_elemental_buff","Your Flame Golem is granting you increased Damage","","","Flame Golem",[24],1,3,"","","","",22,393,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[24],[],"","","","","","",[]
399,"chaos_elemental_buff","Your Chaos Golem is granting you additional Physical Damage Reduction","","","Chaos Golem",[1035],1,3,"","","","",22,395,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[1035],[],"","","","","","",[]
400,"lightning_elemental_buff","Your Lightning Golem is granting you increased Attack and Cast Speed","","","Lightning Golem",[1905],1,3,"","","","",22,394,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[1905],[],"","","","","","",[]
401,"culling_strike_aura","You have culling strike while near allies using Kingmaker",1,"","Kingmaker's Presence",[589],1,3,"","","","",22,0,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[589],[],"","","","","","",[]
402,"increased_item_rarity_aura","You have Culling Strike, increased item rarity, and additional critical strike multiplier and fortification while near allies using Kingmaker","","","Kingmaker's Presence",[153],1,3,"","","","",22,450,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[153],[],"","","","","","",[]
403,"piety_fire_form_stacking_damage_taken","You take increased damage for each stack of Piety's Rage","","","Piety's Rage",[477],1,1,1,"","","",22,396,1,1,2,"",1,1,"",0,"","","","","","","",2,"","",0,[],"","",[],"",[],[],[477],[],"","","","","","",[]
404,"enduring_cry_life_regeneration","Grants Life regeneration",1,"","Enduring Cry",[451],1,3,"","","","",22,0,1,"",16,"","","","",0,1,"","","","","","",4,"","",0,[],"","",[],"",[],[],[451],[],"","","","","","",[]
405,"flame_golem_effects","",1,"","",[],1,3,"","","","",22,398,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
406,"flame_golem_summoned_effects","",1,"","",[],1,3,"","","","",22,399,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
407,"flame_golem_runic_effects","",1,"","",[],"",3,"","","","",22,400,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
408,"new_punishment_buff","You deal more Melee Damage and have increased Attack Speed","","","Punisher","[3028,70]",1,3,"","","",1,22,401,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[3028,70]",[],"","","","","","",[]
409,"totem_placement_buff","",1,"","",[554],"",3,"","","","",22,0,1,"",16,"","","","",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[554],[],"","","","","","",[]
410,"new_arctic_armour","You are immune to being Frozen. While stationary, you take less fire and physical damage. ","",1,"Arctic Armour",[4922],1,2,"","","",1,22,405,1,"",1,"",1,1,"",0,"","","",1,"","","",4,"",1,0,[],"","",[],"",[],[],[4922],[],"","","","","","",[]
411,"new_arctic_armour_stationary","",1,"","","[3066,3067]",1,3,"","","","",22,0,1,"",1,"","","","",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[3066,3067]",[],"","","","","","",[]
412,"unique_flask_lions_roar","You deal more Melee Physical Damage and Knock enemies back","","","Lion's Roar",[2752],"",3,"","","","",22,404,1,"",4,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[2752],[],"","","","","","",[]
413,"revenant_revive_possessed","",1,"","",[],"",3,"","","","",22,402,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
414,"revenant_revive_explode","",1,"","",[],"",3,"","","","",22,403,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
415,"unique_flask_chaos_damage_damages_es","Chaos damage does not bypass Energy Shield","","","Coruscating Elixir",[1202],1,3,"","","",1,22,359,1,"",4,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[1202],[],"","","","","","",[]
416,"unique_flask_es_regen","",1,"","Coruscating Elixir",[1053],1,3,"","","",1,22,0,1,"",16,"","","","",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[1053],[],"","","","","","",[]
417,"blood_rage_xandro","Life degeneration, life leech, increased rate of attack. You gain Frenzy charges for killing enemies","","","Blood Rage","[70,3094,2566,3060,352]",1,2,"","","",1,22,13,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[70,3094,2566,3060,352]",[],"","","","","","",[]
418,"malachai_invulnerable","",1,"","Invulnerable","[140,701,866,745]",1,2,"","","","",22,0,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[140,701,866,745]",[],"","","","","","",[]
419,"piety_ally_beam","You are taking Lightning Damage from a Lightning Beam skill.","","","Piety Beam",[1981],1,1,"","","",1,22,271,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[1981],[],"","","","","","",[]
420,"exploding_storm_buff","",1,"","",[],1,3,"","","",1,22,409,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
421,"diamond_storm","You always deal Critical Strikes.","","","Stinging Tempest","[348,11]",1,3,"","","",1,22,410,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[348,11]",[],"","","","","","",[]
422,"uber_diamond_storm","You always deal Critical Strikes.","","","Scathing Tempest","[348,1062,11]",1,3,"","","",1,22,410,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[348,1062,11]",[],"","","","","","",[]
423,"replenishing_storm","You are regenerating Life and Mana.","","","Restorative Tempest","[129,451]",1,3,"","","",1,22,411,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[129,451]",[],"","","","","","",[]
424,"echoing_storm","Your skills are repeated.","","","Echoing Tempest","[1885,1886,214]",1,3,"","","",1,22,412,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[1885,1886,214]",[],"","","","","","",[]
425,"divine_storm","You cannot be Damaged.","","","Divine Tempest",[140],1,3,"","","",1,22,105,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[140],[],"","","","","","",[]
426,"rarity_storm","You have increased Item Rarity and Quantity.","","","Shining Tempest","[10,11,153,151]",1,3,"","","",1,22,413,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[10,11,153,151]",[],"","","","","","",[]
427,"uber_rarity_storm","You have increased Item Rarity and Quantity.","","","Radiating Tempest","[10,11,153,151]",1,3,"","","",1,22,413,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[10,11,153,151]",[],"","","","","","",[]
428,"massive_storm","Your Damage and Size are increased, and you take reduced Damage.","","","Enlarging Tempest","[717,477,24,11]",1,3,"","","",1,22,414,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[717,477,24,11]",[],"","","","","","",[]
429,"tiny_storm","Your Damage and Size are reduced, and you take increased Damage.","","","Shrinking Tempest","[717,477,24]",1,3,"","","",1,22,415,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[717,477,24]",[],"","","","","","",[]
430,"fire_damage_storm","A portion of your Physical Damage is gained as Fire Damage, you always Ignite, and you deal increased Fire Damage.","","","Seething Tempest","[447,42,611,151]",1,3,"","","",1,22,416,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[447,42,611,151]",[],"","","","","","",[]
431,"cold_damage_storm","A portion of your Physical Damage is gained as Cold Damage, you always Freeze, and you deal increased Cold Damage.","","","Shivering Tempest","[448,49,455,201,151]",1,3,"","","",1,22,417,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[448,49,455,201,151]",[],"","","","","","",[]
432,"lightning_damage_storm","A portion of your Physical Damage is gained as Lightning Damage, you always Shock, and you deal increased Lightning Damage.","","","Galvanizing Tempest","[449,56,659,151]",1,3,"","","",1,22,418,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[449,56,659,151]",[],"","","","","","",[]
433,"smoke_trail_storm","Smoke shrouds you.","","","Obscuring Tempest",[],1,3,"","","",1,22,419,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
434,"corpse_devour_storm","Nearby corpses are devoured to heal you.","","","Devouring Tempest",[],1,3,"","","",1,22,420,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
435,"projectile_nova_storm","You gain four additional projectiles, and you fire your projectiles in a nova. You have increased area of effect.","","","Sharding Tempest","[1778,173,434]",1,3,"","","",1,22,421,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[1778,173,434]",[],"","","","","","",[]
436,"veil_storm","Your Elemental Resistances are Zero, and your Light radius is reduced.","","","Veiling Tempest","[2004,1211]",1,3,"","","",1,22,422,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[2004,1211]",[],"","","","","","",[]
437,"voltaxic_storm","A portion of your Damage is Converted to Chaos Damage.","","","Abyssal Tempest","[1482,1483,1484,485,151]",1,3,"","","",1,22,423,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[1482,1483,1484,485,151]",[],"","","","","","",[]
438,"phasing_storm","You have Phasing, allowing you to move through enemies. You have a chance to avoid damage.","","","Ethereal Tempest","[1854,7395]",1,3,"","","",1,22,424,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[1854,7395]",[],"","","","","","",[]
439,"corrupted_drops_storm","Items you find are Corrupted.","","","Corrupting Tempest","[3151,3154]",1,3,"","","",1,22,425,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[3151,3154]",[],"","","","","","",[]
440,"drop_as_sell_price_storm","Non-Unique Items you find, excluding Currency, Gems and Maps drop as their sell price.","","","Transmogrifying Tempest","[3152,3155,151]",1,3,"","","",1,22,426,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[3152,3155,151]",[],"","","","","","",[]
441,"quality_drops_storm","Items you find have Quality.","","","Refining Tempest","[3153,3156]",1,3,"","","",1,22,427,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[3153,3156]",[],"","","","","","",[]
442,"identify_items_storm","Items you find are Identified.","","","Revealing Tempest","[3276,3275]",1,3,"","","",1,22,428,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[3276,3275]",[],"","","","","","",[]
443,"arcane_storm","You have increased Elemental Damage and Cast Speed. You gain 10 life over one second when you cast a spell.","","","Arcane Tempest","[486,216,2016]",1,3,"","","",1,22,429,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[486,216,2016]",[],"","","","","","",[]
444,"status_immunity_storm","You cannot be Chilled, Frozen, Ignited or Shocked. You have additional Elemental Resistances and maximum Elemental Resistances.","","","Resisting Tempest","[191,190,192,193,141,948]",1,3,"","","",1,22,430,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[191,190,192,193,141,948]",[],"","","","","","",[]
445,"ground_spore_damage","","","","Malachai Spores",[354],1,3,"","","","",22,3,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[354],[],"","","","","","",[]
446,"flask_bonus_item_rarity","You have increased Rarity of Items Found while this flask is in effect",1,"","Item Rarity",[153],1,3,"","","","",22,0,1,"",4,"",1,"","",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[153],[],"","","","","","",[]
447,"map_boss_duet_enrage","",1,"","","[477,70,216,24,717]",1,3,"","","","",22,447,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[477,70,216,24,717]",[],"","","","","","",[]
448,"ground_spores","You are taking Physical Damage while standing in Ground Spores","","","Ground Spores",[354],1,3,"","","","",22,448,"","",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[354],[],"","","","","","",[]
449,"new_phase_run","You have Phasing, allowing you to move through enemies, move faster, are less visible to enemies and deal more Melee Physical Damage. ","","","Phase Run","[1854,177,635,12393,5824]",1,2,"","","","",22,451,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[1854,177,635,12393,5824]",[],"","","","","","",[]
450,"new_phase_run_damage","You deal more Melee Physical Damage. ","","","Phase Run Damage",[635],1,2,"","","","",22,452,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[635],[],"","","","","","",[]
451,"tempest_soul_eater","You have Soul Eater.","","","Consuming Tempest",[],1,1,"","","",1,22,431,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
452,"static_tether","","","","Static Tether",[],1,1,"","","",1,22,454,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
453,"flask_bonus_mana_regeneration_rate","",1,"","",[130],1,3,"","","","",22,0,1,"",4,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[130],[],"","","","","","",[]
454,"flask_bonus_flask_charge_recovery","",1,"","",[401],1,3,"","","","",22,0,1,"",4,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[401],[],"","","","","","",[]
455,"frost_bomb","You have reduced regeneration of life and energy shield, and reduced energy shield recharge rate","","","Frost Bomb","[2401,8143,138]",1,3,"","","",1,22,458,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[2401,8143,138]",[],"","","","","","",[]
456,"lightning_bomb","You have reduced resistances to lightning damage and life regeneration.","","","Lightning Bomb","[2401,8143,138]",1,3,"","","",1,22,459,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[2401,8143,138]",[],"","","","","","",[]
457,"borrowed_power_lightning_aura","","","","Borrowed Power",[4096],"",3,"","","","",22,5,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[4096],[],"","","","","","",[]
458,"disable_weapons_buff","You have Onslaught, and your weapons have been disabled.","","","Dancing Dervish","[3319,1750]",1,3,"","","","",22,547,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[3319,1750]",[],"","","","","","",[]
459,"sawblade_damage","",1,"","Death Rhoomba","[2566,3060]",1,3,"","","","",22,471,"","",11,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[2566,3060]",[],"","","","","","",[]
460,"usemax_mana_regen","You are Regenerating Mana","","","Mana Regeneration",[131],1,3,"","","",1,22,159,1,"",1,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","",[],"",[],[],[131],[],"","","","","","",[]
461,"righteous_lightning","You deal lightning damage to those around you, while draining your mana.","","","Righteous Lightning","[3345,1077,554]",1,2,"","","",1,22,468,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[3345,1077,554]",[],"","","","","","",[]
462,"righteous_lightning_aura","You are taking lightning damage from being near an enemy using Righteous Lightning","","","Righteous Lightning",[1981],"",3,"","","","",22,469,"","",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[1981],[],"","","","","","",[]
463,"life_leech_damage","You are taking chaos damage from your opponent's Life Leech",1,"","Life Leech Damage",[453],1,1,"","","",1,22,0,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[453],[],"","","","","","",[]
464,"enchantment_added_fire_damage","",1,"","","[43,44]","",3,"","","",1,22,0,1,"",16,"","","","",0,1,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[43,44]",[],"","","","","","",[]
465,"talisman_monster","",1,"","Talisman",[],"",3,"","","","",22,470,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
466,"caustic_cloud","You are taking Chaos Damage from standing in Caustic Ground","","","Caustic Ground","[453,6521]",1,3,"","","","",22,12,"","",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[453,6521]",[],"","","","","","",[]
467,"enchantment_reduced_mana_cost","",1,"","",[213],"",3,"","","",1,22,0,1,"",16,"","","","",0,1,"","","","","","",4,"","",0,[],"","",[],"",[],[],[213],[],"","","","","","",[]
468,"enchantment_stun_avoid","",1,"","",[6084],"",3,"","","",1,22,0,1,"",16,"","","","",0,1,"","","","","","",4,"","",0,[],"","",[],"",[],[],[6084],[],"","","","","","",[]
469,"enchantment_attack_and_cast_speed","",1,"","","[70,216]","",3,"","","",1,22,0,1,"",16,"","","","",0,1,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[70,216]",[],"","","","","","",[]
