"rownum","Id","BaseItemTypesKey","HASH16","HASH32","i32","bool","bool","[rid]","rid"
287,"Metadata/Pet/Hasina/Hasina01",4184,48515,-1825821009,10,1,"",[2],39
288,"Metadata/Pet/Hasina/Hasina02",4185,58687,1343468844,10,"",1,[2],39
289,"Metadata/Pet/Hasina/Hasina03",4186,50215,247843554,10,1,"",[2],39
290,"Metadata/Pet/HasinaSpring/HasinaSpringPremium",4187,4721,1578847338,8,"",1,[2],39
291,"Metadata/Pet/HasinaSpring/HasinaSpringPremiumExpired",4188,31636,238712238,8,1,"",[2],39
292,"Metadata/Pet/ThaumaturgyDachshund/ThaumaturgyDachshund",4189,60005,388562253,8,"","",[1],111
293,"Metadata/Pet/Cat/SoulkeeperCat",4190,16179,1306096362,8,"","",[1],49
294,"Metadata/Pet/ScavengerBat/ScavengerBat",4191,64801,-1236710552,8,"","",[1],84
295,"Metadata/Pet/ScavengerLargeRat/ScavengerLargeRat",4192,16929,1947809336,8,"","",[1],84
296,"Metadata/Pet/OverseerSmallPet/OverseerSmallPet",4193,21479,-1076564941,8,"","",[1],84
297,"Metadata/Pet/OverseerLargeOwl/OverseerLargeOwl",4194,39745,2026693517,10,"","",[1],84
298,"Metadata/Pet/ParagonPet/ParagonPet",4195,7860,1538344197,8,"","",[1],86
299,"Metadata/Pet/EthercraftTurtle/SavageEthercraftTurtle",4196,986,-672672707,8,"","",[1],46
300,"Metadata/Pet/EthercraftTurtleEnraged/EnragedEthercraftTurtle",4197,11895,1698319181,8,"","",[1],46
301,"Metadata/Pet/EthercraftTurtleTranquil/TranquilEthercraftTurtle",4198,60254,1792442760,8,"","",[1],46
302,"Metadata/Pet/EthercraftTurtleChaotic/ChaoticEthercraftTurtle",4199,22730,-177558112,8,"","",[1],46
303,"Metadata/Pet/DragonSerpent/DragonSerpent",4200,34863,1618798675,14,1,"",[1],12
304,"Metadata/Pet/DragonSerpent/DragonSerpentPremium",4201,40417,594984599,14,"",1,[1],12
305,"Metadata/Pet/DragonSerpent/DragonSerpentPremiumExpired",4202,28497,-1788872178,14,1,"",[1],12
306,"Metadata/Pet/JingweiBabyCrane/JingweiBabyCrane",4203,59758,2005638885,8,1,"",[1],77
307,"Metadata/Pet/JingweiCrane/JingweiCrane",4204,38119,-1691938880,8,"",1,[1],77
308,"Metadata/Pet/JingweiCrane/JingweiCraneExpired",4205,6131,1202212955,8,1,"",[1],77
309,"Metadata/Pet/BuccaneerPet/BuccaneerPet",4207,45357,2126630892,8,"","",[2],34
310,"Metadata/Pet/IntrepidDeer/IntrepidDeer",4206,12606,-665851535,8,"","",[1],103
311,"Metadata/Pet/Seagull/AtlantisSirenSeagull",4209,31305,899502036,8,"","",[1],10
312,"Metadata/Pet/AtlantisSirenPegasus/AtlantisSirenPegasus",4210,62905,722919087,12,"","",[1],10
313,"Metadata/Pet/Frog/Deepwater",4211,53606,-2039916785,8,"","",[1],10
314,"Metadata/Pet/FishMine/FishMine",4212,12453,-1734367174,8,"","",[1],10
315,"Metadata/Pet/HellscapePet/HellscapePet",4213,22214,-1592592428,10,"","",[1],103
316,"Metadata/Pet/Skadi/Skadi",4214,28132,-526938765,10,1,"",[2],8
317,"Metadata/Pet/Skadi/SkadiPremium",4215,47903,396340352,10,"",1,[2],8
318,"Metadata/Pet/Skadi/SkadiPremiumExpired",4216,26442,1858079114,10,1,"",[2],8
319,"Metadata/Pet/CelestialTurtle/CelestialTurtle",4220,51403,1548522631,8,"","",[1],22
320,"Metadata/Pet/GryffonPets/DarkShardTencentGryffon",4217,28186,502821858,10,1,"",[1],86
321,"Metadata/Pet/GryffonPets/DarkShardTencentGryffonPremium",4218,22433,-2043162218,10,"",1,[1],86
322,"Metadata/Pet/GryffonPets/DarkShardTencentGryffonPremiumExpired",4219,40946,-1720777059,10,1,"",[1],86
323,"Metadata/Pet/WyrmCall/WyrmCallPet",4208,44243,-2008603500,15,"","",[1],7
324,"Metadata/Pet/Beetle/HeritageBeetle",4221,8812,-658965804,8,"","",[1],68
325,"Metadata/Pet/HummingBird/HeritageHummingBird",4222,28721,417097965,8,"","",[1],68
326,"Metadata/Pet/HeritagePeacock/HeritagePeacock",4223,5638,458362196,8,"","",[1],68
327,"Metadata/Pet/Centipede/DivergenceCentipede",4224,14358,-911543876,8,"","",[1],68
328,"Metadata/Pet/DivergenceAnglerFish/DivergenceAnglerFish",4225,3550,371268607,10,"","",[1],68
329,"Metadata/Pet/SkadiWolfPup/SkadiWolfPup",4226,9600,150482296,8,1,"",[1],3
330,"Metadata/Pet/SkadiWolfSpirit/SkadiWolfSpirit",4227,46611,-966627215,8,"",1,[1],3
331,"Metadata/Pet/SkadiWolfSpirit/SkadiWolfSpiritExpired",4228,34052,1466749544,8,1,"",[1],3
332,"Metadata/Pet/GodOfThunderBabyTiger/GodOfThunderBabyTiger",4229,15755,-316288850,8,1,"",[1],3
333,"Metadata/Pet/Tiger/GodofThunderPet",4230,10092,-1325492334,8,"",1,[1],3
334,"Metadata/Pet/Tiger/GodofThunderPremiumExpiredPet",4231,19470,318136056,8,1,"",[1],3
335,"Metadata/Pet/Tiger/HarmoniousTigerPet",4232,53283,1853210198,8,"","",[1],67
336,"Metadata/Pet/HummingBird/HummingBird",4233,38857,-2099505899,8,"","",[1],3
337,"Metadata/Pet/FennecFox/FennecFox",4234,23252,173691022,8,"","",[1],3
338,"Metadata/Pet/GiantHornet/GiantHornet",4235,61971,-1124708635,8,"","",[1],3
339,"Metadata/Pet/Wolverine/Wolverine",4236,18642,423055845,8,"","",[1],3
340,"Metadata/Pet/PoodleMoth/PoodleMoth",4237,39448,-807905856,8,"","",[1],3
341,"Metadata/Pet/FaridunLizardPet/FaridunLizardPet",4238,56965,-1892068932,8,"","",[1],3
342,"Metadata/Pet/FangtoothMoray/FangtoothMoray",4239,34645,-1870981330,8,"","",[1],3
343,"Metadata/Pet/Raccoon/Raccoon",4240,44288,1511061264,8,"","",[1],3
344,"Metadata/Pet/AyeAyePet/AyeAye",4241,44009,1780531657,8,"","",[1],3
345,"Metadata/Pet/Cat/AristocratCat",4242,18801,633236687,8,"","",[1],3
346,"Metadata/Pet/CultDarkness/Aristocrat/Aristocrat",4243,25862,493975671,10,"","",[1],3
347,"Metadata/Pet/BladeSoul/BladeSoulSword",4244,6186,-653803219,10,1,"",[2],11
348,"Metadata/Pet/BladeSoul/BladeSoulCompanion",4245,39792,1035904718,10,"",1,[2],11
349,"Metadata/Pet/BladeSoul/BladeSoulCompanionExpired",4246,33631,-1160693362,10,1,"",[2],11
350,"Metadata/Pet/TencentAristocratCat/TencentAristocratCat",4247,656,404691599,8,1,"",[1],3
351,"Metadata/Pet/TencentAristocratCat/TencentAristocratCatPremium",4248,15830,-108805035,8,"",1,[1],3
352,"Metadata/Pet/TencentAristocratCat/TencentAristocratCatPremiumExpired",4249,35821,627224207,8,1,"",[1],3
353,"Metadata/Pet/Battery/Mana/ManaBatteryOrb",4250,3545,-1611361747,8,"","",[1],86
354,"Metadata/Pet/Battery/Life/LifeBatteryOrb",4251,45428,-1137701564,8,"","",[1],86
355,"Metadata/Pet/EmberkeepVulture/EmberkeepVulture",4254,15979,-1311469633,8,"","",[1],3
356,"Metadata/Pet/GolemBall/GolemBall",4252,44649,2025838294,8,"","",[1],86
