"rownum","Mod","TiersWhitelist","TransformAchievement","CorrectGroups"
399,25053,[4],"","[""CriticalStrikesDealNoExtraDamage""]"
400,25054,[2],"","[""HellscapeDownsideCannotCrit""]"
401,25055,[3],"","[""HellscapeDownsideCannotCrit""]"
402,25056,[4],"","[""HellscapeDownsideCannotCrit""]"
403,25057,[2],"","[""HellscapeDownsideCannotCrit""]"
404,25058,[3],"","[""HellscapeDownsideCannotCrit""]"
405,25059,[4],"","[""HellscapeDownsideCannotCrit""]"
406,25060,[3],"","[""DealNoFireDamage"",""FireDamagePercentage"",""ElementalDamagePercent""]"
407,25061,[4],"","[""DealNoFireDamage"",""FireDamagePercentage"",""ElementalDamagePercent""]"
408,25062,[3],"","[""DealNoFireDamage"",""FireDamagePercentage"",""ElementalDamagePercent""]"
409,25063,[4],"","[""DealNoFireDamage"",""FireDamagePercentage"",""ElementalDamagePercent""]"
410,25064,[3],"","[""DealNoColdDamage"",""ColdDamagePercentage"",""ElementalDamagePercent""]"
411,25065,[4],"","[""DealNoColdDamage"",""ColdDamagePercentage"",""ElementalDamagePercent""]"
412,25066,[3],"","[""DealNoColdDamage"",""ColdDamagePercentage"",""ElementalDamagePercent""]"
413,25067,[4],"","[""DealNoColdDamage"",""ColdDamagePercentage"",""ElementalDamagePercent""]"
414,25068,[3],"","[""DealNoPhysicalDamage"",""PhysicalDamagePercent""]"
415,25069,[4],"","[""DealNoPhysicalDamage"",""PhysicalDamagePercent""]"
416,25070,[3],"","[""DealNoPhysicalDamage"",""PhysicalDamagePercent""]"
417,25071,[4],"","[""DealNoPhysicalDamage"",""PhysicalDamagePercent""]"
418,25072,[3],"","[""DealNoChaosDamage"",""IncreasedChaosDamage""]"
419,25073,[4],"","[""DealNoChaosDamage"",""IncreasedChaosDamage""]"
420,25074,[3],"","[""DealNoChaosDamage"",""IncreasedChaosDamage""]"
421,25075,[4],"","[""DealNoChaosDamage"",""IncreasedChaosDamage""]"
422,25076,[2],"",[]
423,25077,[3],"",[]
424,25078,[4],"",[]
425,25079,[1],8421,[]
426,25080,[2],8421,[]
427,25081,[3],8421,[]
428,25082,[4],8421,[]
429,25083,[1],8421,[]
430,25084,[2],8421,[]
431,25085,[3],8421,[]
432,25086,[4],8421,[]
433,25087,[1],8421,[]
434,25088,[2],8421,[]
435,25089,[3],8421,[]
436,25090,[4],8421,[]
437,25091,[3],"",[]
438,25092,[4],"",[]
439,25093,[3],"",[]
440,25094,[4],"",[]
441,25095,[3],"",[]
442,25096,[4],"",[]
443,25097,[2],"",[]
444,25098,[3],"",[]
445,25099,[4],"",[]
446,25100,"[3,4]",8329,"[""IncreaseSocketedGemLevel""]"
447,25101,"[3,4]",8329,"[""IncreaseSocketedGemLevel""]"
448,25102,"[3,4]",8329,"[""AdditionalCurseOnEnemies"",""IncreaseSocketedGemLevel""]"
449,25103,"[3,4]",8329,"[""IncreaseSocketedGemLevel""]"
450,25104,"[3,4]",8329,"[""IncreaseSocketedGemLevel""]"
451,25105,"[3,4]",8329,"[""IncreaseSocketedGemLevel""]"
452,25106,"[3,4]",8329,"[""IncreaseSocketedGemLevel""]"
453,25107,"[3,4]",8329,"[""IncreaseSocketedGemLevel""]"
454,25108,"[3,4]",8329,"[""IncreaseSocketedGemLevel""]"
455,25109,"[3,4]",8329,"[""DealNoLightningDamage"",""IncreaseSocketedGemLevel"",""LightningResistancePenetration"",""LightningDamagePercentage"",""ElementalDamagePercent""]"
456,25110,"[3,4]",8329,"[""DealNoChaosDamage"",""IncreaseSocketedGemLevel"",""ChaosResistancePenetration"",""IncreasedChaosDamage""]"
457,25111,"[3,4]",8329,"[""DealNoFireDamage"",""IncreaseSocketedGemLevel"",""FireResistancePenetration"",""FireDamagePercentage"",""ElementalDamagePercent""]"
458,25112,"[3,4]",8329,"[""DealNoColdDamage"",""IncreaseSocketedGemLevel"",""ColdResistancePenetration"",""ColdDamagePercentage"",""ElementalDamagePercent""]"
459,25113,"[3,4]",8329,"[""IncreaseSocketedGemLevel""]"
460,25114,"[3,4]",8329,"[""IncreaseSocketedGemLevel""]"
461,25115,"[3,4]",8329,"[""DealNoChaosDamage"",""SpellDamage"",""IncreaseSocketedGemLevel"",""ChaosResistancePenetration"",""IncreasedChaosDamage""]"
462,25116,"[3,4]",8329,"[""DealNoChaosDamage"",""SpellDamage"",""IncreaseSocketedGemLevel"",""ChaosResistancePenetration"",""IncreasedChaosDamage""]"
463,25117,"[3,4]",8329,"[""DealNoLightningDamage"",""SpellDamage"",""IncreaseSocketedGemLevel"",""LightningResistancePenetration"",""LightningDamagePercentage"",""ElementalDamagePercent""]"
464,25118,"[3,4]",8329,"[""DealNoLightningDamage"",""SpellDamage"",""IncreaseSocketedGemLevel"",""LightningResistancePenetration"",""LightningDamagePercentage"",""ElementalDamagePercent""]"
465,25119,"[3,4]",8329,"[""DealNoFireDamage"",""SpellDamage"",""IncreaseSocketedGemLevel"",""FireResistancePenetration"",""FireDamagePercentage"",""ElementalDamagePercent""]"
466,25120,"[3,4]",8329,"[""DealNoFireDamage"",""SpellDamage"",""IncreaseSocketedGemLevel"",""FireResistancePenetration"",""FireDamagePercentage"",""ElementalDamagePercent""]"
467,25121,"[3,4]",8329,"[""DealNoColdDamage"",""SpellDamage"",""IncreaseSocketedGemLevel"",""ColdResistancePenetration"",""ColdDamagePercentage"",""ElementalDamagePercent""]"
468,25122,"[3,4]",8329,"[""DealNoColdDamage"",""SpellDamage"",""IncreaseSocketedGemLevel"",""ColdResistancePenetration"",""ColdDamagePercentage"",""ElementalDamagePercent""]"
469,25123,"[3,4]",8329,"[""DealNoPhysicalDamage"",""SpellDamage"",""IncreaseSocketedGemLevel"",""PhysicalDamagePercent""]"
470,25124,"[3,4]",8329,"[""DealNoPhysicalDamage"",""SpellDamage"",""IncreaseSocketedGemLevel"",""PhysicalDamagePercent""]"
471,25125,"[2,3,4]","",[]
472,25126,"[2,3,4]","",[]
473,25127,[1],"",[]
474,25128,[2],"",[]
475,25129,[3],"",[]
476,25130,[4],"",[]
477,25131,[1],"",[]
478,25132,[2],"",[]
479,25133,[3],"",[]
480,25134,[4],"",[]
481,25135,[2],"","[""HellscapeDownsideStrengthRequirement"",""HellscapeDownsideDexterityRequirement"",""HellscapeDownsideIntelligenceRequirement""]"
482,25136,[3],"","[""HellscapeDownsideStrengthRequirement"",""HellscapeDownsideDexterityRequirement"",""HellscapeDownsideIntelligenceRequirement""]"
483,25137,[4],"","[""HellscapeDownsideStrengthRequirement"",""HellscapeDownsideDexterityRequirement"",""HellscapeDownsideIntelligenceRequirement""]"
484,25138,[1],"",[]
485,25139,[2],"",[]
486,25140,[3],"",[]
487,25141,[4],"",[]
488,25142,[2],"","[""NoLifeRegeneration""]"
489,25143,[3],"","[""NoLifeRegeneration""]"
490,25144,[4],"","[""NoLifeRegeneration""]"
491,25145,[1],"","[""NoLifeRegeneration"",""LifeRegenerationRate""]"
492,25146,[1],"","[""NoLifeRegeneration"",""LifeRegenerationRate""]"
493,25147,[1],"","[""NoLifeRegeneration"",""LifeRegenerationRate""]"
494,25148,[2],"","[""NoLifeRegeneration"",""LifeRegenerationRate""]"
495,25149,[2],"","[""NoLifeRegeneration"",""LifeRegenerationRate""]"
496,25150,[2],"","[""NoLifeRegeneration"",""LifeRegenerationRate""]"
497,25151,[3],"","[""NoLifeRegeneration"",""LifeRegenerationRate""]"
498,25152,[3],"","[""NoLifeRegeneration"",""LifeRegenerationRate""]"
499,25153,[3],"","[""NoLifeRegeneration"",""LifeRegenerationRate""]"
500,25154,[4],"","[""NoLifeRegeneration"",""LifeRegenerationRate""]"
501,25155,[2],"",[]
502,25156,[2],"",[]
503,25157,[3],"",[]
504,25158,[4],"",[]
505,25159,[2],"",[]
506,25160,[3],"",[]
507,25161,[4],"",[]
508,25162,[1],8421,[]
509,25163,[2],8421,[]
510,25164,[3],8421,[]
511,25165,[4],8421,[]
512,25166,[1],"",[]
513,25167,[2],"",[]
514,25168,[3],"",[]
515,25169,[4],"",[]
516,25170,[1],"","[""NoManaRegeneration""]"
517,25171,[2],"","[""NoManaRegeneration""]"
518,25172,[2],"","[""NoManaRegeneration""]"
519,25173,[3],"","[""NoManaRegeneration""]"
520,25174,[3],"","[""NoManaRegeneration""]"
521,25175,[4],"","[""NoManaRegeneration""]"
522,25176,[1],"",[]
523,25177,[1],"",[]
524,25178,[1],"",[]
525,25179,[1],"",[]
526,25180,[2],"",[]
527,25181,[2],"",[]
528,25182,[3],"",[]
529,25183,[4],"",[]
530,25184,[2],"","[""DealNoPhysicalDamage"",""CannotLeechLife"",""PhysicalDamagePercent""]"
531,25185,[3],"","[""DealNoPhysicalDamage"",""CannotLeechLife"",""PhysicalDamagePercent""]"
532,25186,[4],"","[""DealNoPhysicalDamage"",""CannotLeechLife"",""PhysicalDamagePercent""]"
533,25187,[2],"","[""CannotLeech"",""DealNoPhysicalDamage""]"
534,25188,[3],"","[""CannotLeech"",""DealNoPhysicalDamage""]"
535,25189,[4],"","[""CannotLeech"",""DealNoPhysicalDamage""]"
536,25190,[2],"",[]
537,25191,[3],"",[]
538,25192,[4],"",[]
539,25193,[2],"",[]
540,25194,[3],"",[]
541,25195,[4],"",[]
542,25196,[2],"",[]
543,25197,[3],"",[]
544,25198,[4],"",[]
545,25199,[2],"",[]
546,25200,[3],"",[]
547,25201,[4],"",[]
548,25202,[2],"",[]
549,25203,[3],"",[]
550,25204,[4],"",[]
551,25205,[2],"",[]
552,25206,[3],"",[]
553,25207,[4],"",[]
554,25208,[1],"",[]
555,25209,[2],"",[]
556,25210,[3],"",[]
557,25211,[4],"",[]
558,25212,[1],"",[]
559,25213,[2],"",[]
560,25214,[3],"",[]
561,25215,[4],"",[]
562,25216,[1],"",[]
563,25217,[2],"",[]
564,25218,[3],"",[]
565,25219,[4],"",[]
566,25220,[2],"","[""CannotApplyFireAilments"",""DealNoColdDamage"",""ColdResistancePenetration"",""ColdDamagePercentage"",""ElementalDamagePercent""]"
567,25221,[3],"","[""CannotApplyFireAilments"",""DealNoColdDamage"",""ColdResistancePenetration"",""ColdDamagePercentage"",""ElementalDamagePercent""]"
568,25222,[4],"","[""CannotApplyFireAilments"",""DealNoColdDamage"",""ColdResistancePenetration"",""ColdDamagePercentage"",""ElementalDamagePercent""]"
569,25223,[2],"","[""CannotApplyFireAilments"",""DealNoColdDamage"",""ColdResistancePenetration"",""ColdDamagePercentage"",""ElementalDamagePercent""]"
570,25224,[3],"","[""CannotApplyFireAilments"",""DealNoColdDamage"",""ColdResistancePenetration"",""ColdDamagePercentage"",""ElementalDamagePercent""]"
571,25225,[4],"","[""CannotApplyFireAilments"",""DealNoColdDamage"",""ColdResistancePenetration"",""ColdDamagePercentage"",""ElementalDamagePercent""]"
572,25226,[2],"","[""CannotApplyFireAilments"",""DealNoFireDamage"",""FireResistancePenetration"",""FireDamagePercentage"",""ElementalDamagePercent""]"
573,25227,[3],"","[""CannotApplyFireAilments"",""DealNoFireDamage"",""FireResistancePenetration"",""FireDamagePercentage"",""ElementalDamagePercent""]"
574,25228,[4],"","[""CannotApplyFireAilments"",""DealNoFireDamage"",""FireResistancePenetration"",""FireDamagePercentage"",""ElementalDamagePercent""]"
575,25229,[2],"","[""CannotApplyFireAilments"",""DealNoFireDamage"",""FireResistancePenetration"",""FireDamagePercentage"",""ElementalDamagePercent""]"
576,25230,[3],"","[""CannotApplyFireAilments"",""DealNoFireDamage"",""FireResistancePenetration"",""FireDamagePercentage"",""ElementalDamagePercent""]"
577,25231,[4],"","[""CannotApplyFireAilments"",""DealNoFireDamage"",""FireResistancePenetration"",""FireDamagePercentage"",""ElementalDamagePercent""]"
578,25232,[2],"","[""CannotApplyFireAilments"",""DealNoLightningDamage"",""LightningResistancePenetration"",""LightningDamagePercentage"",""ElementalDamagePercent""]"
579,25233,[3],"","[""CannotApplyFireAilments"",""DealNoLightningDamage"",""LightningResistancePenetration"",""LightningDamagePercentage"",""ElementalDamagePercent""]"
580,25234,[4],"","[""CannotApplyFireAilments"",""DealNoLightningDamage"",""LightningResistancePenetration"",""LightningDamagePercentage"",""ElementalDamagePercent""]"
581,25235,[2],"","[""CannotApplyFireAilments"",""DealNoLightningDamage"",""LightningResistancePenetration"",""LightningDamagePercentage"",""ElementalDamagePercent""]"
582,25236,[3],"","[""CannotApplyFireAilments"",""DealNoLightningDamage"",""LightningResistancePenetration"",""LightningDamagePercentage"",""ElementalDamagePercent""]"
583,25237,[4],"","[""CannotApplyFireAilments"",""DealNoLightningDamage"",""LightningResistancePenetration"",""LightningDamagePercentage"",""ElementalDamagePercent""]"
584,25238,[2],"","[""CannotCauseBleeding""]"
585,25239,[3],"","[""CannotCauseBleeding""]"
586,25240,[4],"","[""CannotCauseBleeding""]"
587,25241,[2],"","[""CannotCausePoison""]"
588,25242,[3],"","[""CannotCausePoison""]"
589,25243,[4],"","[""CannotCausePoison""]"
590,25244,[1],"",[]
591,25245,[2],"",[]
592,25246,[3],"",[]
593,25247,[4],"",[]
594,25248,[3],"",[]
595,25249,[4],"",[]
596,25250,[3],"",[]
597,25251,[4],"",[]
598,25252,[3],"","[""IncreasedLife""]"
599,25253,[4],"","[""IncreasedLife""]"
600,25254,[3],"",[]
601,25255,[4],"",[]
602,25256,[3],"",[]
603,25257,[4],"",[]
604,25258,[3],"",[]
605,25259,[4],"",[]
606,25260,[2],"",[]
607,25261,[3],"",[]
608,25262,[4],"",[]
609,25263,[2],"",[]
610,25264,[3],"",[]
611,25265,[4],"",[]
612,25266,[2],"",[]
613,25267,[3],"",[]
614,25268,[4],"",[]
615,25269,"[3,4]",8328,[]
616,25270,"[3,4]",8328,[]
617,25271,"[3,4]",8328,[]
618,25272,"[3,4]",8328,[]
619,25273,"[3,4]",8328,[]
620,25274,[2],8421,[]
621,25275,[3],8421,[]
622,25276,[4],8421,[]
623,25277,[2],8328,[]
624,25278,[3],8328,[]
625,25279,[4],"",[]
626,25280,[2],"",[]
627,25281,[3],"",[]
628,25282,[4],"",[]
629,25283,[2],"",[]
630,25284,[3],"",[]
631,25285,[4],"",[]
632,25286,[2],"",[]
633,25287,[3],"",[]
634,25288,[4],"",[]
635,25289,[2],"",[]
636,25290,[3],"",[]
637,25291,[4],"",[]
638,25292,[2],"",[]
639,25293,[3],"",[]
640,25294,[4],"",[]
641,25295,[2],"",[]
642,25296,[3],"",[]
643,25297,[4],"",[]
644,25298,[2],"",[]
645,25299,[3],"",[]
646,25300,[4],"",[]
647,25301,[2],"",[]
648,25302,[3],"",[]
649,25303,[4],"",[]
650,25304,[2],"",[]
651,25305,[3],"",[]
652,25306,[4],"",[]
653,25307,[2],"",[]
654,25308,[3],"",[]
655,25309,[4],"",[]
656,25310,[2],"",[]
657,25311,[3],"",[]
658,25312,[4],"",[]
659,25313,[2],"",[]
660,25314,[3],"",[]
661,25315,[4],"",[]
662,25316,[2],"",[]
663,25317,[3],"",[]
664,25318,[4],"",[]
665,25319,[2],"",[]
666,25320,[3],"",[]
667,25321,[4],"",[]
668,25322,[2],"",[]
669,25323,[3],"",[]
670,25324,[4],"",[]
671,25325,[4],"",[]
672,25326,[2],"","[""DealNoColdDamage"",""ColdDamagePercentage"",""ElementalDamagePercent""]"
673,25327,[3],"","[""DealNoColdDamage"",""ColdDamagePercentage"",""ElementalDamagePercent""]"
674,25328,[4],"","[""DealNoColdDamage"",""ColdDamagePercentage"",""ElementalDamagePercent""]"
675,25329,[2],"","[""DealNoColdDamage"",""ColdDamagePercentage"",""ElementalDamagePercent""]"
676,25330,[3],"","[""DealNoColdDamage"",""ColdDamagePercentage"",""ElementalDamagePercent""]"
677,25331,[4],"","[""DealNoColdDamage"",""ColdDamagePercentage"",""ElementalDamagePercent""]"
678,25332,[2],"","[""DealNoFireDamage"",""FireDamagePercentage"",""ElementalDamagePercent""]"
679,25333,[3],"","[""DealNoFireDamage"",""FireDamagePercentage"",""ElementalDamagePercent""]"
680,25334,[4],"","[""DealNoFireDamage"",""FireDamagePercentage"",""ElementalDamagePercent""]"
681,25335,[2],"","[""DealNoFireDamage"",""FireDamagePercentage"",""ElementalDamagePercent""]"
682,25336,[3],"","[""DealNoFireDamage"",""FireDamagePercentage"",""ElementalDamagePercent""]"
683,25337,[4],"","[""DealNoFireDamage"",""FireDamagePercentage"",""ElementalDamagePercent""]"
684,25338,[2],"","[""DealNoLightningDamage"",""LightningDamagePercentage"",""ElementalDamagePercent""]"
685,25339,[3],"","[""DealNoLightningDamage"",""LightningDamagePercentage"",""ElementalDamagePercent""]"
686,25340,[4],"","[""DealNoLightningDamage"",""LightningDamagePercentage"",""ElementalDamagePercent""]"
687,25341,[2],"","[""DealNoLightningDamage"",""LightningDamagePercentage"",""ElementalDamagePercent""]"
688,25342,[3],"","[""DealNoLightningDamage"",""LightningDamagePercentage"",""ElementalDamagePercent""]"
689,25343,[4],"","[""DealNoLightningDamage"",""LightningDamagePercentage"",""ElementalDamagePercent""]"
690,25344,[2],"","[""DealNoChaosDamage"",""IncreasedChaosDamage""]"
691,25345,[3],"","[""DealNoChaosDamage"",""IncreasedChaosDamage""]"
692,25346,[4],"","[""DealNoChaosDamage"",""IncreasedChaosDamage""]"
693,25347,[2],"","[""DealNoChaosDamage"",""IncreasedChaosDamage""]"
694,25348,[3],"","[""DealNoChaosDamage"",""IncreasedChaosDamage""]"
695,25349,[4],"","[""DealNoChaosDamage"",""IncreasedChaosDamage""]"
696,25350,"[1,2,3,4]","",[]
697,25351,"[3,4]",8330,"[""CannotCurse""]"
698,25352,"[3,4]",8330,"[""CannotCurse""]"
699,25353,"[3,4]",8330,"[""CannotCurse""]"
700,25354,"[3,4]",8330,"[""CannotCurse""]"
701,25355,"[3,4]",8330,"[""CannotCurse""]"
702,25356,"[3,4]",8330,"[""CannotCurse""]"
703,25357,"[3,4]",8330,"[""CannotCurse""]"
704,25358,"[3,4]",8330,"[""CannotCurse""]"
705,25359,[1],"","[""CannotGainCharges"",""MaximumEnduranceCharges""]"
706,25360,[2],"","[""CannotGainCharges"",""MaximumEnduranceCharges""]"
707,25361,[3],"","[""CannotGainCharges"",""MaximumEnduranceCharges""]"
708,25362,[4],"","[""CannotGainCharges"",""MaximumEnduranceCharges""]"
709,25363,[1],"","[""CannotGainCharges"",""IncreasedMaximumPowerCharges""]"
710,25364,[2],"","[""CannotGainCharges"",""IncreasedMaximumPowerCharges""]"
711,25365,[3],"","[""CannotGainCharges"",""IncreasedMaximumPowerCharges""]"
712,25366,[4],"","[""CannotGainCharges"",""IncreasedMaximumPowerCharges""]"
713,25367,[1],"","[""CannotGainCharges"",""MaximumFrenzyCharges""]"
714,25368,[2],"","[""CannotGainCharges"",""MaximumFrenzyCharges""]"
715,25369,[3],"","[""CannotGainCharges"",""MaximumFrenzyCharges""]"
716,25370,[4],"","[""CannotGainCharges"",""MaximumFrenzyCharges""]"
717,25371,[2],8421,[]
718,25372,[3],8421,[]
719,25373,[4],8421,[]
720,25374,[2],8421,[]
721,25375,[3],8421,[]
722,25376,[4],8421,[]
723,25377,"[3,4]","",[]
724,25378,"[3,4]","",[]
725,25379,"[3,4]","",[]
726,25380,"[3,4]","",[]
727,25381,"[3,4]","",[]
728,25382,[3],"",[]
729,25383,[4],"",[]
730,25384,[3],"",[]
731,25385,[4],"",[]
732,25386,[3],"",[]
733,25387,[4],"",[]
734,25388,[2],"","[""DealNoChaosDamage"",""ChaosResistancePenetration"",""IncreasedChaosDamage""]"
735,25389,[3],"","[""DealNoChaosDamage"",""ChaosResistancePenetration"",""IncreasedChaosDamage""]"
736,25390,[4],"","[""DealNoChaosDamage"",""ChaosResistancePenetration"",""IncreasedChaosDamage""]"
737,25391,[2],"","[""DealNoChaosDamage"",""ChaosResistancePenetration"",""IncreasedChaosDamage""]"
738,25392,[3],"","[""DealNoChaosDamage"",""ChaosResistancePenetration"",""IncreasedChaosDamage""]"
739,25393,[4],"","[""DealNoChaosDamage"",""ChaosResistancePenetration"",""IncreasedChaosDamage""]"
740,25394,[2],"","[""CannotApplyFireAilments"",""DealNoFireDamage"",""FireResistancePenetration"",""FireDamagePercentage"",""ElementalDamagePercent""]"
741,25395,[3],"","[""CannotApplyFireAilments"",""DealNoFireDamage"",""FireResistancePenetration"",""FireDamagePercentage"",""ElementalDamagePercent""]"
742,25396,[4],"","[""CannotApplyFireAilments"",""DealNoFireDamage"",""FireResistancePenetration"",""FireDamagePercentage"",""ElementalDamagePercent""]"
743,25397,[2],"","[""CannotApplyFireAilments"",""DealNoFireDamage"",""FireResistancePenetration"",""FireDamagePercentage"",""ElementalDamagePercent""]"
744,25398,[3],"","[""CannotApplyFireAilments"",""DealNoFireDamage"",""FireResistancePenetration"",""FireDamagePercentage"",""ElementalDamagePercent""]"
745,25399,[4],"","[""CannotApplyFireAilments"",""DealNoFireDamage"",""FireResistancePenetration"",""FireDamagePercentage"",""ElementalDamagePercent""]"
746,25400,[2],"","[""DealNoPhysicalDamage"",""PhysicalDamagePercent""]"
747,25401,[3],"","[""DealNoPhysicalDamage"",""PhysicalDamagePercent""]"
748,25402,[4],"","[""DealNoPhysicalDamage"",""PhysicalDamagePercent""]"
749,25403,[2],"","[""DealNoPhysicalDamage"",""PhysicalDamagePercent""]"
750,25404,[3],"","[""DealNoPhysicalDamage"",""PhysicalDamagePercent""]"
751,25405,[4],"","[""DealNoPhysicalDamage"",""PhysicalDamagePercent""]"
752,25406,"[3,4]","",[]
753,25407,"[3,4]","",[]
754,25408,"[3,4]","",[]
755,25409,"[3,4]","",[]
756,25410,[2],"",[]
757,25411,[3],"",[]
758,25412,[4],"",[]
759,25413,[2],"",[]
760,25414,[3],"",[]
761,25415,[4],"",[]
762,25416,[3],"",[]
763,25417,[4],"",[]
764,25418,[3],"",[]
765,25419,[4],"",[]
766,25420,[3],"",[]
767,25421,[4],"",[]
768,25422,[3],"",[]
769,25423,[4],"",[]
770,25424,[3],"",[]
771,25425,[4],"",[]
772,25426,[3],"",[]
773,25427,[4],"",[]
774,25428,[2],"",[]
775,25429,[3],"",[]
776,25430,[4],"",[]
777,25431,[2],"","[""DealNoPhysicalDamage"",""PhysicalDamagePercent""]"
778,25432,[3],"","[""DealNoPhysicalDamage"",""PhysicalDamagePercent""]"
779,25433,[4],"","[""DealNoPhysicalDamage"",""PhysicalDamagePercent""]"
780,25434,[2],"","[""DealNoPhysicalDamage"",""PhysicalDamagePercent""]"
781,25435,[3],"","[""DealNoPhysicalDamage"",""PhysicalDamagePercent""]"
782,25436,[4],"","[""DealNoPhysicalDamage"",""PhysicalDamagePercent""]"
783,25437,[2],"","[""DealNoColdDamage"",""ColdResistancePenetration"",""ColdDamagePercentage"",""ElementalDamagePercent""]"
784,25438,[3],"","[""DealNoColdDamage"",""ColdResistancePenetration"",""ColdDamagePercentage"",""ElementalDamagePercent""]"
785,25439,[4],"","[""DealNoColdDamage"",""ColdResistancePenetration"",""ColdDamagePercentage"",""ElementalDamagePercent""]"
786,25440,[2],"","[""DealNoColdDamage"",""ColdResistancePenetration"",""ColdDamagePercentage"",""ElementalDamagePercent""]"
787,25441,[3],"","[""DealNoColdDamage"",""ColdResistancePenetration"",""ColdDamagePercentage"",""ElementalDamagePercent""]"
788,25442,[4],"","[""DealNoColdDamage"",""ColdResistancePenetration"",""ColdDamagePercentage"",""ElementalDamagePercent""]"
789,25443,[2],"","[""DealNoFireDamage"",""FireResistancePenetration"",""FireDamagePercentage"",""ElementalDamagePercent""]"
790,25444,[3],"","[""DealNoFireDamage"",""FireResistancePenetration"",""FireDamagePercentage"",""ElementalDamagePercent""]"
791,25445,[4],"","[""DealNoFireDamage"",""FireResistancePenetration"",""FireDamagePercentage"",""ElementalDamagePercent""]"
792,25446,[2],"","[""DealNoFireDamage"",""FireResistancePenetration"",""FireDamagePercentage"",""ElementalDamagePercent""]"
793,25447,[3],"","[""DealNoFireDamage"",""FireResistancePenetration"",""FireDamagePercentage"",""ElementalDamagePercent""]"
794,25448,[4],"","[""DealNoFireDamage"",""FireResistancePenetration"",""FireDamagePercentage"",""ElementalDamagePercent""]"
795,25449,[2],"","[""DealNoLightningDamage"",""LightningResistancePenetration"",""LightningDamagePercentage"",""ElementalDamagePercent""]"
796,25450,[3],"","[""DealNoLightningDamage"",""LightningResistancePenetration"",""LightningDamagePercentage"",""ElementalDamagePercent""]"
797,25451,[4],"","[""DealNoLightningDamage"",""LightningResistancePenetration"",""LightningDamagePercentage"",""ElementalDamagePercent""]"
798,25452,[2],"","[""DealNoLightningDamage"",""LightningResistancePenetration"",""LightningDamagePercentage"",""ElementalDamagePercent""]"
799,25453,[3],"","[""DealNoLightningDamage"",""LightningResistancePenetration"",""LightningDamagePercentage"",""ElementalDamagePercent""]"
800,25454,[4],"","[""DealNoLightningDamage"",""LightningResistancePenetration"",""LightningDamagePercentage"",""ElementalDamagePercent""]"
801,25455,[2],"",[]
802,25456,[3],"",[]
803,25457,[4],"",[]
804,25458,[3],8331,[]
805,25459,[4],8331,[]
806,25460,[2],8421,[]
807,25461,[3],8421,[]
808,25462,[4],8421,[]
809,25463,[2],"",[]
810,25464,[3],"",[]
811,25465,[4],"",[]
812,25466,[2],"",[]
813,25467,[3],"",[]
814,25468,[4],"",[]
815,25469,[2],"",[]
816,25470,[3],"",[]
817,25471,[4],"",[]
818,25472,[2],"",[]
819,25473,[3],"",[]
820,25474,[4],"",[]
821,25475,[2],"",[]
822,25476,[3],"",[]
823,25477,[4],"",[]
824,25478,"[3,4]",8326,[]
825,25479,"[3,4]",8326,[]
826,25480,"[3,4]",8326,[]
827,25481,"[3,4]",8326,[]
828,25482,"[3,4]",8326,[]
829,25483,"[3,4]",8326,[]
830,25484,"[3,4]",8326,[]
831,25485,"[3,4]",8326,[]
832,25486,"[3,4]",8326,[]
833,25487,"[3,4]",8326,[]
834,25488,"[3,4]",8326,[]
835,25489,"[3,4]",8326,[]
836,25490,"[3,4]",8326,[]
837,25491,"[3,4]",8326,[]
838,25492,"[3,4]",8326,[]
839,25493,"[3,4]",8326,[]
840,25494,"[3,4]",8326,[]
841,25495,"[3,4]",8326,[]
842,25496,"[3,4]",8326,[]
843,25497,"[3,4]",8326,[]
844,25498,"[3,4]",8326,[]
845,25499,"[3,4]",8326,[]
846,25500,"[3,4]",8326,[]
847,25501,"[3,4]",8326,[]
848,25502,"[3,4]",8326,[]
849,25503,"[3,4]",8326,[]
850,25504,"[3,4]",8326,[]
851,25505,"[3,4]",8326,[]
852,25506,"[3,4]",8326,[]
853,25507,"[3,4]",8326,[]
854,25508,[1],"",[]
855,25509,[2],"",[]
856,25510,[3],"",[]
857,25511,[4],"",[]
858,25512,[1],"",[]
859,25513,[2],"",[]
860,25514,[3],"",[]
861,25515,[4],"",[]
862,25516,[1],"",[]
863,25517,[2],"",[]
864,25518,[3],"",[]
865,25519,[4],"",[]
866,25520,[1],"",[]
867,25521,[2],"",[]
868,25522,[3],"",[]
869,25523,[4],"",[]
870,25524,[1],"",[]
871,25525,[2],"",[]
872,25526,[3],"",[]
873,25527,[4],"",[]
874,25528,"[1,2,3,4]","",[]
875,25529,"[1,2,3,4]","",[]
876,25530,"[1,2,3,4]","",[]
877,25531,[1],"",[]
878,25532,[2],"",[]
879,25533,[3],"",[]
880,25534,[4],"",[]
881,25535,[1],"",[]
882,25536,[2],"",[]
883,25537,[3],"",[]
884,25538,[4],"",[]
885,25539,"[1,2,3,4]",8329,[]
886,25540,"[1,2,3,4]",8329,[]
887,25541,"[1,2,3,4]",8329,[]
888,25542,[1],"",[]
889,25543,[2],"",[]
890,25544,[3],"",[]
891,25545,[4],"",[]
892,25546,[1],"",[]
893,25547,[2],"",[]
894,25548,[3],"",[]
895,25549,[4],"",[]
896,25550,[1],"",[]
897,25551,[2],"",[]
898,25552,[3],"",[]
899,25553,[4],"",[]
