"rownum","NPCKey","i32","DialogueOption","[i32]","[i32]","[i32]","Script","i32","rid","QuestKey","i32","NPCTextAudioKeys","Script2","bool","bool","[i32]","[i32]","i32","[i32]","i32","bool","rid","bool","bool","DialogueOption2","rid","rid","i32","[i32]","i32"
793,181,1,"Justicar Casticus",[1120],[1058],"[1056,1070]","",1056,5,"",1056,[1425],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
794,181,2,"Justicar Casticus",[1058],[],[1121],"",2626,3,"",1121,[1426],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
795,181,3,"Slave Pens",[],[],[1122],"",2626,3,"",1122,[1427],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
796,181,4,"Lani",[1095],[],[1123],"",2626,3,"",1123,[1428],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
797,181,5,"Vilenta",[1106],[],[1124],"",2626,3,"",1124,[1429],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
798,181,6,"Overseer's Tower",[],[],[1125],"",2626,3,"",1125,[1430],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
799,181,7,"Kitava",[],[],[1126],"",2626,3,"",1126,[1431],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
800,181,8,"Innocence",[],[],[1127],"",2626,3,"",1127,[1432],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
801,181,9,"Templar Court",[1070],[],[1128],"",2626,3,"",1128,[1433],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
802,181,10,"High Templar Avarius",[1070],[],[1129],"",2626,3,"",1129,[1434],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
803,181,11,"Purchase Items",[],[],[],"",2626,23,"",72,[],"","","",[],[],1211,[],1211,"","","","","",1,"",45,[],45
804,181,12,"Sell Items",[],[],[],"",2626,24,"",72,[],"","","",[],[],1211,[],1211,"","","","","",0,"",45,[],45
805,184,0,"Kitava",[],[],[],"triggerer.DoNPCChat(1);",1082,5,"",72,[1437],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
806,184,1,"Kitava",[72],[],[],"triggerer.DoNPCChat(2);",2626,5,"",72,[1439],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
807,184,2,"Kitava",[72],[],[1082],"",2626,5,"",72,[1438],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
808,184,3,"The Sign of Purity",[],[],[1371],"",2626,3,"",1371,[1440],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
809,184,4,"The Fall of Oriath",[],[],[1372],"",2626,3,"",1372,[1441],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
810,184,5,"Innocence",[],[],[1762],"",2626,3,"",1762,[1442],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
811,302,0,"The Sign of Purity",[],[1768],[1768],"triggerer.FinishNPCChat();",1768,3,"",72,[1443],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
812,302,1,"The Sign of Purity",[1768],[],[],"triggerer.FinishNPCChat();",72,3,"",72,[1443],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
813,185,0,"Kitava",[],[1370],[1370],"triggerer.FinishNPCChat();",1370,5,"",72,[1445],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
814,185,1,"Kitava",[1370],[],[],"triggerer.FinishNPCChat();",72,5,"",72,[1445],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
815,186,0,"Introduction",[],[],[1373],"",1373,3,"",1373,[1449],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
816,186,1,"Sail to Wraeclast",[],[],[],"triggerer.AreaTransitionTo(2_6_town, 0, 0.5); triggerer.FinishNPCChat();",2626,5,"",72,[1450],"triggerer.FadeToBlack( 500, 5000, 1000);","","",[],[],1211,[],1211,"","","","","","","",45,[],45
817,187,0,"Introduction",[],[],[1224],"",1224,3,"",1224,[1477],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
818,187,1,"Nessa",[1224],"[1165,1157,1158]",[1156],"",1156,5,"",72,[1478],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
819,187,2,"Nessa",[1157],"[1165,1158]",[1225],"",1225,5,"",72,[1479],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
820,187,3,"Nessa",[1165],[],[1166],"",1166,5,"",1166,[1488],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
821,187,4,"The Black Flag",[1160],[],[1230],"",2626,3,"",1230,[1484],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
822,187,5,"Lilly",[1206],[],[1226],"",2626,3,"",1226,[1480],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
823,187,6,"Life with Lilly",[1226],[],[1900],"",2626,3,"",1900,[1494],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
824,187,7,"The Karui Fortress",[1143],[1179],[1183],"",1183,5,"",72,[1485],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
825,187,8,"The Karui Fortress",[1179],[1176],[1178],"",1178,5,"",72,[1486],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
826,187,9,"Tukohama",[1176],[1172],[1175],"",1175,5,"",72,[1487],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
827,187,10,"The Eye of Conquest",[1180],[1179],[1231],"",1231,3,"",1231,[1491],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
828,187,11,"Tukohama Reward",[1175],"[1173,1172]",[1174],"",1174,6,42,72,[],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
829,187,12,"Shavronne of Umbra",[1176],[1169],[1227],"",2626,3,"",1227,[1481],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
830,187,13,"Shavronne of Umbra",[1169],[],[1228],"",1228,3,"",1228,[1482],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
831,187,14,"Shavronne Reward",[1228],[1171],[1170],"",1170,6,41,72,[],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
832,187,15,"The Ship Graveyard",[1158],"[1165,1159]",[1229],"",2626,3,"",1229,[1483],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
833,187,16,"The Puppet Mistress",[1169],[1193],[1196],"",1196,5,"",72,[1489],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
834,187,17,"The Puppet Mistress",[1194],[1190],[1193],"",1193,5,"",72,[1490],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
835,187,18,"Puppet Mistress Reward",[1193],"[1191,1190]",[1192],"",1192,6,45,72,[],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
836,187,19,"The Brine King",[],[1165],[1618],"",2626,3,"",1618,[1492],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
837,187,20,"The Twilight Strand",[],[1188],[1619],"",2626,3,"",1619,[1493],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
838,187,21,"Karui Revenants",[1179],[1176],[1616],"",2626,3,"",1616,"[1495,1496]","",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
839,187,22,"Purchase Items",[],[],[],"",2626,23,"",72,[],"","","",[],[],1211,[],1211,"","","","","",1,"",45,[],45
840,187,23,"Sell Items",[],[],[],"",2626,24,"",72,[],"","","",[],[],1211,[],1211,"","","","","",0,"",45,[],45
841,188,0,"Introduction",[],[],[1215],"",1215,3,"",1215,[1461],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
842,188,1,"Nessa",[],"[1165,1157]",[1216],"",2626,3,"",1216,[1462],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
843,188,2,"Nessa",[1157],[1165],[890],"",2626,3,"",890,[1474],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
844,188,3,"Lilly",[1206],[],[1217],"",2626,3,"",1217,[1463],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
845,188,4,"The Old Gods",[],[],[891],"",2626,3,"",891,[1475],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
846,188,5,"Tukohama",[1183],[1176],[1218],"",2626,3,"",1218,[1464],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
847,188,6,"The Brine King",[],[1165],[1219],"",2626,3,"",1219,[1465],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
848,188,7,"The Brine King",[1165],[],[1220],"",1220,3,"",1220,[1466],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
849,188,8,"The Black Crest",[1320],[],[892],"",2626,3,"",892,[1476],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
850,188,9,"Shavronne of Umbra","[1167,1176]",[1169],[1222],"",2626,3,"",1222,[1468],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
851,188,10,"Abberath",[1169],[1200],[1203],"",1203,5,"",72,[1470],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
852,188,11,"Abberath",[1201],[1197],[1200],"",1200,5,"",72,[1471],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
853,188,12,"Abberath Reward",[1200],"[1198,1197]",[1199],"",1199,6,46,72,[],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
854,188,13,"The Ship Graveyard",[1158],[1165],[1223],"",2626,3,"",1223,[1469],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
855,188,14,"Weylam Roth",[],[],[1221],"",2626,3,"",1221,[1467],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
856,188,15,"Bestel's Epic",[],[1252],[1250],"",1250,5,"",72,[1472],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
857,188,16,"Bestel's Epic",[1251],[],[1252],"",1252,5,"",72,[1473],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
858,188,17,"Bestel's Epic Reward",[1252],[1254],[1253],"",1253,6,44,72,[],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
859,188,18,"Purchase Items",[],[],[],"",2626,23,"",72,[],"","","",[],[],1211,[],1211,"","","","","",1,"",45,[],45
860,188,19,"Sell Items",[],[],[],"",2626,24,"",72,[],"","","",[],[],1211,[],1211,"","","","","",0,"",45,[],45
861,189,0,"Introduction",[],[],[1206],"",1206,3,"",1206,[1451],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
862,189,1,"Weylam Roth",[],[],[1210],"",2626,3,"",1210,[1455],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
863,189,2,"Tarkleigh",[],[],[1207],"",2626,3,"",1207,[1452],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
864,189,3,"Bestel",[],[],[1208],"",2626,3,"",1208,[1453],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
865,189,4,"Trade",[1188],[],[1209],"",2626,3,"",1209,[1454],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
866,189,5,"The Twilight Strand",[1206],[1188],[1189],"",1189,5,"",72,[1459],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
867,189,6,"The Twilight Strand",[1188],[1184],[1187],"",1187,5,"",72,[1460],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
868,189,7,"Twilight Strand Reward",[1187],"[1185,1184]",[1186],"",1186,6,43,72,[],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
869,189,8,"The Black Flag",[1160],[],[1212],"",2626,3,"",1212,[1456],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
870,189,9,"The Brine King",[1154],[1165],[1213],"",2626,3,"",1213,[1457],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
871,189,10,"The Brine King",[1165],[],[1214],"",1214,3,"",1214,[1458],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
872,189,11,"Virtue Gems",[1186],[],[385],"",385,3,"",385,[1774],"",1,"",[1163],[],1211,[],1163,"","","","","","","",45,[],45
873,189,12,"Virtue Gems",[1677],[1186],[385],"",385,3,"",385,[1774],"",1,"",[1163],[],1211,[],1211,"","","","","","","",45,[],45
874,189,13,"Purchase Items",[],[990],[],"",2626,23,"",72,[],"","","",[],[1163],1211,[],1211,"","",1,"","",1,"",45,[],45
875,189,14,"Sell Items",[],[],[],"",2626,24,"",72,[],"","","",[],[1163],1211,[],1211,"","","","","",0,"",45,[],45
876,189,16,"Invite to Hideout",[],[],[],"",2626,37,"",72,[12961],"","","",[],"[200,1163]",1211,[],1211,"","","","","","","",45,[],45
877,193,0,"Shavronne of Umbra",[],[1169],[1167],"",1167,5,"",72,[1508],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
878,193,1,"The Essence of Umbra",[1167],[1169],[1232],"",2626,3,"",1232,[1510],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
879,193,2,"Shavronne's Soul",[1232],[1169],[1233],"",2626,3,"",1233,[1511],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
880,193,3,"The Rise of the Gods",[],[],[1234],"",2626,3,"",1234,[1512],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
881,193,4,"The Beast",[1234],[],[1235],"",2626,3,"",1235,[1513],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
882,193,5,"The Father of War",[1183],[1176],[1236],"",2626,3,"",1236,[1514],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
883,193,6,"Tukohama",[1236],[],[1237],"",2626,3,"",1237,[1515],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
884,193,7,"Tukohama",[1176],[1238],[1238],"",1238,5,"",72,[1516],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
885,193,8,"The Cloven One",[1203],[1201],[1240],"",2626,3,"",1240,[1517],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
886,193,9,"Abberath",[1240],[],[1241],"",2626,3,"",1241,[1518],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
887,193,10,"Abberath",[1201],[1242],[1242],"",1242,5,"",72,[1519],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
888,193,11,"The Puppet Mistress",[1196],[1194],[1243],"",2626,3,"",1243,[1520],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
889,193,12,"Ryslatha",[1243],[],[1244],"",2626,3,"",1244,[1521],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
890,193,13,"The Puppet Mistress",[1194],[1245],[1245],"",1245,5,"",72,[1522],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
891,193,14,"The Brine King",[1159],[1165],[1246],"",2626,3,"",1246,[1523],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
892,193,15,"Tsoagoth",[1246],[],[1247],"",2626,3,"",1247,[1524],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
893,193,16,"The Brine King",[1165],[1248],[1248],"",1248,5,"",1248,[1525],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
894,193,17,"Open Pantheon",[1176],[],[],"",2626,32,"",72,[],"","","",[],[],1211,[],1211,"","",1,"","","","",45,[],45
895,193,18,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1390,5,"",72,[1753],"","","",[],[],1211,[],1211,"",8512,"","","","","",45,[],45
896,193,19,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1391,5,"",72,[1753],"","","",[],[],1211,[],1211,"",8513,"","","","","",45,[],45
897,193,20,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1392,5,"",72,[1753],"","","",[],[],1211,[],1211,"",8514,"","","","","",45,[],45
898,193,21,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1393,5,"",72,[1753],"","","",[],[],1211,[],1211,"",8515,"","","","","",45,[],45
899,193,22,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1394,5,"",72,[1753],"","","",[],[],1211,[],1211,"",8516,"","","","","",45,[],45
900,193,23,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1395,5,"",72,[1753],"","","",[],[],1211,[],1211,"",8517,"","","","","",45,[],45
901,193,24,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1396,5,"",72,[1753],"","","",[],[],1211,[],1211,"",8518,"","","","","",45,[],45
902,193,25,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1397,5,"",72,[1753],"","","",[],[],1211,[],1211,"",8519,"","","","","",45,[],45
903,193,26,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1398,5,"",72,[1753],"","","",[],[],1211,[],1211,"",8520,"","","","","",45,[],45
904,193,27,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1399,5,"",72,[1753],"","","",[],[],1211,[],1211,"",8521,"","","","","",45,[],45
905,193,28,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1400,5,"",72,[1753],"","","",[],[],1211,[],1211,"",8522,"","","","","",45,[],45
906,193,29,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1401,5,"",72,[1753],"","","",[],[],1211,[],1211,"",8523,"","","","","",45,[],45
907,193,30,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1403,5,"",72,[1753],"","","",[],[],1211,[],1211,"",8524,"","","","","",45,[],45
908,193,31,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1406,5,"",72,[1753],"","","",[],[],1211,[],1211,"",8525,"","","","","",45,[],45
909,193,32,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1407,5,"",72,[1753],"","","",[],[],1211,[],1211,"",8526,"","","","","",45,[],45
910,193,33,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1408,5,"",72,[1753],"","","",[],[],1211,[],1211,"",8527,"","","","","",45,[],45
911,193,34,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1402,5,"",72,[1753],"","","",[],[],1211,[],1211,"",8528,"","","","","",45,[],45
912,193,35,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1405,5,"",72,[1753],"","","",[],[],1211,[],1211,"",8529,"","","","","",45,[],45
913,193,36,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1409,5,"",72,[1753],"","","",[],[],1211,[],1211,"",8530,"","","","","",45,[],45
914,193,37,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1404,5,"",72,[1753],"","","",[],[],1211,[],1211,"",8531,"","","","","",45,[],45
915,194,0,"Tukohama",[1176],[],[1238],"triggerer.SetSessionQuestFlag(CanChangePantheon); triggerer.FinishNPCChat(); triggerer.SendOpenScreen(PantheonScreen);",1238,5,"",1238,[1516],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
916,194,1,"Open Pantheon",[1176],[],[],"",2626,32,"",72,[],"","","",[],[],1211,[],1211,"","",1,"","","","",45,[],45
917,196,0,"Shavronne",[1169],[1239],[1239]," triggerer.FinishNPCChat();",1239,5,"",1239,[1509],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
918,196,1,"Shavronne","[1169,1239]",[],[]," triggerer.FinishNPCChat();",72,5,"",1239,[1509],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
919,195,0,"Abberath",[1201],[],[1242],"triggerer.SetSessionQuestFlag(CanChangePantheon); triggerer.FinishNPCChat(); triggerer.SendOpenScreen(PantheonScreen);",1242,5,"",1242,[1519],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
920,195,1,"Open Pantheon","[1201,1176]",[],[],"",2626,32,"",72,[],"","","",[],[],1211,[],1211,"","",1,"","","","",45,[],45
921,195,2,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1403,5,"",72,[1753],"","","",[],[],1211,[],1211,"",8524,"","","","","",45,[],45
922,197,0,"Ryslatha",[1194],[],[1245],"triggerer.SetSessionQuestFlag(CanChangePantheon); triggerer.FinishNPCChat(); triggerer.SendOpenScreen(PantheonScreen);",1245,5,"",1245,[1522],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
923,197,1,"Open Pantheon","[1194,1176]",[],[],"",2626,32,"",72,[],"","","",[],[],1211,[],1211,"","",1,"","","","",45,[],45
924,197,2,"Unlock Power",[],[],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1404,5,"",72,[1753],"","","",[],[],1211,[],1211,"",8531,"","","","","",45,[],45
925,198,0,"The Brine King",[1165],[],[1248],"triggerer.SetSessionQuestFlag(CanChangePantheon); triggerer.FinishNPCChat(); triggerer.SendOpenScreen(PantheonScreen);",1248,5,"",1248,[1525],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
926,198,1,"View Pantheon","[1165,1176]",[],[],"",2626,32,"",72,[],"","","",[],[],1211,[],1211,"","",1,"","","","",45,[],45
927,190,0,"Introduction",[],[],[1320],"",1320,3,"",1320,[1528],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
928,190,1,"Sail to the Brine King's Reef",[1320],[],[]," triggerer.AreaTransitionTo(2_6_15, 1, 0.5); triggerer.FinishNPCChat();",2626,5,"",72,[1529],"triggerer.FadeToBlack( 500, 5000, 1000);","","",[],[],1211,[],1211,"","","","","","","",45,[],45
929,191,0,"The Brine King's Reef",[],[],[1321],"",1321,3,"",1321,[1530],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
930,191,1,"The Brine King",[],[],[1322],"",2626,3,"",1322,[1531],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
931,192,0,"The Brine King",[1165],[],[1323],"",1323,3,"",1323,[1532],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
932,192,1,"Sail to the Bridge Encampment",[1165],[],[],"triggerer.AreaTransitionTo(2_7_town, 0, 0.5); triggerer.FinishNPCChat();",2626,5,"",72,[1533],"triggerer.FadeToBlack( 500, 5000, 1000);","","",[],[],1211,[],1211,"","","","","","","",45,[],45
933,222,0,"The Broken Bridge",[],[],[1324],"",1324,3,"",1324,[1534],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
934,222,1,"Merveil",[],[],[1325],"",2626,3,"",1325,[1535],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
935,222,2,"Lilly",[],[],[1326],"",2626,3,"",1326,[1536],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
936,222,3,"Yeena",[1333],[],[1327],"",2626,3,"",1327,[1537],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
937,222,4,"Helena",[1355],[],[1328],"",2626,3,"",1328,[1538],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
938,222,5,"Eramir",[1344],[],[1329],"",2626,3,"",1329,[1539],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
939,222,6,"The Silver Locket",[1324],"[1312,1311]",[1313],"",1313,5,"",72,[1540],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
940,222,7,"The Silver Locket",[1312],[1311],[1311],"",1311,5,"",72,[1541],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
941,222,8,"Silver Locket Reward",[1311],[1309],[1310],"",1310,6,50,72,[],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
942,222,9,"Kishara's Star",[1274],"[1318,1317]",[1319],"",1319,5,"",72,[1542],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
943,222,10,"Kishara's Star",[1318],[1317],[1317],"",1317,5,"",72,[1543],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
944,222,11,"Kishara's Star Reward",[1317],"[1315,1314]",[1316],"",1316,6,51,72,[],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
945,222,12,"Kishara",[1319],[],[1105],"",2626,3,"",1105,[1544],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
946,222,13,"Pondium",[],[],[896],"",2626,3,"",896,[1545],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
947,222,14,"The Brinerot Clan",[],[],[897],"",2626,3,"",897,[1546],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
948,223,0,"Greetings",[],[],[1333],"",1333,3,"",1333,[1547],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
949,223,1,"The Forest Encampment",[],[],[1338],"",2626,3,"",1338,[1548],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
950,223,2,"Silk",[],[1291],[1339],"",2626,3,"",1339,[1549],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
951,223,3,"Silk",[1291],[1295],[1298],"",1298,3,"",1298,[1550],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
952,223,4,"Silk",[1295],[],[1341],"",2626,3,"",1341,[1551],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
953,223,5,"Wraeclast",[],[],[1337],"",2626,3,"",1337,[1552],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
954,223,6,"Arakaali",[1291],[1295],[1336],"",2626,3,"",1336,[1553],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
955,223,7,"Greust",[72],"[123,1274]",[1334],"",2626,3,"",1334,[1554],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
956,223,8,"Greust",[1274],[],[1334],"",2626,3,"",1334,[1554],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
957,223,9,"Weylam",[1324],[],[1335],"",2626,3,"",1335,[1555],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
958,223,10,"Fireflies",[1297],[1299],[1308],"",1308,5,"",72,[1556],"","","",[],[],1211,[],1211,"","","","","","","",45,[],45
959,223,11,"Arakaali's Temple","[1301,1302,1303,1304,1305,1306,1307]",[1299],[1300],"",1300,5,"",72,[1558],"",1,"",[],[],1211,[],1211,"","","","","","","",45,[],45
960,223,12,"Purchase Items",[],[],[],"",2626,23,"",72,[],"","","",[],[],1211,[],1211,"","","","","",1,"",45,[],45
961,223,13,"Sell Items",[],[],[],"",2626,24,"",72,[],"","","",[],[],1211,[],1211,"","","","","",0,"",45,[],45
