"rownum","Id","AOFiles","LoopAnimationIds","ImpactAnimationIds","ProjectileSpeed","bool","i32","bool","bool","InheritsFrom","i32","rid","i32","bool","bool","Stuck_AOFile","Bounce_AOFile","i32","i32","i32","i32","rid","rid","i32","i32","i32","i32","i32","[string]","bool","[i32]","row"
234,"Metadata/Projectiles/AvariusSuperProjectile","[""Metadata/Effects/Spells/monsters_effects/act5/Avarius_Casticus/SS_projectile/main_projectile/main_projectile.ao""]","[""loop""]","[""loop""]",180,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
235,"Metadata/Projectiles/CurseNovaChaos","[""Metadata/Effects/Spells/monsters_effects/Geofri/chaosprojectile.ao""]","[""gloombolt_loop""]","[""gloombolt_end""]",600,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
236,"Metadata/Projectiles/BoneGoreMortar","[""Metadata/Effects/Spells/monsters_effects/Breach/Bone/Bone_mortar/bonemortar_attach.ao""]","[""animate""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
237,"Metadata/Projectiles/BreachChaosMortar","[""Metadata/Effects/Spells/monsters_effects/Breach/Chaos/Chaos_mortar/rig.ao""]","[""projectile""]",[],750,1,2,1,"","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],318
238,"Metadata/Projectiles/BreachChaosProjectile","[""Metadata/Effects/Spells/monsters_effects/Breach/Chaos/Chaos_projectile/rig.ao""]","[""chaosbolt_loop""]","[""chaosbolt_end""]",750,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
239,"Metadata/Projectiles/BreachColdProjectile","[""Metadata/Effects/Spells/monsters_effects/totems/IceCrystalTotem/projectile/projectile.ao""]","[""loop""]","[""impact""]",250,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
240,"Metadata/Projectiles/BreachSpellBarrage","[""Metadata/Effects/Spells/monsters_effects/Breach/Cold/barrage/projectile/projectile.ao""]","[""projectile""]","[""impact""]",750,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
241,"Metadata/Projectiles/NovaProjectileSpell","[""Metadata/Effects/Spells/monsters_effects/Maligaro_Act7_e/BlackDeath/Poison_spit/ball_lightning.ao""]","[""loop""]","[""end""]",350,"",2,"","","Metadata/Projectiles/ProjectileGround",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
242,"Metadata/Projectiles/WandStrikeProjectile","[""Metadata/Effects/Spells/siphon/projectile/rig.ao""]","[""loop""]","[""impact""]",750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
243,"Metadata/Projectiles/ShieldThrow","[""Metadata/Effects/Spells/spectral_shield_throw/ShieldThrow.ao""]","[""clockwise""]","[""impact""]",1500,"",2,"","","Metadata/Projectiles/Projectile",5,"",4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
244,"Metadata/Projectiles/ShieldThrowTemplar","[""Metadata/Effects/Spells/spectral_shield_throw/ShieldThrow.ao""]","[""counterwise""]","[""impact""]",1500,"",2,"","","Metadata/Projectiles/Projectile",5,"",4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
245,"Metadata/Projectiles/ShieldThrowSecondary","[""Metadata/Effects/Spells/spectral_shield_throw/shieldthrowsecondary/shard_01.ao""]","[""once""]",[],1500,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
246,"Metadata/Projectiles/BloodwingShieldThrow","[""Metadata/Effects/Spells/monsters_effects/Justicar_Casticus/ShieldToss.ao""]","[""loop""]","[""end""]",1125,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
247,"Metadata/Projectiles/BloodwingShieldThrowSecondary","[""Metadata/Monsters/SummonedSkull/SummonedBloodRaven.ao""]","[""run_projectile_01""]","[""death_projectile_01""]",1125,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
248,"Metadata/Projectiles/ShieldThrowStygian","[""Metadata/Effects/Microtransactions/Spells/spectral_shield_throw/stygian/ShieldThrow.ao""]","[""clockwise""]","[""impact""]",1500,"",2,"","","Metadata/Projectiles/Projectile",5,"",4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
249,"Metadata/Projectiles/ShieldThrowTemplarStygian","[""Metadata/Effects/Microtransactions/Spells/spectral_shield_throw/stygian/ShieldThrow.ao""]","[""counterwise""]","[""impact""]",1500,"",2,"","","Metadata/Projectiles/Projectile",5,"",4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
250,"Metadata/Projectiles/ShieldThrowSecondaryStygian","[""Metadata/Effects/Microtransactions/Spells/spectral_shield_throw/stygian/shieldthrowsecondary/shard_01.ao""]","[""once""]",[],1500,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
251,"Metadata/Projectiles/BreachBallLightning","[""Metadata/Effects/Spells/monsters_effects/Breach/Lightning/ball_lightning/rig.ao""]","[""orbsticky_loop""]","[""orbsticky_loop""]",400,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
252,"Metadata/Projectiles/BreachRevenantProjectile","[""Metadata/Effects/Spells/monsters_effects/Geofri/chaosprojectileblack.ao""]","[""gloombolt_loop""]","[""gloombolt_end""]",1000,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
253,"Metadata/Projectiles/BreachColdProjectileCommander","[""Metadata/Effects/Spells/monsters_effects/totems/IceCrystalTotem/projectile/projectile.ao""]","[""loop""]","[""impact""]",250,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
254,"Metadata/Projectiles/DebugProjectile","[""Metadata/Effects/misc/projectile_debugger/projectile_debugger.ao""]","[""loop""]","[""explode""]",750,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
255,"Metadata/Projectiles/BreachChaosThrownWeapon","[""Metadata/Effects/Spells/monsters_effects/Breach/Chaos/spectral_throw/chaospectralthrow.ao""]","[""animate""]",[],1000,"",2,"","","Metadata/Projectiles/Projectile",5,"",4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
256,"Metadata/Projectiles/SpiderGodRiptide","[""Metadata/Effects/Spells/monsters_effects/vaalspiderboss_e/shadowriptide.ao""]","[""loop""]","[""end""]",10,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
257,"Metadata/Projectiles/SolarisLanceProjectile","[""Metadata/Effects/Spells/monsters_effects/Solaris_and_Lunaris/Solaris_e/solarspear_projectile.ao""]","[""loop""]","[""explode""]",1400,"",3,"","","Metadata/Projectiles/Projectile",5,"",3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
258,"Metadata/Projectiles/SolarisLanceSplitProjectile","[""Metadata/Effects/Spells/monsters_effects/Solaris_and_Lunaris/Solaris_e/solarspear_projectile_branch.ao""]","[""loop""]","[""explode""]",1000,"",3,"","","Metadata/Projectiles/Projectile",5,"",3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
259,"Metadata/Projectiles/AvariusSpark","[""Metadata/Effects/Spells/monsters_effects/act5/Avarius_Casticus/AvariusCasticusDivine/holyspark/rig.ao""]","[""spark_surge""]","[""spark_explode""]",300,1,1,1,"","Metadata/Projectiles/ProjectileGround",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
260,"Metadata/Projectiles/SpectralSawbladeProjectile","[""Metadata/Effects/Spells/monsters_effects/templar_torturer/spinningsawblade.ao""]","[""animate""]","[""end""]",750,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
261,"Metadata/Projectiles/SpiderGodAcidProjectile","[""Metadata/Effects/Spells/monsters_effects/essence/necrobolt/firenecrobolt.ao""]","[""loop""]","[""end""]",750,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
262,"Metadata/Projectiles/SpiderGodLightningProjectile","[""Metadata/Effects/Spells/monsters_effects/essence/necrobolt/icenecrobolt.ao""]","[""loop""]","[""end""]",750,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
263,"Metadata/Projectiles/MaligaroTelekineticBlade","[""Metadata/Effects/Spells/monsters_effects/Maligaro_Act7_e/telekinetic_blade/maligaro_projectile.ao""]","[""loop""]","[""impact""]",2000,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
264,"Metadata/Projectiles/LunarisGlaiveProjectile","[""Metadata/Effects/Spells/monsters_effects/Solaris_and_Lunaris/Lunaris_e/glaive_projectile.ao""]","[""loop""]","[""end""]",1000,"",4,"","","Metadata/Projectiles/Projectile",5,"",4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
265,"Metadata/Projectiles/LunarisGlaiveProjectileVertical","[""Metadata/Effects/Spells/monsters_effects/Solaris_and_Lunaris/Lunaris_e/glaive_projectile.ao""]","[""vertleft""]","[""vertend""]",1000,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
266,"Metadata/Projectiles/SplashMortar","[""Metadata/Effects/Spells/monsters_effects/act5/BlessedSister/splashproj.ao""]","[""splashproj""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],318
267,"Metadata/Projectiles/SplashMortarMetamorphosis","[""Metadata/Effects/Spells/monsters_effects/act5/BlessedSister/splashproj.ao""]","[""splashproj""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],318
268,"Metadata/Projectiles/AvariusSuperProjectileNova","[""Metadata/Effects/Spells/monsters_effects/act5/Avarius_Casticus/SS_projectile/sml_projectile/sml_projectile.ao""]","[""loop""]","[""impact""]",350,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
269,"Metadata/Projectiles/SanctumReaperAvariusProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Sanctum/ReaperBoss/sml_projectile.ao""]","[""loop""]","[""impact""]",350,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
270,"Metadata/Projectiles/LunarisDarkProjectile","[""Metadata/Effects/Spells/monsters_effects/Solaris_and_Lunaris/Lunaris_e/orb_of_darkness.ao""]","[""descend""]","[""pulsing""]",750,1,2,1,"","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
271,"Metadata/Projectiles/StormBurst","[""Metadata/Effects/Spells/storm_burst/stormburst.ao""]","[""loop""]","[""end""]",600,"",2,1,"","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
272,"Metadata/Projectiles/ShavronneStormBurst","[""Metadata/Effects/Spells/monsters_effects/act4/Shavronne/projectile.ao""]","[""projectile_loop""]","[""projectile_end""]",400,"",2,1,"","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
273,"Metadata/Projectiles/GhostProjectile","[""Metadata/Effects/Spells/monsters_effects/figurehead_projectile/incinerate_ghostflame.ao""]","[""ghostflameproj_shoot""]",[],700,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
274,"Metadata/Projectiles/IncinerateHoly","[""Metadata/Effects/Spells/monsters_effects/Blackguard_cleric/incinerate/incinerate_holy.ao""]","[""flamingwrath_shoot""]","[""flamingwrath_end""]",700,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
275,"Metadata/Projectiles/CrossbowBolt","[""Metadata/Effects/Spells/monsters_effects/act5/projectiles/rig.ao""]","[""loop""]","[""impact""]",750,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
276,"Metadata/Projectiles/KnifeMonsterProjectile","[""Metadata/Effects/Spells/monsters_effects/act5/secret_police/projectile/secret_police_projectile.ao""]","[""loop""]","[""impact""]",1125,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
277,"Metadata/Projectiles/NetMortar","[""Metadata/Effects/Spells/monsters_effects/act5/slave_catcher/net_throw/net_throw.ao""]","[""throw""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],318
278,"Metadata/Projectiles/MatriachMortar","[""Metadata/Effects/Spells/monsters_effects/act5/BlessedSister/holyfire_mortar.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],318
279,"Metadata/Projectiles/SoulMortarProjectile","[""Metadata/Effects/Spells/monsters_effects/soul_mortar/rig_small.ao""]","[""mortar""]",[],750,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],318
280,"Metadata/Projectiles/BallLightningTemplar","[""Metadata/Effects/Spells/monsters_effects/act5/templar_judge/lightning_orb_orb.ao""]","[""lightning_orb_once""]","[""lightning_orb_end""]",400,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
281,"Metadata/Projectiles/FireballHoly","[""Metadata/Effects/Spells/monsters_effects/act5/Avarius_Casticus/holy_projectile/minion_projectile.ao""]","[""fireball""]","[""fireball_explode""]",1040,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
282,"Metadata/Projectiles/GruestSpear","[""Metadata/Effects/Spells/monsters_effects/Bandits/BanditLord/GreustSpear.ao""]","[""loop""]","[""end""]",1250,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
283,"Metadata/Projectiles/GreustBarrageSpear","[""Metadata/Effects/Spells/monsters_effects/act7/Ralakesh_Totem/greust_buffed_projectile/rig.ao""]","[""start""]","[""end""]",1250,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
284,"Metadata/Projectiles/SoulMortar","[""Metadata/Effects/Spells/monsters_effects/soul_mortar/rig_small.ao""]","[""mortar""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],318
285,"Metadata/Projectiles/MortarSummonSpiderGod","[""Metadata/Effects/Spells/monsters_effects/vaalspiderboss_e/eggmortar.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],318
286,"Metadata/Projectiles/AbberathBossFireball","[""Metadata/Effects/Spells/monsters_effects/act6/Abberath/ComboFireballBig.ao""]","[""loop""]","[""end""]",3000,"",3,"","","Metadata/Projectiles/Projectile",5,"",3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
287,"Metadata/Projectiles/AbberathBossFireballAlternate","[""Metadata/Effects/Spells/monsters_effects/act6/Abberath/ComboFireballSmall.ao""]","[""loop""]","[""end""]",1500,1,4,"","","Metadata/Projectiles/Projectile",5,"",4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
288,"Metadata/Projectiles/WebMortar","[""Metadata/Effects/Spells/monsters_effects/vaalspiderboss_e/WebMortar.ao""]","[""animate""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,4,[],"",[],318
289,"Metadata/Projectiles/DespairBearProjectile","[""Metadata/Effects/Spells/monsters_effects/act7/Gruthkul/ground_projectile/projectile.ao""]","[""projectile""]","[""projectile_explode""]",600,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
290,"Metadata/Projectiles/KitavaThrownWeapon","[""Metadata/Effects/Spells/monsters_effects/kitava_red/spectral_throw/rig.ao""]","[""1h_axe_throw""]",[],1000,"",2,"","","Metadata/Projectiles/Projectile",5,"",4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
291,"Metadata/Projectiles/AbberathMinionFireball","[""Metadata/Effects/Spells/monsters_effects/act6/Abberath/ComboFireballSmall.ao""]","[""loop""]","[""end""]",1040,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
292,"Metadata/Projectiles/KitavaHeartProjectile80","[""Metadata/Effects/Spells/monsters_effects/act10/Kitava/heart_exposed/projectile/projectile.ao""]","[""80_loop""]","[""80_end""]",250,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
293,"Metadata/Projectiles/KitavaHeartProjectile100","[""Metadata/Effects/Spells/monsters_effects/act10/Kitava/heart_exposed/projectile/projectile.ao""]","[""100_loop""]","[""100_end""]",250,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
294,"Metadata/Projectiles/KitavaHeartProjectile120","[""Metadata/Effects/Spells/monsters_effects/act10/Kitava/heart_exposed/projectile/projectile.ao""]","[""120_loop""]","[""120_end""]",250,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
295,"Metadata/Projectiles/KitavaHeartProjectile200","[""Metadata/Effects/Spells/monsters_effects/act10/Kitava/heart_exposed/projectile/projectile.ao""]","[""200_loop""]","[""200_end""]",250,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
296,"Metadata/Projectiles/LightningSoul2","[""Metadata/Effects/Spells/monsters_effects/act3/dominus/lightning_souls/screaming_soul_main.ao""]","[""souls""]","[""soulsend""]",1000,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
297,"Metadata/Projectiles/DoedreWandStrike","[""Metadata/Effects/Spells/monsters_effects/act8/Doedre/kinetic_blast/projectile/projectile.ao""]","[""wand_projectile""]","[""wand_collide""]",750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
298,"Metadata/Projectiles/DoedreBloodBall","[""Metadata/Effects/Spells/monsters_effects/act8/Doedre/wand_projectile/rig.ao""]","[""wand_projectile""]","[""wand_collide""]",750,1,3,"","","Metadata/Projectiles/Projectile",5,"",3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
299,"Metadata/Projectiles/KitavaDebrisThrow","[""Metadata/Effects/Spells/monsters_effects/act10/Kitava/mortar/projectile/debris1.ao""]","[""projectile""]",[],750,1,3,"","","Metadata/Projectiles/Projectile",5,"",3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
300,"Metadata/Projectiles/KitavaUniqueMinion","[""Metadata/Effects/Spells/monsters_effects/act10/Kitava/unique_minion/projectile/unique_minion_projectile.ao""]","[""projectile""]","[""impact""]",600,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
301,"Metadata/Projectiles/KitavaUniqueMinionBarrage","[""Metadata/Effects/Spells/monsters_effects/act10/Kitava/unique_minion/barrage_projectile/barrage_projectile.ao""]","[""projectile""]","[""impact""]",600,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
302,"Metadata/Projectiles/KaomWarriorIceArrow","[""Metadata/Effects/Spells/icearrow/rig_monster.ao""]","[""icearrow""]","[""icearrow_kaomarcher_impact""]",3260,"",1,"","","Metadata/Projectiles/Projectile",5,"",1,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
303,"Metadata/Projectiles/BoneMortar","[""Metadata/Effects/Spells/monsters_effects/SkeletonOssuary/bone_mortar.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],318
304,"Metadata/Projectiles/HolyMinerFireball","[""Metadata/Effects/Spells/monsters_effects/act4/miner/lanter_fireball/miner_fireball.ao""]","[""miner_fireball_travel""]","[""miner_fireball_end""]",1040,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
305,"Metadata/Projectiles/YugulMortar","[""Metadata/Effects/Spells/monsters_effects/act8/Yugul_SilverFrog/SilverFrogMortar_Proj.ao""]","[""once""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],318
306,"Metadata/Projectiles/Maligaro2Mortar","[""Metadata/Effects/Spells/monsters_effects/Maligaro_Act7_e/BlackDeath/Purple_lightning_mortar/purplelightning_mortar.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],318
307,"Metadata/Projectiles/Maligaro2LightningStrikeProjectile","[""Metadata/Effects/Spells/monsters_effects/Maligaro_Act7_e/FourLeggedDemon/Purple_lightning_strike/lightning_strike_projectile.ao""]","[""animate""]","[""end""]",300,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
308,"Metadata/Projectiles/Maligaro2BallPoison","[""Metadata/Effects/Spells/monsters_effects/Maligaro_Act7_e/BlackDeath/Poison_spit/ball_lightning.ao""]","[""loop""]","[""end""]",120,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
309,"Metadata/Projectiles/ArakaaliMortar","[""Metadata/Effects/Spells/monsters_effects/vaalspiderboss_e/BasicMortar.ao""]","[""animate""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,4,[],"",[],318
310,"Metadata/Projectiles/SpiderGodRiptideBig","[""Metadata/Effects/Spells/monsters_effects/vaalspiderboss_e/RiptideProjectile/big_projectile.ao""]","[""loop""]","[""end""]",10,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
311,"Metadata/Projectiles/YugulChromeProjectile","[""Metadata/Effects/Spells/monsters_effects/act8/Yugul_SilverFrog/SilverPoolProjectile.ao""]","[""loop""]","[""end""]",1000,"",2,1,"","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
312,"Metadata/Projectiles/TriggerProjectileSpell","[""Metadata/Effects/Spells/monsters_effects/trigger_projectile/trigger_projectile.ao""]","[""spellcast_aoe""]","[""death""]",600,"",2,1,"","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
313,"Metadata/Projectiles/FemaleDemonRangedProjectileBlue","[""Metadata/Effects/Spells/monsters_effects/act8/Lunaris_Concubine/female_demon_ranged_Lunaris/rig.ao""]","[""demonfemaleranged_shoot""]","[""demonfemaleranged_end""]",1800,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
314,"Metadata/Projectiles/FigureheadMortar","[""Metadata/Effects/Spells/monsters_effects/figurehead_projectile/incinerate_ghostflame.ao""]","[""ghostflameproj_shoot""]",[],750,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],318
315,"Metadata/Projectiles/CoolWhipProjectile","[""Metadata/Effects/Spells/monsters_effects/act8/Lunaris_Whipper/fast_projectile/rig.ao""]","[""once""]","[""end""]",2500,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
316,"Metadata/Projectiles/BurningNovaProjectileSpell","[""Metadata/Effects/Spells/monsters_effects/act8/Fire_ball_poofs/ball_fire.ao""]","[""loop""]","[""end""]",350,"",2,"","","Metadata/Projectiles/ProjectileGround",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
317,"Metadata/Projectiles/MortarSummonSilverOrb","[""Metadata/Effects/Spells/monsters_effects/vaalspiderboss_e/eggmortar.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],318
318,"Metadata/Projectiles/CausticMortar","[""Metadata/Effects/Spells/monsters_effects/act8/PusElementalMortar/rig.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],318
319,"Metadata/Projectiles/PusWaterVortex","[""Metadata/Effects/Spells/monsters_effects/act8/Sewer_WaterSpiral/whirlpoolmonstersewage_attack.ao""]","[""whirlpool_loop""]","[""whirlpool_end""]",300,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
320,"Metadata/Projectiles/ChromeSpikeySpike","[""Metadata/Effects/Spells/monsters_effects/act8/Chrome_spiker_spine/rig.ao""]","[""spine_shoot""]","[""spine_shatter""]",1800,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
321,"Metadata/Projectiles/ChromeSpike","[""Metadata/Effects/Spells/monsters_effects/act8/Chrome_snake_spine/rig.ao""]","[""spine_shoot""]","[""spine_shatter""]",1800,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
