"rownum","StatSet","GemLevel","PlayerLevelReq","SpellCritChance","AttackCritChance","BaseMultiplier","DamageEffectiveness","AdditionalFlags","FloatStats","InterpolationBases","AdditionalStats","StatInterpolations","FloatStatsValues","BaseResolvedValues","AdditionalStatsValues","GrantedEffects"
10255,1364,6,20,0,0,0,0,[],[116],[0],[9526],"[3,1]",[1],[141],[420],[1363]
10256,1364,7,24,0,0,0,0,[],[116],[0],[9526],"[3,1]",[1],[171],[530],[1363]
10257,1364,8,28,0,0,0,0,[],[116],[0],[9526],"[3,1]",[1],[204],[650],[1363]
10258,1364,9,32,0,0,0,0,[],[116],[0],[9526],"[3,1]",[1],[241],[780],[1363]
10259,1364,10,36,0,0,0,0,[],[116],[0],[9526],"[3,1]",[1],[282],[920],[1363]
10260,1364,11,40,0,0,0,0,[],[116],[0],[9526],"[3,1]",[1],[328],[1080],[1363]
10261,1364,12,44,0,0,0,0,[],[116],[0],[9526],"[3,1]",[1],[378],[1250],[1363]
10262,1364,13,48,0,0,0,0,[],[116],[0],[9526],"[3,1]",[1],[433],[1430],[1363]
10263,1364,14,52,0,0,0,0,[],[116],[0],[9526],"[3,1]",[1],[495],[1620],[1363]
10264,1364,15,55,0,0,0,0,[],[116],[0],[9526],"[3,1]",[1],[545],[1820],[1363]
10265,1364,16,58,0,0,0,0,[],[116],[0],[9526],"[3,1]",[1],[599],[2040],[1363]
10266,1364,17,61,0,0,0,0,[],[116],[0],[9526],"[3,1]",[1],[657],[2260],[1363]
10267,1364,18,64,0,0,0,0,[],[116],[0],[9526],"[3,1]",[1],[719],[2500],[1363]
10268,1364,19,67,0,0,0,0,[],[116],[0],[9526],"[3,1]",[1],[786],[2740],[1363]
10269,1364,20,70,0,0,0,0,[],[116],[0],[9526],"[3,1]",[1],[858],[3000],[1363]
10270,1364,21,72,0,0,0,0,[],[116],[0],[9526],"[3,1]",[1],[909],[3270],[1363]
10271,1364,22,74,0,0,0,0,[],[116],[0],[9526],"[3,1]",[1],[962],[3550],[1363]
10272,1364,23,76,0,0,0,0,[],[116],[0],[9526],"[3,1]",[1],[1018],[3830],[1363]
10273,1364,24,78,0,0,0,0,[],[116],[0],[9526],"[3,1]",[1],[1076],[4130],[1363]
10274,1364,25,80,0,0,0,0,[],[116],[0],[9526],"[3,1]",[1],[1137],[4440],[1363]
10275,1364,26,82,0,0,0,0,[],[116],[0],[9526],"[3,1]",[1],[1201],[4760],[1363]
10276,1364,27,84,0,0,0,0,[],[116],[0],[9526],"[3,1]",[1],[1268],[5090],[1363]
10277,1364,28,86,0,0,0,0,[],[116],[0],[9526],"[3,1]",[1],[1338],[5430],[1363]
10278,1364,29,88,0,0,0,0,[],[116],[0],[9526],"[3,1]",[1],[1412],[5770],[1363]
10279,1364,30,90,0,0,0,0,[],[116],[0],[9526],"[3,1]",[1],[1488],[6130],[1363]
10280,1364,31,91,0,0,0,0,[],[116],[0],[9526],"[3,1]",[1],[1528],[6500],[1363]
10281,1364,32,92,0,0,0,0,[],[116],[0],[9526],"[3,1]",[1],[1569],[6880],[1363]
10282,1364,33,93,0,0,0,0,[],[116],[0],[9526],"[3,1]",[1],[1610],[7260],[1363]
10283,1364,34,94,0,0,0,0,[],[116],[0],[9526],"[3,1]",[1],[1653],[7660],[1363]
10284,1364,35,95,0,0,0,0,[],[116],[0],[9526],"[3,1]",[1],[1696],[8060],[1363]
10285,1364,36,96,0,0,0,0,[],[116],[0],[9526],"[3,1]",[1],[1741],[8480],[1363]
10286,1364,37,97,0,0,0,0,[],[116],[0],[9526],"[3,1]",[1],[1786],[8900],[1363]
10287,1364,38,98,0,0,0,0,[],[116],[0],[9526],"[3,1]",[1],[1833],[9340],[1363]
10288,1364,39,99,0,0,0,0,[],[116],[0],[9526],"[3,1]",[1],[1880],[9780],[1363]
10289,1364,40,100,0,0,0,0,[],[116],[0],[9526],"[3,1]",[1],[1929],[10230],[1363]
10290,1365,1,4,0,0,0,0,[],[116],[0],"[9524,9526]","[3,1,1]",[1],[50],"[35,300]",[1364]
10291,1365,2,6,0,0,0,0,[],[116],[0],"[9524,9526]","[3,1,1]",[1],[60],"[35,390]",[1364]
10292,1365,3,9,0,0,0,0,[],[116],[0],"[9524,9526]","[3,1,1]",[1],[74],"[35,540]",[1364]
10293,1365,4,12,0,0,0,0,[],[116],[0],"[9524,9526]","[3,1,1]",[1],[91],"[35,750]",[1364]
10294,1365,5,16,0,0,0,0,[],[116],[0],"[9524,9526]","[3,1,1]",[1],[115],"[36,990]",[1364]
10295,1365,6,20,0,0,0,0,[],[116],[0],"[9524,9526]","[3,1,1]",[1],[141],"[36,1260]",[1364]
10296,1365,7,24,0,0,0,0,[],[116],[0],"[9524,9526]","[3,1,1]",[1],[171],"[36,1590]",[1364]
10297,1365,8,28,0,0,0,0,[],[116],[0],"[9524,9526]","[3,1,1]",[1],[204],"[36,1950]",[1364]
10298,1365,9,32,0,0,0,0,[],[116],[0],"[9524,9526]","[3,1,1]",[1],[241],"[37,2340]",[1364]
10299,1365,10,36,0,0,0,0,[],[116],[0],"[9524,9526]","[3,1,1]",[1],[282],"[37,2760]",[1364]
10300,1365,11,40,0,0,0,0,[],[116],[0],"[9524,9526]","[3,1,1]",[1],[328],"[37,3240]",[1364]
10301,1365,12,44,0,0,0,0,[],[116],[0],"[9524,9526]","[3,1,1]",[1],[378],"[37,3750]",[1364]
10302,1365,13,48,0,0,0,0,[],[116],[0],"[9524,9526]","[3,1,1]",[1],[433],"[38,4290]",[1364]
10303,1365,14,52,0,0,0,0,[],[116],[0],"[9524,9526]","[3,1,1]",[1],[495],"[38,4860]",[1364]
10304,1365,15,55,0,0,0,0,[],[116],[0],"[9524,9526]","[3,1,1]",[1],[545],"[38,5460]",[1364]
10305,1365,16,58,0,0,0,0,[],[116],[0],"[9524,9526]","[3,1,1]",[1],[599],"[38,6120]",[1364]
10306,1365,17,61,0,0,0,0,[],[116],[0],"[9524,9526]","[3,1,1]",[1],[657],"[39,6780]",[1364]
10307,1365,18,64,0,0,0,0,[],[116],[0],"[9524,9526]","[3,1,1]",[1],[719],"[39,7500]",[1364]
10308,1365,19,67,0,0,0,0,[],[116],[0],"[9524,9526]","[3,1,1]",[1],[786],"[39,8220]",[1364]
10309,1365,20,70,0,0,0,0,[],[116],[0],"[9524,9526]","[3,1,1]",[1],[858],"[39,9000]",[1364]
10310,1365,21,72,0,0,0,0,[],[116],[0],"[9524,9526]","[3,1,1]",[1],[909],"[40,9810]",[1364]
10311,1365,22,74,0,0,0,0,[],[116],[0],"[9524,9526]","[3,1,1]",[1],[962],"[40,10650]",[1364]
10312,1365,23,76,0,0,0,0,[],[116],[0],"[9524,9526]","[3,1,1]",[1],[1018],"[40,11490]",[1364]
10313,1365,24,78,0,0,0,0,[],[116],[0],"[9524,9526]","[3,1,1]",[1],[1076],"[40,12390]",[1364]
10314,1365,25,80,0,0,0,0,[],[116],[0],"[9524,9526]","[3,1,1]",[1],[1137],"[41,13320]",[1364]
10315,1365,26,82,0,0,0,0,[],[116],[0],"[9524,9526]","[3,1,1]",[1],[1201],"[41,14280]",[1364]
10316,1365,27,84,0,0,0,0,[],[116],[0],"[9524,9526]","[3,1,1]",[1],[1268],"[41,15270]",[1364]
10317,1365,28,86,0,0,0,0,[],[116],[0],"[9524,9526]","[3,1,1]",[1],[1338],"[41,16290]",[1364]
10318,1365,29,88,0,0,0,0,[],[116],[0],"[9524,9526]","[3,1,1]",[1],[1412],"[42,17310]",[1364]
10319,1365,30,90,0,0,0,0,[],[116],[0],"[9524,9526]","[3,1,1]",[1],[1488],"[42,18390]",[1364]
10320,1365,31,91,0,0,0,0,[],[116],[0],"[9524,9526]","[3,1,1]",[1],[1528],"[42,19500]",[1364]
10321,1365,32,92,0,0,0,0,[],[116],[0],"[9524,9526]","[3,1,1]",[1],[1569],"[42,20640]",[1364]
10322,1365,33,93,0,0,0,0,[],[116],[0],"[9524,9526]","[3,1,1]",[1],[1610],"[42,21780]",[1364]
10323,1365,34,94,0,0,0,0,[],[116],[0],"[9524,9526]","[3,1,1]",[1],[1653],"[42,22980]",[1364]
10324,1365,35,95,0,0,0,0,[],[116],[0],"[9524,9526]","[3,1,1]",[1],[1696],"[42,24180]",[1364]
10325,1365,36,96,0,0,0,0,[],[116],[0],"[9524,9526]","[3,1,1]",[1],[1741],"[43,25440]",[1364]
10326,1365,37,97,0,0,0,0,[],[116],[0],"[9524,9526]","[3,1,1]",[1],[1786],"[43,26700]",[1364]
10327,1365,38,98,0,0,0,0,[],[116],[0],"[9524,9526]","[3,1,1]",[1],[1833],"[43,28020]",[1364]
10328,1365,39,99,0,0,0,0,[],[116],[0],"[9524,9526]","[3,1,1]",[1],[1880],"[43,29340]",[1364]
10329,1365,40,100,0,0,0,0,[],[116],[0],"[9524,9526]","[3,1,1]",[1],[1929],"[43,30690]",[1364]
10330,1366,1,3,0,0,0,0,[],"[1469,1470]","[0,0]","[1722,882]","[3,3,1,1]","[0.8,1.2]","[12,18]","[2,3]",[1365]
10331,1366,2,5,0,0,0,0,[],"[1469,1470]","[0,0]","[1722,882]","[3,3,1,1]","[0.8,1.2]","[15,23]","[2,5]",[1365]
10332,1366,3,8,0,0,0,0,[],"[1469,1470]","[0,0]","[1722,882]","[3,3,1,1]","[0.8,1.2]","[21,32]","[2,8]",[1365]
10333,1366,4,10,0,0,0,0,[],"[1469,1470]","[0,0]","[1722,882]","[3,3,1,1]","[0.8,1.2]","[26,39]","[2,10]",[1365]
10334,1366,5,12,0,0,0,0,[],"[1469,1470]","[0,0]","[1722,882]","[3,3,1,1]","[0.8,1.2]","[32,47]","[2,12]",[1365]
10335,1366,6,14,0,0,0,0,[],"[1469,1470]","[0,0]","[1722,882]","[3,3,1,1]","[0.8,1.2]","[38,57]","[2,14]",[1365]
10336,1366,7,17,0,0,0,0,[],"[1469,1470]","[0,0]","[1722,882]","[3,3,1,1]","[0.8,1.2]","[50,74]","[2,17]",[1365]
10337,1366,8,20,0,0,0,0,[],"[1469,1470]","[0,0]","[1722,882]","[3,3,1,1]","[0.8,1.2]","[64,96]","[2,20]",[1365]
10338,1366,9,24,0,0,0,0,[],"[1469,1470]","[0,0]","[1722,882]","[3,3,1,1]","[0.8,1.2]","[88,132]","[2,24]",[1365]
10339,1366,10,30,0,0,0,0,[],"[1469,1470]","[0,0]","[1722,882]","[3,3,1,1]","[0.8,1.2]","[139,208]","[2,30]",[1365]
10340,1366,11,31,0,0,0,0,[],"[1469,1470]","[0,0]","[1722,882]","[3,3,1,1]","[0.8,1.2]","[150,224]","[3,31]",[1365]
10341,1366,12,36,0,0,0,0,[],"[1469,1470]","[0,0]","[1722,882]","[3,3,1,1]","[0.8,1.2]","[214,321]","[3,36]",[1365]
10342,1366,13,41,0,0,0,0,[],"[1469,1470]","[0,0]","[1722,882]","[3,3,1,1]","[0.8,1.2]","[303,455]","[3,41]",[1365]
10343,1366,14,44,0,0,0,0,[],"[1469,1470]","[0,0]","[1722,882]","[3,3,1,1]","[0.8,1.2]","[372,558]","[3,44]",[1365]
10344,1366,15,51,0,0,0,0,[],"[1469,1470]","[0,0]","[1722,882]","[3,3,1,1]","[0.8,1.2]","[591,887]","[3,51]",[1365]
10345,1366,16,52,0,0,0,0,[],"[1469,1470]","[0,0]","[1722,882]","[3,3,1,1]","[0.8,1.2]","[631,947]","[3,52]",[1365]
10346,1366,17,57,0,0,0,0,[],"[1469,1470]","[0,0]","[1722,882]","[3,3,1,1]","[0.8,1.2]","[871,1306]","[3,57]",[1365]
10347,1366,18,60,0,0,0,0,[],"[1469,1470]","[0,0]","[1722,882]","[3,3,1,1]","[0.8,1.2]","[1053,1580]","[3,60]",[1365]
10348,1366,19,65,0,0,0,0,[],"[1469,1470]","[0,0]","[1722,882]","[3,3,1,1]","[0.8,1.2]","[1441,2161]","[3,65]",[1365]
10349,1366,20,66,0,0,0,0,[],"[1469,1470]","[0,0]","[1722,882]","[3,3,1,1]","[0.8,1.2]","[1533,2300]","[4,66]",[1365]
10350,1366,21,67,0,0,0,0,[],"[1469,1470]","[0,0]","[1722,882]","[3,3,1,1]","[0.8,1.2]","[1631,2447]","[4,67]",[1365]
10351,1366,22,68,0,0,0,0,[],"[1469,1470]","[0,0]","[1722,882]","[3,3,1,1]","[0.8,1.2]","[1735,2602]","[4,68]",[1365]
10352,1366,23,69,0,0,0,0,[],"[1469,1470]","[0,0]","[1722,882]","[3,3,1,1]","[0.8,1.2]","[1845,2768]","[4,69]",[1365]
10353,1366,24,70,0,0,0,0,[],"[1469,1470]","[0,0]","[1722,882]","[3,3,1,1]","[0.8,1.2]","[1962,2943]","[4,70]",[1365]
10354,1366,25,71,0,0,0,0,[],"[1469,1470]","[0,0]","[1722,882]","[3,3,1,1]","[0.8,1.2]","[2086,3129]","[4,71]",[1365]
10355,1366,26,72,0,0,0,0,[],"[1469,1470]","[0,0]","[1722,882]","[3,3,1,1]","[0.8,1.2]","[2217,3326]","[4,72]",[1365]
10356,1366,27,73,0,0,0,0,[],"[1469,1470]","[0,0]","[1722,882]","[3,3,1,1]","[0.8,1.2]","[2356,3535]","[4,73]",[1365]
10357,1366,28,74,0,0,0,0,[],"[1469,1470]","[0,0]","[1722,882]","[3,3,1,1]","[0.8,1.2]","[2504,3756]","[4,74]",[1365]
10358,1366,29,75,0,0,0,0,[],"[1469,1470]","[0,0]","[1722,882]","[3,3,1,1]","[0.8,1.2]","[2661,3991]","[4,75]",[1365]
10359,1366,30,76,0,0,0,0,[],"[1469,1470]","[0,0]","[1722,882]","[3,3,1,1]","[0.8,1.2]","[2827,4240]","[4,76]",[1365]
10360,1366,31,77,0,0,0,0,[],"[1469,1470]","[0,0]","[1722,882]","[3,3,1,1]","[0.8,1.2]","[3003,4504]","[4,77]",[1365]
10361,1366,32,78,0,0,0,0,[],"[1469,1470]","[0,0]","[1722,882]","[3,3,1,1]","[0.8,1.2]","[3189,4784]","[4,78]",[1365]
10362,1366,33,79,0,0,0,0,[],"[1469,1470]","[0,0]","[1722,882]","[3,3,1,1]","[0.8,1.2]","[3387,5080]","[4,79]",[1365]
10363,1366,34,80,0,0,0,0,[],"[1469,1470]","[0,0]","[1722,882]","[3,3,1,1]","[0.8,1.2]","[3596,5394]","[4,80]",[1365]
10364,1366,35,81,0,0,0,0,[],"[1469,1470]","[0,0]","[1722,882]","[3,3,1,1]","[0.8,1.2]","[3818,5727]","[4,81]",[1365]
10365,1366,36,82,0,0,0,0,[],"[1469,1470]","[0,0]","[1722,882]","[3,3,1,1]","[0.8,1.2]","[4053,6080]","[4,82]",[1365]
10366,1367,1,45,0,0,0,0,[],"[1469,1470]","[0,0]",[],"[3,3]","[0.8,1.2]","[217,325]",[],[1366]
10367,1372,1,3,500,0,0,0,[],"[1469,1470]","[0,0]","[731,116]","[3,3,1,1]","[0.8,1.2]","[21,32]","[20,335]",[1371]
10368,1372,2,5,500,0,0,0,[],"[1469,1470]","[0,0]","[731,116]","[3,3,1,1]","[0.8,1.2]","[26,40]","[25,649]",[1371]
10369,1372,3,8,500,0,0,0,[],"[1469,1470]","[0,0]","[731,116]","[3,3,1,1]","[0.8,1.2]","[36,53]","[36,1000]",[1371]
10370,1372,4,12,500,0,0,0,[],"[1469,1470]","[0,0]","[731,116]","[3,3,1,1]","[0.8,1.2]","[51,76]","[49,1633]",[1371]
10371,1372,5,15,500,0,0,0,[],"[1469,1470]","[0,0]","[731,116]","[3,3,1,1]","[0.8,1.2]","[64,97]","[64,2075]",[1371]
10372,1372,6,19,500,0,0,0,[],"[1469,1470]","[0,0]","[731,116]","[3,3,1,1]","[0.8,1.2]","[87,130]","[91,2573]",[1371]
10373,1372,7,22,500,0,0,0,[],"[1469,1470]","[0,0]","[731,116]","[3,3,1,1]","[0.8,1.2]","[107,161]","[116,3094]",[1371]
10374,1372,8,26,500,0,0,0,[],"[1469,1470]","[0,0]","[731,116]","[3,3,1,1]","[0.8,1.2]","[140,210]","[160,3641]",[1371]
10375,1372,9,30,500,0,0,0,[],"[1469,1470]","[0,0]","[731,116]","[3,3,1,1]","[0.8,1.2]","[181,271]","[209,4352]",[1371]
10376,1372,10,36,500,0,0,0,[],"[1469,1470]","[0,0]","[731,116]","[3,3,1,1]","[0.8,1.2]","[260,391]","[315,5313]",[1371]
10377,1372,11,39,500,0,0,0,[],"[1469,1470]","[0,0]","[731,116]","[3,3,1,1]","[0.8,1.2]","[310,465]","[374,5890]",[1371]
10378,1372,12,40,500,0,0,0,[],"[1469,1470]","[0,0]","[731,116]","[3,3,1,1]","[0.8,1.2]","[329,493]","[377,6189]",[1371]
10379,1372,13,45,500,0,0,0,[],"[1469,1470]","[0,0]","[731,116]","[3,3,1,1]","[0.8,1.2]","[436,654]","[565,7030]",[1371]
10380,1372,14,50,500,0,0,0,[],"[1469,1470]","[0,0]","[731,116]","[3,3,1,1]","[0.8,1.2]","[573,860]","[752,7870]",[1371]
10381,1372,15,57,500,0,0,0,[],"[1469,1470]","[0,0]","[731,116]","[3,3,1,1]","[0.8,1.2]","[831,1247]","[1194,9159]",[1371]
10382,1372,16,60,500,0,0,0,[],"[1469,1470]","[0,0]","[731,116]","[3,3,1,1]","[0.8,1.2]","[972,1457]","[1403,9867]",[1371]
10383,1372,17,66,500,0,0,0,[],"[1469,1470]","[0,0]","[731,116]","[3,3,1,1]","[0.8,1.2]","[1320,1979]","[2091,11090]",[1371]
10384,1372,18,67,500,0,0,0,[],"[1469,1470]","[0,0]","[731,116]","[3,3,1,1]","[0.8,1.2]","[1388,2082]","[2211,11524]",[1371]
10385,1372,19,68,500,0,0,0,[],"[1469,1470]","[0,0]","[731,116]","[3,3,1,1]","[0.8,1.2]","[1459,2189]","[2334,11966]",[1371]
10386,1372,20,69,500,0,0,0,[],"[1469,1470]","[0,0]","[731,116]","[3,3,1,1]","[0.8,1.2]","[1534,2301]","[2456,12428]",[1371]
10387,1372,21,70,500,0,0,0,[],"[1469,1470]","[0,0]","[731,116]","[3,3,1,1]","[0.8,1.2]","[1613,2419]","[2579,12894]",[1371]
10388,1372,22,71,500,0,0,0,[],"[1469,1470]","[0,0]","[731,116]","[3,3,1,1]","[0.8,1.2]","[1695,2543]","[2746,13369]",[1371]
10389,1372,23,72,500,0,0,0,[],"[1469,1470]","[0,0]","[731,116]","[3,3,1,1]","[0.8,1.2]","[1781,2672]","[2912,13857]",[1371]
10390,1372,24,73,500,0,0,0,[],"[1469,1470]","[0,0]","[731,116]","[3,3,1,1]","[0.8,1.2]","[1872,2807]","[3074,14358]",[1371]
10391,1372,25,74,500,0,0,0,[],"[1469,1470]","[0,0]","[731,116]","[3,3,1,1]","[0.8,1.2]","[1966,2949]","[3237,14875]",[1371]
10392,1372,26,75,500,0,0,0,[],"[1469,1470]","[0,0]","[731,116]","[3,3,1,1]","[0.8,1.2]","[2065,3098]","[3397,15397]",[1371]
10393,1372,27,76,500,0,0,0,[],"[1469,1470]","[0,0]","[731,116]","[3,3,1,1]","[0.8,1.2]","[2169,3253]","[3552,15931]",[1371]
10394,1372,28,77,500,0,0,0,[],"[1469,1470]","[0,0]","[731,116]","[3,3,1,1]","[0.8,1.2]","[2278,3416]","[3703,16480]",[1371]
10395,1372,29,78,500,0,0,0,[],"[1469,1470]","[0,0]","[731,116]","[3,3,1,1]","[0.8,1.2]","[2391,3587]","[3847,17039]",[1371]
10396,1372,30,79,500,0,0,0,[],"[1469,1470]","[0,0]","[731,116]","[3,3,1,1]","[0.8,1.2]","[2511,3766]","[3981,17613]",[1371]
10397,1372,31,80,500,0,0,0,[],"[1469,1470]","[0,0]","[731,116]","[3,3,1,1]","[0.8,1.2]","[2635,3953]","[4110,18195]",[1371]
10398,1372,32,81,500,0,0,0,[],"[1469,1470]","[0,0]","[731,116]","[3,3,1,1]","[0.8,1.2]","[2766,4149]","[4230,18790]",[1371]
10399,1372,33,82,500,0,0,0,[],"[1469,1470]","[0,0]","[731,116]","[3,3,1,1]","[0.8,1.2]","[2903,4354]","[4334,19399]",[1371]
10400,1373,1,3,0,0,0,0,[],"[1469,1470]","[0,0]","[731,116]","[3,3,1,1]","[0.8,1.2]","[15,23]","[4,162]",[1372]
10401,1373,2,5,0,0,0,0,[],"[1469,1470]","[0,0]","[731,116]","[3,3,1,1]","[0.8,1.2]","[20,30]","[5,314]",[1372]
10402,1373,3,8,0,0,0,0,[],"[1469,1470]","[0,0]","[731,116]","[3,3,1,1]","[0.8,1.2]","[27,41]","[8,484]",[1372]
10403,1373,4,12,0,0,0,0,[],"[1469,1470]","[0,0]","[731,116]","[3,3,1,1]","[0.8,1.2]","[41,61]","[11,686]",[1372]
10404,1373,5,15,0,0,0,0,[],"[1469,1470]","[0,0]","[731,116]","[3,3,1,1]","[0.8,1.2]","[54,81]","[15,847]",[1372]
10405,1373,6,19,0,0,0,0,[],"[1469,1470]","[0,0]","[731,116]","[3,3,1,1]","[0.8,1.2]","[76,114]","[22,1021]",[1372]
10406,1373,7,22,0,0,0,0,[],"[1469,1470]","[0,0]","[731,116]","[3,3,1,1]","[0.8,1.2]","[97,146]","[29,1195]",[1372]
10407,1373,8,26,0,0,0,0,[],"[1469,1470]","[0,0]","[731,116]","[3,3,1,1]","[0.8,1.2]","[133,200]","[41,1369]",[1372]
10408,1373,9,30,0,0,0,0,[],"[1469,1470]","[0,0]","[731,116]","[3,3,1,1]","[0.8,1.2]","[180,270]","[57,1594]",[1372]
10409,1373,10,36,500,0,0,0,[],"[1469,1470]","[0,0]","[731,116]","[3,3,1,1]","[0.8,1.2]","[277,416]","[92,1896]",[1372]
10410,1373,11,39,500,0,0,0,[],"[1469,1470]","[0,0]","[731,116]","[3,3,1,1]","[0.8,1.2]","[342,513]","[117,2048]",[1372]
10411,1373,12,40,500,0,0,0,[],"[1469,1470]","[0,0]","[731,116]","[3,3,1,1]","[0.8,1.2]","[367,550]","[126,2098]",[1372]
10412,1373,13,45,500,0,0,0,[],"[1469,1470]","[0,0]","[731,116]","[3,3,1,1]","[0.8,1.2]","[515,772]","[198,2350]",[1372]
10413,1373,14,50,500,0,0,0,[],"[1469,1470]","[0,0]","[731,116]","[3,3,1,1]","[0.8,1.2]","[717,1076]","[270,2602]",[1372]
10414,1373,15,57,500,0,0,0,[],"[1469,1470]","[0,0]","[731,116]","[3,3,1,1]","[0.8,1.2]","[1127,1691]","[452,2954]",[1372]
10415,1373,16,60,500,0,0,0,[],"[1469,1470]","[0,0]","[731,116]","[3,3,1,1]","[0.8,1.2]","[1364,2045]","[561,3106]",[1372]
10416,1373,17,66,500,0,0,0,[],"[1469,1470]","[0,0]","[731,116]","[3,3,1,1]","[0.8,1.2]","[1984,2977]","[863,3408]",[1372]
10417,1373,18,67,500,0,0,0,[],"[1469,1470]","[0,0]","[731,116]","[3,3,1,1]","[0.8,1.2]","[2111,3167]","[926,3458]",[1372]
10418,1373,19,68,500,0,0,0,[],"[1469,1470]","[0,0]","[731,116]","[3,3,1,1]","[0.8,1.2]","[2246,3368]","[994,3508]",[1372]
10419,1373,20,69,500,0,0,0,[],"[1469,1470]","[0,0]","[731,116]","[3,3,1,1]","[0.8,1.2]","[2388,3582]","[1067,3560]",[1372]
10420,1373,21,70,500,0,0,0,[],"[1469,1470]","[0,0]","[731,116]","[3,3,1,1]","[0.8,1.2]","[2539,3809]","[1145,3610]",[1372]
10421,1373,22,71,500,0,0,0,[],"[1469,1470]","[0,0]","[731,116]","[3,3,1,1]","[0.8,1.2]","[2700,4050]","[1229,3660]",[1372]
10422,1373,23,72,500,0,0,0,[],"[1469,1470]","[0,0]","[731,116]","[3,3,1,1]","[0.8,1.2]","[2870,4305]","[1319,3710]",[1372]
10423,1373,24,73,500,0,0,0,[],"[1469,1470]","[0,0]","[731,116]","[3,3,1,1]","[0.8,1.2]","[3050,4575]","[1414,3760]",[1372]
10424,1373,25,74,500,0,0,0,[],"[1469,1470]","[0,0]","[731,116]","[3,3,1,1]","[0.8,1.2]","[3241,4862]","[1517,3812]",[1372]
10425,1373,26,75,500,0,0,0,[],"[1469,1470]","[0,0]","[731,116]","[3,3,1,1]","[0.8,1.2]","[3444,5166]","[1627,3862]",[1372]
10426,1373,27,76,500,0,0,0,[],"[1469,1470]","[0,0]","[731,116]","[3,3,1,1]","[0.8,1.2]","[3659,5488]","[1744,3912]",[1372]
10427,1373,28,77,500,0,0,0,[],"[1469,1470]","[0,0]","[731,116]","[3,3,1,1]","[0.8,1.2]","[3887,5830]","[1870,3963]",[1372]
10428,1373,29,78,500,0,0,0,[],"[1469,1470]","[0,0]","[731,116]","[3,3,1,1]","[0.8,1.2]","[4128,6192]","[2005,4013]",[1372]
10429,1373,30,79,500,0,0,0,[],"[1469,1470]","[0,0]","[731,116]","[3,3,1,1]","[0.8,1.2]","[4384,6576]","[2148,4064]",[1372]
10430,1373,31,80,500,0,0,0,[],"[1469,1470]","[0,0]","[731,116]","[3,3,1,1]","[0.8,1.2]","[4655,6982]","[2303,4114]",[1372]
10431,1373,32,81,500,0,0,0,[],"[1469,1470]","[0,0]","[731,116]","[3,3,1,1]","[0.8,1.2]","[4942,7413]","[2470,4230]",[1372]
10432,1373,33,82,500,0,0,0,[],"[1469,1470]","[0,0]","[731,116]","[3,3,1,1]","[0.8,1.2]","[5246,7869]","[2648,4334]",[1372]
10433,1374,1,10,0,0,0,0,[],"[1469,1470]","[0,0]","[731,116]","[3,3,1,1]","[0.8,1.2]","[34,51]","[73,747]",[1373]
10434,1374,2,43,500,0,0,0,[],"[1469,1470]","[0,0]","[731,116]","[3,3,1,1]","[0.8,1.2]","[450,675]","[360,1900]",[1373]
10435,1374,3,57,500,0,0,0,[],"[1469,1470]","[0,0]","[731,116]","[3,3,1,1]","[0.8,1.2]","[1127,1691]","[900,2500]",[1373]
10436,1375,1,3,0,0,0,0,[],"[1469,1470]","[0,0]","[731,116,1844]","[3,3,1,1,1]","[0.7,1.1]","[19,30]","[37,178,61]",[1374]
10437,1375,2,5,0,0,0,0,[],"[1469,1470]","[0,0]","[731,116,1844]","[3,3,1,1,1]","[0.7,1.1]","[25,39]","[44,344,77]",[1374]
10438,1375,3,8,0,0,0,0,[],"[1469,1470]","[0,0]","[731,116,1844]","[3,3,1,1,1]","[0.7,1.1]","[34,53]","[55,530,112]",[1374]
10439,1375,4,10,0,0,0,0,[],"[1469,1470]","[0,0]","[731,116,1844]","[3,3,1,1,1]","[0.7,1.1]","[41,65]","[65,701,141]",[1374]
10440,1375,5,12,0,0,0,0,[],"[1469,1470]","[0,0]","[731,116,1844]","[3,3,1,1,1]","[0.7,1.1]","[50,78]","[73,747,174]",[1374]
10441,1375,6,14,0,0,0,0,[],"[1469,1470]","[0,0]","[731,116,1844]","[3,3,1,1,1]","[0.7,1.1]","[59,93]","[84,944,215]",[1374]
10442,1375,7,17,0,0,0,0,[],"[1469,1470]","[0,0]","[731,116,1844]","[3,3,1,1,1]","[0.7,1.1]","[76,120]","[97,1091,290]",[1374]
10443,1375,8,20,0,0,0,0,[],"[1469,1470]","[0,0]","[731,116,1844]","[3,3,1,1,1]","[0.7,1.1]","[97,153]","[112,1237,386]",[1374]
10444,1375,9,24,0,0,0,0,[],"[1469,1470]","[0,0]","[731,116,1844]","[3,3,1,1,1]","[0.7,1.1]","[132,207]","[142,1381,556]",[1374]
10445,1375,10,30,0,0,0,0,[],"[1469,1470]","[0,0]","[731,116,1844]","[3,3,1,1,1]","[0.7,1.1]","[203,320]","[189,1525,931]",[1374]
10446,1375,11,31,0,0,0,0,[],"[1469,1470]","[0,0]","[731,116,1844]","[3,3,1,1,1]","[0.7,1.1]","[218,343]","[201,1668,1023]",[1374]
10447,1375,12,36,500,0,0,0,[],"[1469,1470]","[0,0]","[731,116,1844]","[3,3,1,1,1]","[0.8,1.2]","[350,525]","[261,1811,1542]",[1374]
