"rownum","NPCKey","i32","DialogueOption","[i32]","[i32]","[i32]","Script","rid","rid","QuestKey","QuestFlag","NPCTextAudioKeys","Script2","bool","bool","[i32]","[i32]","i32","[i32]","i32","bool","rid","bool","bool","DialogueOption2","rid","rid","i32","[i32]","i32","rid"
637,29,0,"The Game",[],[],[],"triggerer.FinishNPCChat();",71,5,"",71,[496],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
638,93,0,"Read",[],[],[862],"",71,3,"",71,[498],"","",1,[],[],1276,[],1276,1,"","","","","","",47,[],47,""
639,205,0,"Read",[],[],[863],"",71,3,"",71,[499],"","",1,[],[],1276,[],1276,1,"","","","","","",47,[],47,""
640,206,0,"Read",[],[],[864],"",71,3,"",71,[500],"","",1,[],[],1276,[],1276,1,"","","","","","",47,[],47,""
641,207,0,"Read",[],[],[865],"",71,3,"",71,[501],"","",1,[],[],1276,[],1276,1,"","","","","","",47,[],47,""
642,208,0,"Read",[],[],[866],"",71,3,"",71,[502],"","",1,[],[],1276,[],1276,1,"","","","","","",47,[],47,""
643,209,0,"Read",[],[],[867],"",71,3,"",71,[503],"","",1,[],[],1276,[],1276,1,"","","","","","",47,[],47,""
644,210,0,"Read",[],[],[868],"",71,3,"",71,[504],"","",1,[],[],1276,[],1276,1,"","","","","","",47,[],47,""
645,211,0,"Read",[],[],[869],"",71,3,"",71,[505],"","",1,[],[],1276,[],1276,1,"","","","","","",47,[],47,""
646,212,0,"Read",[],[],[870],"",71,3,"",71,[506],"","",1,[],[],1276,[],1276,1,"","","","","","",47,[],47,""
647,213,0,"Read",[],[],[871],"",71,3,"",71,[507],"","",1,[],[],1276,[],1276,1,"","","","","","",47,[],47,""
648,214,0,"Read",[],[],[872],"",71,3,"",71,[508],"","",1,[],[],1276,[],1276,1,"","","","","","",47,[],47,""
649,215,0,"Read",[],[],[873],"",71,3,"",71,[509],"","",1,[],[],1276,[],1276,1,"","","","","","",47,[],47,""
650,216,0,"Read",[],[],[874],"",71,3,"",71,[510],"","",1,[],[],1276,[],1276,1,"","","","","","",47,[],47,""
651,77,0,"Read",[],[],[875],"",71,3,"",71,[744],"","",1,[],[],1276,[],1276,1,"","","","","","",47,[],47,""
652,78,0,"Read",[],[],[876],"",71,3,"",71,[745],"","",1,[],[],1276,[],1276,1,"","","","","","",47,[],47,""
653,79,0,"Read",[],[],[877],"",71,3,"",71,[746],"","",1,[],[],1276,[],1276,1,"","","","","","",47,[],47,""
654,80,0,"Read",[],[],[878],"",71,3,"",71,[747],"","",1,[],[],1276,[],1276,1,"","","","","","",47,[],47,""
655,122,0,"Introduction",[],"[710,0]",[2021],"triggerer.DispatchRulesetEvent(show_mission_info);",2021,5,"",2021,"[592,598,601]","","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
656,122,1,"_give_reward",[710],[711],[711],"",711,5,"",71,"[594,610,611,612]","","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
657,122,2,"Talk to Zana",[715],[],[714],"","",5,"",714,[595],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
658,122,3,"_extra_mission_info",[71],[],[],"triggerer.DispatchRulesetEvent(show_mission_reqs);","",5,"",71,[649],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
659,122,4,"_extra_mission_info",[71],[],[],"triggerer.DispatchRulesetEvent(show_mission_reqs);","",5,"",71,[650],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
660,122,5,"_extra_mission_info",[71],[],[],"triggerer.DispatchRulesetEvent(show_mission_reqs);","",5,"",71,[651],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
661,122,6,"_extra_mission_info",[71],[],[],"triggerer.DispatchRulesetEvent(show_mission_reqs);","",5,"",71,[652],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
662,122,7,"_extra_mission_info",[71],[],[],"triggerer.DispatchRulesetEvent(show_mission_reqs);","",5,"",71,[653],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
663,122,8,"_extra_mission_info",[71],[],[],"triggerer.DispatchRulesetEvent(show_mission_reqs);","",5,"",71,[654],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
664,122,9,"_extra_mission_info",[71],[],[],"triggerer.DispatchRulesetEvent(show_mission_reqs);","",5,"",71,[655],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
665,122,10,"_extra_mission_info",[71],[],[],"","",5,"",71,[665],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
666,122,11,"_extra_mission_info",[71],[],[],"","",5,"",71,[666],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
667,122,12,"_extra_mission_info",[71],[],[],"","",5,"",71,[667],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
668,122,13,"_extra_mission_info",[71],[],[],"","",5,"",71,[668],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
669,122,14,"_extra_mission_info",[71],[],[],"triggerer.DispatchRulesetEvent(show_mission_reqs);","",5,"",71,[658],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
670,122,15,"_extra_mission_info",[71],[],[],"triggerer.DispatchRulesetEvent(show_mission_reqs);","",5,"",71,[659],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
671,122,16,"_extra_mission_info",[71],[],[],"triggerer.DispatchRulesetEvent(show_mission_reqs);","",5,"",71,[1894],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
672,122,17,"_extra_mission_info",[71],[],[],"triggerer.DispatchRulesetEvent(show_mission_reqs);","",5,"",71,[1896],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
673,122,18,"_extra_mission_info",[71],[],[],"triggerer.DispatchRulesetEvent(show_mission_reqs);","",5,"",71,[656],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
674,122,19,"_extra_mission_info",[71],[],[],"triggerer.DispatchRulesetEvent(show_mission_reqs);","",5,"",71,[661],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
675,122,20,"_extra_mission_info",[71],[],[],"triggerer.DispatchRulesetEvent(show_mission_reqs);","",5,"",71,[663],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
676,122,21,"_extra_mission_info",[71],[],[],"triggerer.DispatchRulesetEvent(show_mission_reqs);","",5,"",71,[664],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
677,122,22,"_extra_mission_info",[71],[],[],"triggerer.DispatchRulesetEvent(show_mission_reqs);","",5,"",71,[657],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
678,122,23,"_extra_mission_info",[71],[],[],"triggerer.DispatchRulesetEvent(show_mission_reqs);","",5,"",71,[660],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
679,122,24,"_extra_mission_info",[71],[],[],"triggerer.DispatchRulesetEvent(show_mission_reqs);","",5,"",71,[662],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
680,122,25,"_extra_mission_info",[71],[],[],"triggerer.DispatchRulesetEvent(show_mission_reqs);","",5,"",71,[1895],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
681,122,26,"_extra_mission_info",[71],[],[],"triggerer.DispatchRulesetEvent(show_mission_reqs);","",5,"",71,[5362],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
682,122,27,"_extra_mission_info",[71],[],[],"triggerer.DispatchRulesetEvent(show_mission_reqs);","",5,"",71,[5361],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
683,122,28,"_extra_mission_info",[71],[],[],"triggerer.DispatchRulesetEvent(show_mission_reqs);","",5,"",71,[5364],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
684,122,29,"_extra_mission_info",[71],[],[],"triggerer.DispatchRulesetEvent(show_mission_reqs);","",5,"",71,[5363],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
685,122,30,"_extra_mission_info",[71],[],[],"triggerer.DispatchRulesetEvent(show_mission_reqs);","",5,"",71,[648],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
686,122,31,"_extra_mission_info",[71],[],[],"","",5,"",71,[1898],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
687,122,32,"_extra_mission_info",[71],[],[],"","",5,"",71,[1897],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
688,122,33,"_extra_mission_info",[71],[],[],"triggerer.DispatchRulesetEvent(show_mission_reqs);","",5,"",71,[9198],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
689,122,34,"_extra_mission_info",[71],[],[],"triggerer.DispatchRulesetEvent(show_mission_reqs);","",5,"",71,[9199],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
690,122,35,"_extra_mission_info",[71],[],[],"triggerer.DispatchRulesetEvent(show_mission_reqs);","",5,"",71,[9200],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
691,122,36,"_extra_mission_info",[71],[],[],"triggerer.DispatchRulesetEvent(show_mission_reqs);","",5,"",71,[9201],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
692,122,37,"_extra_mission_info",[71],[],[],"triggerer.DispatchRulesetEvent(show_mission_reqs);","",5,"",71,[9202],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
693,122,38,"_extra_mission_info",[71],[],[],"triggerer.DispatchRulesetEvent(show_mission_reqs);","",5,"",71,[5730],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
694,122,39,"Select Mission","[2021,0]","[709,0,0]",[2022],"triggerer.DispatchRulesetEvent(choose);",2022,5,"",71,[],"","","",[],[],1276,[],1276,"","",1,1,"","","",47,[],47,""
695,122,40,"View Missions",[2021],"[709,0,0,0]",[2022],"triggerer.DispatchRulesetEvent(choose);",2022,5,"",71,[],"","","",[],[],1276,[],1276,"","",1,"","","","",47,[],47,""
696,123,0,"Introduction",[],[],[716],"",716,3,"",716,[734],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
697,123,1,"Captain Fairgraves",[],[],[],"","",3,"","",[736],"","","",[233],[],233,[],1276,"","","","","","","",47,[],47,""
698,123,2,"Zana, Master Cartographer",[],[],[],"","",3,"","",[743],"","","",[232],[],232,[],1276,"","","","","","","",47,[],47,""
699,123,3,"Fishing",[716],[],[],"triggerer.DoFishingTalk();",714,5,"",711,[],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
700,123,4,"_no_rod",[71],[],[],"","",5,"",71,[732],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
701,123,5,"_have_rod",[71],[],[],"triggerer.ActivateFishingQuest();","",5,"",71,[733],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
702,123,6,"Claim Fish Reward",[71],[],[],"","",5,"",71,[735],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
703,133,0,"Read",[],[],[906],"",71,3,"",71,[929],"","",1,[],[],1276,[],1276,1,"","","","","","",47,[],47,""
704,134,0,"Read",[],[],[907],"",71,3,"",71,[930],"","",1,[],[],1276,[],1276,1,"","","","","","",47,[],47,""
705,135,0,"Read",[],[],[908],"",71,3,"",71,[931],"","",1,[],[],1276,[],1276,1,"","","","","","",47,[],47,""
706,136,0,"Read",[],[],[910],"",71,3,"",71,[932],"","",1,[],[],1276,[],1276,1,"","","","","","",47,[],47,""
707,137,0,"Read",[],[],[912],"",71,3,"",71,[933],"","",1,[],[],1276,[],1276,1,"","","","","","",47,[],47,""
708,138,0,"Read",[],[],[913],"",71,3,"",71,[934],"","",1,[],[],1276,[],1276,1,"","","","","","",47,[],47,""
709,139,0,"Read",[],[],[901],"",71,3,"",71,[924],"","",1,[],[],1276,[],1276,1,"","","","","","",47,[],47,""
710,140,0,"Read",[],[],[902],"",71,3,"",71,[925],"","",1,[],[],1276,[],1276,1,"","","","","","",47,[],47,""
711,141,0,"Read",[],[],[903],"",71,3,"",71,[926],"","",1,[],[],1276,[],1276,1,"","","","","","",47,[],47,""
712,142,0,"Read",[],[],[904],"",71,3,"",71,[927],"","",1,[],[],1276,[],1276,1,"","","","","","",47,[],47,""
713,143,0,"Read",[],[],[905],"",71,3,"",71,[928],"","",1,[],[],1276,[],1276,1,"","","","","","",47,[],47,""
714,145,0,"Read",[],[],[917],"",71,3,"",71,[1038],"","",1,[],[],1276,[],1276,1,"","","","","","",47,[],47,""
715,146,0,"Read",[],[],[918],"",71,3,"",71,[1039],"","",1,[],[],1276,[],1276,1,"","","","","","",47,[],47,""
716,147,0,"Read",[],[],[919],"",71,3,"",71,[1040],"","",1,[],[],1276,[],1276,1,"","","","","","",47,[],47,""
717,148,0,"Read",[],[],[920],"",71,3,"",71,[1041],"","",1,[],[],1276,[],1276,1,"","","","","","",47,[],47,""
718,149,0,"Read",[],[],[921],"",71,3,"",71,[1042],"","",1,[],[],1276,[],1276,1,"","","","","","",47,[],47,""
719,156,0,"Read",[],[],[927],"triggerer.FinishNPCChat();",71,3,"",71,[1066],"","","",[],[],1276,[],1276,1,"","","","","","",47,[],47,""
720,157,0,"Read",[],[],[928],"triggerer.FinishNPCChat();",71,3,"",71,[1067],"","","",[],[],1276,[],1276,1,"","","","","","",47,[],47,""
721,158,0,"Read",[],[],[929],"triggerer.FinishNPCChat();",71,3,"",71,[1068],"","","",[],[],1276,[],1276,1,"","","","","","",47,[],47,""
722,159,0,"Read",[],[],[930],"triggerer.FinishNPCChat();",71,3,"",71,[1069],"","","",[],[],1276,[],1276,1,"","","","","","",47,[],47,""
723,160,0,"Read",[],[],[931],"triggerer.FinishNPCChat();",71,3,"",71,[1070],"","","",[],[],1276,[],1276,1,"","","","","","",47,[],47,""
724,161,0,"Read",[],[],[932],"triggerer.FinishNPCChat();",71,3,"",71,[1071],"","","",[],[],1276,[],1276,1,"","","","","","",47,[],47,""
725,162,0,"Introduction",[],[],[933],"",933,3,"",933,[1080],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
726,162,1,"Perandus Coins",[],[],[909],"","",3,"",909,[1081],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
727,162,2,"Chitus Perandus",[],[],[911],"","",3,"",911,[1082],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
728,162,3,"The Perandus Family",[911],[],[892],"","",3,"",892,[1083],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
729,162,4,"Cataclysm",[],[],[934],"","",3,"",934,[1085],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
730,162,5,"Prospero",[934],[],[935],"","",3,"",935,[1086],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
731,162,6,"Izaro",[937],[899],[936],"","",3,"",936,[1087],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
732,162,7,"Izaro",[899],[],[936],"","",3,"",936,[1088],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
733,162,8,"Cadiro's Offer",[],[],[938],"",938,32,"",71,[],"","","",[],[],1276,[],1276,"","",1,"","",5,"",47,[],47,""
734,162,9,"_trade_complete_",[71],[],[],"triggerer.FinishNPCChat(); Transition();","",3,"",71,"[1089,1090,1091,1092,1093,1094,1095,1096]","","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
735,177,0,"The Shaper",[],[],[],"triggerer.FinishNPCChat();",71,5,"",71,[1881],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
736,94,0,"Read",[],[],[1248],"",71,3,"",71,[1375],"","",1,[],[],1276,[],1276,"","","","","","","",47,[],47,""
737,179,0,"Introduction",[],[],[1094],"",1094,3,"",1094,"[1376,1377,1378]","",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
738,179,1,"Overseer Krow",[1051],[1054],[1052],"",1052,5,"",71,[1379],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
739,179,2,"Overseer Reward",[1052],[1054],[1053],"",1053,6,34,71,[],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
740,179,3,"Justicar Casticus",[1057],[1062],[1060],"",1060,5,"",71,[1380],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
741,179,4,"Casticus Reward",[1060],[1062],[1061],"",1061,6,35,71,[],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
742,179,5,"Uprising",[],[],[1095],"","",3,"",1095,[1381],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
743,179,6,"Utula",[1119],[1071],[1096],"","",3,"",1096,[1382],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
744,179,7,"Utula",[1071],[1077],[1097],"","",3,"",1097,[1383],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
745,179,8,"Utula",[1077],[1085],[1098],"","",3,"",1098,[1384],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
746,179,9,"Vilenta",[1105],[],[1099],"","",3,"",1099,[1385],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
747,179,10,"Bannon",[1130],[],[1100],"","",3,"",1100,[1386],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
748,179,11,"Oriath Square",[1044],[],[1102],"","",3,"",1102,[1387],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
749,179,12,"High Templar Avarius",[1071],[1074],[1072],"",1072,5,"",71,[1388],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
750,179,13,"Avarius Reward",[1072],[1074],[1073],"",1073,6,37,71,[],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
751,179,14,"The King's Feast",[1075],[],[1101],"","",3,"",1101,[1389],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
752,179,15,"Cult of Kitava",[1075],[],[1103],"","",3,"",1103,[1390],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
753,179,16,"Kitava's Torments",[1071],[1090],[1086],"",1086,5,"",71,[1391],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
754,179,17,"Kitava's Torments","[1087,0,0]",[],[1090],"",1090,5,"",71,[1392],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
755,179,18,"Torments Reward",[1090],"[1092,0]",[1091],"",1091,6,39,71,[],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
756,179,19,"Kitava",[1085],[],[1375],"",1375,3,"",1375,[1393],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
757,179,20,"Purchase Items",[],[],[],"","",23,"",71,[],"","","",[],[],1276,[],1276,"","","","","",1,"",47,[],47,""
758,179,21,"Sell Items",[],[],[],"","",24,"",71,[],"","","",[],[],1276,[],1276,"","","","","",0,"",47,[],47,""
759,180,0,"Introduction",[],[],[1105],"",1105,3,"",1105,[1394],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
760,180,1,"Lani",[1094],[],[1106],"","",3,"",1106,[1395],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
761,180,2,"Utula",[1119],[1071],[1107],"","",3,"",1107,[1396],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
762,180,3,"Utula",[1071],[1077],[1108],"","",3,"",1108,[1397],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
763,180,4,"Bannon",[1130],[],[1109],"","",3,"",1109,[1398],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
764,180,5,"Justicar Casticus",[1055],[],[1110],"","",3,"",1110,[1399],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
765,180,6,"High Templar Avarius",[1069],[],[1111],"","",3,"",1111,[1400],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
766,180,7,"The Sign of Purity",[1081],[1083],[1112],"","",3,"",1112,[1405],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
767,180,8,"Piety",[],[],[1113],"","",3,"",1113,[1401],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
768,180,9,"Research",[1113],[],[1114],"","",3,"",1114,[1402],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
769,180,10,"Gods",[1071],[],[1115],"","",3,"",1115,[1403],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
770,180,11,"Innocence",[1071],[],[1116],"","",3,"",1116,[1404],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
771,180,12,"Chitus Cathedral",[1071],[],[1117],"","",3,"",1117,[1406],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
772,180,13,"Kitava",[1085],[],[1118],"",1118,3,"",1118,[1407],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
773,180,14,"Miasmeter",[],[1065],[1063],"",1063,5,"",71,[1408],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
774,180,15,"Miasmeter",[1064],[],[1065],"",1065,5,"",71,[1409],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
775,180,16,"Miasmeter Reward",[1065],"[1067,0]",[1066],"",1066,6,36,71,[],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
776,183,0,"Rescue",[],[1129],[1129],"triggerer.FinishNPCChat();",1129,5,"",71,[1411],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
777,183,1,"Rescue",[1129],[],[],"triggerer.FinishNPCChat();",71,5,"",71,[1411],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
778,182,0,"Introduction",[],[],[1130],"",1130,3,"",1130,[1412],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
779,182,1,"Overseer's Tower",[],[],[1131],"","",3,"",1131,[1413],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
780,182,2,"Innocence",[1131],[],[1132],"","",3,"",1132,[1414],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
781,182,3,"The Sign of Purity",[],[],[1133],"","",3,"",1133,[1415],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
782,182,4,"The Ossuary",[1081],[],[1134],"","",3,"",1134,[1416],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
783,182,5,"Lani",[1094],[],[1135],"","",3,"",1135,[1417],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
784,182,6,"Vilenta",[1105],[],[1136],"","",3,"",1136,[1418],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
785,182,7,"Utula",[],[1077],[1075],"",1075,5,"",71,[1419],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
786,182,8,"Utula",[1077],[1080],[1078],"",1078,5,"",71,[1420],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
787,182,9,"Utula Reward",[1078],[1080],[1079],"",1079,6,38,71,[],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
788,182,10,"Kitava",[1085],[],[1137],"",1137,3,"",1137,[1421],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
789,182,11,"Purchase Items",[],[],[],"","",23,"",71,[],"","","",[],[],1276,[],1276,"","","","","",1,"",47,[],47,""
790,182,12,"Sell Items",[],[],[],"","",24,"",71,[],"","","",[],[],1276,[],1276,"","","","","",0,"",47,[],47,""
791,181,0,"Introduction",[],[],[1119],"",1119,3,"",1119,"[1422,1423,1424]","",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
792,181,1,"Justicar Casticus",[1119],[1057],"[1055,0]","",1055,5,"",1055,[1425],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
793,181,2,"Justicar Casticus",[1057],[],[1120],"","",3,"",1120,[1426],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
794,181,3,"Slave Pens",[],[],[1121],"","",3,"",1121,[1427],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
795,181,4,"Lani",[1094],[],[1122],"","",3,"",1122,[1428],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
796,181,5,"Vilenta",[1105],[],[1123],"","",3,"",1123,[1429],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
797,181,6,"Overseer's Tower",[],[],[1124],"","",3,"",1124,[1430],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
798,181,7,"Kitava",[],[],[1125],"","",3,"",1125,[1431],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
799,181,8,"Innocence",[],[],[1126],"","",3,"",1126,[1432],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
800,181,9,"Templar Court",[1069],[],[1127],"","",3,"",1127,[1433],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
801,181,10,"High Templar Avarius",[1069],[],[1128],"","",3,"",1128,[1434],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
802,181,11,"Purchase Items",[],[],[],"","",23,"",71,[],"","","",[],[],1276,[],1276,"","","","","",1,"",47,[],47,""
803,181,12,"Sell Items",[],[],[],"","",24,"",71,[],"","","",[],[],1276,[],1276,"","","","","",0,"",47,[],47,""
804,184,0,"Kitava",[],[],[],"triggerer.DoNPCChat(1);",1081,5,"",71,[1437],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
805,184,1,"Kitava",[71],[],[],"triggerer.DoNPCChat(2);","",5,"",71,[1439],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
806,184,2,"Kitava",[71],[],[1081],"","",5,"",71,[1438],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
807,184,3,"The Sign of Purity",[],[],[1370],"","",3,"",1370,[1440],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
808,184,4,"The Fall of Oriath",[],[],[1371],"","",3,"",1371,[1441],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
809,184,5,"Innocence",[],[],[1761],"","",3,"",1761,[1442],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
810,302,0,"The Sign of Purity",[],[1767],[1767],"triggerer.FinishNPCChat();",1767,3,"",71,[1443],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
811,302,1,"The Sign of Purity",[1767],[],[],"triggerer.FinishNPCChat();",71,3,"",71,[1443],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
812,185,0,"Kitava",[],[1369],[1369],"triggerer.FinishNPCChat();",1369,5,"",71,[1445],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
813,185,1,"Kitava",[1369],[],[],"triggerer.FinishNPCChat();",71,5,"",71,[1445],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
814,186,0,"Introduction",[],[],[1372],"",1372,3,"",1372,[1449],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
815,186,1,"Sail to Wraeclast",[],[],[],"triggerer.AreaTransitionTo(2_6_town, 0, 0.5); triggerer.FinishNPCChat();","",5,"",71,[1450],"triggerer.FadeToBlack( 500, 5000, 1000);","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
816,187,0,"Introduction",[],[],[1223],"",1223,3,"",1223,[1477],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
817,187,1,"Nessa",[1223],"[1164,0,0]",[1155],"",1155,5,"",71,[1478],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
818,187,2,"Nessa",[1156],"[1164,0]",[1224],"",1224,5,"",71,[1479],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
819,187,3,"Nessa",[1164],[],[1165],"",1165,5,"",1165,[1488],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
820,187,4,"The Black Flag",[1159],[],[1229],"","",3,"",1229,[1484],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
821,187,5,"Lilly",[1205],[],[1225],"","",3,"",1225,[1480],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
