"rownum","Id","IsSupport","AllowedActiveSkillTypes","SupportGemLetter","Attribute","AddedActiveSkillTypes","ExcludedActiveSkillTypes","SupportsGemsOnly","i32","[i32]","CannotBeSupported","i32","CastTime","ActiveSkill","IgnoreMinionTypes","bool","AddedMinionActiveSkillTypes","Animation","MultiPartAchievement","bool","SupportWeaponRestrictions","RegularVariant","i32","i32","i32","bool","StatSet","[rid]"
2590,"TriggeredAnimateWeapon","",[],"",2,[],[],"",1514267484,[],"",2,600,254,"","",[],"","","",[],"",0,0,0,"",2588,[]
2591,"RampageDaemonAnimateWeapon","",[],"",4,[],[],"",0,[],"",2,1000,351,"","",[],"","","",[],"",0,0,0,"",2589,[]
2592,"RampageDaemonAnimateWeapon2","",[],"",4,[],[],"",0,[],"",2,1000,351,"","",[],"","","",[],"",0,0,0,"",2590,[]
2593,"RampageDaemonAnimateWeapon3","",[],"",4,[],[],"",0,[],"",2,1000,351,"","",[],"","","",[],"",0,0,0,"",2591,[]
2594,"RampageDaemonAnimateWeapon4","",[],"",4,[],[],"",0,[],"",2,1000,351,"","",[],"","","",[],"",0,0,0,"",2592,[]
2595,"Silence","",[],"",4,[],[],"",0,[],"",2,1000,255,"","",[],"","","",[],"",0,0,0,"",2593,[]
2596,"TriggerSpawners1","",[],"",4,[],[],"",0,[],"",2,1000,256,"","",[],"","","",[],"",0,0,0,"",2594,[]
2597,"TriggerSpawnersChieftainThicket","",[],"",4,[],[],"",0,[],"",2,1000,256,"","",[],"","","",[],"",0,0,0,"",2595,[]
2598,"TriggerSpawnersOakSprings","",[],"",4,[],[],"",0,[],"",2,1000,256,"","",[],"","","",[],"",0,0,0,"",2596,[]
2599,"TriggerSpawners2","",[],"",4,[],[],"",0,[],"",2,1000,256,"","",[],"","","",[],"",0,0,0,"",2597,[]
2600,"TriggerSpawners3","",[],"",4,[],[],"",0,[],"",2,1000,256,"","",[],"","","",[],"",0,0,0,"",2598,[]
2601,"TriggerSpawners4","",[],"",4,[],[],"",0,[],"",2,1000,256,"","",[],"","","",[],"",0,0,0,"",2599,[]
2602,"TriggerSpawnersShockAndHorror","",[],"",4,[],[],"",0,[],"",2,1000,256,"","",[],91,"","",[],"",0,0,0,"",2600,[]
2603,"TriggerSpawnersShockAndHorror2","",[],"",4,[],[],"",0,[],"",2,1000,256,"","",[],91,"","",[],"",0,0,0,"",2601,[]
2604,"TriggerSpawnersShockAndHorror3","",[],"",4,[],[],"",0,[],"",2,1000,256,"","",[],91,"","",[],"",0,0,0,"",2602,[]
2605,"TriggerSpawnersFireAndFury","",[],"",4,[],[],"",0,[],"",2,1000,256,"","",[],91,"","",[],"",0,0,0,"",2603,[]
2606,"TriggerSpawnersFireAndFury2","",[],"",4,[],[],"",0,[],"",2,1000,256,"","",[],91,"","",[],"",0,0,0,"",2604,[]
2607,"TriggerSpawnersFireAndFury3","",[],"",4,[],[],"",0,[],"",2,1000,256,"","",[],91,"","",[],"",0,0,0,"",2605,[]
2608,"TriggerSpawnersAbberath1","",[],"",4,[],[],"",0,[],"",2,1500,256,"","",[],"","","",[],"",0,1,0,"",2606,[]
2609,"TriggerSpawnersAbberath1Map","",[],"",4,[],[],"",0,[],"",2,1500,256,"","",[],"","","",[],"",0,1,0,"",2607,[]
2610,"TriggerSpawnersAbberath2","",[],"",4,[],[],"",0,[],"",2,1500,256,"","",[],"","","",[],"",0,1,0,"",2608,[]
2611,"TriggerSpawnersAbberath2Map","",[],"",4,[],[],"",0,[],"",2,1500,256,"","",[],"","","",[],"",0,1,0,"",2609,[]
2612,"TriggerSpawnersSuperZombieAliraMap","",[],"",4,[],[],"",0,[],"",2,1000,256,"","",[],"","","",[],"",0,0,0,"",2610,[]
2613,"TriggerSpawnersZombieZergAliraMap","",[],"",4,[],[],"",0,[],"",2,1000,256,"","",[],"","","",[],"",0,0,0,"",2611,[]
2614,"TriggerSpawnersBanditArchers","",[],"",4,[],[],"",0,[],"",2,1000,256,"","",[],"","","",[],"",0,0,0,"",2612,[]
2615,"TriggerSpawnersAxisFootsoldiers","",[],"",4,[],[],"",0,[],"",2,1000,256,"","",[],"","","",[],"",0,0,0,"",2613,[]
2616,"TriggerSpawnersYugul1","",[],"",4,[],[],"",0,[],"",2,1000,256,"","",[],"","","",[],"",0,0,0,"",2614,[]
2617,"TriggerSpawnersYugul2","",[],"",4,[],[],"",0,[],"",2,1000,256,"","",[],"","","",[],"",0,0,0,"",2615,[]
2618,"TriggerSpawnersYugul3","",[],"",4,[],[],"",0,[],"",2,1000,256,"","",[],"","","",[],"",0,0,0,"",2616,[]
2619,"TriggerSpawnersSkeletonMapBoss","",[],"",4,[],[],"",0,[],"",2,1000,256,"","",[],"","","",[],"",0,0,0,"",2617,[]
2620,"TriggerSpawnersLightningGolemMapBoss","",[],"",4,[],[],"",0,[],"",2,1000,256,"","",[],"","","",[],"",0,0,0,"",2618,[]
2621,"TriggerDoedreStonePillarVulnerability","",[],"",4,[],[],"",0,[],"",2,750,256,"","",[],"","","",[],"",0,0,0,"",2619,[]
2622,"TriggerDoedreStonePillarTemporalChains","",[],"",4,[],[],"",0,[],"",2,750,256,"","",[],"","","",[],"",0,0,0,"",2620,[]
2623,"TriggerDoedreStonePillarEnfeeble","",[],"",4,[],[],"",0,[],"",2,750,256,"","",[],"","","",[],"",0,0,0,"",2621,[]
2624,"TriggerSpawnersKitavaDaemon","",[],"",4,[],[],"",0,[],"",2,1000,256,"","",[],"","","",[],"",0,0,0,"",2622,[]
2625,"TriggerSpawnersUnholyTrio","",[],"",4,[],[],"",0,[],"",2,1000,256,"","",[],"","","",[],"",0,0,0,"",2623,[]
2626,"TriggerSpawnersElderUnstable1","",[],"",4,[],[],"",0,[],"",2,1000,256,"","",[],"","","",[],"",0,0,0,"",2624,[]
2627,"TriggerSpawnersElderUnstable2","",[],"",4,[],[],"",0,[],"",2,1000,256,"","",[],"","","",[],"",0,0,0,"",2625,[]
2628,"TriggerSpawnersElderUnstable3","",[],"",4,[],[],"",0,[],"",2,1000,256,"","",[],"","","",[],"",0,0,0,"",2626,[]
2629,"TriggerSpawnersElderUnstable4","",[],"",4,[],[],"",0,[],"",2,1000,256,"","",[],"","","",[],"",0,0,0,"",2627,[]
2630,"TriggerSpawnersElderUnstable1_2","",[],"",4,[],[],"",0,[],"",2,1000,256,"","",[],"","","",[],"",0,0,0,"",2628,[]
2631,"TriggerSpawnersElderUnstable2_2","",[],"",4,[],[],"",0,[],"",2,1000,256,"","",[],"","","",[],"",0,0,0,"",2629,[]
2632,"TriggerSpawnersElderUnstable3_2","",[],"",4,[],[],"",0,[],"",2,1000,256,"","",[],"","","",[],"",0,0,0,"",2630,[]
2633,"TriggerSpawnersElderUnstable4_2","",[],"",4,[],[],"",0,[],"",2,1000,256,"","",[],"","","",[],"",0,0,0,"",2631,[]
2634,"TriggerSpawnersElderUnstable1_3","",[],"",4,[],[],"",0,[],"",2,1000,256,"","",[],"","","",[],"",0,0,0,"",2632,[]
2635,"TriggerSpawnersElderUnstable2_3","",[],"",4,[],[],"",0,[],"",2,1000,256,"","",[],"","","",[],"",0,0,0,"",2633,[]
2636,"TriggerSpawnersElderUnstable3_3","",[],"",4,[],[],"",0,[],"",2,1000,256,"","",[],"","","",[],"",0,0,0,"",2634,[]
2637,"TriggerSpawnersElderUnstable4_3","",[],"",4,[],[],"",0,[],"",2,1000,256,"","",[],"","","",[],"",0,0,0,"",2635,[]
2638,"TriggerSpawnersElderUnstable1_4","",[],"",4,[],[],"",0,[],"",2,1000,256,"","",[],"","","",[],"",0,0,0,"",2636,[]
2639,"TriggerSpawnersElderUnstable2_4","",[],"",4,[],[],"",0,[],"",2,1000,256,"","",[],"","","",[],"",0,0,0,"",2637,[]
2640,"TriggerSpawnersElderUnstable3_4","",[],"",4,[],[],"",0,[],"",2,1000,256,"","",[],"","","",[],"",0,0,0,"",2638,[]
2641,"TriggerSpawnersElderUnstable4_4","",[],"",4,[],[],"",0,[],"",2,1000,256,"","",[],"","","",[],"",0,0,0,"",2639,[]
2642,"TriggerSpawnersElderUnstable1_5","",[],"",4,[],[],"",0,[],"",2,1000,256,"","",[],"","","",[],"",0,0,0,"",2640,[]
2643,"TriggerSpawnersElderUnstable2_5","",[],"",4,[],[],"",0,[],"",2,1000,256,"","",[],"","","",[],"",0,0,0,"",2641,[]
2644,"TriggerSpawnersElderUnstable3_5","",[],"",4,[],[],"",0,[],"",2,1000,256,"","",[],"","","",[],"",0,0,0,"",2642,[]
2645,"TriggerSpawnersElderUnstable4_5","",[],"",4,[],[],"",0,[],"",2,1000,256,"","",[],"","","",[],"",0,0,0,"",2643,[]
2646,"TriggerSpawnersDelveRogueExiles","",[],"",4,[],[],"",0,[],"",2,1000,256,"","",[],"","","",[],"",0,0,0,"",2644,[]
2647,"SupportAdditionalQuality",1,[],"+",2,[],[],1,47240127,[],"",2,1000,"","","",[],"","","",[],"",0,0,0,"",2645,[]
2648,"SupportAdditionalQualityPlus",1,[],"+",2,[],[],1,-1794037754,[],"",2,1000,"","","",[],"","","",[],2647,0,0,0,"",2646,[]
2649,"FireResistAura","",[],"",1,[],[],"",1534226665,[],"",2,0,257,"","",[],"","","",[],"",0,0,0,"",2647,[]
2650,"WbFireResistAura","",[],"",1,[],[],"",0,[],"",2,1200,257,"","",[],"","","",[],"",0,0,0,"",2648,[]
2651,"ExileFireResistAura","",[],"",1,[],[],"",0,[],"",2,1200,1122,"","",[],"","","",[],"",0,0,0,"",2649,[]
2652,"ColdResistAura","",[],"",2,[],[],"",-1735599430,[],"",2,0,258,"","",[],"","","",[],"",0,0,0,"",2650,[]
2653,"WbColdResistAura","",[],"",2,[],[],"",0,[],"",2,1200,258,"","",[],"","","",[],"",0,0,0,"",2651,[]
2654,"ExileColdResistAura","",[],"",2,[],[],"",0,[],"",2,1200,1123,"","",[],"","","",[],"",0,0,0,"",2652,[]
2655,"LightningResistAura","",[],"",3,[],[],"",-250624217,[],"",2,0,259,"","",[],"","","",[],"",0,0,0,"",2653,[]
2656,"ExileLightningResistAura","",[],"",3,[],[],"",0,[],"",2,1200,1124,"","",[],"","","",[],"",0,0,0,"",2654,[]
2657,"AttachedStormCall","",[],"",3,[],[],"",0,[],"",2,500,263,"","",[],"","","",[],"",0,0,0,"",2655,[]
2658,"StormCall","",[],"",3,[],[],"",-15253216,[],"",2,500,260,"","",[],"","","",[],"",0,0,0,"",2656,[]
2659,"StormCallRoyale","",[],"",3,[],[],"",-443736963,[],"",2,500,260,"","",[],"","","",[],"",0,0,0,"",2657,[]
2660,"AtziriUniqueStaffStormCall","",[],"",3,[],[],"",-1081181217,[],"",2,800,265,"","",[],"","","",[],"",2,0,0,"",2658,[]
2661,"ExileStormCall","",[],"",3,[],[],"",0,[],"",2,500,260,"","",[],"","","",[],"",0,0,0,"",2659,[]
2662,"WbStormCall","",[],"",3,[],[],"",0,[],"",2,500,260,"","",[],"","","",[],"",0,0,0,"",2660,[]
2663,"ProphecyStormCall","",[],"",3,[],[],"",0,[],"",2,500,260,"","",[],"","","",[],"",0,2,0,"",2661,[]
2664,"ProphecyKadakaStormCall","",[],"",3,[],[],"",0,[],"",2,500,260,"","",[],"","","",[],"",0,2,0,"",2662,[]
2665,"ProphecyThaumaturgistStormCall","",[],"",3,[],[],"",0,[],"",2,500,260,"","",[],"","","",[],"",0,2,0,"",2663,[]
2666,"AxisStormCall","",[],"",3,[],[],"",0,[],"",2,500,260,"","",[],"","","",[],"",0,0,0,"",2664,[]
2667,"MaligarosUndyingStormCall","",[],"",3,[],[],"",0,[],"",2,500,260,"","",[],"","","",[],"",0,0,0,"",2665,[]
2668,"ExperimenterStormCallInvasion","",[],"",3,[],[],"",0,[],"",2,500,260,"","",[],"","","",[],"",0,2,0,"",2666,[]
2669,"VaalStormCall","",[],"",3,[],[],"",539397451,[],"",2,500,264,"","",[],"","","",[],"",0,0,0,"",2667,[]
2670,"TormentSpiritVaalStormCall","",[],"",3,[],[],"",0,[],"",2,500,264,"","",[],"","","",[],"",0,1,0,"",2668,[]
2671,"ExileVaalStormCall","",[],"",3,[],[],"",0,[],"",2,500,264,"","",[],"","","",[],"",0,1,0,"",2669,[]
2672,"VinktarBossVaalStormCall","",[],"",3,[],[],"",0,[],"",2,500,264,"","",[],"","","",[],"",0,1,0,"",2670,[]
2673,"StrMissionVaalStormCall","",[],"",3,[],[],"",0,[],"",2,500,264,"","",[],"","","",[],"",0,1,0,"",2671,[]
2674,"BeyondDemonVaalStormCall","",[],"",3,[],[],"",0,[],"",2,500,264,"","",[],"","","",[],"",0,1,0,"",2672,[]
2675,"ExperimenterVaalStormCallInvasion","",[],"",3,[],[],"",0,[],"",2,500,264,"","",[],"","","",[],"",0,1,0,"",2673,[]
2676,"GoatmanStormCallInvasion","",[],"",3,[],[],"",0,[],"",2,500,260,"","",[],"","","",[],"",0,2,0,"",2674,[]
2677,"GoatmanStormCallBossPrisonersGate","",[],"",3,[],[],"",0,[],"",2,500,260,"","",[],"","","",[],"",0,2,0,"",2675,[]
2678,"MonsterStormCallSideArea","",[],"",3,[],[],"",0,[],"",2,500,260,"","",[],"","","",[],"",0,2,0,"",2676,[]
2679,"StrMissionStormCall1","",[],"",3,[],[],"",0,[],"",2,500,260,"","",[],"","","",[],"",0,4,0,"",2677,[]
2680,"StrMissionStormCall2","",[],"",3,[],[],"",0,[],"",2,500,260,"","",[],"","","",[],"",0,4,0,"",2678,[]
2681,"BloodlinesGhostTotemStormCall","",[],"",3,[],[],"",0,[],"",2,500,260,"","",[],"","","",[],"",0,2,0,"",2679,[]
2682,"StormCallBossSideArea","",[],"",3,[],[],"",0,[],"",2,500,260,"","",[],"","","",[],"",0,2,0,"",2680,[]
2683,"BloodlineMudElementalStormCall","",[],"",3,[],[],"",0,[],"",2,500,260,"","",[],"","","",[],"",0,5,0,"",2681,[]
2684,"DarkExileStormCall","",[],"",3,[],[],"",0,[],"",2,500,260,"","",[],"","","",[],"",0,2,0,"",2682,[]
2685,"DarbelLePageStormCall","",[],"",3,[],[],"",0,[],"",2,500,260,"","",[],"","","",[],"",0,2,0,"",2683,[]
2686,"StormCallBossSideArea2","",[],"",3,[],[],"",0,[],"",2,500,260,"","",[],"","","",[],"",0,2,0,"",2684,[]
2687,"StrMissionStormCallLightning","",[],"",3,[],[],"",0,[],"",2,500,260,"","",[],"","","",[],"",0,2,0,"",2685,[]
2688,"TemplarJudgeStormCall","",[],"",3,[],[],"",0,[],"",2,1500,260,"","",[],"","","",[],"",0,8,0,"",2686,[]
2689,"TemplarJudgeCultistStormCall","",[],"",3,[],[],"",0,[],"",2,1500,260,"","",[],"","","",[],"",0,9,0,"",2687,[]
2690,"KitavaBossMinion1StormCall","",[],"",3,[],[],"",0,[],"",2,1000,260,"","",[],"","","",[],"",0,9,0,"",2688,[]
2691,"LegionTemplarJudgeStormCall","",[],"",3,[],[],"",0,[],"",2,1500,260,"","",[],"","","",[],"",0,8,0,"",2689,[]
2692,"SpikerBossIceCall","",[],"",3,[],[],"",0,[],"",2,500,260,"","",[],"","","",[],"",0,3,0,"",2690,[]
2693,"MinerBossStoneCall","",[],"",3,[],[],"",0,[],"",2,500,260,"","",[],"","","",[],"",0,3,0,"",2691,[]
2694,"MinerBossStoneCallActive","",[],"",3,[],[],"",0,[],"",2,500,260,"","",[],"","","",[],"",0,3,0,"",2692,[]
2695,"EyeSpawnerFleshCall","",[],"",3,[],[],"",0,[],"",2,500,260,"","",[],"","","",[],"",0,6,0,"",2693,[]
2696,"EyeSpawnerFleshCallMetamorphosis","",[],"",3,[],[],"",0,[],"",2,500,260,"","",[],"","","",[],"",0,6,0,"",2694,[]
2697,"EssenceFleshCall","",[],"",3,[],[],"",0,[],"",2,100,260,"","",[],"","","",[],"",0,6,0,"",2695,[]
2698,"StrMissionStormCallFire","",[],"",3,[],[],"",0,[],"",2,500,260,"","",[],"","","",[],"",0,4,0,"",2696,[]
2699,"BeyondDemonStormCall","",[],"",3,[],[],"",0,[],"",2,500,260,"","",[],"","","",[],"",0,2,0,"",2697,[]
2700,"StormCallBossSideAreaTrigger","",[],"",3,[],[],"",0,[],"",2,500,260,"","",[],"","","",[],"",0,1,0,"",2698,[]
2701,"MonsterStormCallLegends","",[],"",3,[],[],"",0,[],"",2,500,260,"","",[],"","","",[],"",0,2,0,"",2699,[]
2702,"WestStormCall","",[],"",3,[],[],"",0,[],"",2,500,260,"","",[],"","","",[],"",0,2,0,"",2700,[]
2703,"AutonomousStormCallTrap","",[],"",3,[],[],"",0,[],"",2,500,260,"","",[],"","","",[],"",0,2,0,"",2701,[]
2704,"LieutenantFireCallOnHit","",[],"",3,[],[],"",0,[],"",2,500,260,"","",[],"","","",[],"",0,4,0,"",2702,[]
2705,"BeyondDemonFrostCallOnHit","",[],"",3,[],[],"",0,[],"",2,500,260,"","",[],"","","",[],"",0,3,0,"",2703,[]
2706,"BeyondDemonFlameCallOnHit","",[],"",3,[],[],"",0,[],"",2,500,260,"","",[],"","","",[],"",0,4,0,"",2704,[]
2707,"StrMissionTotemBossFlameCall","",[],"",3,[],[],"",0,[],"",2,500,260,"","",[],"","","",[],"",0,4,0,"",2705,[]
2708,"StrMissionNecroBossStormCall","",[],"",3,[],[],"",0,[],"",2,500,260,"","",[],"","","",[],"",0,2,0,"",2706,[]
2709,"BeyondDemonFrostCall","",[],"",3,[],[],"",0,[],"",2,500,260,"","",[],"","","",[],"",0,3,0,"",2707,[]
2710,"BeyondDemonFrostCall2","",[],"",3,[],[],"",0,[],"",2,500,260,"","",[],"","","",[],"",0,3,0,"",2708,[]
2711,"WbFrostCall","",[],"",3,[],[],"",0,[],"",2,500,260,"","",[],"","","",[],"",0,3,0,"",2709,[]
2712,"MonsterFlameCall","",[],"",3,[],[],"",0,[],"",2,500,260,"","",[],"","","",[],"",0,4,0,"",2710,[]
2713,"WbFlameCall","",[],"",3,[],[],"",0,[],"",2,500,260,"","",[],"","","",[],"",0,4,0,"",2711,[]
2714,"WbVaalFlameCall","",[],"",3,[],[],"",0,[],"",2,500,264,"","",[],"","","",[],"",0,4,0,"",2712,[]
2715,"FlameCallOnHitDexMissionBoss","",[],"",3,[],[],"",0,[],"",2,500,260,"","",[],"","","",[],"",0,4,0,"",2713,[]
2716,"WbFlameCallOnHit","",[],"",3,[],[],"",0,[],"",2,500,260,"","",[],"","","",[],"",0,4,0,"",2714,[]
2717,"WbFrostCallOnHit","",[],"",3,[],[],"",0,[],"",2,500,260,"","",[],"","","",[],"",0,3,0,"",2715,[]
2718,"WbStormCallOnHit","",[],"",3,[],[],"",0,[],"",2,500,260,"","",[],"","","",[],"",0,2,0,"",2716,[]
2719,"ProphecyStormCallOnHit","",[],"",3,[],[],"",0,[],"",2,500,260,"","",[],"","","",[],"",0,2,0,"",2717,[]
2720,"VinktarBossStormCall","",[],"",3,[],[],"",0,[],"",2,500,260,"","",[],"","","",[],"",0,2,0,"",2718,[]
2721,"TalismanT2StormCall","",[],"",3,[],[],"",0,[],"",2,500,260,"","",[],"","","",[],"",0,2,0,"",2719,[]
2722,"FrostfireMageFireStormCall","",[],"",3,[],[],"",0,[],"",2,500,260,"","",[],"","","",[],"",0,4,0,"",2720,[]
2723,"FrostfireMageFrostStormCall","",[],"",3,[],[],"",0,[],"",2,500,260,"","",[],"","","",[],"",0,3,0,"",2721,[]
2724,"FireStormCallTriggeredRampageLeaguestone","",[],"",3,[],[],"",0,[],"",2,1000,260,"","",[],"","","",[],"",0,4,0,"",2722,[]
2725,"TemplarSlaveDriverStormCallShort","",[],"",3,[],[],"",0,[],"",2,500,260,"","",[],"","","",[],"",0,2,0,"",2723,[]
2726,"TemplarSlaveDriverStormCallLong","",[],"",3,[],[],"",0,[],"",2,500,260,"","",[],"","","",[],"",0,2,0,"",2724,[]
2727,"UnholyTrioShavronneStormCall","",[],"",3,[],[],"",0,[],"",2,1800,260,"","",[],"","","",[],"",0,10,0,"",2725,[]
2728,"TalismanRigwaldStormCall","",[],"",3,[],[],"",0,[],"",2,500,261,"","",[],"","","",[],"",0,2,0,"",2726,[]
2729,"ElderArenaStormCall","",[],"",3,[],[],"",0,[],"",2,500,262,"","",[],"","","",[],"",0,14,0,"",2727,[]
2730,"Flameblast","",[],"",3,[],[],"",-1864174993,[],"",2,200,267,"","",[],"","","",[],"",0,0,0,"",2728,[]
2731,"VaalFlameblast","",[],"",3,[],[],"",190548186,[],"",2,500,269,"","",[],"","","",[],"",0,0,0,"",2729,[]
2732,"AtziriUniqueStaffFlameblast","",[],"",3,[],[],"",327058065,[],"",2,800,272,"","",[],"","","",[],"",1,0,0,"",2730,[]
2733,"BloodSacramentUnique","",[],"",4,[],[],"",299595248,[],"",2,200,268,"","",[],"","","",[],"",1,9,0,"",2731,[]
2734,"TormentSpiritVaalFlameblast","",[],"",3,[],[],"",0,[],"",2,1000,270,"","",[],"","","",[],"",0,1,0,"",2732,[]
2735,"BeyondDemonVaalFlameblast","",[],"",3,[],[],"",0,[],"",2,1000,270,"","",[],"","","",[],"",0,1,0,"",2733,[]
2736,"BeyondDemonVaalFlameblast2","",[],"",3,[],[],"",0,[],"",2,1000,270,"","",[],"","","",[],"",0,1,0,"",2734,[]
2737,"WbVaalFlameblast","",[],"",3,[],[],"",0,[],"",2,1000,270,"","",[],"","","",[],"",0,1,0,"",2735,[]
2738,"ProphecyVaalFlameBlast","",[],"",3,[],[],"",0,[],"",2,1000,270,"","",[],"","","",[],"",0,1,0,"",2736,[]
2739,"LionWolfFireBossVaalFlameblast","",[],"",3,[],[],"",0,[],"",2,1000,270,"","",[],"","","",[],"",0,1,0,"",2737,[]
2740,"EssenceDaemonVaalFlameblast","",[],"",3,[],[],"",0,[],"",2,1000,270,"","",[],"","","",[],"",0,1,0,"",2738,[]
2741,"WbFlameblast","",[],"",3,[],[],"",0,[],"",2,200,266,"","",[],"","","",[],"",0,1,0,"",2739,[]
2742,"WbFlameblast2","",[],"",3,[],[],"",0,[],"",2,200,266,"","",[],"","","",[],"",0,1,0,"",2740,[]
2743,"WbFlameblast3","",[],"",3,[],[],"",0,[],"",2,200,266,"","",[],"","","",[],"",0,1,0,"",2741,[]
2744,"WbFlameblast4","",[],"",3,[],[],"",0,[],"",2,200,266,"","",[],"","","",[],"",0,1,0,"",2742,[]
2745,"WbFlameblast5","",[],"",3,[],[],"",0,[],"",2,200,266,"","",[],"","","",[],"",0,1,0,"",2743,[]
2746,"GladiatorBossFlameblast","",[],"",3,[],[],"",0,[],"",2,200,266,"","",[],"","","",[],"",0,1,0,"",2744,[]
2747,"GladiatorBossFlameblast2","",[],"",3,[],[],"",0,[],"",2,200,266,"","",[],"","","",[],"",0,1,0,"",2745,[]
2748,"GladiatorBossFlameblast3","",[],"",3,[],[],"",0,[],"",2,200,266,"","",[],"","","",[],"",0,1,0,"",2746,[]
2749,"GladiatorBossFlameblast4","",[],"",3,[],[],"",0,[],"",2,200,266,"","",[],"","","",[],"",0,1,0,"",2747,[]
2750,"GladiatorBossFlameblastMetamorph","",[],"",3,[],[],"",0,[],"",2,2000,269,"","",[],"","","",[],"",0,1,0,"",2748,[]
2751,"ExileFlameblast","",[],"",3,[],[],"",0,[],"",2,200,266,"","",[],"","","",[],"",0,1,0,"",2749,[]
2752,"ExileFlameblast2","",[],"",3,[],[],"",0,[],"",2,200,266,"","",[],"","","",[],"",0,1,0,"",2750,[]
2753,"ExileFlameblast3","",[],"",3,[],[],"",0,[],"",2,200,266,"","",[],"","","",[],"",0,1,0,"",2751,[]
2754,"ExileFlameblast4","",[],"",3,[],[],"",0,[],"",2,200,266,"","",[],"","","",[],"",0,1,0,"",2752,[]
2755,"DarkExileFlameblast","",[],"",3,[],[],"",0,[],"",2,200,266,"","",[],"","","",[],"",0,0,0,"",2753,[]
2756,"FlameblastBossSideArea","",[],"",3,[],[],"",0,[],"",2,200,266,"","",[],"","","",[],"",0,1,0,"",2754,[]
2757,"StrongboxCelestialFlameblast","",[],"",3,[],[],"",0,[],"",2,200,266,"","",[],"","","",[],"",0,4,0,"",2755,[]
2758,"CelestialFlameblastShaperInfluence","",[],"",3,[],[],"",0,[],"",2,100,267,"","",[],"","","",[],"",0,4,0,"",2756,[]
2759,"MaelstromCellBossCelestialFlameblast","",[],"",3,[],[],"",0,[],"",2,2830,266,"","",[],"","","",[],"",0,4,0,"",2757,[]
2760,"SynthesisSelfFlameblast","",[],"",3,[],[],"",0,[],"",2,3000,266,"","",[],22,"","",[],"",1,5,0,"",2758,[]
2761,"HoodedVaalBossFlameblast","",[],"",3,[],[],"",0,[],"",2,3000,266,"","",[],33,"","",[],"",1,2,0,"",2759,[]
2762,"CelestialFlameblastShaperInfluenceDaemon","",[],"",3,[],[],"",0,[],"",2,160,266,"","",[],"","","",[],"",0,4,0,"",2760,[]
2763,"MonsterFlameblastKaomsChest","",[],"",1,[],[],"",0,[],"",2,200,266,"","",[],"","","",[],"",0,1,0,"",2761,[]
2764,"MonsterFlameblastWestVaal","",[],"",3,[],[],"",0,[],"",2,1500,270,"","",[],"","","",[],"",0,1,0,"",2762,[]
2765,"MonsterFlameblastWestVaalFinal","",[],"",3,[],[],"",0,[],"",2,1500,270,"","",[],"","","",[],"",0,1,0,"",2763,[]
2766,"StrDexMissionVaalFlameblast","",[],"",3,[],[],"",0,[],"",2,1000,271,"","",[],"","","",[],"",0,1,0,"",2764,[]
2767,"AvatarVaalFlameblast","",[],"",3,[],[],"",0,[],"",2,1000,271,"","",[],"","","",[],"",0,1,0,"",2765,[]
2768,"AfflictionOnDeathFlameblast","",[],"",3,[],[],"",0,[],"",2,2000,266,"","",[],22,"","",[],"",1,7,0,"",2766,[]
2769,"SeawitchLightningBeam","",[],"",4,[],[],"",0,[],"",2,1000,273,"","",[],71,"","",[],"",0,0,0,"",2767,[]
2770,"SeawitchLightningBeamStandalone","",[],"",4,[],[],"",0,[],"",2,1000,817,"","",[],"","","",[],"",1,2,0,"",2768,[]
2771,"SeawitchFireBeam","",[],"",4,[],[],"",0,[],"",2,1000,817,"","",[],"","","",[],"",0,1,0,"",2769,[]
2772,"SanctumFireBeam","",[],"",4,[],[],"",0,[],"",2,2000,817,"","",[],"","","",[],"",2,3,0,"",2770,[]
2773,"RootSpiderAmbush","",[],"",4,[],[],"",0,[],"",2,1000,274,"","",[],"","","",[],"",0,0,0,"",2771,[]
2774,"RootSpiderAmbushMaps","",[],"",4,[],[],"",0,[],"",2,1000,274,"","",[],"","","",[],"",0,0,0,"",2772,[]
2775,"RootSpiderAmbushInvasion","",[],"",4,[],[],"",0,[],"",2,1000,274,"","",[],"","","",[],"",0,0,0,"",2773,[]
2776,"BlindingGaze","",[],"",4,[],[],"",0,[],"",2,2670,275,"","",[],"","","",[],"",0,0,0,"",2774,[]
2777,"BlindingGazeInvasion","",[],"",4,[],[],"",0,[],"",2,2670,275,"","",[],"","","",[],"",0,0,0,"",2775,[]
2778,"BlindingGazeWb","",[],"",4,[],[],"",0,[],"",2,2670,275,"","",[],"","","",[],"",0,0,0,"",2776,[]
2779,"BlindingGazeBossSideArea","",[],"",4,[],[],"",0,[],"",2,2670,275,"","",[],"","","",[],"",0,0,0,"",2777,[]
2780,"Barrage","",[],"",2,[],[],"",-1492574225,[],"",2,1000,276,"","",[],"","","",[],"",0,0,0,"",2778,[]
2781,"ExileBarrage","",[],"",2,[],[],"",0,[],"",2,1000,276,"","",[],"","","",[],"",0,0,0,"",2779,[]
2782,"ExileRangerBarrage","",[],"",2,[],[],"",0,[],"",2,1000,276,"","",[],"","","",[],"",0,0,0,"",2780,[]
2783,"DuskBarrage","",[],"",2,[],[],"",0,[],"",2,1000,276,"","",[],"","","",[],"",0,0,0,"",2781,[]
