"rownum","BaseItemTypesKey","Stacks","CurrencyUseType","Action","Directions","FullStack_BaseItemTypesKey","Description","Usage_AchievementItemsKeys","bool","CosmeticTypeName","Possession_AchievementItemsKey","[rid]","[i32]","CurrencyTab_StackSize","XBoxDirections","i32","rid","rid","ModifyMapsAchievements","ModifyContractsAchievements","CombineAchievements","i32","[i32]","ShopTag","IsHardmode","DescriptionHardmode"
141,140,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],"",1,"Upgrades a normal item to rare with one guaranteed property"
142,141,9,2,"use_essence","Right click this item then left click a normal item to apply it.","","Upgrades a normal item to rare with one guaranteed property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal item to apply it.",0,"","",[],[],[],19,[],"","",""
143,142,9,2,"use_essence","Right click this item then left click a normal item to apply it.","","Upgrades a normal item to rare with one guaranteed property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal item to apply it.",0,"","",[],[],[],19,[],"","",""
144,143,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],"",1,"Upgrades a normal item to rare with one guaranteed property"
145,144,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],"",1,"Upgrades a normal item to rare with one guaranteed property"
146,145,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],"",1,"Upgrades a normal item to rare with one guaranteed property"
147,146,9,2,"use_essence","Right click this item then left click a normal item to apply it.","","Upgrades a normal item to rare with one guaranteed property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal item to apply it.",0,"","",[],[],[],19,[],"","",""
148,147,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],"",1,"Upgrades a normal item to rare with one guaranteed property"
149,148,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],"",1,"Upgrades a normal item to rare with one guaranteed property"
150,149,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],"",1,"Upgrades a normal item to rare with one guaranteed property"
151,150,9,2,"use_essence","Right click this item then left click a normal item to apply it.","","Upgrades a normal item to rare with one guaranteed property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal item to apply it.",0,"","",[],[],[],19,[],"","",""
152,151,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],"",1,"Upgrades a normal item to rare with one guaranteed property"
153,152,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],"",1,"Upgrades a normal item to rare with one guaranteed property"
154,153,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],"",1,"Upgrades a normal item to rare with one guaranteed property"
155,154,9,2,"use_essence","Right click this item then left click a normal item to apply it.","","Upgrades a normal item to rare with one guaranteed property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal item to apply it.",0,"","",[],[],[],19,[],"","",""
156,155,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],"",1,"Upgrades a normal item to rare with one guaranteed property"
157,156,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],"",1,"Upgrades a normal item to rare with one guaranteed property"
158,157,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],"",1,"Upgrades a normal item to rare with one guaranteed property"
159,158,9,2,"use_essence","Right click this item then left click a normal item to apply it.","","Upgrades a normal item to rare with one guaranteed property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal item to apply it.",0,"","",[],[],[],19,[],"","",""
160,159,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],"",1,"Upgrades a normal item to rare with one guaranteed property"
161,160,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],"",1,"Upgrades a normal item to rare with one guaranteed property"
162,161,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],"",1,"Upgrades a normal item to rare with one guaranteed property"
163,162,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],"",1,"Upgrades a normal item to rare with one guaranteed property"
164,163,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],"",1,"Upgrades a normal item to rare with one guaranteed property"
165,164,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],"",1,"Upgrades a normal item to rare with one guaranteed property"
166,165,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],"",1,"Upgrades a normal item to rare with one guaranteed property"
167,166,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],"",1,"Upgrades a normal item to rare with one guaranteed property"
168,167,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],"",1,"Upgrades a normal item to rare with one guaranteed property"
169,168,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],"",1,"Upgrades a normal item to rare with one guaranteed property"
170,169,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],"",1,"Upgrades a normal item to rare with one guaranteed property"
171,170,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],"",1,"Upgrades a normal item to rare with one guaranteed property"
172,171,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],"",1,"Upgrades a normal item to rare with one guaranteed property"
173,172,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],"",1,"Upgrades a normal item to rare with one guaranteed property"
174,173,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],"",1,"Upgrades a normal item to rare with one guaranteed property"
175,174,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property","[7719,8324]","","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],"",1,"Upgrades a normal item to rare with one guaranteed property"
176,175,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property","[7719,8324]","","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],"",1,"Upgrades a normal item to rare with one guaranteed property"
177,176,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property","[7719,8324]","","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],"",1,"Upgrades a normal item to rare with one guaranteed property"
178,177,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property","[7719,8324]","","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],"",1,"Upgrades a normal item to rare with one guaranteed property"
179,178,9,2,"corrupt_monolith","Right click this item then left click a monster trapped by Essences to corrupt them. Corrupted Essences cannot be modified again.","","Corrupts the Essences trapping a monster, modifying them unpredictably","[1027,7712,8917]","","","",[],[],5000,"Use this item on a monster trapped by Essences to corrupt them. Corrupted Essences cannot be modified again.",0,"","",[],[],[],19,[],"","",""
180,179,10,2,"add_atlas_mod_low","Right click this item then left click a Voidstone to apply it.","","Adds or rerolls a modifier on a Voidstone.",[],"","","","[2,6]","[10,10]",5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a Voidstone to apply it.",0,"","",[],[],[],19,[],"","",""
181,180,10,2,"add_atlas_mod_mid","Right click this item then left click a Voidstone to apply it.","","Adds or rerolls a modifier on a Voidstone.",[],"","","","[2,6]","[20,10]",5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a Voidstone to apply it.",0,"","",[],[],[],19,[],"","",""
182,181,10,2,"add_atlas_mod_high","Right click this item then left click a Voidstone to apply it.","","Adds or rerolls a modifier on a Voidstone.",[4223],"","","","[2,6]","[30,10]",5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a Voidstone to apply it.",0,"","",[],[],[],19,[],"","",""
183,182,10,2,"add_atlas_mod_maven","Right click this item then left click a Voidstone to apply it.","","Adds or rerolls a modifier on a Voidstone.",[],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a Voidstone to apply it.",0,"","",[],[],[],19,[],"","",""
184,183,10,6,"seal_map_low","Right click this item then left click a white map on the Atlas to apply it.","","Uncompletes a white map on the Atlas",[],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a white map on the Atlas to apply it.",0,"","",[],[],[],19,[],"","",""
185,184,10,6,"seal_map_mid","Right click this item then left click a yellow or white map on the Atlas to apply it.","","Uncompletes a yellow or white map on the Atlas",[],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a yellow or white map on the Atlas to apply it.",0,"","",[],[],[],19,[],"","",""
186,185,10,6,"seal_map_high","Right click this item then left click any map on the Atlas to apply it.","","Uncompletes any map on the Atlas",[],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on any map on the Atlas to apply it.",0,"","",[],[],[],19,[],"","",""
187,187,100,3,"","Combine 100 Splinters to create Xoph's Breachstone.",6926,"",[],"","","",[],[],5000,"Combine 100 Splinters to create Xoph's Breachstone.",0,"","",[],[],[],19,[],"","",""
188,188,100,3,"","Combine 100 Splinters to create Tul's Breachstone.",6927,"",[],"","","",[],[],5000,"Combine 100 Splinters to create Tul's Breachstone.",0,"","",[],[],[],19,[],"","",""
189,189,100,3,"","Combine 100 Splinters to create Esh's Breachstone.",6928,"",[],"","","",[],[],5000,"Combine 100 Splinters to create Esh's Breachstone.",0,"","",[],[],[],19,[],"","",""
190,190,100,3,"","Combine 100 Splinters to create Uul-Netol's Breachstone.",6929,"",[],"","","",[],[],5000,"Combine 100 Splinters to create Uul-Netol's Breachstone.",0,"","",[],[],[],19,[],"","",""
191,191,100,3,"","Combine 100 splinters to create Chayula's Breachstone.",6930,"",[],"","","",[],[],5000,"Combine 100 splinters to create Chayula's Breachstone.",0,"","",[],[],[],19,[],"","",""
192,192,10,2,"upgrade_breach_item","Right click this item then left click an applicable breach unique item to upgrade it.","","Upgrades a breach unique item or breachstone to a more powerful version",[9159],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an applicable breach unique item to upgrade it.",0,"","",[],[],[],19,[],"","",""
193,193,10,2,"upgrade_breach_item","Right click this item then left click an applicable breach unique item to upgrade it.","","Upgrades a breach unique item or breachstone to a more powerful version",[9159],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an applicable breach unique item to upgrade it.",0,"","",[],[],[],19,[],"","",""
194,194,10,2,"upgrade_breach_item","Right click this item then left click an applicable breach unique item to upgrade it.","","Upgrades a breach unique item or breachstone to a more powerful version",[9159],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an applicable breach unique item to upgrade it.",0,"","",[],[],[],19,[],"","",""
195,195,10,2,"upgrade_breach_item","Right click this item then left click an applicable breach unique item to upgrade it.","","Upgrades a breach unique item or breachstone to a more powerful version",[9159],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an applicable breach unique item to upgrade it.",0,"","",[],[],[],19,[],"","",""
196,196,10,2,"upgrade_breach_item","Right click this item then left click an applicable breach unique item to upgrade it.","","Upgrades a breach unique item or breachstone to a more powerful version",[9159],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an applicable breach unique item to upgrade it.",0,"","",[],[],[],19,[],"","",""
197,197,100,3,"","Combine 100 Splinters to create a Timeless Karui Emblem.",6951,"",[],"","","",[],[],5000,"Combine 100 Splinters to create a Timeless Karui Emblem.",0,"","",[],[],[],19,[],"","",""
198,198,100,3,"","Combine 100 Splinters to create a Timeless Maraketh Emblem.",6952,"",[],"","","",[],[],5000,"Combine 100 Splinters to create a Timeless Maraketh Emblem.",0,"","",[],[],[],19,[],"","",""
199,199,100,3,"","Combine 100 Splinters to create a Timeless Eternal Emblem.",6953,"",[],"","","",[],[],5000,"Combine 100 Splinters to create a Timeless Eternal Emblem.",0,"","",[],[],[],19,[],"","",""
200,200,100,3,"","Combine 100 Splinters to create a Timeless Templar Emblem.",6954,"",[],"","","",[],[],5000,"Combine 100 Splinters to create a Timeless Templar Emblem.",0,"","",[],[],[],19,[],"","",""
201,201,100,3,"","Combine 100 Splinters to create a Timeless Vaal Emblem.",6955,"",[],"","","",[],[],5000,"Combine 100 Splinters to create a Timeless Vaal Emblem.",0,"","",[],[],[],19,[],"","",""
202,202,300,3,"","Combine 300 Splinters to create a Simulacrum.",6961,"",[],"","","",[],[],5000,"Combine 300 Splinters to create a Simulacrum.",0,"","",[],[],[],19,[],"","",""
203,203,20,2,"remove_random_mod","Right click this item then left click on a magic or rare item to apply it.","","Removes a random modifier from an item",[8342],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a magic or rare item to apply it.",0,"","",[],[],[],19,[],"","",""
204,204,20,2,"transmute_to_rare_with_sockets","Right click this item then left click a normal item to apply it.","","Upgrades a normal item to a rare item with up to four linked sockets",[],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal item to apply it.",0,"","",[],[],[],19,[],"","",""
205,205,20,2,"reroll_map_type","Right click this item then left click a map to apply it.","","Reforges a map item as another of the same tier",[],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a map to apply it.",0,"","",[7008],[],[],19,[],"","",""
206,206,20,2,"upgrade_map_tier","Right click this item then left click a map to apply it.","","Reforges a map item as another of a higher tier",[],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a map to apply it.",0,"","",[7009],[],[],19,[],"","",""
207,207,20,2,"add_strongbox_quality","Right click this item then left click a Strongbox to apply it. Has greater effect on lower rarity Strongboxes. The maximum quality is 20%.","","Improves the quality of a Strongbox",[],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a Strongbox to apply it. Has greater effect on lower rarity Strongboxes. The maximum quality is 20%.",0,"","",[],[],[],19,[],"","",""
208,208,20,2,"add_strongbox_quality_infused","Right click this item then left click a Strongbox to apply it.","","Greatly improves the quality and rewards of a Strongbox and strengthens its defenders",[],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a Strongbox to apply it.",0,"","",[],[],[],19,[],"","",""
209,209,20,2,"reroll_unique","Right click this item then left click a unique item to apply it.","","Reforges a unique equipment as another of the same item class",[8522],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a unique item to apply it.",0,"","",[],[],[],19,[],"","",""
210,210,20,2,"fracture_random_mod","Right click this item then left click a rare item to apply it. Cannot be used on Influenced, Synthesised or Fractured items.","","Fracture a random modifier on a rare item with at least 4 modifiers, locking it in place.",[9163],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a rare item to apply it. Cannot be used on Influenced, Synthesised or Fractured items.",0,"","",[],[],[],19,[],"","",""
211,211,20,3,"","A stack of 20 shards becomes an Orb of Annulment.",203,"",[],"","","",[],[],0,"A stack of 20 shards becomes an Orb of Annulment",0,"","",[],[],[],19,[],"","",""
212,212,20,3,"","A stack of 20 shards becomes an Orb of Binding.",204,"",[],"","","",[],[],0,"A stack of 20 shards becomes an Orb of Binding",0,"","",[],[],[],19,[],"","",""
213,213,20,3,"","A stack of 20 shards becomes an Orb of Horizons.",205,"",[],"","","",[],[],0,"A stack of 20 shards becomes an Orb of Horizons",0,"","",[],[],[],19,[],"","",""
214,214,20,3,"","A stack of 20 shards becomes a Harbinger's Orb.",206,"",[],"","","",[],[],0,"A stack of 20 shards becomes a Harbinger's Orb",0,"","",[],[],[],19,[],"","",""
215,215,20,3,"","A stack of 20 shards becomes an Engineer's Orb.",207,"",[],"","","",[],[],0,"A stack of 20 shards becomes an Engineer's Orb",0,"","",[],[],[],19,[],"","",""
216,216,20,3,"","A stack of 20 shards becomes an Ancient Orb.",209,"",[],"","","",[],[],0,"A stack of 20 shards becomes an Ancient Orb",0,"","",[],[],[],19,[],"","",""
217,217,20,3,"","A stack of 20 shards becomes a Chaos Orb.",2,"",[],"","","",[],[],0,"A stack of 20 shards becomes a Chaos Orb",0,"","",[],[],[],19,[],"","",""
218,218,20,3,"","A stack of 20 shards becomes a Mirror of Kalandra.",5,"",[],"","","",[],[],0,"A stack of 20 shards becomes a Mirror of Kalandra",0,"","",[],[],[],19,[],"","",""
219,219,20,3,"","A stack of 20 shards becomes an Exalted Orb.",13,"",[],"","","",[],[],0,"A stack of 20 shards becomes an Exalted Orb",0,"","",[],[],[],19,[],"","",""
220,220,20,3,"","A stack of 20 shards becomes a Regal Orb.",14,"",[],"","","",[],[],0,"A stack of 20 shards becomes a Regal Orb",0,"","",[],[],[],19,[],"","",""
221,221,20,3,"","A stack of 20 shards becomes a Fracturing Orb.",210,"",[],"","","",[],[],0,"A stack of 20 shards becomes a Fracturing Orb",0,"","",[],[],[],19,[],"","",""
222,6890,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],"","",""
223,6891,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],"","",""
224,6892,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],"","",""
225,6893,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],"","",""
226,6895,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],"","",""
227,6896,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],"","",""
228,6897,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],"","",""
229,6898,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],"","",""
230,6900,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],"","",""
231,6901,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],"","",""
232,6902,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],"","",""
233,6903,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],"","",""
234,6905,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],"","",""
235,6906,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],"","",""
236,6907,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],"","",""
237,6908,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],"","",""
238,6910,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],"","",""
239,6911,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],"","",""
240,6912,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],"","",""
241,6913,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],"","",""
242,6915,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],"","",""
243,6916,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],"","",""
244,6917,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],"","",""
245,6918,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],"","",""
246,6920,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],"","",""
247,6921,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],"","",""
248,6922,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],"","",""
249,6923,10,3,"","Can be used in a personal Map Device.","","",[],"","","",[],[],5000,"Can be used in a personal Map Device.",0,"","",[],[],[],19,[],"","",""
250,6925,1,3,"","Can be used in a personal Map Device, allowing you to capture the Soul of the Map's Boss. The Vessel containing the captured Soul can be retrieved from the Map Device. You must be in the Map when the boss is defeated.","","Unique Boss deals 10% increased Damage\r\nUnique Boss has 10% increased Attack and Cast Speed\r\nUnique Boss has 10% increased Life\r\nUnique Boss has 20% increased Area of Effect",[],"","","",[],[],5000,"Can be used in a personal Map Device, allowing you to capture the Soul of the Map's Boss. The Vessel containing the captured Soul can be retrieved from the Map Device. You must be in the Map when the boss is defeated.",0,"","",[],[],[],19,[],"","",""
