"rownum","BaseItemTypesKey","GrantedEffectsKey","Str","Dex","Int","GemTagsKeys","VaalVariant_BaseItemTypesKey","IsVaalVariant","Description","Consumed_ModsKey","GrantedEffectsKey2","MinionGlobalSkillLevelStat","SupportSkillName","IsSupport","bool","bool","bool","bool","bool","AwakenedVariant","RegularVariant","GrantedEffectHardMode","rid","i32"
223,5884,2669,0,0,100,"[11,25,4,14,15,24,2]","",1,"","",2658,"","","","","","",1,1,"","","","",3
224,5848,2730,0,0,100,"[11,25,4,14,0,30]",5897,"","","","","","","","","","",1,1,"","","","",3
225,5897,2731,0,0,100,"[11,25,4,14,24,0,30]","",1,"","",2730,"","","","","","",1,1,"","","","",3
226,5849,2780,0,100,0,"[10,25,13,5,6]","","","","","","","","","","","",1,1,"","","","",2
227,5850,2137,0,0,100,"[11,25,4,5,14,2]","","","","","","","","","","","",1,1,"","","","",3
228,5851,2800,0,60,40,"[21,10,25,4,14,15]","","","","","","","","","","","",1,1,"","","","",2
229,5852,2801,0,0,100,"[11,25,4,18,14,0]","","","","","","","","","","","",1,1,"","","","",3
230,5853,2802,0,100,0,"[5,13,33,3,10,16]","","","Supports projectile attack skills.",13545,"","","",1,"","","",1,1,454,"","","",2
231,5854,2803,0,0,100,"[11,25,4,8,15,0]","","","","","","","","","","","",1,1,"","","","",3
232,5855,2836,0,0,100,"[11,25,4,14,0,15]","","","","","","","","","","","",1,1,"","","","",3
233,5856,2856,0,0,100,"[29,48,11,16]","","","Supports any skill gem. Once this gem reaches level 2 or above, will apply a cost & reservation multiplier to supported gems. Cannot support skills that don't come from gems.",13546,"","","",1,"","","",1,1,470,"","","",3
234,5857,2864,0,60,40,"[10,25,4,14,15,3]","","","","","","","","","","","",1,1,"","","","",2
235,5858,2898,0,0,100,"[8,11,25,4,15]","","","","","","","","","","","",1,1,"","","","",3
236,5859,2907,0,0,100,"[8,11,25,4,15]","","","","","","","","","","","",1,1,"","","","",3
237,5860,5076,0,0,100,"[8,11,25,4,15]","","","","","","","","","","","",1,1,"","","","",3
238,5861,2912,0,0,100,"[11,25,4,14,1,33]","","","","","","","","","","","",1,1,"","","","",3
239,5885,3265,0,60,40,"[10,16,15]","","","Supports any skill that hits enemies.",13583,"","","",1,"","","",1,1,"","","","",2
240,5887,3266,100,0,0,"[9,25,13,5,14,7,36,0]",6364,"","","","","","","","","","",1,1,"","","","",1
241,5862,3292,0,0,100,"[8,11,25,4,15]","","","","","","","","","","","",1,1,"","","","",3
242,5896,3296,60,40,0,"[9,25,13,7,36]","","","","","","","","","","","",1,1,"","","","",1
243,5898,8964,0,40,60,"[21,11,25,4,5,0,14,12,38]","","","","","","","","","","","",1,1,"","","","",3
244,5899,3420,0,100,0,"[10,25,13,5,6]","","","","","","","","","","","",1,1,"","","","",2
245,5901,3454,60,0,40,"[9,16,12]","","","Supports aura skills that affect you and allies, increasing the aura's effect on allies, but preventing it from affecting you at all. Cannot support curse auras, or other auras that only affect enemies. Cannot support skills used by totems.",13575,"","","",1,"","","",1,1,440,"","","",1
246,5902,3455,100,0,0,"[9,25,4,14,15,31]","","","","","","","","","","","",1,1,"","","","",1
247,5903,3456,60,0,40,"[9,25,4,14,0,31,15]","","","","","","","","","","","",1,1,"","","","",1
248,5904,3457,0,60,40,"[10,25,4,14,1,31]","","","","","","","","","","","",1,1,"","","","",2
249,5905,3458,0,0,100,"[11,25,4,14,15,2,31]","","","","","","","","","","","",1,1,"","","","",3
250,5906,3459,0,100,0,"[10,25,4,31,8,3,33]","","","","","","","","","","","",1,1,"","","","",2
251,5907,3460,60,0,40,"[9,25,4,31,8,15,33]","","","","","","","","","","","",1,1,"","","","",1
252,5908,3468,0,100,0,"[33,10,25,4,17,43]","","","","","","","","","","","",1,1,"","","","",2
253,5909,3666,0,0,100,"[11,25,4,14,2,30]","","","","","","","","","","","",1,1,"","","","",3
254,5910,3666,0,0,100,"[11,25,4,14,2,30]","","","","","","","","","","","",1,1,"","","","",3
255,5911,3716,0,0,100,"[11,25,4,14,2]","","","","","","","","","","","",1,1,"","","","",3
256,5912,3762,0,0,100,"[11,25,4,14,2]","","","","","","","","","","","",1,1,"","","","",3
257,5915,3965,0,0,100,"[11,25,13,5,14]","","","","","","","","","","","",1,1,"","","","",3
258,5916,2338,100,0,0,"[9,25,13,14,2,40,7]","","","","","","","","","","","",1,1,"","","","",1
259,5914,3976,0,100,0,"[10,25,13,8,15,22,35,6]","","","","","","","","","","","",1,1,"","",3977,"",2
260,5913,3979,0,100,0,"[10,25,13,8,15,22,35,6]","","","","","","","","","","","",1,1,"","","","",2
261,5743,4063,0,100,0,"[26,10,25,13,7,36,33]","","","","","","","","","","","",1,1,"","","","",2
262,5745,4065,100,0,0,"[26,9,25,13,14,33,7]","","","","","","","","","","","",1,1,"","","","",1
263,5681,4067,60,0,40,"[9,25,13,7,36,14,15,2,18]","","","","","","","","","","","",1,1,"","","","",1
264,5917,4077,40,0,60,"[2,33,11,16]","","","Supports any skill that hits enemies.",13547,"","","",1,"","","",1,1,"","","","",3
265,5744,4086,100,0,0,"[26,9,25,13,14,33,7]","","","","","","","","","","","",1,1,"","","","",1
266,5918,4094,0,0,100,"[11,25,3,8,4,28]","","","","","","","","","","","",1,1,"","","","",3
267,5919,4097,0,60,40,"[47,10,25,1,8,4,28]","","","","","","","","","","","",1,1,"","","","",2
268,5920,4100,60,0,40,"[9,25,0,8,4,28]","","","","","","","","","","","",1,1,"","","","",1
269,5921,5099,0,40,60,"[11,25,2,8,4,28]","","","","","","","","","","","",1,1,"","","","",3
270,5922,4139,0,0,100,"[11,16,42,12]","","","Supports hex curse skills, turning them into auras that will apply their effect to all enemies in an area around you.",13510,"","","",1,"","","",1,1,457,"","","",3
271,5923,4141,60,0,40,"[9,25,13,14,1,40,7]","","","","","","","","","","","",1,1,"","","","",1
272,5924,4158,60,40,0,"[27,9,25,14,15]","","","","","","","","","","","",1,1,"","","","",1
273,5925,4208,100,0,0,"[27,9,25,14,15,0,13,26,7]","","","","",9486,"","","","","","",1,1,"","","","",1
274,5928,4296,0,0,100,"[11,25,4,22,15,0,35,37]","","","","","","","","","","","",1,1,"","",4297,"",3
275,5930,4340,60,0,40,"[13,9,25,7,36]","","","","","","","","","","","",1,1,"","","","",1
276,5931,4341,100,0,0,"[13,9,16,7]","","","Supports melee attack skills that are not triggered.",13576,"","","",1,"","","",1,1,"","","","",1
277,5929,4359,0,100,0,"[10,25,13,5,7,36,1]","","","","","","","","","","","",1,1,"","","","",2
278,5932,4407,0,100,0,"[1,10,16]","","","Supports any skill you use to hit enemies yourself. Cannot support skills used by totems, traps, or mines.",13480,"","","",1,"","","",1,1,"","","","",2
279,5933,4408,0,100,0,"[1,10,16]","","","Supports any skill that deals damage.",13489,"","","",1,"","","",1,1,"","","","",2
280,5934,4409,0,0,100,"[2,11,16,15]","","","Supports any skill you use to hit enemies yourself. Cannot support skills used by totems, traps, or mines.",13487,"","","",1,"","","",1,1,"","","","",3
281,5935,4411,0,0,100,"[11,25,4,14,0,5,18]","","","","","","","","","","","",1,1,"","","","",3
282,5936,4451,0,60,40,"[10,16,20,21]","","","Supports skills which throw Traps or Mines.",13548,"","","",1,"","","",1,1,"","","","",2
283,5938,4471,40,60,0,"[10,25,13,7,36,2,1,0,5,14,18,45]","","","","","","","","","","","",1,1,"","","","",2
284,5937,4478,0,60,40,"[20,10,25,4,14,1]","","","","","","","","","","","",1,1,"","","","",2
285,5940,4566,0,100,0,"[0,10,25,13,14,5,6]","","","","","","","","","","","",1,1,"","","","",2
286,5939,4585,0,100,0,"[2,10,25,13,5,14,6]","","","","","","","","","","","",1,1,"","","","",2
287,5943,4592,0,0,40,"[11,25,4,5,14,15]","","","","","","","","","","","",1,1,"","","","",3
288,5941,4594,0,100,0,"[47,10,25,4,14,33,15]","","","","","","","","","","","",1,1,"","","","",2
289,5944,4606,0,100,0,"[47,10,25,4,14,15,33]",5946,"","","","","","","","","","",1,1,"","","","",2
290,5946,7976,0,100,0,"[47,10,25,4,14,15,24,33]","",1,"","",4606,"","","","","","",1,1,"","","","",2
291,5945,5426,0,100,0,"[47,10,25,4,14,15,33]","","","","","","","","","","","",1,1,"","","","",2
292,5947,4628,0,0,100,"[11,25,4,14,15,1,44]","","","","","","","","","","","",1,1,"","","","",3
293,5942,4466,0,100,0,"[10,25,13,5,19,6]","","","","","","","","","","","",1,1,"","","","",2
294,5948,4656,0,0,100,"[2,11,25,4,14,18,44]","","","","","","","","","","","",1,1,"","","","",3
295,5949,4698,60,40,0,"[9,25,8,4,28,33]","","","","","","","","","","","",1,1,"","","","",1
296,5950,4729,0,0,100,"[11,25,4,14,2]","","","","","","","","","","","",1,1,"","","","",3
297,5952,4732,100,0,0,"[9,25,13,14,15,40,7]",6010,"","","","","","","","","","",1,1,"","","","",1
298,5951,4759,0,100,0,"[47,10,16]","","","Supports any skill that hits enemies.",13549,"","","",1,"","","",1,1,"","","","",2
299,5953,4761,0,40,60,"[11,25,4,14,15,3]","","","","","","","","","","","",1,1,"","","","",3
300,5954,4764,0,0,100,"[11,25,4,14,15,3,30]","","","","","","","","","","","",1,1,"","","","",3
301,5955,5047,0,0,100,"[11,25,4,3,14,30,15]",6011,"","","","","","","","","","",1,1,"","","","",3
302,5956,4772,0,40,60,"[11,25,4,5,15,3,14]","","","","","","","","","","","",1,1,"","","","",3
303,5960,4784,0,100,0,"[10,25,4,5]","","","","","","","","","","","",1,1,"","","","",2
304,5957,4792,0,60,40,"[3,10,16]","","","Supports any skill that deals damage.",13550,"","","",1,"","","",1,1,453,"","","",2
305,5958,4793,0,0,100,"[4,47,11,16]","","","Supports attack skills, or spell skills that deal damage.",13578,"","","",1,"","","",1,1,459,"","","",3
306,5959,4794,0,100,0,"[10,16,15]","","","Supports any skill that has a duration, or can hit enemies to inflict ailments on them.",13551,"","","",1,"","","",1,1,452,"","","",2
307,5961,4801,0,60,40,"[20,10,16]","","","Supports traps skills, making them throw extra traps randomly around the targeted location.",13552,"","","",1,"","","",1,1,"","","","",2
308,5965,4802,100,0,0,"[9,25,13,19,7,36]","","","","","","","","","","","",1,1,"","","","",1
309,5966,5114,100,0,0,"[9,25,13,19,14,7]","","","","","","","","","","","",1,1,"","","","",1
310,5967,5115,100,0,0,"[9,25,13,19,14,40,7]",6014,"","","","","","","","","","",1,1,"","","","",1
311,5962,9494,100,0,0,"[9,25,13,14,40,7]","","","","","","","","","","","",1,1,"","","","",1
312,5963,4989,0,0,100,"[11,25,4,5,1]","","","","","","","","","","","",1,1,"","","","",3
313,5964,5016,0,0,100,"[11,25,4,14,1,15,38]","","","","","","","","","","","",1,1,"","","","",3
314,5968,5045,0,0,100,"[11,16]","","","Supports any skill that hits or burns enemies, or inflicts elemental ailments.",13553,"","","",1,"","","",1,1,461,"","","",3
315,5969,5046,0,40,60,"[11,16,21]","","","Supports skills which throw mines.",13554,"","","",1,"","","",1,1,"","","","",3
316,5970,5058,0,100,0,"[20,10,16]","","","Supports skills which throw traps.",13555,"","","",1,"","","",1,1,"","","","",2
317,6131,5124,0,0,100,"[11,25,4,14]","","","","","","","","","","","",1,1,"","","","",3
318,5989,5127,0,0,100,"[8,11,25,4,14,18,3,38]","","","","","","","","","","","",1,1,"","","","",3
319,5971,5221,0,0,100,"[11,25,4,0,15,30]","","","","","","","","","","","",1,1,"","","","",3
320,5972,5597,0,40,60,"[11,16,30,4,26]","","","Must support both a channelling skill and a non-channelling spell skill to work. The channelling skill will trigger a spell periodically while channelling. Cannot support skills used by totems, traps, or mines. Vaal skills and skills with a reservation cannot be triggered.",13556,5599,"","",1,"","","",1,1,458,"","","",3
321,5973,5720,33,33,33,[16],"","","","","","","",1,"","","",1,1,"","","","",4
322,5742,5724,0,0,100,"[11,25,4,8,15,30]","","","","","",10247,"","","","","",1,1,"","","","",3
323,5974,5995,40,0,60,"[0,11,16,14]","","","Supports any skill that hits enemies.",13557,"","","",1,"","","",1,1,"","","","",3
324,5975,5996,100,0,0,"[13,33,9,16]","","","Supports attack skills. Cannot support skills that create minions.",13558,"","","",1,"","","",1,1,"","","","",1
325,5976,5998,0,100,0,"[3,10,16]","","","Supports any skill that hits enemies.",13488,"","","",1,"","","",1,1,"","","","",2
326,5977,5999,0,60,40,"[10,16]","","","Supports any skill that hits enemies.",13559,"","","",1,"","","",1,1,449,"","","",2
327,5978,6532,50,50,0,"[9,16]","","","","","","","",1,"","","",1,1,"","","","",1
328,5979,6577,0,40,60,"[3,11,16]","","","Supports any skill that hits enemies.",13560,"","","",1,"","","",1,1,"","","","",3
329,5980,6578,0,0,100,"[11,16,15]","","","Supports any skill that deals damage or has a duration.",13561,"","","",1,"","","",1,1,"","","","",3
330,5981,6579,0,100,0,"[10,16]","","","Supports any skill that hits enemies.",13499,"","","",1,"","","",1,1,"","","","",2
331,5982,6580,100,0,0,"[13,33,9,16]","","","Supports attack skills, or other skills that can maim enemies.",13562,"","","",1,"","","",1,1,"","","","",1
332,5983,6582,40,0,60,"[0,11,16]","","","Supports any skill that hits enemies.",13563,"","","",1,"","","",1,1,"","","","",3
333,5984,6583,0,40,60,"[11,16]","","","Supports any skill that hits enemies or inflicts ailments",13564,"","","",1,"","","",1,1,467,"","","",3
334,5985,6584,100,0,0,"[33,9,16]","","","Supports any skill that deals damage.",13565,"","","",1,"","","",1,1,436,"","","",1
335,5986,7036,100,0,0,"[40,9,16,7,13,36]","","","Supports melee strike or slam skills. Every third time you use a supported attack, that use of the skill will be more powerful.",13566,"","","",1,"","","",1,1,"","","","",1
336,5987,7037,40,60,0,"[10,16]","","","Supports any skill that hits enemies.",13567,"","","",1,"","","",1,1,"","","","",2
337,5988,7038,0,0,100,"[46,11,16,4,15]","","","Each supported spell will track how much mana you spend on it, granting a buff when the total mana spent reaches a threshold. Cannot support skills used by totems, traps, mines or skills with a reservation.",13568,"","","",1,"","","",1,1,"","","","",3
338,5991,7354,100,0,0,"[9,25,13,14,0,7]","","","","","","","","","","","",1,1,"","","","",1
339,5992,7356,0,60,40,"[10,25,4,14,0,15,5]","","","","","","","","","","","",1,1,"","","","",2
340,5993,7412,0,40,60,"[11,25,22,4,14,0,35]","","","","","","","","","","","",1,1,"","","","",3
341,5994,7446,40,60,0,"[25,4,5,30,14]","","","","","","","","","","","",1,1,"","","","",4
342,5995,7505,100,0,0,"[0,9,25,13,14,40,7]","","","","","","","","","","","",1,1,"","","","",1
343,5996,7561,0,0,100,"[11,16,30,15]","","","Supports any channelling skill, protecting you from damage while you channel it.  Cannot support skills used by totems. Cannot modify the skills of minions.",13584,"","","",1,"","","",1,1,"","","","",3
344,5997,7562,0,100,0,"[10,16,5]","","","Supports skills that fire projectiles from the user. Does not affect projectiles fired from other locations as secondary effects.",13585,"","","",1,"","","",1,1,"","","","",2
345,5998,7564,0,0,100,"[14,4,11,16]","","","Supports spell skills that apply an effect to an area around a targeted location. Cannot support Vaal skills or skills used by totems, traps, or mines. Cannot modify the skills of minions.",13587,"","","",1,"","","",1,1,465,"","","",3
346,5999,7566,100,0,0,"[9,16,7,13,36]","","","Supports melee strike skills, causing them to also strike at extra targets simultaneously. The extra targets must be a minimum distance from the user. If supporting a minion attack skill, the minion's skills will not also strike extra targets. Cannot support triggered skills.",13588,"","","",1,"","","",1,1,435,"","","",1
347,6000,7568,0,0,100,"[11,16,8]","","","Supports skills that can hit enemies, or create minions. When those skills or minions kill enemies, or hit rare or unique enemies they will have a chance to summon a Phantasm minion, which uses a piercing projectile spell that deals physical damage.",13589,"","","",1,"","","",1,1,"","","","",3
348,6001,7598,0,100,0,"[6,13,10,16,15]","","","Supports attack skills that can be used with bows. Supported skills can only be used with bows. Cannot support Vaal skills, minion skills, movement skills, or skills used by totems, traps, or mines.",13590,"","","",1,"","","",1,1,"","","","",2
349,6002,1034,60,0,40,"[9,25,4,14,15,17,33,42]","","","","","","","","","","","",1,1,"","","","",1
350,6003,7939,33,33,34,"[29,25]","","","","","","","","","","","",1,1,"","","","",4
351,6004,7951,0,60,40,"[20,10,25,4,14,0,33]","","","","","","","","","","","",1,1,"","","","",2
352,6005,7958,0,40,60,"[20,11,25,4,15,14,1]","","","","","","","","","","","",1,1,"","","","",3
353,6006,7952,0,60,40,"[20,10,25,4,15,14,0]","","","","","","","","","","","",1,1,"","","","",2
354,6007,7955,0,40,60,"[20,47,11,25,4,15,14,2]","","","","","","","","","","","",1,1,"","","","",3
355,6008,7960,0,60,40,"[20,10,25,4,15,14,33]","","","","","","","","","","","",1,1,"","","","",2
356,6009,7969,0,0,100,"[11,25,4,15,8,24]","",1,"","",2898,"","","","","","",1,1,"","","","",3
357,6010,8077,100,0,0,"[9,25,13,14,15,24,40,7]","",1,"","",4732,"","","","","","",1,1,"","","","",1
358,6011,7975,0,0,100,"[11,25,4,3,14,15,24,38,30]","",1,"","",5047,"","","","","","",1,1,"","","","",3
359,6012,7988,0,60,40,"[47,10,16,20]","","","Supports skills which throw traps.",13591,"","","",1,"","","",1,1,"","","","",2
360,6013,8991,0,40,60,"[47,11,16,21]","","","Supports skills which throw mines.",13609,"","","",1,"","","",1,1,"","","","",3
361,6014,8037,100,0,0,"[9,25,13,19,14,24,7,40]","",1,"","",5115,"","","","","","",1,1,"","","","",1
362,6015,8078,60,0,40,"[0,9,25,13,14,22,15,40,7]","","","","","","","","","","","",1,1,"","","","",1
363,6016,8081,60,0,40,"[2,9,25,13,14,15,7,36,12]",6370,"","","","","","","","","","",1,1,"","","","",1
364,6017,8198,0,100,0,"[10,25,13,5,30,3,6]","","","","","","","","","","","",1,1,"","","","",2
365,6018,8205,0,100,0,"[10,25,13,14,3,15,5,6]","","","","","","","","","","","",1,1,"","","","",2
366,6019,8211,40,0,60,"[11,25,8,4]","","","","","","","","","","","",1,1,"","","","",3
367,6020,8320,0,100,0,"[3,33,13,10,16,15]","","","Supports attack skills.",13592,"","","",1,"","","",1,1,"","","","",2
368,6021,8350,0,40,60,"[1,11,16]","","","Supports any skill that can chill enemies or create chilling areas.",13593,"","","",1,"","","",1,1,"","","","",3
369,6022,8375,0,0,100,"[1,11,25,4,30,14,15,5,44]","","","","","","","","","","","",1,1,"","","","",3
370,6023,8385,60,40,0,"[9,25,13,14,33,7]","","","","","","","","","","","",1,1,"","","","",1
371,6024,8386,40,60,0,"[10,25,13,5,33]","","","","","","","","","","","",1,1,"","","","",2
372,6025,8388,0,0,100,"[2,11,25,4,14,18,15,32]","","","","","","","","","","","",1,1,"","","","",3
373,6026,8392,100,0,0,"[9,25,14,4,15,12,33,39]","","","","","","","","","","","",1,1,"","","","",1
374,6027,8393,100,0,0,"[9,25,14,4,15,12,33,39]","","","","","","","","","","","",1,1,"","","","",1
375,6028,8404,40,60,0,"[10,25,13,5,14,33]","","","","","","","","","","","",1,1,"","","","",2
376,6029,8406,60,0,40,"[19,9,16]","","","Supports skills which summon totems.",13594,"","","",1,"","","",1,1,"","","","",1
377,6030,8431,40,0,60,"[11,25,4,14,0,15,32]","","","","","","","","","","","",1,1,"","","","",3
378,6031,8433,40,0,60,"[32,11,25,4]","","","","","","","","","","","",1,1,"","","","",3
379,6032,8648,40,0,60,"[0,11,25,4,14,15,33]","","","","","","","","","","","",1,1,"","","","",3
380,6033,8654,0,0,100,"[3,11,25,4,14,15,5]","","","","","","","","","","","",1,1,"","","","",3
381,6034,8696,0,0,100,"[3,26,11,25,4,14,15,42]","","","","",8697,"","","","","","",1,"","","","","",3
382,6038,8701,0,0,100,"[11,16]","","","Supports any skill that hits enemies, causing those hits to leech energy shield based on damage dealt.",13595,"","","",1,"","","",1,1,"","","","",3
383,6037,8698,40,0,60,"[0,2,11,25,4,14,15,33]","","","","","","","","","","","",1,1,"","","","",3
384,6039,8702,0,0,100,"[12,47,11,25,4,14]","","","","","","","","","","","",1,1,"","","","",3
385,6036,8704,40,0,60,"[2,11,25,4,14,30,33]","","","","","","","","","","","",1,1,"","","","",3
386,6041,8706,0,40,60,"[12,11,25,4,14]","","","","","","","","","","","",1,1,"","","","",3
387,6040,8708,0,0,100,"[11,16]","","","","","","","",1,"","","",1,1,"","","","",3
388,6042,8772,0,0,100,"[14,4,11,16]","","","Supports spell skills that you cast yourself. Cannot support triggered skills, Vaal skills, instant skills, channelling skills, skills with a reservation or which create minions, or skills used by totems, traps, or mines.",13596,"","","",1,"","","",1,1,"","","","",3
389,6043,8773,0,0,100,"[4,11,16]","","","Supports spell skills, making their effect reoccur when cast. Cannot support skills with cooldowns, triggered skills, Brand skills, Vaal skills, channelling skills, skills with a reservation, or skills used by totems, traps, or mines. Cannot modify the skills of minions.",13597,"","","",1,"","","",1,1,468,"","","",3
390,6044,8792,100,0,0,"[9,25,4,15,34]","","","","","","","","","","","",1,1,"","","","",1
391,6045,8955,0,0,100,"[11,25,4,15,34,8]","","","","","","","","","","","",1,1,"","","","",3
392,6046,8795,0,100,0,"[10,25,4,22,35,37]","","","","","","","","","","","",1,1,"","",8796,"",2
393,6047,8801,0,100,0,"[9,25,13,15,14,7,6]","","","","","","","","","","","",1,1,"","","","",1
394,6048,8802,0,0,100,"[26,10,25,8,4,15]","","","","",8803,"","","","","","",1,1,"","","","",2
395,6049,8804,60,40,0,"[9,25,13,14,15,7]","","","","","","","","","","","",1,1,"","","","",1
396,6050,8806,60,40,0,"[29,9,25,4,41]","","","","","","","","","","","",1,1,"","","","",1
397,6051,8808,100,0,0,"[9,25,4]","","","","","","","","","","","",1,1,"","","","",1
398,6052,8809,60,40,0,"[33,9,25,13,14,40,7]","","","","","","","","","","","",1,1,"","","","",1
399,6053,8811,100,0,0,"[9,25,13,14,22,7]","","","","","","","","","","","",1,1,"","","","",1
400,6054,8814,100,0,0,"[9,25,13,7,36,33]","","","","","","","","","","","",1,1,"","","","",1
401,6055,8816,40,60,0,"[10,16,7,13,15]","","","Supports melee attack skills. Cannot support skills which create minions.",13601,"","","",1,"","","",1,1,"","","","",2
402,6056,8817,100,0,0,"[9,16,7,13,25,14]","","","Supports melee attack skills. Cannot support triggered attacks, attacks used by things other than you, or skills which create minions.",13602,8818,"","",1,"","","",1,1,"","","","",1
403,6057,8821,0,0,100,"[11,25,4,22,15,1,35,37,14]","","","","","","","","","","","",1,1,"","",8822,"",3
404,6058,8776,0,75,0,"[12,47,10,25,4,14]","","","","","","","","","","","",1,1,"","","","",2
405,6059,8840,60,40,0,"[9,25,4,12,14,41]","","","","","","","","","","","",1,1,"","","","",1
406,6060,8841,40,60,0,"[13,33,10,16]","","","Supports attack skills.",13598,"","","",1,"","","",1,1,"","","","",2
407,6061,8842,100,0,0,"[9,25,13,7,36,33]","","","","","","","","","","","",1,1,"","","","",1
408,6062,8843,100,0,0,"[9,25,4,14,12,33]","","","","","","","","","","","",1,1,"","","","",1
409,6063,8872,100,0,0,"[14,9,16,7,13]","","","Supports melee attack skills.",13599,"","","",1,"","","",1,1,"","","","",1
410,6064,8907,100,0,0,"[9,16,7,13]","","","Supports melee attack skills. Minions cannot gain rage.",13600,"","","",1,"","","",1,1,"","","","",1
411,6065,8948,0,60,40,"[47,10,25,13,5,3]","","","","","","","","","","","",1,1,"","","","",2
412,6066,8950,0,0,100,"[11,25,33,8,4,28]","","","","","","","","","","","",1,1,"","","","",3
413,6067,8953,0,60,40,"[10,25,35,14,3,22,37,4,15]","","","","","","","","","","","",1,1,"","","","",2
414,6068,8954,0,100,0,"[10,25,4,3,14]","","","","","","","","","","","",1,1,"","","","",2
415,6069,8956,0,0,100,"[11,16,8,15]","","","Supports skills which create Minions.",13603,"","","",1,"","","",1,1,"","","","",3
416,6070,8957,0,0,100,"[11,16,8,25,4,15]","","","Supports skills which create Minions.",13605,8958,"","",1,"","","",1,1,"","","","",3
417,6071,8959,0,60,40,"[10,25,13,7,36,22]","","","","","","","","","","","",1,1,"","","","",2
418,6072,8961,0,60,40,"[13,47,10,16]","","","Supports attack skills. Cannot support skills which create minions.",13606,"","","",1,"","","",1,1,"","","","",2
419,6073,8962,0,0,100,"[11,16,8]","","","Supports skills which create Minions.",13604,"","","",1,"","","",1,1,"","","","",3
420,6130,8963,0,60,40,"[10,25,13,22,5]","","","","","","","","","","","",1,1,"","","","",2
421,6074,8965,0,40,60,"[21,11,25,4,14,2,12,38]","","","","","","","","","","","",1,1,"","","","",3
422,6075,8967,0,40,60,"[20,21,11,25,4,8,1,2,14,12]","","","","","","","","","","","",1,1,"","","","",3
423,6076,8984,0,40,60,"[21,11,16,14,12]","","","Supports spells, or attacks that use bows or wands. Instead of using that skill, you will throw a mine that will use the skill for you when you detonate it. Mines cannot use channelling skills.",13495,"","","",1,"","","",1,1,"","","","",3
424,6123,8985,40,0,60,"[0,14,11,16,8]","","","Supports skills which create Minions.",13607,"","","",1,"","","",1,1,"","","","",3
425,6077,8987,0,60,40,"[10,25,13,7,36,14,15,3]","","","","","","","","","","","",1,1,"","","","",2
426,6078,8988,0,60,40,"[10,25,13,5,3,15]",6369,"","","","","","","","","","",1,1,"","","","",2
427,6079,8992,0,60,40,"[10,16,20,21]","","","Supports skills which throw Traps or Mines.",13608,"","","",1,"","","",1,1,"","","","",2
428,6080,9001,0,100,0,"[10,25,13,5,19,33,6]","","","","","","","","","","","",1,1,"","","","",2
429,6081,9002,0,100,0,"[6,13,10,16,5]","","","Supports bow attack skills that fire arrows forwards as projectiles. These skills will instead fire a payload arrow into the air to land at a targeted location. The supported skills' arrows will then fire out in a circle from where it lands. Cannot support skills that already fire arrows into the air, channelled skills, or skills that create Minions.",13570,"","","",1,"","","",1,1,445,"","","",2
430,6082,9004,0,100,0,"[6,13,10,16,5]","","","Supports projectile attack skills that use bows or wands. Cannot support triggered skills, channelled skills, or skills that create Minions.",13569,"","","",1,"","","",1,1,"","","","",2
431,6083,9005,0,100,0,"[10,25,13,5,14,6]","","","","","","","","","","","",1,1,"","","","",2
432,6084,9011,0,100,0,"[10,25,13,19,14,0,5,6]","","","","","","","","","","","",1,1,"","","","",2
433,5687,8390,0,100,0,"[10,16,5]","","","Supports skills that fire projectiles from the user. Does not affect projectiles fired from other locations as secondary effects.",13586,"","","",1,"","","",1,1,"","","","",2
434,6085,9013,100,0,0,"[0,33,9,16]","","","Supports any skill that hits enemies.",13610,"","","",1,"","","",1,1,"",33,"","",1
435,6086,9014,100,0,0,"[9,16,7,13,36]","","","Supports melee strike skills, causing them to also strike at extra targets simultaneously. The extra targets must be a minimum distance from the user. If supporting a minion attack skill, the minion's skills will not also strike extra targets. Cannot support triggered skills.",13611,"","","",1,"","","",1,1,"",346,"","",1
436,6087,9015,100,0,0,"[33,9,16]","","","Supports any skill that deals damage.",13612,"","","",1,"","","",1,1,"",334,"","",1
437,6088,9016,60,0,40,"[0,9,16]","","","Supports any skill that hits enemies, or can deal burning damage directly.",13613,"","","",1,"","","",1,1,"",192,"","",1
438,6089,9017,60,0,40,"[13,9,16]","","","Supports attack skills.",13614,"","","",1,"","","",1,1,"",113,"","",1
439,6090,9018,100,0,0,"[0,9,16]","","","Supports any skill that hits enemies, making those hits penetrate enemy fire resistance.",13615,"","","",1,"","","",1,1,"",172,"","",1
440,6091,9019,60,0,40,"[9,16,12]","","","Supports aura skills that affect you and allies, increasing the aura's effect on allies, but preventing it from affecting you at all. Cannot support curse auras, or other auras that only affect enemies. Cannot support skills used by totems.",13616,"","","",1,"","","",1,1,"",245,"","",1
441,6092,9020,100,0,0,"[7,33,9,16,13]","","","Supports melee attack skills.",13617,"","","",1,"","","",1,1,"",83,"","",1
442,6093,9021,100,0,0,"[9,16,7,13,36,14]","","","Supports melee strike skills, causing their melee strike to deal splash damage around each target hit.",13618,"","","",1,"","","",1,1,"",189,"","",1
