"rownum","string","[rid]","[i32]","string","bool","i32","i32","i32","rid","i32","i32","i32","string","string","string","rid","rid","i32","i32","i32","bool","[rid]","[string]"
80,"BoonRandomMinorBoonOnFountainUse",[17390],[1],"Holy Water",1,-1174405120,135,184549376,16777216,0,-16843010,-16843010,"Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonHolyWater","Gain a random Minor Boon when you use a Fountain","","","",0,5,0,"",[9299],"[""攀䤀挀漀渀猀⼀䈀漀漀渀刀甀猀琀礀䐀攀猀挀爀礀""]"
81,"BoonGainExtraResolveOnFountainUse",[17392],[40],"Fountain of Youth",1,-973078528,137,184549376,16777216,0,-16843010,-16843010,"Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonFountainOfYouth","Gain +40 Maximum Resolve each time you use a Fountain","","","",0,5,0,"",[],"[""攀䤀挀漀渀猀⼀䈀漀漀渀刀甀猀琀礀䐀攀猀挀爀礀""]"
82,"BoonNextMinorBoonConvertedToMajor",[17386],[1],"Silver Chalice",1,-637534208,139,134217728,16777216,0,-16843010,-16843010,"Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonSliverChalice","The next Minor Boon you gain is converted into a random Major Boon","","","",0,5,0,"",[],"[""攀䤀挀漀渀猀⼀䈀漀漀渀刀甀猀琀礀䐀攀猀挀爀礀""]"
83,"BoonTrapsImpactReducedResolve",[17568],[1],"Black Pearl",1,-234881024,141,184549376,16777216,0,-16843010,-16843010,"Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonBlackPearl","Traps impact 50% reduced Resolve","","","",0,5,0,"",[],"[""攀䤀挀漀渀猀⼀䈀漀漀渀刀甀猀琀礀䐀攀猀挀爀礀""]"
84,"BoonExtraShield",[],[],"Untuned Lute",1,-1879048192,143,184549376,16777216,0,-16843010,-16843010,"Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonUntunedLute","+250 to Inspiration","","","",0,1,250,"",[],"[""攀䤀挀漀渀猀⼀䈀漀漀渀刀甀猀琀礀䐀攀猀挀爀礀""]"
85,"BoonNextMerchantItemFree",[17497],[1],"Divinia's Gift ",1,1073741824,145,167772160,16777216,0,-16843010,-16843010,"Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonCallistasGift","Your next purchase from the Merchant has no cost","","","",0,5,0,1,[],"[""攀䤀挀漀渀猀⼀䈀漀漀渀刀甀猀琀礀䐀攀猀挀爀礀""]"
86,"BoonCanRerollMerchantShop",[17498],[1],"Chipped Dice",1,771751936,147,184549376,16777216,0,-16843010,-16843010,"Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonChippedDice","The Merchant's Shop can be Rerolled","","","",0,5,0,"",[],"[""攀䤀挀漀渀猀⼀䈀漀漀渀刀甀猀琀礀䐀攀猀挀爀礀""]"
87,"BoonGoldPerRoomRemovedAtMerchant",[17460],[10],"Gold Trophy",1,100663296,149,167772160,16777216,0,-16843010,-16843010,"Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonGoldTrophy","Your aureus coins are increased by 10% on room completion\r\n(removed when you purchase something from the Merchant)","","","",0,5,0,"",[],"[""攀䤀挀漀渀猀⼀䈀漀漀渀刀甀猀琀礀䐀攀猀挀爀礀""]"
88,"BoonDuplicate3RandomDeferrals",[],[],"Sacred Mirror",1,1711276032,151,184549376,0,0,-16843010,-16843010,"Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonSacredMirror","Duplicate up to 3 random Offer Rewards","","","",0,4,0,"",[],"[""攀䤀挀漀渀猀⼀䈀漀漀渀刀甀猀琀礀䐀攀猀挀爀礀""]"
89,"BoonNextAfflictionConvertedToMinorBoon",[17388],[1],"Crystal Shard",1,1476395008,153,117440512,16777216,0,-16843010,-16843010,"Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonCrystalShard","The next Affliction you gain is converted into a random Minor Boon","","","",0,5,0,"",[9300],"[""攀䤀挀漀渀猀⼀䈀漀漀渀刀甀猀琀礀䐀攀猀挀爀礀""]"
90,"BoonRandomShrineOnEnteringRoom",[],[],"Musty Wine",1,1811939328,155,184549376,16777216,0,-16843010,-16843010,"Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/BoonMustyWine","At the start of each room, a random Shrine effect is applied to you","","","",0,5,0,"",[],"[""攀䤀挀漀渀猀⼀䈀漀漀渀刀甀猀琀礀䐀攀猀挀爀礀""]"
91,"AfflictionReducedEffectOfRelics",[17428],[-50],"Unholy Urn",1,2013265920,157,184549376,16777216,0,-16843010,-16843010,"Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseUnholyUrn","","50% reduced Effect of your Relics","","",0,5,0,"",[],"[""eIcons/BoonRustyDescry""]"
92,"AfflictionMaximumNumberOfBoons",[],[],"Tight Choker",1,905969664,159,184549376,16777216,0,-16843010,-16843010,"Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseTightCollar","","You can have a maximum of 5 Boons","","",0,5,0,"",[],"[""eIcons/BoonRustyDescry""]"
93,"AfflictionMerchantFewerChoices",[17458],[-50],"Unhallowed Amulet",1,369098752,161,184549376,16777216,0,-16843010,-16843010,"Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseUnhallowedAmulet","","The Merchant offers 50% fewer choices","","",0,5,0,"",[],"[""eIcons/BoonRustyDescry""]"
94,"AfflictionAfflictionOnGainAffliction",[17389],[1],"Accursed Prism",1,402653184,163,184549376,16777216,0,-16843010,-16843010,"Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseAccursedPrism","","When you gain an Affliction, gain an additional random Minor Affliction","","",0,5,0,"",[],"[""eIcons/BoonRustyDescry""]"
95,"AfflictionAfflictionOnUseFountain",[17391],[1],"Poisoned Water",1,1275068416,165,184549376,16777216,0,-16843010,-16843010,"Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CursePoisonedWater","","Gain a random Minor Affliction when you use a Fountain","","",0,5,0,"",[],"[""eIcons/BoonRustyDescry""]"
96,"AfflictionLoseResolveOnFlaskUse",[17496],[10],"Liquid Cowardice",1,1577058304,167,184549376,16777216,0,-16843010,-16843010,"Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseLiquidCowardice","","Lose 10 Resolve when you use a Flask","","",0,5,0,"",[],"[""eIcons/BoonRustyDescry""]"
97,"AfflictionMonstersBindingChainsOnHit",[17561],[2],"Chains of Binding",1,1610612736,169,184549376,16777216,0,-16843010,-16843010,"Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseChainOfBinding","","Monsters inflict Binding Chains on Hit","","",0,5,0,"",[],"[""eIcons/BoonRustyDescry""]"
98,"AfflictionMonstersVolatileOnDeath",[17567],[1],"Concealed Anomaly",1,1543503872,171,184549376,16777216,0,-16843010,-16843010,"Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseConcealedAnomaly","","Guards release a Volatile Anomaly on Death","","",0,5,0,"",[],"[""eIcons/BoonRustyDescry""]"
99,"AfflictionMonstersResolveVulnerabilityOnHit",[17562],[4],"Mark of Terror",1,1979711488,173,184549376,16777216,0,-16843010,-16843010,"Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseMarkOfTerror","","Monsters inflict Resolve Weakness on Hit","","",0,5,0,"",[],"[""eIcons/BoonRustyDescry""]"
100,"AfflictionMonstersKnockback",[17559],[1],"Rusted Mallet",1,1509949440,175,184549376,16777216,0,-16843010,-16843010,"Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseRustedMallet","","Monsters always Knockback\r\nMonsters have increased Knockback Distance","","",0,5,0,"",[],"[""eIcons/BoonRustyDescry""]"
101,"AfflictionReducedMaximumResolve",[],[],"Weakened Flesh",1,1912602624,177,184549376,16777216,0,-16843010,-16843010,"Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseWeakenedFlesh","","-100 to Maximum Resolve","","",0,3,-100,"",[],"[""eIcons/BoonRustyDescry""]"
102,"AfflictionMonsterSpeed",[5653],[30],"Fiendish Wings",1,805306368,179,184549376,16777216,0,-16843010,-16843010,"Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseFiendishWings","","Monsters' Action Speed cannot be slowed below base\r\nMonsters have 30% increased Attack, Cast and Movement Speed","","",0,5,0,"",[],"[""eIcons/BoonRustyDescry""]"
103,"AfflictionGuardsHavePet",[17565],[1],"Gargoyle Totem",1,-1610612736,181,184549376,16777216,0,-16843010,-16843010,"Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseGargoyleTotem","","Guards are accompanied by a Gargoyle","","",0,5,0,"",[],"[""eIcons/BoonRustyDescry""]"
104,"AfflictionEveryRoomIsAfflicted",[],[],"Phantom Illusion",1,2080374784,183,184549376,16777216,0,-16843010,-16843010,"Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseNameIllusion","","Every room grants a random Minor Affliction\r\n(Afflictions granted this way are removed on room completion)","","",0,5,0,"",[],"[""eIcons/BoonRustyDescry""]"
105,"AfflictionChestsExplodeWhenOpened",[17566],[1],"Corrupted Lockpick",1,-100663296,185,184549376,16777216,0,-16843010,-16843010,"Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseCorruptedLockpick","","Chests in rooms explode when opened","","",0,5,0,"",[],"[""eIcons/BoonRustyDescry""]"
106,"AfflictionReducedMovementSpeed",[5757],[-40],"Worn Sandals",1,-335544320,187,184549376,16777216,0,-16843010,-16843010,"Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseWornSandals","","40% reduced Movement Speed","","",0,5,0,"",[],"[""eIcons/BoonRustyDescry""]"
107,"AfflictionRelicsHaveNoEffect",[17429],[1],"Orb of Negation",1,-1241513984,189,184549376,16777216,0,-16843010,-16843010,"Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseOrbOfNegation","","Relics have no Effect","","",0,5,0,"",[9308],"[""eIcons/BoonRustyDescry""]"
108,"AfflictionMerchantOneItem",[17459],[1],"Rusted Coin",1,-2147483648,191,184549376,16777216,0,-16843010,-16843010,"Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseRustedCoin","","The Merchant only offers one choice","","",0,5,0,"",[],"[""eIcons/BoonRustyDescry""]"
109,"AfflictionMonsterPetrifyOnHit",[17560],[4],"Chiselled Stone",1,1509949440,193,184549376,16777216,0,-16843010,-16843010,"Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseChiselledStone","","Monsters Petrify on Hit","","",0,5,0,"",[9309],"[""eIcons/BoonRustyDescry""]"
110,"AfflictionBoonConveretedToMinorAffliction",[17387],[1],"Glass Shard",1,1275068416,195,100663296,16777216,0,-16843010,-16843010,"Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseGlassShard","","The next Boon you gain is converted into a random Minor Affliction","","",0,5,0,"",[9310],"[""eIcons/BoonRustyDescry""]"
111,"PactRecoveryFromMaxResolve","[17271,17272]","[1,50]","Pyrrhic Pact",1,-2147483648,197,184549376,16777216,0,-16843010,-16843010,"Art/2DArt/UIImages/InGame/Sanctum/DevilsDealIcons/ResolveRecoveredDoubleds","Resolve recovered is doubled","Maximum Resolve is lowered by 50% of recovered Resolve","","",0,5,0,"",[9173],[]
112,"PactTwinnedGuards",[17273],[1],"Doubling Pact",1,-704643072,199,184549376,16777216,0,-16843010,-16843010,"Art/2DArt/UIImages/InGame/Sanctum/DevilsDealIcons/GuardsAreTwinned","Guards are Twinned","Guards are Twinned","","",0,5,0,"",[9174],[]
113,"PactDamageInBossEncounters","[17274,17275]","[100,-50]","Apex Pact",1,-1476395008,201,184549376,16777216,0,-16843010,-16843010,"Art/2DArt/UIImages/InGame/Sanctum/DevilsDealIcons/LessResolveLostInBossRooms","50% less Resolve lost in Boss Rooms","100% more Resolve lost in non-Boss Rooms","","",0,5,0,"",[9175],[]
114,"PactNoGoldGainReducedPrices","[17098,17086]","[-50,1]","Austerity Pact",1,335544320,204,184549376,16777216,0,-16843010,-16843010,"Art/2DArt/UIImages/InGame/Sanctum/DevilsDealIcons/MerchantPricesReduced","Merchant prices are reduced by 50%","Monsters do not drop Aureus coins","","",0,5,0,"",[9176],[]
115,"PactShieldEveryRoom","[17109,17110]","[1,30]","Indomitable Pact",1,1711276032,206,184549376,16777216,0,-16843010,-16843010,"Art/2DArt/UIImages/InGame/Sanctum/DevilsDealIcons/GainInspirationStartEveryRoom","Gain 30 Inspiration at the start of every room","Inspiration resets every room","","",0,5,0,"",[9177],[]
116,"DeferredRewardFloorCurrencyOrbofAlteration5",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",11,0,5,5,0,"",[],[]
117,"DeferredRewardFloorCurrencyOrbofAlteration7",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",11,0,7,5,0,"",[],[]
118,"DeferredRewardFloorCurrencyOrbofAlteration9",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",11,0,9,5,0,"",[],[]
119,"DeferredRewardFloorCurrencyOrbofAlteration12",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",11,0,12,5,0,"",[],[]
120,"DeferredRewardFloorCurrencyOrbofAlteration20",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",11,0,20,5,0,"",[],[]
121,"DeferredRewardFloorCurrencyOrbofChance5",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",7,1,5,5,0,"",[],[]
122,"DeferredRewardFloorCurrencyOrbofChance7",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",7,1,7,5,0,"",[],[]
123,"DeferredRewardFloorCurrencyOrbofChance9",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",7,1,9,5,0,"",[],[]
124,"DeferredRewardFloorCurrencyOrbofChance12",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",7,1,12,5,0,"",[],[]
125,"DeferredRewardFloorCurrencyOrbofChance20",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",7,1,20,5,0,"",[],[]
126,"DeferredRewardFloorCurrencyGlassblowersBauble5",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",17,2,5,5,0,"",[],[]
127,"DeferredRewardFloorCurrencyGlassblowersBauble7",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",17,2,7,5,0,"",[],[]
128,"DeferredRewardFloorCurrencyGlassblowersBauble9",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",17,2,9,5,0,"",[],[]
129,"DeferredRewardFloorCurrencyGlassblowersBauble12",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",17,2,12,5,0,"",[],[]
130,"DeferredRewardFloorCurrencyGlassblowersBauble20",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",17,2,20,5,0,"",[],[]
131,"DeferredRewardFloorCurrencyChromaticOrb5",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",19,3,5,5,0,"",[],[]
132,"DeferredRewardFloorCurrencyChromaticOrb7",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",19,3,7,5,0,"",[],[]
133,"DeferredRewardFloorCurrencyChromaticOrb9",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",19,3,9,5,0,"",[],[]
134,"DeferredRewardFloorCurrencyChromaticOrb12",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",19,3,12,5,0,"",[],[]
135,"DeferredRewardFloorCurrencyChromaticOrb20",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",19,3,20,5,0,"",[],[]
136,"DeferredRewardFloorCurrencyJewellersOrb5",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",21,4,5,5,0,"",[],[]
137,"DeferredRewardFloorCurrencyJewellersOrb7",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",21,4,7,5,0,"",[],[]
138,"DeferredRewardFloorCurrencyJewellersOrb9",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",21,4,9,5,0,"",[],[]
139,"DeferredRewardFloorCurrencyJewellersOrb12",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",21,4,12,5,0,"",[],[]
140,"DeferredRewardFloorCurrencyJewellersOrb20",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",21,4,20,5,0,"",[],[]
141,"DeferredRewardFloorCurrencyOrbofAlchemy3",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",6,5,3,5,0,"",[],[]
142,"DeferredRewardFloorCurrencyOrbofAlchemy5",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",6,5,5,5,0,"",[],[]
143,"DeferredRewardFloorCurrencyOrbofAlchemy6",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",6,5,6,5,0,"",[],[]
144,"DeferredRewardFloorCurrencyOrbofAlchemy8",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",6,5,8,5,0,"",[],[]
145,"DeferredRewardFloorCurrencyOrbofAlchemy14",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",6,5,14,5,0,"",[],[]
146,"DeferredRewardFloorCurrencyOrbofFusing3",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",20,6,3,5,0,"",[],[]
147,"DeferredRewardFloorCurrencyOrbofFusing5",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",20,6,5,5,0,"",[],[]
148,"DeferredRewardFloorCurrencyOrbofFusing6",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",20,6,6,5,0,"",[],[]
149,"DeferredRewardFloorCurrencyOrbofFusing8",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",20,6,8,5,0,"",[],[]
150,"DeferredRewardFloorCurrencyOrbofFusing14",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",20,6,14,5,0,"",[],[]
151,"DeferredRewardFloorCurrencyOrbofScouring2",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",12,7,2,5,0,"",[],[]
152,"DeferredRewardFloorCurrencyOrbofScouring3",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",12,7,3,5,0,"",[],[]
153,"DeferredRewardFloorCurrencyOrbofScouring4",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",12,7,4,5,0,"",[],[]
154,"DeferredRewardFloorCurrencyOrbofScouring5",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",12,7,5,5,0,"",[],[]
155,"DeferredRewardFloorCurrencyOrbofScouring10",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",12,7,10,5,0,"",[],[]
156,"DeferredRewardFloorCurrencyCartographersChisel3",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",25,8,3,5,0,"",[],[]
157,"DeferredRewardFloorCurrencyCartographersChisel5",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",25,8,5,5,0,"",[],[]
158,"DeferredRewardFloorCurrencyCartographersChisel10",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",25,8,10,5,0,"",[],[]
159,"DeferredRewardFloorCurrencyChaosOrb2",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",2,9,2,5,0,"",[],[]
160,"DeferredRewardFloorCurrencyChaosOrb3",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",2,9,3,5,0,"",[],[]
161,"DeferredRewardFloorCurrencyChaosOrb4",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",2,9,4,5,0,"",[],[]
162,"DeferredRewardFloorCurrencyChaosOrb5",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",2,9,5,5,0,"",[],[]
163,"DeferredRewardFloorCurrencyChaosOrb10",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",2,9,10,5,0,"",[],[]
164,"DeferredRewardFloorCurrencyOrbofBinding2",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",204,10,2,5,0,"",[],[]
165,"DeferredRewardFloorCurrencyOrbofBinding3",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",204,10,3,5,0,"",[],[]
166,"DeferredRewardFloorCurrencyOrbofBinding4",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",204,10,4,5,0,"",[],[]
167,"DeferredRewardFloorCurrencyOrbofBinding5",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",204,10,5,5,0,"",[],[]
168,"DeferredRewardFloorCurrencyOrbofBinding10",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",204,10,10,5,0,"",[],[]
169,"DeferredRewardFloorCurrencyOrbofRegret2",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",8,11,2,5,0,"",[],[]
170,"DeferredRewardFloorCurrencyOrbofRegret3",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",8,11,3,5,0,"",[],[]
171,"DeferredRewardFloorCurrencyOrbofRegret4",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",8,11,4,5,0,"",[],[]
172,"DeferredRewardFloorCurrencyOrbofRegret5",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",8,11,5,5,0,"",[],[]
173,"DeferredRewardFloorCurrencyOrbofRegret10",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",8,11,10,5,0,"",[],[]
174,"DeferredRewardFloorCurrencyGemcuttersPrism2",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",18,12,2,5,0,"",[],[]
175,"DeferredRewardFloorCurrencyGemcuttersPrism3",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",18,12,3,5,0,"",[],[]
176,"DeferredRewardFloorCurrencyGemcuttersPrism4",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",18,12,4,5,0,"",[],[]
177,"DeferredRewardFloorCurrencyGemcuttersPrism8",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",18,12,8,5,0,"",[],[]
178,"DeferredRewardFloorCurrencyBlessedOrb2",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",23,13,2,5,0,"",[],[]
179,"DeferredRewardFloorCurrencyBlessedOrb3",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",23,13,3,5,0,"",[],[]
180,"DeferredRewardFloorCurrencyBlessedOrb4",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",23,13,4,5,0,"",[],[]
181,"DeferredRewardFloorCurrencyBlessedOrb8",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",23,13,8,5,0,"",[],[]
182,"DeferredRewardFloorCurrencyVaalOrb2",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",33,14,2,5,0,"",[],[]
183,"DeferredRewardFloorCurrencyVaalOrb3",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",33,14,3,5,0,"",[],[]
184,"DeferredRewardFloorCurrencyVaalOrb4",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",33,14,4,5,0,"",[],[]
185,"DeferredRewardFloorCurrencyVaalOrb8",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",33,14,8,5,0,"",[],[]
186,"DeferredRewardFloorCurrencyOrbofHorizons3",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",205,15,3,5,0,"",[],[]
187,"DeferredRewardFloorCurrencyOrbofHorizons4",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",205,15,4,5,0,"",[],[]
188,"DeferredRewardFloorCurrencyOrbofHorizons8",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",205,15,8,5,0,"",[],[]
189,"DeferredRewardFloorCurrencyInstillingOrb2",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",9360,16,2,5,0,"",[],[]
190,"DeferredRewardFloorCurrencyInstillingOrb3",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",9360,16,3,5,0,"",[],[]
191,"DeferredRewardFloorCurrencyInstillingOrb4",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",9360,16,4,5,0,"",[],[]
192,"DeferredRewardFloorCurrencyInstillingOrb8",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",9360,16,8,5,0,"",[],[]
193,"DeferredRewardFloorCurrencyRegalOrb2",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",14,17,2,5,0,"",[],[]
194,"DeferredRewardFloorCurrencyRegalOrb3",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",14,17,3,5,0,"",[],[]
195,"DeferredRewardFloorCurrencyRegalOrb4",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",14,17,4,5,0,"",[],[]
196,"DeferredRewardFloorCurrencyRegalOrb8",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",14,17,8,5,0,"",[],[]
197,"DeferredRewardFloorCurrencyEnkindlingOrb2",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",9359,18,2,5,0,"",[],[]
198,"DeferredRewardFloorCurrencyEnkindlingOrb3",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",9359,18,3,5,0,"",[],[]
199,"DeferredRewardFloorCurrencyEnkindlingOrb4",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",9359,18,4,5,0,"",[],[]
200,"DeferredRewardFloorCurrencyEnkindlingOrb8",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",9359,18,8,5,0,"",[],[]
201,"DeferredRewardFloorCurrencyOrbofUnmaking3",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",9,19,3,5,0,"",[],[]
202,"DeferredRewardFloorCurrencyOrbofUnmaking4",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",9,19,4,5,0,"",[],[]
203,"DeferredRewardFloorCurrencyOrbofUnmaking8",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",9,19,8,5,0,"",[],[]
204,"DeferredRewardFloorCurrencyAwakenedSextant6",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",181,20,6,5,0,"",[],[]
205,"DeferredRewardFloorCurrencyStackedDeck2",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",8431,21,2,5,0,"",[],[]
206,"DeferredRewardFloorCurrencyStackedDeck3",[],[],"",1,-973078528,208,184549376,16777216,0,-16843010,-16843010,"","","",8431,21,3,5,0,"",[],[]
