"rownum","BaseItemTypesKey","ItemVisualEffectKey","ItemVisualIdentityKey1","ItemVisualIdentityKey2","Stats","ItemClasses","[rid]","bool","[i32]","[i32]","bool","[rid]","bool","[rid]","[rid]","rid","[rid]"
810,1417,"","","",[319],[4],[],"",[30],[14],"",[],"",[],[],"",[]
811,1418,"","","",[319],[4],[],"",[31],[14],"",[],"",[],[],"",[]
812,1419,"","","",[319],[4],[],"",[32],[14],"",[],"",[],[],"",[]
813,1420,"","","",[319],[4],[],"",[33],[14],"",[],"",[],[],"",[]
814,1421,"","","",[319],[4],[],"",[34],[14],"",[],"",[],[],"",[]
815,1422,"","","",[319],[4],[],"",[35],[14],"",[],"",[],[],"",[]
816,1423,"","","",[319],[4],[],"",[36],[14],"",[],"",[],[],"",[]
817,1424,"","","",[319],[4],[],"",[37],[14],"",[],"",[],[],"",[]
818,1425,"","","",[319],[4],[],"",[38],[14],"",[],"",[],[],"",[]
819,1426,"","","",[319],[4],[],"",[39],[14],"",[],"",[],[],"",[]
820,1427,"","","",[319],[4],[],"",[40],[14],"",[],"",[],[],"",[]
821,1428,"","","",[319],[4],[],"",[41],[14],"",[],"",[],[],"",[]
822,1429,"","","",[319],[4],[],"",[42],[14],"",[],"",[],[],"",[]
823,1430,"","","",[319],[4],[],"",[43],[14],"",[],"",[],[],"",[]
824,1431,"","","",[319],[4],[],"",[44],[14],"",[],"",[],[],"",[]
825,1432,"","","",[319],[4],[],"",[45],[14],"",[],"",[],[],"",[]
826,1433,"","","",[319],[4],[],"",[46],[14],"",[],"",[],[],"",[]
827,1434,"","","",[319],[4],[],"",[47],[14],"",[],"",[],[],"",[]
828,1435,"","","",[319],[4],[],"",[48],[14],"",[],"",[],[],"",[]
829,1436,"","","",[319],[4],[],"",[49],[14],"",[],"",[],[],"",[]
830,1437,"","","",[319],[4],[],"",[50],[14],"",[],"",[],[],"",[]
831,1438,"","","",[319],[4],[],"",[51],[14],"",[],"",[],[],"",[]
832,1439,"","","",[319],[4],[],"",[52],[14],"",[],"",[],[],"",[]
833,1440,"","","",[319],[4],[],"",[53],[14],"",[],"",[],[],"",[]
834,1441,"","","",[319],[4],[],"",[54],[14],"",[],"",[],[],"",[]
835,1442,"","","",[319],[4],[],"",[55],[14],"",[],"",[],[],"",[]
836,1443,"","","",[319],[4],[],"",[56],[14],"",[],"",[],[],"",[]
837,1444,"","","",[319],[4],[],"",[57],[14],"",[],"",[],[],"",[]
838,1445,"","","",[319],[4],[],"",[58],[14],"",[],"",[],[],"",[]
839,1446,"","","",[319],[4],[],"",[59],[14],"",[],"",[],[],"",[]
840,1447,"","","",[319],[4],[],"",[60],[14],"",[],"",[],[],"",[]
841,1448,"","","",[319],[4],[],"",[61],[14],"",[],"",[],[],"",[]
842,1449,"","","",[319],[4],[],"",[62],[14],"",[],"",[],[],"",[]
843,1450,"","","",[319],[4],[],"",[63],[14],"",[],"",[],[],"",[]
844,1451,"","","",[319],[4],[],"",[64],[14],"",[],"",[],[],"",[]
845,1452,"","","",[319],[4],[],"",[65],[14],"",[],"",[],[],"",[]
846,1453,"","","",[319],[4],[],"",[66],[14],"",[],"",[],[],"",[]
847,1454,"","","",[319],[4],[],"",[67],[14],"",[],"",[],[],"",[]
848,1455,"","","",[319],[4],[],"",[68],[14],"",[],"",[],[],"",[]
849,1456,"","","",[319],[4],[],"",[69],[14],"",[],"",[],[],"",[]
850,1457,"","","",[319],[4],[],"",[70],[14],"",[],"",[],[],"",[]
851,1458,"","","",[319],[4],[],"",[71],[14],"",[],"",[],[],"",[]
852,1459,"","","",[319],[4],[],"",[72],[14],"",[],"",[],[],"",[]
853,1460,"","","",[319],[4],[],"",[73],[14],"",[],"",[],[],"",[]
854,1461,"","","",[319],[4],[],"",[74],[14],"",[],"",[],[],"",[]
855,1462,"","","",[319],[4],[],"",[75],[14],"",[],"",[],[],"",[]
856,1463,"","","",[319],[4],[],"",[94],[14],"",[],"",[],[],"",[]
857,1464,"","","",[319],[4],[],"",[95],[14],"",[],"",[],[],"",[]
858,1465,"","","",[319],[4],[],"",[96],[14],"",[],"",[],[],"",[]
859,1466,"","","",[319],[4],[],"",[97],[14],"",[],"",[],[],"",[]
860,1467,"","","",[319],[4],[],"",[98],[14],"",[],"",[],[],"",[]
861,1468,"","","",[319],[4],[],"",[99],[14],"",[],"",[],[],"",[]
862,1469,"","","",[319],[4],[],"",[100],[14],"",[],"",[],[],"",[]
863,1470,"","","",[319],[4],[],"",[101],[14],"",[],"",[],[],"",[]
864,1471,"","","",[319],[4],[],"",[102],[14],"",[],"",[],[],"",[]
865,1472,"","","",[319],[4],[],"",[103],[14],"",[],"",[],[],"",[]
866,1473,"","","",[319],[4],[],"",[104],[14],"",[],"",[],[],"",[]
867,1474,"","","",[319],[4],[],"",[105],[14],"",[],"",[],[],"",[]
868,1475,"","","",[319],[4],[],"",[106],[14],"",[],"",[],[],"",[]
869,1476,"","","",[319],[4],[],"",[107],[14],"",[],"",[],[],"",[]
870,1477,"","","",[319],[4],[],"",[108],[14],"",[],"",[],[],"",[]
871,1478,"","","",[319],[4],[],"",[109],[14],"",[],"",[],[],"",[]
872,1479,"","","",[319],[4],[],"",[110],[14],"",[],"",[],[],"",[]
873,1480,"","","",[319],[4],[],"",[111],[14],"",[],"",[],[],"",[]
874,1481,"","","",[319],[4],[],"",[112],[14],"",[],"",[],[],"",[]
875,1482,"","","",[319],[4],[],"",[113],[14],"",[],"",[],[],"",[]
876,1483,"","","",[319],[4],[],"",[114],[14],"",[],"",[],[],"",[]
877,1484,"","","",[319],[4],[],"",[115],[14],"",[],"",[],[],"",[]
878,1485,"","","",[319],[4],[],"",[116],[14],"",[],"",[],[],"",[]
879,1486,"","","",[319],[4],[],"",[117],[14],"",[],"",[],[],"",[]
880,1487,"","","",[319],[4],[],"",[118],[14],"",[],"",[],[],"",[]
881,1488,"","","",[319],[4],[],"",[119],[14],"",[],"",[],[],"",[]
882,1489,"","","",[319],[4],[],"",[120],[14],"",[],"",[],[],"",[]
883,1490,"","","",[319],[4],[],"",[121],[14],"",[],"",[],[],"",[]
884,1491,"","","",[319],[4],[],"",[122],[14],"",[],"",[],[],"",[]
885,1492,"","","",[319],[4],[],"",[123],[14],"",[],"",[],[],"",[]
886,1493,"","","",[319],[4],[],"",[124],[14],"",[],"",[],[],"",[]
887,1494,"","","",[319],[4],[],"",[125],[14],"",[],"",[],[],"",[]
888,1495,"","","",[319],[4],[],"",[126],[14],"",[],"",[],[],"",[]
889,1496,"","","",[319],[4],[],"",[127],[14],"",[],"",[],[],"",[]
890,1497,"","","",[319],[4],[],"",[128],[14],"",[],"",[],[],"",[]
891,1498,"","","",[319],[4],[],"",[129],[14],"",[],"",[],[],"",[]
892,1499,"","","",[319],[4],[],"",[130],[14],"",[],"",[],[],"",[]
893,1500,"","","",[319],[4],[],"",[131],[14],"",[],"",[],[],"",[]
894,1501,"","","",[319],[4],[],"",[132],[14],"",[],"",[],[],"",[]
895,1502,"","","",[319],[4],[],"",[133],[14],"",[],"",[],[],"",[]
896,1503,"","","",[319],[4],[],"",[134],[14],"",[],"",[],[],"",[]
897,1504,"","","",[319],[4],[],"",[135],[14],"",[],"",[],[],"",[]
898,1505,"","","",[319],[4],[],"",[136],[14],"",[],"",[],[],"",[]
899,1506,"","","",[319],[4],[],"",[137],[14],"",[],"",[],[],"",[]
900,1507,"","","",[319],[4],[],"",[138],[14],"",[],"",[],[],"",[]
901,1508,"","","",[319],[4],[],"",[139],[14],"",[],"",[],[],"",[]
902,1509,"","","",[319],[4],[],"",[140],[14],"",[],"",[],[],"",[]
903,1510,"","","",[319],[4],[],"",[141],[14],"",[],"",[],[],"",[]
904,1511,"","","",[319],[4],[],"",[142],[14],"",[],"",[],[],"",[]
905,1512,"","","",[319],[4],[],"",[143],[14],"",[],"",[],[],"",[]
906,1513,"","","",[319],[4],[],"",[144],[14],"",[],"",[],[],"",[]
907,1514,"","","",[319],[4],[],"",[145],[14],"",[],"",[],[],"",[]
908,1515,"","","",[319],[4],[],"",[146],[14],"",[],"",[],[],"",[]
909,1516,"","","",[319],[4],[],"",[147],[14],"",[],"",[],[],"",[]
910,1517,"","","",[319],[4],[],"",[148],[14],"",[],"",[],[],"",[]
911,1518,"","","",[319],[4],[],"",[149],[14],"",[],"",[],[],"",[]
912,1519,"","","",[319],[4],[],"",[150],[14],"",[],"",[],[],"",[]
913,1520,"","","",[319],[4],[],"",[151],[14],"",[],"",[],[],"",[]
914,1521,"","","",[319],[4],[],"",[152],[14],"",[],"",[],[],"",[]
915,1522,"","","",[319],[4],[],"",[153],[14],"",[],"",[],[],"",[]
916,1523,"","","",[319],[4],[],"",[154],[14],"",[],"",[],[],"",[]
917,1524,"","","",[319],[4],[],"",[155],[14],"",[],"",[],[],"",[]
918,1525,"","","",[319],[4],[],"",[156],[14],"",[],"",[],[],"",[]
919,1526,"","","",[319],[4],[],"",[157],[14],"",[],"",[],[],"",[]
920,1527,"","","",[319],[4],[],"",[158],[14],"",[],"",[],[],"",[]
921,1528,"","","",[319],[4],[],"",[159],[14],"",[],"",[],[],"",[]
922,1529,"","","",[319],[4],[],"",[160],[14],"",[],"",[],[],"",[]
923,1530,"","","",[319],[4],[],"",[161],[14],"",[],"",[],[],"",[]
924,1531,"","","",[319],[4],[],"",[162],[14],"",[],"",[],[],"",[]
925,1532,"","","",[319],[4],[],"",[163],[14],"",[],"",[],[],"",[]
926,1533,"","","",[319],[4],[],"",[188],[14],"",[],"",[],[],"",[]
927,1534,"","","",[319],[4],[],"",[189],[14],"",[],"",[],[],"",[]
928,1535,"","","",[319],[4],[],"",[190],[14],"",[],"",[],[],"",[]
929,1536,"","","",[319],[4],[],"",[191],[14],"",[],"",[],[],"",[]
930,1537,"","","",[319],[4],[],"",[192],[14],"",[],"",[],[],"",[]
931,1538,"","","",[319],[4],[],"",[193],[14],"",[],"",[],[],"",[]
932,1539,"","","",[319],[4],[],"",[194],[14],"",[],"",[],[],"",[]
933,1540,"","","","[347,1301]",[],[5854],"","[4,4]",[36],"",[],"",[],[],"",[]
934,1541,"",4515,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
935,1542,"",4516,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
936,1543,"",4517,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
937,1544,"",4518,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
938,1545,"","",4519,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
939,1546,"",4520,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
940,1547,"",4521,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
941,1548,"",4522,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
942,1549,"",4523,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
943,1551,"","",4524,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
944,1552,"","",4525,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
945,1553,"",4526,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
946,1554,"",4527,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
947,1555,"",4528,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
948,1556,"",4529,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
949,1557,"","",4530,[],[25],[],"",[],"[8,21]","",[],"",[],[],"",[]
950,1558,"","",4533,[],[21],[],"",[],[15],"",[],"",[],[],"",[]
951,1562,76,"","",[1367],[23],[],"",[34],[13],"",[],"",[],[],"",[]
952,1560,"",4531,"",[],"[9,11,12,32,10]",[],"",[],"[1,4]","",[],"",[],[],"",[]
953,1561,"",4532,"",[],"[16,17,15]",[],"",[],[1],"",[],"",[],[],"",[]
954,1566,"","",4534,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
955,1567,"","",4535,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
956,1568,"",4536,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
957,1569,"",4537,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
958,1570,"",4538,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
959,1571,"",4539,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
960,1572,"","",4540,[],[25],[],"",[],"[8,21]","",[],"",[],[],"",[]
961,1574,75,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]","",[],"",[],[],"",[]
962,1575,"",4541,"",[],"[9,11,12,32,10]",[],"",[],"[1,4]","",[],"",[],[],"",[]
963,1576,"",4542,"",[],"[16,17,15]",[],"",[],[1],"",[],"",[],[],"",[]
964,1577,"","","",[1367],[23],[],"",[33],[13],"",[],"",[],[],"",[]
965,1579,"","","",[347],[],"[5903,5904,5905]","",[7],[36],"",[],"",[],[],"",[]
966,1559,71,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]","",[],"",[],[],"",[]
967,1563,"","","",[347],[],[5656],"",[-9],[36],"",[],"",[],[],"",[]
968,1564,"","","",[347],[],"[5903,5904,5905]","",[6],[36],"",[],"",[],[],"",[]
969,1581,"","",4544,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
970,1582,"","",4545,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
971,1583,"",4546,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
972,1584,"",4547,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
973,1585,"",4548,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
974,1586,"",4549,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
975,1587,"","",4550,[],[25],[],"",[],"[8,21]","",[],"",[],[],"",[]
976,1588,77,"","",[1367],[23],[],"",[35],[13],"",[],"",[],[],"",[]
977,1590,"",4551,"",[],"[9,11,12,32,10]",[],"",[],"[1,4]","",[],"",[],[],"",[]
978,1591,"",4552,"",[],"[16,17,15]",[],"",[],[1],"",[],"",[],[],"",[]
979,1592,"","","",[347],[],[5971],"",[4],[36],"",[],"",[],[],"",[]
980,1593,72,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],"",[]
981,1594,73,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]","",[],"",[],[],"",[]
982,1595,"","",4553,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
983,1596,"",4554,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
984,1597,"",4555,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
985,1598,"",4556,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
986,1599,"",4557,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
987,1600,"","",4558,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
988,1601,"","",4559,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
989,1602,"","","","[347,2676]",[],"[5887,6364]","","[3,4]",[36],"",[],"",[],[],"",[]
990,1603,74,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],"",[]
991,1604,"","",4560,[],[21],[],"",[],[15],"",[],"",[],[],"",[]
992,1605,"","",4561,[],[21],[],"",[],[15],"",[],"",[],[],"",[]
993,1606,"",4562,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
994,1607,"",4563,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
995,1608,"",4564,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
996,1609,"",4565,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
997,1610,"",4566,"",[],[26],[],"",[],[4],"",[],"",[],[],"",[]
998,1615,"",4567,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
999,1573,"","",4543,[],[21],[],"",[],[15],"",[],"",[],[],"",[]
1000,1578,"","","","[347,1301,1724]",[],"[5740,5868]","","[1,3,2]",[36],"",[],"",[],[],"",[]
1001,1617,"",4568,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
1002,1618,"",4569,"",[],[26],[],"",[],[4],"",[],"",[],[],"",[]
1003,1619,"",4570,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
1004,1620,"",4571,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
1005,1621,"",4572,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
1006,1622,"",4573,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
1007,1623,"","","",[347],[],[5720],"",[2],[36],"",[],"",[],[],"",[]
1008,1625,"",4574,"",[],[26],[],"",[],[4],"",[],"",[],[],"",[]
1009,1626,"","","",[347],[],[5657],"",[1],[36],"",[],"",[],[],"",[]
1010,1627,"","","",[1221],[],"[5786,5802,5788,5789,5795,5800,5796,5820,5942,6084,6080]","",[10],[36],"",[],"",[],[],"",[]
1011,1628,"","","","[347,1301,2676]",[],[5653],"","[3,1,4]",[36],"",[],"",[],[],"",[]
1012,1629,"","","",[347],[],"[5658,6371]","",[1],[36],"",[],"",[],[],"",[]
1013,1630,"","","",[347],[],"[5658,6371]","",[2],[36],"",[],"",[],[],"",[]
1014,1631,"","","","[347,2676,9192]",[],[5675],"","[2,4,33]",[36],"",[],"",[],[],"",[]
1015,1632,"","","",[347],[],[5670],"",[3],[36],"",[],"",[],[],"",[]
1016,1633,"",4575,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
1017,1634,"",4576,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
1018,1635,"",4577,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
1019,1636,"",4578,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
1020,1637,"","",4579,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
1021,1639,"","","",[347],[],[5915],"",[1],[36],"",[],"",[],[],"",[]
1022,1640,"",4580,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
1023,1641,"",4581,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
1024,1642,"",4582,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
1025,1643,"",4583,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
1026,1644,"","",4584,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
1027,1645,"","","",[7776],[],"[5999,6086]","",[1],[36],"",[],"",[],[],"",[]
1028,1646,"",4585,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
1029,1647,"",4586,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
1030,1648,"",4587,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
1031,1649,"",4588,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
1032,1650,"","",4589,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
1033,1651,"","","",[7776],[],"[5999,6086]","",[2],[36],"",[],"",[],[],"",[]
1034,1652,"",4590,4590,[],[25],[],"",[],"[7,8,21]","",[],"",[],[],"",[]
1035,1653,"",4591,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
1036,1654,"","",4592,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
1037,1656,"","",4593,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
1038,1657,"","",4594,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
1039,1658,79,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],"",[]
1040,1662,"","",4596,[],[21],[],"",[],[15],"",[],"",[],[],"",[]
1041,1663,80,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],"",[]
1042,1667,"","",4595,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
1043,1668,"",4597,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
1044,1669,"",4598,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
1045,1670,"",4599,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
1046,1671,"",4600,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
1047,1677,"",4606,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
1048,1678,"",4607,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
1049,1679,"",4608,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
1050,1680,"",4609,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
1051,1681,"",4610,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
1052,1682,"","",4611,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
1053,1683,"","",4612,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
1054,1684,"","",4613,[],[21],[],"",[],[15],"",[],"",[],[],"",[]
1055,1685,"","","",[347],[],[5928],"",[5],[36],"",[],"",[],[],"",[]
1056,1686,"","","",[347],[],"[5903,5904,5905]","",[8],[36],"",[],"",[],[],"",[]
1057,1688,"","",4614,[],[25],[],"",[],"[8,21]","",[],"",[],[],"",[]
1058,1689,"","","",[1367],[23],[],"",[36],[13],"",[],"",[],[],"",[]
1059,1690,"",4615,"",[],"[9,11,12,32,10]",[],"",[],"[1,4]","",[],"",[],[],"",[]
1060,1691,"",4616,"",[],"[16,17,15]",[],"",[],[1],"",[],"",[],[],"",[]
1061,1692,81,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]","",[],"",[],[],"",[]
1062,1693,"",4617,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
1063,1694,"",4618,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
1064,1695,"",4619,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
1065,1696,"",4620,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
1066,1697,"","",4621,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
1067,1698,"","",4622,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
1068,1699,"","",4623,[],[21],[],"",[],[15],"",[],"",[],[],"",[]
1069,1700,"","","","[347,1301,1724]",[],"[5740,5868]","","[2,5,3]",[36],"",[],"",[],[],"",[]
1070,1701,"","","",[347],[],"[5903,5904,5905]","",[9],[36],"",[],"",[],[],"",[]
1071,1703,"","",4624,[],[25],[],"",[],"[8,21]","",[],"",[],[],"",[]
1072,1704,"","","",[1367],[23],[],"",[37],[13],"",[],"",[],[],"",[]
1073,1705,"",4625,"",[],"[9,11,12,32,10]",[],"",[],"[1,4]","",[],"",[],[],"",[]
1074,1706,"",4626,"",[],"[16,17,15]",[],"",[],[1],"",[],"",[],[],"",[]
1075,1707,82,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]","",[],"",[],[],"",[]
1076,1708,"",4627,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
1077,1709,"",4628,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
1078,1710,"",4629,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
1079,1711,"",4630,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
1080,1712,"","",4631,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
1081,1713,"","",4632,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
1082,1715,"","",4633,[],[25],[],"",[],"[8,21]","",[],"",[],[],"",[]
1083,1716,83,"","",[1367],[23],[],"",[38],[13],"",[],"",[],[],"",[]
1084,1672,"",4601,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
1085,1673,"",4602,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
1086,1674,"",4603,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
1087,1675,"",4604,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
1088,1676,"","",4605,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
1089,1717,"","","","[347,1301]",[],[5666],"","[1,2]",[36],"",[],"",[],[],"",[]
1090,1718,"","","",[347],[],[5666],"",[4],[36],"",[],"",[],[],"",[]
1091,1719,"","","","[347,12043,2676]",[],[5992],"","[7,25,18]",[36],"",[],"",[],[],"",[]
1092,1720,"",4634,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
1093,1721,"",4635,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
1094,1722,"",4636,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
1095,1723,"",4637,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
1096,1724,"","",4638,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
1097,1725,"",4639,"",[],[26],[],"",[],[4],"",[],"",[],[],"",[]
1098,1726,"","",4640,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
1099,1727,"",4641,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
1100,1728,"",4642,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
1101,1729,"",4643,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
1102,1730,"",4644,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
1103,1732,"","","",[347],[],[5899],"",[2],[36],"",[],"",[],[],"",[]
1104,1733,"",4645,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
1105,1734,"",4646,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
1106,1735,"",4647,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
1107,1736,"",4648,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
1108,1737,"","",4649,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
1109,1738,"","","",[347],[],[5921],"",[1],[36],"",[],"",[],[],"",[]
1110,1739,"","",4650,[],[21],[],"",[],[15],"",[],"",[],[],"",[]
1111,1740,"","",4651,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
1112,1741,"","",4652,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
1113,1742,"","","",[347],[],"[5906,5903,5904,5907,5905]","",[10],[36],"",[],"",[],[],"",[]
1114,1743,"","","","[347,1301,1724]",[],"[5766,5864]","","[-4,3,3]",[36],"",[],"",[],[],"",[]
1115,1744,"","","","[347,9192,1724,12043]",[],"[5711,5865]","","[17,49,3,14]",[36],"",[],"",[],[],"",[]
1116,1745,"","","","[347,1301]",[],"[5711,5865]","","[18,2]",[36],"",[],"",[],[],"",[]
1117,1746,"",4653,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
1118,1747,"",4654,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
1119,1748,"",4655,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
1120,1749,"",4656,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
1121,1755,"","",4657,[],[21],[],"",[],[15],"",[],"",[],[],"",[]
1122,1750,"",4658,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
1123,1751,"",4659,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
1124,1752,"",4660,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
1125,1753,"",4661,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
1126,1754,"","",4662,[],[25],[],"",[],"[8,21]","",[],"",[],[],"",[]
1127,1756,"","",4663,[],[21],[],"",[],[15],"",[],"",[],[],"",[]
1128,1757,"",4664,"",[],[26],[],"",[],[4],"",[],"",[],[],"",[]
1129,1758,"",4665,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
1130,1759,"",4666,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
1131,1760,"",4667,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
1132,1761,"",4668,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
