"rownum","GrantedEffect","Level","CostMultiplier","StoredUses","Cooldown","CooldownBypassType","VaalSouls","VaalStoredUses","CooldownGroup","PvPDamageMultiplier","SoulGainPreventionDuration","AttackSpeedMultiplier","i32","i32","i32","i32","i32","AttackTime","Reservation","i32","CostAmounts","ActorLevel","EffectOnPlayer"
6324,186,3,100,0,0,4,0,0,67,0,0,300,0,0,0,0,0,0,0,0,[],6.767,100
6325,186,4,100,0,0,4,0,0,67,0,0,300,0,0,0,0,0,0,0,0,[],10.308,100
6326,186,5,100,0,0,4,0,0,67,0,0,300,0,0,0,0,0,0,0,0,[],14.075,100
6327,186,6,100,0,0,4,0,0,67,0,0,300,0,0,0,0,0,0,0,0,[],18.068,100
6328,186,7,100,0,0,4,0,0,67,0,0,300,0,0,0,0,0,0,0,0,[],22.287,100
6329,186,8,100,0,0,4,0,0,67,0,0,300,0,0,0,0,0,0,0,0,[],26.732,100
6330,186,9,100,0,0,4,0,0,67,0,0,300,0,0,0,0,0,0,0,0,[],31.403,100
6331,186,10,100,0,0,4,0,0,67,0,0,300,0,0,0,0,0,0,0,0,[],36.3,100
6332,186,11,100,0,0,4,0,0,67,0,0,300,0,0,0,0,0,0,0,0,[],41.423,100
6333,186,12,100,0,0,4,0,0,67,0,0,300,0,0,0,0,0,0,0,0,[],46.772,100
6334,186,13,100,0,0,4,0,0,67,0,0,300,0,0,0,0,0,0,0,0,[],52.347,100
6335,186,14,100,0,0,4,0,0,67,0,0,300,0,0,0,0,0,0,0,0,[],58.148,100
6336,186,15,100,0,0,4,0,0,67,0,0,300,0,0,0,0,0,0,0,0,[],64.175,100
6337,186,16,100,0,0,4,0,0,67,0,0,300,0,0,0,0,0,0,0,0,[],70.428,100
6338,186,17,100,0,0,4,0,0,67,0,0,300,0,0,0,0,0,0,0,0,[],76.907,100
6339,186,18,100,0,0,4,0,0,67,0,0,300,0,0,0,0,0,0,0,0,[],83.612,100
6340,186,19,100,0,0,4,0,0,67,0,0,300,0,0,0,0,0,0,0,0,[],90.543,100
6341,186,20,100,0,0,4,0,0,67,0,0,300,0,0,0,0,0,0,0,0,[],97.7,100
6342,186,21,100,0,0,4,0,0,67,0,0,300,0,0,0,0,0,0,0,0,[],105.083,100
6343,186,22,100,0,0,4,0,0,67,0,0,300,0,0,0,0,0,0,0,0,[],112.692,100
6344,186,23,100,0,0,4,0,0,67,0,0,300,0,0,0,0,0,0,0,0,[],120.527,100
6345,186,24,100,0,0,4,0,0,67,0,0,300,0,0,0,0,0,0,0,0,[],128.588,100
6346,186,25,100,0,0,4,0,0,67,0,0,300,0,0,0,0,0,0,0,0,[],136.875,100
6347,186,26,100,0,0,4,0,0,67,0,0,300,0,0,0,0,0,0,0,0,[],145.388,100
6348,186,27,100,0,0,4,0,0,67,0,0,300,0,0,0,0,0,0,0,0,[],154.127,100
6349,186,28,100,0,0,4,0,0,67,0,0,300,0,0,0,0,0,0,0,0,[],163.092,100
6350,186,29,100,0,0,4,0,0,67,0,0,300,0,0,0,0,0,0,0,0,[],172.283,100
6351,186,30,100,0,0,4,0,0,67,0,0,300,0,0,0,0,0,0,0,0,[],181.7,100
6352,186,31,100,0,0,4,0,0,67,0,0,300,0,0,0,0,0,0,0,0,[],191.343,100
6353,186,32,100,0,0,4,0,0,67,0,0,300,0,0,0,0,0,0,0,0,[],201.212,100
6354,186,33,100,0,0,4,0,0,67,0,0,300,0,0,0,0,0,0,0,0,[],211.307,100
6355,186,34,100,0,0,4,0,0,67,0,0,300,0,0,0,0,0,0,0,0,[],221.628,100
6356,186,35,100,0,0,4,0,0,67,0,0,300,0,0,0,0,0,0,0,0,[],232.175,100
6357,186,36,100,0,0,4,0,0,67,0,0,300,0,0,0,0,0,0,0,0,[],242.948,100
6358,186,37,100,0,0,4,0,0,67,0,0,300,0,0,0,0,0,0,0,0,[],253.947,100
6359,186,38,100,0,0,4,0,0,67,0,0,300,0,0,0,0,0,0,0,0,[],265.172,100
6360,186,39,100,0,0,4,0,0,67,0,0,300,0,0,0,0,0,0,0,0,[],276.623,100
6361,186,40,100,0,0,4,0,0,67,0,0,300,0,0,0,0,0,0,0,0,[],288.3,100
6362,187,1,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[15],1,100
6363,187,2,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[16],3.452,100
6364,187,3,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[18],6.767,100
6365,187,4,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[20],10.308,100
6366,187,5,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[23],14.075,100
6367,187,6,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[25],18.068,100
6368,187,7,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[28],22.287,100
6369,187,8,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[31],26.732,100
6370,187,9,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[34],31.403,100
6371,187,10,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[38],36.3,100
6372,187,11,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[42],41.423,100
6373,187,12,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[47],46.772,100
6374,187,13,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[52],52.347,100
6375,187,14,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[58],58.148,100
6376,187,15,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[64],64.175,100
6377,187,16,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[71],70.428,100
6378,187,17,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[79],76.907,100
6379,187,18,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[87],83.612,100
6380,187,19,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[97],90.543,100
6381,187,20,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[107],97.7,100
6382,187,21,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[119],105.083,100
6383,187,22,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[131],112.692,100
6384,187,23,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[146],120.527,100
6385,187,24,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[162],128.588,100
6386,187,25,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[179],136.875,100
6387,187,26,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[199],145.388,100
6388,187,27,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[220],154.127,100
6389,187,28,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[244],163.092,100
6390,187,29,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[270],172.283,100
6391,187,30,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[300],181.7,100
6392,187,31,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[332],191.343,100
6393,187,32,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[368],201.212,100
6394,187,33,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[408],211.307,100
6395,187,34,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[452],221.628,100
6396,187,35,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[501],232.175,100
6397,187,36,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[555],242.948,100
6398,187,37,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[615],253.947,100
6399,187,38,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[682],265.172,100
6400,187,39,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[755],276.623,100
6401,187,40,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[837],288.3,100
6402,188,1,100,0,0,4,0,0,67,0,0,-40,0,0,0,0,0,0,0,0,[],1,100
6403,189,1,100,0,0,4,0,0,67,0,0,40,0,0,0,0,0,0,0,0,[5],1,100
6404,189,2,100,0,0,4,0,0,67,0,0,40,0,0,0,0,0,0,0,0,[6],3.452,100
6405,189,3,100,0,0,4,0,0,67,0,0,40,0,0,0,0,0,0,0,0,[6],6.767,100
6406,189,4,100,0,0,4,0,0,67,0,0,40,0,0,0,0,0,0,0,0,[7],10.308,100
6407,189,5,100,0,0,4,0,0,67,0,0,40,0,0,0,0,0,0,0,0,[8],14.075,100
6408,189,6,100,0,0,4,0,0,67,0,0,40,0,0,0,0,0,0,0,0,[9],18.068,100
6409,189,7,100,0,0,4,0,0,67,0,0,40,0,0,0,0,0,0,0,0,[10],22.287,100
6410,189,8,100,0,0,4,0,0,67,0,0,40,0,0,0,0,0,0,0,0,[11],26.732,100
6411,189,9,100,0,0,4,0,0,67,0,0,40,0,0,0,0,0,0,0,0,[12],31.403,100
6412,189,10,100,0,0,4,0,0,67,0,0,40,0,0,0,0,0,0,0,0,[13],36.3,100
6413,189,11,100,0,0,4,0,0,67,0,0,40,0,0,0,0,0,0,0,0,[15],41.423,100
6414,189,12,100,0,0,4,0,0,67,0,0,40,0,0,0,0,0,0,0,0,[17],46.772,100
6415,189,13,100,0,0,4,0,0,67,0,0,40,0,0,0,0,0,0,0,0,[18],52.347,100
6416,189,14,100,0,0,4,0,0,67,0,0,40,0,0,0,0,0,0,0,0,[20],58.148,100
6417,189,15,100,0,0,4,0,0,67,0,0,40,0,0,0,0,0,0,0,0,[23],64.175,100
6418,189,16,100,0,0,4,0,0,67,0,0,40,0,0,0,0,0,0,0,0,[25],70.428,100
6419,189,17,100,0,0,4,0,0,67,0,0,40,0,0,0,0,0,0,0,0,[28],76.907,100
6420,189,18,100,0,0,4,0,0,67,0,0,40,0,0,0,0,0,0,0,0,[31],83.612,100
6421,189,19,100,0,0,4,0,0,67,0,0,40,0,0,0,0,0,0,0,0,[34],90.543,100
6422,189,20,100,0,0,4,0,0,67,0,0,40,0,0,0,0,0,0,0,0,[38],97.7,100
6423,189,21,100,0,0,4,0,0,67,0,0,40,0,0,0,0,0,0,0,0,[42],105.083,100
6424,189,22,100,0,0,4,0,0,67,0,0,40,0,0,0,0,0,0,0,0,[47],112.692,100
6425,189,23,100,0,0,4,0,0,67,0,0,40,0,0,0,0,0,0,0,0,[52],120.527,100
6426,189,24,100,0,0,4,0,0,67,0,0,40,0,0,0,0,0,0,0,0,[58],128.588,100
6427,189,25,100,0,0,4,0,0,67,0,0,40,0,0,0,0,0,0,0,0,[64],136.875,100
6428,189,26,100,0,0,4,0,0,67,0,0,40,0,0,0,0,0,0,0,0,[71],145.388,100
6429,189,27,100,0,0,4,0,0,67,0,0,40,0,0,0,0,0,0,0,0,[79],154.127,100
6430,189,28,100,0,0,4,0,0,67,0,0,40,0,0,0,0,0,0,0,0,[88],163.092,100
6431,189,29,100,0,0,4,0,0,67,0,0,40,0,0,0,0,0,0,0,0,[97],172.283,100
6432,189,30,100,0,0,4,0,0,67,0,0,40,0,0,0,0,0,0,0,0,[108],181.7,100
6433,189,31,100,0,0,4,0,0,67,0,0,40,0,0,0,0,0,0,0,0,[119],191.343,100
6434,189,32,100,0,0,4,0,0,67,0,0,40,0,0,0,0,0,0,0,0,[132],201.212,100
6435,189,33,100,0,0,4,0,0,67,0,0,40,0,0,0,0,0,0,0,0,[147],211.307,100
6436,189,34,100,0,0,4,0,0,67,0,0,40,0,0,0,0,0,0,0,0,[163],221.628,100
6437,189,35,100,0,0,4,0,0,67,0,0,40,0,0,0,0,0,0,0,0,[180],232.175,100
6438,189,36,100,0,0,4,0,0,67,0,0,40,0,0,0,0,0,0,0,0,[200],242.948,100
6439,189,37,100,0,0,4,0,0,67,0,0,40,0,0,0,0,0,0,0,0,[221],253.947,100
6440,189,38,100,0,0,4,0,0,67,0,0,40,0,0,0,0,0,0,0,0,[245],265.172,100
6441,189,39,100,0,0,4,0,0,67,0,0,40,0,0,0,0,0,0,0,0,[272],276.623,100
6442,189,40,100,0,0,4,0,0,67,0,0,40,0,0,0,0,0,0,0,0,[301],288.3,100
6443,190,1,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[18],1,100
6444,190,2,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[21],3.452,100
6445,190,3,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[24],6.767,100
6446,190,4,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[27],10.308,100
6447,190,5,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[31],14.075,100
6448,190,6,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[35],18.068,100
6449,190,7,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[39],22.287,100
6450,190,8,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[44],26.732,100
6451,190,9,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[50],31.403,100
6452,190,10,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[57],36.3,100
6453,190,11,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[65],41.423,100
6454,190,12,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[73],46.772,100
6455,190,13,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[83],52.347,100
6456,190,14,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[94],58.148,100
6457,190,15,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[106],64.175,100
6458,190,16,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[120],70.428,100
6459,190,17,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[136],76.907,100
6460,190,18,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[154],83.612,100
6461,190,19,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[175],90.543,100
6462,190,20,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[198],97.7,100
6463,190,21,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[224],105.083,100
6464,190,22,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[253],112.692,100
6465,190,23,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[287],120.527,100
6466,190,24,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[325],128.588,100
6467,190,25,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[368],136.875,100
6468,190,26,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[416],145.388,100
6469,190,27,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[471],154.127,100
6470,190,28,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[533],163.092,100
6471,190,29,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[603],172.283,100
6472,190,30,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[683],181.7,100
6473,190,31,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[773],191.343,100
6474,190,32,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[875],201.212,100
6475,190,33,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[990],211.307,100
6476,190,34,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[1120],221.628,100
6477,190,35,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[1268],232.175,100
6478,190,36,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[1435],242.948,100
6479,190,37,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[1624],253.947,100
6480,190,38,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[1838],265.172,100
6481,190,39,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[2080],276.623,100
6482,190,40,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[2354],288.3,100
6483,191,1,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[],1,100
6484,192,1,100,0,0,4,0,0,67,0,0,40,0,0,0,0,0,0,0,0,[],1,100
6485,193,1,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[],1,100
6486,194,1,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[],1,100
6487,195,1,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[4],1,100
6488,196,1,100,0,0,4,0,0,67,0,0,-75,0,0,0,0,0,0,0,0,[4],1,100
6489,197,1,100,0,0,4,0,0,67,0,0,-40,0,0,0,0,0,0,0,0,[8],1,100
6490,197,2,100,0,0,4,0,0,67,0,0,-40,0,0,0,0,0,0,0,0,[8],3.452,100
6491,197,3,100,0,0,4,0,0,67,0,0,-40,0,0,0,0,0,0,0,0,[9],6.767,100
6492,197,4,100,0,0,4,0,0,67,0,0,-40,0,0,0,0,0,0,0,0,[11],10.308,100
6493,197,5,100,0,0,4,0,0,67,0,0,-40,0,0,0,0,0,0,0,0,[12],14.075,100
6494,197,6,100,0,0,4,0,0,67,0,0,-40,0,0,0,0,0,0,0,0,[13],18.068,100
6495,197,7,100,0,0,4,0,0,67,0,0,-40,0,0,0,0,0,0,0,0,[15],22.287,100
6496,197,8,100,0,0,4,0,0,67,0,0,-40,0,0,0,0,0,0,0,0,[17],26.732,100
6497,197,9,100,0,0,4,0,0,67,0,0,-40,0,0,0,0,0,0,0,0,[19],31.403,100
6498,197,10,100,0,0,4,0,0,67,0,0,-40,0,0,0,0,0,0,0,0,[21],36.3,100
6499,197,11,100,0,0,4,0,0,67,0,0,-40,0,0,0,0,0,0,0,0,[23],41.423,100
6500,197,12,100,0,0,4,0,0,67,0,0,-40,0,0,0,0,0,0,0,0,[26],46.772,100
6501,197,13,100,0,0,4,0,0,67,0,0,-40,0,0,0,0,0,0,0,0,[29],52.347,100
6502,197,14,100,0,0,4,0,0,67,0,0,-40,0,0,0,0,0,0,0,0,[32],58.148,100
6503,197,15,100,0,0,4,0,0,67,0,0,-40,0,0,0,0,0,0,0,0,[36],64.175,100
6504,197,16,100,0,0,4,0,0,67,0,0,-40,0,0,0,0,0,0,0,0,[40],70.428,100
6505,197,17,100,0,0,4,0,0,67,0,0,-40,0,0,0,0,0,0,0,0,[45],76.907,100
6506,197,18,100,0,0,4,0,0,67,0,0,-40,0,0,0,0,0,0,0,0,[50],83.612,100
6507,197,19,100,0,0,4,0,0,67,0,0,-40,0,0,0,0,0,0,0,0,[56],90.543,100
6508,197,20,100,0,0,4,0,0,67,0,0,-40,0,0,0,0,0,0,0,0,[63],97.7,100
6509,197,21,100,0,0,4,0,0,67,0,0,-40,0,0,0,0,0,0,0,0,[70],105.083,100
6510,197,22,100,0,0,4,0,0,67,0,0,-40,0,0,0,0,0,0,0,0,[78],112.692,100
6511,197,23,100,0,0,4,0,0,67,0,0,-40,0,0,0,0,0,0,0,0,[87],120.527,100
6512,197,24,100,0,0,4,0,0,67,0,0,-40,0,0,0,0,0,0,0,0,[97],128.588,100
6513,197,25,100,0,0,4,0,0,67,0,0,-40,0,0,0,0,0,0,0,0,[109],136.875,100
6514,197,26,100,0,0,4,0,0,67,0,0,-40,0,0,0,0,0,0,0,0,[121],145.388,100
6515,197,27,100,0,0,4,0,0,67,0,0,-40,0,0,0,0,0,0,0,0,[135],154.127,100
6516,197,28,100,0,0,4,0,0,67,0,0,-40,0,0,0,0,0,0,0,0,[151],163.092,100
6517,197,29,100,0,0,4,0,0,67,0,0,-40,0,0,0,0,0,0,0,0,[168],172.283,100
6518,197,30,100,0,0,4,0,0,67,0,0,-40,0,0,0,0,0,0,0,0,[187],181.7,100
6519,197,31,100,0,0,4,0,0,67,0,0,-40,0,0,0,0,0,0,0,0,[209],191.343,100
6520,197,32,100,0,0,4,0,0,67,0,0,-40,0,0,0,0,0,0,0,0,[233],201.212,100
6521,197,33,100,0,0,4,0,0,67,0,0,-40,0,0,0,0,0,0,0,0,[260],211.307,100
6522,197,34,100,0,0,4,0,0,67,0,0,-40,0,0,0,0,0,0,0,0,[290],221.628,100
6523,197,35,100,0,0,4,0,0,67,0,0,-40,0,0,0,0,0,0,0,0,[323],232.175,100
6524,197,36,100,0,0,4,0,0,67,0,0,-40,0,0,0,0,0,0,0,0,[361],242.948,100
6525,197,37,100,0,0,4,0,0,67,0,0,-40,0,0,0,0,0,0,0,0,[402],253.947,100
6526,197,38,100,0,0,4,0,0,67,0,0,-40,0,0,0,0,0,0,0,0,[449],265.172,100
6527,197,39,100,0,0,4,0,0,67,0,0,-40,0,0,0,0,0,0,0,0,[500],276.623,100
6528,197,40,100,0,0,4,0,0,67,0,0,-40,0,0,0,0,0,0,0,0,[558],288.3,100
6529,198,1,100,1,5000,4,0,0,67,0,0,-55,0,0,0,0,0,0,0,0,[8],1,100
6530,199,1,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[14],1,100
6531,199,2,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[16],3.452,100
6532,199,3,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[17],6.767,100
6533,199,4,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[19],10.308,100
6534,199,5,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[21],14.075,100
6535,199,6,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[24],18.068,100
6536,199,7,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[26],22.287,100
6537,199,8,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[29],26.732,100
6538,199,9,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[33],31.403,100
6539,199,10,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[36],36.3,100
6540,199,11,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[40],41.423,100
6541,199,12,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[45],46.772,100
6542,199,13,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[49],52.347,100
6543,199,14,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[55],58.148,100
6544,199,15,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[61],64.175,100
6545,199,16,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[67],70.428,100
6546,199,17,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[75],76.907,100
6547,199,18,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[83],83.612,100
6548,199,19,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[92],90.543,100
6549,199,20,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[102],97.7,100
6550,199,21,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[113],105.083,100
6551,199,22,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[125],112.692,100
6552,199,23,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[139],120.527,100
6553,199,24,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[154],128.588,100
6554,199,25,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[170],136.875,100
6555,199,26,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[189],145.388,100
6556,199,27,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[209],154.127,100
6557,199,28,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[232],163.092,100
6558,199,29,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[257],172.283,100
6559,199,30,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[285],181.7,100
6560,199,31,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[316],191.343,100
6561,199,32,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[350],201.212,100
6562,199,33,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[388],211.307,100
6563,199,34,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[430],221.628,100
6564,199,35,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[477],232.175,100
6565,199,36,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[528],242.948,100
6566,199,37,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[585],253.947,100
6567,199,38,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[649],265.172,100
6568,199,39,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[719],276.623,100
6569,199,40,100,0,0,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[796],288.3,100
6570,200,1,100,1,1000,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[60],1,100
6571,200,2,100,1,1000,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[60],3.452,100
6572,200,3,100,1,1000,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[60],6.767,100
6573,200,4,100,1,1000,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[60],10.308,100
6574,200,5,100,1,1000,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[60],14.075,100
6575,200,6,100,1,1000,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[60],18.068,100
6576,200,7,100,1,1000,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[60],22.287,100
6577,200,8,100,1,1000,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[60],26.732,100
6578,200,9,100,1,1000,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[60],31.403,100
6579,200,10,100,1,1000,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[60],36.3,100
6580,200,11,100,1,1000,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[60],41.423,100
6581,200,12,100,1,1000,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[60],46.772,100
6582,200,13,100,1,1000,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[60],52.347,100
6583,200,14,100,1,1000,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[60],58.148,100
6584,200,15,100,1,1000,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[60],64.175,100
6585,200,16,100,1,1000,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[60],70.428,100
6586,200,17,100,1,1000,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[60],76.907,100
6587,200,18,100,1,1000,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[60],83.612,100
6588,200,19,100,1,1000,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[60],90.543,100
6589,200,20,100,1,1000,4,0,0,67,0,0,0,0,0,0,0,0,0,0,0,[60],97.7,100
