"rownum","BaseItemTypesKey","ReqStr","ReqDex","ReqInt"
400,"Metadata/Items/Armours/Boots/BootsExpedition3",46,46,46
401,"Metadata/Items/Armours/Gloves/GlovesStr1",6,0,0
402,"Metadata/Items/Armours/Gloves/GlovesStr2",20,0,0
403,"Metadata/Items/Armours/Gloves/GlovesStr3",36,0,0
404,"Metadata/Items/Armours/Gloves/GlovesStr4",52,0,0
405,"Metadata/Items/Armours/Gloves/GlovesStr5",58,0,0
406,"Metadata/Items/Armours/Gloves/GlovesStr6",68,0,0
407,"Metadata/Items/Armours/Gloves/GlovesStr7",77,0,0
408,"Metadata/Items/Armours/Gloves/GlovesStr8",100,0,0
409,"Metadata/Items/Armours/Gloves/GlovesStr9",98,0,0
410,"Metadata/Items/Armours/Gloves/GlovesStr10",125,0,0
411,"Metadata/Items/Armours/Gloves/GlovesStr11",144,0,0
412,"Metadata/Items/Armours/Gloves/GlovesStrRitual1",18,0,0
413,"Metadata/Items/Armours/Gloves/GlovesStrRitual2",59,0,0
414,"Metadata/Items/Armours/Gloves/GlovesStrRitual3",101,0,0
415,"Metadata/Items/Armours/Gloves/GlovesDex1",0,9,0
416,"Metadata/Items/Armours/Gloves/GlovesDex2",0,17,0
417,"Metadata/Items/Armours/Gloves/GlovesDex3",0,33,0
418,"Metadata/Items/Armours/Gloves/GlovesDex4",0,50,0
419,"Metadata/Items/Armours/Gloves/GlovesDex5",0,56,0
420,"Metadata/Items/Armours/Gloves/GlovesDex6",0,66,0
421,"Metadata/Items/Armours/Gloves/GlovesDex7",0,78,0
422,"Metadata/Items/Armours/Gloves/GlovesDex8",0,97,0
423,"Metadata/Items/Armours/Gloves/GlovesDex9",0,95,0
424,"Metadata/Items/Armours/Gloves/GlovesDex10",0,125,0
425,"Metadata/Items/Armours/Gloves/GlovesDex11",0,144,0
426,"Metadata/Items/Armours/Gloves/GlovesDexRitual1",0,18,0
427,"Metadata/Items/Armours/Gloves/GlovesDexRitual2",0,59,0
428,"Metadata/Items/Armours/Gloves/GlovesDexRitual3",0,101,0
429,"Metadata/Items/Armours/Gloves/GlovesInt1",0,0,9
430,"Metadata/Items/Armours/Gloves/GlovesInt2",0,0,21
431,"Metadata/Items/Armours/Gloves/GlovesInt3",0,0,39
432,"Metadata/Items/Armours/Gloves/GlovesInt4",0,0,54
433,"Metadata/Items/Armours/Gloves/GlovesInt5",0,0,60
434,"Metadata/Items/Armours/Gloves/GlovesInt6",0,0,68
435,"Metadata/Items/Armours/Gloves/GlovesInt7",0,0,79
436,"Metadata/Items/Armours/Gloves/GlovesInt8",0,0,95
437,"Metadata/Items/Armours/Gloves/GlovesInt9",0,0,97
438,"Metadata/Items/Armours/Gloves/GlovesInt10",0,0,125
439,"Metadata/Items/Armours/Gloves/GlovesInt11",0,0,144
440,"Metadata/Items/Armours/Gloves/GlovesIntRitual1",0,0,18
441,"Metadata/Items/Armours/Gloves/GlovesIntRitual2",0,0,59
442,"Metadata/Items/Armours/Gloves/GlovesIntRitual3",0,0,101
443,"Metadata/Items/Armours/Gloves/GlovesStrDex1",5,5,0
444,"Metadata/Items/Armours/Gloves/GlovesStrDex2",14,14,0
445,"Metadata/Items/Armours/Gloves/GlovesStrDex3",22,22,0
446,"Metadata/Items/Armours/Gloves/GlovesStrDex4",29,29,0
447,"Metadata/Items/Armours/Gloves/GlovesStrDex5",34,34,0
448,"Metadata/Items/Armours/Gloves/GlovesStrDex6",38,38,0
449,"Metadata/Items/Armours/Gloves/GlovesStrDex7",45,45,0
450,"Metadata/Items/Armours/Gloves/GlovesStrDex8",51,51,0
451,"Metadata/Items/Armours/Gloves/GlovesStrDex9",70,70,0
452,"Metadata/Items/Armours/Gloves/GlovesStrDex10",80,80,0
453,"Metadata/Items/Armours/Gloves/GlovesStrInt1",8,0,8
454,"Metadata/Items/Armours/Gloves/GlovesStrInt2",16,0,16
455,"Metadata/Items/Armours/Gloves/GlovesStrInt3",26,0,26
456,"Metadata/Items/Armours/Gloves/GlovesStrInt4",29,0,29
457,"Metadata/Items/Armours/Gloves/GlovesStrInt5",34,0,34
458,"Metadata/Items/Armours/Gloves/GlovesStrInt6",40,0,40
459,"Metadata/Items/Armours/Gloves/GlovesStrInt7",44,0,44
460,"Metadata/Items/Armours/Gloves/GlovesStrInt8",51,0,51
461,"Metadata/Items/Armours/Gloves/GlovesStrInt9",70,0,70
462,"Metadata/Items/Armours/Gloves/GlovesStrInt10",80,0,80
463,"Metadata/Items/Armours/Gloves/GlovesDexInt1",0,6,6
464,"Metadata/Items/Armours/Gloves/GlovesDexInt2",0,14,14
465,"Metadata/Items/Armours/Gloves/GlovesDexInt3",0,25,25
466,"Metadata/Items/Armours/Gloves/GlovesDexInt4",0,29,29
467,"Metadata/Items/Armours/Gloves/GlovesDexInt5",0,35,35
468,"Metadata/Items/Armours/Gloves/GlovesDexInt6",0,39,39
469,"Metadata/Items/Armours/Gloves/GlovesDexInt7",0,45,45
470,"Metadata/Items/Armours/Gloves/GlovesDexInt8",0,51,51
471,"Metadata/Items/Armours/Gloves/GlovesDexInt9",0,70,70
472,"Metadata/Items/Armours/Gloves/GlovesDexInt10",0,80,80
473,"Metadata/Items/Armours/Gloves/GlovesDemigods1",0,0,0
474,"Metadata/Items/Armours/Gloves/GlovesAtlasStr",95,0,0
475,"Metadata/Items/Armours/Gloves/GlovesAtlasDex",0,95,0
476,"Metadata/Items/Armours/Gloves/GlovesAtlasInt",0,0,95
477,"Metadata/Items/Armours/Gloves/GlovesAtlasStrInt",46,0,59
478,"Metadata/Items/Armours/Gloves/GlovesExpedition1",16,16,16
479,"Metadata/Items/Armours/Gloves/GlovesExpedition2",31,31,31
480,"Metadata/Items/Armours/Gloves/GlovesExpedition3",38,38,38
481,"Metadata/Items/Weapons/TwoHandWeapons/TwoHandSwords/TwoHandSwordDev",8,8,0
482,"Metadata/Items/Weapons/TwoHandWeapon/Bows/Bow0",0,14,0
483,"Metadata/Items/Weapons/OneHandWeapons/Wands/Wand0",0,0,0
484,"Metadata/Items/Weapons/OneHandWeapons/Wands/Wand1",0,0,14
485,"Metadata/Items/Weapons/OneHandWeapons/Wands/Wand2",0,0,29
486,"Metadata/Items/Weapons/OneHandWeapons/Wands/Wand3",0,0,47
487,"Metadata/Items/Weapons/OneHandWeapons/Wands/Wand4",0,0,65
488,"Metadata/Items/Weapons/OneHandWeapons/Wands/Wand5",0,0,83
489,"Metadata/Items/Weapons/OneHandWeapons/Wands/Wand6",0,0,119
490,"Metadata/Items/Weapons/OneHandWeapons/Wands/WandM1",0,0,118
491,"Metadata/Items/Weapons/OneHandWeapons/Wands/Wand7",0,0,116
492,"Metadata/Items/Weapons/OneHandWeapons/Wands/Wand8",0,0,131
493,"Metadata/Items/Weapons/OneHandWeapons/Wands/Wand9",0,0,146
494,"Metadata/Items/Weapons/OneHandWeapons/Wands/Wand10",0,0,158
495,"Metadata/Items/Weapons/OneHandWeapons/Wands/Wand11",0,0,200
496,"Metadata/Items/Weapons/OneHandWeapons/Wands/WandM2",0,0,184
497,"Metadata/Items/Weapons/OneHandWeapons/Wands/Wand12",0,0,179
498,"Metadata/Items/Weapons/OneHandWeapons/Wands/Wand13",0,0,188
499,"Metadata/Items/Weapons/OneHandWeapons/Wands/Wand14",0,0,212
500,"Metadata/Items/Weapons/OneHandWeapons/Wands/Wand15",0,0,212
501,"Metadata/Items/Weapons/OneHandWeapons/Wands/Wand16",0,0,245
502,"Metadata/Items/Weapons/OneHandWeapons/Wands/WandM3",0,0,237
503,"Metadata/Items/Weapons/OneHandWeapons/Wands/WandE1",0,0,101
504,"Metadata/Items/Weapons/OneHandWeapons/Wands/WandE2",0,0,168
505,"Metadata/Items/Weapons/OneHandWeapons/Wands/WandE3",0,0,237
506,"Metadata/Items/Weapons/OneHandWeapons/Wands/WandMinion1",0,0,81
507,"Metadata/Items/Weapons/OneHandWeapons/Wands/WandMinion2",0,0,183
508,"Metadata/Items/Weapons/OneHandWeapons/Wands/WandAtlas1",0,0,242
509,"Metadata/Items/Weapons/OneHandWeapons/Wands/Wand1Royale",0,0,14
510,"Metadata/Items/Weapons/OneHandWeapons/Daggers/Dagger1",0,9,6
511,"Metadata/Items/Weapons/OneHandWeapons/Daggers/Dagger2",0,16,11
512,"Metadata/Items/Weapons/OneHandWeapons/Daggers/Dagger3",0,18,26
513,"Metadata/Items/Weapons/OneHandWeapons/Daggers/Dagger4",0,30,30
514,"Metadata/Items/Weapons/OneHandWeapons/Daggers/Dagger5",0,31,45
515,"Metadata/Items/Weapons/OneHandWeapons/Daggers/Dagger6",0,28,60
516,"Metadata/Items/Weapons/OneHandWeapons/Daggers/Dagger7",0,42,60
517,"Metadata/Items/Weapons/OneHandWeapons/Daggers/Dagger8",0,36,78
518,"Metadata/Items/Weapons/OneHandWeapons/Daggers/DaggerM1",0,55,77
519,"Metadata/Items/Weapons/OneHandWeapons/Daggers/Dagger9",0,64,44
520,"Metadata/Items/Weapons/OneHandWeapons/Daggers/Dagger10",0,55,79
521,"Metadata/Items/Weapons/OneHandWeapons/Daggers/Dagger11",0,72,72
522,"Metadata/Items/Weapons/OneHandWeapons/Daggers/Dagger12",0,63,90
523,"Metadata/Items/Weapons/OneHandWeapons/Daggers/Dagger13",0,51,110
524,"Metadata/Items/Weapons/OneHandWeapons/Daggers/Dagger14",0,71,102
525,"Metadata/Items/Weapons/OneHandWeapons/Daggers/Dagger15",0,58,123
526,"Metadata/Items/Weapons/OneHandWeapons/Daggers/DaggerM2",0,83,99
527,"Metadata/Items/Weapons/OneHandWeapons/Daggers/Dagger16",0,113,78
528,"Metadata/Items/Weapons/OneHandWeapons/Daggers/Dagger17",0,81,117
529,"Metadata/Items/Weapons/OneHandWeapons/Daggers/Dagger18",0,113,113
530,"Metadata/Items/Weapons/OneHandWeapons/Daggers/Dagger19",0,95,131
531,"Metadata/Items/Weapons/OneHandWeapons/Daggers/Dagger20",0,76,149
532,"Metadata/Items/Weapons/OneHandWeapons/Daggers/Dagger21",0,95,131
533,"Metadata/Items/Weapons/OneHandWeapons/Daggers/Dagger22",0,76,149
534,"Metadata/Items/Weapons/OneHandWeapons/Daggers/DaggerM3",0,121,121
535,"Metadata/Items/Weapons/OneHandWeapons/Daggers/DaggerE1",0,54,54
536,"Metadata/Items/Weapons/OneHandWeapons/Daggers/DaggerE2",0,86,86
537,"Metadata/Items/Weapons/OneHandWeapons/Daggers/DaggerE3",0,121,121
538,"Metadata/Items/Weapons/OneHandWeapons/Daggers/RuneDaggerE1",0,54,54
539,"Metadata/Items/Weapons/OneHandWeapons/Daggers/RuneDaggerE2",0,86,86
540,"Metadata/Items/Weapons/OneHandWeapons/Daggers/RuneDaggerE3",0,121,121
541,"Metadata/Items/Weapons/OneHandWeapons/Claws/Claw1",0,11,11
542,"Metadata/Items/Weapons/OneHandWeapons/Claws/Claw2",0,14,20
543,"Metadata/Items/Weapons/OneHandWeapons/Claws/Claw3",0,25,25
544,"Metadata/Items/Weapons/OneHandWeapons/Claws/Claw4",0,39,27
545,"Metadata/Items/Weapons/OneHandWeapons/Claws/Claw5",0,41,41
546,"Metadata/Items/Weapons/OneHandWeapons/Claws/Claw6",0,39,56
547,"Metadata/Items/Weapons/OneHandWeapons/Claws/Claw7",0,64,44
548,"Metadata/Items/Weapons/OneHandWeapons/Claws/Claw8",0,61,61
549,"Metadata/Items/Weapons/OneHandWeapons/Claws/ClawM1",0,67,67
550,"Metadata/Items/Weapons/OneHandWeapons/Claws/Claw9",0,53,77
551,"Metadata/Items/Weapons/OneHandWeapons/Claws/Claw10",0,70,70
552,"Metadata/Items/Weapons/OneHandWeapons/Claws/Claw11",0,88,61
553,"Metadata/Items/Weapons/OneHandWeapons/Claws/Claw12",0,80,80
554,"Metadata/Items/Weapons/OneHandWeapons/Claws/Claw13",0,69,100
555,"Metadata/Items/Weapons/OneHandWeapons/Claws/Claw14",0,105,73
556,"Metadata/Items/Weapons/OneHandWeapons/Claws/Claw15",0,94,94
557,"Metadata/Items/Weapons/OneHandWeapons/Claws/ClawM2",0,103,103
558,"Metadata/Items/Weapons/OneHandWeapons/Claws/Claw16",0,81,117
559,"Metadata/Items/Weapons/OneHandWeapons/Claws/Claw17",0,113,113
560,"Metadata/Items/Weapons/OneHandWeapons/Claws/Claw18",0,131,95
561,"Metadata/Items/Weapons/OneHandWeapons/Claws/Claw19",0,113,113
562,"Metadata/Items/Weapons/OneHandWeapons/Claws/Claw20",0,95,131
563,"Metadata/Items/Weapons/OneHandWeapons/Claws/Claw21",0,131,95
564,"Metadata/Items/Weapons/OneHandWeapons/Claws/Claw22",0,113,113
565,"Metadata/Items/Weapons/OneHandWeapons/Claws/ClawM3",0,121,121
566,"Metadata/Items/Weapons/OneHandWeapons/Claws/ClawE1",0,54,54
567,"Metadata/Items/Weapons/OneHandWeapons/Claws/ClawE2",0,86,86
568,"Metadata/Items/Weapons/OneHandWeapons/Claws/ClawE3",0,113,113
569,"Metadata/Items/Weapons/OneHandWeapons/OneHandAxes/OneHandAxe1",12,6,0
570,"Metadata/Items/Weapons/OneHandWeapons/OneHandAxes/OneHandAxe2",21,10,0
571,"Metadata/Items/Weapons/OneHandWeapons/OneHandAxes/OneHandAxe3",28,19,0
572,"Metadata/Items/Weapons/OneHandWeapons/OneHandAxes/OneHandAxe4",48,14,0
573,"Metadata/Items/Weapons/OneHandWeapons/OneHandAxes/OneHandAxe5",54,25,0
574,"Metadata/Items/Weapons/OneHandWeapons/OneHandAxes/OneHandAxe6",58,33,0
575,"Metadata/Items/Weapons/OneHandWeapons/OneHandAxes/OneHandAxe7",80,23,0
576,"Metadata/Items/Weapons/OneHandWeapons/OneHandAxes/OneHandAxe8",85,37,0
577,"Metadata/Items/Weapons/OneHandWeapons/OneHandAxes/OneHandAxeM1",93,43,0
578,"Metadata/Items/Weapons/OneHandWeapons/OneHandAxes/OneHandAxe9",86,40,0
579,"Metadata/Items/Weapons/OneHandWeapons/OneHandAxes/OneHandAxe10",81,56,0
580,"Metadata/Items/Weapons/OneHandWeapons/OneHandAxes/OneHandAxe11",112,32,0
581,"Metadata/Items/Weapons/OneHandWeapons/OneHandAxes/OneHandAxe12",106,49,0
582,"Metadata/Items/Weapons/OneHandWeapons/OneHandAxes/OneHandAxe13",105,60,0
583,"Metadata/Items/Weapons/OneHandWeapons/OneHandAxes/OneHandAxe14",134,39,0
584,"Metadata/Items/Weapons/OneHandWeapons/OneHandAxes/OneHandAxe15",134,59,0
585,"Metadata/Items/Weapons/OneHandWeapons/OneHandAxes/OneHandAxeM2",143,66,0
586,"Metadata/Items/Weapons/OneHandWeapons/OneHandAxes/OneHandAxe16",132,62,0
587,"Metadata/Items/Weapons/OneHandWeapons/OneHandAxes/OneHandAxe17",119,82,0
588,"Metadata/Items/Weapons/OneHandWeapons/OneHandAxes/OneHandAxe18",167,57,0
589,"Metadata/Items/Weapons/OneHandWeapons/OneHandAxes/OneHandAxe19",149,76,0
590,"Metadata/Items/Weapons/OneHandWeapons/OneHandAxes/OneHandAxe20",140,86,0
591,"Metadata/Items/Weapons/OneHandWeapons/OneHandAxes/OneHandAxe21",167,57,0
592,"Metadata/Items/Weapons/OneHandWeapons/OneHandAxes/OneHandAxe22",158,76,0
593,"Metadata/Items/Weapons/OneHandWeapons/OneHandAxes/OneHandAxeM3",163,82,0
594,"Metadata/Items/Weapons/OneHandWeapons/OneHandAxes/OneHandAxeE1",78,34,0
595,"Metadata/Items/Weapons/OneHandWeapons/OneHandAxes/OneHandAxeE2",124,54,0
596,"Metadata/Items/Weapons/OneHandWeapons/OneHandAxes/OneHandAxeE3",163,84,0
597,"Metadata/items/Weapons/OneHandWeapons/OneHandSwords/OneHandSwordC",9,9,0
598,"Metadata/items/Weapons/OneHandWeapons/OneHandSwords/OneHandSwordDemigods1",8,8,0
599,"Metadata/Items/Weapons/OneHandWeapons/OneHandSwords/OneHandSword1",8,8,0
600,"Metadata/Items/Weapons/OneHandWeapons/OneHandSwords/OneHandSword2",14,14,0
601,"Metadata/Items/Weapons/OneHandWeapons/OneHandSwords/OneHandSword3",18,26,0
602,"Metadata/Items/Weapons/OneHandWeapons/OneHandSwords/OneHandSword4",30,30,0
603,"Metadata/Items/Weapons/OneHandWeapons/OneHandSwords/OneHandSword5",41,35,0
604,"Metadata/Items/Weapons/OneHandWeapons/OneHandSwords/OneHandSword6",44,44,0
605,"Metadata/Items/Weapons/OneHandWeapons/OneHandSwords/OneHandSword7",46,55,0
606,"Metadata/Items/Weapons/OneHandWeapons/OneHandSwords/OneHandSword8",57,57,0
607,"Metadata/Items/Weapons/OneHandWeapons/OneHandSwords/OneHandSwordM1",64,64,0
608,"Metadata/Items/Weapons/OneHandWeapons/OneHandSwords/OneHandSword9",62,62,0
609,"Metadata/Items/Weapons/OneHandWeapons/OneHandSwords/OneHandSword10",55,79,0
610,"Metadata/Items/Weapons/OneHandWeapons/OneHandSwords/OneHandSword11",72,72,0
611,"Metadata/Items/Weapons/OneHandWeapons/OneHandSwords/OneHandSword12",83,70,0
612,"Metadata/Items/Weapons/OneHandWeapons/OneHandSwords/OneHandSword13",81,81,0
613,"Metadata/Items/Weapons/OneHandWeapons/OneHandSwords/OneHandSword14",78,94,0
614,"Metadata/Items/Weapons/OneHandWeapons/OneHandSwords/OneHandSword15",91,91,0
615,"Metadata/Items/Weapons/OneHandWeapons/OneHandSwords/OneHandSwordM2",99,99,0
616,"Metadata/Items/Weapons/OneHandWeapons/OneHandSwords/OneHandSword16",96,96,0
617,"Metadata/Items/Weapons/OneHandWeapons/OneHandSwords/OneHandSword17",81,117,0
618,"Metadata/Items/Weapons/OneHandWeapons/OneHandSwords/OneHandSword18",113,113,0
619,"Metadata/Items/Weapons/OneHandWeapons/OneHandSwords/OneHandSword19",122,104,0
620,"Metadata/Items/Weapons/OneHandWeapons/OneHandSwords/OneHandSword20",113,113,0
621,"Metadata/Items/Weapons/OneHandWeapons/OneHandSwords/OneHandSword21",104,122,0
622,"Metadata/Items/Weapons/OneHandWeapons/OneHandSwords/OneHandSword22",113,113,0
623,"Metadata/Items/Weapons/OneHandWeapons/OneHandSwords/OneHandSwordM3",119,119,0
624,"Metadata/Items/Weapons/OneHandWeapons/OneHandSwords/OneHandSwordE1",54,54,0
625,"Metadata/Items/Weapons/OneHandWeapons/OneHandSwords/OneHandSwordE2",94,94,0
626,"Metadata/Items/Weapons/OneHandWeapons/OneHandSwords/OneHandSwordE3",121,121,0
627,"Metadata/Items/Weapons/OneHandWeapons/OneHandThrustingSwords/Rapier0",0,0,0
628,"Metadata/Items/Weapons/OneHandWeapons/OneHandThrustingSwords/Rapier1",0,20,0
629,"Metadata/Items/Weapons/OneHandWeapons/OneHandThrustingSwords/Rapier2",0,32,0
630,"Metadata/Items/Weapons/OneHandWeapons/OneHandThrustingSwords/Rapier3",0,47,0
631,"Metadata/Items/Weapons/OneHandWeapons/OneHandThrustingSwords/Rapier4",0,62,0
632,"Metadata/Items/Weapons/OneHandWeapons/OneHandThrustingSwords/Rapier5",0,77,0
633,"Metadata/Items/Weapons/OneHandWeapons/OneHandThrustingSwords/Rapier6",0,89,0
634,"Metadata/Items/Weapons/OneHandWeapons/OneHandThrustingSwords/Rapier7",0,101,0
635,"Metadata/Items/Weapons/OneHandWeapons/OneHandThrustingSwords/Rapier8",0,113,0
636,"Metadata/Items/Weapons/OneHandWeapons/OneHandThrustingSwords/RapierM1",0,124,0
637,"Metadata/Items/Weapons/OneHandWeapons/OneHandThrustingSwords/Rapier9",0,122,0
638,"Metadata/Items/Weapons/OneHandWeapons/OneHandThrustingSwords/Rapier10",0,131,0
639,"Metadata/Items/Weapons/OneHandWeapons/OneHandThrustingSwords/Rapier11",0,140,0
640,"Metadata/Items/Weapons/OneHandWeapons/OneHandThrustingSwords/Rapier12",0,149,0
641,"Metadata/Items/Weapons/OneHandWeapons/OneHandThrustingSwords/Rapier13",0,158,0
642,"Metadata/Items/Weapons/OneHandWeapons/OneHandThrustingSwords/Rapier14",0,167,0
643,"Metadata/Items/Weapons/OneHandWeapons/OneHandThrustingSwords/Rapier15",0,176,0
644,"Metadata/Items/Weapons/OneHandWeapons/OneHandThrustingSwords/RapierM2",0,190,0
645,"Metadata/Items/Weapons/OneHandWeapons/OneHandThrustingSwords/Rapier16",0,185,0
646,"Metadata/Items/Weapons/OneHandWeapons/OneHandThrustingSwords/Rapier17",0,212,0
647,"Metadata/Items/Weapons/OneHandWeapons/OneHandThrustingSwords/Rapier18",0,212,0
648,"Metadata/Items/Weapons/OneHandWeapons/OneHandThrustingSwords/Rapier19",0,212,0
649,"Metadata/Items/Weapons/OneHandWeapons/OneHandThrustingSwords/Rapier20",0,212,0
650,"Metadata/Items/Weapons/OneHandWeapons/OneHandThrustingSwords/Rapier21",0,212,0
651,"Metadata/Items/Weapons/OneHandWeapons/OneHandThrustingSwords/Rapier22",0,212,0
652,"Metadata/Items/Weapons/OneHandWeapons/OneHandThrustingSwords/RapierM3",0,220,0
653,"Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/OneHandMace1",14,0,0
654,"Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/OneHandMace2",26,0,0
655,"Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/OneHandMace3",41,0,0
656,"Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/OneHandMace4",56,0,0
657,"Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/OneHandMace5",71,0,0
658,"Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/OneHandMace6",83,0,0
659,"Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/OneHandMace7",95,0,0
660,"Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/OneHandMace8",107,0,0
661,"Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/OneHandMaceM1",118,0,0
662,"Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/OneHandMace9",116,0,0
663,"Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/OneHandMace10",125,0,0
664,"Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/OneHandMace11",134,0,0
665,"Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/OneHandMace12",143,0,0
666,"Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/OneHandMace13",152,0,0
667,"Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/OneHandMace14",161,0,0
668,"Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/OneHandMace15",170,0,0
669,"Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/OneHandMaceM2",184,0,0
670,"Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/OneHandMace16",179,0,0
671,"Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/OneHandMace17",185,0,0
672,"Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/OneHandMace18",212,0,0
673,"Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/OneHandMace19",212,0,0
674,"Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/OneHandMace20",212,0,0
675,"Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/OneHandMace21",212,0,0
676,"Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/OneHandMace22",212,0,0
677,"Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/OneHandMaceM3",220,0,0
678,"Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/OneHandMaceE1",101,0,0
679,"Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/OneHandMaceE2",161,0,0
680,"Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/OneHandMaceE3",218,0,0
681,"Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/Sceptre1",8,0,8
682,"Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/Sceptre2",14,0,14
683,"Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/Sceptre3",22,0,22
684,"Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/Sceptre4",25,0,35
685,"Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/Sceptre5",38,0,38
686,"Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/Sceptre6",44,0,44
687,"Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/Sceptre7",51,0,51
688,"Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/Sceptre8",52,0,62
689,"Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/SceptreM1",66,0,66
690,"Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/Sceptre9",62,0,62
691,"Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/Sceptre10",67,0,67
692,"Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/Sceptre11",59,0,85
693,"Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/Sceptre12",77,0,77
694,"Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/Sceptre13",81,0,81
695,"Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/Sceptre14",86,0,86
696,"Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/Sceptre15",83,0,99
697,"Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/SceptreM2",98,0,98
698,"Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/Sceptre16",96,0,96
699,"Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/Sceptre17",99,0,99
700,"Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/Sceptre18",95,0,131
701,"Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/Sceptre19",113,0,113
702,"Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/Sceptre20",113,0,113
703,"Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/Sceptre21",113,0,113
704,"Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/Sceptre22",104,0,122
705,"Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/SceptreM3",121,0,113
706,"Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/SceptreE1",44,0,64
707,"Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/SceptreE2",71,0,102
708,"Metadata/Items/Weapons/OneHandWeapons/OneHandMaces/SceptreE3",95,0,131
709,"Metadata/Items/Weapons/TwoHandWeapons/Bows/Bow1",0,14,0
710,"Metadata/Items/Weapons/TwoHandWeapons/Bows/Bow2",0,26,0
711,"Metadata/Items/Weapons/TwoHandWeapons/Bows/Bow3",0,38,0
712,"Metadata/Items/Weapons/TwoHandWeapons/Bows/Bow4",0,53,0
713,"Metadata/Items/Weapons/TwoHandWeapons/Bows/Bow5",0,65,0
714,"Metadata/Items/Weapons/TwoHandWeapons/Bows/Bow6",0,80,0
715,"Metadata/Items/Weapons/TwoHandWeapons/Bows/Bow7",0,95,0
716,"Metadata/Items/Weapons/TwoHandWeapons/Bows/Bow8",0,107,0
717,"Metadata/Items/Weapons/TwoHandWeapons/Bows/BowM1",0,124,0
718,"Metadata/Items/Weapons/TwoHandWeapons/Bows/Bow9",0,116,0
719,"Metadata/Items/Weapons/TwoHandWeapons/Bows/Bow10",0,125,0
720,"Metadata/Items/Weapons/TwoHandWeapons/Bows/Bow11",0,134,0
721,"Metadata/Items/Weapons/TwoHandWeapons/Bows/Bow12",0,143,0
722,"Metadata/Items/Weapons/TwoHandWeapons/Bows/Bow13",0,152,0
723,"Metadata/Items/Weapons/TwoHandWeapons/Bows/Bow14",0,161,0
724,"Metadata/Items/Weapons/TwoHandWeapons/Bows/Bow15",0,170,0
725,"Metadata/Items/Weapons/TwoHandWeapons/Bows/BowM2",0,190,0
726,"Metadata/Items/Weapons/TwoHandWeapons/Bows/Bow16",0,179,0
727,"Metadata/Items/Weapons/TwoHandWeapons/Bows/Bow17",0,185,0
