"rownum","Id","Base_ENVFile","[string]","[string]","[rid]","[i32]","rid","rid","bool"
261,"9_4_boss2","Metadata/EnvironmentSettings/2_9_4_boss2.env",[],[],[],[],"","",""
262,"9_5","Metadata/EnvironmentSettings/2_9_5.env",[],[],[],[],"","",""
263,"9_6","Metadata/EnvironmentSettings/2_9_6.env",[],[],[],[],"","",""
264,"9_7","Metadata/EnvironmentSettings/2_9_7.env",[],[],[],[],"","",""
265,"9_8","Metadata/EnvironmentSettings/2_9_8.env",[],[],[],[],"","",""
266,"9_8_synthesis","Metadata/EnvironmentSettings/2_9_8_synthesis.env",[],[],[],[],"","",""
267,"9_8_boss","Metadata/EnvironmentSettings/2_9_8_boss.env",[],[],[],[],"","",""
268,"9_8_boss_silent","Metadata/EnvironmentSettings/no_music.env",[],[],[],[],"","",""
269,"9_9","Metadata/EnvironmentSettings/2_9_9.env",[],[],[],[],"","",""
270,"9_10_1","Metadata/EnvironmentSettings/2_9_10_1.env",[],[],[],[],"","",""
271,"9_10_2_zone1","Metadata/EnvironmentSettings/2_9_10_2_zone1.env",[],[],[],[],"","",""
272,"9_10_2_zone2","Metadata/EnvironmentSettings/2_9_10_2_zone2.env",[],[],[],[],"","",""
273,"9_10_2_zone3","Metadata/EnvironmentSettings/2_9_10_2_zone3.env",[],[],[],[],"","",""
274,"9_10_2_zone4","Metadata/EnvironmentSettings/2_9_10_2_zone4.env",[],[],[],[],"","",""
275,"9_10_2_zone5","Metadata/EnvironmentSettings/2_9_10_2_zone5.env",[],[],[],[],"","",""
276,"9_10_2_zone6","Metadata/EnvironmentSettings/2_9_10_2_zone6.env",[],[],[],[],"","",""
277,"9_10_2_zone7","Metadata/EnvironmentSettings/2_9_10_2_zone7.env",[],[],[],[],"","",""
278,"10_town","Metadata/EnvironmentSettings/2_10_town.env",[],[],[],[],"","",""
279,"10_1","Metadata/EnvironmentSettings/2_10_1.env",[],[],[],[],"","",""
280,"10_2","Metadata/EnvironmentSettings/2_10_2.env",[],[],[],[],"","",""
281,"10_3","Metadata/EnvironmentSettings/2_10_3.env",[],[],[],[],"","",""
282,"10_4","Metadata/EnvironmentSettings/2_10_4.env",[],[],[],[],"","",""
283,"10_4_boss","Metadata/EnvironmentSettings/2_10_4_boss.env",[],[],[],[],"","",""
284,"10_4_boss_silent","Metadata/EnvironmentSettings/no_music.env",[],[],[],[],"","",""
285,"10_5","Metadata/EnvironmentSettings/2_10_5.env","[""Metadata/EnvironmentSettings/2_10_6.env""]",[],[],[],0,"",""
286,"10_6","Metadata/EnvironmentSettings/2_10_6.env",[],[],[],[],"","",""
287,"10_7","Metadata/EnvironmentSettings/2_10_7.env",[],[],[],[],"","",""
288,"10_8","Metadata/EnvironmentSettings/2_10_8.env",[],[],[],[],"","",""
289,"10_9_start","Metadata/EnvironmentSettings/2_10_9_start.env",[],[],[],[],"","",""
290,"10_9","Metadata/EnvironmentSettings/2_10_9.env",[],[],[],[],"","",""
291,"10_kitava_arena","Metadata/EnvironmentSettings/2_10_kitava_arena.env",[],[],[],[],"","",""
292,"11_town","Metadata/EnvironmentSettings/2_11_town.env",[],[],[],[],"","",""
293,"11_shaper","Metadata/EnvironmentSettings/2_11_shaper_lab.env",[],[],[],[],"","",""
294,"11_shaper_trailer","Metadata/EnvironmentSettings/2_11_shaper_lab_trailer.env",[],[],[],[],"","",""
295,"11_1","Metadata/EnvironmentSettings/2_11_1.env",[],[],[],[],"","",""
296,"11_courts","Metadata/EnvironmentSettings/2_11_courts.env",[],[],[],[],"","",""
297,"11_2","Metadata/EnvironmentSettings/2_11_2.env",[],[],[],[],"","",""
298,"11_reliquary","Metadata/EnvironmentSettings/2_11_reliquary.env",[],[],[],[],"","",""
299,"11_endgame_town","Metadata/EnvironmentSettings/2_11_endgame_town.env",[],[],[],[],"","",""
300,"11_endgame_town_underground","Metadata/EnvironmentSettings/2_11_endgame_town_underground.env","[""Metadata/EnvironmentSettings/2_11_endgame_town.env""]",[],[],[],0,"",""
301,"SideBeach1","Metadata/EnvironmentSettings/SideBeach1.env",[],[],[],[],"","",""
302,"SideCaves1","Metadata/EnvironmentSettings/SideCaves1.env",[],[],[],[],"","",""
303,"SideCaves2","Metadata/EnvironmentSettings/SideCaves2.env",[],[],[],[],"","",""
304,"SideCliff1","Metadata/EnvironmentSettings/SideCliff1.env",[],[],[],[],"","",""
305,"SideLedge1","Metadata/EnvironmentSettings/SideLedge1.env",[],[],[],[],"","",""
306,"SidePrison1","Metadata/EnvironmentSettings/SidePrison1.env",[],[],[],[],"","",""
307,"SideForestCliff1","Metadata/EnvironmentSettings/SideForestCliff1.env",[],[],[],[],"","",""
308,"SideThickforest1","Metadata/EnvironmentSettings/SideThickForest1.env",[],[],[],[],"","",""
309,"SideForestCave1","Metadata/EnvironmentSettings/SideForestCave1.env",[],[],[],[],"","",""
310,"SideForestCliff2","Metadata/EnvironmentSettings/SideForestCliff2.env",[],[],[],[],"","",""
311,"SideChurch1","Metadata/EnvironmentSettings/SideChurch1.env",[],[],[],[],"","",""
312,"SideChamber1","Metadata/EnvironmentSettings/SideChamber1.env",[],[],[],[],"","",""
313,"SideThicket1","Metadata/EnvironmentSettings/SideThicket1.env",[],[],[],[],"","",""
314,"SideInca1","Metadata/EnvironmentSettings/SideInca1.env",[],[],[],[],"","",""
315,"SideChurch2","Metadata/EnvironmentSettings/SideChurch2.env",[],[],[],[],"","",""
316,"SideDock1","Metadata/EnvironmentSettings/SideDock1.env",[],[],[],[],"","",""
317,"SideGarden1","Metadata/EnvironmentSettings/SideGarden1.env",[],[],[],[],"","",""
318,"SideTower1","Metadata/EnvironmentSettings/SideTower1.env",[],[],[],[],"","",""
319,"SideJail1","Metadata/EnvironmentSettings/SideJail1.env",[],[],[],[],"","",""
320,"SideLibrary1","Metadata/EnvironmentSettings/SideLibrary1.env",[],[],[],[],"","",""
321,"SideScepter1","Metadata/EnvironmentSettings/SideScepter1.env",[],[],[],[],"","",""
322,"SideSewer1","Metadata/EnvironmentSettings/SideSewer1.env",[],[],[],[],"","",""
323,"SideTemple1","Metadata/EnvironmentSettings/SideTemple1.env",[],[],[],[],"","",""
324,"SideTemple2","Metadata/EnvironmentSettings/SideTemple2.env",[],[],[],[],"","",""
325,"SideLunarisPart2","Metadata/EnvironmentSettings/SideLunarisPart2.env",[],[],[],[],"","",""
326,"SideWarehouse1","Metadata/EnvironmentSettings/SideWarehouse1.env",[],[],[],[],"","",""
327,"SideWarehouse2","Metadata/EnvironmentSettings/SideWarehouse2.env",[],[],[],[],"","",""
328,"SideWarehouse3","Metadata/EnvironmentSettings/SideWarehouse3.env",[],[],[],[],"","",""
329,"SideSewer4","Metadata/EnvironmentSettings/SideSewer4.env",[],[],[],[],"","",""
330,"SideChurch4","Metadata/EnvironmentSettings/SideChurch4.env",[],[],[],[],"","",""
331,"SideCaves4","Metadata/EnvironmentSettings/SideCaves4.env",[],[],[],[],"","",""
332,"SideMines4","Metadata/EnvironmentSettings/SideMines4.env",[],[],[],[],"","",""
333,"SideDriedLake","Metadata/EnvironmentSettings/SideDriedLake.env",[],[],[],[],"","",""
334,"SideAscent","Metadata/EnvironmentSettings/SideAscent.env",[],[],[],[],"","",""
335,"SideUpperSlavePens","Metadata/EnvironmentSettings/SideUpperSlavePens.env",[],[],[],[],"","",""
336,"SideOriathSquare","Metadata/EnvironmentSettings/SideOriathSquare.env",[],[],[],[],"","",""
337,"SideOriathCanals","Metadata/EnvironmentSettings/SideOriathCanals.env",[],[],[],[],"","",""
338,"SideTemplarCourts","Metadata/EnvironmentSettings/SideTemplarCourts.env",[],[],[],[],"","",""
339,"SideTorchedCourts","Metadata/EnvironmentSettings/SideTorchedCourts.env",[],[],[],[],"","",""
340,"SideInnocence","Metadata/EnvironmentSettings/SideInnocence.env",[],[],[],[],"","",""
341,"SideOssuary","Metadata/EnvironmentSettings/SideOssuary.env",[],[],[],[],"","",""
342,"SideReliquary","Metadata/EnvironmentSettings/SideReliquary.env",[],[],[],[],"","",""
343,"SideCathedralRoof","Metadata/EnvironmentSettings/SideCathedralRoof.env",[],[],[],[],"","",""
344,"SideRadiantPools","Metadata/EnvironmentSettings/SideRadiantPool.env",[],[],[],[],"","",""
345,"SideRidge","Metadata/EnvironmentSettings/SideRidge.env",[],[],[],[],"","",""
346,"SideScriptorium","Metadata/EnvironmentSettings/SideScriptorium.env",[],[],[],[],"","",""
347,"SideCauseway","Metadata/EnvironmentSettings/SideCauseway.env",[],[],[],[],"","",""
348,"SideSpiderGod","Metadata/EnvironmentSettings/SideSpiderGod.env",[],[],[],[],"","",""
349,"SidePromenade","Metadata/EnvironmentSettings/SidePromenade.env",[],[],[],[],"","",""
350,"SideBathHouse","Metadata/EnvironmentSettings/SideBathHouse.env",[],[],[],[],"","",""
351,"SideDesert","Metadata/EnvironmentSettings/SideDesert.env",[],[],[],[],"","",""
352,"SideFoothills","Metadata/EnvironmentSettings/SideFoothills.env",[],[],[],[],"","",""
353,"SideRefinery","Metadata/EnvironmentSettings/SideRefinery.env",[],[],[],[],"","",""
354,"SideBoilingLake","Metadata/EnvironmentSettings/SideBoilingLake.env",[],[],[],[],"","",""
355,"SideLawlessCourts","Metadata/EnvironmentSettings/SideLawlessCourts.env",[],[],[],[],"","",""
356,"SideFissure","Metadata/EnvironmentSettings/SideFissure.env",[],[],[],[],"","",""
357,"SideGlacier","Metadata/EnvironmentSettings/SideGlacier.env",[],[],[],[],"","",""
358,"SideIceForest","Metadata/EnvironmentSettings/SideIceForest.env",[],[],[],[],"","",""
359,"LeagueAbyss","Metadata/EnvironmentSettings/LeagueAbyss.env",[],[],[],[],"","",""
360,"LeagueAbyssBoss","Metadata/EnvironmentSettings/LeagueAbyssBoss.env",[],[],[],[],"","",""
361,"LeagueBestiary_TigerBoss","Metadata/EnvironmentSettings/LeagueBestiary_TigerBoss.env",[],[],[],[],"","",""
362,"LeagueBestiary_TigerBoss_Spirit","Metadata/EnvironmentSettings/LeagueBestiary_TigerBoss_Spirit.env",[],[],[],[],"","",""
363,"LeagueBestiary_CrabBoss","Metadata/EnvironmentSettings/LeagueBestiary_CrabBoss.env",[],[],[],[],"","",""
364,"LeagueBestiary_CrabBossCave","Metadata/EnvironmentSettings/LeagueBestiary_CrabBossCave.env",[],[],[],[],"","",""
365,"LeagueBestiary_ScorpBossUpper","Metadata/EnvironmentSettings/LeagueBestiary_ScorpBossUpper.env",[],[],[],[],"","",""
366,"LeagueBestiary_ScorpBossLower","Metadata/EnvironmentSettings/LeagueBestiary_ScorpBossLower.env",[],[],[],[],"","",""
367,"LeagueBestiary_BirdsBoss","Metadata/EnvironmentSettings/LeagueBestiary_BirdsBoss.env",[],[],[],[],"","",""
368,"Talisman_Rigwald","Metadata/EnvironmentSettings/Talisman_Rigwald.env",[],[],[],[],"","",""
369,"Prophecy_PaleCourt","Metadata/EnvironmentSettings/Prophecy_PaleCourt.env",[],[],[],[],"","",""
370,"Labyrinth_Airlock","Metadata/EnvironmentSettings/Labyrinth_Airlock.env",[],[],[],[],"","",""
371,"Labyrinth_AirlockClean","Metadata/EnvironmentSettings/Labyrinth_AirlockClean.env",[],[],[],[],"","",""
372,"Labyrinth_ElegantHouse","Metadata/EnvironmentSettings/Labyrinth_Eleganthouse.env",[],[],[],[],"","",""
373,"Labyrinth_OutdoorHouse","Metadata/EnvironmentSettings/Labyrinth_OutdoorHouse.env",[],[],[],[],"","",""
374,"Labyrinth_DryGarden","Metadata/EnvironmentSettings/Labyrinth_DryGarden.env",[],[],[],[],"","",""
375,"Labyrinth_Crypt","Metadata/EnvironmentSettings/Labyrinth_Crypt.env",[],[],[],[],"","",""
376,"Labyrinth_Prison","Metadata/EnvironmentSettings/Labyrinth_Prison.env",[],[],[],[],"","",""
377,"Labyrinth_BossPlaza","Metadata/EnvironmentSettings/Labyrinth_Boss_Plaza.env",[],[],[],[],"","",""
378,"Labyrinth_BossPre","Metadata/EnvironmentSettings/Labyrinth_Boss_Arena.env",[],[],[],[],"","",""
379,"Labyrinth_BossEnv","Metadata/EnvironmentSettings/Labyrinth_Boss.env",[],[],[],[],"","",""
380,"Labyrinth_BossSilent","Metadata/EnvironmentSettings/no_music.env",[],[],[],[],"","",""
381,"Labyrinth_BossProphecy","Metadata/EnvironmentSettings/Labyrinth_Eleganthouse_prophecy.env",[],[],[],[],"","",""
382,"Labyrinth_RuinedTemple","Metadata/EnvironmentSettings/Labyrinth_RuinedTemple.env",[],[],[],[],"","",""
383,"MapManor_Perandus","Metadata/EnvironmentSettings/Map2Tier10_5Unique.env",[],[],[],[],"","",""
384,"MapPlaza","Metadata/EnvironmentSettings/MapPlaza.env",[],[],[],[],"","",""
385,"FFA","Metadata/EnvironmentSettings/FFA.env",[],[],[],[],"","",""
386,"PvPBeach","Metadata/EnvironmentSettings/pvpBeach.env",[],[],[],[],"","",""
387,"PvPForest","Metadata/EnvironmentSettings/pvpForest.env",[],[],[],[],"","",""
388,"PvPChurch","Metadata/EnvironmentSettings/pvpChurch.env",[],[],[],[],"","",""
389,"PvPPrison","Metadata/EnvironmentSettings/pvpPrison.env",[],[],[],[],"","",""
390,"PvPSewers","Metadata/EnvironmentSettings/pvpSewers.env",[],[],[],[],"","",""
391,"PvPSlums","Metadata/EnvironmentSettings/pvpSlums.env",[],[],[],[],"","",""
392,"PvPDocks","Metadata/EnvironmentSettings/pvpDocks.env",[],[],[],[],"","",""
393,"PvPBattlefront","Metadata/EnvironmentSettings/pvpBattlefront.env",[],[],[],[],"","",""
394,"PvPColosseum","Metadata/EnvironmentSettings/pvpColosseum.env",[],[],[],[],"","",""
395,"PvPTemple","Metadata/EnvironmentSettings/pvpTemple.env",[],[],[],[],"","",""
396,"EndGameAcidCaverns","Metadata/EnvironmentSettings/EndgameAcidCavens.env",[],[],[],[],"","",""
397,"EndGameAcidCaverns_synthesis","Metadata/EnvironmentSettings/EndgameAcidCavens_synthesis.env",[],[],[],[],"","",""
398,"EndGameFields","Metadata/EnvironmentSettings/EndGameFields.env",[],[],[],[],"","",""
399,"EndGameFields_boss","Metadata/EnvironmentSettings/EndGameFieldsBoss.env",[],[],[],[],"","",""
400,"EndGameFields_boss_silent","Metadata/EnvironmentSettings/no_music.env",[],[],[],[],"","",""
401,"EndGameAtlasPhoenix","Metadata/EnvironmentSettings/EndGameAtlasPhoenix.env",[],[],[],[],"","",""
402,"EndGameAtlasPhoenix_Boss","Metadata/EnvironmentSettings/EndGameAtlasPhoenix_Boss.env",[],[],[],[],"","",""
403,"EndGameAtlasPhoenix_End","Metadata/EnvironmentSettings/no_music.env",[],[],[],[],"","",""
404,"EndGameAtlasHydra","Metadata/EnvironmentSettings/EndGameAtlasHydra.env",[],[],[],[],"","",""
405,"EndGameAtlasHydra_Boss","Metadata/EnvironmentSettings/EndGameAtlasHydra_Boss.env",[],[],[],[],"","",""
406,"EndGameAtlasHydra_End","Metadata/EnvironmentSettings/no_music.env",[],[],[],[],"","",""
407,"EndGameAtlasMinotaur","Metadata/EnvironmentSettings/EndGameAtlasMinotaur.env",[],[],[],[],"","",""
408,"EndGameAtlasMinotaur_Boss","Metadata/EnvironmentSettings/EndGameAtlasMinotaur_Boss.env",[],[],[],[],"","",""
409,"EndGameAtlasMinotaur_End","Metadata/EnvironmentSettings/no_music.env",[],[],[],[],"","",""
410,"EndGameAtlasChimera","Metadata/EnvironmentSettings/EndGameAtlasChimera.env",[],[],[],[],"","",""
411,"EndGameAtlasChimera_Boss","Metadata/EnvironmentSettings/EndGameAtlasChimera_Boss.env",[],[],[],[],"","",""
412,"EndGameAtlasChimera_End","Metadata/EnvironmentSettings/no_music.env",[],[],[],[],"","",""
413,"EndGameAtlasShaper","Metadata/EnvironmentSettings/EndGameAtlasShaper.env",[],[],[],[],"","",""
414,"EndGameAtlasShaper_Boss","Metadata/EnvironmentSettings/EndGameAtlasShaper_boss.env",[],[],[],[],"","",""
415,"EndGameAtlasShaper_End","Metadata/EnvironmentSettings/no_music.env",[],[],[],[],"","",""
416,"EndGameAtlasShaperPrison","Metadata/EnvironmentSettings/EndGameAtlasShaperPrison.env",[],[],[],[],"","",""
417,"EndGameAtlasShaperPits","Metadata/EnvironmentSettings/EndGameAtlasShaperPits.env",[],[],[],[],"","",""
418,"EndGameAtlasShaperForest","Metadata/EnvironmentSettings/EndGameAtlasShaperForest.env",[],[],[],[],"","",""
419,"EndGameAtlasShaperBelly","Metadata/EnvironmentSettings/EndGameAtlasShaperBelly.env",[],[],[],[],"","",""
420,"EndGameAtlasShaperHouse","Metadata/EnvironmentSettings/EndGameAtlasShaperHouse.env",[],[],[],[],"","",""
421,"EndGameAtlasShaperDungeon","Metadata/EnvironmentSettings/EndGameAtlasShaperDungeon.env",[],[],[],[],"","",""
422,"EndGameAtlasShaperSceptre","Metadata/EnvironmentSettings/EndGameAtlasShaperSceptre.env",[],[],[],[],"","",""
423,"EndGameAtlasShaperBellyBosses","Metadata/EnvironmentSettings/EndGameAtlasShaperBellyBosses.env",[],[],[],[],"","",""
424,"EndGameAtlasShaperShadowBoss","Metadata/EnvironmentSettings/EndGameAtlasShaperShadowBoss.env",[],[],[],[],"","",""
425,"EndGameAtlasShaperMerveil","Metadata/EnvironmentSettings/EndGameAtlasShaperMerveil.env",[],[],[],[],"","",""
426,"EndGameAtlasShaperPitBoss","Metadata/EnvironmentSettings/EndGameAtlasShaperPitBoss.env",[],[],[],[],"","",""
427,"EndGameAtlasShaperRigwald","Metadata/EnvironmentSettings/EndGameAtlasShaperRigwald.env",[],[],[],[],"","",""
428,"EndGameAtlasShaperBruteBoss","Metadata/EnvironmentSettings/EndGameAtlasShaperBruteBoss.env",[],[],[],[],"","",""
429,"EndGameAtlasShaperGoddess","Metadata/EnvironmentSettings/EndGameAtlasShaperGoddess.env",[],[],[],[],"","",""
430,"EndGameAtlasShaperKaom","Metadata/EnvironmentSettings/EndGameAtlasShaperKaom.env",[],[],[],[],"","",""
431,"EndGameAtlasShaperAxisGeneral","Metadata/EnvironmentSettings/EndGameAtlasShaperAxisGeneral.env",[],[],[],[],"","",""
432,"EndGameAtlasShaperWeaver","Metadata/EnvironmentSettings/EndGameAtlasShaperWeaver.env",[],[],[],[],"","",""
433,"EndGameAtlasShaperSeaWitchSpark","Metadata/EnvironmentSettings/EndGameAtlasShaperSeaWitchSpark.env",[],[],[],[],"","",""
434,"EndGameAtlasShaperSeaWitchFire","Metadata/EnvironmentSettings/EndGameAtlasShaperSeaWitchFire.env",[],[],[],[],"","",""
435,"EndGameAtlasShaperPiety","Metadata/EnvironmentSettings/EndGameAtlasShaperPiety.env",[],[],[],[],"","",""
436,"EndGamePortal","Metadata/EnvironmentSettings/EndGamePortal.env",[],[],[],[],"","",""
437,"EndGamePrison1","Metadata/EnvironmentSettings/EndGamePrison.env",[],[],[],[],"","",""
438,"EndGamePrison1_synthesis","Metadata/EnvironmentSettings/EndGamePrison_synthesis.env",[],[],[],[],"","",""
439,"EndGameForest1","Metadata/EnvironmentSettings/EndGameForest.env",[],[],[],[],"","",""
440,"EndGameForestUnderground","Metadata/EnvironmentSettings/EndGameForestUndergound.env",[],[],[],[],"","",""
441,"EndGameReef","Metadata/EnvironmentSettings/EndGameReef.env",[],[],[],[],"","",""
442,"EndGameReef_synthesis","Metadata/EnvironmentSettings/EndGameReef_synthesis.env",[],[],[],[],"","",""
443,"EndGameReefPreboss","Metadata/EnvironmentSettings/EndGameReef_boss.env",[],[],[],[],"","",""
444,"EndGameReefBoss","Metadata/EnvironmentSettings/EndGameReef_boss.env",[],[],[],[],"","",""
445,"EndGameReefBoss_silent","Metadata/EnvironmentSettings/no_music.env",[],[],[],[],"","",""
446,"EndGameLedge","Metadata/EnvironmentSettings/EndGameLedge.env",[],[],[],[],"","",""
447,"EndGameLedge2","Metadata/EnvironmentSettings/EndGameLedge2.env",[],[],[],[],"","",""
448,"EndGameLedge2_synthesis","Metadata/EnvironmentSettings/EndGameLedge2_synthesis.env",[],[],[],[],"","",""
449,"EndGameSwampFetid","Metadata/EnvironmentSettings/EndGameSwampFetid.env",[],[],[],[],"","",""
450,"EndGameSwampBog","Metadata/EnvironmentSettings/EndGameSwampBog.env",[],[],[],[],"","",""
451,"EndGameSwampBog_synthesis","Metadata/EnvironmentSettings/EndGameSwampBog_synthesis.env",[],[],[],[],"","",""
452,"EndGameSwampBog2","Metadata/EnvironmentSettings/EndGameSwampBog2.env",[],[],[],[],"","",""
453,"EndGameCaveRiver","Metadata/EnvironmentSettings/EndGameCaveRiver.env",[],[],[],[],"","",""
454,"EndGameCrystalOre","Metadata/EnvironmentSettings/EndGameCrystalOre.env",[],[],[],[],"","",""
455,"EndGameCaveTunnels","Metadata/EnvironmentSettings/EndGameCaveTunnels.env",[],[],[],[],"","",""
456,"EndGameRuinedTempleForest","Metadata/EnvironmentSettings/EndGameRuinedTempleForest.env",[],[],[],[],"","",""
457,"EndGameOvergrownRuin_boss","Metadata/EnvironmentSettings/EndGameOvergrownRuinBoss.env",[],[],[],[],"","",""
458,"EndGameOvergrownRuin_boss_silent","Metadata/EnvironmentSettings/no_music.env",[],[],[],[],"","",""
459,"EndGameIncaPyramid","Metadata/EnvironmentSettings/EndGameIncaPyramid.env",[],[],[],[],"","",""
460,"EndGameIncaVault","Metadata/EnvironmentSettings/EndGameIncaVault.env",[],[],[],[],"","",""
461,"EndGameCovesIsland","Metadata/EnvironmentSettings/EndGameCovesIsland.env",[],[],[],[],"","",""
462,"EndGameRockyClimb","Metadata/EnvironmentSettings/EndGameRockyClimb.env",[],[],[],[],"","",""
463,"EndGameGraveyard","Metadata/EnvironmentSettings/EndGameGraveyard.env",[],[],[],[],"","",""
464,"EndGameGraveyard_synthesis","Metadata/EnvironmentSettings/EndGameGraveyard_synthesis.env",[],[],[],[],"","",""
465,"EndGameGraveyardInside","Metadata/EnvironmentSettings/EndGameGraveyardInside.env",[],[],[],[],"","",""
466,"EndGameGraveyardBoss","Metadata/EnvironmentSettings/EndGameGraveyardBoss.env",[],[],[],[],"","",""
467,"EndGameAct3church","Metadata/EnvironmentSettings/EndGameAct3church.env",[],[],[],[],"","",""
468,"EndGameAct3church_synthesis","Metadata/EnvironmentSettings/EndGameAct3church_synthesis.env",[],[],[],[],"","",""
469,"EndGameJail","Metadata/EnvironmentSettings/EndGameJail.env",[],[],[],[],"","",""
470,"EndGameWaterfallCave","Metadata/EnvironmentSettings/EndGameWaterfallCave.env",[],[],[],[],"","",""
471,"EndGameWaterfallCave_synthesis","Metadata/EnvironmentSettings/EndGameWaterfallCave_synthesis.env",[],[],[],[],"","",""
472,"EndGameThicket","Metadata/EnvironmentSettings/EndGameThicket.env",[],[],[],[],"","",""
473,"EndGameThicket_synthesis","Metadata/EnvironmentSettings/EndGameThicket_synthesis.env",[],[],[],[],"","",""
474,"EndGamePoolsStreams","Metadata/EnvironmentSettings/EndGamePoolsStreams.env",[],[],[],[],"","",""
475,"EndGamePoolsStreams_synthesis","Metadata/EnvironmentSettings/EndGamePoolsStreams_synthesis.env",[],[],[],[],"","",""
476,"EndGameShipGraveyard","Metadata/EnvironmentSettings/EndGameShipGraveyard.env",[],[],[],[],"","",""
477,"EndGameDunes","Metadata/EnvironmentSettings/EndGameTerraces.env",[],[],[],[],"","",""
478,"EndGameDryForest","Metadata/EnvironmentSettings/EndGameDryForest.env",[],[],[],[],"","",""
479,"EndGameAct2Church","Metadata/EnvironmentSettings/EndGameAct2Church.env",[],[],[],[],"","",""
480,"EndGameAct2ChurchBoss","Metadata/EnvironmentSettings/EndGameAct2ChurchBoss.env",[],[],[],[],"","",""
481,"EndGameSaltFlats","Metadata/EnvironmentSettings/EndGameSaltFlats.env",[],[],[],[],"","",""
482,"EndGameDarkForest","Metadata/EnvironmentSettings/EndGameDarkForest.env",[],[],[],[],"","",""
483,"EndGameDarkForest_synthesis","Metadata/EnvironmentSettings/EndGameDarkForest_synthesis.env",[],[],[],[],"","",""
484,"EndGameSpiderGrove","Metadata/EnvironmentSettings/EndGameSpiderGrove.env",[],[],[],[],"","",""
485,"EndGameSpiderGrove_synthesis","Metadata/EnvironmentSettings/EndGameSpiderGrove_synthesis.env",[],[],[],[],"","",""
486,"EndGameSpiderLair","Metadata/EnvironmentSettings/EndGameSpiderLair.env",[],[],[],[],"","",""
487,"EndGameSpiderLair_synthesis","Metadata/EnvironmentSettings/EndGameSpiderLair_synthesis.env",[],[],[],[],"","",""
488,"EndGameSewers","Metadata/EnvironmentSettings/EndGameSewers.env",[],[],[],[],"","",""
489,"EndGameSewers_synthesis","Metadata/EnvironmentSettings/EndGameSewers_synthesis.env",[],[],[],[],"","",""
490,"EndGameBeachStrand","Metadata/EnvironmentSettings/EndGameBeachStrand.env",[],[],[],[],"","",""
491,"EndGameIndustrialDocks","Metadata/EnvironmentSettings/EndGameIndustrialDocks.env",[],[],[],[],"","",""
492,"EndGameColonnade","Metadata/EnvironmentSettings/EndGameColonnade.env",[],[],[],[],"","",""
493,"EndGameDam","Metadata/EnvironmentSettings/EndGameDam.env",[],[],[],[],"","",""
494,"EndGameWaterfallCaveSea","Metadata/EnvironmentSettings/EndGameWaterfallCaveSea.env",[],[],[],[],"","",""
495,"EndGameCaveMine","Metadata/EnvironmentSettings/EndGameCaveMine.env",[],[],[],[],"","",""
496,"EndGameCaveMine_synthesis","Metadata/EnvironmentSettings/EndGameCaveMine_synthesis.env",[],[],[],[],"","",""
497,"EndGameCemetery","Metadata/EnvironmentSettings/EndGameCemetery.env",[],[],[],[],"","",""
498,"EndGameCemetary_Prophecy","Metadata/EnvironmentSettings/EndGameCemetery_prophecy.env",[],[],[],[],"","",""
499,"EndGameCemeteryIndoors","Metadata/EnvironmentSettings/EndGameCemeteryIndoors.env",[],[],[],[],"","",""
500,"EndGameCemeteryIndoorsSilent","Metadata/EnvironmentSettings/no_music.env",[],[],[],[],"","",""
501,"EndGameAshenWood","Metadata/EnvironmentSettings/EndGameDryForest2.env",[],[],[],[],"","",""
502,"EndGameAshenWood_synthesis","Metadata/EnvironmentSettings/EndGameDryForest2_synthesis.env",[],[],[],[],"","",""
503,"EndGameSewers2","Metadata/EnvironmentSettings/EndGameSewers.env",[],[],[],[],"","",""
504,"EndGameSewers2Boss","Metadata/EnvironmentSettings/EndGameSewers2Boss.env",[],[],[],[],"","",""
505,"EndGameForest2","Metadata/EnvironmentSettings/EndGameForest.env",[],[],[],[],"","",""
506,"EndGameSpiderForest","Metadata/EnvironmentSettings/EndGameDarkForest.env",[],[],[],[],"","",""
507,"EndGamePrison2","Metadata/EnvironmentSettings/EndGamePrison2.env",[],[],[],[],"","",""
508,"EndGamePrison2_synthesis","Metadata/EnvironmentSettings/EndGamePrison2_synthesis.env",[],[],[],[],"","",""
509,"EndGamePrimevalCity","Metadata/EnvironmentSettings/EndGamePrimevalCity.env",[],[],[],[],"","",""
510,"EndGamePrimevalCityBoss","Metadata/EnvironmentSettings/EndGamePrimevalCityBoss.env",[],[],[],[],"","",""
511,"EndGameJail2","Metadata/EnvironmentSettings/EndGameJail2.env",[],[],[],[],"","",""
512,"EndGameIncaMaze","Metadata/EnvironmentSettings/EndGameIncaMaze.env",[],[],[],[],"","",""
513,"EndGameIncaMaze_synthesis","Metadata/EnvironmentSettings/EndGameIncaMaze_synthesis.env",[],[],[],[],"","",""
514,"EndGameAct2ChurchNecropolis","Metadata/EnvironmentSettings/EndGameAct2Church.env",[],[],[],[],"","",""
515,"EndGameRuinedTempleForest2","Metadata/EnvironmentSettings/EndGameRuinedTempleForest.env",[],[],[],[],"","",""
516,"EndGameRuinedTempleForest2_synthesis","Metadata/EnvironmentSettings/EndGameRuinedTempleForest2_synthesis.env",[],[],[],[],"","",""
