"rownum","Id","MinimapIconRadius","LargemapIconRadius","bool","bool","bool","MinimapIconPointerMaxDistance","i32"
464,"LootFilterLargePurplePentagon",2,2,1,"","",250,0
465,"LootFilterMediumPurplePentagon",2,2,1,"","",250,0
466,"LootFilterSmallPurplePentagon",2,2,1,"","",250,0
467,"LootFilterLargeBlueUpsideDownHouse",2,2,1,"","",250,0
468,"LootFilterMediumBlueUpsideDownHouse",2,2,1,"","",250,0
469,"LootFilterSmallBlueUpsideDownHouse",2,2,1,"","",250,0
470,"LootFilterLargeGreenUpsideDownHouse",2,2,1,"","",250,0
471,"LootFilterMediumGreenUpsideDownHouse",2,2,1,"","",250,0
472,"LootFilterSmallGreenUpsideDownHouse",2,2,1,"","",250,0
473,"LootFilterLargeBrownUpsideDownHouse",2,2,1,"","",250,0
474,"LootFilterMediumBrownUpsideDownHouse",2,2,1,"","",250,0
475,"LootFilterSmallBrownUpsideDownHouse",2,2,1,"","",250,0
476,"LootFilterLargeRedUpsideDownHouse",2,2,1,"","",250,0
477,"LootFilterMediumRedUpsideDownHouse",2,2,1,"","",250,0
478,"LootFilterSmallRedUpsideDownHouse",2,2,1,"","",250,0
479,"LootFilterLargeWhiteUpsideDownHouse",2,2,1,"","",250,0
480,"LootFilterMediumWhiteUpsideDownHouse",2,2,1,"","",250,0
481,"LootFilterSmallWhiteUpsideDownHouse",2,2,1,"","",250,0
482,"LootFilterLargeYellowUpsideDownHouse",2,2,1,"","",250,0
483,"LootFilterMediumYellowUpsideDownHouse",2,2,1,"","",250,0
484,"LootFilterSmallYellowUpsideDownHouse",2,2,1,"","",250,0
485,"LootFilterLargeCyanUpsideDownHouse",2,2,1,"","",250,0
486,"LootFilterMediumCyanUpsideDownHouse",2,2,1,"","",250,0
487,"LootFilterSmallCyanUpsideDownHouse",2,2,1,"","",250,0
488,"LootFilterLargeGreyUpsideDownHouse",2,2,1,"","",250,0
489,"LootFilterMediumGreyUpsideDownHouse",2,2,1,"","",250,0
490,"LootFilterSmallGreyUpsideDownHouse",2,2,1,"","",250,0
491,"LootFilterLargeOrangeUpsideDownHouse",2,2,1,"","",250,0
492,"LootFilterMediumOrangeUpsideDownHouse",2,2,1,"","",250,0
493,"LootFilterSmallOrangeUpsideDownHouse",2,2,1,"","",250,0
494,"LootFilterLargePinkUpsideDownHouse",2,2,1,"","",250,0
495,"LootFilterMediumPinkUpsideDownHouse",2,2,1,"","",250,0
496,"LootFilterSmallPinkUpsideDownHouse",2,2,1,"","",250,0
497,"LootFilterLargePurpleUpsideDownHouse",2,2,1,"","",250,0
498,"LootFilterMediumPurpleUpsideDownHouse",2,2,1,"","",250,0
499,"LootFilterSmallPurpleUpsideDownHouse",2,2,1,"","",250,0
500,"DeliriumBoss1",2,2,1,"","",250,0
501,"DeliriumBossFinal",2,2,1,"","",250,0
502,"HarvestSeedCache",2,2,1,"","",250,0
503,"HarvestOshabiBoss",2,2,1,"","",250,0
504,"HarvestCollectorNeutral",2,2,1,"","",250,0
505,"HarvestCollectorPurple",2,2,1,"","",250,0
506,"HarvestCollectorBlue",2,2,1,"","",250,0
507,"HarvestCollectorYellow",2,2,1,"","",250,0
508,"HarvestCondenserNeutral",2,2,1,"","",250,0
509,"HarvestCondenserPurple",2,2,1,"","",250,0
510,"HarvestCondenserBlue",2,2,1,"","",250,0
511,"HarvestCondenserYellow",2,2,1,"","",250,0
512,"HarvestStanchionNeutral",2,2,1,"","",250,0
513,"HarvestStanchionPurple",2,2,1,"","",250,0
514,"HarvestStanchionBlue",2,2,1,"","",250,0
515,"HarvestStanchionYellow",2,2,1,"","",250,0
516,"HarvestDisperserNeutral",2,2,1,"","",250,0
517,"HarvestDisperserPurple",2,2,1,"","",250,0
518,"HarvestDisperserBlue",2,2,1,"","",250,0
519,"HarvestDisperserYellow",2,2,1,"","",250,0
520,"HarvestHorticraftingStation",2,2,1,"","",250,0
521,"HarvestPlantBoosterBlue",2,2,1,"","",250,0
522,"HarvestPlantBoosterRed",2,2,1,"","",250,0
523,"HarvestPlantBoosterGreen",2,2,1,"","",250,0
524,"HarvestPlantBoosterWhite",2,2,1,"","",250,0
525,"HeistAgility",2,2,1,"","",250,0
526,"HeistBruteforce",2,2,1,"","",250,0
527,"HeistCounterThaumaturge",2,2,1,"","",250,0
528,"HeistDeception",2,2,1,"","",250,0
529,"HeistDemolition",2,2,1,"","",250,0
530,"HeistEngineering",2,2,1,"","",250,0
531,"HeistLockpicking",2,2,1,"","",250,0
532,"HeistPerception",2,2,1,"","",250,0
533,"HeistTrapDisarmament",2,2,1,"","",250,0
534,"HeistVaultBreaking",2,2,1,"","",250,0
535,"HeistSumgglersCache",2,2,1,"","",250,0
536,"HeistSpottedPatrol",2,2,1,"","",250,0
537,"HeistSpottedMiniBoss",2,2,1,"","",250,0
538,"HeistDisplayCase",3,4,1,"","",250,0
539,"HeistEscapeRoute",3,4,1,"","",250,0
540,"HeistPathChest",2,2,1,1,"",250,0
541,"RewardChestGeneric",2,2,1,1,"",250,0
542,"RewardChestCurrency",2,2,1,1,"",250,0
543,"RewardChestUnique",2,2,1,1,"",250,0
544,"RewardChestGems",2,2,1,1,"",250,0
545,"RewardChestMaps",2,2,1,1,"",250,0
546,"RewardChestTrinkets",2,2,1,1,"",250,0
547,"RewardChestArmour",2,2,1,1,"",250,0
548,"RewardChestWeapons",2,2,1,1,"",250,0
549,"RewardChestAbyss",2,2,1,1,"",250,0
550,"RewardChestPerandus",2,2,1,1,"",250,0
551,"RewardChestHarbinger",2,2,1,1,"",250,0
552,"RewardChestBreach",2,2,1,1,"",250,0
553,"RewardChestEssence",2,2,1,1,"",250,0
554,"RewardChestFragment",2,2,1,1,"",250,0
555,"RewardChestFossil",2,2,1,1,"",250,0
556,"RewardChestProphecy",2,2,1,1,"",250,0
557,"RewardChestDivination",2,2,1,1,"",250,0
558,"RewardChestTalisman",2,2,1,1,"",250,0
559,"RewardChestLabyrinth",2,2,1,1,"",250,0
560,"RewardChestLegion",2,2,1,1,"",250,0
561,"RewardChestDelirium",2,2,1,1,"",250,0
562,"RewardChestMetamorph",2,2,1,1,"",250,0
563,"RewardChestBlight",2,2,1,1,"",250,0
564,"RewardChestExpedition",2,2,1,1,"",250,0
565,"RewardChestHeist",2,2,1,1,"",250,0
566,"RewardChestRitual",2,2,1,1,"",250,0
567,"HeistStockpile",2,2,1,"","",250,0
568,"RitualRune",2,2,1,"","",250,0
569,"HarvestPortal",2,2,1,"","",250,0
570,"RitualRuneFinished",2,2,1,"","",250,0
571,"UltimatumAltar",2,2,1,"","",250,0
572,"UltimatumCaptureRune",3,4,1,"","",250,0
573,"FlaskFountainFull",2,2,"","","",250,0
574,"FlaskFountainEmpty",2,2,"","","",250,0
575,"ExpeditionStash",2,2,1,"","",250,0
576,"ExpeditionDetonator",3,3,1,"","",250,3
577,"ExpeditionDynamite",3,3,1,1,"",250,2
578,"ExpeditionChest1",2,2,1,1,"",250,2
579,"ExpeditionChest2",2,2,1,1,"",250,2
580,"ExpeditionChest3",2,2,1,1,"",250,2
581,"ExpeditionBoss",3,3,1,"","",250,3
582,"ExpeditionRegularMonster",2,2,1,1,"",250,0
583,"ExpeditionLeagueSpecificMonster",2,2,1,1,"",250,0
584,"ExpeditionEliteMonster",2,2,1,1,"",250,1
585,"ExpeditionCavernEntrance",2,2,1,"","",250,0
586,"HellscapePaleBoss",2,2,1,"","",250,0
587,"HellscapeDemonBoss",2,2,1,"","",250,0
588,"HellscapeFleshBoss",2,2,1,"","",250,0
589,"RoyaleBrutusActive",3,3,1,"","",100000,5
590,"RoyaleBrutusDormant",3,3,1,"","",100000,5
591,"Archnemesis",2,2,1,"","",150,0
592,"CleansingFireAltar",3,3,1,"","",250,0
593,"TangleAltar",3,3,1,"","",250,0
594,"BreachBoss",3,3,1,"","",250,3
595,"Sentinel",2,2,1,"","",150,0
596,"SentinelLocker",2,2,1,"","",250,0
597,"LakeStampingDevice",2,2,1,"","",150,0
598,"LakeReflectionDevice",2,2,1,"","",150,0
599,"Sanctum",2,2,1,"","",250,0
600,"SanctumDeferral",2,2,1,"","",150,0
601,"SanctumPact",2,2,1,"","",150,0
602,"SanctumFountain",2,2,1,"","",150,0
603,"SanctumRelicCorruptionDevice",2,2,1,"","",150,0
604,"SanctumMap",2,2,1,"","",150,0
605,"SanctumRelicAltar",2,2,1,"","",150,0
606,"SanctumRelicLocker",2,2,1,"","",250,0
607,"Crucible",2,2,1,"","",250,0
608,"CrucibleForge",2,2,1,"","",150,0
