"rownum","BaseItemTypesKey","GrantedEffectsKey","Str","Dex","Int","GemTagsKeys","VaalVariant_BaseItemTypesKey","IsVaalVariant","Description","Consumed_ModsKey","GrantedEffectsKey2","MinionGlobalSkillLevelStat","SupportSkillName","IsSupport","bool","bool","bool","bool","bool","AwakenedVariant","RegularVariant","GrantedEffectHardMode","rid","i32","ItemExperienceType"
216,6057,2667,0,100,0,"[29,48,10,16]","","","Supports any skill gem. Once this gem reaches level 2 or above, will raise the quality of supported gems. Cannot support skills that don't come from gems.",13706,"","","",1,"","","",1,1,472,"","","",2,13
217,6058,2669,60,0,40,"[12,9,25,4,14,0]",6059,"","","","","","","","","","",1,1,"","","","",1,7
218,6059,7604,60,0,40,"[12,9,25,4,14,15,24,0]","",1,"","",2669,"","","","","","",1,1,"","","","",1,7
219,6060,2672,0,60,40,"[12,10,25,4,14,1]",6061,"","","","","","","","","","",1,1,"","","","",2,7
220,6061,7605,0,60,40,"[12,10,25,4,14,15,24,1]","",1,"","",2672,"","","","","","",1,1,"","","","",2,7
221,6062,2675,0,0,100,"[12,11,25,4,14,2]",6063,"","","","","","","","","","",1,1,"","","","",3,7
222,6063,7606,0,0,100,"[12,11,25,4,14,15,24,2]","",1,"","",2675,"","","","","","",1,1,"","","","",3,7
223,6064,2678,0,0,100,"[11,25,4,14,15,2]",6101,"","","","","","","","","","",1,1,"","","","",3,4
224,6101,2689,0,0,100,"[11,25,4,14,15,24,2]","",1,"","",2678,"","","","","","",1,1,"","","","",3,4
225,6065,2750,0,0,100,"[11,25,4,14,0,30]",6114,"","","","","","","","","","",1,1,"","","","",3,8
226,6114,2751,0,0,100,"[11,25,4,14,24,0,30]","",1,"","",2750,"","","","","","",1,1,"","","","",3,8
227,6066,2800,0,100,0,"[10,25,13,5,6]","","","","","","","","","","","",1,1,"","","","",2,4
228,6067,2152,0,0,100,"[11,25,4,5,14,2]","","","","","","","","","","","",1,1,"","","","",3,8
229,6068,2820,0,60,40,"[21,10,25,4,14,15]","","","","","","","","","","","",1,1,"","","","",2,0
230,6069,2821,0,0,100,"[11,25,4,18,14,0]","","","","","","","","","","","",1,1,"","","","",3,1
231,6070,2822,0,100,0,"[5,13,33,3,10,16]","","","Supports projectile attack skills.",13707,"","","",1,"","","",1,1,455,"","","",2,6
232,6071,2823,0,0,100,"[11,25,4,8,15,0]","","","","","","","","","","","",1,1,"","","","",3,1
233,6072,2856,0,0,100,"[11,25,4,14,0,15]","","","","","","","","","","","",1,1,"","","","",3,4
234,6073,2876,0,0,100,"[29,48,11,16]","","","Supports any skill gem. Once this gem reaches level 2 or above, will apply a cost & reservation multiplier to supported gems. Cannot support skills that don't come from gems.",13708,"","","",1,"","","",1,1,471,"","","",3,13
235,6074,2884,0,60,40,"[10,25,4,14,15,3]","","","","","","","","","","","",1,1,"","","","",2,5
236,6075,2918,0,0,100,"[8,11,25,4,15]","","","","","","","","","","","",1,1,"","","","",3,4
237,6076,2927,0,0,100,"[8,11,25,4,15]","","","","","","","","","","","",1,1,"","","","",3,4
238,6077,5129,0,0,100,"[8,11,25,4,15]","","","","","","","","","","","",1,1,"","","","",3,4
239,6078,2932,0,0,100,"[11,25,4,14,1,33]","","","","","","","","","","","",1,1,"","","","",3,8
240,6102,3289,0,60,40,"[10,16,15]","","","Supports any skill that hits enemies.",13745,"","","",1,"","","",1,1,"","","","",2,6
241,6104,3290,100,0,0,"[9,25,13,5,14,7,36,0]",6581,"","","","","","","","","","",1,1,"","","","",1,0
242,6079,3317,0,0,100,"[8,11,25,4,15]","","","","","","","","","","","",1,1,"","","","",3,7
243,6113,3321,60,40,0,"[9,25,13,7,36]","","","","","","","","","","","",1,1,"","","","",1,0
244,6115,9095,0,40,60,"[21,11,25,4,5,0,14,12,38]","","","","","","","","","","","",1,1,"","","","",3,8
245,6116,3454,0,100,0,"[10,25,13,5,6]","","","","","","","","","","","",1,1,"","","","",2,8
246,6118,3488,60,0,40,"[9,16,12]","","","Supports aura skills that affect you and allies, increasing the aura's effect on allies, but preventing it from affecting you at all. Cannot support curse auras, or other auras that only affect enemies. Cannot support skills used by totems.",13737,"","","",1,"","","",1,1,441,"","","",1,9
247,6119,3489,100,0,0,"[9,25,4,14,15,31]","","","","","","","","","","","",1,1,"","","","",1,5
248,6120,3490,60,0,40,"[9,25,4,14,0,31,15]","","","","","","","","","","","",1,1,"","","","",1,5
249,6121,3491,0,60,40,"[10,25,4,14,1,31]","","","","","","","","","","","",1,1,"","","","",2,5
250,6122,3492,0,0,100,"[11,25,4,14,15,2,31]","","","","","","","","","","","",1,1,"","","","",3,5
251,6123,3493,0,100,0,"[10,25,4,31,8,3,33]","","","","","","","","","","","",1,1,"","","","",2,5
252,6124,3494,60,0,40,"[9,25,4,31,8,15,33]","","","","","","","","","","","",1,1,"","","","",1,5
253,6125,3502,0,100,0,"[33,10,25,4,17,43]","","","","","","","","","","","",1,1,"","","","",2,5
254,6126,3700,0,0,100,"[11,25,4,14,2,30]","","","","","","","","","","","",1,1,"","","","",3,0
255,6127,3700,0,0,100,"[11,25,4,14,2,30]","","","","","","","","","","","",1,1,"","","","",3,12
256,6128,3750,0,0,100,"[11,25,4,14,2]","","","","","","","","","","","",1,1,"","","","",3,0
257,6129,3796,0,0,100,"[11,25,4,14,2]","","","","","","","","","","","",1,1,"","","","",3,0
258,6132,4008,0,0,100,"[11,25,13,5,14]","","","","","","","","","","","",1,1,"","","","",3,8
259,6133,2357,100,0,0,"[9,25,13,14,2,40,7]","","","","","","","","","","","",1,1,"","","","",1,9
260,6131,4019,0,100,0,"[10,25,13,8,15,22,35,6]","","","","","","","","","","","",1,1,"","",4021,"",2,3
261,6130,4023,0,100,0,"[10,25,13,8,15,22,35,6]","","","","","","","","","","","",1,1,"","","","",2,3
262,5959,4108,0,100,0,"[26,10,25,13,7,36,33]","","","","","","","","","","","",1,1,"","","","",2,1
263,5961,4110,100,0,0,"[26,9,25,13,14,33,7]","","","","","","","","","","","",1,1,"","","","",1,1
264,5897,4112,60,0,40,"[9,25,13,7,36,14,15,2,18]","","","","","","","","","","","",1,1,"","","","",1,4
265,6134,4122,40,0,60,"[2,33,11,16]","","","Supports any skill that hits enemies.",13709,"","","",1,"","","",1,1,"","","","",3,6
266,5960,4131,100,0,0,"[26,9,25,13,14,33,7]","","","","","","","","","","","",1,1,"","","","",1,7
267,6135,4139,0,0,100,"[11,25,3,8,4,28]","","","","","","","","","","","",1,1,"","","","",3,10
268,6136,4142,0,60,40,"[47,10,25,1,8,4,28]","","","","","","","","","","","",1,1,"","","","",2,10
269,6137,4145,60,0,40,"[9,25,0,8,4,28]","","","","","","","","","","","",1,1,"","","","",1,10
270,6138,5152,0,40,60,"[11,25,2,8,4,28]","","","","","","","","","","","",1,1,"","","","",3,10
271,6139,4184,0,0,100,"[11,16,42,12]","","","Supports hex curse skills, turning them into auras that will apply their effect to all enemies in an area around you.",13672,"","","",1,"","","",1,1,458,"","","",3,9
272,6140,4186,60,0,40,"[9,25,13,14,1,40,7]","","","","","","","","","","","",1,1,"","","","",1,8
273,6141,4203,60,40,0,"[27,9,25,14,15]","","","","","","","","","","","",1,1,"","","","",1,7
274,6142,4253,100,0,0,"[27,9,25,14,15,0,13,26,7]","","","","",9616,"","","","","","",1,1,"","","","",1,10
275,6145,4341,0,0,100,"[11,25,4,22,15,0,35,37]","","","","","","","","","","","",1,1,"","",4342,"",3,3
276,6147,4385,60,0,40,"[13,9,25,7,36]","","","","","","","","","","","",1,1,"","","","",1,1
277,6148,4386,100,0,0,"[13,9,16,7]","","","Supports melee attack skills that are not triggered.",13738,"","","",1,"","","",1,1,"","","","",1,9
278,6146,4404,0,100,0,"[10,25,13,5,7,36,1]","","","","","","","","","","","",1,1,"","","","",2,0
279,6149,4452,0,100,0,"[1,10,16]","","","Supports any skill you use to hit enemies yourself. Cannot support skills used by totems, traps, or mines.",13642,"","","",1,"","","",1,1,"","","","",2,9
280,6150,4453,0,100,0,"[1,10,16]","","","Supports any skill that deals damage.",13651,"","","",1,"","","",1,1,"","","","",2,9
281,6151,4454,0,0,100,"[2,11,16,15]","","","Supports any skill you use to hit enemies yourself. Cannot support skills used by totems, traps, or mines.",13649,"","","",1,"","","",1,1,"","","","",3,9
282,6152,4456,0,0,100,"[11,25,4,14,0,5,18]","","","","","","","","","","","",1,1,"","","","",3,0
283,6153,4496,0,60,40,"[10,16,20,21]","","","Supports skills which throw Traps or Mines.",13710,"","","",1,"","","",1,1,"","","","",2,6
284,6155,4516,40,60,0,"[10,25,13,7,36,2,1,0,5,14,18,45]","","","","","","","","","","","",1,1,"","","","",2,8
285,6154,4523,0,60,40,"[20,10,25,4,14,1]","","","","","","","","","","","",1,1,"","","","",2,8
286,6157,4611,0,100,0,"[0,10,25,13,14,5,6]","","","","","","","","","","","",1,1,"","","","",2,8
287,6156,4630,0,100,0,"[2,10,25,13,5,14,6]","","","","","","","","","","","",1,1,"","","","",2,0
288,6160,4637,0,0,40,"[11,25,4,5,14,15]","","","","","","","","","","","",1,1,"","","","",3,0
289,6158,4639,0,100,0,"[47,10,25,4,14,33,15]","","","","","","","","","","","",1,1,"","","","",2,8
290,6161,4651,0,100,0,"[47,10,25,4,14,15,33]",6163,"","","","","","","","","","",1,1,"","","","",2,4
291,6163,8087,0,100,0,"[47,10,25,4,14,15,24,33]","",1,"","",4651,"","","","","","",1,1,"","","","",2,4
292,6162,5480,0,100,0,"[47,10,25,4,14,15,33]","","","","","","","","","","","",1,1,"","","","",2,12
293,6164,4673,0,0,100,"[11,25,4,14,15,1,44]","","","","","","","","","","","",1,1,"","","","",3,1
294,6159,4511,0,100,0,"[10,25,13,5,19,6]","","","","","","","","","","","",1,1,"","","","",2,4
295,6165,4701,0,0,100,"[2,11,25,4,14,18,44]","","","","","","","","","","","",1,1,"","","","",3,1
296,6166,4743,60,40,0,"[9,25,8,4,28,33]","","","","","","","","","","","",1,1,"","","","",1,10
297,6167,4774,0,0,100,"[11,25,4,14,2]","","","","","","","","","","","",1,1,"","","","",3,5
298,6169,4777,100,0,0,"[9,25,13,14,15,40,7]",6227,"","","","","","","","","","",1,1,"","","","",1,8
299,6168,4805,0,100,0,"[47,10,16]","","","Supports any skill that hits enemies.",13711,"","","",1,"","","",1,1,"","","","",2,9
300,6170,4807,0,40,60,"[11,25,4,14,15,3]","","","","","","","","","","","",1,1,"","","","",3,1
301,6171,4810,0,0,100,"[11,25,4,14,15,3,30]","","","","","","","","","","","",1,1,"","","","",3,3
302,6172,5100,0,0,100,"[11,25,4,3,14,30,15]",6228,"","","","","","","","","","",1,1,"","","","",3,0
303,6173,4818,0,40,60,"[11,25,4,5,15,3,14]","","","","","","","","","","","",1,1,"","","","",3,4
304,6177,4830,0,100,0,"[10,25,4,5]","","","","","","","","","","","",1,1,"","","","",2,0
305,6174,4838,0,60,40,"[3,10,16]","","","Supports any skill that deals damage.",13712,"","","",1,"","","",1,1,454,"","","",2,2
306,6175,4839,0,0,100,"[4,47,11,16]","","","Supports attack skills, or spell skills that deal damage.",13740,"","","",1,"","","",1,1,460,"","","",3,6
307,6176,4840,0,100,0,"[10,16,15]","","","Supports any skill that has a duration, or can hit enemies to inflict ailments on them.",13713,"","","",1,"","","",1,1,453,"","","",2,9
308,6178,4847,0,60,40,"[20,10,16]","","","Supports traps skills, making them throw extra traps randomly around the targeted location.",13714,"","","",1,"","","",1,1,"","","","",2,11
309,6182,4848,100,0,0,"[9,25,13,19,7,36]","","","","","","","","","","","",1,1,"","","","",1,1
310,6183,5167,100,0,0,"[9,25,13,19,14,7]","","","","","","","","","","","",1,1,"","","","",1,4
311,6184,5168,100,0,0,"[9,25,13,19,14,40,7]",6231,"","","","","","","","","","",1,1,"","","","",1,8
312,6179,9624,100,0,0,"[9,25,13,14,40,7]","","","","","","","","","","","",1,1,"","","","",1,4
313,6180,5042,0,0,100,"[11,25,4,5,1]","","","","","","","","","","","",1,1,"","","","",3,0
314,6181,5069,0,0,100,"[11,25,4,14,1,15,38]","","","","","","","","","","","",1,1,"","","","",3,8
315,6185,5098,0,0,100,"[11,16]","","","Supports any skill that hits or burns enemies, or inflicts elemental ailments.",13715,"","","",1,"","","",1,1,462,"","","",3,6
316,6186,5099,0,40,60,"[11,16,21]","","","Supports skills which throw mines.",13716,"","","",1,"","","",1,1,"","","","",3,11
317,6187,5111,0,100,0,"[20,10,16]","","","Supports skills which throw traps.",13717,"","","",1,"","","",1,1,"","","","",2,9
318,6348,5177,0,0,100,"[11,25,4,14]","","","","","","","","","","","",1,1,"","","","",3,12
319,6206,5180,0,0,100,"[8,11,25,4,14,18,3,38]","","","","","","","","","","","",1,1,"","","","",3,8
320,6188,5274,0,0,100,"[11,25,4,0,15,30]","","","","","","","","","","","",1,1,"","","","",3,4
321,6189,5653,0,40,60,"[11,16,30,4,26]","","","Must support both a channelling skill and a non-channelling spell skill to work. The channelling skill will trigger a spell periodically while channelling. Cannot support skills used by totems, traps, or mines. Vaal skills and skills with a reservation cannot be triggered.",13718,5655,"","",1,"","","",1,1,459,"","","",3,11
322,6190,5776,33,33,33,[16],"","","","","","","",1,"","","",1,1,"","","","",4,11
323,5958,5780,0,0,100,"[11,25,4,8,15,30]","","","","","",10243,"","","","","",1,1,"","","","",3,3
324,6191,6053,40,0,60,"[0,11,16,14]","","","Supports any skill that hits enemies.",13719,"","","",1,"","","",1,1,"","","","",3,11
325,6192,6054,100,0,0,"[13,33,9,16]","","","Supports attack skills. Cannot support skills that create minions.",13720,"","","",1,"","","",1,1,"","","","",1,0
326,6193,6056,0,100,0,"[3,10,16]","","","Supports any skill that hits enemies.",13650,"","","",1,"","","",1,1,"","","","",2,0
327,6194,6057,0,60,40,"[10,16]","","","Supports any skill that hits enemies.",13721,"","","",1,"","","",1,1,450,"","","",2,6
328,6195,6629,50,50,0,"[9,16]","","","","","","","",1,"","","",1,1,"","","","",1,0
329,6196,6674,0,40,60,"[3,11,16]","","","Supports any skill that hits enemies.",13722,"","","",1,"","","",1,1,"","","","",3,11
330,6197,6675,0,0,100,"[11,16,15]","","","Supports any skill that deals damage or has a duration.",13723,"","","",1,"","","",1,1,"","","","",3,2
331,6198,6676,0,100,0,"[10,16]","","","Supports any skill that hits enemies.",13661,"","","",1,"","","",1,1,"","","","",2,11
332,6199,6677,100,0,0,"[13,33,9,16]","","","Supports attack skills, or other skills that can maim enemies.",13724,"","","",1,"","","",1,1,"","","","",1,2
333,6200,6679,40,0,60,"[0,11,16]","","","Supports any skill that hits enemies.",13725,"","","",1,"","","",1,1,"","","","",3,11
334,6201,6680,0,40,60,"[11,16]","","","Supports any skill that hits enemies or inflicts ailments",13726,"","","",1,"","","",1,1,468,"","","",3,2
335,6202,6681,100,0,0,"[33,9,16]","","","Supports any skill that deals damage.",13727,"","","",1,"","","",1,1,437,"","","",1,11
336,6203,7145,100,0,0,"[40,9,16,7,13,36]","","","Supports melee strike or slam skills. Every third time you use a supported attack, that use of the skill will be more powerful.",13728,"","","",1,"","","",1,1,"","","","",1,0
337,6204,7146,40,60,0,"[13,10,16,15]","","","Supports attack skills that aren't triggered.",13729,"","","",1,"","","",1,1,"","","","",2,0
338,6205,7147,0,0,100,"[46,11,16,4,15]","","","Each supported spell will track how much mana you spend on it, granting a buff when the total mana spent reaches a threshold. Cannot support skills used by totems, traps, mines or skills with a reservation.",13730,"","","",1,"","","",1,1,"","","","",3,0
339,6208,7463,100,0,0,"[9,25,13,14,0,7]","","","","","","","","","","","",1,1,"","","","",1,8
340,6209,7465,0,60,40,"[10,25,4,14,0,15,5]","","","","","","","","","","","",1,1,"","","","",2,8
341,6210,7522,0,40,60,"[11,25,22,4,14,0,35]","","","","","","","","","","","",1,1,"","","","",3,3
342,6211,7557,40,60,0,"[25,4,5,30,14]","","","","","","","","","","","",1,1,"","","","",4,12
343,6212,7616,100,0,0,"[0,9,25,13,14,40,7]","","","","","","","","","","","",1,1,"","","","",1,8
344,6213,7672,0,0,100,"[11,16,30,15]","","","Supports any channelling skill, protecting you from damage while you channel it.  Cannot support skills used by totems. Cannot modify the skills of minions.",13746,"","","",1,"","","",1,1,"","","","",3,1
345,6214,7673,0,100,0,"[10,16,5]","","","Supports skills that fire projectiles from the user. Does not affect projectiles fired from other locations as secondary effects.",13747,"","","",1,"","","",1,1,"","","","",2,1
346,6215,7675,0,0,100,"[14,4,11,16]","","","Supports spell skills that apply an effect to an area around a targeted location. Cannot support Vaal skills or skills used by totems, traps, or mines. Cannot modify the skills of minions.",13749,"","","",1,"","","",1,1,466,"","","",3,1
347,6216,7677,100,0,0,"[9,16,7,13,36]","","","Supports melee strike skills, causing them to also strike at extra targets simultaneously. The extra targets must be a minimum distance from the user. If supporting a minion attack skill, the minion's skills will not also strike extra targets. Cannot support Vaal skills or triggered skills.",13750,"","","",1,"","","",1,1,436,"","","",1,1
348,6217,7679,0,0,100,"[11,16,8]","","","Supports skills that can hit enemies, or create minions. When those skills or minions kill enemies, or hit rare or unique enemies they will have a chance to summon a Phantasm minion, which uses a piercing projectile spell that deals physical damage.",13751,"","","",1,"","","",1,1,"","","","",3,1
349,6218,7709,0,100,0,"[6,13,10,16,15]","","","Supports attack skills that can be used with bows. Supported skills can only be used with bows. Cannot support Vaal skills, minion skills, movement skills, or skills used by totems, traps, or mines.",13752,"","","",1,"","","",1,1,"","","","",2,1
350,6219,1042,60,0,40,"[9,25,4,14,15,17,33,42]","","","","","","","","","","","",1,1,"","","","",1,7
351,6220,8050,33,33,34,"[29,25]","","","","","","","","","","","",1,1,"","","","",4,12
352,6221,8062,0,60,40,"[20,10,25,4,14,0,33]","","","","","","","","","","","",1,1,"","","","",2,0
353,6222,8069,0,40,60,"[20,11,25,4,15,14,1]","","","","","","","","","","","",1,1,"","","","",3,3
354,6223,8063,0,60,40,"[20,10,25,4,15,14,0]","","","","","","","","","","","",1,1,"","","","",2,8
355,6224,8066,0,40,60,"[20,47,11,25,4,15,14,2]","","","","","","","","","","","",1,1,"","","","",3,8
356,6225,8071,0,60,40,"[20,10,25,4,15,14,33]","","","","","","","","","","","",1,1,"","","","",2,8
357,6226,8080,0,0,100,"[11,25,4,15,8,24]","",1,"","",2918,"","","","","","",1,1,"","","","",3,4
358,6227,8189,100,0,0,"[9,25,13,14,15,24,40,7]","",1,"","",4777,"","","","","","",1,1,"","","","",1,8
359,6228,8086,0,0,100,"[11,25,4,3,14,15,24,38,30]","",1,"","",5100,"","","","","","",1,1,"","","","",3,0
360,6229,8099,0,60,40,"[47,10,16,20]","","","Supports skills which throw traps.",13753,"","","",1,"","","",1,1,"","","","",2,9
361,6230,9122,0,40,60,"[47,11,16,21]","","","Supports skills which throw mines.",13771,"","","",1,"","","",1,1,"","","","",3,9
362,6231,8149,100,0,0,"[9,25,13,19,14,24,7,40]","",1,"","",5168,"","","","","","",1,1,"","","","",1,8
363,6232,8190,60,0,40,"[0,9,25,13,14,22,15,40,7]","","","","","","","","","","","",1,1,"","","","",1,8
364,6233,8193,60,0,40,"[2,9,25,13,14,15,7,36,12]",6587,"","","","","","","","","","",1,1,"","","","",1,0
365,6234,8310,0,100,0,"[10,25,13,5,30,3,6]","","","","","","","","","","","",1,1,"","","","",2,8
366,6235,8317,0,100,0,"[10,25,13,14,3,15,5,6]","","","","","","","","","","","",1,1,"","","","",2,4
367,6236,8323,40,0,60,"[11,25,8,4]","","","","","","","","","","","",1,1,"","","","",3,1
368,6237,8433,0,100,0,"[3,33,13,10,16,15]","","","Supports attack skills.",13754,"","","",1,"","","",1,1,"","","","",2,11
369,6238,8463,0,40,60,"[1,11,16]","","","Supports any skill that can chill enemies or create chilling areas.",13755,"","","",1,"","","",1,1,"","","","",3,11
370,6239,8488,0,0,100,"[1,11,25,4,30,14,15,5,44]","","","","","","","","","","","",1,1,"","","","",3,8
371,6240,8498,60,40,0,"[9,25,13,14,33,7]","","","","","","","","","","","",1,1,"","","","",1,4
372,6241,8499,40,60,0,"[10,25,13,5,33]","","","","","","","","","","","",1,1,"","","","",2,8
373,6242,8501,0,0,100,"[2,11,25,4,14,18,15,32]","","","","","","","","","","","",1,1,"","","","",3,4
374,6243,8505,100,0,0,"[9,25,14,4,15,12,33,39]","","","","","","","","","","","",1,1,"","","","",1,1
375,6244,8506,100,0,0,"[9,25,14,4,15,12,33,39]","","","","","","","","","","","",1,1,"","","","",1,7
376,6245,8517,40,60,0,"[10,25,13,5,14,33]","","","","","","","","","","","",1,1,"","","","",2,4
377,6246,8519,60,0,40,"[19,9,16]","","","Supports skills which summon totems.",13756,"","","",1,"","","",1,1,"","","","",1,11
378,6247,8544,40,0,60,"[11,25,4,14,0,15,32]","","","","","","","","","","","",1,1,"","","","",3,8
379,6248,8546,40,0,60,"[32,11,25,4]","","","","","","","","","","","",1,1,"","","","",3,14
380,6249,8774,40,0,60,"[0,11,25,4,14,15,33]","","","","","","","","","","","",1,1,"","","","",3,0
381,6250,8780,0,0,100,"[3,11,25,4,14,15,5]","","","","","","","","","","","",1,1,"","","","",3,8
382,6251,8824,0,0,100,"[3,26,11,25,4,14,15,42]","","","","",8825,"","","","","","",1,"","","","","",3,7
383,6255,8829,0,0,100,"[11,16]","","","Supports any skill that hits enemies, causing those hits to leech energy shield based on damage dealt.",13757,"","","",1,"","","",1,1,"","","","",3,9
384,6254,8826,40,0,60,"[0,2,11,25,4,14,15,33]","","","","","","","","","","","",1,1,"","","","",3,5
385,6256,8830,0,0,100,"[12,47,11,25,4,14]","","","","","","","","","","","",1,1,"","","","",3,7
386,6253,8832,40,0,60,"[2,11,25,4,14,30,33]","","","","","","","","","","","",1,1,"","","","",3,8
387,6258,8834,0,40,60,"[12,11,25,4,14]","","","","","","","","","","","",1,1,"","","","",3,7
388,6257,8836,0,0,100,"[11,16]","","","","","","","",1,"","","",1,1,"","","","",3,11
389,6259,8902,0,0,100,"[14,4,11,16]","","","Supports spell skills that you cast yourself. Cannot support triggered skills, Vaal skills, instant skills, channelling skills, skills with a reservation or which create minions, or skills used by totems, traps, or mines.",13758,"","","",1,"","","",1,1,"","","","",3,9
390,6260,8903,0,0,100,"[4,11,16]","","","Supports spell skills, making their effect reoccur when cast. Cannot support skills with cooldowns, triggered skills, Brand skills, Vaal skills, channelling skills, skills with a reservation, or skills used by totems, traps, or mines. Cannot modify the skills of minions.",13759,"","","",1,"","","",1,1,469,"","","",3,11
391,6261,8922,100,0,0,"[9,25,4,15,34]","","","","","","","","","","","",1,1,"","","","",1,1
392,6262,9086,0,0,100,"[11,25,4,15,34,8]","","","","","","","","","","","",1,1,"","","","",3,12
393,6263,8925,0,100,0,"[10,25,4,22,35,37]","","","","","","","","","","","",1,1,"","",8926,"",2,1
394,6264,8931,0,100,0,"[9,25,13,15,14,7,6]","","","","","","","","","","","",1,1,"","","","",1,12
395,6265,8932,0,0,100,"[26,10,25,8,4,15]","","","","",8933,"","","","","","",1,1,"","","","",2,6
396,6266,8934,60,40,0,"[9,25,13,14,15,7]","","","","","","","","","","","",1,1,"","","","",1,8
397,6267,8936,60,40,0,"[29,9,25,4,41]","","","","","","","","","","","",1,1,"","","","",1,15
398,6268,8938,100,0,0,"[9,25,4]","","","","","","","","","","","",1,1,"","","","",1,10
399,6269,8939,60,40,0,"[33,9,25,13,14,40,7]","","","","","","","","","","","",1,1,"","","","",1,0
400,6270,8941,100,0,0,"[9,25,13,14,22,7]","","","","","","","","","","","",1,1,"","","","",1,4
401,6271,8944,100,0,0,"[9,25,13,7,36,33]","","","","","","","","","","","",1,1,"","","","",1,0
402,6272,8946,40,60,0,"[10,16,7,13,15]","","","Supports melee attack skills. Cannot support skills which create minions.",13763,"","","",1,"","","",1,1,"","","","",2,6
403,6273,8947,100,0,0,"[9,16,7,13,25,14]","","","Supports melee attack skills. Cannot support triggered attacks, attacks used by things other than you, or skills which create minions.",13764,8948,"","",1,"","","",1,1,"","","","",1,6
404,6274,8951,0,0,100,"[11,25,4,22,15,1,35,37,14]","","","","","","","","","","","",1,1,"","",8952,"",3,1
405,6275,8906,0,75,0,"[12,47,10,25,4,14]","","","","","","","","","","","",1,1,"","","","",2,3
406,6276,8971,60,40,0,"[9,25,4,12,14,41]","","","","","","","","","","","",1,1,"","","","",1,5
407,6277,8972,40,60,0,"[13,33,10,16]","","","Supports attack skills.",13760,"","","",1,"","","",1,1,"","","","",2,9
408,6278,8973,100,0,0,"[9,25,13,7,36,33]","","","","","","","","","","","",1,1,"","","","",1,0
409,6279,8974,100,0,0,"[9,25,4,14,12,33]","","","","","","","","","","","",1,1,"","","","",1,7
410,6280,9003,100,0,0,"[14,9,16,7,13]","","","Supports melee attack skills.",13761,"","","",1,"","","",1,1,"","","","",1,9
411,6281,9038,100,0,0,"[9,16,7,13]","","","Supports melee attack skills. Minions cannot gain rage.",13762,"","","",1,"","","",1,1,"","","","",1,6
412,6282,9079,0,60,40,"[47,10,25,13,5,3]","","","","","","","","","","","",1,1,"","","","",2,0
413,6283,9081,0,0,100,"[11,25,33,8,4,28]","","","","","","","","","","","",1,1,"","","","",3,10
414,6284,9084,0,60,40,"[10,25,35,14,3,22,37,4,15]","","","","","","","","","","","",1,1,"","","","",2,3
415,6285,9085,0,100,0,"[10,25,4,3,14]","","","","","","","","","","","",1,1,"","","","",2,7
416,6286,9087,0,0,100,"[11,16,8,15]","","","Supports skills which create Minions.",13765,"","","",1,"","","",1,1,"","","","",3,9
417,6287,9088,0,0,100,"[11,16,8,25,4,15]","","","Supports skills which create Minions.",13767,9089,"","",1,"","","",1,1,"","","","",3,6
418,6288,9090,0,60,40,"[10,25,13,7,36,22]","","","","","","","","","","","",1,1,"","","","",2,8
419,6289,9092,0,60,40,"[13,47,10,16]","","","Supports attack skills. Cannot support skills which create minions.",13768,"","","",1,"","","",1,1,"","","","",2,6
420,6290,9093,0,0,100,"[11,16,8]","","","Supports skills which create Minions.",13766,"","","",1,"","","",1,1,"","","","",3,9
421,6347,9094,0,60,40,"[10,25,13,22,5]","","","","","","","","","","","",1,1,"","","","",2,12
422,6291,9096,0,40,60,"[21,11,25,4,14,2,12,38]","","","","","","","","","","","",1,1,"","","","",3,0
423,6292,9098,0,40,60,"[20,21,11,25,4,8,1,2,14,12]","","","","","","","","","","","",1,1,"","","","",3,5
424,6293,9115,0,40,60,"[21,11,16,14,12]","","","Supports spells, or attacks that use bows or wands. Instead of using that skill, you will throw a mine that will use the skill for you when you detonate it. Mines cannot use channelling skills.",13657,"","","",1,"","","",1,1,"","","","",3,9
425,6340,9116,40,0,60,"[0,14,11,16,8]","","","Supports skills which create Minions.",13769,"","","",1,"","","",1,1,"","","","",3,2
426,6294,9118,0,60,40,"[10,25,13,7,36,14,15,3]","","","","","","","","","","","",1,1,"","","","",2,8
427,6295,9119,0,60,40,"[10,25,13,5,3,15]",6586,"","","","","","","","","","",1,1,"","","","",2,4
428,6296,9123,0,60,40,"[10,16,20,21]","","","Supports skills which throw Traps or Mines.",13770,"","","",1,"","","",1,1,"","","","",2,1
429,6297,9132,0,100,0,"[10,25,13,5,19,33,6]","","","","","","","","","","","",1,1,"","","","",2,1
430,6298,9133,0,100,0,"[6,13,10,16,5]","","","Supports bow attack skills that fire arrows forwards as projectiles. These skills will instead fire a payload arrow into the air to land at a targeted location. The supported skills' arrows will then fire out in a circle from where it lands. Cannot support skills that already fire arrows into the air, channelled skills, or skills that create Minions.",13732,"","","",1,"","","",1,1,446,"","","",2,2
431,6299,9135,0,100,0,"[6,13,10,16,5]","","","Supports projectile attack skills that use bows or wands. Cannot support triggered skills, channelled skills, or skills that create Minions.",13731,"","","",1,"","","",1,1,"","","","",2,11
432,6300,9136,0,100,0,"[10,25,13,5,14,6]","","","","","","","","","","","",1,1,"","","","",2,5
