"rownum","Id","i32","Text"
711,"TheTower",34707,"A tower built of the strongest stone is not eternal; a towering intellect is not enlightened."
712,"UniqueAmulet25",8917,"Combat is simple.\r\nKeep your blood in.\r\nTake theirs out."
713,"UniqueTwoHandAxe10",40973,"When a craving cannot be sated, any source will do."
714,"UniqueFlask11",38589,"The great city of storms, washed away by Vinktar's thirst for power."
715,"UniqueShieldInt6",23580,"Those who are skilled in combat do not become angered.\r\nThose who are skilled at winning do not become afraid. \r\nThus the wise win before they fight, \r\nwhile the ignorant fight to win."
716,"UniqueBootsInt7",41366,"The quick die young, the brilliant go mad,\r\nand the powerful stand alone in a wasteland of their own creation."
717,"UniqueJewel61",61141,"There's no motivation for genius\r\nquite like desperation."
718,"UniqueJewel61x",9590,"\""Prototype #298 must be contained in a non-conductive glass box at all times.\"""
719,"UniqueBow13",60509,"\""Exiled to the sea; what a joke. \r\nI'm more free than I've ever been.\""\r\n- Captain Weylam \""Rot-tooth\"" Roth of the Black Crest"
720,"UniqueGlovesStr6",21665,"Izaro was slow to see the treachery growing in his own court\r\nand powerless to stop it once he had;\r\na captain sailing his own ship into rocks."
721,"UniqueFlask12",15718,"Rancid, rotten, and wicked are those that dare to taste my serum."
722,"UniqueJewel62",39723,"When Voll took the throne,\r\nHe swore to care for the empire with eyes open.\r\nAnd so he looked to the salvation of his people,\r\nBlind to the damnation in his hands."
723,"UniqueJewel63",18689,"From north to south the sea of fire swept,\r\nRolling waves of gorging flame,\r\nGrowing taller and hungrier,\r\nWith every land they consumed."
724,"UniqueJewel64",57661,"As a boy, Rigwald was taught to hunt,\r\nThrough the first snows of winter,\r\nWhen beasts have gorged their fill,\r\nAnd see nothing but the long slumber ahead."
725,"UniqueJewel65",59481,"The Purity Rebels fought with heart and soul,\r\nTo free their empire from corruption.\r\nAnd the fires of war did merely serve,\r\nTo temper the steel of their spirits."
726,"UniqueStaff15",39746,"\""They spent a lifetime in the service of God, \r\nonly to spend eternity in the service of me.\"" \r\n- Kadavrus, Surgeon to the Umbra"
727,"TestingRing1_",48367,"546"
728,"TestingAxe1",12841,"547"
729,"TestingRing2",36914,"548"
730,"TestingRing3",24216,"549"
731,"TestingRing4",8441,"550"
732,"UniqueWand11",27340,"We forge order from the world around us\r\nWielding anarchy and destruction as our tools of genesis."
733,"UniqueGlovesStrDex7",50193,"Those who witness the shimmering scales of the wyrm\r\nknow only fear for the rest of their lives.\r\nFortunately, the rest of their lives\r\ncan be measured in seconds."
734,"UniqueSceptre11",45482,"Thousands gazed upon the doors of the great labyrinth,\r\nat an Eternal Champion in steel and gold, \r\nThe first to challenge its treacherous traps. \r\nTo mark the occasion, Izaro had the Champion's remains gilded."
735,"UniqueJewel66",40594,"The once-glorious emperor spent his final days\r\nimprisoned in his greatest creation;\r\na tool to filter out the unworthy\r\nthat pushed a monster to power."
736,"TheTwins",19020,"Two sides of a coin;\r\nHeads for a friend,\r\ntails a foe;\r\nGemini toss up"
737,"AnarchysPrice",6666,"<size:31>{Born of relentless fury and abhorrence, warped by turmoil and anguish, tainted through desire and carnality, I thirst for bloodshed once more.}"
738,"TheLich",59306,"When the dead raise and master their own, the land is truly lost."
739,"TheThaumaturgist",47884,"<size:31>{\""Mastery of thaumaturgy is like any other pursuit; it requires dedication and sacrifice. Sometimes several sacrifices.\""\r\n- Shavronne of Umbra}"
740,"TheAesthete",7200,"\""Some see our mortal flesh as a limitation. I see it as an opportunity for vast, miraculous improvements.\""\r\n- Shavronne of Umbra"
741,"TheEnlightended",2367,"Weaving the six,\r\na serpent stands tall.\r\nWearing a crown,\r\nthe thousand petals call."
742,"HuntersReward",7735,"To tame a beast, you first must subdue its heart."
743,"TheFletcher",18779,"Let these fine arrows pack a punch."
744,"TheSurveyor",56405,"Exploring lands made of flesh and sorrow, we'll reap and plunder like there's no tomorrow."
745,"BowyersDream",60536,"If this is my dream, I don't wish to wake."
746,"TheSurgeon",33308,"\""He might be lacking in vision, but his virtuosity is undeniable.\""\r\n- Malachai, on Maligaro"
747,"VolatilePower",62918,"Unlimited power is apt to corrupt the minds of those who possess it."
748,"LastHope",5956,"<size:31>{As their civilisation crumbled, the Vaal looked to their queen. In her, they saw a way out. In them, she saw a burden she was happy to free herself from.}"
749,"Hubris",22241,"\""This one? It is NOT for sale. You would sooner pry it from my lifeless hand.\""\r\n- Jonfé Darontos, Ringmaker"
750,"BlindVenture",47037,"\""It's risky not knowing where your wares come from. That's why I source my own.\""\r\n- Klayver, the Antiquarian"
751,"MercilessArmament",57599,"\""Through thick and thin,\r\nblood and bone,\r\na peaceful life\r\nis one I can't condone.\""\r\n- Tukohama, Father Of War"
752,"TheCartographer",56198,"<size:31>{My son, you lost your way before you arrived.\r\nTo never lose you again,\r\nI make a path in my heart.}"
753,"UniqueOneHandSword14",33378,"\""With this, I will weave the threads of fate \r\ninto a noose for our 'glorious' emperor.\""\r\n- Chitus Perandus"
754,"UniqueOneHandClaw11",57696,"Izaro saw himself not as a man,\r\nbut as a divine saviour trapped in a man's body."
755,"UniqueAmulet26",33621,"When slaughtered flesh falls silent,\r\nthe soul may yet scream on."
756,"UniqueTwoHandSword9",52778,"Take your partners by the hand,\r\nKeep your steps in time.\r\nSwing together, spin apart,\r\nAnd dance with death sublime."
757,"UniqueJewel67",27439,"A mage from the coast rode up on a broken nag, legs burnt to his bones.\r\nBefore he collapsed, he uttered:\r\n\""I watched the world we know end yesterday.\"""
758,"UniqueJewel68",406,"Chitus began to aggressively expand his empire\r\ninto neighbouring nations at great human cost. \r\nBut for absolute power, there is no price \r\nthat a Perandus won't pay."
759,"UniqueJewel69",37106,"Lioneye's men stood at the walls,\r\neyeing the savages that walked the beach below.\r\nWith a single word,\r\na thousand bodies, and ten thousand arrows,\r\nwould litter the sands."
760,"UniqueJewel70",19327,"Long after the Karui passed through,\r\nthe whispers of those who stood their ground\r\nat Lioneye's Watch could be heard amongst the rubble."
761,"UniqueBow14",25139,"The Eternals commanded an army that need not eat, sleep, or breathe\r\nwithout the usual depravities of necromancy."
762,"UniqueBow14x",39936,"\""Admittedly lacking the finesse of the fabled original,\r\nPrototype #4 achieved identical results through brute force alone.\"""
763,"UniqueWand12",286,"You can never truly tame the tempest.\r\nYou can barely even leash it."
764,"UniqueWand13",56478,"Every decade, Lunaris devours Solaris\r\nEach time, Solaris emerges from Lunaris, born anew."
765,"UniqueSceptre12",44453,"When God forged the rules of reality,\r\nhe stated that some forces cannot co-exist.\r\nHe then made man with an unequivocal\r\ndesire to disobey."
766,"UniqueSceptre13",63114,"In time, all becomes nothing.\r\nWe just expedite the process."
767,"UniqueSceptre14",28706,"Fight not the cold\r\nForsake hope\r\nBe still."
768,"UniqueSceptre14x",22695,"\""Attempt #2520: Been slaving away at this one for longer than I can remember.\r\nConvinced this assignment is retribution from my superior...\"""
769,"UniqueBelt18",47219,"\""They say a draught of fine spirits will ward off\r\nthe elements and promote a longer, merrier life.\r\nI have found this to be true on all counts.\"" \r\n- Zerphi of the Vaal"
770,"TheWarlord",25037,"To cure the Goddess,\r\nand break the chains of corruption,\r\nyou must shatter the world."
771,"TheDemoness",36516,"Wherever she went, death was sure to follow."
772,"TheTraitor",29749,"<size:31>{Sometimes an apprentice becomes a master through countless hours of hard work and practice.\r\nSometimes it happens by force.}"
773,"TheOffering",42933,"Eternal beauty has a cost, one which Shavronne was happy to pay with the lives of others."
774,"LostWorlds",11139,"<size:27>{\""There are worlds that lie beyond the edge of my page, the edge of my understanding. Worlds of wonder. Worlds of terror.\""\r\nAramil - Cartographer to Emperor Chitus}"
775,"TheLordInBlack",14911,"<size:27>{Thy knee shall bend\r\nin shifting dark,\r\nthy blade shall serve his vigil.\r\nThy oath shall bind thee\r\nto his mark,\r\nthy flesh shall bear his sigil.}"
776,"AMothersPartingGift",63306,"Nature was her domain,\r\nLove was her song,\r\nFamily was her devotion,\r\nKnowledge was her gift."
777,"TheBody",11616,"They say it is the head that leads, but all must flow through the body at some point."
778,"TurnTheOtherCheek",40804,"\""Only after one forsakes rage, can true power be found.\""\r\n- Sekhema Asenath"
779,"GlimmerOfHope",29192,"When you dwell in total darkness, even the faintest light may guide you out."
780,"TheEthereal",54359,"<size:30>{\""Long ago, people looked to the stars, believing they influenced us. Soon, it will be us who influence the stars.\""\r\n- Doryani, Queen's Thaumaturge}"
781,"UniqueTalisman1",40944,"In the light of Solaris, the shadows cower and hide.\r\nBut every night they gather and grow,\r\nand all but the strong and the stupid\r\nseek shelter from their grasp until daybreak."
782,"Talisman2_3",11269,"It's said to be noble to stand one's ground.\r\nTo soak the earth in stalwart blood.\r\nWhile the First Ones chose to laugh and run\r\nand caper with untamed glee.\r\n- The Wolven King"
783,"Talisman3_1",59950,"We Ezomytes are beasts of burden\r\nbearing wealth of an empire on our backs,\r\ngrowing lean and strong\r\nwhile our masters grow fat and weak.\r\n- The Wolven King"
784,"Talisman2_5",8087,"Fear the children of the First Ones.\r\nLet fear shield your back.\r\nAnd let the dullard speak of bravery\r\nwhen the First Ones come for him.\r\n- The Wolven King"
785,"Talisman2_6",57425,"The first ones live where they can, where they must.\r\nThey embrace the frost, the storm, the drought.\r\nWaxing and waning, breaking and mending,\r\nliving with time and happenstance, as must we.\r\n- The Wolven King"
786,"UniqueRing40",61582,"\""This thing is not a pet. It is a parasite that feeds on the very will of its host.\r\nLike any part of nightmare, it has found a way to make its price... acceptable.\""\r\n- Malachai the Soulless"
787,"UniqueAmulet27",32492,"\""I offer to you an eternal oath \r\nthat binds your heart to mine;\r\na bond that not even death will break.\r\nWill you accept?\""\r\n- Daresso, to his beloved"
788,"UniqueTalisman2",15609,"Long ago, the ocean was a puddle where a golden fish dwelt,\r\nwho lit the ocean from within and kept the water fresh.\r\nWhen the sky burned, the fish dived deep,\r\nnever to return, and the waters turned sour."
789,"UniqueTalisman3",58965,"Just as the rat cowers before the dog\r\nand the dog cowers before Man,\r\nso too should we cower before the First Ones\r\nand pray we never learn of what comes next."
790,"UniqueTalisman4",58644,"I once thought the First Ones were just\r\nstories made to scare children.\r\nBut I've seen what they can do. I've felt it.\r\nAnd now I must live with that terrible knowledge."
791,"UniqueTalisman5",58282,"I am but a vessel for a greater force.\r\nIt acts through me. Speaks through me.\r\nDecides what lives and dies through me.\r\nAnd will change the world through me."
792,"Talisman2_1",58165,"The Hunter faced the First One\r\nand notched his final arrow.\r\nThe First One bared its fangs\r\nand savoured its final breath.\r\n- The Wolven King"
793,"Talisman2_2",59885,"With the will of the first ones in our sinews\r\nwe shall tear down the walls of Sarn.\r\nYet as is the way of the wildlands,\r\nOnly the strong may grow stronger.\r\n- The Wolven King"
794,"Talisman2_4",11655,"From flesh and ferocity,\r\nthe First Ones roamed\r\nthrough the realm of Spirit,\r\nand into the darkness beyond. \r\n- The Wolven King"
795,"Talisman2_7",4545,"The First Ones are the forever ones.\r\nThere is no dust of the hourglass in their blood.\r\nNo fissures of weariness in their faces.\r\nTo drink of their blood is to drink of time itself.\r\n- The Wolven King"
796,"Talisman3_2",40294,"When we free ourselves from the shackles\r\nof civilised existence\r\nwe learn to feed and run and breathe\r\nas the First Ones have always done.\r\n- The Wolven King"
797,"Talisman3_3",17221,"The first ones marked their hunting grounds\r\nwith blood and piss.\r\nWe have tried to paint our future in words.\r\nNow we shall paint with inks of savagery.\r\n- The Wolven King"
798,"Talisman3_4",30220,"We grew contemptuous of our past.\r\nDismissed the first ones as ignorant and wild.\r\nWe were fools and naive children\r\nto turn our backs on our inheritance.\r\n- The Wolven King"
799,"Talisman3_5",64197,"Death met with the First Ones\r\nand demanded they hunt with mercy.\r\nFor while pain might delight the mind,\r\nit does not fill the belly.\r\n- The Wolven King"
800,"Talisman3_6",33992,"Look not upon me with fear, my men.\r\nThough I seem strange, even monstrous,\r\nwere you to see with the eyes of your forebears,\r\nyour hearts would be filled with wonder.\r\n- The Wolven King"
801,"Talisman3_7",33500,"We breed thoughts of single mind,\r\nfashion tools of single purpose.\r\nWhile the First Ones bring to bear\r\nanything that the wildlands provide.\r\n- The Wolven King"
802,"UniqueRing41",7466,"Within the heart of every man and woman\r\nlies the soul of a ferocious beast.\r\nIf you cannot tame it, embrace it."
803,"UniqueOneHandAxe9",30034,"Tear the flesh from the bone. \r\nTurn the bone to dust.\r\nScatter the dust to the wind."
804,"UniqueOneHandSword15",5314,"Fear not death. Turn to him, face him.\r\nAnd smile as he sinks his teeth\r\ninto the throats of our oppressors."
805,"UniqueQuiver10",19860,"The fortunate inscribe their legacy\r\nin the pages of history books.\r\nThe rest of us must leave our mark with our blood\r\nor the blood of others."
806,"UniqueMap2_14",30356,"Howls and laughter\r\nThey hide in the day\r\nThey smell you, they watch you\r\nThey track their new prey"
807,"Talisman4",33337,"The wolf greeted the king,\r\nIn the light of the harvest moon.\r\nThe wolf offered the strength of the wild,\r\nAnd the king paid for it in blood."
808,"UniqueAmulet28",29952,"Those who dwell in the deep freeze\r\nenjoy a special kind of madness."
809,"Talisman1_10",3462,"The First Ones hold us\r\nbetween two sharpened blades.\r\nThat should we stray too far from the path,\r\nwe find ourselves severed.\r\n- The Wolven King"
810,"UniqueBodyDemigods",33592,"The victorious know only leadership,\r\nthe rest only servitude."
811,"Prosperity",64807,"Accumulating wealth has its own costs."
812,"TheSigil",10271,"<size:29>{Three men travel\r\nthrough the gate;\r\nthey carry a protective ward.\r\nA faction conspires\r\nagainst their fate,\r\nbut magic unravels the sword.}"
813,"TheDapperProdigy",35255,"\""Many believe murder is a grisly, grim, and grotesque crime. Then there are those who simply make art of it.\"""
814,"TheRabidRhoa",19732,"\""Experiment 22A: Rhoas, when deprived of water, secrete a most delightfully potent toxin.\""\r\n- Maligaro"
815,"TheSoul",19217,"\""Most people only have one. I'm a bit of a hoarder.\"""
816,"TheLion",43225,"<size:31>{The Eternals lauded his valour. The Karui relished his defeat. Yet the final thoughts of Marceus Lioneye were naught but lament for his pride.}"
817,"TheDragon",12573,"<size:28>{Scaly beast of the skies,\r\nwatching with his golden eyes.\r\nShadow that blocks out the sun,\r\nit's too late for you to run.}"
818,"Rats",7516,"Whoever said 'more is always better' has obviously never met a rat."
819,"TheRisk",63167,"\""There is no right or wrong choice, no best or worst. There are only choices and their consequences.\"""
820,"Tranquillity",53194,"Beware the sudden calm, for it is a sure sign of a storm on the horizon."
821,"UniqueFlask13",48471,"To achieve godhood, they would cast off all that god has gifted us.\r\nMortality, compassion, even the sanctity of flesh.\r\n - High Templar Voll"
822,"UniqueTwoHandAxe14",28856,"\""The Karui savages claim the weapon was forged by their fire god.\r\nI'm rather inclined to believe them.\""\r\n- Fairgraves, Renowned Explorer"
823,"UniqueShieldInt7",32113,"Thaumaturgy has no limit.\r\nIt is our fragile reality that imposes boundaries."
824,"Talisman1_12",15849,"For too long we have crawled in darkness,\r\nscavenging through rotten scraps.\r\nThe First Ones teach us to scavenge until we can hunt,\r\nand then never crawl again.\r\n- The Wolven King"
825,"UniqueFlask14",53586,"Between a rock and a rock."
826,"Talisman2_8",47784,"The Empire hides lies and falsehoods\r\nBehind a mask of politeness and civility.\r\nThe First Ones teach us to look through the lies,\r\nAnd that no beast can truly cover their tracks.\r\n- The Wolven King"
827,"Talisman1_11",47033,"The world of the First Ones is harsh;\r\nWe struggle on our bellies to survive.\r\nBut that which imprisons us also changes us\r\nAnd soon we will emerge anew.\r\n- The Wolven King"
828,"UniqueSceptre15",19050,""
829,"UniqueBelt19",18955,"\""The power of rebirth rivals that of immortality.\""\r\n- Icius Perandus, Antiquities Collection, Item 3"
830,"UniqueAmulet29",46281,"Those who dwell in the deep freeze\r\nenjoy a special kind of madness."
831,"UniqueAmulet29x",16834,"\""Researcher Graven spent eleven hours suffering electrocution in the lab\r\nbefore he was found. Prototype #14 somehow kept him from dying.\"""
832,"UniqueOneHandClaw12",31350,"\""A man cowers behind his walls.\r\nA woman carries her fortress with her.\r\nIn heart, in mind, in hand.\""\r\n- Sekhema Deshret"
833,"UniqueOneHandClaw12x",11390,"\""Additional test subjects approved. Determine exactly how many wounds\r\nneed to be endured to activate Prototype #612's energies.\"""
834,"HerMask",3182,"To her beauty you submit,\r\nlest your neck the great Queen slit."
835,"TreasureHunter",45533,"\""Don't worry, I know what I'm doing.\""\r\n- Toggo's Last Words"
836,"EarthDrinker",27082,"Taste and grow strong. Drink too much and be buried."
837,"TheWolfsShadow",1723,"\""If I fall, we will fall together with my fangs in your throat.\"""
838,"TheArenaChampion",21815,"The fight is the easy part. It's the years of training that'll kill you."
839,"UniqueStaff16",18982,"\""Since one with knowledge of machines\r\nmight be able to bring the labyrinth to a standstill, \r\nIzaro had us place many boobytrapped decoys.\r\nBut I know which switch brings the monster down.\""\r\n- Xirgil, Trapbuilder's final words."
840,"UniqueChest4",28444,"What is stronger, the stone or the wind?\r\nLook to the east. Do you see a single stone still standing amongst the dunes?\r\n- Sekhema Deshret"
841,"UniqueChest5",51979,"An era so ingrained with decadence, greed and cruelty\r\nthat even the graves of murderers were gilded."
842,"UniqueChest6",33491,"Little makes it across the dry plains \r\nto the foot of the mountain alive.\r\nThe mountain dwellers ensure nothing reaches the top."
843,"UniqueChest7",1617,"The caustic fumes that rise from the caldera\r\nkill nearly everything downwind eventually.\r\nThe Redblade, however, just go mad."
844,"UniqueChest8",64474,"For generations, the gentle Pondium tides\r\nsheltered the smugglers, murderers and thieves,\r\nand let their resentment and population flourish."
845,"UniqueChest9",61660,"As if pulled by divine strings,\r\nthe powerful are drawn to the powerful,\r\nbreaking any morals and laws that might stand in the way."
846,"UniqueChest10",129,"A captain's first love is his ship. \r\nThey either die together,\r\nor forever linger apart."
847,"UniqueChest12",60148,"Unconventional criminals require unconventional prisons."
848,"UniqueTwoHandMace10",5960,"\""Though ingenious instruments have been found,\r\nit seems surgery before thaumaturgy\r\nwas not so delicate.\""\r\n- Icius Perandus, Antiquities Collection, Item 3546"
849,"UniqueTwoHandMace10x",13306,"\""The best place for this prototype would be in the hands of our enemies.\"""
850,"UniqueDagger13",42197,"Love only death\r\nFor she shall never let you go."
851,"UniqueOneHandMace9",48540,"There is nothing, flesh, spirit, or stone\r\nFree from our hunger for dominion."
852,"UniqueOneHandMace10",50334,"A merciful murderer swept through the streets of Sarn\r\nRobbing breath from the weak and worthless."
853,"UniqueOneHandMace10x",24036,"\""Three test subjects confirmed Prototype #495 creates an additional\r\ndebilitating effect from poisons. This could be very useful.\"""
854,"UniqueOneHandSword16",22841,"The blade thrums with wild energy\r\nEager for vengeance against all who walk free."
855,"UniqueOneHandSword16x",57374,"\""Test subjects were unable to strike even a motionless target.\r\nHowever, when a trained guard tried it...\"""
856,"UniqueRapier4",10485,"It doesn't matter how well the young swordsman trains.\r\nAll form and finesse are forgotten when blood first hits the ground."
857,"UniqueWand14",64341,"\""We do not command fire.\r\nNgamahu lends it, and Hinekora returns it.\""\r\n- Lavianga, Advisor to Kaom"
858,"UniqueFishingRod2",42938,"He cast far into the ocean\r\nAnd tore out her heart."
859,"UniqueFlask15",7021,"As man sins,\r\nGod weeps."
860,"UniqueFlask15x",42714,"\""Success! Prototype #54 has tapped into that sliver of divinity that exists within.\r\nFaith fuels the flesh, and the flesh fuels the fire...\"""
861,"UniqueBodyStrInt7",29786,"Faith does not make us invulnerable.\r\nIt makes us immortal."
862,"UniqueSceptre16_",32050,"The worst of Axiom were imprisoned by more than iron."
863,"UniqueOneHandSword17",63643,"\""Painful suicide in the hands of a fool, \r\nCreative death in the hands of a master.\""\r\n- Icius Perandus, Antiquities Collection, Item 2992"
864,"UniqueBodyStrDex6",17936,"Swift and silent.\r\nOne strike, one corpse."
865,"UniqueBootsDex10",60443,"The Goat King knew not of war,\r\nof the lands and laws he trampled.\r\nThe Goat King knew only joy\r\nat turning life to ash."
866,"UniqueBodyInt10",19738,"The quickest way to understand\r\nyour own strengths and weaknesses\r\nis to walk in the skin of another."
867,"UniqueFlask16",13264,"\""Proof that if you devote yourself to a god of death,\r\nyou may be spared from its wrath.\""\r\n- Icius Perandus, Antiquities Collection, Item 408"
868,"UniqueClaw13",15897,"Terror doesn't make you jump.\r\nTerror makes you run."
869,"UniqueJewel71",24021,"Why waste the good stuff on something that's going to blow up?"
870,"UniqueJewel71x",34658,"\""A curious jewel. Like so many others, a shining little paradox.\"""
871,"UniqueShieldDexInt3",33307,"Izaro's insistence on using lava\r\nresulted in some surprising material discoveries."
872,"UniqueJewel72",27300,"Anyone can catch a lumbering beast.\r\nTry catching a bird before it has even landed."
873,"UniqueBow15",40678,"Night's frost becomes morning's dew\r\nDarkness cleansed, pure and new."
874,"UniqueJewel73",60929,"The Ezomytes have a saying:\r\nTake everything and waste nothing."
875,"UniqueJewel74",22874,"Saboteurs, like chefs, have their own secret recipes."
876,"UniqueJewel74x",16068,"\""Researchers will refrain from giving test subjects virtue gems which produce traps.\r\nWe are still finding explosives in the vents months later.\"" \r\n- Administrator Qotra"
877,"UniqueHelmetDexInt7",36145,"Branded a heretic for your beliefs,\r\nYou stand alone against many.\r\nMay the truth that fuels their anger,\r\nCarry your blade into their hearts."
878,"UniqueJewelLabyrinth1",21658,"The greatest victories happen\r\nbefore the battle has begun."
879,"UniqueJewelLabyrinth2",5580,"Language is a tool that can be used to build walls \r\nor tear them down."
880,"UniqueJewelLabyrinth3",3762,"Even an iron fist can be handled with grace."
881,"UniqueJewelLabyrinth4",71,"Learn as much as you can, \r\nand surround yourself with people who know the rest."
882,"UniqueBelt20",53168,"A single step forward\r\nSnap free from the prison\r\nReborn into freedom eternal"
883,"LabyrinthBaneOfTheLoyal",25457,"A snake cannot survive without its head.\r\nBut neither can the head survive without the body."
884,"LabyrinthHeartOfTheGargoyle",62039,"All living things need a heart,\r\neven those made of stone.\r\nNo heart, no life."
885,"LabyrinthCubeOfAbsorption",64196,"Beware the one who seeks to contain a storm."
886,"LabyrinthOrbOfElementalEssence",15167,"Return Nature's gift to the source."
887,"LabyrinthRodOfDetonation",48197,"What can be built, can be destroyed."
888,"LabyrinthSandOfEternity",59756,"That which takes an eternity does not happen."
889,"LabyrinthCogsOfDisruption",18517,"Take a cog here, place a cog there,\r\nand the great machine grinds to a halt."
890,"LabyrinthPortalShredder",48012,"The best way to keep out an unwanted guest\r\nIs to simply close the door."
891,"UniqueShieldStrInt9",20170,"A man's life is the greatest gift he can give."
892,"UniqueShieldStrInt9x",35683,"\""Close to the original, and perhaps even more useful. However,\r\nclose is not what we are looking for. Keep trying.\"" \r\n- Administrator Qotra"
893,"UniqueMap2_15",2753,"Forget kings and emperors;\r\nHe who holds the coin holds all the power."
894,"UniqueOneHandSword18",26252,"A sword he brought, his foes to maim and rend,\r\nfrom places dark behind forbidden doors,\r\nbut night by night he woke with frighten'd roars\r\nfrom ghoulish dreams, too strange to comprehend."
895,"UniqueOneHandSword18x",64682,"\""The night-gaunts, they fly, soaring about in darkness beyond the ken of mankind.\r\nI hear the silent whispers of their wings as they descend, for me, for me...\"" \r\n- Researcher Arn"
896,"TheSephirot",55367,"If the path to divinity were simple, we'd all be gods."
897,"TheVisionary",10807,"Lioneye looked to the heights of glorious victory. And thus he missed the defeat right under his nose."
898,"ThunderousSkies",22074,"<size:30>{Many that have wielded the power of lightning have said that death by electrocution looks like the victim is more alive than ever before.}"
899,"DyingAnguish",38326,"<size:29>{Moribund, he gazed upon the journey taken as blood trickled down his chin. His eye closed on the city ahead that he would never call home.}"
900,"TheImmortal",28373,"<size:30>{\""Greetings! Just because you think I'm greedy doesn't mean I'm not willing to share. You'll just have to kill me first.\""\r\n-Grandmaster Dy'Ness}"
901,"BoundlessRealms",55405,"Boundless is the distance between where we start and where we start again."
902,"TheThrone",25629,"A king's movement is unwavering."
903,"TheDevastator",8367,"Only a fool tries to contain unlimited power."
904,"DestinedToCrumble",2035,"<size:30>{\""Let us not forget the most important lesson the Vaal taught us:\r\nNothing is eternal.\""\r\n- Siosa Foaga, Imperial Scholar}"
905,"ShardOfFate",64201,"Their whims left unknown,\r\nTheir life left for others."
906,"Heterochromia",58798,"<size:26>{Black and White, Silver and Gold\r\nLet us see the world Unfold\r\nRed and Blue, Yellow and Green\r\nLet us remake it in colours Unseen}"
907,"RainTempter",55867,"Be like water, friend."
908,"TheVoid",14772,"Reach into the Void and claim your prize."
909,"TheTyrant",42934,"\""Fear controls the masses.\""\r\n- Laszlo, the Scourge"
910,"TheWeb",32203,"<size:30>{A weapon, a shelter, a prison.\r\nThe web's purpose changes\r\nwith the spider's needs.\r\nA lesson we should\r\ntake to heart.}"
911,"TheHarvester",43110,"<size:30>{Taste not of their\r\nforbidden fruit.\r\nTheirs is a harvest of\r\nthe darkest kind,\r\ntwisted, rotten and\r\ndamned for eternity.}"
912,"TheLunarisPriestess",24131,"Embrace the Light,\r\nAwait the Morrow,\r\nNo more Spite,\r\nAnd no more Sorrow."
913,"EmperorOfPurity",62721,"True to his title,\r\nVoll, newly crowned,\r\nhad many of the\r\nEternal Empire's signature\r\nextravagances destroyed."
914,"TheCursedKing",27419,"The First Ones\r\nmay be blasphemy,\r\nbut they are\r\npowerful blasphemy."
915,"TheStormcaller",24315,"If you beckon the\r\nLord of Lightning,\r\ndo not be surprised\r\nwhen you are struck."
916,"LysahsRespite",43123,"So many memories,\r\nso much pain in\r\nsuch a small token.\r\nDrown it in blood\r\nso you can forget."
917,"CartographersDelight",30874,"<size:28>{A map is similar\r\nto a pair of eyes,\r\nwithout one you stumble\r\naround, unable to find your way.}"
918,"LuckyDeck",24872,"When the outcome is the same, does it matter if it is fortune or trickery?"
919,"LightAndTruth",15604,"Time and change\r\nshall naught avail,\r\nTo dim the Light\r\nof Truth's fair grail."
920,"LuckOfTheVaal",33356,"They can't be THAT lucky,\r\nor they'd still be here!"
921,"TheEndurance",8923,"<size:28>{Crimson rubies, drops of vigour,\r\nflowing through my veins,\r\nflesh like coal, try to crush me,\r\ndiamond is what remains.}"
922,"ThePenitent",5866,"<size:28>{First, I gave my wealth, and we went hungry. Next, I gave my land, and we were homeless. Then, I gave my family, and I was alone. Last, I gave my eyes, and all I could dream was mine.}"
923,"TheWolf",36523,"<size:29>{The largest beasts cannot be overpowered. The Greatwolf teaches us to use guile, not strength, to probe for the soft flesh and strike deep.}"
924,"DiallasSubjugation",28330,"<size:28>{A symbol of beauty and innocence\r\nThe gems corrupted her mind\r\nMalachai corrupted her gems\r\nAll but a glimmer of\r\ngreatness lost in madness}"
925,"TheCalling",7169,"<size:32>{Blood flows not just through veins, but through worlds.}"
926,"TheValkyrie",5764,"<size:26>{The villain strikes,\r\nthe world is torn.\r\nA war begins, a hero is born,\r\nThe nemesis sets the sky alight.\r\nA hero's sacrifice\r\nsets everything right.\r\n- Drake's Epitaph}"
927,"TheFormlessSea",54540,"Formless might,\r\nWild beauty tamed,\r\nThe brine of gods,\r\nThe seas restrained."
928,"UniqueAmulet30",31977,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod"
929,"UniqueDagger14",50658,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod"
930,"UniqueBootsDex9",33401,"Move in with haste.\r\nStrike quick, strike hard.\r\nVanish like smoke in the wind."
931,"UniqueBootsDex9x",43241,"\""The test subject nearly escaped, but the poison gas\r\nsystem in the hallway functioned as expected.\"""
932,"UniqueShieldStr6",25718,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod"
933,"UniqueBodyInt11",7863,"Renowned by those distinguished,\r\nExalted by the few.\r\nHe skulks in darkness, \r\nand watches from beneath the city."
934,"UniqueJewel75",44012,"Thoughts that shimmer like light across the rain."
935,"UniqueJewel76",22145,"Skin like steel tempered by bright flames."
936,"UniqueJewel77",33074,"Fists that strike like a falling tree."
937,"UniqueHelmetInt11",22933,"You think we do not know.\r\nWe know all that you think."
938,"UniqueAmulet31",31512,"Remember the past, anticipate the future."
