"rownum","BaseItemTypesKey","rid","rid","rid","rid","rid","rid","rid","rid","rid","rid","rid","Display_Wand_ModsKey","Display_Bow_ModsKey","Display_Quiver_ModsKey","Display_Amulet_ModsKey","Display_Ring_ModsKey","Display_Belt_ModsKey","Display_Gloves_ModsKey","Display_Boots_ModsKey","Display_BodyArmour_ModsKey","Display_Helmet_ModsKey","Display_Shield_ModsKey","i32","DropLevelMinimum","DropLevelMaximum","Monster_ModsKeys","EssenceTypeKey","Level","i32","Display_Weapon_ModsKey","Display_MeleeWeapon_ModsKey","Display_OneHandWeapon_ModsKey","Display_TwoHandWeapon_ModsKey","Display_TwoHandMeleeWeapon_ModsKey","Display_Armour_ModsKey","Display_RangedWeapon_ModsKey","Helmet_ModsKey","BodyArmour_ModsKey","Boots_ModsKey","Gloves_ModsKey","Bow_ModsKey","Wand_ModsKey","Staff_ModsKey","TwoHandSword_ModsKey","TwoHandAxe_ModsKey","TwoHandMace_ModsKey","Claw_ModsKey","Dagger_ModsKey","OneHandSword_ModsKey","OneHandThrustingSword_ModsKey","OneHandAxe_ModsKey","OneHandMace_ModsKey","Sceptre_ModsKey","Display_Monster_ModsKey","ItemLevelRestriction","Belt_ModsKey","Amulet_ModsKey","Ring_ModsKey","Display_Jewellery_ModsKey","Shield_ModsKey","Display_Items_ModsKey","IsScreamingEssence","[rid]","i32","i32","i32"
79,153,"","","","","","","","","","","","","",2992,2992,2996,3504,2996,9141,"","",5844,-417900903,0,0,[12492],13,7,0,3945,"","","","",6414,"",6414,6414,9141,2996,3945,3945,3945,3945,3945,3945,3945,3945,3945,3945,3945,3945,3945,12389,0,3504,2992,2996,"",5844,"","",[12500],0,0,0
80,154,"","","","","","","","","","","","","",171,"","","","","","","","",-2072698540,48,100,"[12489,12503]",14,4,612,"","",8693,8697,"",171,"",171,171,171,171,8697,8693,8697,8697,8697,8697,8693,8693,8693,8693,8693,8693,8693,12443,75,171,171,171,171,171,171,"","[12497,12503]",553,48,100
81,155,"","","","","","","","","","","","","",172,"","","","","","","","",-19953861,68,100,"[12490,12503]",14,5,673,"","",8694,8698,"",172,"",172,172,172,172,8698,8694,8698,8698,8698,8698,8694,8694,8694,8694,8694,8694,8694,12444,0,172,172,172,172,172,172,1,"[12498,12503]",37,68,100
82,156,"","","","","","","","","","","","","",174,"","","","","","","","",-1542366365,0,0,"[12491,12503]",14,6,0,"","",8695,8699,"",174,"",174,174,174,174,8699,8695,8699,8699,8699,8699,8695,8695,8695,8695,8695,8695,8695,12445,0,174,174,174,174,174,174,"","[12499,12503]",0,0,0
83,157,"","","","","","","","","","","","","",177,"","","","","","","","",473094408,0,0,"[12492,12503]",14,7,0,"","",8696,8700,"",177,"",177,177,177,177,8700,8696,8700,8700,8700,8700,8696,8696,8696,8696,8696,8696,8696,12446,0,177,177,177,177,177,177,"","[12500,12503]",0,0,0
84,158,"","","","","","","","","","","","","",2777,2574,2574,20148,2768,2143,9610,21014,3478,-355385139,48,100,[12489],15,4,612,"",2659,"","","",3478,2663,21014,9610,2143,2768,2663,2663,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659,12382,75,20148,2574,2574,"",3478,"","",[12497],553,48,100
85,159,"","","","","","","","","","","","","",2778,2575,2575,20149,2770,2144,9611,21015,3479,839378797,68,100,[12490],15,5,673,"",2660,"","","",3479,2664,21015,9611,2144,2770,2664,2664,2660,2660,2660,2660,2660,2660,2660,2660,2660,2660,2660,12383,0,20149,2575,2575,"",3479,"",1,[12498],37,68,100
86,160,"","","","","","","","","","","","","",2779,2577,2593,20150,2771,2145,9612,21016,3480,-1822562206,0,0,[12491],15,6,0,"",2661,"","","",3480,2665,21016,9612,2145,2771,2665,2665,2661,2661,2661,2661,2661,2661,2661,2661,2661,2661,2661,12384,0,20150,2577,2593,"",3480,"","",[12499],0,0,0
87,161,"","","","","","","","","","","","","",2780,2578,2594,20151,2772,2147,9613,21017,3481,1492393166,0,0,[12492],15,7,0,"",2662,"","","",3481,2666,21017,9613,2147,2772,2666,2666,2662,2662,2662,2662,2662,2662,2662,2662,2662,2662,2662,12385,0,20151,2578,2594,"",3481,"","",[12500],0,0,0
88,162,"","","","","","","","","","","","","",2483,"","",4670,"","","","",2910,-760080401,68,100,[12490],16,5,586,"","",2579,2587,"",532,"",532,532,532,532,2587,2579,2587,2587,2587,2587,2579,2579,2579,2579,2579,2579,2579,12351,0,4670,2910,2910,2910,2910,"",1,[12498],32,68,100
89,163,"","","","","","","","","","","","","",2484,"","",4671,"","","","",2911,557934500,0,0,[12491],16,6,0,"","",2580,2588,"",534,"",534,534,534,534,2588,2580,2588,2588,2588,2588,2580,2580,2580,2580,2580,2580,2580,12352,0,4671,2911,2911,2911,2911,"","",[12499],0,0,0
90,164,"","","","","","","","","","","","","",2485,"","",4672,"","","","",2912,-1973061961,0,0,[12492],16,7,0,"","",2581,2589,"",537,"",537,537,537,537,2589,2581,2589,2589,2589,2589,2581,2581,2581,2581,2581,2581,2581,12353,0,4672,2912,2912,2912,2912,"","",[12500],0,0,0
91,165,"","","","","","","","","","","",3540,4269,3540,1955,2052,2048,"","",2074,2079,2085,2086905859,68,100,[12490],17,5,586,"","",23515,"",23518,2082,"",2079,2074,2082,2082,4269,3540,23518,23518,23518,23518,23515,23515,23515,23515,23515,23515,23515,12421,0,2048,1955,2052,"",2085,"",1,[12498],32,68,100
92,166,"","","","","","","","","","","",3541,4270,3541,1958,2053,2049,"","",2076,2080,2086,330229883,0,0,[12491],17,6,0,"","",23516,"",23519,2083,"",2080,2076,2083,2083,4270,3541,23519,23519,23519,23519,23516,23516,23516,23516,23516,23516,23516,12422,0,2049,1958,2053,"",2086,"","",[12499],0,0,0
93,167,"","","","","","","","","","","",3542,4270,3542,1959,2054,2051,"","",2078,2081,2087,1669260288,0,0,[12492],17,7,0,"","",23517,"",23520,2084,"",2081,2078,2084,2084,4270,3542,23520,23520,23520,23520,23517,23517,23517,23517,23517,23517,23517,12423,0,2051,1959,2054,"",2087,"","",[12500],0,0,0
94,168,"","","","","","","","","","","","","",3439,3439,3449,2958,"","",9630,"",3523,122642368,68,100,[12490],18,5,586,3523,"","","","",9627,"",9627,9630,9627,9627,3523,3523,3523,3523,3523,3523,3523,3523,3523,3523,3523,3523,3523,12390,0,2958,3439,3449,"",3523,"",1,[12498],32,68,100
95,169,"","","","","","","","","","","","","",3440,3440,3450,2959,"","",9631,"",3524,-1016206409,0,0,[12491],18,6,0,3524,"","","","",9628,"",9628,9631,9628,9628,3524,3524,3524,3524,3524,3524,3524,3524,3524,3524,3524,3524,3524,12391,0,2959,3440,3450,"",3524,"","",[12499],0,0,0
96,170,"","","","","","","","","","","","","",3448,3448,3451,2960,"","",9632,"",3525,1247641969,0,0,[12492],18,7,0,3525,"","","","",9629,"",9629,9632,9629,9629,3525,3525,3525,3525,3525,3525,3525,3525,3525,3525,3525,3525,3525,12392,0,2960,3448,3451,"",3525,"","",[12500],0,0,0
97,171,"","","","","","","","","","","","","",12207,"","",3291,"","","","","",-1691201624,68,100,"[12490,3774]",19,5,586,"","",9730,9734,"",3291,"",3291,3291,3291,3291,9734,9730,9734,9734,9734,9734,9730,9730,9730,9730,9730,9730,9730,12379,0,3291,8177,8177,8177,3291,"",1,"[12498,3774]",32,68,100
98,172,"","","","","","","","","","","","","",12208,"","",3292,"","","","","",-718463325,0,0,"[12491,3774]",19,6,0,"","",9731,9735,"",3292,"",3292,3292,3292,3292,9735,9731,9735,9735,9735,9735,9731,9731,9731,9731,9731,9731,9731,12380,0,3292,8178,8178,8178,3292,"","","[12499,3774]",0,0,0
99,173,"","","","","","","","","","","","","",12209,"","",3293,"","","","","",692127728,0,0,"[12492,3774]",19,7,0,"","",9732,9736,"",3293,"",3293,3293,3293,3293,9736,9732,9736,9736,9736,9736,9732,9732,9732,9732,9732,9732,9732,12381,0,3293,8179,8179,8179,3293,"","","[12500,3774]",0,0,0
100,174,"","","","","","","","","","","","","",12470,8187,12469,12505,12460,12466,12533,12485,12483,-306989797,0,0,[12493],20,8,0,12524,"","","","","","",12485,12533,12466,12460,12524,12524,12524,12524,12524,12524,12524,12524,12524,12524,12524,12524,12524,12449,0,12505,8187,12469,"",12483,"","",[12501],0,0,0
101,175,"","","","","","","","","","","","","",9978,12511,12507,12480,12462,12545,12535,12463,12508,-1454947071,0,0,"[12493,12532]",21,8,0,12531,"","","","","","",12463,12535,12545,12462,12531,12531,12531,12531,12531,12531,12531,12531,12531,12531,12531,12531,12531,12450,0,12480,12511,12507,"",12508,"","","[12501,12532]",0,0,0
102,176,"","","","","","","","","","","","","",12482,12513,12481,12514,12478,12465,12467,12464,12509,-2010504687,0,0,"[12493,12454]",22,8,0,12520,"","","","","","",12464,12467,12465,12478,12520,12520,12520,12520,12520,12520,12520,12520,12520,12520,12520,12520,12520,12451,0,12514,12513,12481,"",12509,"","","[12501,12454]",0,0,0
103,177,"","","","","","","","","","","","","",12540,12542,18024,7246,12536,11932,12476,12523,12537,-1499847665,0,0,"[12493,12415,12543]",23,8,0,12541,"","","","","","",12523,12476,11932,12536,12541,12541,12541,12541,12541,12541,12541,12541,12541,12541,12541,12541,12541,12452,0,7246,12542,18024,"",12537,"","","[12501,12415,12543]",0,0,0
104,178,"","","","","","","","","","","","","","","","","","","","","","",411361590,32,100,"[12526,12527,12528]",24,0,0,"","","","","","","","","","","","","","","","","","","","","","","","",12356,0,"","","","","","","","[12526,12527,12528]",0,32,100
