"rownum","BaseItemTypesKey","Stacks","CurrencyUseType","Action","Directions","FullStack_BaseItemTypesKey","Description","Usage_AchievementItemsKeys","bool","CosmeticTypeName","Possession_AchievementItemsKey","[rid]","[i32]","CurrencyTab_StackSize","XBoxDirections","i32","rid","rid","ModifyMapsAchievements","ModifyContractsAchievements","CombineAchievements","i32","[i32]","ShopTag","IsHardmode","DescriptionHardmode","IsGold"
379,9050,10,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated Rare Abyss item to an equippable item\r\nItem drops after killing {0} monsters",[],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,"","",[],[],[],19,[],"","","",""
380,9051,10,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated Fragment item to an equippable item\r\nItem drops after killing {0} monsters",[],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,"","",[],[],[],19,[],"","","",""
381,9052,10,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated Scarab item to an equippable item\r\nItem drops after killing {0} monsters",[],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,"","",[],[],[],19,[],"","","",""
382,9053,10,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated Essence item to an equippable item\r\nItem drops after killing {0} monsters",[],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,"","",[],[],[],19,[],"","","",""
383,9054,10,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated Fossil item to an equippable item\r\nItem drops after killing {0} monsters",[],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,"","",[],[],[],19,[],"","","",""
384,9055,10,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated Expedition item to an equippable item \r\nItem drops after killing {0} monsters",[],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,"","",[],[],[],19,[],"","","",""
385,9056,10,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds incubated Stacked Decks to an equippable item\r\nItem drops after killing {0} monsters",[],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,"","",[],[],[],19,[],"","","",""
386,9057,10,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated Talisman item to an equippable item\r\nItem drops after killing {0} monsters",[],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,"","",[],[],[],19,[],"","","",""
387,9058,10,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated Enchanted Helmet item to an equippable item\r\nItem drops after killing {0} monsters",[],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,"","",[],[],[],19,[],"","","",""
388,9059,10,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated 6-Linked Armour item to an equippable item\r\nItem drops after killing {0} monsters",[],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,"","",[],[],[],19,[],"","","",""
389,9060,10,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated Currency item to an equippable item\r\nItem drops after killing {0} monsters",[],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,"","",[],[],[],19,[],"","","",""
390,9061,10,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated League-specific Unique item to an equippable item\r\nItem drops after killing {0} monsters",[],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,"","",[],[],[],19,[],"","","",""
391,9062,10,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated Shaper or Elder Armour item to an equippable item\r\nItem drops after killing {0} monsters",[],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,"","",[],[],[],19,[],"","","",""
392,9063,10,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated Shaper or Elder Weapon item to an equippable item\r\nItem drops after killing {0} monsters",[],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,"","",[],[],[],19,[],"","","",""
393,9064,10,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated Shaper or Elder Trinket item to an equippable item\r\nItem drops after killing {0} monsters",[],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,"","",[],[],[],19,[],"","","",""
394,9065,10,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated Elder Map item to an equippable item\r\nItem drops after killing {0} monsters",[],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,"","",[],[],[],19,[],"","","",""
395,9066,10,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated Breach item to an equippable item\r\nItem drops after killing {0} monsters",[],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,"","",[],[],[],19,[],"","","",""
396,9067,10,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds incubated valuable Currency Shards or a Harbinger item to an equippable item\r\nItem drops after killing {0} monsters",[],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,"","",[],[],[],19,[],"","","",""
397,9068,10,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated high level Corrupted Gem or valuable Gem item to an equippable item\r\nItem drops after killing {0} monsters",[],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,"","",[],[],[],19,[],"","","",""
398,9069,10,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated item to an equippable item\r\nItem drops after killing {0} monsters",[],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,"","",[],[],[],19,[],"","","",""
399,9070,10,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated Quality Gem item to an equippable item\r\nItem drops after killing {0} monsters",[],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,"","",[],[],[],19,[],"","","",""
400,9071,10,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated Bestiary item to an equippable item\r\nItem drops after killing {0} monsters",[],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,"","",[],[],[],19,[],"","","",""
401,9072,10,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated Blight item to an equippable item\r\nItem drops after killing {0} monsters",[],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,"","",[],[],[],19,[],"","","",""
402,9073,10,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated Metamorph item to an equippable item\r\nItem drops after killing {0} monsters",[],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,"","",[],[],[],19,[],"","","",""
403,9074,10,2,"apply_incubator","Right click this item then left click an item to apply it. The Incubated item drops after killing a specific number of monsters.","","Adds an incubated Delirium item to an equippable item\r\nItem drops after killing {0} monsters",[],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item to apply it. The Incubated item drops after killing a specific number of monsters.",0,"","",[],[],[],19,[],"","","",""
404,299,1,2,"add_gem_experience","Right click this item then left click a gem to apply it.","","Adds stored experience to a gem, up to its maximum level",[],"","","",[],[],0,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a gem to apply it.",0,"","",[],[],[],19,[],"","","",""
405,300,1,2,"add_weapon_passive_tree_experience","Right click this item then left click an item with a Crucible Passive Skill Tree to apply it.","","Adds stored Crucible experience to an item",[],"","","",[],[],0,"<<xbox_button_a>> to select, then <<xbox_button_a>> on an item with a Crucible Passive Skill Tree to apply it.",0,"","",[],[],[],19,[],"","","",""
406,326,1,3,"","Combine this item with an Upgradeable Microtransaction to use it","","Can be used with an Upgradeable Microtransaction",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],351,"","",""
407,327,1,3,"","Combine this item with an Upgradeable Microtransaction to use it","","Can be used with an Upgradeable Microtransaction",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],351,"","",""
408,328,1,3,"","Combine this item with an Upgradeable Microtransaction to use it","","Can be used with an Upgradeable Microtransaction",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],351,"","",""
409,329,1,3,"","Combine this item with an Upgradeable Microtransaction to use it","","Can be used with an Upgradeable Microtransaction",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],351,"","",""
410,330,1,3,"","Combine this item with an Upgradeable Microtransaction to use it","","Can be used with an Upgradeable Microtransaction",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],351,"","",""
411,331,1,3,"","Combine this item with an Upgradeable Microtransaction to use it","","Can be used with an Upgradeable Microtransaction",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],351,"","",""
412,332,1,3,"","Combine this item with an Upgradeable Microtransaction to use it","","Can be used with an Upgradeable Microtransaction",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],351,"","",""
413,333,1,3,"","Combine this item with an Upgradeable Microtransaction to use it","","Can be used with an Upgradeable Microtransaction",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],351,"","",""
414,334,1,3,"","Combine this item with an Upgradeable Microtransaction to use it","","Can be used with an Upgradeable Microtransaction",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],351,"","",""
415,335,1,3,"","Combine this item with an Upgradeable Microtransaction to use it","","Can be used with an Upgradeable Microtransaction",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],351,"","",""
416,336,1,3,"","Combine this item with an Upgradeable Microtransaction to use it","","Can be used with an Upgradeable Microtransaction",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],351,"","",""
417,337,1,3,"","Combine this item with an Upgradeable Microtransaction to use it","","Can be used with an Upgradeable Microtransaction",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],351,"","",""
418,338,1,3,"","Combine this item with an Upgradeable Microtransaction to use it","","Can be used with an Upgradeable Microtransaction",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],351,"","",""
419,339,1,3,"","Combine this item with an Upgradeable Microtransaction to use it","","Can be used with an Upgradeable Microtransaction",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],351,"","",""
420,340,1,3,"","Combine this item with an Upgradeable Microtransaction to use it","","Can be used with an Upgradeable Microtransaction",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],351,"","",""
421,341,1,3,"","Combine this item with an Upgradeable Microtransaction to use it","","Can be used with an Upgradeable Microtransaction",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],351,"","",""
422,313,1,3,"","Combine this item with an Upgradeable Pet to use it","","Can be used with an Upgradeable Pet",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],351,"","",""
423,315,1,3,"","Combine this item with an Upgradeable Pet to use it","","Can be used with an Upgradeable Pet",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],351,"","",""
424,314,1,3,"","Combine this item with an Upgradeable Pet to use it","","Can be used with an Upgradeable Pet",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],351,"","",""
425,316,1,3,"","Combine this item with an Upgradeable Pet to use it","","Can be used with an Upgradeable Pet",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],351,"","",""
426,317,1,3,"","Combine this item with an Upgradeable Microtransaction to use it","","Can be used with an Upgradeable Microtransaction",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],351,"","",""
427,318,1,3,"","Combine this item with an Upgradeable Microtransaction to use it","","Can be used with an Upgradeable Microtransaction",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],351,"","",""
428,319,1,3,"","Combine this item with an Upgradeable Microtransaction to use it","","Can be used with an Upgradeable Microtransaction",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],351,"","",""
429,320,1,3,"","Combine this item with an Upgradeable Microtransaction to use it","","Can be used with an Upgradeable Microtransaction",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],351,"","",""
430,321,1,3,"","Combine this item with an Upgradeable Microtransaction to use it","","Can be used with an Upgradeable Microtransaction",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],351,"","",""
431,322,1,3,"","Combine this item with an Upgradeable Microtransaction to use it","","Can be used with an Upgradeable Microtransaction",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],351,"","",""
432,323,1,3,"","","","",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],351,"","",""
433,324,1,3,"","","","",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],351,"","",""
434,325,1,3,"","Combine this item with a Lunar Body Armour to use it","","Can be used with a Lunar Body Armour",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],"","","",""
435,345,100,1,"skill_point_respec","","","Grants a passive skill refund point",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],351,"","",""
436,346,100,1,"premium_message","","","Allows you to send a chat message to all players.",[],"","","",[],[],0,"",0,"",2,[],[],[],19,[],351,"","",""
437,347,100,1,"grant_micro","","","Allows you to revive at the most recent checkpoint without losing experience to the death penalty.",[],"","","",[],[],0,"",0,"",1,[],[],[],19,[],351,"","",""
438,354,20,1,"grant_micro","","","Adds a flaming effect to any equipped weapon",[],"","Weapon Effect","",[],[],0,"",0,"","",[],[],[],19,[],334,"","",""
439,348,1,1,"inventory_upgrade","","","",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],351,"","",""
440,349,1,1,"inventory_upgrade","","","",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],351,"","",""
441,350,1,1,"inventory_upgrade","","","",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],351,"","",""
442,351,1,1,"inventory_upgrade","","","",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],351,"","",""
443,352,1,1,"inventory_upgrade","","","",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],351,"","",""
444,353,1,1,"inventory_upgrade","","","",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],351,"","",""
445,342,1,3,"","Use this with a Salvage Box to improve the outcome.","","Can be salvaged to improve the result from Salvage Boxes.",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],351,"","",""
446,343,1,3,"","Use this with a Salvage Box to improve the outcome.","","Can be salvaged to improve the result from Salvage Boxes.",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],351,"","",""
447,344,1,3,"","Use this with a Salvage Box to improve the outcome.","","Can be salvaged to improve the result from Salvage Boxes.",[],"","","",[],[],0,"",0,"","",[],[],[],19,[],351,"","",""
448,4324,1,1,"use_pet","","","Summons your Kiwi pet",[],"","","",[],[],0,"",0,"","",[],[],[],14,"[18,19]",365,"","",""
449,4325,1,1,"use_pet","","","Summons your Bronze Kiwi pet",[],"","","",[],[],0,"",0,"","",[],[],[],14,"[18,19]",365,"","",""
450,4326,1,1,"use_pet","","","Summons your Silver Kiwi pet",[],"","","",[],[],0,"",0,"","",[],[],[],14,"[18,19]",365,"","",""
451,4327,1,1,"use_pet","","","Summons your Gold Kiwi pet",[],"","","",[],[],0,"",0,"","",[],[],[],14,"[18,19]",365,"","",""
452,4328,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"","",[],[],[],14,"[18,19]",365,"","",""
453,4329,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"","",[],[],[],14,"[18,19]",365,"","",""
454,4301,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"",0,[],[],[],14,"[18,19]",373,"","",""
455,4302,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"",2,[],[],[],14,"[18,19]",334,"","",""
456,4303,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"",1,[],[],[],14,"[18,19]",373,"","",""
457,4304,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"","",[],[],[],14,"[18,19]",373,"","",""
458,4305,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"",0,[],[],[],14,"[18,19]",373,"","",""
459,4306,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"",0,[],[],[],14,"[18,19]",373,"","",""
460,4307,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"",0,[],[],[],14,"[18,19]",373,"","",""
461,4308,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"",0,[],[],[],14,"[18,19]",373,"","",""
462,4309,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"",0,[],[],[],14,"[18,19]",373,"","",""
463,4310,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"",0,[],[],[],14,"[18,19]",373,"","",""
464,4311,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"",0,[],[],[],14,"[18,19]",340,"","",""
465,4312,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"",0,[],[],[],14,"[18,19]",373,"","",""
466,4313,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"","",[],[],[],14,"[18,19]",373,"","",""
467,4314,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"","",[],[],[],14,"[18,19]",373,"","",""
468,4315,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"",0,[],[],[],14,"[18,19]",373,"","",""
469,4316,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"",0,[],[],[],14,"[18,19]",373,"","",""
470,4317,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"",2,[],[],[],14,"[18,19]",334,"","",""
471,4318,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"",2,[],[],[],14,"[18,19]",355,"","",""
472,4319,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"",2,[],[],[],14,"[18,19]",354,"","",""
473,4320,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"","",[],[],[],14,"[18,19]",373,"","",""
474,4321,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"",0,[],[],[],14,"[18,19]",373,"","",""
475,4322,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"",0,[],[],[],14,"[18,19]",373,"","",""
476,4323,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"",1,[],[],[],14,"[18,19]",338,"","",""
477,4330,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"","",[],[],[],14,"[18,19]",366,"","",""
478,4331,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"","",[],[],[],14,"[18,19]",366,"","",""
479,4332,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"","",[],[],[],14,"[18,19]",366,"","",""
480,4333,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"","",[],[],[],14,"[18,19]",366,"","",""
481,4334,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"","",[],[],[],14,"[18,19]",366,"","",""
482,4335,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"",0,[],[],[],14,"[18,19]",373,"","",""
483,4336,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"",2,[],[],[],14,"[18,19]",340,"","",""
484,4337,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"","",[],[],[],14,"[18,19]",342,"","",""
485,4338,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"",1,[],[],[],14,"[18,19]",334,"","",""
486,4339,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"",1,[],[],[],14,"[18,19]",354,"","",""
487,4340,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"","",[],[],[],14,"[18,19]",373,"","",""
488,4341,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"",0,[],[],[],14,"[18,19]",373,"","",""
489,4342,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"","",[],[],[],14,"[18,19]",373,"","",""
490,4343,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"","",[],[],[],14,"[18,19]",373,"","",""
491,4344,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"",0,[],[],[],14,"[18,19]",373,"","",""
492,4345,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"",0,[],[],[],14,"[18,19]",373,"","",""
493,4346,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"",0,[],[],[],14,"[18,19]",373,"","",""
494,4347,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"",1,[],[],[],14,"[18,19]",373,"","",""
495,4348,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"",0,[],[],[],14,"[18,19]",373,"","",""
496,4349,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"",0,[],[],[],14,"[18,19]",373,"","",""
497,4350,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"","",[],[],[],14,"[18,19]",373,"","",""
498,4351,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"","",[],[],[],14,"[18,19]",373,"","",""
499,4352,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"","",[],[],[],14,"[18,19]",373,"","",""
500,4353,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"","",[],[],[],14,"[18,19]",373,"","",""
501,4354,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"","",[],[],[],14,"[18,19]",373,"","",""
502,4355,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"",0,[],[],[],14,"[18,19]",373,"","",""
503,4356,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"",0,[],[],[],14,"[18,19]",373,"","",""
504,4357,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"","",[],[],[],14,"[18,19]",373,"","",""
505,4358,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"",0,[],[],[],14,"[18,19]",339,"","",""
506,4359,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"",0,[],[],[],14,"[18,19]",373,"","",""
507,4360,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"","",[],[],[],14,"[18,19]",373,"","",""
508,4361,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"",0,[],[],[],14,"[18,19]",338,"","",""
509,4362,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"",2,[],[],[],14,"[18,19]",483,"","",""
510,4363,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"","",[],[],[],14,"[18,19]",373,"","",""
511,4364,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"","",[],[],[],14,"[18,19]",373,"","",""
512,4365,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"",0,[],[],[],14,"[18,19]",373,"","",""
513,4366,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"","",[],[],[],14,"[18,19]",373,"","",""
514,4367,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"",0,[],[],[],14,"[18,19]",373,"","",""
515,4368,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"",0,[],[],[],14,"[18,19]",373,"","",""
516,4369,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"",0,[],[],[],14,"[18,19]",373,"","",""
517,4370,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"",0,[],[],[],14,"[18,19]",373,"","",""
518,4371,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"",0,[],[],[],14,"[18,19]",373,"","",""
519,4372,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"",0,[],[],[],14,"[18,19]",373,"","",""
520,4373,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"",0,[],[],[],14,"[18,19]",373,"","",""
521,4374,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"","",[],[],[],14,"[18,19]",373,"","",""
522,4375,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"","",[],[],[],14,"[18,19]",334,"","",""
523,4376,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"",1,[],[],[],14,"[18,19]",373,"","",""
524,4377,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"",0,[],[],[],14,"[18,19]",373,"","",""
525,4378,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"","",[],[],[],14,"[18,19]",373,"","",""
526,4379,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"",2,[],[],[],14,"[18,19]",344,"","",""
527,4380,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"","",[],[],[],14,"[18,19]",373,"","",""
528,4381,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"",0,[],[],[],14,"[18,19]",373,"","",""
529,4382,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"",0,[],[],[],14,"[18,19]",373,"","",""
530,4383,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"",2,[],[],[],14,"[18,19]",370,"","",""
531,4384,1,1,"use_pet","","","Summons your pet",[],"","","",[],[],0,"",0,"",2,[],[],[],14,"[18,19]",370,"","",""
