"rownum","Metadata","AreaLevel","SpawnsMonsters","i32","i32","i32","i32","i32","i32","i32","i32","bool","bool","bool","bool","bool","bool","i32","i32","i32","i32","rid","bool","bool","Script1","bool","bool","Script2","[i32]","i32","i32","i32","i32","i32","i32","i32","i32"
807,"Metadata/Monsters/LeagueBlight/Spawners/FireEncounterWave_fireharpy",1,[7446],0,0,0,900,1450,0,0,65792,"",1,"","","","",0,0,0,0,"",1,"","","","","",[],0,0,0,0,25,25,1,1
808,"Metadata/Monsters/LeagueBlight/Spawners/FireEncounterWave_fireharpy",4,[7446],0,0,0,874,1408,0,0,65792,"",1,"","","","",0,0,0,0,"",1,"","","","","",[],0,0,0,0,25,25,1,1
809,"Metadata/Monsters/LeagueBlight/Spawners/FireEncounterWave_fireharpy",9,[7446],0,0,0,832,1338,0,0,65792,"",1,"","","","",0,0,8,0,"",1,"","","","","",[],0,0,0,0,25,25,1,1
810,"Metadata/Monsters/LeagueBlight/Spawners/FireEncounterWave_fireharpy",13,[7446],0,0,0,798,1282,0,0,65792,"",1,"","","","",0,0,11,0,"",1,"","","","","",[],0,0,0,0,25,25,1,1
811,"Metadata/Monsters/LeagueBlight/Spawners/FireEncounterWave_fireharpy",25,[7446],0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,14,0,"",1,"","","","","",[],0,0,0,0,25,25,1,1
812,"Metadata/Monsters/LeagueBlight/Spawners/FireEncounterWave_fireharpy",40,[7446],0,0,0,567,903,0,0,65792,"",1,"","","","",0,0,15,0,"",1,"","","","","",[],0,0,0,0,25,25,1,1
813,"Metadata/Monsters/LeagueBlight/Spawners/FireEncounterWave_fireharpy",55,[7446],0,0,0,328,510,0,0,65792,"",1,"","","","",0,0,15,0,"",1,"","","","","",[],0,0,0,0,25,25,1,1
814,"Metadata/Monsters/LeagueBlight/Spawners/FireEncounterWave_fireharpy",68,[7446],0,0,0,328,510,0,0,65792,"",1,"","","","",0,0,15,0,"",1,"","","","","",[],0,0,0,0,25,25,1,1
815,"Metadata/Monsters/LeagueBlight/Spawners/FireEncounterWave_fireharpy",73,[7446],0,0,0,285,440,0,0,65792,"",1,"","","","",0,0,15,0,"",1,"","","","","",[],0,0,0,0,25,25,1,1
816,"Metadata/Monsters/LeagueBlight/Spawners/FireEncounterWave_fireharpy",78,[7446],0,0,0,243,370,0,0,65792,"",1,"","","","",0,0,15,0,"",1,"","","","","",[],0,0,0,0,25,25,1,1
817,"Metadata/Monsters/LeagueBlight/Spawners/FireEncounterWave_fireharpy",80,[7446],0,0,0,226,342,0,0,65792,"",1,"","","","",0,0,15,0,"",1,"","","","","",[],0,0,0,0,25,25,1,1
818,"Metadata/Monsters/LeagueBlight/Spawners/FireEncounterWave_fireharpy",83,[7446],0,0,0,200,300,0,0,65792,"",1,"","","","",0,0,15,0,"",1,"","","","","",[],0,0,0,0,25,25,1,1
819,"Metadata/Monsters/LeagueBlight/Spawners/FireEncounterWave_fireharpy2",1,[7446],0,0,0,900,1450,0,0,65792,"",1,"","","","",0,0,0,0,"",1,"","","","","",[],0,0,0,0,30,30,1,1
820,"Metadata/Monsters/LeagueBlight/Spawners/FireEncounterWave_fireharpy2",4,[7446],0,0,0,874,1408,0,0,65792,"",1,"","","","",0,0,0,0,"",1,"","","","","",[],0,0,0,0,30,30,1,1
821,"Metadata/Monsters/LeagueBlight/Spawners/FireEncounterWave_fireharpy2",9,[7446],0,0,0,832,1338,0,0,65792,"",1,"","","","",0,0,11,0,"",1,"","","","","",[],0,0,0,0,30,30,1,1
822,"Metadata/Monsters/LeagueBlight/Spawners/FireEncounterWave_fireharpy2",13,[7446],0,0,0,798,1282,0,0,65792,"",1,"","","","",0,0,15,0,"",1,"","","","","",[],0,0,0,0,30,30,1,1
823,"Metadata/Monsters/LeagueBlight/Spawners/FireEncounterWave_fireharpy2",25,[7446],0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,20,0,"",1,"","","","","",[],0,0,0,0,30,30,1,1
824,"Metadata/Monsters/LeagueBlight/Spawners/FireEncounterWave_fireharpy2",40,[7446],0,0,0,567,903,0,0,65792,"",1,"","","","",0,0,23,0,"",1,"","","","","",[],0,0,0,0,30,30,1,1
825,"Metadata/Monsters/LeagueBlight/Spawners/FireEncounterWave_fireharpy2",55,[7446],0,0,0,328,510,0,0,65792,"",1,"","","","",0,0,23,0,"",1,"","","","","",[],0,0,0,0,30,30,1,1
826,"Metadata/Monsters/LeagueBlight/Spawners/FireEncounterWave_fireharpy2",68,[7446],0,0,0,328,510,0,0,65792,"",1,"","","","",0,0,24,0,"",1,"","","","","",[],0,0,0,0,30,30,1,1
827,"Metadata/Monsters/LeagueBlight/Spawners/FireEncounterWave_fireharpy2",73,[7446],0,0,0,285,440,0,0,65792,"",1,"","","","",0,0,26,0,"",1,"","","","","",[],0,0,0,0,30,30,1,1
828,"Metadata/Monsters/LeagueBlight/Spawners/FireEncounterWave_fireharpy2",78,[7446],0,0,0,243,370,0,0,65792,"",1,"","","","",0,0,27,0,"",1,"","","","","",[],0,0,0,0,30,30,1,1
829,"Metadata/Monsters/LeagueBlight/Spawners/FireEncounterWave_fireharpy2",80,[7446],0,0,0,226,342,0,0,65792,"",1,"","","","",0,0,29,0,"",1,"","","","","",[],0,0,0,0,30,30,1,1
830,"Metadata/Monsters/LeagueBlight/Spawners/FireEncounterWave_fireharpy2",83,[7446],0,0,0,200,300,0,0,65792,"",1,"","","","",0,0,30,0,"",1,"","","","","",[],0,0,0,0,30,30,1,1
831,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_zombie_slow",1,"[7487,7488,7489,7490,7491,7492]",0,0,0,900,1450,0,0,65792,"",1,"","","","",0,0,0,0,"",1,"","","","","",[],0,0,0,0,15,15,1,1
832,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_zombie_slow",4,"[7487,7488,7489,7490,7491,7492]",0,0,0,874,1408,0,0,65792,"",1,"","","","",0,0,0,0,"",1,"","","","","",[],0,0,0,0,15,15,1,1
833,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_zombie_slow",9,"[7487,7488,7489,7490,7491,7492]",0,0,0,832,1338,0,0,65792,"",1,"","","","",0,0,5,0,"",1,"","","","","",[],0,0,0,0,15,15,1,1
834,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_zombie_slow",13,"[7487,7488,7489,7490,7491,7492]",0,0,0,798,1282,0,0,65792,"",1,"","","","",0,0,7,0,"",1,"","","","","",[],0,0,0,0,15,15,1,1
835,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_zombie_slow",25,"[7487,7488,7489,7490,7491,7492]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,9,0,"",1,"","","","","",[],0,0,0,0,15,15,1,1
836,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_zombie_slow",40,"[7487,7488,7489,7490,7491,7492]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,10,0,"",1,"","","","","",[],0,0,0,0,15,15,1,1
837,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_zombie_slow",55,"[7487,7488,7489,7490,7491,7492]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,10,0,"",1,"","","","","",[],0,0,0,0,15,15,1,1
838,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_zombie_slow",68,"[7487,7488,7489,7490,7491,7492]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,10,0,"",1,"","","","","",[],0,0,0,0,15,15,1,1
839,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_zombie_slow",73,"[7487,7488,7489,7490,7491,7492]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,10,0,"",1,"","","","","",[],0,0,0,0,15,15,1,1
840,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_zombie_slow",78,"[7487,7488,7489,7490,7491,7492]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,10,0,"",1,"","","","","",[],0,0,0,0,15,15,1,1
841,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_zombie_slow",80,"[7487,7488,7489,7490,7491,7492]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,10,0,"",1,"","","","","",[],0,0,0,0,15,15,1,1
842,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_zombie_slow",83,"[7487,7488,7489,7490,7491,7492]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,10,0,"",1,"","","","","",[],0,0,0,0,15,15,1,1
843,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_zombie_mixed",1,"[7499,7500,7501,7502,7503,7504]",0,0,0,900,1450,0,0,65792,"",1,"","","","",0,0,0,0,"",1,"","","","","",[],0,0,0,0,15,15,1,1
844,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_zombie_mixed",4,"[7499,7500,7501,7502,7503,7504]",0,0,0,874,1408,0,0,65792,"",1,"","","","",0,0,0,0,"",1,"","","","","",[],0,0,0,0,15,15,1,1
845,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_zombie_mixed",9,"[7499,7500,7501,7502,7503,7504]",0,0,0,832,1338,0,0,65792,"",1,"","","","",0,0,5,0,"",1,"","","","","",[],0,0,0,0,15,15,1,1
846,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_zombie_mixed",13,"[7499,7500,7501,7502,7503,7504]",0,0,0,798,1282,0,0,65792,"",1,"","","","",0,0,7,0,"",1,"","","","","",[],0,0,0,0,15,15,1,1
847,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_zombie_mixed",25,"[7499,7500,7501,7502,7503,7504]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,9,0,"",1,"","","","","",[],0,0,0,0,15,15,1,1
848,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_zombie_mixed",40,"[7499,7500,7501,7502,7503,7504]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,10,0,"",1,"","","","","",[],0,0,0,0,15,15,1,1
849,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_zombie_mixed",55,"[7499,7500,7501,7502,7503,7504]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,10,0,"",1,"","","","","",[],0,0,0,0,15,15,1,1
850,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_zombie_mixed",68,"[7499,7500,7501,7502,7503,7504]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,10,0,"",1,"","","","","",[],0,0,0,0,15,15,1,1
851,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_zombie_mixed",73,"[7499,7500,7501,7502,7503,7504]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,10,0,"",1,"","","","","",[],0,0,0,0,15,15,1,1
852,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_zombie_mixed",78,"[7499,7500,7501,7502,7503,7504]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,10,0,"",1,"","","","","",[],0,0,0,0,15,15,1,1
853,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_zombie_mixed",80,"[7499,7500,7501,7502,7503,7504]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,10,0,"",1,"","","","","",[],0,0,0,0,15,15,1,1
854,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_zombie_mixed",83,"[7499,7500,7501,7502,7503,7504]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,10,0,"",1,"","","","","",[],0,0,0,0,15,15,1,1
855,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_zombie_mixed2",1,"[7499,7500,7501,7502,7503,7504]",0,0,0,900,1450,0,0,65792,"",1,"","","","",0,0,0,0,"",1,"","","","","",[],0,0,0,0,20,20,1,1
856,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_zombie_mixed2",4,"[7499,7500,7501,7502,7503,7504]",0,0,0,874,1408,0,0,65792,"",1,"","","","",0,0,0,0,"",1,"","","","","",[],0,0,0,0,20,20,1,1
857,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_zombie_mixed2",9,"[7499,7500,7501,7502,7503,7504]",0,0,0,832,1338,0,0,65792,"",1,"","","","",0,0,7,0,"",1,"","","","","",[],0,0,0,0,20,20,1,1
858,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_zombie_mixed2",13,"[7499,7500,7501,7502,7503,7504]",0,0,0,798,1282,0,0,65792,"",1,"","","","",0,0,10,3,"",1,"","","","","",[],0,0,0,0,20,20,1,1
859,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_zombie_mixed2",25,"[7499,7500,7501,7502,7503,7504]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,13,4,"",1,"","","","","",[],0,0,0,0,20,20,1,1
860,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_zombie_mixed2",40,"[7499,7500,7501,7502,7503,7504]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,15,5,"",1,"","","","","",[],0,0,0,0,20,20,1,1
861,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_zombie_mixed2",55,"[7499,7500,7501,7502,7503,7504]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,15,5,"",1,"","","","","",[],0,0,0,0,20,20,1,1
862,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_zombie_mixed2",68,"[7499,7500,7501,7502,7503,7504]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,16,5,"",1,"","","","","",[],0,0,0,0,20,20,1,1
863,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_zombie_mixed2",73,"[7499,7500,7501,7502,7503,7504]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,17,5,"",1,"","","","","",[],0,0,0,0,20,20,1,1
864,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_zombie_mixed2",78,"[7499,7500,7501,7502,7503,7504]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,18,5,"",1,"","","","","",[],0,0,0,0,20,20,1,1
865,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_zombie_mixed2",80,"[7499,7500,7501,7502,7503,7504]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,19,5,"",1,"","","","","",[],0,0,0,0,20,20,1,1
866,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_zombie_mixed2",83,"[7499,7500,7501,7502,7503,7504]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,20,5,"",1,"","","","","",[],0,0,0,0,20,20,1,1
867,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_zombie_mixed3",1,"[7499,7500,7501,7502,7503,7504]",0,0,0,900,1450,0,0,65792,"",1,"","","","",0,0,0,0,"",1,"","ModifyState( spawn_count, +1 );","","","",[],0,0,0,0,25,25,1,1
868,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_zombie_mixed3",4,"[7499,7500,7501,7502,7503,7504]",0,0,0,874,1408,0,0,65792,"",1,"","","","",0,0,0,0,"",1,"","ModifyState( spawn_count, +1 );","","","",[],0,0,0,0,25,25,1,1
869,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_zombie_mixed3",9,"[7499,7500,7501,7502,7503,7504]",0,0,0,832,1338,0,0,65792,"",1,"","","","",0,0,7,0,"",1,"","ModifyState( spawn_count, +1 );","","","",[],0,0,0,0,25,25,1,1
870,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_zombie_mixed3",13,"[7499,7500,7501,7502,7503,7504]",0,0,0,798,1282,0,0,65792,"",1,"","","","",0,0,10,3,"",1,"","ModifyState( spawn_count, +1 );","","","",[],0,0,0,0,25,25,1,1
871,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_zombie_mixed3",25,"[7499,7500,7501,7502,7503,7504]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,13,4,"",1,"","ModifyState( spawn_count, +1 );","","","",[],0,0,0,0,25,25,1,1
872,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_zombie_mixed3",40,"[7499,7500,7501,7502,7503,7504]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,15,5,"",1,"","ModifyState( spawn_count, +1 );","","","",[],0,0,0,0,25,25,1,1
873,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_zombie_mixed3",55,"[7499,7500,7501,7502,7503,7504]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,15,5,"",1,"","ModifyState( spawn_count, +1 );","","","",[],0,0,0,0,25,25,1,1
874,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_zombie_mixed3",68,"[7499,7500,7501,7502,7503,7504]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,16,5,"",1,"","ModifyState( spawn_count, +1 );","","","",[],0,0,0,0,25,25,1,1
875,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_zombie_mixed3",73,"[7499,7500,7501,7502,7503,7504]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,17,5,"",1,"","ModifyState( spawn_count, +1 );","","","",[],0,0,0,0,25,25,1,1
876,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_zombie_mixed3",78,"[7499,7500,7501,7502,7503,7504]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,18,5,"",1,"","ModifyState( spawn_count, +1 );","","","",[],0,0,0,0,25,25,1,1
877,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_zombie_mixed3",80,"[7499,7500,7501,7502,7503,7504]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,19,5,"",1,"","ModifyState( spawn_count, +1 );","","","",[],0,0,0,0,25,25,1,1
878,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_zombie_mixed3",83,"[7499,7500,7501,7502,7503,7504]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,20,5,"",1,"","ModifyState( spawn_count, +1 );","","","",[],0,0,0,0,25,25,1,1
879,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_zombie_mixed_boss",1,[7505],0,0,0,200,300,0,0,65792,"",1,"","","","",0,0,0,0,3,1,"","","","","",[],0,0,0,0,1,1,1,1
880,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_zombie_fast",1,"[7493,7494,7495,7496,7497,7498]",0,0,0,900,1450,0,0,65792,"",1,"","","","",0,0,0,0,"",1,"","","","","",[],0,0,0,0,22,22,1,1
881,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_zombie_fast",4,"[7493,7494,7495,7496,7497,7498]",0,0,0,874,1408,0,0,65792,"",1,"","","","",0,0,0,0,"",1,"","","","","",[],0,0,0,0,22,22,1,1
882,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_zombie_fast",9,"[7493,7494,7495,7496,7497,7498]",0,0,0,832,1338,0,0,65792,"",1,"","","","",0,0,8,0,"",1,"","","","","",[],0,0,0,0,22,22,1,1
883,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_zombie_fast",13,"[7493,7494,7495,7496,7497,7498]",0,0,0,798,1282,0,0,65792,"",1,"","","","",0,0,11,0,"",1,"","","","","",[],0,0,0,0,22,22,1,1
884,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_zombie_fast",25,"[7493,7494,7495,7496,7497,7498]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,14,0,"",1,"","","","","",[],0,0,0,0,22,22,1,1
885,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_zombie_fast",40,"[7493,7494,7495,7496,7497,7498]",0,0,0,567,903,0,0,65792,"",1,"","","","",0,0,15,0,"",1,"","","","","",[],0,0,0,0,22,22,1,1
886,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_zombie_fast",55,"[7493,7494,7495,7496,7497,7498]",0,0,0,328,510,0,0,65792,"",1,"","","","",0,0,15,0,"",1,"","","","","",[],0,0,0,0,22,22,1,1
887,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_zombie_fast",68,"[7493,7494,7495,7496,7497,7498]",0,0,0,328,510,0,0,65792,"",1,"","","","",0,0,15,0,"",1,"","","","","",[],0,0,0,0,22,22,1,1
888,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_zombie_fast",73,"[7493,7494,7495,7496,7497,7498]",0,0,0,285,440,0,0,65792,"",1,"","","","",0,0,15,0,"",1,"","","","","",[],0,0,0,0,22,22,1,1
889,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_zombie_fast",78,"[7493,7494,7495,7496,7497,7498]",0,0,0,243,370,0,0,65792,"",1,"","","","",0,0,15,0,"",1,"","","","","",[],0,0,0,0,22,22,1,1
890,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_zombie_fast",80,"[7493,7494,7495,7496,7497,7498]",0,0,0,226,342,0,0,65792,"",1,"","","","",0,0,15,0,"",1,"","","","","",[],0,0,0,0,22,22,1,1
891,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_zombie_fast",83,"[7493,7494,7495,7496,7497,7498]",0,0,0,200,300,0,0,65792,"",1,"","","","",0,0,15,0,"",1,"","","","","",[],0,0,0,0,22,22,1,1
892,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_zombie_fast2",1,"[7493,7494,7495,7496,7497,7498]",0,0,0,900,1450,0,0,65792,"",1,"","","","",0,0,0,0,"",1,"","","","","",[],0,0,0,0,30,30,1,1
893,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_zombie_fast2",4,"[7493,7494,7495,7496,7497,7498]",0,0,0,874,1408,0,0,65792,"",1,"","","","",0,0,0,0,"",1,"","","","","",[],0,0,0,0,30,30,1,1
894,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_zombie_fast2",9,"[7493,7494,7495,7496,7497,7498]",0,0,0,832,1338,0,0,65792,"",1,"","","","",0,0,11,0,"",1,"","","","","",[],0,0,0,0,30,30,1,1
895,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_zombie_fast2",13,"[7493,7494,7495,7496,7497,7498]",0,0,0,798,1282,0,0,65792,"",1,"","","","",0,0,15,0,"",1,"","","","","",[],0,0,0,0,30,30,1,1
896,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_zombie_fast2",25,"[7493,7494,7495,7496,7497,7498]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,20,0,"",1,"","","","","",[],0,0,0,0,30,30,1,1
897,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_zombie_fast2",40,"[7493,7494,7495,7496,7497,7498]",0,0,0,567,903,0,0,65792,"",1,"","","","",0,0,23,0,"",1,"","","","","",[],0,0,0,0,30,30,1,1
898,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_zombie_fast2",55,"[7493,7494,7495,7496,7497,7498]",0,0,0,328,510,0,0,65792,"",1,"","","","",0,0,23,0,"",1,"","","","","",[],0,0,0,0,30,30,1,1
899,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_zombie_fast2",68,"[7493,7494,7495,7496,7497,7498]",0,0,0,328,510,0,0,65792,"",1,"","","","",0,0,24,0,"",1,"","","","","",[],0,0,0,0,30,30,1,1
900,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_zombie_fast2",73,"[7493,7494,7495,7496,7497,7498]",0,0,0,285,440,0,0,65792,"",1,"","","","",0,0,26,0,"",1,"","","","","",[],0,0,0,0,30,30,1,1
901,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_zombie_fast2",78,"[7493,7494,7495,7496,7497,7498]",0,0,0,243,370,0,0,65792,"",1,"","","","",0,0,27,0,"",1,"","","","","",[],0,0,0,0,30,30,1,1
902,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_zombie_fast2",80,"[7493,7494,7495,7496,7497,7498]",0,0,0,226,342,0,0,65792,"",1,"","","","",0,0,29,0,"",1,"","","","","",[],0,0,0,0,30,30,1,1
903,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_zombie_fast2",83,"[7493,7494,7495,7496,7497,7498]",0,0,0,200,300,0,0,65792,"",1,"","","","",0,0,30,0,"",1,"","","","","",[],0,0,0,0,30,30,1,1
904,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_zombie_fast3",1,"[7493,7494,7495,7496,7497,7498]",0,0,0,900,1450,0,0,65792,"",1,"","","","",0,0,0,0,"",1,"","ModifyState( spawn_count, +1 );","","","",[],0,0,0,0,37,37,1,1
905,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_zombie_fast3",4,"[7493,7494,7495,7496,7497,7498]",0,0,0,874,1408,0,0,65792,"",1,"","","","",0,0,0,0,"",1,"","ModifyState( spawn_count, +1 );","","","",[],0,0,0,0,37,37,1,1
906,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_zombie_fast3",9,"[7493,7494,7495,7496,7497,7498]",0,0,0,832,1338,0,0,65792,"",1,"","","","",0,0,11,0,"",1,"","ModifyState( spawn_count, +1 );","","","",[],0,0,0,0,37,37,1,1
907,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_zombie_fast3",13,"[7493,7494,7495,7496,7497,7498]",0,0,0,798,1282,0,0,65792,"",1,"","","","",0,0,15,0,"",1,"","ModifyState( spawn_count, +1 );","","","",[],0,0,0,0,37,37,1,1
908,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_zombie_fast3",25,"[7493,7494,7495,7496,7497,7498]",0,0,0,695,1113,0,0,65792,"",1,"","","","",0,0,20,0,"",1,"","ModifyState( spawn_count, +1 );","","","",[],0,0,0,0,37,37,1,1
909,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_zombie_fast3",40,"[7493,7494,7495,7496,7497,7498]",0,0,0,567,903,0,0,65792,"",1,"","","","",0,0,23,0,"",1,"","ModifyState( spawn_count, +1 );","","","",[],0,0,0,0,37,37,1,1
910,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_zombie_fast3",55,"[7493,7494,7495,7496,7497,7498]",0,0,0,328,510,0,0,65792,"",1,"","","","",0,0,23,0,"",1,"","ModifyState( spawn_count, +1 );","","","",[],0,0,0,0,37,37,1,1
911,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_zombie_fast3",68,"[7493,7494,7495,7496,7497,7498]",0,0,0,328,510,0,0,65792,"",1,"","","","",0,0,24,0,"",1,"","ModifyState( spawn_count, +1 );","","","",[],0,0,0,0,37,37,1,1
912,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_zombie_fast3",73,"[7493,7494,7495,7496,7497,7498]",0,0,0,285,440,0,0,65792,"",1,"","","","",0,0,26,0,"",1,"","ModifyState( spawn_count, +1 );","","","",[],0,0,0,0,37,37,1,1
913,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_zombie_fast3",78,"[7493,7494,7495,7496,7497,7498]",0,0,0,243,370,0,0,65792,"",1,"","","","",0,0,27,0,"",1,"","ModifyState( spawn_count, +1 );","","","",[],0,0,0,0,37,37,1,1
