"rownum","Id","BaseItemTypesKey","HASH16","HASH32","i32","bool","bool","[rid]","rid","[rid]","bool","i32","rid"
248,"Metadata/Pet/GoddessPet/GoddessPetPremium",4549,45927,151108198,12,"",1,[1],61,[],"",0,""
249,"Metadata/Pet/GoddessPet/GoddessPetPremiumExpired",4550,29780,-2027490446,12,1,"",[1],61,[],"",0,""
250,"Metadata/Pet/Cat/HeistCalicoCatPet",4551,25867,1227500577,8,"","",[1],70,[],"",0,""
251,"Metadata/Pet/Twilight_SunriseOrreyPet/SunriseOrreryPet",4552,51775,-474207869,8,"","",[1],112,[],"",0,""
252,"Metadata/Pet/Wolf/SunriseWolf",4553,975,2037938871,10,"","",[1],112,[],"",0,""
253,"Metadata/Pet/Twilight_NightfallCloud/NightfallCloud",4554,64490,-65730561,8,"","",[1],112,[],"",0,""
254,"Metadata/Pet/Dragon/TwilightNightfallDragon",4555,60826,-938596972,15,1,"",[1],112,[],"",0,""
255,"Metadata/Pet/Dragon/TwilightNightfallDragonPremium",4556,35405,-1577702469,15,"",1,[1],112,[],"",0,""
256,"Metadata/Pet/Dragon/TwilightNightfallDragonPremiumExpired",4557,60414,1989254511,15,1,"",[1],112,[],"",0,""
257,"Metadata/Pet/Duck/Mallard",4558,5615,-282002721,8,"","",[1],3,[],"",0,""
258,"Metadata/Pet/Duck/ParadiseMale",4559,40886,-641120641,8,"","",[1],3,[],"",0,""
259,"Metadata/Pet/Duck/ParadiseFemale",4560,64300,1633983048,8,"","",[1],3,[],"",0,""
260,"Metadata/Pet/DancingSkeleton/DancingSkeleton",4561,41078,-125937656,8,"","",[2],65,[],"",0,""
261,"Metadata/Pet/SurvivorHound/SurvivorHound",4562,28731,1436296615,8,"","",[1],3,[],"",0,""
262,"Metadata/Pet/SurvivorHound/SurvivorPackHound",4563,62413,1031392948,8,"","",[1],3,[],"",0,""
263,"Metadata/Pet/SurvivorHound/DemonicHound",4564,54768,722534112,8,"",1,[1],3,[],"",0,""
264,"Metadata/Pet/SurvivorHound/DemonicHoundExpired",4565,49775,610788872,8,1,"",[1],3,[],"",0,""
265,"Metadata/Pet/FreyaCompanion/Freya",4566,29408,384787471,10,1,"",[2],60,[],"",0,""
266,"Metadata/Pet/FreyaCompanion/FreyaPremium",4567,49503,222415902,10,"",1,[2],60,[],"",0,""
267,"Metadata/Pet/FreyaCompanion/FreyaPremiumExpired",4568,50810,516085944,10,1,"",[2],60,[],"",0,""
268,"Metadata/Pet/FreyaCompanion/FreyaSummerPremium",4569,42690,1464725903,10,"",1,[2],60,[],"",0,""
269,"Metadata/Pet/FreyaCompanion/FreyaSummerPremiumExpired",4570,1000,1806592070,10,1,"",[2],60,[],"",0,""
270,"Metadata/Pet/ArcticFoxPet/ArcticFoxPet",4571,33967,-1453707787,8,"","",[1],8,[],"",0,""
271,"Metadata/Pet/MiserySmall/MiserySmall",4572,31497,467099870,8,"","",[1],119,[],"",0,""
272,"Metadata/Pet/GothicHorrorGhostChild/misery/MiseryHorrorGhostChild",4573,64634,1486464227,8,"","",[1],119,[],"",0,""
273,"Metadata/Pet/Cockroach/CockroachWarlord",4574,59717,453308993,8,"","",[1],119,[],"",0,""
274,"Metadata/Pet/SufferingSpiritPet/SufferingSpiritPet",4575,62568,1654167280,10,"","",[2],119,[],"",0,""
275,"Metadata/Pet/Rabbit/TintOrangeRabbit",4576,1149,378409715,8,"","",[1],3,[],"",0,""
276,"Metadata/Pet/Rabbit/BlackWhiteRabbit",4577,7044,330041384,8,"","",[1],3,[],"",0,""
277,"Metadata/Pet/Rabbit/WoolyWhiteRabbit",4578,40686,890022882,8,"","",[1],3,[],"",0,""
278,"Metadata/Pet/RenegadeImp/RenegadeImp",4579,63003,-1799134504,8,"","",[1],99,[],"",0,""
279,"Metadata/Pet/GraspingHands/BreachSpawner",4580,49520,846852873,8,"","",[1],30,[],"",0,""
280,"Metadata/Pet/Cherub/AbyssCherub/AbyssCherub",4581,18032,-1743724960,8,"","",[1],30,[],"",0,""
281,"Metadata/Pet/TwilightHorsePet/TwilightSteedPet",4582,44417,-884709691,12,1,"",[1],112,[],"",0,""
282,"Metadata/Pet/TwilightHorsePet/TwilightPegasus",4583,47043,-449555721,14,"",1,[1],112,[],"",0,""
283,"Metadata/Pet/TwilightHorsePet/TwilightPegasusPremiumExpired",4584,52177,1174769108,14,1,"",[1],112,[],"",0,""
284,"Metadata/Pet/VaalToucan/VaalToucan",4585,47609,589404888,8,"","",[1],114,[],"",0,""
285,"Metadata/Pet/LightBringerCat/LightbringerCat",4586,48123,-1828771580,8,"","",[1],5,[],"",0,""
286,"Metadata/Pet/GryffonPets/LightBringerGryffon",4587,30924,-1233662277,10,"","",[1],5,[],"",0,""
287,"Metadata/Pet/DarkShardFalcon/DarkShardFalcon",4588,41330,-1586429949,8,"","",[1],5,[],"",0,""
288,"Metadata/Pet/GryffonPets/DarkShardGryffon",4589,44614,852204685,10,"","",[1],5,[],"",0,""
289,"Metadata/Pet/Hasina/Hasina01",4590,48515,-1825821009,10,1,"",[2],39,[],"",0,""
290,"Metadata/Pet/Hasina/Hasina02",4591,58687,1343468844,10,"",1,[2],39,[],"",0,""
291,"Metadata/Pet/Hasina/Hasina03",4592,50215,247843554,10,1,"",[2],39,[],"",0,""
292,"Metadata/Pet/HasinaSpring/HasinaSpringPremium",4593,4721,1578847338,8,"",1,[2],39,[],"",0,""
293,"Metadata/Pet/HasinaSpring/HasinaSpringPremiumExpired",4594,31636,238712238,8,1,"",[2],39,[],"",0,""
294,"Metadata/Pet/ThaumaturgyDachshund/ThaumaturgyDachshund",4595,60005,388562253,8,"","",[1],111,[],"",0,""
295,"Metadata/Pet/Cat/SoulkeeperCat",4596,16179,1306096362,8,"","",[1],49,[],"",0,""
296,"Metadata/Pet/ScavengerBat/ScavengerBat",4597,64801,-1236710552,8,"","",[1],84,[],"",0,""
297,"Metadata/Pet/ScavengerLargeRat/ScavengerLargeRat",4598,16929,1947809336,8,"","",[1],84,[],"",0,""
298,"Metadata/Pet/OverseerSmallPet/OverseerSmallPet",4599,21479,-1076564941,8,"","",[1],84,[],"",0,""
299,"Metadata/Pet/OverseerLargeOwl/OverseerLargeOwl",4600,39745,2026693517,10,"","",[1],84,[],"",0,""
300,"Metadata/Pet/ParagonPet/ParagonPet",4601,7860,1538344197,8,"","",[1],86,[],"",0,""
301,"Metadata/Pet/EthercraftTurtle/SavageEthercraftTurtle",4602,986,-672672707,8,"","",[1],46,[],"",0,""
302,"Metadata/Pet/EthercraftTurtleEnraged/EnragedEthercraftTurtle",4603,11895,1698319181,8,"","",[1],46,[],"",0,""
303,"Metadata/Pet/EthercraftTurtleTranquil/TranquilEthercraftTurtle",4604,60254,1792442760,8,"","",[1],46,[],"",0,""
304,"Metadata/Pet/EthercraftTurtleChaotic/ChaoticEthercraftTurtle",4605,22730,-177558112,8,"","",[1],46,[],"",0,""
305,"Metadata/Pet/DragonSerpent/DragonSerpent",4606,34863,1618798675,14,1,"",[1],12,[],"",0,""
306,"Metadata/Pet/DragonSerpent/DragonSerpentPremium",4607,40417,594984599,14,"",1,[1],12,[],"",0,""
307,"Metadata/Pet/DragonSerpent/DragonSerpentPremiumExpired",4608,28497,-1788872178,14,1,"",[1],12,[],"",0,""
308,"Metadata/Pet/JingweiBabyCrane/JingweiBabyCrane",4609,59758,2005638885,8,1,"",[1],77,[],"",0,""
309,"Metadata/Pet/JingweiCrane/JingweiCrane",4610,38119,-1691938880,14,"",1,[1],77,[],"",0,""
310,"Metadata/Pet/JingweiCrane/JingweiCraneExpired",4611,6131,1202212955,14,1,"",[1],77,[],"",0,""
311,"Metadata/Pet/BuccaneerPet/BuccaneerPet",4613,45357,2126630892,8,"","",[2],34,[],"",0,""
312,"Metadata/Pet/IntrepidDeer/IntrepidDeer",4612,12606,-665851535,8,"","",[1],103,[],"",0,""
313,"Metadata/Pet/Seagull/AtlantisSirenSeagull",4615,31305,899502036,8,"","",[1],10,[],"",0,""
314,"Metadata/Pet/AtlantisSirenPegasus/AtlantisSirenPegasus",4616,62905,722919087,12,"","",[1],10,[],"",0,""
315,"Metadata/Pet/Frog/Deepwater",4617,53606,-2039916785,8,"","",[1],10,[],"",0,""
316,"Metadata/Pet/FishMine/FishMine",4618,12453,-1734367174,8,"","",[1],10,[],"",0,""
317,"Metadata/Pet/HellscapePet/HellscapePet",4619,22214,-1592592428,10,"","",[1],103,[],"",0,""
318,"Metadata/Pet/Skadi/Skadi",4620,28132,-526938765,10,1,"",[2],8,[],"",0,""
319,"Metadata/Pet/Skadi/SkadiPremium",4621,47903,396340352,10,"",1,[2],8,[],"",0,""
320,"Metadata/Pet/Skadi/SkadiPremiumExpired",4622,26442,1858079114,10,1,"",[2],8,[],"",0,""
321,"Metadata/Pet/CelestialTurtle/CelestialTurtle",4626,51403,1548522631,8,"","",[1],22,[],"",0,""
322,"Metadata/Pet/GryffonPets/DarkShardTencentGryffon",4623,28186,502821858,10,1,"",[1],86,[],"",0,""
323,"Metadata/Pet/GryffonPets/DarkShardTencentGryffonPremium",4624,22433,-2043162218,10,"",1,[1],86,[],"",0,""
324,"Metadata/Pet/GryffonPets/DarkShardTencentGryffonPremiumExpired",4625,40946,-1720777059,10,1,"",[1],86,[],"",0,""
325,"Metadata/Pet/WyrmCall/WyrmCallPet",4614,44243,-2008603500,15,"","",[1],7,[],"",0,""
326,"Metadata/Pet/Beetle/HeritageBeetle",4627,8812,-658965804,8,"","",[1],68,[],"",0,""
327,"Metadata/Pet/HummingBird/HeritageHummingBird",4628,28721,417097965,8,"","",[1],68,[],"",0,""
328,"Metadata/Pet/HeritagePeacock/HeritagePeacock",4629,5638,458362196,8,"","",[1],68,[],"",0,""
329,"Metadata/Pet/Centipede/DivergenceCentipede",4630,14358,-911543876,8,"","",[1],68,[],"",0,""
330,"Metadata/Pet/DivergenceAnglerFish/DivergenceAnglerFish",4631,3550,371268607,10,"","",[1],68,[],"",0,""
331,"Metadata/Pet/SkadiWolfPup/SkadiWolfPup",4632,9600,150482296,8,1,"",[1],3,[],"",0,""
332,"Metadata/Pet/SkadiWolfSpirit/SkadiWolfSpirit",4633,46611,-966627215,8,"",1,[1],3,[],"",0,""
333,"Metadata/Pet/SkadiWolfSpirit/SkadiWolfSpiritExpired",4634,34052,1466749544,8,1,"",[1],3,[],"",0,""
334,"Metadata/Pet/GodOfThunderBabyTiger/GodOfThunderBabyTiger",4635,15755,-316288850,8,1,"",[1],3,[],"",0,""
335,"Metadata/Pet/Tiger/GodofThunderPet",4636,10092,-1325492334,8,"",1,[1],3,[],"",0,""
336,"Metadata/Pet/Tiger/GodofThunderPremiumExpiredPet",4637,19470,318136056,8,1,"",[1],3,[],"",0,""
337,"Metadata/Pet/Tiger/HarmoniousTigerPet",4638,53283,1853210198,8,"","",[1],67,[],"",0,""
338,"Metadata/Pet/HummingBird/HummingBird",4639,38857,-2099505899,8,"","",[1],3,[],"",0,""
339,"Metadata/Pet/FennecFox/FennecFox",4640,23252,173691022,8,"","",[1],3,[],"",0,""
340,"Metadata/Pet/GiantHornet/GiantHornet",4641,61971,-1124708635,8,"","",[1],3,[],"",0,""
341,"Metadata/Pet/Wolverine/Wolverine",4642,18642,423055845,8,"","",[1],3,[],"",0,""
342,"Metadata/Pet/PoodleMoth/PoodleMoth",4643,39448,-807905856,8,"","",[1],3,[],"",0,""
343,"Metadata/Pet/FaridunLizardPet/FaridunLizardPet",4644,56965,-1892068932,8,"","",[1],3,[],"",0,""
344,"Metadata/Pet/FangtoothMoray/FangtoothMoray",4645,34645,-1870981330,8,"","",[1],3,[],"",0,""
345,"Metadata/Pet/Raccoon/Raccoon",4646,44288,1511061264,10,"","",[1],3,[48589],"",0,""
346,"Metadata/Pet/AyeAyePet/AyeAye",4647,44009,1780531657,8,"","",[1],3,[],"",0,""
347,"Metadata/Pet/Cat/AristocratCat",4648,18801,633236687,8,"","",[1],3,[],"",0,""
348,"Metadata/Pet/CultDarkness/Aristocrat/Aristocrat",4649,25862,493975671,10,"","",[1],3,[],"",0,""
349,"Metadata/Pet/BladeSoul/BladeSoulSword",4650,6186,-653803219,10,1,"",[2],11,[],"",0,""
350,"Metadata/Pet/BladeSoul/BladeSoulCompanion",4651,39792,1035904718,10,"",1,[2],11,[],"",0,""
351,"Metadata/Pet/BladeSoul/BladeSoulCompanionExpired",4652,33631,-1160693362,10,1,"",[2],11,[],"",0,""
352,"Metadata/Pet/TencentAristocratCat/TencentAristocratCat",4653,656,404691599,8,1,"",[1],3,[],"",0,""
353,"Metadata/Pet/TencentAristocratCat/TencentAristocratCatPremium",4654,15830,-108805035,8,"",1,[1],3,[],"",0,""
354,"Metadata/Pet/TencentAristocratCat/TencentAristocratCatPremiumExpired",4655,35821,627224207,8,1,"",[1],3,[],"",0,""
355,"Metadata/Pet/Battery/Mana/ManaBatteryOrb",4656,3545,-1611361747,8,"","",[1],86,[],"",0,""
356,"Metadata/Pet/Battery/Life/LifeBatteryOrb",4657,45428,-1137701564,8,"","",[1],86,[],"",0,""
357,"Metadata/Pet/EmberkeepVulture/EmberkeepVulture",4660,15979,-1311469633,8,"",1,[1],3,[],"",0,""
358,"Metadata/Pet/GolemBall/GolemBall",4658,44649,2025838294,8,"","",[1],86,[],"",0,""
359,"Metadata/Pet/lightningbird/LightningBird",4661,32402,239759576,14,"","",[1],3,[],"",0,""
360,"Metadata/Pet/lightningbird/LightningBirdAutomaton",4662,45597,-1185412283,14,"","",[1],3,[],"",0,""
361,"Metadata/Pet/lightningbird/LightningBirdCelestial",4663,54570,1612952841,14,"","",[1],3,[],"",0,""
362,"Metadata/Pet/lightningbird/LightningBirdDivine",4664,56526,-1285394516,14,"","",[1],3,[],"",0,""
363,"Metadata/Pet/Arachnomorph/ArachnomorphPetBone",4665,11933,1146972864,14,"","",[1],3,[],"",0,""
364,"Metadata/Pet/Arachnomorph/ArachnomorphPetBulb",4666,40440,1707866163,14,"","",[1],3,[],"",0,""
365,"Metadata/Pet/Arachnomorph/ArachnomorphPetSabre",4667,37321,-1151784304,14,"","",[1],3,[],"",0,""
366,"Metadata/Pet/Arachnomorph/ArachnomorphPetSpindly",4668,13753,-1367696445,14,"","",[1],3,[],"",0,""
367,"Metadata/Pet/Arachnomorph/ArachnomorphPetPlated",4669,64759,-924765162,14,"","",[1],3,[],"",0,""
368,"Metadata/Pet/LineOfAnts/LineOfAntsLeaderFire",4670,25566,-868700186,1,"","",[1],3,[47734],1,0,""
369,"Metadata/Pet/LineOfAnts/LineOfAntsLeaderGold",4671,4934,266280089,1,"","",[1],3,[47734],1,0,""
370,"Metadata/Pet/LineOfAnts/LineOfAntsLeaderGreen",4672,23775,-1602356062,1,"","",[1],3,[47734],1,0,""
371,"Metadata/Pet/Blob/Blob",4673,60529,963302683,12,"","",[1],86,[],"",0,""
372,"Metadata/Pet/AlchemistCompanion/AlchemistCompanion01",4674,54926,-1638774564,12,1,"",[2],86,[],"",0,""
373,"Metadata/Pet/AlchemistCompanion/AlchemistCompanion02",4675,22043,-1997086995,12,"",1,[2],86,[],"",0,""
374,"Metadata/Pet/AlchemistCompanion/AlchemistCompanion03",4676,54946,-1361217409,12,1,"",[2],86,[],"",0,""
375,"Metadata/Pet/AlchemistCompanion/AlchemistCompanion04",4677,33525,675392180,12,1,"",[2],86,[],"",0,""
376,"Metadata/Pet/Demonling/DemonlingPetGalloping",4678,61132,-809492212,8,"","",[1],38,[],"",0,""
377,"Metadata/Pet/Demonling/DemonlingPetHeadless",4679,10048,1165713979,8,"","",[1],38,[],"",0,""
378,"Metadata/Pet/Demonling/DemonlingPetScuttling",4680,26635,334855166,12,"","",[1],38,[],"",0,""
379,"Metadata/Pet/Demonling/DemonlingPetSpiky",4681,24809,1746667765,8,"","",[1],38,[],"",0,""
380,"Metadata/Pet/Demonling/DemonlingPetWinged",4682,23773,1678915791,8,"","",[1],38,[],"",0,""
381,"Metadata/Pet/BloodlordPet/Bloodlord",4683,60001,1912903781,14,"","",[1],38,[],"",0,""
382,"Metadata/Pet/PetRock/PetRock",4684,52130,929823945,14,"","",[1],87,[],"",0,""
383,"Metadata/Pet/PetRock/PetRockAzurite",4685,47248,128499512,14,"","",[1],87,[],"",0,""
384,"Metadata/Pet/PetRock/PetRockGold",4686,15007,-1905543948,14,"","",[1],87,[],"",0,""
385,"Metadata/Pet/PetRock/PetRockSandstone",4687,3696,1333018884,14,"","",[1],87,[],"",0,""
386,"Metadata/Pet/PetRock/PetRockStatues",4688,62845,-306898744,14,"","",[1],87,[],"",0,""
387,"Metadata/Pet/PetRock/PetRockSulphur",4689,19077,-1473912160,14,"","",[1],87,[],"",0,""
388,"Metadata/Pet/PetRock/PetRockVaal",4690,20551,629306821,14,"","",[1],87,[],"",0,""
389,"Metadata/Pet/GoblinBard/GoblinBard_01",4691,11714,97855511,8,"","",[1],86,[],"",0,""
390,"Metadata/Pet/GoblinBard/GoblinBard_02",4692,52818,-672720459,8,"","",[1],86,[],"",0,""
391,"Metadata/Pet/GoblinBard/GoblinBard_03",4693,13007,-322052606,8,"","",[1],86,[],"",0,""
392,"Metadata/Pet/ScarletMacawParrot/ScarletMacawParrot",4694,62023,1858575488,8,"","",[1],3,[],"",16777216,""
393,"Metadata/Pet/TencentLunarRabbit/TencentLunarRabbitSmall",4695,11967,256778737,8,1,"",[1],3,[],"",0,""
394,"Metadata/Pet/TencentLunarRabbit/TencentLunarRabbitBig",4696,63061,224131854,12,"",1,[1],3,[],"",0,""
395,"Metadata/Pet/TencentLunarRabbit/TencentLunarRabbitBigExpired",4697,45541,-1587343226,12,1,"",[1],3,[],"",0,""
396,"Metadata/Pet/SandWorm/SandWorm",4698,35834,-1679093743,12,"","",[1],3,[],"",0,""
397,"Metadata/Pet/Bear/DelveBear",4699,22212,639856871,10,"","",[1],3,[],"",0,""
398,"Metadata/Pet/PandemoniumSpider/BlackWidowSpider",4700,24804,-1189946890,8,"","",[1],3,[],"",0,""
