"rownum","HideoutNPCsKey","Order","AddMod","Cost_BaseItemTypes","Cost_Values","RequiredLevel","Name","CraftingBenchCustomAction","ItemClasses","Links","SocketColours","Sockets","ItemQuantity","[i32]","Description","IsDisabled","IsAreaOption","RecipeIds","Tier","CraftingItemClassCategories","i32","UnlockCategory","UnveilsRequired","UnveilsRequired2","[rid]","[rid]","i32","i32","rid","AddEnchantment","SortCategory","rid","bool","i32","rid","rid","rid"
137,3,44,17586,[7],[3],0,"",7,[],0,"",0,0,[],"","","",[154],1,"[0,1,2,3]",1,"",0,0,[],[],1308,1308,"","",2,22,1,0,"","",""
138,3,45,17587,[7],[4],0,"",7,[],0,"",0,0,[],"","","",[155],2,"[0,1]",1,"",0,0,[],[],1308,1308,"","",2,22,1,0,"","",""
139,3,46,17588,[14],[1],0,"",7,[],0,"",0,0,[],"","","",[155],0,"[0,1,2,3]",1,"",0,0,[],[9019],1308,1308,"","",2,28,1,0,"","",""
140,3,47,17596,[15],[3],0,"",7,[],0,"",0,0,[],"","","",[],1,[1],0,"",0,0,[],[],1308,1308,"","",1,11,1,0,"","",""
141,3,48,17597,[15],[6],0,"",7,[],0,"",0,0,[],"","","",[149],2,[1],1,"",0,0,[],[],1308,1308,"","",1,11,1,0,"","",""
142,3,49,17598,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[150],3,[1],1,"",0,0,[],[9017],1308,1308,"","",1,11,1,0,"","",""
143,3,50,17599,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[151],4,[1],1,"",0,0,[],[9017],1308,1308,"","",1,11,1,0,"","",""
144,3,51,17592,[15],[3],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,2,3]",0,"",0,0,[],[],1308,1308,"","",1,11,1,0,"","",""
145,3,52,17593,[15],[6],0,"",7,[],0,"",0,0,[],"","","",[149],2,"[0,2,3]",1,"",0,0,[],[],1308,1308,"","",1,11,1,0,"","",""
146,3,53,17594,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[150],3,"[0,2,3]",1,"",0,0,[],[9017],1308,1308,"","",1,11,1,0,"","",""
147,3,54,17595,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[151],4,"[0,2,3]",1,"",0,0,[],[9017],1308,1308,"","",1,11,1,0,"","",""
148,3,55,17589,[15],[3],0,"",7,[],0,"",0,0,[],"","","",[],1,"[6,7,8,5,4,9,10,13,11]",0,"",0,0,[],[],1308,1308,"","",1,11,1,0,"","",""
149,3,56,17590,[15],[6],0,"",7,[],0,"",0,0,[],"","","",[149],2,"[6,7,8,5,4,9,10,13,11]",1,"",0,0,[],[],1308,1308,"","",1,11,1,0,"","",""
150,3,57,17591,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[150],3,"[6,7,8,5,4,9,10,13,11]",1,"",0,0,[],[9017],1308,1308,"","",1,11,1,0,"","",""
151,3,58,17600,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[156],1,"[0,1,2,3,9,10,4]",1,"",0,0,[],[9020],1308,1308,"","",2,107,1,0,"","",""
152,3,59,17601,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[157],2,"[0,1,2,3,9,10,4]",1,"",0,0,[],[9018],1308,1308,"","",2,107,1,0,"","",""
153,3,60,17602,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[158],1,"[0,1,2,3]",1,"",0,0,[],[9020],1308,1308,"","",1,206,1,0,"","",""
154,3,61,17603,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[159],2,"[0,1,2,3]",1,"",0,0,[],[9020],1308,1308,"","",1,206,1,0,"","",""
155,3,62,17604,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[160],3,"[0,1,2,3]",1,"",0,0,[],[9017],1308,1308,"","",1,206,1,0,"","",""
156,3,63,17605,[13],[1],0,"",7,[],0,"",0,0,[],"","","",[261],4,"[0,1,2,3]",1,"",0,0,[],[9015],1308,1308,"","",1,206,1,0,"","",""
157,3,64,17610,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[161],1,[1],1,"",0,0,[],[9020],1308,1308,"","",1,75,1,0,"","",""
158,3,65,17611,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[162],2,[1],1,"",0,0,[],[9020],1308,1308,"","",1,75,1,0,"","",""
159,3,66,17612,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[163],3,[1],1,"",0,0,[],[9017],1308,1308,"","",1,75,1,0,"","",""
160,3,67,17613,[13],[1],0,"",7,[],0,"",0,0,[],"","","",[262],4,[1],1,"",0,0,[],[9015],1308,1308,"","",1,75,1,0,"","",""
161,3,68,17606,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[161],1,"[0,2]",1,"",0,0,[],[9020],1308,1308,"","",1,75,1,0,"","",""
162,3,69,17607,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[162],2,"[0,2]",1,"",0,0,[],[9020],1308,1308,"","",1,75,1,0,"","",""
163,3,70,17608,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[163],3,"[0,2]",1,"",0,0,[],[9017],1308,1308,"","",1,75,1,0,"","",""
164,3,71,17609,[13],[1],0,"",7,[],0,"",0,0,[],"","","",[262],4,"[0,2]",1,"",0,0,[],[9015],1308,1308,"","",1,75,1,0,"","",""
165,3,72,17614,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[164],1,"[0,1,2,3]",1,"",0,0,[],[9020],1308,1308,"","",1,1575,1,0,"","",""
166,3,73,17615,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[165],2,"[0,1,2,3]",1,"",0,0,[],[9017],1308,1308,"","",1,1575,1,0,"","",""
167,3,74,17616,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[166],1,"[0,1,2,3,9,10,11,13]",1,"",0,0,[],[9020],1308,1308,"","",1,238,1,0,"","",""
168,3,75,17617,[6],[4],0,"",7,[],0,"",0,0,[],"","","",[167],2,"[0,1,2,3,13,11]",1,"",0,0,[],[9018],1308,1308,"","",1,238,1,0,"","",""
169,3,76,17618,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[168],1,"[0,1,2,3]",1,"",0,0,[],[9020],1308,1308,"","",2,209,1,0,"","",""
170,3,77,17619,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[169],2,"[0,1]",1,"",0,0,[],[9017],1308,1308,"","",2,209,1,0,"","",""
171,3,78,17620,[13],[1],0,"",7,[],0,"",0,0,[],"","","",[109],3,"[0,1]",1,"",0,0,[],[9015],1308,1308,"","",2,209,1,0,"","",""
172,3,79,17621,[13],[1],0,"",7,[],0,"",0,0,[],"","","",[109],3,"[2,3]",1,"",0,0,[],[9015],1308,1308,"","",2,209,1,0,"","",""
173,3,80,17622,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[168],0,"[7,13,4]",1,"",0,0,[],[9017],1308,1308,"","",2,99,1,0,"","",""
174,3,81,17628,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[168],1,[1],1,"",0,0,[],[9020],1308,1308,"","",2,96,1,0,"","",""
175,3,82,17629,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[169],2,[1],1,"",0,0,[],[9017],1308,1308,"","",2,96,1,0,"","",""
176,3,83,17630,[13],[1],0,"",7,[],0,"",0,0,[],"","","",[109],3,[1],1,"",0,0,[],[9015],1308,1308,"","",2,96,1,0,"","",""
177,3,84,17624,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[168],1,"[0,2]",1,"",0,0,[],[9020],1308,1308,"","",2,96,1,0,"","",""
178,3,85,17626,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[169],2,"[0,2]",1,"",0,0,[],[9017],1308,1308,"","",2,96,1,0,"","",""
179,3,86,17627,[13],[1],0,"",7,[],0,"",0,0,[],"","","",[109],3,"[0,2]",1,"",0,0,[],[9015],1308,1308,"","",2,96,1,0,"","",""
180,3,87,17635,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[170],1,[1],1,"",0,0,[],[9020],1308,1308,"","",1,135,1,0,"","",""
181,3,88,17636,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[171],2,[1],1,"",0,0,[],[9020],1308,1308,"","",1,135,1,0,"","",""
182,3,89,17637,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[172],3,[1],1,"",0,0,[],[9017],1308,1308,"","",1,135,1,0,"","",""
183,3,90,17632,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[170],1,"[0,2]",1,"",0,0,[],[9020],1308,1308,"","",1,135,1,0,"","",""
184,3,91,17633,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[171],2,"[0,2]",1,"",0,0,[],[9020],1308,1308,"","",1,135,1,0,"","",""
185,3,92,17634,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[172],3,"[0,2]",1,"",0,0,[],[9017],1308,1308,"","",1,135,1,0,"","",""
186,3,93,17638,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[170],1,"[9,10,0,1,2,3]",1,"",0,0,[],[],1308,1308,"","",2,133,1,0,"","",""
187,3,94,17639,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[171],2,"[9,10,0,1,2,3]",1,"",0,0,[],[9018],1308,1308,"","",2,133,1,0,"","",""
188,3,95,17643,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[173],1,[1],1,"",0,0,[],[9020],1308,1308,"","",1,141,1,0,"","",""
189,3,96,17644,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[174],2,[1],1,"",0,0,[],[9020],1308,1308,"","",1,141,1,0,"","",""
190,3,97,17645,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[175],3,[1],1,"",0,0,[],[9017],1308,1308,"","",1,141,1,0,"","",""
191,3,98,17640,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[173],1,"[0,2]",1,"",0,0,[],[9020],1308,1308,"","",1,141,1,0,"","",""
192,3,99,17641,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[174],2,"[0,2]",1,"",0,0,[],[9020],1308,1308,"","",1,141,1,0,"","",""
193,3,100,17642,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[175],3,"[0,2]",1,"",0,0,[],[9017],1308,1308,"","",1,141,1,0,"","",""
194,3,101,17646,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[173],1,"[9,10,0,1,2,3]",1,"",0,0,[],[],1308,1308,"","",2,139,1,0,"","",""
195,3,102,17647,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[174],2,"[9,10,0,1,2,3]",1,"",0,0,[],[9018],1308,1308,"","",2,139,1,0,"","",""
196,3,103,17651,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[176],1,[1],1,"",0,0,[],[9020],1308,1308,"","",1,147,1,0,"","",""
197,3,104,17652,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[178],2,[1],1,"",0,0,[],[9020],1308,1308,"","",1,147,1,0,"","",""
198,3,105,17653,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[179],3,[1],1,"",0,0,[],[9017],1308,1308,"","",1,147,1,0,"","",""
199,3,106,17648,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[176],1,"[0,2]",1,"",0,0,[],[9020],1308,1308,"","",1,147,1,0,"","",""
200,3,107,17649,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[178],2,"[0,2]",1,"",0,0,[],[9020],1308,1308,"","",1,147,1,0,"","",""
201,3,108,17650,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[179],3,"[0,2]",1,"",0,0,[],[9017],1308,1308,"","",1,147,1,0,"","",""
202,3,109,17654,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[176],1,"[9,10,0,1,2,3]",1,"",0,0,[],[],1308,1308,"","",2,145,1,0,"","",""
203,3,110,17655,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[178],2,"[9,10,0,1,2,3]",1,"",0,0,[],[9018],1308,1308,"","",2,145,1,0,"","",""
204,3,111,17659,[7],[2],0,"",7,[],0,"",0,0,[],"","","",[180],1,[1],1,"",0,0,[],[],1308,1308,"","",1,151,1,0,"","",""
205,3,112,17660,[7],[4],0,"",7,[],0,"",0,0,[],"","","",[181],2,[1],1,"",0,0,[],[],1308,1308,"","",1,151,1,0,"","",""
206,3,113,17661,[14],[3],0,"",7,[],0,"",0,0,[],"","","",[182],3,[1],1,"",0,0,[],[9019],1308,1308,"","",1,151,1,0,"","",""
207,3,114,17656,[7],[2],0,"",7,[],0,"",0,0,[],"","","",[180],1,"[0,2]",1,"",0,0,[],[],1308,1308,"","",1,151,1,0,"","",""
208,3,115,17657,[7],[4],0,"",7,[],0,"",0,0,[],"","","",[181],2,"[0,2]",1,"",0,0,[],[],1308,1308,"","",1,151,1,0,"","",""
209,3,116,17658,[14],[3],0,"",7,[],0,"",0,0,[],"","","",[182],3,"[0,2]",1,"",0,0,[],[9019],1308,1308,"","",1,151,1,0,"","",""
210,3,117,17662,[7],[3],0,"",7,[],0,"",0,0,[],"","","",[180],1,"[9,10,0,1,2,3]",1,"",0,0,[],[],1308,1308,"","",2,1878,1,0,"","",""
211,3,118,17663,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[181],2,"[9,10,0,1,2,3]",1,"",0,0,[],[9018],1308,1308,"","",2,1878,1,0,"","",""
212,3,119,17664,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[183],1,"[0,1,2,3]",1,"",0,0,[],[],1308,1308,"","",2,363,1,0,"","",""
213,3,120,17665,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[185],2,"[0,1,2,3]",1,"",0,0,[],[9018],1308,1308,"","",2,363,1,0,"","",""
214,3,121,17666,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[186],3,"[0,1,2,3]",1,"",0,0,[],[9017],1308,1308,"","",2,363,1,0,"","",""
215,3,122,17667,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[183],1,"[7,5,9,10,13,4]",1,"",0,0,[],[],1308,1308,"","",2,104,1,0,"","",""
216,3,123,17668,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[185],2,"[7,5,9,10,13,4]",1,"",0,0,[],[9018],1308,1308,"","",2,104,1,0,"","",""
217,3,124,17669,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[186],3,"[7,5,9,10,13,4]",1,"",0,0,[],[9017],1308,1308,"","",2,104,1,0,"","",""
218,3,125,17670,[7],[3],0,"",7,[],0,"",0,0,[],"","","",[158],1,"[4,10]",1,"",0,0,[],[],1308,1308,"","",2,207,1,0,"","",""
219,3,126,17671,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[159],2,"[4,10]",1,"",0,0,[],[9018],1308,1308,"","",2,207,1,0,"","",""
220,3,127,17672,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[187],1,"[6,8,7,5,4]",1,"",0,0,[],[],1308,1308,"","",1,54,1,0,"","",""
221,3,128,17673,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[188],2,"[6,8,7,5,4]",1,"",0,0,[],[9018],1308,1308,"","",1,54,1,0,"","",""
222,3,129,17674,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[189],3,"[6,8,7,5,4]",1,"",0,0,[],[9017],1308,1308,"","",1,54,1,0,"","",""
223,3,130,17675,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[187],1,"[6,8,7,5,4]",1,"",0,0,[],[],1308,1308,"","",1,50,1,0,"","",""
224,3,131,17676,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[188],2,"[6,5,4]",1,"",0,0,[],[9018],1308,1308,"","",1,50,1,0,"","",""
225,3,132,17677,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[189],3,"[6,4]",1,"",0,0,[],[9017],1308,1308,"","",1,50,1,0,"","",""
226,3,133,17678,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[187],1,"[6,8,7,5,4]",1,"",0,0,[],[],1308,1308,"","",1,36,1,0,"","",""
227,3,134,17679,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[188],2,"[6,8,7,5,4]",1,"",0,0,[],[9018],1308,1308,"","",1,36,1,0,"","",""
228,3,135,17680,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[189],3,"[6,8,7,5,4]",1,"",0,0,[],[9017],1308,1308,"","",1,36,1,0,"","",""
229,3,136,17681,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[187],1,"[6,8,7,5,4]",1,"",0,0,[],[],1308,1308,"","",1,48,1,0,"","",""
230,3,137,17682,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[188],2,"[6,5,4]",1,"",0,0,[],[9018],1308,1308,"","",1,48,1,0,"","",""
231,3,138,17683,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[189],3,"[6,4]",1,"",0,0,[],[9017],1308,1308,"","",1,48,1,0,"","",""
232,3,139,17684,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[187],1,"[6,8,7,5,4]",1,"",0,0,[],[],1308,1308,"","",1,9,1,0,"","",""
233,3,140,17685,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[188],2,"[6,8,7,5,4]",1,"",0,0,[],[9018],1308,1308,"","",1,9,1,0,"","",""
234,3,141,17686,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[189],3,"[6,8,7,5,4]",1,"",0,0,[],[9017],1308,1308,"","",1,9,1,0,"","",""
235,3,142,17687,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[187],1,"[6,8,7,5,4]",1,"",0,0,[],[],1308,1308,"","",1,8,1,0,"","",""
236,3,143,17688,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[188],2,"[6,5,4]",1,"",0,0,[],[9018],1308,1308,"","",1,8,1,0,"","",""
237,3,144,17689,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[189],3,"[6,4]",1,"",0,0,[],[9017],1308,1308,"","",1,8,1,0,"","",""
238,3,145,17692,[2],[1],0,"",7,[],0,"",0,0,[],"","","",[252],1,[10],1,"",0,0,[],[9017],1308,1308,"","",1,56,1,0,"","",""
239,3,146,17693,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[253],2,[10],1,"",0,0,[],[9017],1308,1308,"","",1,56,1,0,"","",""
240,3,147,17690,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[252],1,"[10,9]",1,"",0,0,[],[9018],1308,1308,"","",1,6,1,0,"","",""
241,3,148,17691,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[253],2,"[10,9]",1,"",0,0,[],[9017],1308,1308,"","",1,6,1,0,"","",""
242,3,149,17694,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[187],1,"[6,8,7,5,4]",1,"",0,0,[],[],1308,1308,"","",1,458,1,0,"","",""
243,3,150,17695,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[188],2,"[6,8,7,5,4]",1,"",0,0,[],[9018],1308,1308,"","",1,458,1,0,"","",""
244,3,151,17696,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[189],3,"[6,8,7,5,4]",1,"",0,0,[],[9017],1308,1308,"","",1,458,1,0,"","",""
245,3,152,17697,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[187],1,"[6,8,7,5,4]",1,"",0,0,[],[],1308,1308,"","",1,456,1,0,"","",""
246,3,153,17698,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[188],2,"[6,8,7,5,4]",1,"",0,0,[],[9018],1308,1308,"","",1,456,1,0,"","",""
247,3,154,17699,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[189],3,"[6,8,7,5,4]",1,"",0,0,[],[9017],1308,1308,"","",1,456,1,0,"","",""
248,3,155,17700,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[187],1,"[6,8,7,5,4]",1,"",0,0,[],[],1308,1308,"","",1,460,1,0,"","",""
249,3,156,17701,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[188],2,"[6,8,7,5,4]",1,"",0,0,[],[9018],1308,1308,"","",1,460,1,0,"","",""
250,3,157,17702,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[189],3,"[6,8,7,5,4]",1,"",0,0,[],[9017],1308,1308,"","",1,460,1,0,"","",""
251,3,158,17706,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[170],1,"[1,3]",1,"",0,0,[],[],1308,1308,"","",1,156,1,0,"","",""
252,3,159,17707,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[171],2,"[1,3]",1,"",0,0,[],[9018],1308,1308,"","",1,156,1,0,"","",""
253,3,160,17708,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[172],3,"[1,3]",1,"",0,0,[],[9017],1308,1308,"","",1,156,1,0,"","",""
254,3,161,17703,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[170],1,"[0,2]",1,"",0,0,[],[],1308,1308,"","",1,156,1,0,"","",""
255,3,162,17704,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[171],2,"[0,2]",1,"",0,0,[],[9018],1308,1308,"","",1,156,1,0,"","",""
256,3,163,17705,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[172],3,"[0,2]",1,"",0,0,[],[9017],1308,1308,"","",1,156,1,0,"","",""
257,3,164,17709,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[170],1,"[9,10,7]",1,"",0,0,[],[],1308,1308,"","",1,1,1,0,"","",""
258,3,165,17710,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[171],2,"[9,10]",1,"",0,0,[],[9018],1308,1308,"","",1,1,1,0,"","",""
259,3,166,17716,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[173],1,"[1,3]",1,"",0,0,[],[],1308,1308,"","",1,13,1,0,"","",""
260,3,167,17717,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[174],2,"[1,3]",1,"",0,0,[],[9018],1308,1308,"","",1,13,1,0,"","",""
261,3,168,17718,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[175],3,"[1,3]",1,"",0,0,[],[9017],1308,1308,"","",1,13,1,0,"","",""
262,3,169,17713,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[173],1,"[0,2]",1,"",0,0,[],[],1308,1308,"","",1,13,1,0,"","",""
263,3,170,17714,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[174],2,"[0,2]",1,"",0,0,[],[9018],1308,1308,"","",1,13,1,0,"","",""
264,3,171,17715,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[175],3,"[0,2]",1,"",0,0,[],[9017],1308,1308,"","",1,13,1,0,"","",""
265,3,172,17719,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[173],1,"[9,10,7]",1,"",0,0,[],[],1308,1308,"","",1,4,1,0,"","",""
266,3,173,17720,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[174],2,"[9,10]",1,"",0,0,[],[9018],1308,1308,"","",1,4,1,0,"","",""
267,3,174,17726,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[176],1,"[1,3]",1,"",0,0,[],[],1308,1308,"","",1,153,1,0,"","",""
268,3,175,17727,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[178],2,"[1,3]",1,"",0,0,[],[9018],1308,1308,"","",1,153,1,0,"","",""
269,3,176,17728,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[179],3,"[1,3]",1,"",0,0,[],[9017],1308,1308,"","",1,153,1,0,"","",""
270,3,177,17723,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[176],1,"[0,2]",1,"",0,0,[],[],1308,1308,"","",1,153,1,0,"","",""
271,3,178,17724,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[178],2,"[0,2]",1,"",0,0,[],[9018],1308,1308,"","",1,153,1,0,"","",""
272,3,179,17725,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[179],3,"[0,2]",1,"",0,0,[],[9017],1308,1308,"","",1,153,1,0,"","",""
273,3,180,17729,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[176],1,"[9,10,7]",1,"",0,0,[],[],1308,1308,"","",1,5,1,0,"","",""
274,3,181,17730,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[178],2,"[9,10]",1,"",0,0,[],[9018],1308,1308,"","",1,5,1,0,"","",""
275,3,182,17736,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[158],1,"[1,3]",1,"",0,0,[],[],1308,1308,"","",1,45,1,0,"","",""
276,3,183,17737,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[159],2,"[1,3]",1,"",0,0,[],[9018],1308,1308,"","",1,45,1,0,"","",""
277,3,184,17738,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[160],3,"[1,3]",1,"",0,0,[],[9017],1308,1308,"","",1,45,1,0,"","",""
278,3,185,17733,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[158],1,"[0,2]",1,"",0,0,[],[],1308,1308,"","",1,45,1,0,"","",""
279,3,186,17734,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[159],2,"[0,2]",1,"",0,0,[],[9018],1308,1308,"","",1,45,1,0,"","",""
280,3,187,17735,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[160],3,"[0,2]",1,"",0,0,[],[9017],1308,1308,"","",1,45,1,0,"","",""
281,3,188,17739,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[158],1,"[9,10,13,7]",1,"",0,0,[],[],1308,1308,"","",1,16,1,0,"","",""
282,3,189,17740,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[159],2,"[9,10,13]",1,"",0,0,[],[9017],1308,1308,"","",1,16,1,0,"","",""
283,3,190,17741,[10],[6],0,"",7,[],0,"",0,0,[],"","","",[180],1,"[9,10,13,7]",1,"",0,0,[],[],1308,1308,"","",1,396,1,0,"","",""
284,3,191,17742,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[181],2,"[9,10,13]",1,"",0,0,[],[9017],1308,1308,"","",1,396,1,0,"","",""
285,3,192,17746,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[170],1,[1],1,"",0,0,[],[],1308,1308,"","",1,2649,1,0,"","",""
286,3,193,17747,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[171],2,[1],1,"",0,0,[],[9018],1308,1308,"","",1,2649,1,0,"","",""
287,3,194,17748,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[172],3,[1],1,"",0,0,[],[9017],1308,1308,"","",1,2649,1,0,"","",""
288,3,195,17743,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[170],1,"[0,2]",1,"",0,0,[],[],1308,1308,"","",1,2649,1,0,"","",""
289,3,196,17744,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[171],2,"[0,2]",1,"",0,0,[],[9018],1308,1308,"","",1,2649,1,0,"","",""
290,3,197,17745,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[172],3,"[0,2]",1,"",0,0,[],[9017],1308,1308,"","",1,2649,1,0,"","",""
291,3,198,17752,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[173],1,[1],1,"",0,0,[],[],1308,1308,"","",1,2651,1,0,"","",""
292,3,199,17753,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[174],2,[1],1,"",0,0,[],[9018],1308,1308,"","",1,2651,1,0,"","",""
293,3,200,17754,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[175],3,[1],1,"",0,0,[],[9017],1308,1308,"","",1,2651,1,0,"","",""
294,3,201,17749,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[173],1,"[0,2]",1,"",0,0,[],[],1308,1308,"","",1,2651,1,0,"","",""
295,3,202,17750,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[174],2,"[0,2]",1,"",0,0,[],[9018],1308,1308,"","",1,2651,1,0,"","",""
