"rownum","Id","EPKFile","i32","i32","i32","PreloadGroups","bool","PlayerOnly_EPKFile","bool"
191,"SteelStealSplitSwordEPK","Metadata/Effects/Spells/steel_shard/shattered_weapons/ShatterWeapon.epk",0,0,4,[],"","",""
192,"SteelStealShardRegenEPK","Metadata/Effects/Spells/steel_shard/shattered_weapons/Shard_Reload.epk",1150,0,4,[],"","",""
193,"FirewallMortarEPK","Metadata/Effects/Spells/flame_wall/mortar_proj.epk",0,0,4,[],"","",""
194,"DoomBlastHit","Metadata/Effects/Spells/doom_blast/doom_hit.epk",1200,0,4,[],1,"",""
195,"FirewallMortarEPK2","Metadata/Effects/Spells/flame_wall/mortar_proj2.epk",0,0,4,[],"","",""
196,"FirewallMortarEPK3","Metadata/Effects/Spells/flame_wall/mortar_proj3.epk",0,0,4,[],"","",""
197,"FirewallMortarEPK4","Metadata/Effects/Spells/flame_wall/mortar_proj4.epk",0,0,4,[],"","",""
198,"BlackHoleDeathEpk","Metadata/Effects/Spells/black_hole/void_death.epk",0,0,4,[],"","",""
199,"BlackHoleVulnerableFadeoutEpk","Metadata/Effects/Spells/black_hole/void_vulnerable_fadeout.epk",1000,0,4,[],"","",""
200,"DisintegrateFirstStage","Metadata/Effects/Spells/disintegrate/charged_01.epk",3200,0,4,[],"","",""
201,"DisintegrateSecondStage","Metadata/Effects/Spells/disintegrate/charged_02.epk",3200,0,4,[],"","",""
202,"DisintegrateThirdStage","Metadata/Effects/Spells/disintegrate/charged_03.epk",3200,0,4,[],"","",""
203,"DisintegrateFourthStage","Metadata/Effects/Spells/disintegrate/charged_04.epk",3200,0,4,[],"","",""
204,"EagleCharacterEffectIncreaseStage1","Metadata/Effects/Microtransactions/Character_FX/Griffin/PT1_ping.epk",1200,0,4,[],1,"",""
205,"EagleCharacterEffectIncreaseStage2","Metadata/Effects/Microtransactions/Character_FX/Griffin/PT2_ping.epk",1200,0,4,[],1,"",""
206,"EagleCharacterEffectIncreaseStage3","Metadata/Effects/Microtransactions/Character_FX/Griffin/PT3_ping.epk",1200,0,4,[],1,"",""
207,"SpellbladeCharacterEffectIncreaseStage1","Metadata/Effects/Microtransactions/Character_FX/spellblade/pets/PT1_ping.epk",1200,0,4,[],1,"",""
208,"SpellbladeCharacterEffectIncreaseStage2","Metadata/Effects/Microtransactions/Character_FX/spellblade/pets/PT2_ping.epk",1200,0,4,[],1,"",""
209,"SpellbladeCharacterEffectIncreaseStage3","Metadata/Effects/Microtransactions/Character_FX/spellblade/pets/PT3_ping.epk",1200,0,4,[],1,"",""
210,"HeistRedBloodEPK","Metadata/Effects/Spells/monsters_effects/League_Heist/military/epk/death_blood.epk",0,0,4,[],"","",""
211,"HeistRobotNoEmissive","Metadata/Effects/Spells/monsters_effects/League_Heist/robot/on_death/ondeath_emissiveMulti.epk",0,0,4,[],"","",""
212,"HeistCultistNoEmissive","Metadata/Effects/Spells/monsters_effects/League_Heist/cultist/epk/ondeath_emissiveMulti.epk",0,0,4,[],"","",""
213,"HeistDanaiWeaponCharge","Metadata/Effects/Spells/monsters_effects/League_Heist/bosses/danai/blade_charge.epk",1000,0,4,[],"","",""
214,"HeistDanaiWeaponChargeIdle","Metadata/Effects/Spells/monsters_effects/League_Heist/bosses/danai/blade_charge_idle.epk",0,0,4,[],"","",""
215,"BlackHoleDeathEpkDivine","Metadata/Effects/Microtransactions/Spells/black_hole/divine/void_death.epk",0,0,4,[],"","",""
216,"BlackHoleVulnerableFadeoutEpkDivine","Metadata/Effects/Spells/black_hole/void_vulnerable_fadeout.epk",1000,0,4,[],"","",""
217,"DanaiAngerStart","Metadata/Effects/Spells/monsters_effects/League_Heist/bosses/danai/danai_anger.epk",1000,0,4,[],"","",""
218,"DanaiAngerIdle","Metadata/Effects/Spells/monsters_effects/League_Heist/bosses/danai/danai_anger_idle.epk",0,0,4,[],"","",""
219,"CircleOfPowerBuffRemoved","Metadata/Effects/Spells/circle_of_power/buff_removed.epk",1000,0,4,[],1,"",""
220,"CircleOfPowerBuffRemovedDivine","Metadata/Effects/Microtransactions/Spells/circle_of_power/divine/Ao/buff_removed.epk",1000,0,4,[],1,"",""
221,"FrostShieldCasterBuffFadeout","Metadata/Effects/Spells/FrostGlobe/ES_drain/max_charged_ES_drain_fadeout.epk",500,0,4,[],1,"",""
222,"FlameDashNightfall","Metadata/Effects/Microtransactions/Spells/flame_dash/nightfall/player.epk",500,0,4,[],1,"",""
223,"HeistTwinsImmobileEnd","Metadata/Effects/Spells/monsters_effects/League_Heist/bosses/twins/vin/ice_prison.epk",0,0,4,[],"","",""
224,"HeistAlarmTotemsAlarm","Metadata/Monsters/Totems/HolyFlameTotem/flare.epk",3200,0,4,[],"","",""
225,"DisintegrateOnHitAutomaton","Metadata/Effects/Microtransactions/Spells/CracklingLance/Automaton/Ao/enemy_hit.epk",400,0,4,[],1,"",""
226,"FirewallLoopingArrowStygian","Metadata/Effects/Microtransactions/Spells/flame_wall/stygian/arrow_proj_loop.epk",0,0,4,[],"","",""
227,"FirewallOnceArrowStygian","Metadata/Effects/Microtransactions/Spells/flame_wall/stygian/arrow_proj_once.epk",0,0,4,[],"","",""
228,"FirewallLoopingSpellStygian","Metadata/Effects/Microtransactions/Spells/flame_wall/stygian/spell_proj_loop.epk",0,0,4,[],"","",""
229,"FirewallOnceSpellStygian","Metadata/Effects/Microtransactions/Spells/flame_wall/stygian/spell_proj_once.epk",0,0,4,[],"","",""
230,"FirewallMortarEPKStygian","Metadata/Effects/Microtransactions/Spells/flame_wall/stygian/mortar_proj.epk",0,0,4,[],"","",""
231,"FirewallMortarEPK2Stygian","Metadata/Effects/Microtransactions/Spells/flame_wall/stygian/mortar_proj2.epk",0,0,4,[],"","",""
232,"FirewallMortarEPK3Stygian","Metadata/Effects/Microtransactions/Spells/flame_wall/stygian/mortar_proj3.epk",0,0,4,[],"","",""
233,"FirewallMortarEPK4Stygian","Metadata/Effects/Microtransactions/Spells/flame_wall/stygian/mortar_proj4.epk",0,0,4,[],"","",""
234,"DisintegrateFirstStageAutomaton","Metadata/Effects/Microtransactions/Spells/CracklingLance/Automaton/Ao/charged_01.epk",3200,0,4,[],"","",""
235,"DisintegrateSecondStageAutomaton","Metadata/Effects/Microtransactions/Spells/CracklingLance/Automaton/Ao/charged_02.epk",3200,0,4,[],"","",""
236,"DisintegrateThirdStageAutomaton","Metadata/Effects/Microtransactions/Spells/CracklingLance/Automaton/Ao/charged_03.epk",3200,0,4,[],"","",""
237,"DisintegrateFourthStageAutomaton","Metadata/Effects/Microtransactions/Spells/CracklingLance/Automaton/Ao/charged_04.epk",3200,0,4,[],"","",""
238,"OilArrowGroundBurning","Metadata/Effects/Spells/oil_arrow/EPKs/flame_reflection.epk",0,0,4,[],1,"",""
239,"OilArrowGroundBurningFadeOut","Metadata/Effects/Spells/oil_arrow/EPKs/flame_reflection_fadeout.epk",0,0,4,[],1,"",""
240,"OilArrowExposureFadeOut","Metadata/Effects/Spells/oil_arrow/EPKs/fire_exposure_fadeout.epk",1000,0,4,[],"","",""
241,"ViperMoltenShellTrail","Metadata/Effects/Microtransactions/Spells/molten_shell_viper/pets/trail.epk",0,0,4,[],1,"",""
242,"OilArrowGroundIgnition","Metadata/Effects/Spells/oil_arrow/EPKs/ground_ignition.epk",1000,0,4,[],1,"",""
243,"OilArrowGroundIgnitionIdle","Metadata/Effects/Spells/oil_arrow/EPKs/ground_ignition_idle.epk",0,0,4,[],1,"",""
244,"IceSaplingBoss","Metadata/Effects/Spells/monsters_effects/forbidden_woods/ice_sapling_trio/bodyfx.epk",0,0,4,[],"","",""
245,"WaterSphereRevert","Metadata/Effects/Spells/hydro_catalyst/EPKs/water_transform.epk",500,0,4,[],1,"",""
246,"BeehiveBehemothBossAlive","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/SwampBehemoth/EPKs/alive.epk",0,0,4,[],"","",""
247,"TormentedSpiritFadeIn","Metadata/Effects/Spells/monsters_effects/League_Ritual/ritual_necromantic/EPKs/ghost_emerge.epk",1500,0,4,[],"","",""
248,"IceSaplingBossDeath","Metadata/Effects/Spells/monsters_effects/frozen_cabins/ondeath_emissiveMulti.epk",0,0,4,[],"","",""
249,"RitualAtziriFadeIn","Metadata/Effects/Spells/monsters_effects/League_Ritual/ritual_vaal/EPKs/fadein.epk",1500,0,4,[],"","",""
250,"RitualAtziriFadeOut","Metadata/Effects/Spells/monsters_effects/League_Ritual/ritual_vaal/EPKs/fadeout.epk",0,0,4,[],"","",""
251,"RuptureFadeOut","Metadata/Effects/StatusAilments/rupture/rupture_02_fadeout.epk",1200,0,4,[],1,"",""
252,"SwampBehemothPoolActivate","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/SwampBehemoth/EPKs/swamp_pool_activate.epk",1000,0,4,[],"","",""
253,"SwampBehemothPoolDeactivate","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/SwampBehemoth/EPKs/swamp_pool_deactivate.epk",1000,0,4,[],"","",""
254,"ElementalistConvergenceFadeOut","Metadata/Effects/StatusAilments/convergence/convergence_fadeout.epk",1000,0,4,[],1,"",""
255,"MavenMapQuickGuardHitBlock","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Maven/buffs/guard_skill/Iron_Skin_Hit.epk",500,100,4,[],"","",""
256,"MavenMapQuickGuardFadeOut","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Maven/buffs/guard_skill/Iron_Skin_Fade.epk",500,0,4,[],1,"",""
257,"NewNewShieldChargeShield","Metadata/Effects/Spells/shield_charge_003/ghost_shield.epk",0,0,4,[],"","",""
258,"NewNewShieldChargeShieldFadeIn","Metadata/Effects/Spells/shield_charge_003/shield_fade_in.epk",0,0,4,[],"","",""
259,"NewNewShieldChargeShieldFadeOut","Metadata/Effects/Spells/shield_charge_003/shield_fade.epk",0,0,4,[],"","",""
260,"NewNewShieldChargeCharge","Metadata/Effects/Spells/shield_charge_003/charge_dash.epk",0,0,4,[],"","",""
261,"NewNewShieldChargeShieldKitava","Metadata/Effects/Spells/monsters_effects/kitava_red/shield_charge/ghostshield/ghost_shield.epk",0,0,4,[],"","",""
262,"NewNewShieldChargeShieldFadeInKitava","Metadata/Effects/Spells/monsters_effects/kitava_red/shield_charge/ghostshield/shield_fade_in.epk",0,0,4,[],"","",""
263,"NewNewShieldChargeShieldFadeOutKitava","Metadata/Effects/Spells/monsters_effects/kitava_red/shield_charge/ghostshield/shield_fade.epk",0,0,4,[],"","",""
264,"NewNewShieldChargeChargeMisery","Metadata/Effects/Microtransactions/Spells/misery_shield_charge/charge_dash.epk",0,0,4,[],"","",""
265,"UnhingedArmourFadeIn","Metadata/Effects/Microtransactions/Misc/uniques/CollectorsGarb/Switch_Gold.epk",300,0,4,[],1,"",""
266,"UnhingedArmourFadeOut","Metadata/Effects/Microtransactions/Misc/uniques/CollectorsGarb/Switch_Gold_Fadeout.epk",2200,0,4,[],1,"",""
267,"NewNewShieldChargeHitFlashMisery","Metadata/Effects/Microtransactions/Spells/misery_shield_charge/shield_hit_flash.epk",250,0,4,[],1,"",""
268,"UltimatumMonsterSpawnEffect","Metadata/Effects/Spells/monsters_effects/League_Ultimatum/mechanics/EPKs/TrialsSpawn.epk",0,0,4,[57],"","",""
269,"BloodTendrilsEnd","Metadata/Effects/Spells/blood_tendrils/fadeout_debuff.epk",1000,0,4,[],1,"",""
270,"BloodScytheFadeIn","Metadata/Effects/Spells/blood_scythe/fadein_scythe.epk",0,0,4,[],1,"",""
271,"BloodScytheFadeOut","Metadata/Effects/Spells/blood_scythe/fadeout_scythe.epk",0,0,4,[],1,"",""
272,"BloodSurgeEnd","Metadata/Effects/Spells/corrupted_blood_stream/buff_fadeout.epk",1500,0,4,[],1,"",""
273,"LightningWarpInDemonic","Metadata/Effects/Microtransactions/Spells/lightning_warp/demonic/CharacterWarp_InPlayer.epk",500,0,4,[],1,"Metadata/Effects/Microtransactions/Spells/lightning_warp/demonic/CharacterWarp_InPlayer.epk",""
274,"LightningWarpOutDemonic","Metadata/Effects/Microtransactions/Spells/lightning_warp/demonic/CharacterWarp_OutPlayer.epk",500,0,4,[],1,"Metadata/Effects/Microtransactions/Spells/lightning_warp/demonic/CharacterWarp_OutPlayer.epk",""
275,"UltimatumTimeStopImmunity","Metadata/Effects/Spells/monsters_effects/League_Ultimatum/mechanics/EPKs/timestop_immunity.epk",0,0,4,[57],"","",""
276,"UltimatumTimeStopBlastPlayer","Metadata/Effects/Spells/monsters_effects/League_Ultimatum/mechanics/EPKs/time_blast_player.epk",0,0,4,[57],"","",""
277,"UltimatumTimeStopBlastEnd","Metadata/Effects/Spells/monsters_effects/League_Ultimatum/mechanics/EPKs/time_blast_end.epk",0,0,4,[57],"","",""
278,"SlitherFirstWitherDemonic","Metadata/Effects/Microtransactions/Spells/slither/Demonic/Epk/slither_wither.epk",2500,0,4,[],1,"",""
279,"ElusiveFadeOutDemonic","Metadata/Effects/Microtransactions/Spells/slither/Demonic/Epk/elusive_off.epk",1000,0,4,[],"","",""
280,"UltimatumMonsterRemovalEffect","Metadata/Effects/Spells/monsters_effects/League_Ultimatum/mechanics/EPKs/monster_remove.epk",0,0,4,[57],"","",""
281,"BlackHoleDeathEpkVaal","Metadata/Effects/Spells/vaalOrbVoidSphere/void_death.epk",0,0,4,[],"","",""
282,"BlackHoleVulnerableFadeoutEpkVaal","Metadata/Effects/Spells/vaalOrbVoidSphere/void_vulnerable_fadeout.epk",1000,0,4,[],"","",""
283,"MirageArcherFadeInSuffering","Metadata/Effects/Microtransactions/Spells/mirage_archer/Suffering/Epk/fadein.epk",0,0,4,[],1,"",""
284,"DarkRitualScientist","Metadata/Effects/Microtransactions/Spells/ScientistBane/enemy_affected.epk",1500,500,4,[],"","",""
285,"WandAttackFrenzyArcane","Metadata/Effects/Microtransactions/Spells/frenzy_02/Arcane/wand_frenzy.epk",0,0,4,[],1,"",""
286,"BloodScytheDebuffFadeOut","Metadata/Effects/Spells/blood_scythe/debuff_fadeout.epk",1500,0,4,[],1,"",""
287,"UltimatumRuneGlow","Metadata/Effects/Spells/monsters_effects/League_Ultimatum/mechanics/EPKs/RuneGlow.epk",0,0,4,[57],"","",""
288,"SufferingMirageArcherBowFadeIn","Metadata/Effects/Microtransactions/Spells/mirage_archer/Suffering/Epk/fadein_bow.epk",1500,0,4,[],1,"",""
289,"UltimatumTimeStopBlastPlayerNoWarp","Metadata/Effects/Spells/monsters_effects/League_Ultimatum/mechanics/EPKs/time_blast_player_nowarp.epk",0,0,4,[57],"","",""
290,"UltimatumTimeStopBlastEndNoWarp","Metadata/Effects/Spells/monsters_effects/League_Ultimatum/mechanics/EPKs/time_blast_end_nowarp.epk",0,0,4,[57],"","",""
291,"TencentOblivionCharacterEffectIncreaseStage1","Metadata/Effects/Microtransactions/Character_FX/Oblivion/PT1_ping.epk",1200,0,4,[],1,"",""
292,"TencentOblivionCharacterEffectIncreaseStage2","Metadata/Effects/Microtransactions/Character_FX/Oblivion/PT2_ping.epk",1200,0,4,[],1,"",""
293,"TencentOblivionCharacterEffectIncreaseStage3","Metadata/Effects/Microtransactions/Character_FX/Oblivion/PT3_ping.epk",1200,0,4,[],1,"",""
294,"UltimatumPortalClose","Metadata/Effects/Spells/monsters_effects/League_Ultimatum/NPC/EPKs/portal_close.epk",0,0,4,[],1,"",""
295,"UltimatumPortalOpen","Metadata/Effects/Spells/monsters_effects/League_Ultimatum/NPC/EPKs/portal_open.epk",0,0,4,[],1,"",""
296,"FirewallLoopingArrowOblivion","Metadata/Effects/Microtransactions/Spells/flame_wall/Oblivion/arrow_proj_loop.epk",0,0,4,[],"","",""
297,"FirewallOnceArrowOblivion","Metadata/Effects/Microtransactions/Spells/flame_wall/Oblivion/arrow_proj_once.epk",0,0,4,[],"","",""
298,"FirewallLoopingSpellOblivion","Metadata/Effects/Microtransactions/Spells/flame_wall/Oblivion/spell_proj_loop.epk",0,0,4,[],"","",""
299,"FirewallOnceSpellOblivion","Metadata/Effects/Microtransactions/Spells/flame_wall/Oblivion/spell_proj_once.epk",0,0,4,[],"","",""
300,"FirewallMortarEPKOblivion","Metadata/Effects/Microtransactions/Spells/flame_wall/Oblivion/mortar_proj.epk",0,0,4,[],"","",""
301,"FirewallMortarEPK2Oblivion","Metadata/Effects/Microtransactions/Spells/flame_wall/Oblivion/mortar_proj2.epk",0,0,4,[],"","",""
302,"FirewallMortarEPK3Oblivion","Metadata/Effects/Microtransactions/Spells/flame_wall/Oblivion/mortar_proj3.epk",0,0,4,[],"","",""
303,"FirewallMortarEPK4Oblivion","Metadata/Effects/Microtransactions/Spells/flame_wall/Oblivion/mortar_proj4.epk",0,0,4,[],"","",""
304,"TencentJingweiCharFxBase","Metadata/Effects/Microtransactions/Character_FX/jingwei/chafx_jingwei.epk",0,0,4,[],"","",""
305,"TencentJingweiCharFxRed","Metadata/Effects/Microtransactions/Character_FX/jingwei/chafx_jingwei_red.epk",0,0,4,[],"","",""
306,"DivineCryWeaponBuffRight","Metadata/Effects/Spells/warcries/divine_cry/WeaponBuff_R.epk",0,0,4,[],"","",""
307,"DivineCryWeaponBuffLeft","Metadata/Effects/Spells/warcries/divine_cry/WeaponBuff_L.epk",0,0,4,[],"","",""
308,"VoidEmperorFireDamage","Metadata/Effects/Microtransactions/Spells/corpse_eruption/VoidEmperor/Impact.epk",1000,0,4,[],"","",""
309,"ChainStrikeDashStygian","Metadata/Effects/Microtransactions/Spells/StygianChainStrike/dash_EPK.epk",0,0,4,[],1,"",""
310,"ChainStrikeHitStygian","Metadata/Effects/Spells/chain_strike/enemy_hit_EPK.epk",0,0,4,[],"","",""
311,"ArcaneCloakHitBlockStygian","Metadata/Effects/Microtransactions/Spells/maneuver_mechanics/VoidEmperor_arcane_cloak/ArcaneCloak_Hit.epk",500,100,4,[],1,"",""
312,"ArcaneCloakFadeOutStygian","Metadata/Effects/Microtransactions/Spells/maneuver_mechanics/VoidEmperor_arcane_cloak/ArcaneCloak_Fade.epk",500,0,4,[],1,"",""
313,"FlaskInHand","Metadata/Effects/Spells/flask_throw/flask_hand.epk",0,0,4,[],1,"",""
314,"FlaskInHandScion","Metadata/Effects/Spells/flask_throw/flask_hand_scion.epk",0,0,4,[],1,"",""
315,"BannerStainBlood","Metadata/Effects/Spells/WarBanner/blood_stained.epk",0,0,4,[],1,"",""
316,"BannerStainArmour","Metadata/Effects/Spells/WarBanner/armour_stained.epk",0,0,4,[],1,"",""
317,"BannerStainMetal","Metadata/Effects/Spells/WarBanner/metal_stained.epk",0,0,4,[],1,"",""
318,"WeaponTrapWeapon","Metadata/Effects/Spells/traps/weapon_trap/weapon_trap.epk",0,0,4,[],1,"",""
319,"WarBannerFadeIn","Metadata/Effects/Spells/banner/WarBanner_fadein.epk",0,0,4,[],1,"",""
320,"DreadBannerFadeIn","Metadata/Effects/Spells/banner/DreadBanner_fadein.epk",0,0,4,[],1,"",""
321,"DefianceBannerFadeIn","Metadata/Effects/Spells/banner/ArmourEvasionBanner_fadein.epk",0,0,4,[],1,"",""
322,"BloodTendrilsEndTranscendence","Metadata/Effects/Microtransactions/Spells/transcendence_exsanguinate/fadeout_debuff.epk",1000,0,4,[],1,"",""
323,"SpectralSpiralHitEffect","Metadata/Effects/Spells/spectral_hammer/EPKs/Hit.epk",200,0,4,[],1,"",""
324,"AmbushTeleportIn","Metadata/Effects/Spells/ambush/teleport_in.epk",1000,0,4,[],1,"",""
325,"AmbushTeleportOut","Metadata/Effects/Spells/ambush/teleport_out.epk",0,0,4,[],1,"",""
326,"RageSlashWeaponEffect","Metadata/Effects/Spells/rage_slash/weapon_rage.epk",0,0,4,[],1,"",""
327,"SoulfeastHandSurge","Metadata/Effects/Spells/soulfeast/surge.epk",1000,0,4,[],1,"",""
328,"LightningStrikeProjectileHit","Metadata/Effects/Spells/lightning_strike_02/proj_hit.epk",0,0,4,[],"","",""
329,"LightningStrikeProjectileHitMyrmidon","Metadata/Effects/Microtransactions/Spells/MyrmidonLightningStrike/MyrmidonProjHit.epk",0,0,4,[],"","",""
330,"LightningStrikeVaalBlade","Metadata/Effects/StatusAilments/spells/lightning_blade/lightning_blade.epk",0,0,4,[],"","",""
331,"ReaperUltimateAppear","Metadata/Effects/Spells/summoned_reaper/epk/appear.epk",1000,0,4,[],1,"",""
332,"ReaperUltimateDisappear","Metadata/Effects/Spells/summoned_reaper/epk/disappear.epk",225,0,4,[],1,"",""
333,"BurningArrowAttachedFadeMystic","Metadata/Effects/Microtransactions/Spells/MysticBurningArrow/MysticBurningArrow_debuff_end.epk",0,0,4,[],"","",""
334,"QuickDodgeDashMyrmidon","Metadata/Effects/Microtransactions/Spells/MyrmidonDash/Dash.epk",0,0,4,[],"","",""
335,"QuickDodgeAfterImageMyrmidon","Metadata/Effects/Microtransactions/Spells/MyrmidonDash/AfterImage.epk",0,0,4,[],"","",""
336,"ExpeditionDannigWeaponFadeIn","Metadata/Effects/Spells/monsters_effects/League_Expedition/npc/weapon_fade/weapon_fadein.epk",1000,0,4,[],"","",""
337,"ExpeditionDannigWeaponFadeOut","Metadata/Effects/Spells/monsters_effects/League_Expedition/npc/weapon_fade/weapon_fadeout.epk",1000,0,4,[],"","",""
338,"CorpseSinkDelayEPK","Metadata/Effects/Spells/monsters_effects/League_Delve/general/monster_sink/sinking_med.epk",0,0,4,[],"","",""
339,"ReaperEnraged","Metadata/Effects/Spells/summoned_reaper/epk/enrage.epk",0,0,4,[],1,"",""
340,"ReaperEnragedEnd","Metadata/Effects/Spells/summoned_reaper/epk/enrage_off.epk",1000,0,4,[],"","",""
341,"SpectralSpiralWeaponEffect","Metadata/Effects/Spells/spectral_hammer/Spectral_Hammer_weapon_epk.epk",0,0,4,[],"","",""
342,"LightningStrikeVaalBladeMyrmidon","Metadata/Effects/Microtransactions/Spells/MyrmidonLightningStrike/MyrmidonProjStrike.epk",0,0,4,[],"","",""
343,"LeapSlam","Metadata/Effects/Spells/maneuver_mechanics/LeapSlam.epk",0,0,4,[],1,"",""
344,"LeapSlamShadowTrail","Metadata/Effects/Microtransactions/Spells/leapslam/sin/EPK/shadowtrail.epk",0,0,4,[],"","",""
345,"LeapSlamDelveLightning","Metadata/Effects/Spells/monsters_effects/League_Delve/general/cavedwel/leap_slam/emp_leap_slam.epk",0,0,4,[],"","",""
346,"LeapSlamBetrayalDash","Metadata/Effects/Spells/monsters_effects/League_Betrayal/Blackguard_scout/dash_slash/slam.epk",0,0,4,[],"","",""
347,"LeapSlamCultist","Metadata/Effects/Microtransactions/Spells/leapslam/cultist/shadowtrail.epk",0,0,4,[],"","",""
348,"HellscapeFleshFodderArcHit","Metadata/Effects/Spells/monsters_effects/League_Hellscape/mob_corpus_mindflayer/EPKs/player_shock.epk",1500,250,4,[],1,"",""
349,"ChronomancerAfterImage","Metadata/Effects/Spells/chronomancer/EPKs/time_ghost.epk",0,0,4,[],1,"",""
350,"FlameWallArrowLoopTranscendence","Metadata/Effects/Microtransactions/Spells/transcendence_flamewall/arrow_proj_loop.epk",0,0,4,[],"","",""
351,"FlameWallArrowOnceTranscendence","Metadata/Effects/Microtransactions/Spells/transcendence_flamewall/arrow_proj_once.epk",0,0,4,[],"","",""
352,"FlameWallSpellLoopTranscendence","Metadata/Effects/Microtransactions/Spells/transcendence_flamewall/spell_proj_loop.epk",0,0,4,[],"","",""
353,"FlameWallSpellOnceTranscendence","Metadata/Effects/Microtransactions/Spells/transcendence_flamewall/spell_proj_once.epk",0,0,4,[],"","",""
354,"FlameWallMortar1Transcendence","Metadata/Effects/Microtransactions/Spells/transcendence_flamewall/mortar_proj.epk",0,0,4,[],"","",""
355,"FlameWallMortar2Transcendence","Metadata/Effects/Microtransactions/Spells/transcendence_flamewall/mortar_proj2.epk",0,0,4,[],"","",""
356,"FlameWallMortar3Transcendence","Metadata/Effects/Microtransactions/Spells/transcendence_flamewall/mortar_proj3.epk",0,0,4,[],"","",""
357,"FlameWallMortar4Transcendence","Metadata/Effects/Microtransactions/Spells/transcendence_flamewall/mortar_proj4.epk",0,0,4,[],"","",""
358,"PoisonousConcoctionInHand","Metadata/Effects/Spells/flask_throw_poison/EPKs/flask_held.epk",0,0,4,[],"","",""
359,"PoisonousConcoctionInHandScion","Metadata/Effects/Spells/flask_throw_poison/EPKs/flask_held_scion.epk",0,0,4,[],"","",""
360,"ShieldChargeChargeDeepwater","Metadata/Effects/Microtransactions/Spells/ShieldCharge/deepwater/charge_dash.epk",0,0,4,[],"","",""
361,"ShieldChargeHitFlashDeepwater","Metadata/Effects/Microtransactions/Spells/ShieldCharge/deepwater/shield_hit_flash.epk",250,0,4,[],1,"",""
362,"LeapSlamAncestralCelestial","Metadata/Effects/Microtransactions/Spells/ancestral_slam/gold_celestial/leap_slam/LeapSlam.epk",0,0,4,[],1,"",""
363,"LeapSlamAncestralJudicator","Metadata/Effects/Microtransactions/Spells/ancestral_slam/judicator/leap_slam/LeapSlam.epk",0,0,4,[],1,"",""
364,"LeapSlamAncestralStygian","Metadata/Effects/Microtransactions/Spells/ancestral_slam/stygian/leap_slam/LeapSlam.epk",0,0,4,[],1,"",""
365,"DivineCryWeaponLeftCelestial","Metadata/Effects/Microtransactions/Spells/Celestial_warcries/battlemages_cry/WeaponBuff_L.epk",0,0,4,[],"","",""
366,"DivineCryWeaponRightCelestial","Metadata/Effects/Microtransactions/Spells/Celestial_warcries/battlemages_cry/WeaponBuff_R.epk",0,0,4,[],"","",""
367,"DivineCryWeaponLeftWolf","Metadata/Effects/Microtransactions/Spells/warcries/wolf_cry/battlemages/WeaponBuff_L.epk",0,0,4,[],"","",""
368,"DivineCryWeaponRightWolf","Metadata/Effects/Microtransactions/Spells/warcries/wolf_cry/battlemages/WeaponBuff_R.epk",0,0,4,[],"","",""
369,"ChronomancerRewindInPlace","Metadata/Effects/Spells/chronomancer/EPKs/time_rewind_stationary.epk",350,0,4,[],1,"",""
370,"ChronomancerCloneRewind","Metadata/Effects/Spells/chronomancer/EPKs/rewind_clones.epk",0,0,4,[],1,"",""
371,"VirulentArrowDefault","Metadata/Effects/Spells/virulent_arrow/charged_bow.epk",0,0,4,[],"","",""
372,"VirulentArrowBlackLotus","Metadata/Effects/Microtransactions/Spells/virulent_arrow/nightlotus/charged_bow.epk",0,0,4,[],"","",""
373,"TempestShieldShield","Metadata/Effects/StatusAilments/spells/electrical_repulse/sheildepk.epk",0,0,4,[],1,"",""
374,"VirulentArrowCelestial","Metadata/Effects/Microtransactions/Spells/virulent_arrow/celestial/charged_bow.epk",0,0,4,[],"","",""
375,"TornadoShotDefault","Metadata/Effects/Spells/tornado_shot/trail_tornado.epk",0,0,4,[],"","",""
376,"TornadoFireTransformed","Metadata/Effects/Spells/tornado_spell/EPKs/skin_Fire.epk",0,0,4,[],"","",""
377,"TornadoColdTransformed","Metadata/Effects/Spells/tornado_spell/EPKs/skin_Cold.epk",0,0,4,[],"","",""
378,"TornadoLightningTransformed","Metadata/Effects/Spells/tornado_spell/EPKs/skin_Lightning.epk",0,0,4,[],"","",""
379,"TornadoChaosTransformed","Metadata/Effects/Spells/tornado_spell/EPKs/skin_Chaos.epk",0,0,4,[],"","",""
380,"SoulLink","Metadata/Effects/Spells/soul_link/EPKs/linked_Soul.epk",1000,0,4,[],1,"",""
381,"FlameLink","Metadata/Effects/Spells/soul_link/EPKs/linked_Fire.epk",1000,0,4,[],1,"",""
382,"RemoraLink","Metadata/Effects/Spells/soul_link/EPKs/linked_Leech.epk",1000,0,4,[],1,"",""
383,"BulwarkLink","Metadata/Effects/Spells/soul_link/EPKs/linked_Block.epk",1000,0,4,[],1,"",""
384,"TriggerLink","Metadata/Effects/Spells/soul_link/EPKs/linked_Trigger.epk",1000,0,4,[],1,"",""
