"rownum","Id","BuffDefinitionsKey","[i32]","AuraRadius","[i32]","[i32]","BuffVisualsKey","f32","bool","StatsKey","i32","i32","bool","rid"
251,"NearbyEnemiesHaveIncreasedChanceToBeCritUnique__1",1168,[0],60,[3],[],"",0,1,[9047],1,0,"",""
252,"NearbyEnemiesHaveIncreasedChanceToBeCritUnique__2",1167,[0],60,[3],[],"",0,1,[9043],1,0,"",""
253,"NearbyEnemiesHaveReducedAllResistancesUnique__1",1169,[0],60,[3],[],"",0,1,[7637],1,0,"",""
254,"DelveHelmetEnemyFireResistanceAura1",1155,[0],60,[3],[],"",0,1,[144],1,0,"",""
255,"DelveHelmetEnemyColdResistanceAura1",1156,[0],60,[3],[],"",0,1,[146],1,0,"",""
256,"DelveHelmetEnemyLightningResistanceAura1",1157,[0],60,[3],[],"",0,1,[148],1,0,"",""
257,"DelveHelmetEnemyPhysicalDamageTakenAura1",1159,[0],60,[3],[],"",0,1,[545],1,0,"",""
258,"DelveHelmetEnemyChaosResistanceAura1",1158,[0],60,[3],[],"",0,1,[150],1,0,"",""
259,"HellscapeEnemyFireResistanceAura1",1160,[0],60,[3],[],"",0,1,[144],1,0,"",""
260,"HellscapeEnemyColdResistanceAura1",1161,[0],60,[3],[],"",0,1,[146],1,0,"",""
261,"HellscapeEnemyLightningResistanceAura1",1162,[0],60,[3],[],"",0,1,[148],1,0,"",""
262,"HellscapeEnemyPhysicalDamageTakenAura1",1164,[0],60,[3],[],"",0,1,[545],1,0,"",""
263,"HellscapeEnemyChaosResistanceAura1",1163,[0],60,[3],[],"",0,1,[150],1,0,"",""
264,"UniqueEnemyNoChaosResistanceAura1",2114,[0],60,[3],[],"",0,1,[14036],1,0,"",""
265,"TriggerFeastOfFleshSkillUnique__1_",1200,[0],0,[],[],"",0,1,[4932],1,0,"",""
266,"TriggerRandomOfferingSkillUnique__1",1200,[0],0,[],[],"",0,1,[4932],1,0,"",""
267,"BetrayalBannerAuraMod",1226,"[0,0,0]",24,[2],[],0,0,1,"[24,451,477]",1,0,"",""
268,"NearbyEnemiesCannotCritUnique__1",1264,[0],60,[3],[],"",0,1,[693],1,0,"",""
269,"NearbyAlliesCannotBeSlowedUnique__1",1265,[0],50,"[2,10]",[],"",0,1,[3383],1,0,"",""
270,"ElementalAilmentsOnYouInsteadOfAlliesUnique__1",1304,[0],60,[2],[],"",0,1,[9610],1,0,"",""
271,"RareMonsterPack",373,[],0,[],[],1108,0,1,[],1,0,"",""
272,"BlightDaemonDeathEPKFireVolatiles_",373,[],0,[],[],1140,0,1,[],1,0,"",""
273,"BlightDaemonDeathEPKColdSnaps",373,[],0,[],[],1141,0,1,[],1,0,"",""
274,"BlightDaemonDeathEPKLightningZaps",373,[],0,[],[],1142,0,1,[],1,0,"",""
275,"BlightDaemonDeathEPKPhysicalBlood_",373,[],0,[],[],1143,0,1,[],1,0,"",""
276,"BlightDaemonDeathEPKChaosGhosts",373,[],0,[],[],1144,0,1,[],1,0,"",""
277,"AtlasCrusaderClericAura",1407,"[0,0]",21,[2],[],"",0,1,"[449,659]",1,0,"",""
278,"AtlasCrusaderClericAuraSpectre",1407,"[0,0]",21,[2],[],"",0,1,"[449,659]",1,0,"",""
279,"NearbyEnemiesIncreasedFireColdResistUnique__1_",1427,"[0,0]",30,[3],[],"",0,1,"[10307,10308]",1,0,"",""
280,"EnemyLightningResistanceAuraInfluence1_",1157,[0],60,[3],[],"",0,1,[148],1,0,"",""
281,"EnemyFireResistanceAuraInfluence1",1155,[0],60,[3],[],"",0,1,[144],1,0,"",""
282,"EnemyColdResistanceAuraInfluence1__",1156,[0],60,[3],[],"",0,1,[146],1,0,"",""
283,"EnemyChaosResistanceAuraInfluence1_",1158,[0],60,[3],[],"",0,1,[150],1,0,"",""
284,"NearbyEnemiesAreBlindedInfluence1_",1480,[],35,[3],[9],"",0,1,[],1,0,"",""
285,"MonsterAfflictionMagicRandomPackTeleport",373,[],0,[],[],1281,0,1,[],1,0,"",""
286,"MonsterAfflictionMagicRewardLightningBolt",373,[],0,[],[],1281,0,1,[],1,0,"",""
287,"MonsterAfflictionMagicRewardFireSnap",373,[],0,[],[],1279,0,1,[],1,0,"",""
288,"MonsterAfflictionMagicRewardFrostOrbs_",373,[],0,[],[],1280,0,1,[],1,0,"",""
289,"MonsterAfflictionMagicRewardSlamma",373,[],0,[],[],1282,0,1,[],1,0,"",""
290,"MonsterAfflictionMagicRewardSoulMortarOnDeath",373,[],0,[],[],1276,0,1,[],1,0,"",""
291,"MonsterAfflictionMagicRewardSpineCascadeOnDeath",373,[],0,[],[],1277,0,1,[],1,0,"",""
292,"MonsterAfflictionMagicRewardDebuffRecoveryRate__",373,[],0,[],[],1278,0,1,[],1,0,"",""
293,"MonsterAfflictionMagicRewardDebuffActionSpeed",373,[],0,[],[],1278,0,1,[],1,0,"",""
294,"MonsterAfflictionMagicRewardDebuffDamageTaken",373,[],0,[],[],1278,0,1,[],1,0,"",""
295,"MonsterAfflictionMagicRewardDebuffFlaskEffect_",373,[],0,[],[],1278,0,1,[],1,0,"",""
296,"MonsterAfflictionHasDestroyCorpseSummonMonsterDaemon",373,[],0,[],[],1283,0,1,[],1,0,"",""
297,"MonsterAfflictionHasDestroyCorpseProjectileCascadeDaemon",373,[],0,[],[],1283,0,1,[],1,0,"",""
298,"MonsterAfflictionHasDestroyCorpseDegenZoneDaemon",373,[],0,[],[],1283,0,1,[],1,0,"",""
299,"MonsterAfflictionHasTeleportAndExplodeOnDeathDaemon",373,[],0,[],[],1275,0,1,[],1,0,"",""
300,"MonsterAfflictionFlameblastOnDeath",373,[],0,[],[],1274,0,1,[],1,0,"",""
301,"MonsterAfflictionVolatileOnDeath",373,[],0,[],[],1277,0,1,[],1,0,"",""
302,"MonsterAfflictionAnomalyOnDeath",373,[],0,[],[],1273,0,1,[],1,0,"",""
303,"MonsterAfflictionSpawnDemonPackOnDeath__",373,[],0,[],[],1278,0,1,[],1,0,"",""
304,"MonsterAfflictionSpawnDemonPackOnDeathMagic",373,[],0,[],[],1278,0,1,[],1,0,"",""
305,"MonsterAfflictionFirestormOnDeath",373,[],0,[],[],1277,0,1,[],1,0,"",""
306,"ShockedGroundWhileMovingUnique__1_",1515,[],0,[],[],"",0,1,[],1,0,"",""
307,"GrantsUnholyMightUnique__1",284,[0],0,[],[],"",0,1,[5636],1,0,"",""
308,"NearbyEnemiesAreChilledUnique__1",1480,[],30,[3],[1],"",0,1,[],1,0,"",""
309,"GainAreaOfEffectPluspercentOnManaSpentUnique__1",1579,[],0,[],[],"",0,1,[],1,0,"",""
310,"UniqueSecretBladeGrantHiddenBlade",1588,[],0,[],"[500,1]","",0,1,[],1,0,"",""
311,"ManaRegenerationAuraUnique__1",1610,[0],75,"[1,2,10]",[],"",0,1,[130],1,0,"",""
312,"FortifyEffectCrushed1",1556,[0],0,[],[],"",0,1,[1034],1,0,"",""
313,"FortifyEffectCrushed2_",1556,[0],0,[],[],"",0,1,[1034],1,0,"",""
314,"FortifyEffectCrushed3_",1556,[0],0,[],[],"",0,1,[1034],1,0,"",""
315,"NearbyEnemiesAreBlindedInfluenceMaven",1480,[],35,[3],[9],"",0,1,[],1,0,"",""
316,"EnemyPhysicalDamageTakenAuraUberMaven",1159,[0],60,[3],[],"",0,1,[545],1,0,"",""
317,"EnemyElementalDamageTakenAuraUberMaven_",1488,[0],60,[3],[],"",0,1,[3489],1,0,"",""
318,"EnemyLightningResistanceAuraInfluenceMaven",1157,[0],60,[3],[],"",0,1,[148],1,0,"",""
319,"EnemyFireResistanceAuraInfluenceMaven",1155,[0],60,[3],[],"",0,1,[144],1,0,"",""
320,"EnemyColdResistanceAuraInfluenceMaven",1156,[0],60,[3],[],"",0,1,[146],1,0,"",""
321,"EnemyChaosResistanceAuraInfluenceMaven",1158,[0],60,[3],[],"",0,1,[150],1,0,"",""
322,"ScorchedGroundWhileMovingUnique__1",1515,[],0,[],[1],"",0,1,[],1,0,"",""
323,"LocalDisplayYouAndNearbyAlliesHaveIncreasedItemRarityUnique__1",1705,[0],60,"[10,2,1]",[],"",0,1,[153],1,0,"",""
324,"MonsterSirusInfluenced",1728,"[0,0,0,0,0]",0,[],[],"",0,1,"[717,177,1903,7119,24]",1,0,"",""
325,"UltimatumAcceleratingMonsters",1760,"[0,0,0]",0,[],"[-100,5,0]","",0,1,"[70,216,177]",1,0,"",""
326,"UltimatumDaemonGraveyard_",1788,[],28,"[2,11]",[],"",0,1,[],1,0,"",""
327,"UltimatumDaemonGraveyardRuin",1790,[],28,"[2,11]",[],"",0,1,[],1,0,"",""
328,"NemesisAlliesTakeNoDamagePulse_",373,[],0,[],[],1555,0,1,[],1,0,"",""
329,"HearbyEnemiesAreHinderedUltimatum_",1482,[0],28,[3],[],484,0,1,[11491],1,0,"",""
330,"MonsterChilledAura",1480,[],30,[3],"[15,25]",1597,0,1,[],1,0,"",""
331,"MonsterChilledAuraSkitterbot",1480,[],20,[3],[1],353,0,1,[],1,0,"",""
332,"MonsterShockedAuraSkitterbot",1480,[],20,[3],[2],354,0,1,[],1,0,"",""
333,"ExpeditionDamageTakenLerp",897,"[-98,0,7000]",0,[],[],"",7,"",[],1,0,"",""
334,"ExpeditionOlrothRighteousFire",13,[975000],16,"[3,5]",[],1612,0,1,[],1,0,"",""
335,"ExpeditionOlrothBlind",174,"[-30,-30]",16,"[3,5]",[],"",0,1,[],1,0,"",""
336,"MonsterTotemAuraSlow1",133,[0],50,[3],[],"",0,1,[177],1,0,"",""
337,"MonsterTotemAuraLifeRegen1",88,[0],60,"[1,2]",[],"",0,1,[451],1,0,"",""
338,"MonsterTotemAuraDamage1",86,[0],60,"[1,2]",[],"",0,1,[26],1,0,"",""
339,"MonsterTotemAuraSpeed1",87,"[0,0,0]",60,"[1,2]",[],"",0,1,"[70,216,177]",1,0,"",""
340,"MonsterTotemAuraResists1",89,[0],60,"[1,2]",[],"",0,1,[141],1,0,"",""
341,"MonsterTotemAuraEnemyLifeDegen1",93,[0],60,[3],[],"",0,1,[452],1,0,"",""
342,"MonsterTotemAuraEvasion1",176,[0],60,"[1,2]",[],"",0,1,[119],1,0,"",""
343,"MonsterTotemAuraAddedFireDamage1",170,[0],60,"[1,2]",[],"",0,1,[447],1,0,"",""
344,"MonsterTotemAuraAddedColdDamage1",169,[0],60,"[1,2]",[],"",0,1,[448],1,0,"",""
345,"MonsterTotemAuraAddedLightningDamage1",171,[0],60,"[1,2]",[],"",0,1,[449],1,0,"",""
346,"CorpseSinkEffect",1856,[],0,[],"[10,1500,1500]","",2.5,"",[],1,0,"",""
347,"DeathGripAura",1865,[],40,[3],[],"",0,1,[],1,0,"",""
348,"InjectedLiquid",1869,[],0,[],[],"",0,1,[],1,0,"",""
349,"TornadoMovement",1894,[200],0,[],"[750,4,20]","",0,1,[],1,0,"",""
350,"HellscapeTentacleGrab",1913,[-50],0,[],[],"",0,1,[],1,0,"",""
351,"ArchnemesisBerserker",1942,"[0,0,0,0,0,0]",0,[],[],"",0,1,"[24,177,477,717,70,216]",1,0,"",""
352,"ArchnemesisExecutioner",1944,[0],30,[3],[],"",0,1,[15447],1,0,"",""
353,"ArchnemesisArcaneEnchanted",1945,[],0,[],[],"",0,1,[],1,0,"",""
354,"ArchnemesisDamageTakenLerp",896,"[-90,0,6000]",0,[],[],"",6,"",[],1,0,"",""
355,"ArchnemesisUnionOfSouls",1946,[0],0,[],[],"",0,1,[4932],1,0,"",""
356,"ArchnemesisSplitting",1948,"[0,0,0]",0,[],[2],"",0,1,"[651,177,717]",1,0,"",""
357,"ArchnemesisBloodletter",1480,[],30,[3],[10],1689,0,1,[],1,0,"",""
358,"ArchnemesisOppressor",1958,"[0,0,0]",50,[3],[],"",0,1,"[15247,477,177]",1,0,"",""
359,"ArchnemesisTimeBubble",1957,"[0,0,0]",32,[3],[],"",0,1,"[346,6333,3336]",1,0,"",""
360,"CrucibleTimeBubble",1957,"[20,-30,-40]",32,[3],[],"",0,1,[],1,0,"",""
361,"ArchnemesisFlaskDrain",1955,[0],50,"[3,5]",[],"",0,1,[3725],1,0,"",""
362,"ArchnemesisDivineTouchedMinion",1970,[0],0,[],[],"",0,1,[140],1,0,"",""
363,"MonsterModHinderAura",1480,[],30,[3],"[6,-30]",1688,0,1,[],1,0,"",""
364,"acceleration_player",234,"[-50,80,1]",0,[],[],"",0,1,[],1,0,"",""
365,"acceleration_monster",234,"[-60,100,1]",0,[],[],255,0,1,[],1,0,"",""
366,"regen_player",237,"[600,400,1]",0,[],[],"",0,1,[],1,0,"",""
367,"regen_monster",237,"[400,400,1]",0,[],[],255,0,1,[],1,0,"",""
368,"brutal_player",235,"[50,1,30,1,1]",0,[],[],"",0,1,[],1,0,"",""
369,"brutal_monster",235,"[50,1,30,1,1]",0,[],[],255,0,1,[],1,0,"",""
370,"thorns_player",236,"[18,18,1]",0,[],[],"",0,1,[],1,0,"",""
371,"thorns_monster",236,"[18,18,1]",0,[],[],255,0,1,[],1,0,"",""
372,"diamond_player",238,"[1,1]",0,[],[],"",0,1,[],1,0,"",""
373,"diamond_monster",238,"[1,1]",0,[],[],255,0,1,[],1,0,"",""
374,"fire_player",239,[1],0,[],[],"",0,1,[],1,0,"",""
375,"cold_player",241,[1],0,[],[],"",0,1,[],1,0,"",""
376,"lightning_player",240,[1],0,[],[],"",0,1,[],1,0,"",""
377,"arc_player",242,[1],0,[],[],"",0,1,[],1,0,"",""
378,"skeleton_player",244,[1],0,[],[],"",0,1,[],1,0,"",""
379,"smoke_player",243,[1],0,[],[],"",0,1,[],1,0,"",""
380,"shrine_echoing_monster",245,"[100,100,1,1]",0,[],[],255,0,1,[],1,0,"",""
381,"shrine_echoing_player",245,"[100,100,1,1]",0,[],[],"",0,1,[],1,0,"",""
382,"curses_monster",246,"[100,1,1]",0,[],[],255,0,1,[],1,0,"",""
383,"curses_player",246,"[0,0,1]",0,[],[],"",0,1,[],1,0,"",""
384,"massive_player",247,"[30,40,40,1]",0,[],[],"",0,1,[],1,0,"",""
385,"massive_monster",247,"[20,155,60,1]",0,[],[],255,0,1,[],1,0,"",""
386,"defence_player",248,"[100,100,100,0,0,0,1]",0,[],[],"",0,1,[],1,0,"",""
387,"defence_monster",248,"[0,0,0,-20,20,20,1]",0,[],[],255,0,1,[],1,0,"",""
388,"resistance_player",250,"[50,10,1]",0,[],[],"",0,1,[],1,0,"",""
389,"resistance_monster",250,"[50,10,1]",0,[],[],255,0,1,[],1,0,"",""
390,"godmode_player",249,"[1,1]",0,[],[],"",0,1,[],1,0,"",""
391,"godmode_monster",249,"[1,1]",0,[],[],255,0,1,[],1,0,"",""
392,"rare_monsters_drop_uniques",549,"[1,1]",0,[],[],"",0,1,[],1,0,"",""
393,"acceleration_lesser",234,"[-10,30,1]",0,[],[],"",0,1,[],1,0,"",""
394,"brutal_lesser",235,"[20,1,20,0,1]",0,[],[],"",0,1,[],1,0,"",""
395,"regen_lesser",237,"[200,200,1]",0,[],[],"",0,1,[],1,0,"",""
396,"massive_lesser",247,"[10,20,20,1]",0,[],[],"",0,1,[],1,0,"",""
397,"resistance_lesser",250,"[25,2,1]",0,[],[],"",0,1,[],1,0,"",""
398,"defence_lesser",248,"[50,50,50,0,0,0,1]",0,[],[],"",0,1,[],1,0,"",""
399,"resonating_player",1286,"[20,60,40,4,4,4,4,4,5,1]",0,[],[],"",0,1,[],1,0,"",""
400,"resonating_monster",1286,"[100,0,0,0,0,0,0,0,0,1]",0,[],[],255,0,1,[],1,0,"",""
401,"gloom_player",1287,"[10,40,1]",0,[],[],"",0,1,[],1,0,"",""
402,"gloom_monster",1287,"[10,0,1]",0,[],[],255,0,1,[],1,0,"",""
403,"RoyaleShrineAccelerating",234,"[-40,50,1]",0,[],[],"",20,"",[],1,0,"",""
404,"RoyaleShrineBrutal",235,"[40,1,30,1,1]",0,[],[],"",20,"",[],1,0,"",""
405,"RoyaleShrineBurning",239,[1],0,[],[],"",20,"",[],1,0,"",""
406,"RoyaleShrineCharged",1286,"[20,60,40,4,4,4,4,4,5,1]",0,[],[],"",20,"",[],1,0,"",""
407,"RoyaleShrineDiamond",1951,"[500,1]",0,[],[],"",20,"",[],1,0,"",""
408,"RoyaleShrineEchoing",245,"[100,100,1,1]",0,[],[],"",20,"",[],1,0,"",""
409,"RoyaleShrineFreezing",241,[1],0,[],[],"",20,"",[],1,0,"",""
410,"RoyaleShrineGloom",1287,"[10,25,1]",0,[],[],"",20,"",[],1,0,"",""
411,"RoyaleShrineHexing",246,"[100,1,1]",0,[],[],"",20,"",[],1,0,"",""
412,"RoyaleShrineImpenetrable",248,"[100,100,100,0,0,0,1]",0,[],[],"",20,"",[],1,0,"",""
413,"RoyaleShrineLightning",240,[1],0,[],[],"",20,"",[],1,0,"",""
414,"RoyaleShrineMassive",247,"[30,40,30,1]",0,[],[],"",20,"",[],1,0,"",""
415,"RoyaleShrineReplenishing",237,"[300,300,1]",0,[],[],"",20,"",[],1,0,"",""
416,"RoyaleShrineResistance",250,"[30,0,1]",0,[],[],"",20,"",[],1,0,"",""
417,"RoyaleShrineShrouded",243,[1],0,[],[],"",20,"",[],1,0,"",""
418,"RoyaleShrineStatic",242,[1],0,[],[],"",20,"",[],1,0,"",""
419,"ArchnemesisLivingCrystals",1953,[],0,[],[],"",0,1,[],1,0,"",""
420,"ArchnemesisDefender",1990,[],0,[],[],"",0,1,[],1,0,"",""
421,"InfiniteHungerSideArenaDebuff",1961,"[6500,3500,-8]",0,[],[],"",0,1,[],1,0,"",""
422,"shrine_greed_monster",1962,"[100,30,0,0,-70,1]",0,[],[],255,0,1,[],1,0,"",""
423,"shrine_greed_player",1962,"[0,0,50,15,20,1]",0,[],[],"",0,1,[],1,0,"",""
424,"NearbyStationaryEnemiesGainGraspingVineUnique",954,[],60,[3],"[1000,6]","",0,1,[],1,0,"",""
425,"InfiniteHungerDrowningDebuff",1977,[9],0,[],[150],"",0,1,[],1,0,"",""
426,"InfluenceStatConditionPresenceUniqueMonster",1987,[],0,[],[],"",0,1,[],1,0,1,""
427,"InfluenceStatConditionPresenceCelestialBoss",1988,[],0,[],[],"",0,1,[],1,0,1,""
428,"TangleDrowning",1480,[],8,"[10,3,11,6]","[17,75,2500]","",0,1,[],1,0,"",""
429,"InfiniteHungerTeleportImmobilise",2001,[100],0,[],[],"",1.25,"",[],1,0,"",""
430,"TangleTentacleOrbZapped",1985,"[240,-5]",0,[],[],"",5,"",[],1,0,"",""
431,"TangleTentacleOrbZappedExplosion",1985,"[240,-5]",0,[],[],"",5,"",[],10,0,"",""
432,"AltarDownsidePhysToFireConvertAura",1995,[100],40,[3],[],"",0,1,[],1,0,"",""
433,"AltarDownsidePhysToColdConvertAura",1996,[100],40,[3],[],"",0,1,[],1,0,"",""
434,"AltarDownsidePhysToLightningConvertAura",1997,[100],40,[3],[],"",0,1,[],1,0,"",""
435,"AltarDownsidePhysToChaosConvertAura",1998,[100],40,[3],[],"",0,1,[],1,0,"",""
436,"AltarDownsideNearbyEnemiesAreHindered",1482,[1],28,[3],[],484,0,1,[11491],1,0,"",""
437,"TangledAltarDownsidePlayerTaintedFrenzy",2005,[-4],0,[],[],"",0,1,[],1,0,"",""
438,"TangledAltarDownsidePlayerTaintedEndurance",2006,[-4],0,[],[],"",0,1,[],1,0,"",""
439,"TangledAltarDownsidePlayerTaintedPower",2007,[-4],0,[],[],"",0,1,[],1,0,"",""
440,"NearbyEnemiesAreScorchedUnique__1",1480,[],30,[3],[16],"",0,1,[],1,0,"",""
441,"CleansingFireSnakeSecondaryDebuff",2011,"[-5,-50]",0,[],[],"",10,"",[],1,0,"",""
442,"SentinelTagA",2016,[],0,[],[],"",0,1,[],1,0,"",""
443,"SentinelTagB",2017,[],0,[],[],"",0,1,[],1,0,"",""
444,"SentinelTagC",2018,[],0,[],[],"",0,1,[],1,0,"",""
445,"SentinelPetrify",593,"[1,5]",0,[],[],"",0,"",[],1,0,"",16254
446,"SentinelPlayerUnholyMight",284,[1],0,[],[],"",0,"",[],1,0,"",16253
447,"SentinelPlayerTailwind",1062,[-10],0,[],[],"",0,"",[],1,0,"",16262
448,"SentinelDebilatate",1541,"[-10,-10]",0,[],[],"",0,"",[],1,0,"",16261
449,"PhylacteralLinkInvulnerable",369,[],0,[],[],"",0,1,[],1,0,"",""
450,"PhylacteralLinkVulnerable",370,[],0,[],[],"",7,"",[],1,0,"",""
451,"SentinelAngerAura",146,"[1,109,155,109,155,0,0,0,0,0,0]",60,[2],[],"",0,1,[],1,0,"",""
452,"SentinelDeterminationAura",139,"[1,2051,49,0,0,0,0,0,0]",60,[2],[],"",0,1,[],1,0,"",""
453,"SentinelFireResistAura",142,"[1,4,41,0,0,0,0,0,0]",60,[2],[],"",0,1,[],1,0,"",""
454,"SentinelPurityAura",141,"[1,34,0,0,0,0,0,0,0,0]",60,[2],[],"",0,1,[],1,0,"",""
455,"SentinelHatredAura",147,"[1,25,18,0,0,0,0,0,0]",60,[2],[],"",0,1,[],1,0,"",""
456,"SentinelGraceAura",140,"[1,2575,29,0,0,0,0,0,0]",60,[2],[],"",0,1,[],1,0,"",""
457,"SentinelColdResistAura",143,"[1,4,41,0,0,0,0,0,0]",60,[2],[],"",0,1,[],1,0,"",""
458,"SentinelHasteAura",149,"[1,16,16,9,0,0,0,0,0,0,0]",60,[2],[],"",0,1,[],1,0,"",""
459,"SentinelWrathAura",148,"[1,16,248,21,0,0,0,0]",60,[2],[],"",0,1,[],1,0,"",""
460,"SentinelDisciplineAura",145,"[1,217,30,0,0,0,0,0,0]",60,[2],[],"",0,1,[],1,0,"",""
461,"SentinelLightningResistAura",144,"[1,4,41,0,0,0,0,0,0]",60,[2],[],"",0,1,[],1,0,"",""
462,"SentinelZealotryAura",1247,"[1,15,39,10,0,0,0,0,0,0]",60,[2],[],"",0,1,[],1,0,"",""
463,"SentinelMalevolenceAura",1249,"[1,20,19,0,0,0,0,0]",60,[2],[],"",0,1,[],1,0,"",""
464,"SentinelAccelerating",234,"[-50,80,1]",0,[],[],"",0,"",[],1,0,"",16395
465,"SentinelResonating",1286,"[20,60,40,4,4,4,4,4,5,1]",0,[],[],"",0,"",[],1,0,"",16396
466,"SentinelDiamond",238,"[1,1]",0,[],[],"",0,"",[],1,0,"",16397
467,"SentinelGloom",1287,"[10,40,1]",0,[],[],"",0,"",[],1,0,"",16398
468,"SentinelResistance",250,"[50,10,1]",0,[],[],"",0,"",[],1,0,"",16399
469,"SentinelMassive",247,"[30,40,40,1]",0,[],[],"",0,"",[],1,0,"",16400
470,"SentinelEchoing",245,"[100,100,1,1]",0,[],[],"",0,"",[],1,0,"",16401
471,"SentinelImpenetrable",248,"[100,100,100,0,0,0,1]",0,[],[],"",0,"",[],1,0,"",16402
472,"SentinelAdrenaline",1058,"[1,100,25,25,25,10]",0,[],[],"",0,"",[],1,0,"",16403
473,"SentinelEnduranceCharge",28,[],0,[],[],"",0,"",[],3,0,"",16404
474,"SentinelPowerCharge",29,[],0,[],[],"",0,"",[],3,0,"",16405
475,"SentinelFrenzyCharge",27,[],0,[],[],"",0,"",[],3,0,"",16406
476,"SentinelMalediction",1059,"[-10,10]",0,[],[],"",0,"",[],1,0,"",""
477,"LoseSoulEaterWhileNoUniqueInPresence",2033,[0],0,[],[],"",0,1,[16484],1,0,"",""
478,"TouchOfFire",2036,[],0,[],[],"",0,1,[],1,0,"",""
479,"TricksterAlternatingLessDamageTaken",2044,"[-40,-40]",0,[],[],"",0,1,[],1,0,"",""
480,"TricksterNearbyEnemyActionSpeedCap",2047,[],60,"[3,4]",[],"",0,1,[],1,0,"",""
481,"shrine_brineking_player",2048,"[0,100,100,1,20,0,0,0,1]",0,[],[],"",0,1,[],1,0,"",""
482,"shrine_brineking_monster",2048,"[50,100,100,0,0,10,50,10,1]",0,[],[],255,0,1,[],1,0,"",""
483,"shrine_lunaris_player",2049,"[50,2,2,100,0,1]",0,[],[],"",0,1,[],1,0,"",""
484,"shrine_lunaris_monster",2049,"[50,2,0,50,-50,1]",0,[],[],255,0,1,[],1,0,"",""
485,"shrine_solaris_player",2050,"[50,1,1,100,0,1]",0,[],[],"",0,1,[],1,0,"",""
486,"shrine_solaris_monster",2050,"[50,1,1,50,10,1]",0,[],[],255,0,1,[],1,0,"",""
487,"shrine_arakaali_player",2051,"[50,15,15,-100,0,1]",0,[],[],"",0,1,[],1,0,"",""
488,"shrine_arakaali_monster",2051,"[50,10,0,-50,1,1]",0,[],[],255,0,1,[],1,0,"",""
489,"HealOnNearbyPlayerDeath",2064,[0],120,"[3,12]",[],"",0,1,[16983],1,0,"",""
490,"SanctumLessResolveDamageNonOwner",2109,[-30],0,[],[],"",0,1,[],1,0,"",""
491,"UniqueEnemyLifeReserved",2116,[0],30,"[3,4]",[],"",0,1,[1063],1,0,"",""
492,"CrucibleFrozen",2122,[100],0,[],[],"",0,1,[],1,0,"",""
493,"CrucibleDamageTakenLerp",896,"[-90,0,6000]",0,[],[],"",6,"",[],1,0,"",""
494,"UniqueRecoverMaximumLifeOnAlternatingCondition",2133,"[2,5]",0,[],[],"",0,1,[],1,0,"",""
495,"NoFireResistanceToDotWhileStationaryAura",2138,[],60,"[3,4]",[],"",0,1,[],1,0,"",""
496,"NearbyEnemiesHaveReducedCooldownRecovery",2141,[-10],60,[3],[],"",0,1,[],1,0,"",""
497,"GuardianAlternatingBlockChance",2155,"[50,50]",0,[],[],"",0,1,[],1,0,"",""
498,"ChampionNearbyEnemiesTaunted",1480,[],20,[3],[19],"",0,1,[],1,0,"",""
499,"CoverInAshNearbyEnemies",1480,[],30,[3],[20],"",0,1,[],1,0,"",""
500,"KilledAMetamorphInTheLast10Seconds",2178,[],0,[],[],"",10,"",[],1,0,"",""
