"rownum","Id","BuffDDSFile","EPKFiles1","EPKFiles2","PreloadGroups","bool","BuffName","MiscAnimated1","MiscAnimated2","BuffDescription","EPKFile","HasExtraArt","ExtraArt","[i32]","EPKFiles","BuffVisualOrbs","MiscAnimated3","rid"
278,"charged_blast_counter","Art/2DArt/SkillIcons/ChargedBlast.dds",[],[],[],"","","","","","","","",[],[],[],"",""
279,"chill_immunity","Art/2DArt/BuffIcons/cannotbechilled.dds",[],[],[],"","","","","","","","",[],[],[],"",""
280,"freeze_immunity","Art/2DArt/BuffIcons/cannotbefrozen.dds",[],[],[],"","","","","","","","",[],[],[],"",""
281,"ignite_immunity","Art/2DArt/BuffIcons/cannotbeignited.dds",[],[],[],"","","","","","","","",[],[],[],"",""
282,"shock_immunity","Art/2DArt/BuffIcons/cannotbeshocked.dds",[],[],[],"","","","","","","","",[],[],[],"",""
283,"poison_immunity","Art/2DArt/BuffIcons/cannotbepoisoned.dds",[],[],[],"","","","","","","","",[],[],[],"",""
284,"unique_dying_breath_curse_aura","Art/2DArt/BuffIcons/undyingbreath.dds","[""Metadata/Effects/Microtransactions/Aura/Uniques/DyingBreath/DyingBreath_small_aura.epk"",""Metadata/Effects/Microtransactions/Aura/Uniques/DyingBreath/DyingBreath_small_aura.epk"",""Metadata/Effects/Microtransactions/Aura/Uniques/DyingBreath/DyingBreath_small_aura_large.epk""]",[],[],1,"","","","","","","",[],[],[],"",""
285,"unique_dying_breath_damage_aura","Art/2DArt/BuffIcons/undyingbreath.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]","[""Metadata/Effects/Microtransactions/Aura/Uniques/DyingBreath/DyingBreath_aura.epk""]",[],1,"","","","","","","",[],[],[],"",""
286,"sea_witch_screech","Art/2DArt/BuffIcons/SeaWitchScreech.dds",[],[],[],"","","","","","","","",[],[],[75],"",""
287,"unholy_might","Art/2DArt/BuffIcons/UnholyMight.dds","[""Metadata/Effects/StatusAilments/spells/raise_specter/minionunique.epk""]","[""Metadata/Effects/StatusAilments/spells/raise_specter/minionunique.epk""]",[],1,"","","","","","","",[],[],[],"",""
288,"offering_offensive","Art/2DArt/SkillIcons/FleshOffering.dds","[""Metadata/Particles/offering/flesh/minion_buff.epk""]",[],[],1,"","","","","","","",[],[],[],"",""
289,"offering_defensive","Art/2DArt/SkillIcons/BoneOffering.dds","[""Metadata/Particles/offering/bone/minion_buff.epk""]",[],[],1,"","","","","","","",[],[],[],"",""
290,"offering_spirit","Art/2DArt/SkillIcons/SpiritOffering.dds","[""Metadata/Particles/offering/spirit/minion_buff.epk""]",[],[],1,"","","","","","","",[],[],[],"",""
291,"offering_blood","Art/2DArt/SkillIcons/BloodOffering.dds","[""Metadata/Effects/Spells/offering_blood/minion_buff_bone.epk""]",[],[],1,"","","","","","","",[],[],[],"",""
292,"fire_enrage","","[""Metadata/Effects/Spells/monsters_effects/vaal_sacrifice/fire_enrage/fire_enrage_epk.epk""]",[],[5],"","","","","","","","",[],[],[],"",""
293,"atziri_fire_charge","",[],[],[],"","","","","","","","",[],[],[],"",""
294,"atziri_lightning_charge","",[],[],[],"","","","","","","","",[],[],[],"",""
295,"atziri_physical_charge","",[],[],[],"","","","","","","","",[],[],[],"",""
296,"flask_bonus_chance_to_ignite","Art/2DArt/BuffIcons/buffonfirevaal2.dds",[],[],[],"","","","","","","","",[],[],[],"",""
297,"flask_bonus_chance_to_freeze","Art/2DArt/BuffIcons/bufffrozenvaal2.dds",[],[],[],"","","","","","","","",[],[],[],"",""
298,"flask_bonus_chance_to_shock","Art/2DArt/BuffIcons/buffshockedvaal2.dds",[],[],[],"","","","","","","","",[],[],[],"",""
299,"flask_bonus_stun_threshold_reduction","Art/2DArt/BuffIcons/stunstrvaal2.dds",[],[],[],"","","","","","","","",[],[],[],"",""
300,"flask_bonus_physical_as_chaos","",[],[],[],"","","","","","","","",[],[],[],"",""
301,"flask_bonus_elemental_as_chaos","",[],[],[],"","","","","","","","",[],[],[],"",""
302,"flask_bonus_life_leech_from_chaos","",[],[],[],"","","","","","","","",[],[],[],"",""
303,"unique_flask_atziris_promise","Art/2DArt/BuffIcons/AtzirisPromiseFlaskBuff.dds",[],[],[],"","","","","","","","",[],[],[],"",""
304,"pinned_rain_of_arrows","Art/2DArt/SkillIcons/rainofarrows.dds",[],[],[],"","","","","","","","",[],[],[],"",""
305,"vaal_cloud","Art/2DArt/BuffIcons/BloodCloudDebuff.dds",[],[],[],"","","","","","","","",[],[],[],"",""
306,"vaal_twin_enrage","","[""Metadata/Particles/monster_effects/act2_boss/AtziriOversoul/vaal_enrage/vaal_enrage.epk""]",[],[5],"","","","","","","","",[],[],[],"",""
307,"chest_summoned_monster","","[""Metadata/Effects/Environment/chests/Strongboxes/strongbox_lock/chain_aura_epk.epk""]",[],[],1,"","","","","","","",[],[],[],"",""
308,"vaal_aura_no_mana_cost","Art/2DArt/SkillIcons/auramana.dds","[""Metadata/Effects/Spells/monsters_effects/aura/vaal_auras/affected/affected.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/vaal_auras/caster/clarity_caster.epk""]",[],1,"","","","","","","",[],[],[],"",""
309,"vaal_aura_dodge","Art/2DArt/SkillIcons/auraevasion.dds","[""Metadata/Effects/Spells/monsters_effects/aura/vaal_auras/affected/affected.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/vaal_auras/caster/grace_caster.epk""]",[],1,"","","","","","","",[],[],[],"",""
310,"vaal_aura_energy_shield","Art/2DArt/SkillIcons/auraenergy.dds","[""Metadata/Effects/Spells/monsters_effects/aura/vaal_auras/affected/affected.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/vaal_auras/caster/discipline_caster.epk""]",[],1,"","","","","","","",[],[],[],"",""
311,"vaal_aura_speed","Art/2DArt/SkillIcons/auraspeed.dds","[""Metadata/Effects/Spells/monsters_effects/aura/vaal_auras/affected/affected.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/vaal_auras/caster/haste_caster.epk""]",[],1,"","","","","","","",[],[],[],"",""
312,"garena_drops_buff","Art/2DArt/BuffIcons/DivinationDistillate.dds",[],[],[],"","","","","","","","",[],[],[],"",""
313,"unique_flask_forbidden_taste","Art/2DArt/BuffIcons/ForbiddenTasteFlaskBuff.dds","[""Metadata/Effects/misc/flask_effects/ForbiddenTasteQuartzFlask/FTQFlask.epk""]",[],[],1,"","","","","","","",[],[],[],"",""
314,"darkexile_corruption","","[""Metadata/Effects/StatusAilments/darkness.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[9],"","","","","","","","",[],[],[],"",""
315,"darkseawitch_corruption","","[""Metadata/Effects/StatusAilments/monsters/SeawitchSideAreaBoss/cold_darkness.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[9],"","","","","","","","",[],[],[],"",""
316,"flask_effect_life","","[""Metadata/Effects/misc/flask_effects/health/health_once.epk""]",[],[],1,"","","","","","","",[],[],[],"",""
317,"unique_flask_rumis_concoction","Art/2DArt/BuffIcons/RumisConcoctionFlaskBuff.dds",[],[],[],"","","","","","","","",[],[],[],"",""
318,"marauder_mission_have_treasure","Art/2DArt/BuffIcons/MasterQuest.dds","[""Metadata/Effects/Spells/Masters/Str/flag_item/Player_Held.epk""]",[],[14],"","","","","","","","",[],[],[],"",""
319,"marauder_mission_boss_have_spirit","Art/2DArt/BuffIcons/MasterQuest.dds","[""Metadata/Effects/Spells/Masters/Str/flag_item/MasterStr.epk""]",[],[14],"","","","","","","","",[],[],[],"",""
320,"physical_immunity","Art/2DArt/BuffIcons/NullandVoidRampage.dds",[],[],[],"","","","","","","","",[],[],[],"",""
321,"phasing_buff","Art/2DArt/BuffIcons/Phasing.dds",[],[],[],"","","","","","","","",[],[],[],"",""
322,"hound_lava_effect","","[""Metadata/Effects/Spells/monsters_effects/hound/body_glow.epk""]",[],[],"","","","","","","","",[],[],[],"",""
323,"exile_arcane_buff","","[""Metadata/Effects/Microtransactions/BodyArmours/ArcaneArmour/ArcaneArmourBody.epk""]",[],[],"","","","","","","","",[],[],[],"",""
324,"herald_of_ash","Art/2DArt/BuffIcons/HeraldofAsh.dds","[""Metadata/Effects/Spells/herald/fire/fire_herald_epk.epk""]",[],[],1,"","","","","","","",[],[],[],"",""
325,"herald_of_ice","Art/2DArt/BuffIcons/HeraldofIce.dds","[""Metadata/Effects/Spells/herald/ice/ice_herald_epk.epk""]",[],[],1,"","","","","","","",[],[],[],"",""
326,"herald_of_thunder","Art/2DArt/BuffIcons/HeraldofThunder.dds","[""Metadata/Effects/Spells/herald/lightning/lightning_herald.epk""]",[],[],1,"","","","","","","",[],[],[],"",""
327,"herald_of_thunder_active","","[""Metadata/Effects/Spells/herald/lightning/lightning_herald_active.epk""]",[],[],1,"","","","","","","",[],[],[],"",""
328,"display_bodyguard_green","","[""Metadata/Effects/StatusAilments/monsters/bodyguard.epk""]",[],[10],"","","","","","","","",[],[],[],"",""
329,"display_bodyguard_red","","[""Metadata/Effects/StatusAilments/monsters/bodyguard_red.epk""]",[],[10],"","","","","","","","",[],[],[],"",""
330,"mission_relic_praying","","[""Metadata/Effects/Spells/monsters_effects/totems/TemplarMissionRelic/aura/TMRaura.epk""]",[],[12],"","","","","","","","",[],[],[],"",""
331,"mission_beast_corrupted","","[""Metadata/Effects/Spells/Masters/Dex/corrupted_epk.epk""]",[],[11],"","","","","","","","",[],[],[],"",""
332,"long_stun","",[],[],[],"","","","","","","","",[],[],[67],"",""
333,"monster_display_fire_bonus","","[""Metadata/Effects/Spells/monsters_effects/aura/monster_buff/element_fire/fire.epk""]",[],"[11,13]","","","","","","","","",[],[],[],"",""
334,"monster_display_cold_bonus","","[""Metadata/Effects/Spells/monsters_effects/aura/monster_buff/element_fire/ice.epk""]",[],"[11,13]","","","","","","","","",[],[],[],"",""
335,"monster_display_lightning_bonus","","[""Metadata/Effects/Spells/monsters_effects/aura/monster_buff/element_fire/light.epk""]",[],"[11,13]","","","","","","","","",[],[],[],"",""
336,"monster_display_physical_bonus","","[""Metadata/Effects/StatusAilments/auras/monster_auras/monster_buffed/heavy_damage.epk""]",[],[11],"","","","","","","","",[],[],[],"",""
337,"mission_int_revivable","","[""Metadata/Effects/Spells/Masters/Int/revive_circle.epk""]",[],[15],"","","","","","","","",[],[],[],"",""
338,"mission_int_ally","","[""Metadata/Effects/Spells/Masters/Int/mint_green_outline.epk""]",[],[15],"","","","","","","","",[],[],[],"",""
339,"mission_int_enemy","","[""Metadata/Effects/Spells/Masters/Int/mint_red_outline.epk""]",[],[15],"","","","","","","","",[],[],[],"",""
340,"mission_str_revived","","[""Metadata/Effects/Spells/Masters/Str/revive_epk.epk""]",[],[14],"","","","","","","","",[],[],[],"",""
341,"tornado_shot_epk","","[""Metadata/Effects/Spells/tornado_shot/trail_tornado.epk""]",[],[],1,"","","","","","","",[],[],[],"",""
342,"drop_bear_enrage","","[""Metadata/Effects/StatusAilments/blood_frenzy.epk""]",[],[],"","","","","","","","",[],[],[],"",""
343,"bestiary_enrage","Art/2DArt/BuffIcons/BloodCloudDebuff.dds","[""Metadata/Effects/Spells/monsters_effects/League_Bestiary/EPKs/rare_beasts/enraged.epk""]",[],[41],"","","","","","","","",[],[],[],"",""
344,"sandstorm","Art/2DArt/BuffIcons/Sandstorm.dds",[],[],[],"","","","","","","","",[],[],[],"",""
345,"chaos_sandstorm","Art/2DArt/BuffIcons/ChaosSandstorm.dds",[],[],[],"","","","","","","","",[],[],[],"",""
346,"water_sandstorm","Art/2DArt/SkillIcons/FrostVortex.dds",[],[],[],"","","","","","","","",[],[],[],"",""
347,"whakawairua_tuahu_buff","Art/2DArt/BuffIcons/WhakawairuaTuahu.dds",[],[],[],"","","","","","","","",[],[],[],"",""
348,"bloodlines_shrouded","","[""Metadata/Effects/Spells/monsters_effects/monster_mods/shroud/shroud_epk.epk""]",[],[1],"","","","","","","","",[],[],[],"",""
349,"cold_thorns","Art/2DArt/BuffIcons/bufffrozen.dds","[""Metadata/Effects/Spells/monsters_effects/monster_mods/reflect_damage/ice/ice_reflec.epk""]",[],[],"","","","","","","","",[],[],[],"",""
350,"flask_bonus_weapon_elemental_damage","Art/2DArt/BuffIcons/PrismWeave.dds",[],[],[],"","","","","","","","",[],[],[],"",""
351,"bloodlines_necrovigil","","[""Metadata/Effects/Spells/monsters_effects/aura/affected_aura/necrovigil/necrovigil_affected_aura.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/necrovigil_aura/necrovigil_aura.epk""]",[1],"","","","","","","","",[],[],[],"",""
352,"bloodlines_cult_elements_fire","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/StatusAilments/Ignited.epk"",""Metadata/Effects/StatusAilments/Ignited.epk"",""Metadata/Effects/StatusAilments/monsters/large_monsters/Ignited.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/burning_element/burning_element.epk""]",[1],"","","","","","","","",[],[],[],"",""
353,"bloodlines_cult_elements_ice","Art/2DArt/BuffIcons/buffchilled.dds","[""Metadata/Effects/StatusAilments/Chilled.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/chilled_element/chilled_element.epk""]",[1],"","","","","","","","",[],[],[],"",""
354,"bloodlines_cult_elements_lightning","Art/2DArt/BuffIcons/buffshocked.dds","[""Metadata/Effects/StatusAilments/shocked.epk"",""Metadata/Effects/StatusAilments/shocked.epk"",""Metadata/Effects/StatusAilments/monsters/large_monsters/shocked.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/shocked_element/shocked_element.epk""]",[1],"","","","","","","","",[],[],[],"",""
355,"bloodlines_zeal_charge","",[],[],[1],"","","","","","","","",[],[],[17],"",""
356,"bloodlines_vigour_charge","",[],[],[1],"","","","","","","","",[],[],[18],"",""
357,"bloodlines_invulnerable","","[""Metadata/Effects/Spells/monsters_effects/aura/invulnerable/invulnerable_buff.epk""]",[],[1],"","","","","","","","",[],[],[],"",""
358,"bloodlines_vulnerable","","[""Metadata/Effects/Spells/monsters_effects/aura/vulnerable/vulnerable_buff.epk""]",[],[1],"","","","","","","","",[],[],[],"",""
359,"torment_touched","","[""Metadata/Effects/Spells/curses/tormented/on_hit/onhit_torment_epk.epk""]",[],[16],"","","","","","","","",[],[],[71],"",""
360,"torment_possessed","","[""Metadata/Effects/Spells/curses/tormented/possessed.epk""]",[],[16],"","","","","","","","",[],[],[],"",""
361,"monster_aura_physical_degen","Art/2DArt/BuffIcons/PhysicalDegenerationAura.dds",[],"[""Metadata/Particles/monster_effects/aura/physical_degeneration_aura/physical_degen_aura.epk""]",[],"","","","","","","","",[],[],[],"",""
362,"uniquebelt12_effect","","[""Metadata/Effects/Microtransactions/Aura/maligaro_restraint/maligaro_restraint.epk""]",[],[],1,"","","","","","","",[],[],[],"",""
363,"torment_cutthroat","","[""Metadata/Effects/Spells/monsters_effects/aura/affected_aura/sml_phyhaste/sml_phyhaste.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/phyhaste/phyhaste.epk""]",[16],"","","","","","","","",[],[],[],"",""
364,"unique_flask_taste_of_hate","Art/2DArt/BuffIcons/TasteOfHasteFlaskBuff.dds",[],[],[],"","","","","","","","",[],[],[],"",""
365,"unique_flask_coruscating_elixir","Art/2DArt/BuffIcons/CoruscatingElixirFlaskBuff.dds",[],[],[],"","","","","","","","",[],[],[],"",""
366,"torment_embezzler","Art/2DArt/BuffIcons/ReducedManaLifeShield.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_aura/sml_smothering/sml_smothering.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/smothering/smothering.epk""]",[16],"","","","","","","","",[],[],[],"",""
367,"static_weapon_buff","Art/2DArt/BuffIcons/StaticStrikeBuff.dds","[""Metadata/Effects/Spells/static_strike/epk.epk""]",[],[],1,"","","","","","","",[],[],[],"",""
368,"uniquebelt13_effect","",[],"[""Metadata/Effects/Microtransactions/Aura/belt_of_deceiver/belt_of_deceiver.epk""]",[],1,"","","","","","","",[],[],[],"",""
369,"elemental_equilibrium","Art/2DArt/BuffIcons/elementalequilibrium.dds","[""Metadata/Effects/Spells/curses/elemental equilibrium_epk.epk"",""Metadata/Effects/Spells/curses/elemental equilibrium_epk.epk"",""Metadata/Effects/Spells/curses/elemental equilibrium_epk_large.epk""]",[],[],1,"","","","","","","",[],[],[],"",""
370,"bull_thorns","Art/2DArt/BuffIcons/thorns.dds","[""Metadata/Effects/Spells/monsters_effects/act4/Bull_Boss/damage_reflect/buff.epk""]",[],[],"","","","","","","","",[],[],[],"",""
371,"ground_fire_burn_white","Art/2DArt/SkillIcons/holygroundfire.dds","[""Metadata/Effects/StatusAilments/white_ignited.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","",[],[],[],"",""
372,"ignited_white","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/StatusAilments/white_ignited.epk""]","[""Metadata/Effects/Spells/supports/aurafy/fire_white.epk""]",[],"","","","","","Metadata/Effects/StatusAilments/white_ignited_player.epk","","",[],[],[],"",""
373,"ignited_blue","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/StatusAilments/Ignited_blue.epk""]","[""Metadata/Effects/Microtransactions/Spells/Harbinger/aurafy/fire_blue.epk""]",[],"","","","","","Metadata/Effects/StatusAilments/Ignited_blue_player.epk","","",[],[],[],"",""
374,"ignited_stygian","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/StatusAilments/Ignited_blackflame.epk"",""Metadata/Effects/StatusAilments/Ignited_blackflame.epk"",""Metadata/Effects/StatusAilments/monsters/large_monsters/Ignited_blackflame.epk""]","[""Metadata/Effects/Spells/supports/aurafy/Ignited_blackflame.epk"",""Metadata/Effects/Spells/supports/aurafy/Ignited_blackflame.epk"",""Metadata/Effects/Spells/supports/aurafy/Ignited_blackflame_large.epk""]",[],"","","","","","Metadata/Effects/StatusAilments/Ignited_blackflame_player.epk","","",[],[],[],"",""
375,"ignited_corsair","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/Microtransactions/Spells/flame_dash/corsair/burning_Corsair.epk""]","[""Metadata/Effects/Microtransactions/Spells/flame_dash/corsair/burning_Corsair.epk""]",[],"","","","","","","","",[],[],[],"",""
376,"ignited_blackflame","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/StatusAilments/deathflame_ignite.epk"",""Metadata/Effects/StatusAilments/deathflame_ignite.epk"",""Metadata/Effects/StatusAilments/monsters/large_monsters/deathflame_ignite_large.epk""]","[""Metadata/Effects/Spells/supports/aurafy/Ignited_deathflame.epk"",""Metadata/Effects/Spells/supports/aurafy/Ignited_deathflame.epk"",""Metadata/Effects/Spells/supports/aurafy/Ignited_deathflame.epk""]",[],"","","","","","Metadata/Effects/StatusAilments/deathflame_ignite_player.epk","","",[],[],[],"",""
377,"righteous_fire_white","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/Spells/ri_fire_white/bottom.epk""]",[],[],"","","","","","","","",[],[],[],"",""
378,"righteous_fire_aura_white","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/StatusAilments/white_ignited.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","",[],[],[],"",""
379,"inspiring_cry","Art/2DArt/SkillIcons/InspiringCry.dds","[""Metadata/Effects/Spells/inspiring_cry/buff.epk""]",[],[],1,"","","","","","","",[],[],[],"",""
380,"kaom_archer_effect","","[""Metadata/Effects/Spells/monsters_effects/act4/KaomWarrior/kaomwarrior_bodyGlow.epk""]",[],[],"","","","","","","","",[],[],[],"",""
381,"lb_kaom_archer_effect","","[""Metadata/Effects/Spells/monsters_effects/act4/KaomWarrior/LBkaomwarrior_bodyGlow.epk""]",[],[],"","","","","","","","",[],[],[],"",""
382,"abyssal_cry","Art/2DArt/SkillIcons/AbyssalCry.dds","[""Metadata/Effects/Spells/abyssal_cry/debuff.epk""]",[],[],1,"","","","","","","",[],[],[],"",""
383,"tempest_shield_preload","","[""Metadata/Effects/StatusAilments/spells/electrical_repulse/sheildepk.epk""]",[],[],1,"","","","","","","",[],[],[],"",""
384,"lightning_strike_preload","","[""Metadata/Effects/StatusAilments/spells/lightning_blade/lightning_blade.epk""]",[],[],1,"","","","","","","",[],[],[],"",""
385,"flask_freeze_immunity","Art/2DArt/BuffIcons/cannotbefrozen.dds",[],[],[],"","","","","","","","",[],[],[],"",""
386,"flask_bleed_immunity","Art/2DArt/BuffIcons/cannotbleed.dds",[],[],[],"","","","","","","","",[],[],[],"",""
387,"flask_ignite_immunity","Art/2DArt/BuffIcons/cannotbeignited.dds",[],[],[],"","","","","","","","",[],[],[],"",""
388,"flask_shock_immunity","Art/2DArt/BuffIcons/cannotbeshocked.dds",[],[],[],"","","","","","","","",[],[],[],"",""
389,"flask_chill_immunity","Art/2DArt/BuffIcons/cannotbechilled.dds",[],[],[],"","","","","","","","",[],[],[],"",""
390,"flask_corrupted_blood_immunity","Art/2DArt/BuffIcons/CorruptedBloodImmunityIcon.dds",[],[],[],"","","","","","","","",[],[],[],"",""
391,"unique_shapers_seed_regeneration","Art/2DArt/BuffIcons/shapersseed.dds","[""Metadata/Effects/Microtransactions/Aura/Uniques/ShaperSeed/smlshaperseed.epk""]","[""Metadata/Effects/Microtransactions/Aura/Uniques/ShaperSeed/ShaperSeed.epk""]",[],1,"","","","","","","",[],[],[],"",""
392,"kaom_warrior2_effect","","[""Metadata/Effects/Spells/monsters_effects/act4/KaomWarrior/kaomwarrior02_bodyGlow.epk""]",[],[],"","","","","","","","",[],[],[],"",""
393,"kaom_warrior3_effect","","[""Metadata/Effects/Spells/monsters_effects/act4/KaomWarrior/kaomwarrior03_bodyGlow.epk""]",[],[],"","","","","","","","",[],[],[],"",""
394,"blackguardzombie_effect","","[""Metadata/Effects/Spells/monsters_effects/aura/stance/stance.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/stance/stance.epk""]",[],"","","","","","","","",[],[],[],"",""
395,"kaom_fire","","[""Metadata/Effects/Spells/monsters_effects/act4/Kaom/KingKaom/KingKaom_fx.epk""]",[],[],"","","","","","","","",[],[],[],"",""
396,"fortify","Art/2DArt/BuffIcons/Fortify.dds","[""Metadata/Effects/Spells/fortify/buff/fortifybuff.epk""]",[],[],1,"","","","","","","",[],[],[],"",""
397,"gluttony_of_elements","Art/2DArt/SkillIcons/GluttonyOfElements.dds","[""Metadata/Effects/Spells/monsters_effects/aura/vaal_auras/affected/affected.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/vaal_auras/caster/purityofelements_caster.epk""]",[],1,"","","","","","","",[],[],[],"",""
398,"ice_elemental_buff","Art/2DArt/SkillIcons/IceElementalSummon.dds",[],[],[],"","","","","","","","",[],[],[],"",""
399,"fire_elemental_buff","Art/2DArt/SkillIcons/FireElementalSummon.dds",[],[],[],"","","","","","","","",[],[],[],"",""
400,"lightning_golem_buff","Art/2DArt/SkillIcons/LightningGolem.dds",[],[],[],"","","","","","","","",[],[],[],"",""
401,"chaos_elemental_buff","Art/2DArt/SkillIcons/ChaosElementalSummon.dds",[],[],[],"","","","","","","","",[],[],[],"",""
402,"pietys_rage","Art/2DArt/BuffIcons/PietyDebuff.dds",[],[],[],"","","","","","","","",[],[],[72],"",""
403,"enduring_cry_charge_benefits","Art/2DArt/SkillIcons/WarCryEnduring.dds","[""Metadata/Effects/Spells/warcries/enduring_cry/endurance_charges_buff.epk""]",[],[],"","","","","","","","",[],[],[],"",""
404,"flame_golem_effects","","[""Metadata/Effects/Spells/monsters_effects/fire_elemental/FireElemental_fx.epk""]",[],[],"","","","","","","","",[],[],[],"",""
405,"flame_golem_summoned_effects","","[""Metadata/Effects/Spells/monsters_effects/fire_elemental/FireElementalSummoned_fx.epk""]",[],[],1,"","","","","","","",[],[],[],"",""
406,"flame_golem_runic_effects","","[""Metadata/Effects/Spells/monsters_effects/fire_elemental/RunicGolem_fx.epk""]",[],[0],"","","","","","","","",[],[],[],"",""
407,"punisher","Art/2DArt/BuffIcons/punishmentbuff.dds","[""Metadata/Effects/Spells/punisher/punisher_buff.epk""]","[""Metadata/Effects/Spells/curse_aura/punishment/punishment.epk""]",[],1,"","","","","","","",[],[],[],"",""
408,"revenant_revive_possesed","","[""Metadata/Effects/Spells/monsters_effects/act4/revenant/revive/revive_buff.epk""]",[],[],"","","","","","","","",[],[],[],"",""
409,"revenant_revive_explode","","[""Metadata/Effects/Spells/monsters_effects/act4/revenant/revive/revive_explode.epk""]",[],[],"","","","","","","","",[],[],[],"",""
410,"unique_flask_lions_roar","Art/2DArt/BuffIcons/LionsRoarFlaskBuff.dds","[""Metadata/Effects/misc/flask_effects/lion_roar/lion_roar.epk""]",[],[],1,"","","","","","","",[],[],[],"",""
411,"new_arctic_armour","Art/2DArt/SkillIcons/Iceshield.dds","[""Metadata/Effects/Spells/frozen_barrier/new_arctic_armour.epk""]",[],[],1,"","","","","","","",[],[],[],"",""
412,"new_arctic_armour_demon","Art/2DArt/SkillIcons/Iceshield.dds","[""Metadata/Effects/Spells/frozen_barrier/new_arctic_armour_demon.epk""]",[],[],"","","","","","","","",[],[],[],"",""
413,"new_arctic_armour_cloud","Art/2DArt/SkillIcons/Iceshield.dds","[""Metadata/Effects/Spells/frozen_barrier/new_arctic_armour_cloud.epk""]",[],[],"","","","","","","","",[],[],[],"",""
414,"doedre_unholy_might","Art/2DArt/BuffIcons/UnholyMight.dds","[""Metadata/Effects/StatusAilments/spells/raise_specter/BIG_minionunique.epk""]","[""Metadata/Effects/StatusAilments/spells/raise_specter/minionunique.epk""]",[8],"","","","","","","","",[],[],[],"",""
415,"exploding_storm_buff_yellow","","[""Metadata/Effects/Environment/tempest_league/basic_colour/yellow/stormbuff.epk""]",[],[2],"","","","","","","","",[],[],[],"",""
416,"diamond_storm","Art/2DArt/BuffIcons/TempestWhite.dds","[""Metadata/Effects/misc/flask_effects/crit/crit.epk""]",[],[2],"","","","","","","","",[],[],[],"",""
417,"replenishing_storm","Art/2DArt/BuffIcons/TempestPink.dds","[""Metadata/Effects/Microtransactions/Aura/Uniques/ShaperSeed/smlshaperseed.epk""]","[""Metadata/Effects/Microtransactions/Aura/Uniques/ShaperSeed/ShaperSeed.epk""]",[2],"","","","","","","","",[],[],[],"",""
418,"echoing_storm","Art/2DArt/BuffIcons/TempestBlue.dds","[""Metadata/Effects/Environment/tempest_league/buff/echo_buff.epk""]",[],[2],"","","","","","","","",[],[],[],"",""
419,"rarity_storm","Art/2DArt/BuffIcons/TempestLightening.dds","[""Metadata/Effects/Environment/tempest_league/basic_colour/yellow/increaseddrop.epk""]",[],[2],"","","","","","","","",[],[],[],"",""
420,"massive_storm","Art/2DArt/BuffIcons/TempestRed.dds",[],[],[],"","","","","","","","",[],[],[],"",""
421,"tiny_storm","Art/2DArt/BuffIcons/TempestGreen.dds",[],[],[],"","","","","","","","",[],[],[],"",""
422,"fire_damage_storm","Art/2DArt/BuffIcons/TempestFire.dds","[""Metadata/Effects/Spells/monsters_effects/aura/monster_buff/element_fire/fire.epk""]","[""Metadata/Effects/Environment/tempest_league/elements/fire/stormbuff_fire.epk""]",[2],"","","","","","","","",[],[],[],"",""
423,"cold_damage_storm","Art/2DArt/BuffIcons/TempestWhite.dds","[""Metadata/Effects/Spells/monsters_effects/aura/monster_buff/element_fire/ice.epk""]","[""Metadata/Effects/Environment/tempest_league/elements/ice/stormbuff_ice.epk""]",[2],"","","","","","","","",[],[],[],"",""
424,"lightning_damage_storm","Art/2DArt/BuffIcons/TempestIce.dds","[""Metadata/Effects/Spells/monsters_effects/aura/monster_buff/element_fire/light.epk""]","[""Metadata/Effects/Environment/tempest_league/elements/lightning/stormbuff_lightning.epk""]",[2],"","","","","","","","",[],[],[],"",""
