"rownum","Id","ArmFile","RoomType","Script","Floor","Area","i32_72"
170,"Abyss_Explore_04","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_4/Rooms/Explore/explore_04.arm",0,"telepad1",3,"",1
171,"Abyss_Explore_05","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_4/Rooms/Explore/explore_05.arm",0,"telepad1",3,"",1
172,"Abyss_Explore_06","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_4/Rooms/Explore/explore_06.arm",0,"telepad1",3,"",1
173,"Abyss_Explore_07","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_4/Rooms/Explore/explore_07.arm",0,"telepad1",3,"",1
174,"Abyss_Gauntlet_01","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_4/Rooms/Gauntlet/gauntlet_01.arm",5,"telepad1",3,"",1
175,"Abyss_Gauntlet_02","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_4/Rooms/Gauntlet/gauntlet_02.arm",5,"telepad1",3,"",1
176,"Abyss_Gauntlet_03","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_4/Rooms/Gauntlet/gauntlet_03.arm",5,"telepad1",3,"",1
177,"Abyss_Gauntlet_04","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_4/Rooms/Gauntlet/gauntlet_04.arm",5,"telepad1",3,"",1
178,"Abyss_Gauntlet_05","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_4/Rooms/Gauntlet/gauntlet_05.arm",5,"telepad1",3,"",1
179,"Abyss_Gauntlet_06","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_4/Rooms/Gauntlet/gauntlet_06.arm",5,"telepad1",3,"",1
180,"Abyss_Gauntlet_07","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_4/Rooms/Gauntlet/gauntlet_07.arm",5,"telepad1",3,"",1
181,"Abyss_Ritual_01","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_4/Rooms/Ritual/ritual_01.arm",2,"telepad1",3,"",1
182,"Abyss_Ritual_02","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_4/Rooms/Ritual/ritual_02.arm",2,"telepad1",3,"",1
183,"Abyss_Ritual_03","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_4/Rooms/Ritual/ritual_03.arm",2,"telepad1",3,"",1
184,"Abyss_Ritual_04","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_4/Rooms/Ritual/ritual_04.arm",2,"telepad1",3,"",1
185,"Abyss_Ritual_05","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_4/Rooms/Ritual/ritual_05.arm",2,"telepad1",3,"",1
186,"Abyss_Ritual_06","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_4/Rooms/Ritual/ritual_06.arm",2,"telepad1",3,"",1
187,"Abyss_Ritual_07","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_4/Rooms/Ritual/ritual_07.arm",2,"telepad1",3,"",1
188,"Abyss_Boss_01","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_4/Rooms/Unique/boss_01.arm",9,"telepad1 teleport2disabled-Arena telepad2 teleport3disabled-Portal telepad3 teleport4-Portal telepad4",3,"",0
189,"Abyss_TreasureWaterMajor","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_4/Rooms/Treasure/treasure_water_major.arm",17,"exit1-Portal exit2-Portal exit3-Portal",3,"",1
190,"Abyss_TreasureWaterMinor","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_4/Rooms/Treasure/treasure_water_minor.arm",18,"exit1-Portal exit2-Portal exit3-Portal",3,"",1
191,"Abyss_TreasureLegendPledge","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_4/Rooms/Treasure/treasure_legend_pledge.arm",12,"exit1-Portal exit2-Portal exit3-Portal",3,"",1
192,"Abyss_TreasureLegendWater","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_4/Rooms/Treasure/treasure_legend_water.arm",13,"exit1-Portal exit2-Portal exit3-Portal",3,"",1
193,"Abyss_TreasureLegendCurse","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_4/Rooms/Treasure/treasure_legend_curse.arm",14,"exit1-Portal exit2-Portal exit3-Portal",3,"",1
194,"Abyss_TreasureLegendBoon","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_4/Rooms/Treasure/treasure_legend_boon.arm",15,"exit1-Portal exit2-Portal exit3-Portal",3,"",1
195,"Abyss_TreasureLegendRandom","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_4/Rooms/Treasure/treasure_legend_random.arm",16,"exit1-Portal exit2-Portal exit3-Portal",3,"",1
196,"Abyss_TreasureLegendHonor","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_4/Rooms/Treasure/treasure_legend_honor.arm",11,"exit1-Portal exit2-Portal exit3-Portal",3,"",1
197,"Abyss_TreasureMerchant_01","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_4/Rooms/Treasure/treasure_merchant.arm",10,"exit1 exit2 exit3",3,"",1
198,"Abyss_TreasureKeyBronze","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_4/Rooms/Treasure/treasure_key_bronze.arm",20,"exit1-Portal exit2-Portal exit3-Portal",3,"",1
199,"Abyss_TreasureKeySilver","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_4/Rooms/Treasure/treasure_key_silver.arm",21,"exit1-Portal exit2-Portal exit3-Portal",3,"",1
200,"Abyss_TreasureKeyGold","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_4/Rooms/Treasure/treasure_key_gold.arm",22,"exit1-Portal exit2-Portal exit3-Portal",3,"",1
201,"Abyss_TreasureChestBronze","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_4/Rooms/Treasure/treasure_chest_bronze.arm",23,"exit1-Portal exit2-Portal exit3-Portal",3,"",1
202,"Abyss_TreasureChestSilver","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_4/Rooms/Treasure/treasure_chest_silver.arm",24,"exit1-Portal exit2-Portal exit3-Portal",3,"",1
203,"Abyss_TreasureChestGold","Metadata/Terrain/Gallows/Leagues/Sanctum/Level_4/Rooms/Treasure/treasure_chest_gold.arm",25,"exit1-Portal exit2-Portal exit3-Portal",3,"",1
