"rownum","BaseItemTypesKey","Regular_WorldAreasKey","Unique_WorldAreasKey","MapUpgrade_BaseItemTypesKey","MonsterPacksKeys","AchievementItem","Regular_GuildCharacter","Unique_GuildCharacter","Tier","Shaped_Base_MapsKey","Shaped_AreaLevel","UpgradedFrom_MapsKey","MapsKey2","MapsKey3","MapSeriesKey","bool","bool","bool"
301,7456,1039,"",7463,"[1000,1001,1002]","","x","",13,"",0,"",456,"",3,"","",""
302,7457,1040,"",7461,"[1732,1756,1818,1757]","",":","",13,"",0,"",454,"",3,"","",""
303,7458,1041,"",7461,"[1671,1735]","","y","",13,"",0,"",452,"",3,"","",""
304,7459,1042,"",7466,"[1685,1761,1825,1827]","","z","",13,"",0,"",450,"",3,"","",""
305,7460,1043,"",7465,"[1826,1696,939]","","}","",13,"",0,"",451,"",3,"","",""
306,7461,1044,"",7468,"[1712,1709]","","<","",14,"",0,"",457,"",3,"","",""
307,7462,1045,"",7467,"[788,790]","","®","",14,"",0,"",458,"",3,"","",""
308,7463,1046,"",7470,"[1806,1685,1782]","","©","",14,"",0,"",461,"",3,"","",""
309,7464,1047,"",7467,"[1789,1790,1791,1792]","","€","%",14,"",0,"",462,"",3,"","",""
310,7465,1048,"",7471,"[1714,1706,1680,1784]","","†","",14,"",0,"",459,"",3,"","",""
311,7466,1049,"",7469,"[1828,1829]","","\\","",14,"",0,"",463,"",3,"","",""
312,7467,1050,"",7474,"[1828,1781]","","µ","",15,"",0,"",468,"",3,"","",""
313,7468,1051,"",7472,"[1762,1763,1692]","","»","",15,"",0,"",464,"",3,"","",""
314,7469,1052,"",7475,"[1746,1736]","","•","",15,"",0,"",465,"",3,"","",""
315,7470,1053,"",7471,"[1819,1785,1786,1787]","","7","",15,"",0,"",466,"",3,"","",""
316,7471,1054,"",7473,"[1737,1738,1739,1740]","","§","",15,"",0,"",467,"",3,"","",""
317,7472,1055,"","","[1794,1769,1810,1763]","","Â","",16,"",0,"",472,"",3,"",1,""
318,7473,1056,"","","[1666,1673,853]","","¢","",16,"",0,"",473,"",3,"",1,""
319,7474,1058,"","","[1753,1701,1705]","","£","",16,"",0,"",474,"",3,"",1,""
320,7475,1057,"","","[1794,1681,1720,1741]","","¤","",16,"",0,"",475,"",3,"",1,""
321,7476,1059,1059,"",[],"","¥","",17,"",0,"",476,476,3,"",1,""
322,7477,1060,"","","[1742,1743,1744]","",">","",16,"",0,"",477,"",3,1,"",""
323,7478,1087,1087,"",[],"","","",5,"",0,"",478,478,3,"",1,""
324,7479,1088,1088,"",[],"","","",10,"",0,"",479,479,3,"",1,""
325,7480,1089,1089,"",[],"","","",15,"",0,"",480,480,3,"",1,""
326,7481,1090,"",7486,[822],"","C","",1,"",0,"","","",4,"","",""
327,7482,1091,"",7488,"[740,741,742,743]","","X","",1,"",0,"","","",4,"","",""
328,7483,1092,"",7491,"[857,858,859]","","N","",1,"",0,"","","",4,"","",""
329,7484,1093,"",7490,"[767,768]","","3","",1,"",0,"","","",4,"","",""
330,7485,1266,"","",[878],"","à","",1,"",0,"","","",4,"","",""
331,7486,1094,"",7501,"[1046,1045]","","a","",2,"",0,326,"","",4,"","",""
332,7487,1095,"",7493,"[985,989]","","b","",2,"",0,326,"","",4,"","",""
333,7488,1096,"",7492,[1028],"","W","",2,"",0,327,"","",4,"","",""
334,7489,1097,"",7497,"[773,794,795,796,797,798]","","c","",2,"",0,327,"","",4,"","",""
335,7490,1098,"",7495,[1038],"","?","",2,"",0,329,"","",4,"","",""
336,7491,1099,"",7494,[982],"","2","",2,"",0,328,"","",4,"","",""
337,7492,1100,"",7505,[753],"","H","",3,"",0,333,"","",4,"","",""
338,7493,1101,"",7502,[992],"","I","",3,"",0,331,"","",4,"","",""
339,7494,1102,"",7506,[723],"","d","",3,"",0,336,"","",4,"","",""
340,7495,1103,"",7508,[950],"","S","",3,"",0,335,"","",4,"","",""
341,7496,1104,"",7509,"[1035,855,799,818]","","G","",3,"",0,335,"","",4,"","",""
342,7497,1105,"",7511,[764],"","*","",3,"",0,334,"","",4,"","",""
343,7498,1106,"",7510,[913],"","e","",3,"",0,331,"","",4,"","",""
344,7499,1107,"",7503,"[857,858,859]","","E","",3,"",0,336,"","",4,"","",""
345,7500,1108,"",7507,"[986,987,1058]","","Ú","",3,"",0,335,"","",4,"","",""
346,7501,1109,"",7504,"[888,889]","","+","",3,"",0,331,"","",4,"","",""
347,7502,1110,"",7518,"[985,986,987,988,989,990,991,992]","","Ö","",4,"",0,338,"","",4,"","",""
348,7503,1111,453,7527,[1049],"","1","",4,"",0,344,"","",4,"","",""
349,7504,1112,455,7520,[1044],"","f","",4,"",0,338,"","",4,"","",""
350,7505,1113,1114,7524,"[865,866]","","8","È",4,"",0,337,"","",4,"","",""
351,7506,1115,1116,7523,[905],"","O","™",4,"",0,339,"","",4,"","",""
352,7507,1117,"",7521,"[731,732,733,734,735,736]","","h","",4,"",0,345,"","",4,"","",""
353,7508,1118,"",7522,"[744,745,746,747]","","U","",4,"",0,341,"","",4,"","",""
354,7509,1119,"",7519,"[951,952,953,955,956]","","i","",4,"",0,341,"","",4,"","",""
355,7510,1120,"",7525,"[850,851,852,853,854]","","F","",4,"",0,343,"","",4,"","",""
356,7511,1121,"",7526,[957],"","j","",4,"",0,342,"","",4,"","",""
357,7512,1261,"","","[740,741,742]","","ä","",4,"",0,"","","",4,"","",""
358,7513,1263,"","","[1039,1067]","","$","",4,"",0,"","","",4,"","",""
359,7514,1264,"","",[1042],"","%","",4,"",0,"","","",4,"","",""
360,7515,1265,"","",[1066],"","^","",4,"",0,"","","",4,"","",""
361,7516,1267,"","",[1036],"","ë","",4,"",0,"","","",4,"","",""
362,7517,1268,"","",[1065],"","'","",4,"",0,"","","",4,"","",""
363,7518,1122,"",7532,"[1024,1003]","","6","",5,"",0,347,"","",4,"","",""
364,7519,1123,"",7535,"[1035,855,799,818]","","P","",5,"",0,354,"","",4,"","",""
365,7520,1124,"",7534,[981],"","k","",5,"",0,349,"","",4,"","",""
366,7521,1125,1126,7538,"[839,840,841,842,843,844,845,846,847,848,849]","","l","‹",5,"",0,352,"","",4,"","",""
367,7522,1127,"",7536,"[999,941,940]","","Z","",5,"",0,352,"","",4,"","",""
368,7523,1128,"",7537,[901],"","Ï","",5,"",0,351,"","",4,"","",""
369,7524,1129,"",7529,"[839,840,841,842,843,844,845,846,847,848,849]","","R","",5,"",0,350,"","",4,"","",""
370,7525,1130,"",7533,"[1021,1022,1026]","","m","",5,"",0,349,"","",4,"","",""
371,7526,1131,"",7530,"[830,831,832,833,834,835,837]","","M","",5,"",0,356,"","",4,"","",""
372,7527,1132,"",7528,"[731,732,733,734,735,736]","","n","",5,"",0,348,"","",4,"","",""
373,7528,1133,"",7541,"[1053,1054]","","[","",6,"",0,372,"","",4,"","",""
374,7529,1134,"",7542,"[1019,1020,1034,945]","","Ñ","",6,"",0,369,"","",4,"","",""
375,7530,1135,"",7540,"[830,831,832,833,834,835,837]","","5","",6,"",0,371,"","",4,"","",""
376,7531,1136,"",7544,"[962,963,964,965,966,967,968]","","o","",6,"",0,368,"","",4,"","",""
377,7532,1137,"",7539,[915],"","Æ","",6,"",0,365,"","",4,"","",""
378,7533,1138,"",7548,"[756,757,758,759,760,761]","","B","",6,"",0,371,"","",4,"","",""
379,7534,1139,"",7549,"[917,922,918]","","Ë","",6,"",0,365,"","",4,"","",""
380,7535,1140,"",7541,"[728,729,730]","","K","",6,"",0,364,"","",4,"","",""
381,7536,1141,1142,7543,[814],"","Í","Ç",6,"",0,367,"","",4,"","",""
382,7537,1143,1144,7545,"[808,809,810]","","L","Ð",6,"",0,368,"","",4,"","",""
383,7538,1145,"",7546,"[788,789,790,791,792,793]","","q","",6,"",0,367,"","",4,"","",""
384,7539,1146,"",7553,"[899,900]","","D","",7,"",0,377,"","",4,"","",""
385,7540,1147,"",7551,[984],"","Á","",7,"",0,375,"","",4,"","",""
386,7541,1148,"",7552,"[902,766]","","Q","",7,"",0,380,"","",4,"","",""
387,7542,1149,"",7556,"[929,930,931]","","T","",7,"",0,374,"","",4,"","",""
388,7543,1150,"",7555,"[893,894]","","Ü","",7,"",0,383,"","",4,"","",""
389,7544,1151,1152,7558,"[1029,1030,1047]","","A","›",7,"",0,376,"","",4,"","",""
390,7545,1153,1154,7557,"[766,767,768,769,772]","","V","$",7,"",0,382,"","",4,"","",""
391,7546,1155,1156,7554,"[1052,938]","","9","æ",7,"",0,383,"","",4,"","",""
392,7547,1157,"",7559,"[934,933]","","J","",7,"",0,377,"","",4,"","",""
393,7548,1158,"",7551,"[830,831,832,833,834,835,837]","","Ó","",7,"",0,378,"","",4,"","",""
394,7549,1159,"",7550,"[891,892]","","Y","",7,"",0,379,"","",4,"","",""
395,7550,1160,"",7571,[1055],"","Ä","",8,"",0,394,"","",4,"","",""
396,7551,1161,"",7565,"[1062,969,970,971,836,827]","","Œ","",8,"",0,385,"","",4,"","",""
397,7552,1162,"",7567,"[879,878]","","]","",8,"",0,386,"","",4,"","",""
398,7553,1163,1164,7570,"[839,840,841,842,843,844,845,846,847,848,849]","","~","g",8,"",0,384,"","",4,"","",""
399,7554,1165,"",7562,"[819,947]","","\""","",8,"",0,391,"","",4,"","",""
400,7555,1166,"",7567,"[874,875,876,877,921]","","r","",8,"",0,388,"","",4,"","",""
401,7556,1167,1168,7569,[925],"","4","²",8,"",0,387,"","",4,"","",""
402,7557,1169,"",7564,"[777,771]","","É","",8,"",0,389,"","",4,"","",""
403,7558,1170,1171,7563,"[784,785]","","/","À",8,"",0,389,"","",4,"","",""
404,7559,1172,1173,7566,"[756,757,758,759,760,761]","","Û","",8,"",0,392,"","",4,"","",""
405,7560,1174,"",7561,"[788,789,790,791,792,793]","","{","",8,"",0,391,"","",4,"","",""
406,7561,1175,1176,7575,"[1013,1014,1015,1016,1017]","","=","^",9,"",0,405,"","",4,"","",""
407,7562,1177,"",7575,[1056],"","Ÿ","",9,"",0,399,"","",4,"","",""
408,7563,1178,"",7578,"[815,816]","","0","",9,"",0,403,"","",4,"","",""
409,7564,1179,"",7579,"[995,996]","","_","",9,"",0,402,"","",4,"","",""
410,7565,1180,"",7577,"[749,750]","","|","",9,"",0,396,"","",4,"","",""
411,7566,1181,"",7576,"[1027,1037]","","s","",9,"",0,398,"","",4,"","",""
412,7567,1182,"",7582,"[1040,981]","",")","",9,"",0,400,"","",4,"","",""
413,7568,1183,1184,7581,"[1009,1010,1011,1012,1023]","","-","ß",9,"",0,401,"","",4,"","",""
414,7569,1185,"",7580,"[957,958,959,960,961]","","t","",9,"",0,401,"","",4,"","",""
415,7570,1186,1187,7572,"[973,738]","","(","Õ",9,"",0,395,"","",4,"","",""
416,7571,1188,"",7572,[1039],"","‡","",9,"",0,395,"","",4,"","",""
417,7572,1189,454,7585,"[978,1041,979]","","u","",10,"",0,415,"","",4,"","",""
418,7573,1190,454,7585,"[978,1041,979]","","u","",5,"",0,415,"","",4,"",1,""
419,7574,1191,"",7588,"[895,896]","","v","",10,"",0,411,"","",4,"","",""
420,7575,1192,"",7589,"[974,975]","","w","",10,"",0,406,"","",4,"","",""
421,7576,1193,"",7587,"[830,831,832,833,834,835,837]","","!","",10,"",0,411,"","",4,"","",""
422,7577,1194,"",7590,[946],"","x","",10,"",0,414,"","",4,"","",""
423,7578,1195,"",7583,"[942,943,944]","",":","",10,"",0,408,"","",4,"","",""
424,7579,1196,"",7584,"[777,771]","","y","",10,"",0,409,"","",4,"","",""
425,7580,1197,"",7592,"[917,922,918]","","z","",10,"",0,414,"","",4,"","",""
426,7581,1198,1199,7591,"[812,813]","","}","Å",10,"",0,413,"","",4,"","",""
427,7582,1200,"",7589,[924],"","<","",10,"",0,407,"","",4,"","",""
428,7583,1201,1202,7602,"[997,998]","",";","Ù",11,"",0,423,"","",4,"","",""
429,7584,1203,"",7601,"[731,732,733,734,735,736]","",",","",11,"",0,424,"","",4,"","",""
430,7585,1204,"",7594,"[1009,1010,1011,1012]","",".","",11,"",0,417,"","",4,"","",""
431,7586,1205,"",7595,"[962,963,964,965,966,967,968]","","Â","",11,"",0,424,"","",4,"","",""
432,7587,1206,"",7597,"[830,831,832,833,834,835,837]","","Ã","",11,"",0,421,"","",4,"","",""
433,7588,1207,"",7597,"[740,742,741,743]","","Ê","",11,"",0,419,"","",4,"","",""
434,7589,1208,"",7600,"[999,940,941]","","Ì","",11,"",0,427,"","",4,"","",""
435,7590,1209,"",7598,"[1059,1060]","","Î","",11,"",0,422,"","",4,"","",""
436,7591,1210,"",7596,"[723,725]","","Ò","",11,"",0,426,"","",4,"","",""
437,7592,1211,"",7599,"[957,958,959,960,961]","","×","",11,"",0,425,"","",4,"","",""
438,7593,1257,"","","[983,984]","","`","",11,"",0,"","","",4,"","",""
439,7594,1213,"",7608,"[1042,1048]","","ú","",12,"",0,430,"","",4,"","",""
440,7595,1214,"",7611,"[864,1036]","","ù","",12,"",0,431,"","",4,"","",""
441,7596,1215,1216,7610,[1057],"","¾","Ô",12,"",0,437,"","",4,"","",""
442,7597,1217,"",7604,[724],"","ê","",12,"",0,433,"","",4,"","",""
443,7598,1218,"",7603,"[947,948,949]","","å","",12,"",0,435,"","",4,"","",""
444,7599,1219,"",7605,"[932,935]","","³","",12,"",0,435,"","",4,"","",""
445,7600,1220,1221,7606,"[800,801,802,803,804,805,806,807]","","â","#",12,"",0,434,"","",4,"","",""
446,7601,1222,1223,7609,[928],"","°","¿",12,"",0,429,"","",4,"","",""
447,7602,1224,"",7607,"[958,959,960]","","«","",12,"",0,429,"","",4,"","",""
448,7603,1225,"",7618,"[951,952,953,955,956]","","ø","",13,"",0,443,"","",4,"","",""
449,7604,1226,"",7617,[916],"","œ","",13,"",0,442,"","",4,"","",""
450,7605,1227,456,7618,"[865,866]","","÷","",13,"",0,444,"","",4,"","",""
451,7606,1228,"",7614,"[962,963,964,965,966,967,968]","","ñ","",13,"",0,445,"","",4,"","",""
452,7607,1229,"",7612,"[1000,1001,1002]","","ð","",13,"",0,447,"","",4,"","",""
453,7608,1230,"",7613,"[879,880,881,882]","","è","",13,"",0,439,"","",4,"","",""
454,7609,1231,"",7612,[1018],"","é","",13,"",0,446,"","",4,"","",""
455,7610,1232,"",7615,[1033],"","ç","",13,"",0,441,"","",4,"","",""
456,7611,1233,"",7616,"[962,963,964,965,966,967,968]","","û","",13,"",0,440,"","",4,"","",""
457,7612,1234,"",7619,"[957,958,959,960,961]","","ü","",14,"",0,454,"","",4,"","",""
458,7613,1235,"",7623,"[884,885,886,887]","","ÿ","",14,"",0,453,"","",4,"","",""
459,7614,1236,"",7622,"[823,825,1061]","","®","",14,"",0,451,"","",4,"","",""
460,7615,1237,"",7620,"[820,821]","","©","",14,"",0,455,"","",4,"","",""
461,7616,1238,"",7621,[1004],"","€","",14,"",0,456,"","",4,"","",""
462,7617,1239,"",7623,"[1031,1032]","","†","",14,"",0,449,"","",4,"","",""
463,7618,1240,"",7620,"[929,930,931]","","\\","",14,"",0,448,"","",4,"","",""
464,7619,1241,"",7627,[954],"","µ","",15,"",0,457,"","",4,"","",""
465,7620,1242,457,7630,"[987,988,980]","","»","",15,"",0,463,"","",4,"","",""
466,7621,1243,"",7628,"[830,831,832,833,834,835,837]","","•","",15,"",0,461,"","",4,"","",""
467,7622,1244,"",7628,[983],"","7","",15,"",0,459,"","",4,"","",""
468,7623,1245,"",7629,"[962,963,964,965,966,967,968]","","§","",15,"",0,462,"","",4,"","",""
469,7624,1259,"","","[1062,996]","","¢","",15,"",0,"","","",4,"","",""
470,7625,1260,"","",[927],"","™","",15,"",0,"","","",4,"","",""
471,7626,1269,"","","[1044,1063,1064]","","•","",16,"",0,"","","",4,"","",""
472,7627,1246,"","","[751,752,754]","","Â","",16,"",0,464,"","",4,"",1,""
473,7628,1247,"","","[1005,1006,1007,1008]","","¢","",16,"",0,467,"","",4,"",1,""
474,7629,1249,"","","[762,763,764,765]","","£","",16,"",0,468,"","",4,"",1,""
475,7630,1248,"","","[897,898]","","¤","",16,"",0,465,"","",4,"",1,""
476,7631,1250,1250,"",[],"","¥","",17,"",0,"","","",4,"",1,""
477,7632,1251,"","",[739],"",">","",16,"",0,"","","",4,1,1,""
478,7633,1253,1253,"",[],"","","",5,"",0,"","","",4,"",1,""
479,7634,1254,1254,"",[],"","","",10,"",0,"","","",4,"",1,""
480,7635,1255,1255,"",[],"","","",15,"",0,"","","",4,"",1,""
481,7636,1255,"","",[],"","","",0,"",0,"","","",4,"",1,""
482,7637,1758,"","",[],"","","",0,"",0,"","","",4,"",1,""
483,7638,1271,"","","[2969,2970]","","","",17,"",0,"","","",4,"","",""
484,7639,1272,"","","[2983,2984,2985,2986,2987,2988]","","","",17,"",0,"","","",4,"","",""
485,7640,1273,"","",[],"","","",17,"",0,"","","",4,"","",""
486,7641,1274,"","",[3055],"","","",17,"",0,"","","",4,"","",""
487,7642,1275,"","","[2963,2964,2965,2966,2967]","","","",17,"",0,"","","",4,"","",""
