"rownum","Id","MonsterType","MovementSpeed","ObjectSize","MinimumAttackDistance","MaximumAttackDistance","ACTFiles","AOFiles","BaseMonsterTypeIndex","Mods","i32_96","string_100","string_108","ModelSizeMultiplier","i32_120","i32_124","rid_128","i32_144","i32_148","Tags","ExperienceMultiplier","[i32]_172","MinAgroRange","MaxAgroRange","SpotlightColour1","SpotlightColour2","SpotlightColour3","GrantedEffects","AISFile","Mods2","Stance","rid_256","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","DamageMultiplier","LifeMultiplier","AttackSpeed","Weapon1_ItemVisualIdentity","Weapon2_ItemVisualIdentity","Back_ItemVisualIdentity","MainHand_ItemClass","OffHand_ItemClass","Helmet_ItemVisualIdentity","i32_388","KillSpecificMonsterCount_AchievementItems","Special_Mods","KillRare_AchievementItems","bool_440","i32_441","i32_445","i32_449","i32_453","i32_457","i32_461","HASH16","bool_467","string_468"," (French)"," (German)"," (Japanese)"," (Korean)"," (Portuguese)"," (Russian)"," (Spanish)"," (Thai)"," (Traditional Chinese)","KillWhileOnslaughtIsActive_AchievementItem","MonsterSegment","MonsterArmour","KillWhileTalismanIsActive_AchievementItem","Part1_Mods","Part2_Mods","Endgame_Mods","rid_588","i32_604","i32_608","[rid]_612","MultiPartAchievements","i32_644","SinkAnimation_AOFile","bool_656","[rid]_657","bool_673","bool_674","bool_675","i32_676","i32_680","f32_684","AilmentThreshold","AilmentThreshold (French)","AilmentThreshold (German)","AilmentThreshold (Japanese)","AilmentThreshold (Korean)","AilmentThreshold (Portuguese)","AilmentThreshold (Russian)","AilmentThreshold (Spanish)","AilmentThreshold (Thai)","AilmentThreshold (Traditional Chinese)","SinkEffect","i32_696","MonsterConditionalEffectPack","bool_716","bool_717","i32_718","bool_722","i32_723","i32_727","i32_731","i32_735","i32_739","i32_743","i32_747","i32_751","i32_755"," (French)"," (German)"," (Japanese)"," (Korean)"," (Portuguese)"," (Russian)"," (Spanish)"," (Thai)"," (Traditional Chinese)","i32_759","i32_763","i32_767","BossHealthBar","rid_772","i32_788","bool_792","i32_793","i32_797","i32_801","i32_805","bool_809","rid_810","f32_826","f32_830","bool_834","[string]_835","rid_851","i32_867","i32_871","f32_875","rid_879","bool_895","i32_896","bool_900","i32_901","rid_905"
46,"Metadata/Monsters/Dummy/Placeholder2",38,0,3,6,6,"[""Metadata/Monsters/Mannequin/MannequinDestroyable.act""]","[""Metadata/Monsters/Mannequin/MannequinDestroyable.ao""]","Metadata/Monsters/Mannequin/MannequinDestroyable","[8972,8973]",1,"","",100,3,3,5,2,0,"[74,163,742,758,747,1025]",100,[],105,105,700,500,0,[1751],"Metadata/Monsters/NoAi.ais",[],"",3,"Placeholder 2","Placeholder 2","Placeholder 2","プレースホルダー 2","지역 점거 2","Temporário 2"," ","Marcador de Posición 2","Placeholder 2","基座 2",100,0,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,27259,"","","M","M","","","M","","","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,24216,24240,24242,24098,24060,24238,23834,24286,24234,24010,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",0,0,0.05,0,1,0,"",30,2
47,"Metadata/Monsters/Dummy/Placeholder3",38,0,3,6,6,"[""Metadata/Monsters/Mannequin/MannequinDestroyable.act""]","[""Metadata/Monsters/Mannequin/MannequinDestroyable.ao""]","Metadata/Monsters/Mannequin/MannequinDestroyable","[8972,8973]",1,"","",100,3,3,5,2,0,"[74,163,742,758,747,1025]",100,[],105,105,700,500,0,[1751],"Metadata/Monsters/NoAi.ais",[],"",3,"Placeholder 3","Placeholder 3","Placeholder 3","プレースホルダー 3","지역 점거 3","Temporário 3"," ","Marcador de Posición 3","Placeholder 3","基座 3",100,0,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,38196,"","","M","M","","","M","","","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,24482,24506,24508,24358,24314,24502,24070,24570,24500,24258,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",0,0,0.05,0,1,0,"",30,2
48,"Metadata/Monsters/Dummy/Placeholder4",38,0,3,6,6,"[""Metadata/Monsters/Mannequin/MannequinDestroyable.act""]","[""Metadata/Monsters/Mannequin/MannequinDestroyable.ao""]","Metadata/Monsters/Mannequin/MannequinDestroyable","[8972,8973]",1,"","",100,3,3,5,2,0,"[74,163,742,758,747,1025]",100,[],105,105,700,500,0,[1751],"Metadata/Monsters/NoAi.ais",[],"",3,"Placeholder 4","Placeholder 4","Placeholder 4","プレースホルダー 4","지역 점거 4","Temporário 4"," ","Marcador de Posición 4","Placeholder 4","基座 4",100,0,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,34473,"","","M","M","","","M","","","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,24748,24772,24774,24618,24568,24766,24306,24854,24766,24506,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",0,0,0.05,0,1,0,"",30,2
49,"Metadata/Monsters/Dummy/Deepsomatic_",38,0,3,6,6,"[""Metadata/Monsters/Mannequin/MannequinDestroyable.act""]","[""Metadata/Monsters/Mannequin/MannequinDestroyable.ao""]","Metadata/Monsters/Mannequin/MannequinDestroyableDeepsomatic","[8972,8973]",1,"","",100,3,3,5,2,0,"[74,163,742,758,747,1025]",100,[],105,105,700,500,0,[1751],"Metadata/Monsters/NoAi.ais",[],"",3,"-|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|-","-|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|-","-|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|-","-|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|-","-|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|-","-|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|-"," ","-|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|-","-|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|-","-|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|-",100,0,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,22686,"","","M","","","","N","","","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,25106,25130,25132,24976,24926,25124,24664,25212,25124,24864,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",0,0,0.05,0,1,0,"",30,2
50,"Metadata/Monsters/Dummy/DeepsomaticLarge",38,0,5,6,6,"[""Metadata/Monsters/Mannequin/MannequinDestroyable.act""]","[""Metadata/Monsters/Mannequin/MannequinDestroyable.ao""]","Metadata/Monsters/Mannequin/MannequinDestroyableDeepsomatic","[8972,8973]",1,"","",100,4,3,5,2,0,"[74,163,742,758,1025]",100,[],105,105,700,500,0,[1751],"Metadata/Monsters/NoAi.ais",[],"",3,"-|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|-","-|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|-","-|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|-","-|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|-","-|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|-","-|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|-"," ","-|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|-","-|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|-","-|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|-",100,0,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,45978,"","","M","","","","N","","","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,25334,25358,25360,25204,25154,25352,24892,25440,25352,25092,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",0,0,0.05,0,1,0,"",50,2
51,"Metadata/Monsters/Daemon/DoNothingDaemon",27,8,3,6,6,"[""Metadata/Monsters/Daemon/Daemon.act""]","[""Metadata/Monsters/Daemon/Daemon.ao""]","Metadata/Monsters/Daemon/Daemon",[],1,"","",100,2,3,3,5,0,"[778,743,769,742,781,761,773,1023,752]",100,[],0,0,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",3,"Boring","Perceur","Haderlump","ボーリング","지루함","Perfurante","Лентяй","Aburrido","Boring","謀聊",67,100,1000,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,24197,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,25660,25686,25692,25528,25474,25686,25218,25770,25678,25410,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",0,100,0.05,0,1,0,"",30,""
52,"Metadata/Monsters/Clone/MarauderClone",42,40,1,6,6,"[""Metadata/Characters/Str/Str.act""]","[""Metadata/Characters/Str/Str.ao""]","Metadata/Monsters/Clone/Clone",[8045],1,"","",100,3,1,1,1,0,"[1021,74,755,757,742,747,713,714,118,771]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",37,"Clone","Clone","Klon","クローン","분신","Clone","Клон","Clon","ร่างปลอม","複製體",100,100,830,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,40080,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,26074,26100,26104,25940,25882,26100,25630,26182,26098,25820,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",0,100,0.05,0,1,0,"",30,2
53,"Metadata/Monsters/Clone/RangerClone",42,40,1,6,6,"[""Metadata/Characters/Dex/Dex.act""]","[""Metadata/Characters/Dex/Dex.ao""]","Metadata/Monsters/Clone/Clone",[8045],1,"","",100,3,1,1,1,0,"[1021,74,755,757,742,747,713,714,118,771]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",37,"Clone","Clone","Klon","クローン","분신","Clone","Клон","Clon","ร่างปลอม","複製體",100,100,830,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,16507,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,26470,26496,26500,26336,26278,26496,26026,26578,26494,26216,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",0,100,0.05,0,1,0,"",30,2
54,"Metadata/Monsters/Clone/WitchClone",42,40,1,6,6,"[""Metadata/Characters/Int/Int.act""]","[""Metadata/Characters/Int/Int.ao""]","Metadata/Monsters/Clone/Clone",[8045],1,"","",100,3,1,1,1,0,"[1021,74,755,757,742,747,713,714,118,771]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",37,"Clone","Clone","Klon","クローン","분신","Clone","Клон","Clon","ร่างปลอม","複製體",100,100,830,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,50586,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,26864,26890,26894,26730,26672,26890,26420,26972,26888,26610,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",0,100,0.05,0,1,0,"",30,2
55,"Metadata/Monsters/Clone/DuelistClone",42,40,1,6,6,"[""Metadata/Characters/StrDex/StrDex.act""]","[""Metadata/Characters/StrDex/StrDex.ao""]","Metadata/Monsters/Clone/Clone",[8045],1,"","",100,3,1,1,1,0,"[1021,74,755,757,742,747,713,714,118,771]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",37,"Clone","Clone","Klon","クローン","분신","Clone","Клон","Clon","ร่างปลอม","複製體",100,100,830,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,60625,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,27286,27312,27316,27152,27094,27312,26842,27394,27310,27032,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",0,100,0.05,0,1,0,"",30,2
56,"Metadata/Monsters/Clone/TemplarClone",42,40,1,6,6,"[""Metadata/Characters/StrInt/StrInt.act""]","[""Metadata/Characters/StrInt/StrInt.ao""]","Metadata/Monsters/Clone/Clone",[8045],1,"","",100,3,1,1,1,0,"[1021,74,755,757,742,747,713,714,118,771]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",37,"Clone","Clone","Klon","クローン","분신","Clone","Клон","Clon","ร่างปลอม","複製體",100,100,830,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,62403,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,27708,27734,27738,27574,27516,27734,27264,27816,27732,27454,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",0,100,0.05,0,1,0,"",30,2
57,"Metadata/Monsters/Clone/ShadowClone",42,40,1,6,6,"[""Metadata/Characters/DexInt/DexInt.act""]","[""Metadata/Characters/DexInt/DexInt.ao""]","Metadata/Monsters/Clone/Clone",[8045],1,"","",100,3,1,1,1,0,"[1021,74,755,757,742,747,713,714,118,771]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",37,"Clone","Clone","Klon","クローン","분신","Clone","Клон","Clon","ร่างปลอม","複製體",100,100,830,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,55768,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,28128,28154,28158,27994,27936,28154,27684,28236,28152,27874,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",0,100,0.05,0,1,0,"",30,2
58,"Metadata/Monsters/Clone/MarauderFourCloneImmobile",42,40,1,6,6,"[""Metadata/Monsters/Clone/LingeringIllusion.act""]","[""Metadata/Characters/Str/StrFour.ao""]","Metadata/Monsters/Clone/CloneImmobile",[8045],1,"","",100,3,6,1,1,0,"[1021,74,755]",100,[],105,105,700,500,0,[744],"Metadata/Monsters/NoAi.ais",[],"",3,"Clone","Clone","Klon","クローン","분신","Clone","Клон","Clon","ร่างปลอม","複製之體",100,100,830,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,46048,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,28498,28524,28528,28364,28306,28524,28054,28606,28522,28256,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",0,100,0.05,0,1,0,"",30,2
59,"Metadata/Monsters/Clone/RangerFourCloneImmobile",42,40,1,6,6,"[""Metadata/Monsters/Clone/LingeringIllusion.act""]","[""Metadata/Characters/Dex/DexFour.ao""]","Metadata/Monsters/Clone/CloneImmobile",[8045],1,"","",100,3,6,1,1,0,"[1021,74,755]",100,[],105,105,700,500,0,[744],"Metadata/Monsters/NoAi.ais",[],"",3,"Clone","Clone","Klon","クローン","분신","Clone","Клон","Clon","ร่างปลอม","複製之體",100,100,830,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,19699,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,28692,28718,28722,28558,28500,28718,28248,28800,28716,28450,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",0,100,0.05,0,1,0,"",30,2
60,"Metadata/Monsters/Clone/WitchFourCloneImmobile_",42,40,1,6,6,"[""Metadata/Monsters/Clone/LingeringIllusion.act""]","[""Metadata/Characters/Int/IntFour.ao""]","Metadata/Monsters/Clone/CloneImmobile",[8045],1,"","",100,3,6,1,1,0,"[1021,74,755]",100,[],105,105,700,500,0,[744],"Metadata/Monsters/NoAi.ais",[],"",3,"Clone","Clone","Klon","クローン","분신","Clone","Клон","Clon","ร่างปลอม","複製之體",100,100,830,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,21385,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,28886,28912,28916,28752,28694,28912,28442,28994,28910,28644,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",0,100,0.05,0,1,0,"",30,2
61,"Metadata/Monsters/Clone/DuelistFourCloneImmobile",42,40,1,6,6,"[""Metadata/Monsters/Clone/LingeringIllusion.act""]","[""Metadata/Characters/StrDex/StrDexFour.ao""]","Metadata/Monsters/Clone/CloneImmobile",[8045],1,"","",100,3,6,1,1,0,"[1021,74,755]",100,[],105,105,700,500,0,[744],"Metadata/Monsters/NoAi.ais",[],"",3,"Clone","Clone","Klon","クローン","분신","Clone","Клон","Clon","ร่างปลอม","複製之體",100,100,830,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,61660,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,29082,29108,29112,28948,28890,29108,28638,29190,29106,28840,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",0,100,0.05,0,1,0,"",30,2
62,"Metadata/Monsters/Clone/TemplarFourCloneImmobile",42,40,1,6,6,"[""Metadata/Monsters/Clone/LingeringIllusion.act""]","[""Metadata/Characters/StrInt/StrIntFour.ao""]","Metadata/Monsters/Clone/CloneImmobile",[8045],1,"","",100,3,6,1,1,0,"[1021,74,755]",100,[],105,105,700,500,0,[744],"Metadata/Monsters/NoAi.ais",[],"",3,"Clone","Clone","Klon","クローン","분신","Clone","Клон","Clon","ร่างปลอม","複製之體",100,100,830,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,59051,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,29278,29304,29308,29144,29086,29304,28834,29386,29302,29036,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",0,100,0.05,0,1,0,"",30,2
63,"Metadata/Monsters/Clone/ShadowFourCloneImmobile_",42,40,1,6,6,"[""Metadata/Monsters/Clone/LingeringIllusion.act""]","[""Metadata/Characters/DexInt/DexIntFour.ao""]","Metadata/Monsters/Clone/CloneImmobile",[8045],1,"","",100,3,6,1,1,0,"[1021,74,755]",100,[],105,105,700,500,0,[744],"Metadata/Monsters/NoAi.ais",[],"",3,"Clone","Clone","Klon","クローン","분신","Clone","Клон","Clon","ร่างปลอม","複製之體",100,100,830,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,19344,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,29474,29500,29504,29340,29282,29500,29030,29582,29498,29232,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",0,100,0.05,0,1,0,"",30,2
64,"Metadata/Monsters/Mirage/MarauderFourMirage",43,0,1,6,6,"[""Metadata/Characters/Str/StrFour.act""]","[""Metadata/Characters/Str/StrFourMirage.ao""]","Metadata/Monsters/Mirage/Mirage",[],1,"","",100,3,1,1,1,0,"[1021,74,163,118]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",0,"Mirage","Mirage","Illusion","ミラージュ","신기루","Miragem","Мираж","Ilusión","ร่างเงา","幻影之體",100,100,0,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,65112,"","","M","F","","","F","MS","F","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,29884,29910,29924,29748,29686,29912,29438,30000,29910,29638,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",0,100,0.05,0,1,0,"",30,2
65,"Metadata/Monsters/Mirage/RangerFourMirage",43,0,1,6,6,"[""Metadata/Characters/Dex/DexFour.act""]","[""Metadata/Characters/Dex/DexFourMirage.ao""]","Metadata/Monsters/Mirage/Mirage",[],1,"","",100,3,1,1,1,0,"[1021,74,163,118]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",0,"Mirage","Mirage","Illusion","ミラージュ","신기루","Miragem","Мираж","Ilusión","ร่างเงา","幻影之體",100,100,0,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,43454,"","","M","F","","","F","MS","F","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,30208,30234,30248,30072,30010,30236,29762,30324,30234,29962,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",0,100,0.05,0,1,0,"",30,2
66,"Metadata/Monsters/Mirage/WitchFourMirage",43,0,1,6,6,"[""Metadata/Characters/Int/IntFour.act""]","[""Metadata/Characters/Int/IntFourMirage.ao""]","Metadata/Monsters/Mirage/Mirage",[],1,"","",100,3,1,1,1,0,"[1021,74,163,118]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",0,"Mirage","Mirage","Illusion","ミラージュ","신기루","Miragem","Мираж","Ilusión","ร่างเงา","幻影之體",100,100,0,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,28744,"","","M","F","","","F","MS","F","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,30530,30556,30570,30394,30332,30558,30084,30646,30556,30284,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",0,100,0.05,0,1,0,"",30,2
67,"Metadata/Monsters/Mirage/DuelistFourMirage",43,0,1,6,6,"[""Metadata/Characters/StrDex/StrDexFour.act""]","[""Metadata/Characters/StrDex/StrDexFourMirage.ao""]","Metadata/Monsters/Mirage/Mirage",[],1,"","",100,3,1,1,1,0,"[1021,74,163,118]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",0,"Mirage","Mirage","Illusion","ミラージュ","신기루","Miragem","Мираж","Ilusión","ร่างเงา","幻影之體",100,100,0,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,18210,"","","M","F","","","F","MS","F","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","","",3,1,0,0,0,0,0,0,0,0,30880,30906,30920,30744,30682,30908,30434,30996,30906,30634,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",0,100,0.05,0,1,0,"",30,2
