"rownum","Id","[rid]_8","[i32]_24","[i32]_40","[i32]_56","Variants","[rid]_88","[i32]_104","[rid]_120","rid_136","[i32]_152","[rid]_168","[i32]_184","[string]_200","i32_216","[rid]_220","[rid]_236"
109,"winter_brand","[1007,1009,1011,1013,1015]","[64,0]",[],[],"[""Default"",""UNUSED"",""Celestial""]","[421,423,425]","[18079,64124,27572]",[],339,[],[446],[],[],1000,[],[]
110,"shield_charge","[1017,1022,1027,1032,1037,1042,1046,1051]",[],"[133,0,0,0,136]",[],"[""Default"",""UNUSED"",""Kitava"",""Tibbs"",""Misery"",""Deepwater""]",[],"[18079,64124,5816,63659,32478,57983]",[],339,[],"[8,456,9]",[],[],1000,[],[]
111,"tornado","[1212,1224,1226,1228,1230,1232,1234,1236,1238,1240,1242]",[],[],[],"[""Default"",""Shark""]",[],"[18079,39872]",[],339,[0],"[505,506]",[],[],1000,[],[]
112,"barrage_bow","[1053,1061,1069]",[],[],[],"[""Default"",""Snipe"",""Celestial"",""Blood"",""NonStick""]",[],"[18079,61594,27572,50511,13004]",[140],339,[],[156],[],[],1000,[],[]
113,"barrage_wand","[1057,1065,1069]",[],[],[],"[""Default"",""Snipe"",""Celestial"",""Blood"",""NonStick""]",[],"[18079,61594,27572,50511,13004]",[145],339,[],[156],[],[],1000,[],[]
114,"flame_dash","[1071,1085]",[],[156],[],"[""Default"",""Cold"",""Harbinger"",""FireIceMicro"",""Blue"",""Wasteland"",""Corsair"",""Stygian"",""Black"",""Scientist"",""Demonic"",""Nightfall"",""Siren"",""Auspicious""]",[],"[18079,13381,41619,11119,52194,53281,51220,39541,25619,64816,61278,57192,42935,45563]",[],339,[],[204],[],[],1000,[],[]
115,"virulent_arrow","[1086,1090,1094,1098,1102,1106,1110,1114,1118]",[],[157],[],"[""Default"",""BlackLotus"",""Celestial""]",[],"[18079,33766,27572]","[149,153,157]",339,[],[359],[],[],1000,[],[]
116,"blight_channel","[1122,1127,1128,1132,1136,1141]",[],[],[],"[""Default"",""Celestial"",""Sunprism"",""Scientist"",""Project""]","[430,435]","[18079,27572,52008,64816,55295]",[],339,[],"[242,243]",[],[],1000,[],[]
117,"tempest_shield","[1146,1148,1150,1152]",[68],[161],[],"[""Default"",""Celestial""]",[],"[18079,27572]",[],339,[],[87],[],[],1000,[],[]
118,"wither_channelled","[1154,1161]",[],[],[],"[""Default"",""Arcane"",""Celestial"",""Sunprism"",""Scientist"",""Demonic"",""Project""]","[437,443]","[18079,47901,27572,52008,64816,61278,55295]",[],339,[],[231],[],[],1000,[],[]
119,"soul_link","[1168,1169]",[70],[167],[],"[""Default""]","[445,446]",[18079],[],339,[],[508],[],[],1000,[],[]
120,"storm_blade","[1170,1172]",[],[],[],"[""Default"",""Celestial""]",[447],"[18079,27572]",[],339,[],[507],[],[],1000,[],[]
121,"flame_link","[1174,1175]",[71],[168],[],"[""Default""]","[448,449]",[18079],[],339,[],[509],[],[],1000,[],[]
122,"remora_link","[1176,1177]",[72],[169],[],"[""Default""]","[450,451]",[18079],[],339,[],[510],[],[],1000,[],[]
123,"bulwark_link","[1178,1179]",[73],[170],[],"[""Default""]","[452,453]",[18079],[],339,[],[511],[],[],1000,[],[]
124,"trigger_link","[1180,1181]",[74],[171],[],"[""Default""]","[454,455]",[18079],[],339,[],[512],[],[],1000,[],[]
125,"critical_link","[1182,1183]",[75],[172],[],"[""Default""]","[456,457]",[18079],[],339,[],[513],[],[],1000,[],[]
126,"brand_surge","[1184,1185,1186,1187,1188,1189]",[76],[],[],"[""Default"",""UNUSED"",""Celestial""]",[],"[18079,64124,27572]",[],339,[],[441],[],[],1000,[],[]
127,"lightning_arrow","[1202,1207]",[156],[],[],"[""Default"",""Blood"",""Divine"",""Faridun""]",[],"[18079,50511,29263,7062]",[161],339,[],[94],[],[],1000,[],[]
128,"tornado_shot_bow","[1214,1219]",[],[163],[56],"[""Default"",""MTX"",""Chaos"",""Celestial""]",[],"[18079,35902,38322,27572]","[166,171]",339,[],[172],[],[],1000,[],[]
129,"tornado_shot_wand","[1214,1219]",[],[163],[],"[""Default"",""MTX"",""Chaos"",""Celestial""]",[],"[18079,35902,38322,27572]","[176,177]",339,[],[172],[],[],1000,[],[]
130,"fireball","[1244,1265]",[],[],[],"[""Default"",""Golden"",""Dragon"",""Pyro"",""PyroPoison"",""Phoenix"",""AvariusCasticus"",""Holy"",""AbberathMinion"",""HolyMiner"",""Gemling"",""GemlingUpgraded"",""AvariusWickerman"",""BestiaryHellion"",""IncursionFireball"",""IncursionFireballLightning"",""IncursionFireballChaos"",""DelveTaowu"",""DelveTaowuLarge"",""BlightFire"",""Celestial"",""FlameSentinel"",""Stygian"",""ExpeditionRelic"",""Direblade"",""Oblivion"",""OnyxOblivion"",""Demonic"",""DemonicFire""]",[],"[18079,51154,25624,34029,17715,28085,35646,27667,5363,45614,25069,719,31455,20203,30073,32830,24662,31460,11595,50741,27572,23584,39541,51001,11723,116,38576,61278,49438]",[185],339,[],"[35,36,760]",[],[],1000,[],[]
131,"expanding_fire_cone","[1267,1268,1269,1270,1271,1272]",[],[173],[],"[""Default"",""BlueFlame"",""Direblade""]",[],"[18079,61200,11723]",[],339,[],[127],[],[],1000,[],[]
132,"crackling_lance","[1284,1284,1287,1290]","[79,0]","[174,0,0,0,177]",[],"[""Default"",""Automaton"",""Celestial""]",[],"[18079,3488,27572]",[],339,[],[450],[],[],1000,[],[]
133,"ice_shot",[2529],[],[],[],"[""Default""]",[],[18079],"[214,219]",339,[],"[117,119]",[],[],1000,[],[]
134,"expanding_rain_of_arrows","[1311,1321,1330]",[],[],[],"[""Default"",""Forsaken"",""Spine"",""Lightning"",""LegionCombo"",""LegionEternal"",""Celestial"",""Oblivion"",""OnyxOblivion"",""Demonic""]",[],"[18079,41689,16476,41050,52615,48335,27572,116,38576,61278]",[],339,[],"[78,79,80]",[],[],1000,[],[]
135,"toxic_rain","[1339,1348,1356,1365,1374]",[85],[],[14],"[""Default"",""BlackLotus"",""AtlasBasilisk"",""Suffering"",""Celestial"",""Oblivion"",""Auspicious""]",[],"[18079,33766,54962,2790,27572,116,45563,3668]",[],339,[],"[360,361]",[],"[""azmeribow""]",1000,[],[]
136,"bubble_shield","[1383,1384]",[],[190],[],"[""Default""]",[462],[18079],[],339,[],[516],[],[],1000,[],[]
137,"molten_shell","[1385,1392,1399]",[],[189],[],"[""Default"",""Monster"",""AlwaysTrigger"",""Stygian"",""Viper"",""Divine"",""Mercurial""]",[],"[18079,1567,17608,39541,43950,29263,25270]",[],339,[],"[88,89,90,91]",[],[],1000,[],[]
138,"hydrosphere","[1406,1408,1410,1412,1414,1416,1418,1420,1422,1424,1426,1428,1430,1432]",[],[191],[23],"[""Default"",""Harmonious""]",[],"[18079,57521]",[],339,[],"[462,463]",[],[],1000,[],[]
139,"attached_projectile_effect_mtx",[],[],"[77,0,0,0,83,0,0,0,88]",[],"[""EMPTY"",""Firewall"",""Stygian"",""Oblivion"",""Transcendence"",""ArchnemesisDyingSun""]",[],"[34066,35806,39541,116,28088,41657]",[],14888,[],[],[],[],1000,[],[]
140,"storm_call","[1434,1453,1472,1491]",[],[],[],"[""DefaultStormCall"",""TribalStormCall"",""MonsterStormCall"",""ColdStormCall"",""FireStormCall"",""PhysicalStormCall"",""EyeSpawnerStormCall"",""EarthquakeStormCall"",""TemplarStormCall"",""KitavaStormCall"",""ShavronneStormCall"",""AvatarSkyBeamStormCall"",""ArcaneStormCall"",""Divine"",""MonsterLowStormCall"",""KitavaCultistStormCall"",""KudukuStormCall"",""OldPlayerStormCall"",""XenozakStormCall""]",[],"[28396,40011,54157,25980,9831,37405,18695,14469,11050,57497,32959,7205,34630,29263,6439,29295,6978,57638,43328]",[],339,[],"[145,146,147,148]",[],[],1000,[],[]
141,"explosive_arrow",[1510],[],[],[],"[""Default"",""Revenant"",""HeistThug"",""Twilight"",""Pandemonium""]",[],"[18079,39939,30612,65406,26494]",[220],339,[],[64],[],[],1000,[0],[]
142,"sentinel_tag_beam",[],[94],[],[],"[""Default""]",[],[18079],[],339,[],[518],[],[],1000,[],[]
143,"fire_storm","[1558,1582,1590,1599,1515,2584]",[],[],[],"[""DefaultVariation"",""BallistaVariation"",""PietyLightningVariation"",""MapBossVariation"",""IceVariation"",""SpineVariation"",""ChaosFireVariation"",""IncaRockVariation"",""MeteorVariation"",""DivineCallVariation"",""CliffBomb"",""Blades"",""BladesUp"",""Reliquary"",""HolyGuardian"",""ShaperInfluence"",""BestiaryRavens"",""BestiaryCrabCharge"",""VaalIncursion"",""VaalIncursionChaos"",""VaalIncursionArmour"",""DelveAbyssLaser"",""BetrayalGravicius"",""SynthesisSpiker"",""VaalIncursionLegion"",""BlightFire"",""BlightLightning"",""BlightNPCFirestorm"",""GraviciusHellfire"",""AfflictionMod"",""ReworkedVariation"",""Stygian"",""Celestial"",""UltimatumLightning"",""HellscapeMeteor"",""HellscapeLightning"",""MeteorShower"",""SanctumPurifier"",""SanctumReliquary"",""DemonicFire""]",[],"[48358,17341,12877,52192,42588,18133,6990,22715,29052,51663,39218,52291,1874,61506,2238,14052,2391,61176,45534,61751,47684,25524,12065,49893,26495,50741,11101,43433,34120,837,32907,39541,27572,14591,28583,51989,64137,30046,12052,49438,37417,31616,41514,7354,41159,58591,48983]",[],339,[],"[81,82,84,83]",[],"[""ArchnemesisStormHerald"",""BitterGuyChildLeft"",""BitterGuyChildRight"",""BoneCultistLightning"",""BoneCultistFire"",""BalbalaKnifeReverseFirestorm"",""EssenceAttributeModFireStormKnife""]",1000,[],[]
144,"fire_storm_lite","[1602,1607,1612]",[],[],[],"[""DefaultVariation"",""BallistaVariation"",""PietyLightningVariation"",""MapBossVariation"",""IceVariation"",""SpineVariation"",""ChaosFireVariation"",""IncaRockVariation"",""MeteorVariation"",""DivineCallVariation"",""CliffBomb"",""Blades"",""BladesUp"",""Reliquary"",""HolyGuardian"",""ShaperInfluence"",""BestiaryRavens"",""BestiaryCrabCharge"",""VaalIncursion"",""VaalIncursionChaos"",""VaalIncursionArmour"",""DelveAbyssLaser"",""BetrayalGravicius"",""SynthesisSpiker"",""VaalIncursionLegion"",""BlightFire"",""BlightLightning"",""BlightNPCFirestorm"",""GraviciusHellfire"",""AfflictionMod"",""ReworkedVariation"",""Stygian"",""Celestial"",""UltimatumLightning"",""HellscapeMeteor"",""HellscapeLightning"",""MeteorShower"",""SanctumPurifier"",""SanctumReliquary"",""DemonicFire""]",[],"[48358,17341,12877,52192,42588,18133,6990,22715,29052,51663,39218,52291,1874,61506,2238,14052,2391,61176,45534,61751,47684,25524,12065,49893,26495,50741,11101,43433,34120,837,32907,39541,27572,14591,28583,51989,64137,30046,12052,49438]",[],339,[],"[81,82,84,83]",[],[],1000,[],[]
145,"summon_raging_spirit",[],[],[],[],"[""Default"",""Ghostflame"",""Raven"",""BloodRaven"",""Bees"",""Celestial"",""Eyes"",""ArcaneEye"",""Oblivion"",""OnyxOblivion"",""Demonic""]",[],"[18079,894,44096,26577,48674,27572,1784,34681,116,38576,61278]",[],339,[1],"[158,159]",[],[],1000,[],[]
146,"summon_raging_spirit_monster",[],[],[],[],"[""Default"",""Ghostflame"",""Raven"",""BloodRaven"",""Bees"",""Celestial"",""Eyes"",""ArcaneEye"",""Oblivion"",""OnyxOblivion"",""Demonic""]",[],"[18079,894,44096,26577,48674,27572,1784,34681,116,38576,61278]",[],339,[],[160],[],[],1000,[],[]
147,"flask_effects",[1750],[],[],[],"[""Default"",""LifeMTX"",""ManaMTX"",""HybridMTX"",""UtilityMTX"",""Rumis"",""FlamingQuicksilver"",""IchorMana"",""RaincallerLife"",""RaincallerBloodLife"",""RaincallerVerdantLife""]",[463],"[18079,20358,21146,65450,37992,50728,29305,58425,46620,42964,61160]",[],15421,[],[],[],[],1000,[],[]
148,"triggered_summon_spider_monster",[1617],[],[],[],"[""Default"",""Demonic""]",[],"[18079,61278]",[],15783,[],[276],[],[],1000,[],[]
149,"cast_on_damage_taken",[1619],[],[],[],"[""Default"",""Madcap""]",[],"[18079,59045]",[],15435,[],[],[],[],1000,[],[]
150,"shockwave_support",[1620],[],[],[],"[""Default"",""Gore"",""Apollyon""]",[],"[18079,63064,43700]",[],15483,[],"[409,410]",[],[],1000,[],[]
151,"viper_strike",[1623],[],[],[],"[""Default"",""Quiet"",""DemonicSpider"",""Demonic""]",[],"[18079,61089,17869,61278]",[],339,[],[],[],[],1000,[],[]
152,"vaal_ground_slam_spiked","[1627,1634,1644,1648]",[],[],[],"[""DefaultClusters"",""Blood"",""Molten"",""Bones"",""BrutusLightning"",""BrineShieldCrab"",""DefaultSpikes"",""Celestial"",""UNUSED"",""Oblivion"",""OnyxOblivion""]",[],"[63412,50511,19877,5799,30086,20384,21898,27572,64124,116,38576]",[],339,[],[2],[],[],1000,[],[]
153,"corrupting_fever",[],[],[],[],"[""Default"",""Heritage""]","[483,485]","[18079,8972]",[],339,[],[475],[],[],1000,[],[]
154,"feast_of_flesh","[1654,1656]",[],[],[],"[""Default"",""Alternate""]",[],"[18079,25075]",[],15465,[],[382],[],[],1000,[],[]
155,"phys_cascade_trap","[1658,1661,1664]",[],[],[],"[""Default"",""Blight"",""Stygian""]",[],"[18079,7333,39541]",[],339,[],[345],[],[],1000,[],[]
156,"slither","[1667,1669,1671]",[],[193],[],"[""Default"",""Demonic""]","[487,488,489]","[18079,61278]",[],339,[],[418],[],[],1000,[],[]
157,"ice_spear",[1673],[],[],[],"[""Default"",""Fish"",""MTX1"",""ArtProjectilesSpreadOverAnimation"",""Synthesis"",""SynthesisFinalBoss"",""FrostSentinel"",""AtlasEyrie"",""VoidEmperor""]",[],"[18079,45988,30450,187,11050,9615,16782,13264,48015,44398]",[225],339,[],[55],[],"[""Hag""]",1000,[],[]
158,"laser_spears","[1675,1677,1679]",[97],[195],[],"[""Default""]",[],[18079],[],339,[],[517],[],[],1000,[],[]
159,"fire_wake_spear","[1681,1682,1683,1684,1685,1686]",[],[227],[25],"[""Default""]",[],[18079],"[235,238]",339,[],[536],[],[],1000,[],[]
160,"ball_lightning",[],"[99,0]",[],[],"[""Default"",""Monster"",""EyeBallLightning"",""Templar"",""Celestial"",""Synthesis"",""AtlasCrusader"",""AfflictionMinion"",""HarvestSquid"",""HeistTemplarCaster"",""Automaton""]",[],"[18079,1567,49739,51326,27572,11050,55894,33406,47707,39763,3488,21948,51719]",[241],339,[],"[125,126]",[],"[""VaalStormcaller"",""ChaosGodOwlBoss""]",1000,[],[]
161,"monster_dd_area","[1700,1709,1719,1731]",[],"[334,0]",[],"[""Default"",""Chaos"",""HeistFreidrich"",""Archnemesis"",""CannibalPicts""]",[490],"[18079,38322,4741,36858,19433,16329,64753,35047,56609,22966,19661,40155]",[],339,[],[331],[],"[""Ice"",""Balbala"",""BloodPriest"",""CannibalPict"",""CarverShaman"",""FarudinWarlock"",""VultureRegurg""]",1000,[],[]
162,"monster_soulrend",[1736],[125],[],[],"[""Cold"",""Blood""]","[501,509]","[13381,50511,165,166,59027,44533,16856,48772]",[254],339,[],[400],[],"[""ChildSpiritCold1"",""ChildSpiritCold2"",""VaalBloodPriest"",""YamaBoss"",""VoodooKing"",""Warlock""]",1000,[],[]
163,"galvanic_field",[1744],[133],[],[],"[""Default"",""Celestial""]","[526,529]","[18079,27572]",[],339,[],[520],[],[],1000,[],[]
164,"arcane_surge",[],[],[],[],"[""Default"",""Madcap""]",[517],"[18079,59045]",[],15863,[],[],[],[],1000,[],[]
165,"phasing",[],[],[],[],"[""Default"",""Sunprism""]",[519],"[18079,52008]",[],16041,[],[],[],[],1000,[],[]
166,"fortify",[],[],[],[],"[""Default"",""Myrmidon""]",[521],"[18079,27566]",[],16043,[],[],[],[],1000,[],[]
167,"onslaught",[],[],[],[],"[""Default"",""Void Emperor""]",[523],"[18079,30711]",[],16045,[],[],[],[],1000,[],[]
168,"lightning_conduit","[1751,1754,1757,1760,2195]",[],[],[],"[""Default"",""Automaton"",""Celestial""]","[532,535]","[18079,3488,27572]",[],339,[],[519],[],[],1000,[],[]
169,"lightning_tendrils","[1763,1766,1769]",[136],[],[],"[""Default"",""LightningElder"",""Automaton""]",[],"[18079,37016,3488]",[],339,[],[186],[],[],1000,[],[]
170,"alchemists_mark","[1772,1774]",[],[],[],"[""Default"",""Sunprism""]",[538],"[18079,52008]",[],339,[],[521],[],[],1000,[],[]
171,"cobra_lash",[],[],[197],[],"[""Default"",""Illusionist""]",[],"[18079,54759]","[262,264]",339,[],[46],[],[],1000,[],[]
172,"righteous_fire","[1776,1785]",[],[],[],"[""Default"",""NoRing"",""White"",""White2"",""White3"",""Celestial"",""CelestialNoHands"",""Harbinger"",""Lightbringer"",""Transcendence""]","[540,548,556]","[18079,39102,15971,17012,17013,27572,36336,41619,55723,28088]",[],339,[],"[40,41]",[],[],1000,[],[]
173,"venom_gyre","[1795,1797,1799]",[],[199],[],"[""Default"",""Illusionist""]",[],"[18079,54759]","[266,268]",339,[],"[425,426]",[],[],1000,[],[]
174,"whirling_blades",[1801],[],"[201,0]",[],"[""Default"",""Purple"",""Ice"",""Phantasmal"",""Faith"",""Carnival"",""Hasina"",""Illusionist""]",[],"[18079,19343,16329,1789,8635,1057,63953,54759]",[],339,[],"[19,20]",[],[],1000,[],[]
175,"caustic_arrow",[1809],[],[],[],"[""Default"",""Tentacles"",""Celestial"",""HeistSkeleton"",""Oblivion""]",[],"[18079,26679,27572,16483,116]",[270],339,[],[22],[],[],1000,[],[]
176,"kinetic_blast","[1814,1818]",[],[203],[],"[""Default"",""Celestial"",""Heritage""]",[],"[18079,27572,8972,23752]",[275],339,[],[195],[],"[""NecroCultist""]",1000,[],[]
177,"reap",[1822],[139],[],[],"[""Default"",""Starfall"",""Vine""]","[565,568]","[18079,3450,41440]",[],339,[],[479],[],[],1000,[],[]
178,"double_slam","[1826,1829]",[],[],[],"[""Default""]",[],[18079],[],339,[],[559],[],[],1000,[],[]
179,"volcanic_slam","[1835,1836,1837,1838,1839,1840]",[],[],[],"[""Default""]",[],[18079],[303],339,[],"[568,572]",[],[],1000,[],[]
180,"ring_of_ice","[1825,1828]",[],"[206,0]",[28],"[""Default""]",[],[18079],[],339,[],"[569,570]",[],[],1000,[],[]
181,"escape_shot",[1924],[],[],[],"[""Default""]",[],[18079],[304],339,[],[560],[],[],1000,[],[]
182,"vaal_caustic_arrow",[],[],[],[],"[""Default""]",[],[18079],[278],339,[],[23],[],[],1000,[],[]
183,"vaal_cleave","[835,823,825,828,839]",[],[],[],"[""Default"",""DemonCleave""]",[],"[18079,34274]",[],339,[],[525],[],[],1000,[],[]
184,"charged_attack","[1847,1850,1853,1856,1859,1862,1865,1868]",[],[],[],"[""Default"",""Gloom"",""Demonic""]",[],"[18079,57905,61278]",[],339,[],[244],[],[],1000,[],[]
185,"vaal_charged_attack","[1865,1868,1871,1856,1859]",[],[],[],"[""Default"",""Gloom"",""Demonic""]",[571],"[18079,57905,61278]",[],339,[],[245],[],[],1000,[],[]
186,"flicker_strike","[1995,2623]",[150],[245],[],"[""Default"",""Vapor"",""Necro"",""Demonic"",""Breachlord""]",[],"[18079,15193,18701,61278,56473]",[],339,[],"[27,28,620]",[],[],1000,[],[]
187,"vaal_reap","[1874,1877]",[],[],[],"[""Default"",""Starfall""]","[565,568]","[18079,3450]",[],339,[],[480],[],[],1000,[],[]
188,"triggerbots",[],[],[],[],"[""Default""]",[],[18079],[],339,[],[573],[],[],1000,[],[]
189,"vaal_arctic_armour",[1880],[],[],[],"[""Default""]",[583],[18079],[],339,[],[211],[],[],1000,[],[]
190,"vaal_lightning_arrow","[1202,1207]",[],[],[],"[""Default"",""Blood"",""Divine""]",[],"[18079,50511,29263]",[284],339,[],[95],[],[],1000,[],[]
191,"vaal_ice_shot","[1296,1297,1298,1888]",[],[],[],"[""Default"",""Piety"",""Monster"",""VaalOrb"",""Skadi""]",[580],"[18079,56950,1567,3918,31535]",[214],339,[],[118],[],[],1000,[],[]
192,"mtx_coin_flip","[1891,1892]",[],[],[],"[""Innocence"",""Sin"",""Silver"",""Perandus""]",[],"[51245,48611,56408,1811]",[],339,[],[574],[],[],1000,[],[]
193,"split_arrow",[],[],[],[],"[""Default"",""Blood"",""BlueGreen"",""Verdant""]",[],"[18079,50511,22116,22421]","[287,292]",339,[],"[30,31]",[],[],1000,[],[]
194,"wave_of_conviction","[1899,1900]",[],[],[],"[""Default"",""Stygian"",""Celestial"",""RollingStorm""]",[],"[18079,39541,27572,48193]",[],339,[],[396],[],[],1000,[],[]
195,"covered_in_ash",[],[],[],[],"[""Default"",""MTXPolaricDevastation""]",[585],"[18079,58359]",[],17751,[],[],[],[],1000,[],[]
196,"covered_in_frost",[],[],[],[],"[""Default"",""MTXPolaricDevastation""]",[587],"[18079,58359]",[],17752,[],[],[],[],1000,[],[]
197,"arctic_breath","[1907,1911,1913,1914]",[],[],[],"[""Default""]",[],[18079],"[293,296,300,301]",339,[],[120],[],[],1000,[],[]
198,"smite","[1915,1919,1923]",[],[223],[],"[""Default"",""Valkyrie"",""Unholy"",""Annihilation""]","[589,591]","[18079,14117,40595,28443]",[],339,[],"[355,356]",[],[],1000,[],[]
199,"weapon_granted_firebolt",[],[],[],[],[],[],[],[305],339,[],[582],[],[],1000,[],[]
200,"weapon_granted_stormbolt",[],[],[],[],[],[],[],[306],339,[],[583],[],[],1000,[],[]
201,"weapon_granted_frostbolt",[],[],[],[],[],[],[],[307],339,[],[584],[],[],1000,[],[]
202,"weapon_granted_chaosbolt",[],[],[],[],[],[],[],[309],339,[],[585],[],[],1000,[],[]
203,"gale_strike",[1925],[],[],[],"[""Default"",""Breachlord""]",[],"[18079,56473]",[],339,[],[563],[],[],1000,[],[]
204,"charged_dash","[1929,1931,1939,1933,1935,1937]",[142],[],[],"[""Default"",""Desert""]",[],"[18079,46165]",[],339,[],[290],[],[],0,[],[]
205,"comet","[1941,1944]",[],[],[],"[""Default"",""NecroMeteor"",""DelayedImpact""]",[],"[18079,46695,50393,37417]",[],339,[],[612],[],"[""ArchnemesisStormHerald""]",0,[],[]
206,"ring_of_blades",[],[],[],[],"[""Default"",""Illusionist""]",[],"[18079,54759]",[310],339,[],[614],[],[],1000,[],[]
207,"fire_trap",[1947],[],[],[],"[""Default"",""Oblivion"",""Staff""]",[],"[18079,116,59353]",[],339,[],"[110,111,112,621]",[],[],0,[],[]
208,"consecrate",[1950],[],[],[],"[""Default""]",[],[18079],[],339,[],"[180,181]",[],[],0,[],[]
209,"frost_wall",[1951],[],[],[29],"[""Default""]",[],[18079],[],339,[],[60],[],[],0,[],[]
210,"mana_tempest","[1954,1955]",[],[],[],"[""Default""]","[592,593]",[18079],[],339,[],[624],[],[],1000,[],[]
211,"new_arctic_armour","[2001,2004,2007,2010]",[],[],[],"[""Default"",""Demon"",""Cloud"",""Invisible""]","[594,598]","[18079,33501,9108,54980]",[],339,[],[625],[],[],0,[],[]
212,"channelled_lightning",[1956],[144],[],[],"[""Default""]",[],[18079],[],339,[],[626],[],[],1000,[],[]
213,"quarterstaff_frost_wave",[1957],[],[],[],"[""Default""]",[],[18079],[],339,[],[590],[],[],1000,[],[]
214,"volcano","[1958,1959,1960]",[],[],[32],"[""Default""]",[],[18079],"[311,312]",339,[],[630],[],[],0,[],[]
215,"killing_palm","[1961,1962,1963]",[],"[230,0,0]",[],"[""Default"",""Breachlord""]",[],"[18079,56473]",[],339,[],[628],[],[],1000,[],[]
216,"shattering_palm","[1968,2535,1969,1970,1971,1972]",[],"[240,0,0]",[],"[""Default""]",[],[18079],[],339,[],"[634,837,838]",[],[],1000,[],[]
217,"meditate",[1967],[],"[236,0,0,0]",[],"[""Default""]",[],[18079],[],339,[],[627],[],[],0,[],[]
218,"new_blood_rage",[215],[],[],[],"[""Default"",""Scavenger""]",[220],"[18079,46158]",[],339,[],[632],[],[],1000,[],[]
219,"pestilent_slash","[1973,1974,1975]",[],[],[],"[""Default""]",[],[18079],[],339,[],[636],[],[],1000,[],[]
220,"ice_path",[],[],[],[],"[""Default""]",[],[18079],[313],339,[],[638],[],[],1000,[],[]
221,"shadow_thief_slash",[1981],[145],"[243,0]",[],"[""Default""]",[],[18079],[],339,[],[640],[],[],1000,[],[]
222,"plunging_blade","[1976,1977,1978]",[],[],[],"[""Default""]",[],[18079],[],339,[],[642],[],[],0,[],[]
223,"howl",[1979],[],[],[],"[""Default""]",[],[18079],[],339,[],[643],[],[],1000,[],[]
224,"spiral_volley",[],[],[],[],"[""Default""]",[],[18079],"[314,315]",339,[],[635],[],[],1000,[],[]
225,"heat_seeking_arrow",[1982],[],[],[],"[""Default""]",[],[18079],[316],339,[],[645],[],[],1000,[],[]
226,"electric_fence_arrow",[1983],[146],[],[0],"[""Default""]",[],[18079],[317],339,[],[650],[],[],1000,[],[]
227,"stone_gaze",[],"[147,0,0]",[],[],"[""Default"",""Siren"",""Ultimatum""]","[602,603,604]","[18079,42935,49826]",[],4771,[],[],[],[],1000,[],[]
228,"player_ranged_spear",[1984],[],[],[],"[""Default""]",[],[18079],[416],339,[],[652],[],[],1000,[],[]
229,"channelled_slam","[1986,1988,1990]",[],[],[],"[""Default""]",[607],[18079],[],339,[],[562],[],[],1000,[],[]
230,"frost_bomb","[1992,1993,1994]",[],[],[],"[""Default""]",[],[18079],[],339,[],[218],[],[],1000,[],[]
231,"lightning_storm","[1997,1998]",[],[247],[],"[""Default""]",[],[18079],[],339,[],[654],[],[],1000,[],[]
232,"bear_rampage","[1999,2000]",[],[],[],"[""Default""]",[],[18079],[],339,[],[651],[],[],1000,[],[]
233,"hellscape_tentacle_grab",[],[],[],[],"[""Default""]",[605],[18079],[],339,[],[514],[],[],1000,[],[]
234,"bear_slam",[2013],[],[],[],"[""Default""]",[],[18079],[],339,[],[657],[],[],1000,[],[]
235,"cast_on_shock","[2014,2015]",[],[248],[],"[""Default""]",[],[18079],[],339,[],[659],[],[],1000,[],[]
236,"cast_on_freeze","[2016,2017]",[],[249],[],"[""Default""]",[],[18079],[],339,[],[660],[],[],1000,[],[]
237,"cast_on_ignite","[2018,2019]",[],[250],[],"[""Default""]",[],[18079],[],339,[],[661],[],[],1000,[],[]
238,"cast_on_melee_kill","[2020,2021]",[],[251],[],"[""Default""]",[],[18079],[],339,[],[662],[],[],1000,[],[]
239,"cast_on_death","[2022,2023]",[],[252],[],"[""Default""]",[],[18079],[],339,[],[663],[],[],1000,[],[]
240,"cast_when_stunned","[2024,2025]",[],[253],[],"[""Default""]",[],[18079],[],339,[],[664],[],[],1000,[],[]
241,"cast_on_damage_takenCopy","[2026,2027]",[],[254],[],"[""Default""]",[],[18079],[],339,[],[665],[],[],1000,[],[]
242,"cast_on_crit","[2028,2029]",[],[255],[],"[""Default""]",[],[18079],[],339,[],"[666,667]",[],[],1000,[],[]
243,"double_slam_ancestral","[1827,1830]",[],[],[],"[""Default""]",[],[18079],[],339,[],[559],[],[],1000,[],[]
244,"disengage","[2030,2711]",[],[],[],"[""Default""]",[],[18079],[],339,[],"[529,527]",[],[],1000,[],[]
245,"barrier_invocation","[2031,2032]",[],[256],[],"[""Default""]","[723,608]",[18079],[],339,[],[668],[],[],1000,[],[]
246,"cast_on_dodge_roll","[2037,2038]",[],[259],[],"[""Default""]",[],[18079],[],339,[],[669],[],[],1000,[],[]
247,"cast_while_channelling","[2039,2040]",[],[260],[],"[""Default""]",[],[18079],[],339,[],[670],[],[],1000,[],[]
248,"cast_on_melee_stun","[2041,2042]",[],[261],[],"[""Default""]",[],[18079],[],339,[],[671],[],[],1000,[],[]
249,"stormbringer_blade","[2043,2044]",[],[],[],"[""Default""]",[],[18079],[],339,[],[588],[],[],1000,[],[]
