"rownum","SetId","AchievementsRequired","Rewards","TotemPieceEveryNAchievements","Message","Message (French)","Message (German)","Message (Japanese)","Message (Korean)","Message (Portuguese)","Message (Russian)","Message (Spanish)","Message (Thai)","Message (Traditional Chinese)","NotificationIcon","HideoutName","HideoutName (French)","HideoutName (German)","HideoutName (Japanese)","HideoutName (Korean)","HideoutName (Portuguese)","HideoutName (Russian)","HideoutName (Spanish)","HideoutName (Thai)","HideoutName (Traditional Chinese)","Id"
95,35,1,[],0,"Congratulations!\nYou earned a Twilight Mystery Box!","Félicitations !\nVous avez remporté une Boîte mystère du Crépuscule !","Herzlichen Glückwunsch!\nDu hast eine Zwielicht-Überraschungskiste gewonnen!","Congratulations!\nYou earned a Twilight Mystery Box!","축하합니다!\n황혼 미스터리 박스를 획득하셨습니다!","Parabéns!\nVocê ganhou uma Caixa Misteriosa do Crepúsculo!","Поздравляем!\nВы получили Загадочную коробку Сумрака!","¡Felicidades!\n¡Has obtenido una Caja misteriosa del Crepúsculo!","ยินดีด้วย!\nคุณได้รับกล่องปริศนา แดนสนธยา แล้ว!","恭喜！\n你獲得 1 個傾城暮光神秘寶箱！","Art/2DItems/Effects/MysteryChest/TwilightMysteryBox.dds","Twilight Mystery Box","Boîte mystère du Crépuscule","Zwielicht-Überraschungskiste","Twilight Mystery Box","황혼 미스터리 박스","Caixa Misteriosa do Crepúsculo","Загадочная коробка Сумрака","Caja misteriosa del Crepúsculo","กล่องปริศนา แดนสนธยา","傾城暮光神秘寶箱","MysteryPackTwilightBox"
96,36,1,[],0,"Congratulations!\nYou earned a Twilight Mystery Box!","Félicitations !\nVous avez remporté une Boîte mystère du Crépuscule !","Herzlichen Glückwunsch!\nDu hast eine Zwielicht-Überraschungskiste gewonnen!","Congratulations!\nYou earned a Twilight Mystery Box!","축하합니다!\n황혼 미스터리 박스를 획득하셨습니다!","Parabéns!\nVocê ganhou uma Caixa Misteriosa do Crepúsculo!","Поздравляем!\nВы получили Загадочную коробку Сумрака!","¡Felicidades!\n¡Has obtenido una Caja misteriosa del Crepúsculo!","ยินดีด้วย!\nคุณได้รับกล่องปริศนา แดนสนธยา แล้ว!","恭喜！\n你獲得 1 個傾城暮光神秘寶箱！","Art/2DItems/Effects/MysteryChest/TwilightMysteryBox.dds","Twilight Mystery Box","Boîte mystère du Crépuscule","Zwielicht-Überraschungskiste","Twilight Mystery Box","황혼 미스터리 박스","Caixa Misteriosa do Crepúsculo","Загадочная коробка Сумрака","Caja misteriosa del Crepúsculo","กล่องปริศนา แดนสนธยา","傾城暮光神秘寶箱","MysteryPackTwilightBox"
97,37,12,[2755],0,"Congratulations!\nYou earned the Ritual Weapon Effect!","Félicitations !\nVous avez remporté l'Effet d'arme Ritual !","Glückwunsch!\nDu hast die Mikrotransaktion 'Ritual-Waffeneffekt' freigespielt!","Congratulations!\nYou earned the Ritual Weapon Effect!","축하합니다!\n의식 무기 이펙트를 획득했습니다!","Parabéns!\nVocê ganhou o Efeito Arma do Ritual","Поздравляем!\nВы получили эффект оружия Ритуала!","¡Felicidades!\n¡Has obtenido el Efecto de Ritual para arma!","ยินดีด้วย!\nคุณได้รับเอฟเฟคอาวุธ Ritual แล้ว!","恭喜！你獲得武器特效：邪靈祭祀！","","","","","","","","","","","","RitualWeaponEffect"
98,37,24,[2756],0,"Congratulations!\nYou earned the Ritual Character Effect!","Félicitations !\nVous avez remporté l'Effet de personnage Ritual !","Glückwunsch!\nDu hast die Mikrotransaktion 'Ritual-Charaktereffekt' freigespielt!","Congratulations!\nYou earned the Ritual Character Effect!","축하합니다!\n의식 캐릭터 이펙트를 획득했습니다!","Parabéns!\nVocê ganhou o Efeito Personagem do Ritual","Поздравляем!\nВы получили эффект Ритуала для персонажа!","¡Felicidades!\n¡Has obtenido el Efecto de Ritual para el personaje!","ยินดีด้วย!\nคุณได้รับเอฟเฟคตัวละคร Ritual แล้ว!","恭喜！你獲得角色特效：邪靈祭祀！","","","","","","","","","","","","RitualCharacterEffect"
99,37,36,[],0,"Congratulations!\nYou earned the Ritualist's Hideout!","Félicitations !\nVous avez remporté le Repaire du Ritualiste !","Glückwunsch!\nDu hast die Mikrotransaktion 'Rituelles Versteck' freigespielt!","Congratulations!\nYou earned the Ritualist's Hideout!","축하합니다!\n의식술사의 은신처를 획득했습니다!","Parabéns!\nVocê ganhou o Refúgio Ritualístico","Поздравляем!\nВы получили убежище ритуалиста!","¡Felicidades!\n¡Has obtenido la Guarida del ritualista!","ยินดีด้วย!\nคุณได้รับที่ซ่อน Ritualist แล้ว!","恭喜！你獲得藏身處：邪靈祭祀！","Art/2DItems/Hideout/RitualHideout.dds","Ritualist's Hideout","Repaire du Ritualiste","Rituelles Versteck","Ritualist's Hideout","의식술사의 은신처","Refúgio Ritualístico","Убежище ритуалиста","Guarida del Ritualista","ที่ซ่อน Ritualist","藏身處：邪靈祭祀","HideoutRitualLeague"
100,37,19,[5066],3,"Congratulations! You earned the Ritual Totem!\nThe more challenges you complete, the bigger it gets!","Félicitations ! Vous avez remporté le Totem Ritual !\nPlus vous réussirez de défis, plus il sera imposant !","Glückwunsch!\nDu hast das Ritual-Totem freigespielt!\nSchließe mehr Herausforderungen ab, um weitere Stufen zu erhalten!","Congratulations! You earned the Ritual Totem!\nThe more challenges you complete, the bigger it gets!","축하합니다! 의식 토템을 획득했습니다!\n도전과제를 완료할수록 더 큰 보상이 기다립니다!","Ganhou o Totem do Ritual!\nQuanto mais desafios completar, maior ele fica!","Поздравляем!\nВы получили часть тотема Ритуала!\nЗавершайте больше испытаний, чтобы получить оставшиеся части тотема!","¡Felicidades! Has obtenido el Tótem de Ritual!\n¡Cuantos más desafíos completes, más grande será!","ยินดีด้วย!\nคุณได้รับเสาอนุสรณ์ Ritual!\nยิ่งคุณผ่านภารกิจท้าทายมากเท่าไหร่ มันยิ่งมีขนาดใหญ่ขึ้นเท่านั้น!","恭喜！你獲得祭祀圖騰！\n你完成越多挑戰，圖騰就越長！","","","","","","","","","","","","HideoutTotemPole22"
101,38,12,[2836],0,"Congratulations!\nYou earned the Ultimatum Helmet Skin!","Félicitations !\nVous avez remporté l'Apparence de casque Ultimatum !","Glückwunsch!\nDu hast die Mikrotransaktion 'Ultimatum-Helm' freigespielt!","Congratulations!\nYou earned the Ultimatum Helmet Skin!","축하합니다!\n결전 투구 스킨을 획득했습니다!","Parabéns!\nVocê ganhou o Visual de Elmo Ultimaum!","Поздравляем!\nВы получили шлем Ультиматума!","¡Felicidades!\n¡Has obtenido el Aspecto de Ultimatum para casco!","ยินดีด้วย!\nคุณได้รับสกินหมวก Ultimatum แล้ว!","恭喜！\n你獲得頭部外觀：最後通牒！","","","","","","","","","","","","UltimatumHelmet"
102,38,24,[4425],0,"Congratulations!\nYou earned the Ultimatum Pet!","Félicitations !\nVous avez remporté le Familier Ultimatum !","Glückwunsch!\nDu hast die Mikrotransaktion 'Ultimatum-Begleiter' freigespielt!","Congratulations!\nYou earned the Ultimatum Pet!","축하합니다!\n결전 애완동물을 획득했습니다!","Parabéns!\nVocê ganhou o Mascote Ultimaum!","Поздравляем!\nВы получили питомца Ультиматума!","¡Felicidades!\n¡Has obtenido la Mascota de Ultimatum!","ยินดีด้วย!\nคุณได้รับสัตว์เลี้ยง Ultimatum แล้ว!","恭喜！\n你獲得寵物：最後通牒！","","","","","","","","","","","","UltimatumPet"
103,38,36,[2837],0,"Congratulations!\nYou earned the Ultimatum Portal Effect!","Félicitations !\nVous avez remporté le Portail Ultimatum !","Glückwunsch!\nDu hast die Mikrotransaktion 'Ultimatum-Portaleffekt' freigespielt!","Congratulations!\nYou earned the Ultimatum Portal Effect!","축하합니다!\n결전 포탈 이펙트를 획득했습니다!","Parabéns!\nVocê ganhou o Efeito Portal Ultimaum!","Поздравляем!\nВы получили портал Ультиматума!","¡Felicidades!\n¡Has obtenido el Efecto de Ultimatum para portal!","ยินดีด้วย!\nคุณได้รับเอฟเฟควาร์ป Ultimatum แล้ว!","恭喜！\n你獲得時空之門．最後通牒！","","","","","","","","","","","","UltimatumPortalEffect"
104,38,19,[5068],3,"Congratulations! You earned the Ultimatum Totem!\nThe more challenges you complete, the bigger it gets!","Félicitations !\nVous avez remporté le Totem Ultimatum ! Plus vous réussirez de défis, plus il grandira !","Glückwunsch!\nDu hast das Ultimatum-Totem freigespielt!\nSchließe mehr Herausforderungen ab, um weitere Stufen zu erhalten!","Congratulations! You earned the Ultimatum Totem!\nThe more challenges you complete, the bigger it gets!","축하합니다! 결전 토템을 획득했습니다!\n도전과제를 완료할수록 더 큰 보상이 기다립니다!","Parabéns!\nVocê ganhou o Totem Ultimatum!\nQuanto mais desafios você completar, mais ele cresce!","Поздравляем!\nВы получили часть тотема Ультиматума!\nЗавершайте больше испытаний, чтобы получить оставшиеся части тотема!","¡Felicidades! Has obtenido el Tótem de Ultimatum!\n¡Cuantos más desafíos completes, más grande será!","ยินดีด้วย!\nคุณได้รับเสาอนุสรณ์ Ultimatum!\nยิ่งคุณผ่านภารกิจท้าทายมากเท่าไหร่ มันยิ่งมีขนาดใหญ่ขึ้นเท่านั้น!","恭喜！你獲得通牒圖騰！\n你完成越多挑戰，圖騰就越長！","","","","","","","","","","","","HideoutTotemPole23"
105,39,12,[2979],0,"Congratulations!\nYou earned the Expedition Footprints Effect!","Félicitations !\nVous avez remporté les Empreintes Expedition !","Glückwunsch!\nDu hast die Mikrotransaktion 'Expedition-Fußspuren' freigespielt!","Congratulations!\nYou earned the Expedition Footprints Effect!","축하합니다!\n탐험 발자국 이펙트를 획득했습니다!","Parabéns!\nVocê ganhou o Efeito Pegadas da Expedição!","Поздравляем!\nВы получили следы Экспедиции!","¡Felicitaciones!\n¡Has obtenido el Efecto de Expedition para huellas!","ยินดีด้วย!\nคุณได้รับเอฟเฟครอยเท้า Expedition แล้ว!","恭喜！\n你獲得行走特效：死境探險！","","","","","","","","","","","","ExpeditionFootprintsEffect"
106,39,24,[2980],0,"Congratulations!\nYou earned the Expedition Weapon Effect!","Félicitations !\nVous avez remporté l'Effet d'arme Expedition !","Glückwunsch!\nDu hast die Mikrotransaktion 'Expedition-Waffeneffekt' freigespielt!","Congratulations!\nYou earned the Expedition Weapon Effect!","축하합니다!\n탐험 무기 이펙트를 획득했습니다!","Parabéns!\nVocê ganhou o Efeito Arma da Expedição!","Поздравляем!\nВы получили эффект оружия Экспедиции!","¡Felicitaciones!\n¡Has obtenido el Efecto de Expedition para arma!","ยินดีด้วย!\nคุณได้รับเอฟเฟคอาวุธ Expedition แล้ว!","恭喜！\n你獲得武器特效：死境探險！","","","","","","","","","","","","ExpeditionWeaponEffect"
107,39,36,[2981],0,"Congratulations!\nYou earned the Expedition Portal Effect!","Félicitations !\nVous avez remporté le Portail Expedition !","Glückwunsch!\nDu hast die Mikrotransaktion 'Expedition-Portaleffekt' freigespielt!","Congratulations!\nYou earned the Expedition Portal Effect!","축하합니다!\n탐험 포탈 이펙트를 획득했습니다!","Parabéns!\nVocê ganhou o Efeito Portal da Expedição!","Поздравляем!\nВы получили портал Экспедиции!","¡Felicitaciones!\n¡Has obtenido el Efecto de Expedition para portal!","ยินดีด้วย!\nคุณได้รับเอฟเฟควาร์ป Expedition แล้ว!","恭喜！\n你獲得時空之門．死境探險！","","","","","","","","","","","","ExpeditionPortalEffect"
108,39,19,[5070],3,"Congratulations! You earned the Expedition Totem!\nThe more challenges you complete, the bigger it gets!","Félicitations !\nVous avez remporté le Totem Ultimatum ! Plus vous réussirez de défis, plus il grandira !","Glückwunsch!\nDu hast ein Expedition-Totem freigespielt!\nSchließe mehr Herausforderungen ab, um weitere Stufen zu erhalten!","Congratulations! You earned the Expedition Totem!\nThe more challenges you complete, the bigger it gets!","축하합니다! 탐험 토템을 획득했습니다!\n도전과제를 완료할수록 더 큰 보상이 기다립니다!","Parabéns! Você ganhou o Totem da Expedição!\nQuanto mais desafios você completar, maior ele fica!","Поздравляем!\nВы получили часть тотема Экспедиции!\nЗавершайте больше испытаний, чтобы получить оставшиеся части тотема!","¡Felicitaciones!\n¡Has obtenido el Tótem de Expedition!\n¡Cuantos más desafíos completes, más grande será!","ยินดีด้วย!\nคุณได้รับเสาอนุสรณ์ Expedition!\nยิ่งคุณผ่านภารกิจท้าทายมากเท่าไหร่ มันยิ่งมีขนาดใหญ่ขึ้นเท่านั้น!","恭喜！你獲得探險圖騰！\n你完成越多挑戰，圖騰就越長！","","","","","","","","","","","","HideoutTotemPole24"
109,40,12,[3194],0,"Congratulations!\nYou earned the Scourge Weapon!","Félicitations !\nVous avez remporté les Empreintes Scourge !","Glückwunsch!\nDu hast die Mikrotransaktion 'Scourge-Waffe' freigespielt!","Congratulations!\nYou earned the Scourge Weapon!","축하합니다!\n스컬지 무기를 획득했습니다!","Parabéns!\nVocê ganhou o Efeito Arma do Castigo!","Поздравляем!\nВы получили оружие Нашествия!","¡Felicitaciones!\n¡Has obtenido el Arma de Scourge!","ยินดีด้วย!\nคุณได้รับอาวุธ Scourge แล้ว!","恭喜！\n你獲得武器特效：轉世災魘！","","","","","","","","","","","","ScourgeWeapon"
110,40,24,[3195],0,"Congratulations!\nYou earned the Scourge Wings!","Félicitations !\nVous avez remporté les Ailes Scourge !","Glückwunsch!\nDu hast die Mikrotransaktion 'Scourge-Flügel' freigespielt!","Congratulations!\nYou earned the Scourge Wings!","축하합니다!\n스컬지 날개를 획득했습니다!","Parabéns!\nVocê ganhou as Asas do Castigo!","Поздравляем!\nВы получили крылья Нашествия!","¡Felicitaciones!\n¡Has obtenido las Alas de Scourge!","ยินดีด้วย!\nคุณได้รับปีก Scourge แล้ว!","恭喜！\n你獲得背飾：轉世災魘！","","","","","","","","","","","","ScourgeWings"
111,40,36,[4459],0,"Congratulations!\nYou earned the Scourge Pet!","Félicitations !\nVous avez remporté le Familier Scourge !","Glückwunsch!\nDu hast die Mikrotransaktion 'Scourge-Begleiter' freigespielt!","Congratulations!\nYou earned the Scourge Pet!","축하합니다!\n스컬지 애완동물을 획득했습니다!","Parabéns!\nVocê ganhou o Mascote do Castigo!","Поздравляем!\nВы получили питомца Нашествия!","¡Felicitaciones!\n¡Has obtenido la Mascota de Scourge!","ยินดีด้วย!\nคุณได้รับสัตว์เลี้ยง Scourge แล้ว!","恭喜！\n你獲得寵物：轉世災魘！","","","","","","","","","","","","ScourgePet"
112,40,19,[5072],3,"Congratulations! You earned the Scourge Totem!\nThe more challenges you complete, the bigger it gets!","Félicitations !\nVous avez remporté le Totem Scourge ! Plus vous réussirez de défis, plus il grandira !","Glückwunsch!\nDu hast das Scourge-Totem freigespielt!\nSchließe mehr Herausforderungen ab, um weitere Stufen zu erhalten!","Congratulations! You earned the Scourge Totem!\nThe more challenges you complete, the bigger it gets!","축하합니다! 스컬지 토템을 획득했습니다!\n도전과제를 완료할수록 더 큰 보상이 기다립니다!","Parabéns! Você ganhou o Totem do Castigo!\nQuanto mais desafios você completar, maior ele fica!","Поздравляем!\nВы получили часть тотема Нашествия!\nЗавершайте больше испытаний, чтобы получить оставшиеся части тотема!","¡Felicitaciones! ¡Has obtenido el Tótem de Scourge!\n¡Cuantos más desafíos completes, más grande será!","ยินดีด้วย!\nคุณได้รับเสาอนุสรณ์ Scourge แล้ว!\nยิ่งคุณผ่านภารกิจท้าทายมากเท่าไหร่ มันยิ่งมีขนาดใหญ่ขึ้นเท่านั้น!","恭喜！你獲得災魘圖騰！\n你完成越多挑戰，圖騰就越長！","","","","","","","","","","","","HideoutTotemPole25"
113,41,1,[],0,"Congratulations!\nYou earned a Atlantis Mystery Box!","Félicitations !\nVous avez remporté une Boîte mystère de l'Atlantide !","Herzlichen Glückwunsch!\nDu hast eine Atlantis-Überraschungskiste gewonnen!","Congratulations!\nYou earned a Atlantis Mystery Box!","축하합니다!\n아틀란티스 미스터리 박스를 획득하셨습니다!","Parabéns!\nVocê recebeu uma Caixa Misteriosa de Atlantis","Поздравляем!\nВы получили Загадочную коробку Атлантиды!","¡Felicitaciones!\n¡Has obtenido una Caja misteriosa de Atlantis!","ยินดีด้วย!\nคุณได้รับกล่องปริศนา Atlantis แล้ว!","恭喜！\n你獲得 1 個亞特蘭提斯神秘寶箱！","Art/2DItems/Effects/MysteryChest/AtlantisMysteryBox.dds","Atlantis Mystery Box","Boîte mystère de l'Atlantide","Atlantis-Überraschungskiste","Atlantis Mystery Box","아틀란티스 미스터리 박스","Caixa Misteriosa de Atlantis","Загадочная коробка Атлантиды","Caja misteriosa de Atlantis","กล่องปริศนา Atlantis","亞特蘭提斯神秘寶箱","MysteryPackAtlantisBox"
114,42,1,[],0,"Congratulations!\nYou earned a Atlantis Mystery Box!","Félicitations !\nVous avez remporté une Boîte mystère de l'Atlantide !","Herzlichen Glückwunsch!\nDu hast eine Atlantis-Überraschungskiste gewonnen!","Congratulations!\nYou earned a Atlantis Mystery Box!","축하합니다!\n아틀란티스 미스터리 박스를 획득하셨습니다!","Parabéns!\nVocê recebeu uma Caixa Misteriosa de Atlantis","Поздравляем!\nВы получили Загадочную коробку Атлантиды!","¡Felicitaciones!\n¡Has obtenido una Caja misteriosa de Atlantis!","ยินดีด้วย!\nคุณได้รับกล่องปริศนา Atlantis แล้ว!","恭喜！\n你獲得 1 個亞特蘭提斯神秘寶箱！","Art/2DItems/Effects/MysteryChest/AtlantisMysteryBox.dds","Atlantis Mystery Box","Boîte mystère de l'Atlantide","Atlantis-Überraschungskiste","Atlantis Mystery Box","아틀란티스 미스터리 박스","Caixa Misteriosa de Atlantis","Загадочная коробка Атлантиды","Caja misteriosa de Atlantis","กล่องปริศนา Atlantis","亞特蘭提斯神秘寶箱","MysteryPackAtlantisBox"
115,43,1,[],0,"Congratulations!\nYou earned a Atlantis Mystery Box!","Félicitations !\nVous avez remporté une Boîte mystère de l'Atlantide !","Herzlichen Glückwunsch!\nDu hast eine Atlantis-Überraschungskiste gewonnen!","Congratulations!\nYou earned a Atlantis Mystery Box!","축하합니다!\n아틀란티스 미스터리 박스를 획득하셨습니다!","Parabéns!\nVocê recebeu uma Caixa Misteriosa de Atlantis","Поздравляем!\nВы получили Загадочную коробку Атлантиды!","¡Felicitaciones!\n¡Has obtenido una Caja misteriosa de Atlantis!","ยินดีด้วย!\nคุณได้รับกล่องปริศนา Atlantis แล้ว!","恭喜！\n你獲得 1 個亞特蘭提斯神秘寶箱！","Art/2DItems/Effects/MysteryChest/AtlantisMysteryBox.dds","Atlantis Mystery Box","Boîte mystère de l'Atlantide","Atlantis-Überraschungskiste","Atlantis Mystery Box","아틀란티스 미스터리 박스","Caixa Misteriosa de Atlantis","Загадочная коробка Атлантиды","Caja misteriosa de Atlantis","กล่องปริศนา Atlantis","亞特蘭提斯神秘寶箱","MysteryPackAtlantisBox"
116,44,1,[],0,"Congratulations!\nYou earned a Atlantis Mystery Box!","Félicitations !\nVous avez remporté une Boîte mystère de l'Atlantide !","Herzlichen Glückwunsch!\nDu hast eine Atlantis-Überraschungskiste gewonnen!","Congratulations!\nYou earned a Atlantis Mystery Box!","축하합니다!\n아틀란티스 미스터리 박스를 획득하셨습니다!","Parabéns!\nVocê recebeu uma Caixa Misteriosa de Atlantis","Поздравляем!\nВы получили Загадочную коробку Атлантиды!","¡Felicitaciones!\n¡Has obtenido una Caja misteriosa de Atlantis!","ยินดีด้วย!\nคุณได้รับกล่องปริศนา Atlantis แล้ว!","恭喜！\n你獲得 1 個亞特蘭提斯神秘寶箱！","Art/2DItems/Effects/MysteryChest/AtlantisMysteryBox.dds","Atlantis Mystery Box","Boîte mystère de l'Atlantide","Atlantis-Überraschungskiste","Atlantis Mystery Box","아틀란티스 미스터리 박스","Caixa Misteriosa de Atlantis","Загадочная коробка Атлантиды","Caja misteriosa de Atlantis","กล่องปริศนา Atlantis","亞特蘭提斯神秘寶箱","MysteryPackAtlantisBox"
117,45,1,[],0,"Congratulations!\nYou earned a Atlantis Mystery Box!","Félicitations !\nVous avez remporté une Boîte mystère de l'Atlantide !","Herzlichen Glückwunsch!\nDu hast eine Atlantis-Überraschungskiste gewonnen!","Congratulations!\nYou earned a Atlantis Mystery Box!","축하합니다!\n아틀란티스 미스터리 박스를 획득하셨습니다!","Parabéns!\nVocê recebeu uma Caixa Misteriosa de Atlantis","Поздравляем!\nВы получили Загадочную коробку Атлантиды!","¡Felicitaciones!\n¡Has obtenido una Caja misteriosa de Atlantis!","ยินดีด้วย!\nคุณได้รับกล่องปริศนา Atlantis แล้ว!","恭喜！\n你獲得 1 個亞特蘭提斯神秘寶箱！","Art/2DItems/Effects/MysteryChest/AtlantisMysteryBox.dds","Atlantis Mystery Box","Boîte mystère de l'Atlantide","Atlantis-Überraschungskiste","Atlantis Mystery Box","아틀란티스 미스터리 박스","Caixa Misteriosa de Atlantis","Загадочная коробка Атлантиды","Caja misteriosa de Atlantis","กล่องปริศนา Atlantis","亞特蘭提斯神秘寶箱","MysteryPackAtlantisBox"
118,46,12,[3325],0,"Congratulations!\nYou earned the Archnemesis Ice Character Effect!","Félicitations !\nVous avez remporté l'Effet de personnage glaçant Archnemesis !","Glückwunsch!\nDu hast die Mikrotransaktion 'Archnemesis-Kälte-Charaktereffekt' freigespielt!","Congratulations!\nYou earned the Archnemesis Ice Character Effect!","축하합니다!\n강적 얼음 캐릭터 이펙트를 획득했습니다!","Parabéns!\n Você ganhou o Efeito Personagem Gélido Archnemesis!","Поздравляем!\nВы получили ледяной эффект Возмездия для персонажа!","¡Felicitaciones!\n¡Has obtenido el Efecto de Archnemesis de hielo para el personaje!","ยินดีด้วย!\nคุณได้รับเอฟเฟคตัวละครน้ำแข็ง Archnemesis แล้ว!","恭喜！\n你獲得角色特效：強襲宿敵．冰！","","","","","","","","","","","","ArchnemesisIceCharacterEffect"
119,46,24,[3328],0,"Congratulations!\nYou earned the Archnemesis Weapon Skin!","Félicitations !\nVous avez remporté l'Arme Archnemesis !","Glückwunsch!\nDu hast die Mikrotransaktion 'Archnemesis-Waffe' freigespielt!","Congratulations!\nYou earned the Archnemesis Weapon Skin!","축하합니다!\n강적 무기 스킨을 획득했습니다!","Parabéns!\nVocê ganhou o Visual Arma Archnemesis!","Поздравляем!\nВы получили оружие Возмездия!","¡Felicitaciones!\n¡Has obtenido el Aspecto de Archnemesis para arma!","ยินดีด้วย!\nคุณได้รับสกินอาวุธ Archnemesis แล้ว!","恭喜！\n你獲得武器外觀：強襲宿敵！","","","","","","","","","","","","ArchnemesisWeapon"
120,46,32,[3326],0,"Congratulations!\nYou earned the Archnemesis Lightning Character Effect!","Félicitations !\nVous avez remporté l'Effet de personnage foudroyant Archnemesis !","Glückwunsch!\nDu hast die Mikrotransaktion 'Archnemesis-Blitz-Charaktereffekt' freigespielt!","Congratulations!\nYou earned the Archnemesis Lightning Character Effect!","축하합니다!\n강적 번개 캐릭터 이펙트를 획득했습니다!","Parabéns!\n Você ganhou o Efeito Personagem Relampejante Archnemesis!","Поздравляем!\nВы получили грозовой эффект Возмездия для персонажа!","¡Felicitaciones!\n¡Has obtenido el Efecto de Archnemesis de rayo para el personaje!","ยินดีด้วย!\nคุณได้รับเอฟเฟคตัวละครสายฟ้า Archnemesis แล้ว!","恭喜！\n你獲得角色特效：強襲宿敵．雷！","","","","","","","","","","","","ArchnemesisLightningCharacterEffect"
121,46,34,[3324],0,"Congratulations!\nYou earned the Archnemesis Fire Character Effect!","Félicitations !\nVous avez remporté l'Effet de personnage enflammé Archnemesis !","Glückwunsch!\nDu hast die Mikrotransaktion 'Archnemesis-Feuer-Charaktereffekt' freigespielt!","Congratulations!\nYou earned the Archnemesis Fire Character Effect!","축하합니다!\n강적 화염 캐릭터 이펙트를 획득했습니다!","Parabéns!\n Você ganhou o Efeito Personagem Flamejante Archnemesis!","Поздравляем!\nВы получили огненный эффект Возмездия для персонажа!","¡Felicitaciones!\n¡Has obtenido el Efecto de Archnemesis de fuego para el personaje!","ยินดีด้วย!\nคุณได้รับเอฟเฟคตัวละครไฟ Archnemesis แล้ว!","恭喜！\n你獲得角色特效：強襲宿敵．炎！","","","","","","","","","","","","ArchnemesisFireCharacterEffect"
122,46,36,[3329],0,"Congratulations!\nYou earned the Archnemesis Wings!","Félicitations !\nVous avez remporté les Ailes Archnemesis !","Glückwunsch!\nDu hast die Mikrotransaktion 'Archnemesis-Flügel' freigespielt!","Congratulations!\nYou earned the Archnemesis Wings!","축하합니다!\n강적 날개를 획득했습니다!","Parabéns\nVocê ganhou as Asas Archnemesis!","Поздравляем!\nВы получили крылья Возмездия!","¡Felicitaciones!\n¡Has obtenido las Alas de Archnemesis!","ยินดีด้วย!\nคุณได้รับปีก Archnemesis แล้ว!","恭喜！\n你獲得背飾：強襲宿敵之翼！","","","","","","","","","","","","ArchnemesisWings"
123,46,38,[3327],0,"Congratulations!\nYou earned the Archnemesis Prismatic Character Effect!","Félicitations !\nVous avez remporté l'Effet de personnage prismatique Archnemesis !","Glückwunsch!\nDu hast die Mikrotransaktion 'Archnemesis-Prisma-Charaktereffekt' freigespielt!","Congratulations!\nYou earned the Archnemesis Prismatic Character Effect!","축하합니다!\n강적 분광 캐릭터 이펙트를 획득했습니다!","Parabéns!\n Você ganhou o Efeito Personagem Prismático Archnemesis!","Поздравляем!\nВы получили радужный эффект Возмездия для персонажа!","¡Felicitaciones!\n¡Has obtenido el Efecto de Archnemesis prismático para el personaje!","ยินดีด้วย!\nคุณได้รับเอฟเฟคตัวละครหลากธาตุ Archnemesis แล้ว!","恭喜！\n你獲得角色特效：強襲宿敵．三相！","","","","","","","","","","","","ArchnemesisElementalCharacterEffect"
124,46,19,[5074],3,"Congratulations! You earned the Archnemesis Totem!\nThe more challenges you complete, the bigger it gets!","Félicitations !\nVous avez remporté le Totem Archnemesis ! Plus vous réussirez de défis, plus il grandira !","Glückwunsch!\nDu hast das Archnemesis-Totem freigespielt!\nSchließe mehr Herausforderungen ab, um weitere Stufen zu erhalten!","Congratulations! You earned the Archnemesis Totem!\nThe more challenges you complete, the bigger it gets!","축하합니다! 강적 토템을 획득했습니다!\n도전과제를 완료할수록 더 큰 보상이 기다립니다!","Parabéns! Você ganhou o Totem Archnemesis!\nQuanto mais desafios você completar, mais ele cresce!","Поздравляем!\nВы получили часть тотема Возмездия!\nЗавершайте больше испытаний, чтобы получить оставшиеся части тотема!","¡Felicitaciones! ¡Has obtenido el Tótem de Archnemesis!\n¡Cuantos más desafíos completes, más grande será!","ยินดีด้วย! คุณได้รับเสาอนุสรณ์ Archnemesis แล้ว!\nยิ่งคุณผ่านภารกิจท้าทายมากเท่าไหร่ เสาอนุสรณ์ก็จะยิ่งสูงขึ้นเท่านั้น!","恭喜！你獲得宿敵圖騰！\n你完成越多挑戰，圖騰就越長！","","","","","","","","","","","","HideoutTotemPole26"
125,47,6,[3566],0,"Congratulations!\nYou earned the Ophidian Gloves!","Félicitations !\nVous avez remporté les Gants de l'Ophidien !","Glückwunsch!\nDu hast die Mikrotransaktion 'Schlangen-Handschuhe' freigespielt!","おめでとうございます！\nオフィディアングローブを獲得しました！","축하합니다!\n장충 장갑을 획득했습니다!","Parabéns!\nVocê recebeu as Luvas Ofídias!","Поздравляем!\nВы получили змеиные перчатки!","¡Felicitaciones!\n¡Has obtenido los Guantes de Ofidio!","ยินดีด้วย!\nคุณได้ครอบครองถุงมือ Ophidian แล้ว!","恭喜！\n你獲得手部外觀：巨蛇毒牙！","","","","","","","","","","","","OphidianGloves"
