"rownum","Id","Event","i32_24","i32_28","Goddess_CharacterTextAudioKeys","JackTheAxe_CharacterTextAudioKeys","bool_64","bool_65","[rid]_66","i32_82","i32_86","bool_90","[string]_91","rid_107","i32_123","i32_127","i32_131","i32_135"
240,"Skill_Barrage","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
241,"Skill_ElectrocutingArrow","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
242,"Skill_FrostEscape","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
243,"Skill_LightningArrow","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
244,"Skill_PoisonBurstPlant","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
245,"Skill_PoisonVinePlant","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
246,"Skill_RainOfArrows","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
247,"Skill_RipwireArrow","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
248,"Skill_RipwireArrowRemove","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
249,"Skill_SnipeFailure","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
250,"Skill_SnipersMark","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
251,"Skill_SnipeStart","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
252,"Skill_SnipeSuccess","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
253,"Skill_SnipeSuccessHit","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
254,"Skill_DetonatingArrow","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
255,"Skill_ElectrocutingArrowTrigger","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
256,"Skill_FreezingMark","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
257,"Skill_FreezingSalvo","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
258,"Skill_GasArrow","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
259,"Skill_GasArrowExplode","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
260,"Skill_IceShot","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
261,"Skill_LightningRod","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
262,"Skill_MagneticSalvo","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
263,"Skill_PlagueBearer","",0,20000,[],[],"",1,[0],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
264,"Skill_PlagueBearerActivate","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
265,"Skill_PoisonBurstArrow","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
266,"Skill_RhoaMountCombat","",0,20000,[],[],"",1,[0],267,0,"",[],"",-16843010,-16843010,1,100
267,"Skill_RhoaMountNoCombat","",0,20000,[],[],"",1,[0],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
268,"Skill_SpinShot","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
269,"Skill_StormcallArrow","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
270,"Skill_TornadoShot","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
271,"Skill_ToxicDomain","",0,20000,[],[],"",1,[0],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
272,"Skill_ToxicGrowth","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
273,"Skill_TrickShot","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
274,"Skill_VineArrow","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
275,"Skill_WindDancer","",0,20000,[],[],"",1,[0],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
276,"Skill_IceOrb","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
277,"Skill_IceOrbExplode","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
278,"Skill_TempestBell","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
279,"Skill_TempestBellReturn","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
280,"Skill_WindPalm","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
281,"Skill_WindPalmSuccess","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
282,"Skill_ChargingStrikeSuccess","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
283,"Skill_ExplosiveGrenade","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
284,"Skill_FlashGrenade","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
285,"Skill_ArmourPiercingShotBurst","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
286,"Skill_ArmourPiercingShotRapid","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
287,"Skill_ArmourPiercingShotPower","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
288,"Skill_FreezeShotBurst","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
289,"Skill_FreezeShotRapid","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
290,"Skill_FreezeShotPower","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
291,"Skill_FireShotBurst","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
292,"Skill_FireShotRapid","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
293,"Skill_FireShotPower","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
294,"Skill_ReloadRapidFire","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
295,"Skill_SummonCompanion","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
296,"Skill_OilDetonate","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
297,"Skill_EmpoweredGrenade","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
298,"Skill_PowerShotGeneric","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
299,"Skill_BurstShotGeneric","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
300,"Skill_RapidShotGeneric","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
301,"Skill_ArmourPiercing","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
302,"Skill_ArtilleryBallista","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
303,"Skill_ExplosiveShot","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
304,"Skill_FragmentationRounds","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
305,"Skill_FreezingCascade","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
306,"Skill_GasGrenade","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
307,"Skill_GlacialBolt","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
308,"Skill_GrenadeLauncher","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
309,"Skill_GrenadeExplode","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
310,"Skill_HighVelocityRounds","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
311,"Skill_IncendiaryCascade","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
312,"Skill_OilGrenade","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
313,"Skill_OilGrenadeIgnite","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
314,"Skill_Reload","",0,20000,[],[],"",1,[0],315,0,"",[],"",-16843010,-16843010,1,100
315,"Skill_ReloadNoCombat","",0,20000,[],[],"",1,[0],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
316,"Skill_RipwireBallista","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
317,"Skill_SeigeCascade","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
318,"Skill_ShardDespoiler","",0,20000,[],[],"",1,[0],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
319,"Skill_StormblastBurstShot","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
320,"Skill_StormblastCascade","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
321,"Skill_StormblastPowerShot","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
322,"Skill_StormblastRapidShot","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
323,"Skill_StormchargeShot","",0,20000,[],[],"",1,[0],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
324,"Skill_SuperheatedWeaponry","",0,20000,[],[],"",1,[0],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
325,"Skill_IceShards","",0,20000,[],[],"",1,[0],841,0,"",[],"",-16843010,-16843010,1,100
326,"WakeUpRiverbank",4669,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
327,"KillZombieRiverbank",2787,13000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,2,100
328,"PickUpSkillGem",4383,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
329,"SkillGemFirstUse",4384,1500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
330,"MillerSeenComment",2933,2200,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
331,"MillerAttackComment","",0,2700000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
332,"MillerKillComment",2934,3500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
333,"EnterClearfellFirstTime",2890,3000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
334,"EnterClearfellSeeRenly",4635,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
335,"CarrionCroneSongHeard","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,0,100
336,"CarrionCroneKilled","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,0,100
337,"MudBurrowComment",2892,2500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
338,"DevourerTail","",0,60000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
339,"DevourerSeenComment",2932,1000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
340,"DevourerKilledComment",2931,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
341,"OldForestComment","",4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
342,"SinTreeSeenComment",2942,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
343,"RedValeComment",2894,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
344,"RedValeSeeObeliskFirst",2950,1000,0,[],[],"","",[],-16843010,-16843010,"","[""""]","",-16843010,-16843010,1,100
345,"RedValeDefeatObeliskFirst","",2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
346,"RedValeAfterVoiceSecondObelisk","",4500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
347,"RedValeSeeLastObelisk",2952,1000,0,[],[],"","",[],-16843010,-16843010,"","[""""]","",-16843010,-16843010,1,100
348,"RedValeBossSlainComment",2944,4500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
349,"FindRenlysTools","",2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
350,"ForgeSpikesForTree",2949,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
351,"UseSpikesOnTree","",3000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
352,"MetHoodedOneComment","",200,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,2,100
353,"GrimTangleComment","",4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
354,"GoToGraveyardQuestGive",4701,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
355,"GraveyardVisited","",4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
356,"AfterLachlannIntro",2964,1500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
357,"ResponseToDravenOne","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,0,100
358,"ResponseToDravenOneAsiniaDead","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,0,100
359,"ResponseToDravenTwo","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,0,100
360,"ResponseToAsiniaOne","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,0,100
361,"ResponseToAsiniaOneDravenDead","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,0,100
362,"ResponseToAsiniaTwo","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,0,100
363,"HusbandSlainWifeAliveComment","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,0,100
364,"WifeSlainHusbandAliveComment","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,0,100
365,"CryptVisited",2897,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
366,"TombVisited",2898,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
367,"CryptBodyFound",2974,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
368,"CryptSecondBodyFound",2969,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
369,"HusbandSlainComment",2977,5000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
370,"WifeSlainComment",2972,5000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
371,"BitterGuyKillComment",2980,5000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
372,"BitterGuyQuestComplete",3129,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
373,"HuntingGroundEnter",2900,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
374,"RitualHuntingGroundComment",4630,1000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
375,"CrowbellSeenComment",4631,1000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
376,"CrowbellRunningComment","",1000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
377,"CrowbellEnragingComment","",800,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
378,"CrowbellSlainComment",2985,2500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
379,"CanopyVisitedComment",2901,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
380,"CanopyAfterFirstRitualFight",4632,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
381,"CanopyEnterBossArena",4633,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
382,"CanopyKillRitualBoss",2991,7500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
383,"CanopyQuestComplete","",2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
384,"VillageRoadComment",3580,3000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
385,"EinharMet",4525,200,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
386,"BurningVillageSeenComment",2903,3000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
387,"RenlysForgeSeenComment","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
388,"ExecutionerSeenComment","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
389,"ExecutionorSummonMenComment","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
390,"ExecutionerSlainComment",3148,3500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
391,"HangingPlaceSeenComment","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
392,"CourtyardEnterComment",2904,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
393,"EnterManorComment",2905,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
394,"CandlemassSeenComment","",200,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
395,"CandlemassSlainComment","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
396,"ManorSeenCountBelow",1972,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
397,"BeastEatsBodyComment","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
398,"IronCountRemoveHeadReply","",5000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
399,"IronCountMoonlightSkill","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
400,"IronCountTransformComment","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
401,"IronCountKilledComment","",5000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
402,"DenOfEvilComment","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
403,"DenOfEvilQuestComplete","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
404,"PickUpLuteNoQuest","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
405,"VillageQuestCompleteComment","",2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
406,"PickUpLute",2939,1000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
407,"LuteQuestCompleteComment",3123,1000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
408,"FinnPotionComment",2992,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
409,"MetRenlyComment",3051,200,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,2,100
410,"MetUnaComment",3052,200,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,2,100
411,"MetFinnComment",3050,200,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,2,100
412,"WitchHutFound",4725,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
413,"WitchBossKilled",4726,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
414,"BrambleBossSeen",4723,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
415,"BrambleBossKilled",4724,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
416,"GrimTangleRootsSeen",4719,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
417,"GrimTangleAfterUnaSings",4714,15800,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
418,"FungusBehemothBossSeen",4722,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
419,"FungusBehemothBossKilled",4663,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
420,"AfterLachlanFamilyFound","",2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
421,"VastiriOutskirtsVisited",4381,1000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
422,"GetHyenaQuest","",1000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
423,"SeeRathbreaker",4321,500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
424,"HyenaPackCharges",4322,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
425,"RathbreakerAndHyenasSlain",4323,1000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
426,"RatherbreakerSlain","",3000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
427,"BoardCartTownComment",2907,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
428,"QuarryVisited",2917,3000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
429,"FoundryVisited",2918,3000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
430,"FoundryReleaseRisuComment",3186,3000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
431,"AncientGatesLockedComment",3199,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
432,"GoToAsalaComment","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
433,"EnterTraitorsPassageComment","",21000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
434,"BalbalaDoorSeenComment","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
435,"BalbalaDoorSeenKnowing","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
436,"BalbalaSeenComment","",2500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
437,"BalbalaSeenNoQuest","",2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
438,"BalbalaSlainComment",3206,7000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
439,"BalbalaPickUpCoin",4327,0,2700000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
440,"BalbalaUseCoin",4328,0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
441,"TraitorsPassageAtWaypoint",4385,500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
442,"TraitorsPassageFeatureStairs",4386,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
443,"SlayTheTraitorComment","",4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
444,"EnterTheAncientGatesComment",2909,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
445,"AncientGatesFirstMechanism",3697,5500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
446,"AncientGatesLimSlain",4526,6000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
447,"PerennialKingSummonsTotems","",1000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
448,"PerennialKingRunsAwayComment","",7000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
449,"SandstormSeenComment","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
450,"CartTownAfterAncientGates",4388,5000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
451,"EnterKeth",3212,1000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
452,"KethKabalaBossSeen",4392,3500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
453,"KethKabalaBossSummonSnakeSkill",4393,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
454,"KethKabalaBossSlain",4394,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
455,"EnterKethLowerDistrict",3213,3500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
456,"KethLowerDistrictBossSeen",4390,500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
457,"KethLowerDistrictBossSummonFirst","",3000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
458,"KethLowerDistrictBossSlain",4634,2500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
459,"EnterKethSanctum",3586,3000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
460,"KethSanctumTerracottaRoomCenter",4395,1500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
461,"EnterHeartOfKeth","",1500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
462,"KethSeeWaterGoddess",50,1000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
463,"WaterGoddessDirectToFire","",500,60000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
464,"WaterGoddessKilled",52,12000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
465,"WaterGoddessEssencePickUp",4336,500,2700000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
466,"EnterMastodonBadlands",2911,4000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
467,"BadlandsSeeCultistRitual",4396,1000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
468,"BadlandsAfterSkeletonSummoned",4397,0,0,[],[],"","",[],469,0,"",[],"",-16843010,-16843010,1,100
469,"BadlandsAfterSkeletonSummonedNoCombat","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
470,"EnterBonePits",2912,3000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
471,"BonePitsBossRitualSeen",4527,2500,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
