"rownum","Id","i32","WorldAreasKeys","i32","i32","BossMonsterSpawnChance","BossMonsterCount","BossMonster_MonsterVarietiesKeys","bool","[i32]","[string]","TagsKeys","MinLevel","MaxLevel","WorldAreas2","i32","PackFormation","i32","bool","[rid]","bool","bool","bool","bool","[string]","rid"
627,"1_1_6-bosspack",0,[13],5,6,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
628,"1_1_7_1-bosspack",0,[14],5,8,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
629,"1_1_7_2-bosspack",0,[15],5,8,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
630,"1_1_7_2-sawbonesskeletons",0,[15],6,8,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],31
631,"1_1_8-goatmanshamanbosspack",0,[16],4,4,100,1,[282],1,[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
632,"1_1_8-houndbosspack",0,[16],3,6,100,1,[341],1,[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
633,"1_1_11_1-bosspack",12,[19],4,6,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
634,"1_1_11_2-bosspack",12,[20],6,8,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
635,"1_1_11_2-merveilstatues",2,[20],1,1,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
636,"1_2_2a-bosspack",0,[24],8,14,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
637,"1_2_3-mossmonsteremerge",0,[25],1,1,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],"","","",1,[],102
638,"1_2_3-bosspack",0,[25],4,6,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
639,"1_2_3-bandits",0,[25],2,10,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],84
640,"1_2_3-beast",0,[25],1,3,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],71
641,"1_2_4-bandits",0,[30],2,8,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],84
642,"1_2_5_1-bosspack",0,[26],6,10,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
643,"1_2_6_1-bosspack",0,[28],6,10,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
644,"1_2_6_2-bosspack",0,[29],8,12,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
645,"1_2_8-bosspack",0,[32],3,5,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
646,"1_2_7-bandits",0,[31],2,10,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],68
647,"1_2_8-snakeboss",0,[32],4,4,100,1,[908],1,[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
648,"1_2_7-bosspack",0,[31],6,10,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
649,"1_2_7-banditbowboss",0,[31],4,4,100,1,[13],1,[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
650,"1_2_9-spiders",0,[33],6,10,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],119
651,"1_2_9-axis1",0,[33],8,10,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
652,"1_2_11_1-bosspack",0,[35],6,10,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
653,"1_2_12-bandits",0,[36],2,10,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],103
654,"1_2_15-bosspack",0,[40],4,6,100,1,[1016],1,[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
655,"1_3_1-axisguards",0,[42],6,6,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
656,"1_3_3_1-bosspack",2,[44],0,0,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
657,"1_3_7-axisbosspack",0,[47],6,8,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
658,"1_3_7-infightpackribbons",0,[47],6,8,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
659,"1_3_7-infightpackaxis",0,[47],6,8,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
660,"1_3_8_1-bosspack1",0,[48],5,7,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
661,"1_3_8_1-bosspack2",0,[48],5,7,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
662,"1_3_8_2-waterelementals1",0,[49],2,5,0,0,[],"",[0],"[""TempleWaterBottom""]",[],0,100,[],0,"",0,"",[],1,"","",1,[],220
663,"1_3_8_2-bosspack",0,[49],3,3,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
664,"1_3_8_2-bosspack2",0,[49],3,3,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
665,"1_3_9-flamebearerbosspack",0,[50],4,4,100,1,[1600],1,[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
666,"1_3_10_0-frogbosspack",0,[51],4,4,100,1,[1494],1,[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
667,"1_3_14_1-bosspack1",0,[53],7,7,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
668,"1_3_14_1-bosspack2",0,[53],3,3,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
669,"1_3_14_2-bosspack",0,[54],4,6,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
670,"1_3_15-bosspack",0,[55],2,4,100,1,[1690],1,[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
671,"1_3_17_2-bosspack",7,[57],0,0,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
672,"1_3_18_1-bosspack",0,[58],6,8,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
673,"1_3_18_2-bosspack",0,[59],4,4,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
674,"1_3_18_2-bosspacktower",3,[59],0,0,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
675,"1_3_18_2-dominusportal",7,[59],0,0,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
676,"1_4_2-bosspack",0,[62],6,8,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
677,"1_4_2-vollpack",0,[62],4,6,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],263
678,"1_4_5_1-pitpack",1,[68],0,0,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],229
679,"1_4_3_1-bosspack",0,[63],6,8,100,1,[4017],1,[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
680,"1_4_3_1-minerhammerbosspack",0,[64],4,6,100,1,[4032],1,[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
681,"1_4_3_3-minerlanternbosspack",0,[64],2,4,100,1,[4053],1,[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
682,"1_4_3_2-minehandfingerbosspack",0,[65],1,2,100,1,[4062],1,[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
683,"1_4_5_1-pitbullpitfight",1,[68],0,0,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],"","","",1,[],256
684,"1_4_5_1-cockerelpitfight",1,[68],0,0,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],"","","",1,[],229
685,"1_4_5_1-cockerelbowpitfight",3,[68],0,0,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],230
686,"1_4_6_3-malachaiflayedpack",0,[72],1,1,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],"","","",1,[],""
687,"1_5_1-karuislaves",0,[74],4,6,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
688,"1_5_2-karuirebels",0,[76],2,6,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
689,"1_5_3-KaruiRevolt",0,[77],3,5,100,2,"[5466,5468]","",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
690,"1_5_3-TemplarElite",9,[77],2,10,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],292
691,"2_6_6-corpsewheels",1,[91],4,5,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],55
692,"2_6_9-blackguardzombie",0,[95],8,12,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
693,"2_6_9-cauldronzombie",0,[95],8,10,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
694,"2_6_9-arakaalispiders",0,[95],8,10,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],194
695,"2_6_14-bowskeleton",8,[100],8,8,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],32
696,"2_7_5_2-plagueretchzombies",0,[108],5,8,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],90
697,"2_7_5_2-blackguardzombies",0,[108],5,8,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
698,"2_8_3-bosspack",8,[122],0,0,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
699,"2_8_5-bosspack",0,[124],6,10,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
700,"2_8_6-bosspack",2,[125],6,10,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
701,"2_8_8-boatpack",0,[128],6,8,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],165
702,"2_8_8-boatpack2",1,[128],4,7,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],174
703,"2_8_10-bosspack",0,[130],6,10,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
704,"2_8_10-solarispack1",0,[130],6,10,100,1,"[1537,1534]","",[0],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],211
705,"2_8_10-solarispack2",0,[130],6,10,100,1,[1896],"",[0],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],386
706,"2_8_13-ribbonfight",8,[134],8,8,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
707,"2_8_13-ribbonfight_lightning",7,[134],7,7,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
708,"2_8_13-ribbonfight_fire",7,[134],7,7,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
709,"2_8_13-lunaris_axis",6,[134],6,6,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],368
710,"2_8_13-solaris_axis",6,[134],6,6,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],384
711,"2_9_5-voll_camp",1,[140],6,8,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],38
712,"2_9_5-bosspack",0,[140],4,6,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
713,"2_9_4-camppack",0,[139],3,4,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],409
714,"2_9_6-voll_camp",1,[141],6,8,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],395
715,"2_9_10_1-bonewarped",0,[145],6,8,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
716,"bellyskeletonspawnpack",0,[72],1,1,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],"","","",1,[],""
717,"kaomwarriorpack",0,[67],4,4,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
718,"chaos-dominusportal",5,[166],0,0,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],200
719,"chaos-dominusportal2",8,[166],0,0,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],200
720,"palace-bosspacktower",3,[59],0,0,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
721,"chaos-ghouls",0,[166],5,7,0,0,[],"",[100],[],"[62,63,64,65,66,67,69]",0,100,[],0,"",0,"",[],1,"","",1,[],537
722,"chaos-cellcrawlers",0,[166],5,8,0,0,[],"",[100],[],"[63,64,65,67,69]",0,100,[],0,"",0,"",[],1,"","",1,[],538
723,"chaos-bandits",0,[166],3,9,0,0,[],"",[100],[],"[62,64,65,66,67]",0,100,[],0,"",0,"",[],1,"","",1,[],539
724,"chaos-bandits2",0,[166],3,9,0,0,[],"",[100],[],"[62,64,65,66,67]",0,100,[],0,"",0,"",[],1,"","",1,[],540
725,"chaos-bandits3",0,[166],3,9,0,0,[],"",[100],[],"[62,64,65,66,67]",0,100,[],0,"",0,"",[],1,"","",1,[],541
726,"chaos-bandits4",0,[166],4,9,0,0,[],"",[100],[],"[62,64,65,66,67]",0,100,[],0,"",0,"",[],1,"","",1,[],542
727,"chaos-bandits5",0,[166],5,11,0,0,[],"",[100],[],"[62,64,65,66,67]",0,100,[],0,"",0,"",[],1,"","",1,[],543
728,"chaos-bandits6",0,[166],4,9,0,0,[],"",[100],[],"[62,64,65,66,67]",0,100,[],0,"",0,"",[],1,"","",1,[],544
729,"chaos-bandits7",0,[166],4,8,0,0,[],"",[100],[],"[62,64,65,66,67]",0,100,[],0,"",0,"",[],1,"","",1,[],545
730,"chaos-bandits8",0,[166],4,8,0,0,[],"",[100],[],"[62,64,65,66,67]",0,100,[],0,"",0,"",[],1,"","",1,[],546
731,"chaos-beasts1",0,[166],3,6,0,0,[],"",[100],[],"[62,64,65,67]",0,100,[],0,"",0,"",[],1,"","",1,[],547
732,"chaos-beasts2",0,[166],3,6,0,0,[],"",[100],[],"[62,64,65,67]",0,100,[],0,"",0,"",[],1,"","",1,[],549
733,"chaos-beasts3",0,[166],4,10,0,0,[],"",[100],[],"[62,64,65,67]",0,100,[],0,"",0,"",[],1,"","",1,[],550
734,"chaos-beasts4",0,[166],4,10,0,0,[],"",[100],[],"[62,64,65,67]",0,100,[],0,"",0,"",[],1,"","",1,[],551
735,"chaos-beasts5",0,[166],3,11,0,0,[],"",[100],[],"[62,64,65,67]",0,100,[],0,"",0,"",[],1,"","",1,[],552
736,"chaos-beasts-parasite6",0,[166],3,6,0,0,[],"",[100],[],"[62,64,65,67]",0,100,[],0,"",0,"",[],1,"","",1,[],553
737,"chaos-animals",0,[166],3,11,0,0,[],"",[100],[],"[62,64,65,67]",0,100,[],0,"",0,"",[],1,"","",1,[],554
738,"chaos-beasts6",0,[166],2,6,0,0,[],"",[100],[],"[62,64,65,67]",0,100,[],0,"",0,"",[],1,"","",1,[],555
739,"chaos-fragments-emanant1",0,[166],2,7,0,0,[],"",[100],[],"[63,64,68,69]",0,100,[],0,"",0,"",[],1,"","",1,[],556
740,"chaos-ghosts1",0,[166],2,10,0,0,[],"",[100],[],"[62,63,64,66,69]",0,100,[],0,"",0,"",[],1,"","",1,[],557
741,"chaos-ghosts2",0,[166],3,10,100,1,[161],"",[100],[],"[62,63,64,66,69]",0,100,[],100,"",0,"",[],1,"","",1,[],558
742,"chaos-ghosts3",0,[166],3,9,100,1,[161],"",[100],[],"[62,63,64,66,69]",0,100,[],100,"",0,"",[],1,"","",1,[],559
743,"chaos-ghosts4",0,[166],3,10,0,0,[],"",[100],[],"[62,63,64,66,69]",0,100,[],0,"",0,"",[],1,"","",1,[],560
744,"chaos-animals2",0,[166],4,10,100,1,[262],"",[100],[],"[62,64,65,67]",0,100,[],100,"",0,"",[],1,"","",1,[],561
745,"chaos-goatmen2",0,[166],4,10,100,1,[276],"",[100],[],"[62,64,65,67]",0,100,[],100,"",0,"",[],1,"","",1,[],562
746,"chaos-goatmen3",0,[166],4,11,0,0,[],"",[100],[],"[62,64,65,67]",0,100,[],0,"",0,"",[],1,"","",1,[],563
747,"chaos-goatmen4",0,[166],4,10,0,0,[],"",[100],[],"[62,64,65,67]",0,100,[],0,"",0,"",[],1,"","",1,[],564
748,"chaos-goatmen5",0,[166],4,10,0,0,[],"",[100],[],"[62,64,65,67]",0,100,[],0,"",0,"",[],1,"","",1,[],565
749,"chaos-goatmen6",0,[166],4,10,0,0,[],"",[100],[],"[62,64,65,67]",0,100,[],0,"",0,"",[],1,"","",1,[],566
750,"chaos-goatmen7",0,[166],4,10,0,0,[],"",[100],[],"[62,64,65,67]",0,100,[],0,"",0,"",[],1,"","",1,[],567
751,"chaos-lion1",0,[166],5,8,0,0,[],"",[100],[],"[62,64,65,67,69]",0,100,[],0,"",0,"",[],1,"","",1,[],568
752,"chaos-lion2",0,[166],5,8,0,0,[],"",[100],[],"[62,64,65,67,69]",0,100,[],0,"",0,"",[],1,"","",1,[],569
753,"chaos-icehellions1",0,[166],5,8,100,1,[333],"",[100],[],"[64,65,67,69]",0,100,[],100,"",0,"",[],1,"","",1,[],570
754,"chaos-hellions-parasite1",0,[166],4,9,0,0,[],"",[100],[],"[62,64,65,67,69]",0,100,[],0,"",0,"",[],1,"","",1,[],571
755,"chaos-animals4",0,[166],5,8,0,0,[],"",[100],[],"[62,64,65,67,69]",0,100,[],0,"",0,"",[],1,"","",1,[],572
756,"chaos-monkeys1",0,[166],4,16,0,0,[],"",[100],[],"[64,65]",0,100,[],0,"",0,"",[],1,"","",1,[],573
757,"chaos-monkeys2",0,[166],4,16,0,0,[],"",[100],[],"[64,65]",0,100,[],0,"",0,"",[],1,"","",1,[],574
758,"chaos-monkeys3",0,[166],4,16,0,0,[],"",[100],[],"[64,65]",0,100,[],0,"",0,"",[],1,"","",1,[],575
759,"chaos-monkeys4",0,[166],3,14,100,1,[362],"",[100],[],"[64,65]",0,100,[],100,"",0,"",[],1,"","",1,[],576
760,"chaos-monkeys5",0,[166],3,14,100,1,[366],"",[100],[],"[64,65]",0,100,[],100,"",0,"",[],1,"","",1,[],577
761,"chaos-monkeys-parasite6",0,[166],2,10,100,1,[374],"",[100],[],"[64,65]",0,100,[],100,"",0,"",[],1,"","",1,[],578
762,"chaos-mossmonsters1",0,[166],3,6,0,0,[],"",[100],[],"[62,64,65,67,69]",0,100,[],0,"",0,"",[],1,"","",1,[],579
763,"chaos-mossmonsters2",0,[166],3,6,0,0,[],"",[100],[],"[62,64,65,67,69]",0,100,[],0,"",0,"",[],1,"","",1,[],580
764,"chaos-mossmonsters3",0,[166],3,6,0,0,[],"",[100],[],"[62,64,65,67,69]",0,100,[],0,"",0,"",[],1,"","",1,[],581
765,"chaos-mossmonsters4",0,[166],3,6,0,0,[],"",[100],[],"[62,64,65,67,69]",0,100,[],0,"",0,"",[],1,"","",1,[],582
766,"chaos-necros1",0,[166],3,7,0,0,[1613],"",[100],[],"[62,63,64,66,69]",0,100,[],0,"",0,"",[],1,"","",1,[],583
767,"chaos-necros2",0,[166],3,7,0,0,[418],"",[100],[],"[62,63,64,66,69]",0,100,[],0,"",0,"",[],1,"","",1,[],584
768,"chaos-necros3",0,[166],4,8,0,0,[413],"",[100],[],"[62,63,64,66,69]",0,100,[],0,"",0,"",[],1,"","",1,[],585
769,"chaos-necros4",0,[166],3,7,0,0,[418],"",[100],[],"[62,63,64,66,69]",0,100,[],0,"",0,"",[],1,"","",1,[],586
770,"chaos-necros5",0,[166],4,9,0,0,[407],"",[100],[],"[62,63,64,66,69]",0,100,[],0,"",0,"",[],1,"","",1,[],587
771,"chaos-necros6",0,[166],3,5,0,0,[416],"",[100],[],"[62,63,64,66,69]",0,100,[],0,"",0,"",[],1,"","",1,[],588
772,"chaos-necros7",0,[166],4,6,0,0,[1619],"",[100],[],"[62,63,64,66,69]",0,100,[],0,"",0,"",[],1,"","",1,[],589
773,"chaos-animals5",0,[166],3,8,0,0,[],"",[100],[],"[62,64,65,66,67]",0,100,[],0,"",0,"",[],1,"","",1,[],590
774,"chaos-rhoas2",0,[166],3,10,0,0,[],"",[100],[],"[62,64,65,66,67]",0,100,[],0,"",0,"",[],1,"","",1,[],591
775,"chaos-rhoas-aridlake1",0,[166],3,8,0,0,[],"",[0],[],"[62,64,65,66,67]",0,100,[],0,"",0,"",[],1,"","",1,[],10
776,"chaos-bonerhoas-bog1",0,[166],3,8,0,0,[],"",[0],[],"[62,64,65,66,67]",0,100,[],0,"",0,"",[],1,"","",1,[],20
777,"chaos-rhoas3",0,[166],3,9,0,0,[],"",[0],[],"[62,64,65,66,67]",0,100,[],0,"",0,"",[],1,"","",1,[],592
778,"chaos-rhoas4",0,[166],3,6,0,0,[],"",[100],[],"[62,64,65,66,67]",0,100,[],0,"",0,"",[],1,"","",1,[],593
779,"chaos-rhoas-skeletons5",0,[166],3,6,0,0,[],"",[100],[],"[62,66,67]",0,100,[],0,"",0,"",[],1,"","",1,[],594
780,"chaos-rhoas-parasite6",0,[166],4,9,0,0,[],"",[100],[],"[62,66,67]",0,100,[],0,"",0,"",[],1,"","",1,[],595
781,"chaos-sandspitters-emanant1",0,[166],3,10,0,0,[],"",[100],[],"[62,64,66,67]",0,100,[],0,"",0,"",[],1,"","",1,[],596
782,"chaos-sandspitters-emanant2",0,[166],3,10,0,0,[],"",[100],[],"[62,64,66,67]",0,100,[],0,"",0,"",[],1,"","",1,[],597
783,"chaos-sandspitters-emanant3",0,[166],3,10,0,0,[],"",[100],[],"[62,64,66,67]",0,100,[],0,"",0,"",[],1,"","",1,[],598
784,"chaos-cannibals1",0,[166],3,10,100,1,[2813],"",[100],[],"[62,64,65,66,67,69]",0,100,[],100,"",0,"",[],1,"","",1,[],599
785,"chaos-cannibals2",0,[166],3,10,0,0,[],"",[0],[],"[62,64,65,66,67,69]",0,100,[],0,"",0,"",[],1,"","",1,[],600
786,"chaos-humanoids1",0,[166],3,10,0,0,[],"",[100],[],"[62,64,65,66,67,69]",0,100,[],0,"",0,"",[],1,"","",1,[],601
787,"chaos-cannibalfire",0,[166],2,2,0,0,[],"",[0],[],"[62,64,65,66,67,69]",0,100,[],0,"",0,"",[],1,"","",1,[],9
788,"chaos-seawitches-slithering-emanant1",0,[166],3,8,0,0,[],"",[100],[],"[62,64,66]",0,100,[],0,"",0,"",[],1,"","",1,[],602
789,"chaos-seawitches-slithering2",0,[166],3,8,0,0,[],"",[100],[],"[62,64,66]",0,100,[],0,"",0,"",[],1,"","",1,[],603
790,"chaos-seawitches-slithering3",0,[166],5,13,100,1,[508],"",[100],[],"[62,64,66]",0,100,[],100,"",0,"",[],1,"","",1,[],604
791,"chaos-seawitches-slithering4",0,[166],5,13,100,1,[501],"",[100],[],"[62,64,66]",0,100,[],100,"",0,"",[],1,"","",1,[],605
792,"chaos-seawitches-slithering5",0,[166],3,8,0,0,[],"",[100],[],"[62,64,66]",0,100,[],0,"",0,"",[],1,"","",1,[],606
793,"chaos-seawitches-slithering6",0,[166],3,8,0,0,[],"",[100],[],"[62,64,66]",0,100,[],0,"",0,"",[],1,"","",1,[],607
794,"chaos-shieldcrabs1",0,[166],4,9,0,0,[],"",[100],[],"[62,64,66]",0,100,[],0,"",0,"",[],1,"","",1,[],608
795,"chaos-shieldcrabs2",0,[166],4,9,0,0,[],"",[100],[],"[62,64,66]",0,100,[],0,"",0,"",[],1,"","",1,[],609
796,"chaos-shieldcrabs3",0,[166],4,9,0,0,[],"",[100],[],"[62,64,66]",0,100,[],0,"",0,"",[],1,"","",1,[],610
797,"chaos-shieldcrabs4",0,[166],4,9,0,0,[],"",[100],[],"[62,64,66]",0,100,[],0,"",0,"",[],1,"","",1,[],611
798,"chaos-shieldcrabs-parasite5",0,[166],4,9,0,0,[],"",[100],[],"[62,64,66]",0,100,[],0,"",0,"",[],1,"","",1,[],612
799,"chaos-shieldcrabs-bleached6",0,[166],5,9,0,0,[],"",[100],[],"[62,64,66]",0,100,[],0,"",0,"",[],1,"","",1,[],613
800,"chaos-skeletons1",0,[166],3,9,100,1,[5897],"",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],614
801,"chaos-skeletons2",0,[166],3,8,35,1,"[1045,1031,1030,1032,1029]","",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],615
802,"chaos-skeletons3",0,[166],3,9,35,1,"[1045,1031,1030,1032,1029]","",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],616
803,"chaos-skeletons4",0,[166],3,8,35,1,"[1045,1031,1030,1032,1029]","",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],617
804,"chaos-skeletons5",0,[166],3,9,35,1,"[1045,1031,1030,1032,1029]","",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],618
805,"chaos-skeletons6",0,[166],3,8,35,1,"[1045,1031,1030,1032,1029]","",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],619
806,"chaos-skeletons-emanant7",0,[166],3,8,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],621
807,"chaos-skeletons8",1,[166],3,9,35,1,"[1045,1031,1030,1032,1029]","",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],622
808,"chaos-skeletons9",0,[166],3,8,35,1,"[1045,1031,1030,1032,1029]","",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],623
809,"chaos-skeletons10",0,[166],3,8,35,1,"[1045,1031,1030,1032,1029]","",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],624
810,"chaos-skeletons11",0,[166],3,8,35,1,"[1045,1031,1030,1032,1029]","",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],625
811,"chaos-skeletons12",0,[166],4,9,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],626
812,"chaos-skeletons13",0,[166],4,9,100,1,[6016],"",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],627
813,"chaos-skeletons14",1,[166],3,7,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],628
814,"chaos-skeletons15",0,[166],4,8,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],629
815,"chaos-skeletons16",0,[166],3,7,0,0,[5363],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],630
816,"chaos-skeletons16_2",0,[166],5,9,0,0,[],"",[0],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],631
817,"chaos-skeletons17",1,[166],3,7,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],632
818,"chaos-skeletons18",0,[166],5,9,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],633
819,"chaos-skeletons19",0,[166],5,9,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],634
820,"chaos-skeletons20",0,[166],5,9,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],635
821,"chaos-skeletons21",0,[166],4,9,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],636
