"rownum","Id","MonsterTypesKey","i32","ObjectSize","MinimumAttackDistance","MaximumAttackDistance","ACTFiles","AOFiles","BaseMonsterTypeIndex","ModsKeys","i32","string","string","ModelSizeMultiplier","i32","i32","i32","i32","i32","TagsKeys","ExperienceMultiplier","[i32]","i32","i32","i32","CriticalStrikeChance","i32","GrantedEffectsKeys","AISFile","ModsKeys2","Stance","rid","Name","DamageMultiplier","LifeMultiplier","AttackSpeed","Weapon1_ItemVisualIdentityKeys","Weapon2_ItemVisualIdentityKeys","Back_ItemVisualIdentityKey","MainHand_ItemClassesKey","OffHand_ItemClassesKey","Helmet_ItemVisualIdentityKey","i32","KillSpecificMonsterCount_AchievementItemsKeys","Special_ModsKeys","KillRare_AchievementItemsKeys","bool","i32","i32","i32","i32","i32","i32","i32","bool","string","KillWhileOnslaughtIsActive_AchievementItemsKey","MonsterSegmentsKey","MonsterArmoursKey","KillWhileTalismanIsActive_AchievementItemsKey","Part1_ModsKeys","Part2_ModsKeys","Endgame_ModsKeys","rid","i32","i32","[rid]","[rid]","i32","SinkAnimation_AOFile","bool","[rid]","bool","bool","bool","i32","i32","f32","i32","EPKFile","i32","MonsterConditionalEffectPacksKey","bool","bool","i32","bool","i32","i32","i32","i32","i32","i32","AddonMonsterTypeIndex","i32","i32","i32","i32","i32","bool"
884,"Metadata/Monsters/Skeletons/Scarecrow/ScarecrowFarmerSkeletonMeleeScytheExpedition",122,22,3,6,10,"[""Metadata/Monsters/Skeletons/Scarecrow/ScarecrowScythe.act""]","[""Metadata/Monsters/Skeletons/Scarecrow/ExpeditionScarecrow01.ao"",""Metadata/Monsters/Skeletons/Scarecrow/ExpeditionScarecrow02.ao"",""Metadata/Monsters/Skeletons/Scarecrow/ExpeditionScarecrow03.ao"",""Metadata/Monsters/Skeletons/Scarecrow/ExpeditionScarecrow04.ao"",""Metadata/Monsters/Skeletons/Scarecrow/ExpeditionScarecrow05.ao"",""Metadata/Monsters/Skeletons/Scarecrow/ExpeditionScarecrow06.ao""]","Metadata/Monsters/Skeletons/Scarecrow/Scarecrow","[6213,13157]",1,"","",100,3,6,2,8,0,"[813,122,781,776,764,30,31,765,51,820,802,73]",100,[],105,105,700,500,0,[382],"Metadata/Monsters/Skeletons/SkeletonMelee.ais",[],"",8,"Scarecrow",225,70,1335,[11748],[],"",17,"","",0,[],[9899],[],"",1,4,100,0,0,2,49419,"","","","","","",[],[],[],"",200,0,[],[],10,"Metadata/Effects/Spells/monsters_effects/League_Delve/general/monster_sink/sinking_med.ao","",[],"",1,1,-5,5,5,70,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
885,"Metadata/Monsters/Skeletons/Scarecrow/ScarecrowFarmerSkeletonMeleeSickleExpedition",121,24,3,6,9,"[""Metadata/Monsters/Skeletons/Scarecrow/ScarecrowSickle.act""]","[""Metadata/Monsters/Skeletons/Scarecrow/ExpeditionScarecrow01.ao"",""Metadata/Monsters/Skeletons/Scarecrow/ExpeditionScarecrow02.ao"",""Metadata/Monsters/Skeletons/Scarecrow/ExpeditionScarecrow03.ao"",""Metadata/Monsters/Skeletons/Scarecrow/ExpeditionScarecrow04.ao"",""Metadata/Monsters/Skeletons/Scarecrow/ExpeditionScarecrow05.ao"",""Metadata/Monsters/Skeletons/Scarecrow/ExpeditionScarecrow06.ao""]","Metadata/Monsters/Skeletons/Scarecrow/ScarecrowNeverPause","[6213,13157]",1,"","",100,3,6,2,8,0,"[813,122,777,774,764,30,31,765,51,820,802,73]",80,[],105,105,700,500,0,[382],"Metadata/Monsters/Skeletons/SkeletonMelee.ais",[],"",8,"Scarecrow",101,68,1065,[11749],[],"",9,"","",0,[],[9899],[],"",1,4,100,0,0,2,11404,"","","","","","",[],[],[],"",200,0,[],[],10,"Metadata/Effects/Spells/monsters_effects/League_Delve/general/monster_sink/sinking_med.ao","",[],"",1,1,-5,5,5,68,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
886,"Metadata/Monsters/Skeletons/Scarecrow/ScarecrowFarmerSkeletonMeleeSickleDualExpedition",121,24,3,6,9,"[""Metadata/Monsters/Skeletons/Scarecrow/ScarecrowSickleDual.act""]","[""Metadata/Monsters/Skeletons/Scarecrow/ExpeditionScarecrow01.ao"",""Metadata/Monsters/Skeletons/Scarecrow/ExpeditionScarecrow02.ao"",""Metadata/Monsters/Skeletons/Scarecrow/ExpeditionScarecrow03.ao"",""Metadata/Monsters/Skeletons/Scarecrow/ExpeditionScarecrow04.ao"",""Metadata/Monsters/Skeletons/Scarecrow/ExpeditionScarecrow05.ao"",""Metadata/Monsters/Skeletons/Scarecrow/ExpeditionScarecrow06.ao""]","Metadata/Monsters/Skeletons/Scarecrow/ScarecrowNeverPause","[6213,13157]",1,"","",100,3,6,2,8,0,"[813,122,775,777,774,764,30,31,765,51,820,802,73]",80,[],105,105,700,500,0,[382],"Metadata/Monsters/Skeletons/SkeletonMelee.ais",[],"",8,"Scarecrow",101,68,1065,[11749],[11749],"",9,9,"",0,[],[9899],[],"",1,4,100,0,0,2,56306,"","","","","","",[],[],[],"",200,0,[],[],10,"Metadata/Effects/Spells/monsters_effects/League_Delve/general/monster_sink/sinking_med.ao","",[],"",1,1,-5,5,5,68,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
887,"Metadata/Monsters/Skeletons/Scarecrow/ScarecrowPitchforkBoss",124,11,3,6,9,"[""Metadata/Monsters/Skeletons/Scarecrow/ScarecrowEffigyOfFear.act""]","[""Metadata/Monsters/Skeletons/Scarecrow/Scarecrow.ao""]","Metadata/Monsters/Skeletons/Scarecrow/ScarecrowBoss",[],1,"","",130,3,6,4,8,0,"[813,122,34,781,776,796,764,30,31,765,822,32,51,772,73,801]",200,[],105,105,700,500,0,"[390,3049,3050,2639]","Metadata/Monsters/Skeletons/ScarecrowBoss.ais",[],"",8,"Effigy of Fear",150,400,1605,[11745],[],"",17,"","",0,[8002],[],[],"",1,6,100,0,0,100,15127,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,400,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
888,"Metadata/Monsters/Daemon/SummonRavenDaemon",1130,8,3,6,6,"[""Metadata/Monsters/Daemon/Daemon.act""]","[""Metadata/Monsters/Daemon/Daemon.ao""]","Metadata/Monsters/Daemon/Daemon",[],1,"","",100,1,9,6,9,0,"[792,814,818,791,830,801]",100,[],105,105,700,500,0,[3275],"Metadata/Monsters/NoAi.ais",[],"",10,"Daemon",100,100,1000,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,23812,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,100,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
889,"Metadata/Monsters/Daemon/SummonRavenDaemonChampion",1130,8,3,6,6,"[""Metadata/Monsters/Daemon/Daemon.act""]","[""Metadata/Monsters/Daemon/Daemon.ao""]","Metadata/Monsters/Daemon/Daemon",[],1,"","",100,1,9,6,9,0,"[792,814,818,791,830,801]",100,[],105,105,700,500,0,[3275],"Metadata/Monsters/NoAi.ais",[],"",10,"Daemon",100,100,1000,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,5431,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,100,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
890,"Metadata/Monsters/Snake/SnakeBossAncientPyramid",749,30,3,6,8,"[""Metadata/Monsters/Snake/Snake.act""]","[""Metadata/Monsters/Snake/Snake2/Snake2.ao""]","Metadata/Monsters/Snake/SnakeRangedBoss",[4574],1,"","",100,2,6,6,2,0,"[72,74,792,787,774,807,803,764,31,765,118,50]",150,[],105,105,700,500,0,"[390,1529]","Metadata/Monsters/Snake/HybridSnake.ais","[6105,6120]","",1,"Slitherskin",120,96,1095,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,12831,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-10,10,0,96,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
891,"Metadata/Monsters/Snake/SnakeBossRiverCrossings",734,30,3,6,8,"[""Metadata/Monsters/Snake/Snake.act""]","[""Metadata/Monsters/Snake/Snake1/Snake1.ao""]","Metadata/Monsters/Snake/Snake",[4574],1,"","",100,2,6,6,2,0,"[72,792,787,774,807,803,764,31,765,32,118,50]",125,[],105,105,700,500,0,"[382,1529]","Metadata/Monsters/Snake/HybridSnake.ais","[6105,6120]","",1,"Brush Viper",100,94,1095,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,38269,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-10,10,0,94,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
892,"Metadata/Monsters/Snake/SnakeFlame",734,30,3,6,8,"[""Metadata/Monsters/Snake/SnakeFire.act""]","[""Metadata/Monsters/Snake/Snake1/Snake1.ao""]","Metadata/Monsters/Snake/SnakeRanged",[4574],1,"","",100,2,6,6,2,0,"[72,34,792,766,787,774,807,803,764,31,765,32,118,50]",125,[],105,105,700,500,0,"[382,2221]","Metadata/Monsters/Snake/SnakeFire.ais","[6105,6120]","",1,"Night Adder",100,94,1095,[],[],"","","","",0,[],[],[644],1,1,6,100,0,0,100,11870,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-10,10,0,94,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
893,"Metadata/Monsters/Snake/SnakeFlameParasite",735,30,3,6,8,"[""Metadata/Monsters/Snake/SnakeFire.act""]","[""Metadata/Monsters/Snake/SnakeParasite/SnakeParasite.ao""]","Metadata/Monsters/Snake/Snake",[4574],1,"","",100,2,6,6,2,0,"[72,34,792,766,787,774,807,803,764,31,765,32,118,50]",125,[],105,105,700,500,0,"[382,2221]","Metadata/Monsters/Snake/SnakeFire.ais","[6105,6120]","",1,"Host Adder",100,94,1095,[],[],"","","","",0,[],[],[],1,1,4,62,0,0,100,41604,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-10,10,0,94,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
894,"Metadata/Monsters/Snake/SnakeFlameParasiteOnDeath",735,30,3,6,8,"[""Metadata/Monsters/Snake/SnakeFire.act""]","[""Metadata/Monsters/Snake/SnakeParasite/SnakeParasite.ao""]","Metadata/Monsters/Snake/SnakeParasite/SnakeSpawnParasiteOnDeath","[4574,13883]",1,"","",100,2,6,6,2,0,"[72,34,792,766,787,774,807,803,764,1050,31,765,32,118,50]",125,[],105,105,700,500,0,"[382,2221]","Metadata/Monsters/Snake/SnakeFire.ais","[6105,6120]","",1,"Host Adder",100,94,1095,[],[],"","","","",0,[],[],[],"",1,4,62,0,0,100,9259,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-10,10,0,94,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
895,"Metadata/Monsters/Snake/SnakeMeleeInca",750,30,3,6,8,"[""Metadata/Monsters/Snake/SnakeMeleeOnly.act""]","[""Metadata/Monsters/Snake/Snake5/Snake5.ao""]","Metadata/Monsters/Snake/Snake",[],1,"","",100,2,6,6,10,0,"[72,74,792,787,774,803,764,815,31,765,118,50]",125,[],105,105,700,500,0,[382],"Metadata/Monsters/Snake/MeleeSnake.ais",[6120],"",1,"Serpentine Construct",125,130,1095,[],[],"","","","",0,[],[],[653],1,1,6,100,0,0,100,13854,"","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,"",-10,10,0,130,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
896,"Metadata/Monsters/Snake/SnakeMeleeIncaCauseway",750,30,2,6,8,"[""Metadata/Monsters/Snake/SnakeMeleeOnly.act""]","[""Metadata/Monsters/Snake/Snake5/Snake5.ao""]","Metadata/Monsters/Snake/Snake",[],1,"","",100,2,6,6,10,0,"[72,74,792,787,774,803,764,815,31,765,118,50]",125,[],105,105,700,500,0,[382],"Metadata/Monsters/Snake/MeleeSnake.ais",[6120],"",1,"Serpentine Construct",125,130,1095,[],[],"","","","",0,[],[],[653],1,1,4,65,0,0,100,500,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-10,10,0,130,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
897,"Metadata/Monsters/Snake/SnakeMeleeIncaMachinarium",750,30,2,6,8,"[""Metadata/Monsters/Snake/SnakeMeleeOnly.act""]","[""Metadata/Monsters/Snake/Snake5/SnakeMachinarium.ao""]","Metadata/Monsters/Snake/SnakeMachinarium",[],1,"","",100,2,6,6,10,0,"[72,74,792,787,774,803,764,815,31,765,118,50]",125,[],105,105,700,500,0,[382],"Metadata/Monsters/Snake/MeleeSnake.ais",[6120],"",1,"Serpentine Construct",125,130,1095,[],[],"","","","",0,[],[],[653],"",1,6,100,0,0,100,60079,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-10,10,0,130,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
898,"Metadata/Monsters/Snake/SnakeMeleeIncaMachinariumNormal_",750,30,2,6,8,"[""Metadata/Monsters/Snake/SnakeMeleeOnly.act""]","[""Metadata/Monsters/Snake/Snake5/SnakeMachinarium.ao""]","Metadata/Monsters/Snake/Snake",[],1,"","",100,2,6,6,10,0,"[72,74,792,787,774,803,764,815,31,765,118,50]",125,[],105,105,700,500,0,[382],"Metadata/Monsters/Snake/MeleeSnake.ais",[6120],"",1,"Serpentine Construct",125,130,1095,[],[],"","","","",0,[],[],[653],1,1,6,100,0,0,100,26085,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-10,10,0,130,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
899,"Metadata/Monsters/Snake/SnakeScorpionInca",744,30,3,6,8,"[""Metadata/Monsters/Snake/SnakeScorpion.act""]","[""Metadata/Monsters/Snake/Snake5/Snake5.ao""]","Metadata/Monsters/Snake/SnakeRanged",[4574],1,"","",100,2,6,6,2,0,"[72,74,792,787,774,807,803,764,31,765,32,118,50]",125,[],105,105,700,500,0,"[382,1538]","Metadata/Monsters/Snake/SnakeScorpion.ais",[6120],"",1,"Spine Construct",124,94,1095,[],[],"","","","",0,[],[],[],1,1,6,100,0,0,100,59588,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-10,10,0,94,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
900,"Metadata/Monsters/Snake/SnakeScorpionIncaCauseway",744,30,2,6,8,"[""Metadata/Monsters/Snake/SnakeScorpion.act""]","[""Metadata/Monsters/Snake/Snake5/Snake5.ao""]","Metadata/Monsters/Snake/SnakeRanged",[4574],1,"","",100,2,6,6,2,0,"[72,74,792,787,774,807,803,764,31,765,32,118,50]",125,[],105,105,700,500,0,"[382,1538]","Metadata/Monsters/Snake/SnakeScorpion.ais",[6120],"",1,"Spine Construct",124,94,1095,[],[],"","","","",0,[],[],[],1,1,4,65,0,0,100,52386,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-10,10,0,94,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
901,"Metadata/Monsters/Snake/SnakeRoboMinionSideArea",752,30,3,6,8,"[""Metadata/Monsters/Snake/SnakeMeleeOnly.act""]","[""Metadata/Monsters/Snake/Snake5/SnakeRoboBossSideArea.ao""]","Metadata/Monsters/Snake/SnakeSideAreaMinion","[6544,7243]",1,"","",130,2,6,6,10,0,"[72,74,792,787,774,803,764,815,31,765,118,50]",30,[],105,105,700,500,0,[390],"Metadata/Monsters/Snake/MeleeSnake.ais",[6120],"",1,"Wiraqucha, Ancient Guardian",75,21,1095,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,2391,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-10,10,0,21,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
902,"Metadata/Monsters/Snake/SnakeMeleeSpit",734,30,3,6,8,"[""Metadata/Monsters/Snake/Snake.act""]","[""Metadata/Monsters/Snake/Snake1/Snake1.ao""]","Metadata/Monsters/Snake/SnakeRangedNoIdle",[4574],1,"","",100,2,6,6,2,0,"[72,792,787,774,807,803,764,31,765,32,118,50]",125,[],105,105,700,500,0,"[382,1529]","Metadata/Monsters/Snake/HybridSnake.ais","[6105,6120]","",1,"Bramble Cobra",100,94,1095,[],[],"","","","",0,[],[],[641],1,1,6,100,0,0,100,30147,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-10,10,0,94,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
903,"Metadata/Monsters/Snake/SnakeMeleeSpitForest",734,30,3,6,8,"[""Metadata/Monsters/Snake/Snake.act""]","[""Metadata/Monsters/Snake/Snake1/Snake1.ao""]","Metadata/Monsters/Snake/SnakeRanged",[4574],1,"","",100,2,6,6,2,0,"[72,792,787,774,807,803,764,31,765,32,118,50]",125,[],105,105,700,500,0,"[382,1531]","Metadata/Monsters/Snake/HybridSnake.ais","[20497,6120]","",1,"Bramble Cobra",100,94,1095,[],[],"","","","",0,[],[],[641],1,1,6,100,0,0,100,54185,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-10,10,0,94,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
904,"Metadata/Monsters/Snake/SnakeMeleeSpitTentacles",734,30,3,6,8,"[""Metadata/Monsters/Snake/Snake.act""]","[""Metadata/Monsters/Snake/Snake1/Snake1.ao""]","Metadata/Monsters/Snake/SnakeRangedTentacles","[4574,15655]",1,"","",100,2,6,6,2,0,"[72,752,792,787,774,807,803,764,291,31,765,118,50]",125,[],105,105,700,500,0,"[382,1529,8080]","Metadata/Monsters/Snake/HybridSnake.ais","[6105,6120]","",1,"Elder-Blessed Cobra",100,94,1095,[],[],"","","","",0,[],[12955],[641],"",1,6,100,0,0,100,44539,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-10,10,0,94,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
905,"Metadata/Monsters/Snake/SnakeMeleeSpitTentaclesSummoned",734,30,3,6,8,"[""Metadata/Monsters/Snake/Snake.act""]","[""Metadata/Monsters/Snake/Snake1/Snake1.ao""]","Metadata/Monsters/Snake/SnakeRangedTentacles","[4574,15655]",1,"","",100,2,6,6,2,0,"[72,752,792,787,774,807,803,764,291,31,765,118,50]",125,[],105,105,700,500,0,"[382,1529,8080]","Metadata/Monsters/Snake/HybridSnake.ais","[6105,6120]","",1,"Elder-Blessed Cobra",100,94,1095,[],[],"","","","",0,[],[12955],[641],"",1,6,100,0,0,100,28282,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-10,10,0,94,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
906,"Metadata/Monsters/Snake/SnakeMeleeSpitParasite",735,30,3,6,8,"[""Metadata/Monsters/Snake/Snake.act""]","[""Metadata/Monsters/Snake/SnakeParasite/SnakeParasite.ao""]","Metadata/Monsters/Snake/Snake",[4574],1,"","",100,2,6,6,2,0,"[72,792,787,774,807,803,764,31,765,32,118,50]",125,[],105,105,700,500,0,"[382,1529]","Metadata/Monsters/Snake/HybridSnake.ais","[6105,6120]","",1,"Host Cobra",100,94,1095,[],[],"","","","",0,[],[],[],1,1,4,62,0,0,100,29346,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-10,10,0,94,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
907,"Metadata/Monsters/Snake/SnakeMeleeSpitSpawnParasiteOnDeath",735,30,3,6,8,"[""Metadata/Monsters/Snake/Snake.act""]","[""Metadata/Monsters/Snake/SnakeParasite/SnakeParasite.ao""]","Metadata/Monsters/Snake/SnakeParasite/SnakeSpawnParasiteOnDeath","[4574,13883]",1,"","",100,2,6,6,2,0,"[72,792,787,774,807,803,764,1050,31,765,32,118,50]",125,[],105,105,700,500,0,"[382,1529]","Metadata/Monsters/Snake/HybridSnake.ais","[6105,6120]","",1,"Host Cobra",100,94,1095,[],[],"","","","",0,[],[],[],"",1,4,62,0,0,100,39680,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-10,10,0,94,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
908,"Metadata/Monsters/Snake/SnakeBossRiverways",757,39,3,6,8,"[""Metadata/Monsters/Snake/SnakeMeleeOnly.act""]","[""Metadata/Monsters/Snake/Snake5/Snake5_invasion.ao""]","Metadata/Monsters/Snake/SnakeBoss",[],1,"","",130,2,6,6,10,0,"[72,34,769,74,792,804,787,774,764,815,31,765,118,50]",200,[],105,105,700,500,0,"[390,1829,2034]","Metadata/Monsters/Snake/SnakeMeleeBossInvasion.ais",[6120],"",1,"Seleslatha",100,220,1095,[],[],"","","","",0,[],[8344],[],"",1,6,100,0,0,100,39795,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,220,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
909,"Metadata/Monsters/Snake/SnakeBloodSpitter",734,30,3,6,8,"[""Metadata/Monsters/Snake/Snake.act""]","[""Metadata/Monsters/Snake/Snake3/Snake3.ao""]","Metadata/Monsters/Snake/Snake",[4574],1,"","",100,2,6,6,2,0,"[72,792,787,774,807,803,764,31,765,32,118,50]",125,[],105,105,700,500,0,"[382,1529]","Metadata/Monsters/Snake/RangedSnake.ais",[],"",1,"Acid Slitherer",100,94,1095,[],[],"","","","",0,[],[],[],1,1,6,100,0,0,100,31268,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-10,10,0,94,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
910,"Metadata/Monsters/Snake/SnakePuncture",750,30,3,6,8,"[""Metadata/Monsters/Snake/SnakeMeleeOnly.act""]","[""Metadata/Monsters/Snake/Snake5/Snake5.ao""]","Metadata/Monsters/Snake/Snake",[],1,"","",100,2,6,6,10,0,"[72,74,792,787,774,803,764,815,31,765,32,118,50]",125,[],105,105,700,500,0,"[382,1529,1823]","Metadata/Monsters/Snake/MeleeSnake.ais",[6120],"",1,"Crypt Stalker",125,130,1095,[],[],"","","","",0,[],[],[677],1,1,6,100,0,0,100,16912,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-10,10,0,130,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
911,"Metadata/Monsters/Snake/SnakeSpit",734,30,3,6,8,"[""Metadata/Monsters/Snake/Snake.act""]","[""Metadata/Monsters/Snake/Snake4/Snake4.ao""]","Metadata/Monsters/Snake/SnakeRanged",[],1,"","",100,2,6,6,2,0,"[72,787,774,807,803,795,31,765,32,118,50]",125,[],105,105,700,500,0,[1529],"Metadata/Monsters/Snake/RangedSnake.ais",[],"",1,"Glade Mamba",100,94,1095,[],[],"","","","",0,[],[4574],[658],1,1,6,100,0,0,100,3938,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-10,10,0,94,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
912,"Metadata/Monsters/Snake/SnakeSpitProphecyBossSummoned",760,30,3,6,9,"[""Metadata/Monsters/Snake/Snake.act""]","[""Metadata/Monsters/Snake/Snake1/Snake1.ao""]","Metadata/Monsters/Snake/ProphecySnakeRangedSummoned",[],1,"","",100,2,6,6,2,0,"[72,787,774,829,807,803,795,764,31,765,32,118,50]",140,[],105,105,700,500,0,"[390,1529]","Metadata/Monsters/Snake/RangedSnake.ais","[6105,6120]","",1,"Charmed Cobra",126,280,1095,[],[],"","","","",0,[],[4574],[],"",1,6,100,0,0,100,31744,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-10,10,0,280,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
913,"Metadata/Monsters/Snake/SnakeSpitProphecyBossSummonedMap",760,30,3,6,9,"[""Metadata/Monsters/Snake/Snake.act""]","[""Metadata/Monsters/Snake/Snake1/Snake1.ao""]","Metadata/Monsters/Snake/ProphecySnakeRangedSummoned",[],1,"","",100,2,6,6,2,0,"[72,787,774,829,807,803,795,764,31,765,32,118,50]",140,[],105,105,700,500,0,"[390,1529]","Metadata/Monsters/Snake/RangedSnake.ais","[6105,6120]","",1,"Charmed Cobra",126,280,1095,[],[],"","","","",0,[],[4574],[],"",1,6,100,0,0,100,9594,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-10,10,0,280,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
914,"Metadata/Monsters/Snake/SnakeSpitUniqueSummoned",762,40,3,6,9,"[""Metadata/Monsters/Snake/Snake.act""]","[""Metadata/Monsters/Snake/Snake1/Snake1.ao""]","Metadata/Monsters/Snake/SummonedSnakeUnique",[4465],1,"","",100,2,6,6,2,0,"[72,804,787,774,807,795,31,765,32,118,50]",150,[],45,45,700,500,0,[1533],"Metadata/Monsters/Snake/RangedSnakeSummoned.ais",[],"",1,"Summoned Cobra",323,900,1100,[],[],"","","","",0,[],[4574],[],"",1,6,100,0,0,100,21998,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-10,10,0,900,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
915,"Metadata/Monsters/Spawn/Spawn",24,38,2,3,7,"[""Metadata/Monsters/Spawn/Spawn.act""]","[""Metadata/Monsters/Spawn/Spawn.ao""]","Metadata/Monsters/Spawn/Spawn",[],1,"","",100,1,6,5,1,0,"[823,56,793,804,806,787,774,764,31,29,765,118]",55,[],105,105,700,500,0,[382],"Metadata/Monsters/Standard.ais",[],"",1,"Cursed Spawn",83,55,1005,[],[],"","","","",0,[],[],[570],1,2,4,25,0,0,100,13207,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-10,10,0,55,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
916,"Metadata/Monsters/Spawn/Spawn2",24,38,2,3,7,"[""Metadata/Monsters/Spawn/Spawn.act""]","[""Metadata/Monsters/Spawn/Spawn.ao""]","Metadata/Monsters/Spawn/Spawn",[],1,"","",100,1,6,5,1,0,"[823,56,793,804,806,787,774,764,31,29,765,118]",55,[],105,105,700,500,0,[382],"Metadata/Monsters/Standard.ais",[],"",1,"Fathom Screamer",83,55,1005,[],[],"","","","",0,[],[],[],1,2,4,25,0,0,100,16142,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-10,10,0,55,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
917,"Metadata/Monsters/Spawn/Spawn3",24,38,2,3,7,"[""Metadata/Monsters/Spawn/Spawn.act""]","[""Metadata/Monsters/Spawn/Spawn.ao""]","Metadata/Monsters/Spawn/Spawn",[],1,"","",100,1,6,5,1,0,"[823,56,793,804,806,787,774,764,31,29,765,118]",55,[],105,105,700,500,0,[382],"Metadata/Monsters/Standard.ais",[],"",1,"Flesh Eater",83,55,1005,[],[],"","","","",0,[],[],[571],1,2,4,25,0,0,100,7677,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-10,10,0,55,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,""
