"rownum","Id","XOffset","YOffset","FirstSlotIndex","Width","Height","bool","Tab","SlotSize","HideIfEmpty","Subtab","StoredItems","bool","string","i32"
158,"Metadata/Items/MapFragments/CurrencyUberBossKeyEater",616,831,157,1,1,"",0,66,"",0,[10378],"","",0
159,"Metadata/Items/MapFragments/CurrencyUberBossKeyCortex",707,831,158,1,1,"",0,66,"",0,[10376],"","",0
160,"Metadata/Items/Scarabs/ScarabBreachNew1",295,722,159,1,1,"",2,52,"",0,[9868],"","",0
161,"Metadata/Items/Scarabs/ScarabBreachNew2",354,722,160,1,1,"",2,52,"",0,[9869],"","",0
162,"Metadata/Items/Scarabs/ScarabBreachNew3",412,722,161,1,1,"",2,52,"",0,[9870],"","",0
163,"Metadata/Items/Scarabs/ScarabBreachNew4",471,722,162,1,1,"",2,52,"",0,[9871],"","",0
164,"Metadata/Items/Scarabs/ScarabBreachNew5",530,722,163,1,1,"",2,52,"",0,[9872],"","",0
165,"Metadata/Items/Scarabs/ScarabMapsNew1",152,397,164,1,1,"",2,52,"",0,[9878],"","",0
166,"Metadata/Items/Scarabs/ScarabMapsNew2",210,397,165,1,1,"",2,52,"",0,[9879],"","",0
167,"Metadata/Items/Scarabs/ScarabMapsNew3",269,397,166,1,1,"",2,52,"",0,[9880],"","",0
168,"Metadata/Items/Scarabs/ScarabMapsNew4",328,397,167,1,1,"",2,52,"",0,[9881],"","",0
169,"Metadata/Items/Scarabs/ScarabMapsNew5",387,397,168,1,1,"",2,52,"",0,[9882],"","",0
170,"Metadata/Items/Scarabs/ScarabUniquesNew1",178,77,169,1,1,"",2,52,"",0,[9887],"","",0
171,"Metadata/Items/Scarabs/ScarabUniquesNew2",236,77,170,1,1,"",2,52,"",0,[9888],"","",0
172,"Metadata/Items/Scarabs/ScarabUniquesNew3",293,77,171,1,1,"",2,52,"",0,[9889],"","",0
173,"Metadata/Items/Scarabs/ScarabBeastsNew1",77,237,172,1,1,"",2,52,"",0,[9898],"","",0
174,"Metadata/Items/Scarabs/ScarabBeastsNew2",134,237,173,1,1,"",2,52,"",0,[9899],"","",0
175,"Metadata/Items/Scarabs/ScarabBeastsNew3",191,237,174,1,1,"",2,52,"",0,[9900],"","",0
176,"Metadata/Items/Scarabs/ScarabBeastsNew4",248,237,175,1,1,"",2,52,"",0,[9901],"","",0
177,"Metadata/Items/Scarabs/ScarabInfluenceNew1",355,205,176,1,1,"",2,52,"",0,[9910],"","",0
178,"Metadata/Items/Scarabs/ScarabInfluenceNew2",412,205,177,1,1,"",2,52,"",0,[9911],"","",0
179,"Metadata/Items/Scarabs/ScarabInfluenceNew3",469,205,178,1,1,"",2,52,"",0,[9912],"","",0
180,"Metadata/Items/Scarabs/ScarabInfluenceNew4",526,205,179,1,1,"",2,52,"",0,[9913],"","",0
181,"Metadata/Items/Scarabs/ScarabSulphiteNew1",382,77,180,1,1,"",2,52,"",0,[9918],"","",0
182,"Metadata/Items/Scarabs/ScarabSulphiteNew2",439,77,181,1,1,"",2,52,"",0,[9919],"","",0
183,"Metadata/Items/Scarabs/ScarabSulphiteNew3",496,77,182,1,1,"",2,52,"",0,[9920],"","",0
184,"Metadata/Items/Scarabs/ScarabDivinationCardsNew1",585,77,183,1,1,"",2,52,"",0,[9925],"","",0
185,"Metadata/Items/Scarabs/ScarabDivinationCardsNew2",642,77,184,1,1,"",2,52,"",0,[9926],"","",0
186,"Metadata/Items/Scarabs/ScarabDivinationCardsNew3",699,77,185,1,1,"",2,52,"",0,[9927],"","",0
187,"Metadata/Items/Scarabs/ScarabTormentNew1",355,334,186,1,1,"",2,52,"",0,[9932],"","",0
188,"Metadata/Items/Scarabs/ScarabTormentNew2",412,334,187,1,1,"",2,52,"",0,[9933],"","",0
189,"Metadata/Items/Scarabs/ScarabTormentNew3",469,334,188,1,1,"",2,52,"",0,[9934],"","",0
190,"Metadata/Items/Scarabs/ScarabStrongboxNew1",152,463,189,1,1,"",2,52,"",0,[9940],"","",0
191,"Metadata/Items/Scarabs/ScarabStrongboxNew2",210,463,190,1,1,"",2,52,"",0,[9941],"","",0
192,"Metadata/Items/Scarabs/ScarabStrongboxNew3",269,463,191,1,1,"",2,52,"",0,[9942],"","",0
193,"Metadata/Items/Scarabs/ScarabStrongboxNew4",328,463,192,1,1,"",2,52,"",0,[9943],"","",0
194,"Metadata/Items/Scarabs/ScarabStrongboxNew5",387,463,193,1,1,"",2,52,"",0,[9944],"","",0
195,"Metadata/Items/Scarabs/ScarabHarbingerNew1",628,237,194,1,1,"",2,52,"",0,[9949],"","",0
196,"Metadata/Items/Scarabs/ScarabHarbingerNew2",685,237,195,1,1,"",2,52,"",0,[9950],"","",0
197,"Metadata/Items/Scarabs/ScarabHarbingerNew3",742,237,196,1,1,"",2,52,"",0,[9951],"","",0
198,"Metadata/Items/Scarabs/ScarabHarbingerNew4",799,237,197,1,1,"",2,52,"",0,[9952],"","",0
199,"Metadata/Items/Scarabs/ScarabExpedition1",152,528,198,1,1,"",2,52,"",0,[9957],"","",0
200,"Metadata/Items/Scarabs/ScarabExpedition2",210,528,199,1,1,"",2,52,"",0,[9958],"","",0
201,"Metadata/Items/Scarabs/ScarabExpedition3",269,528,200,1,1,"",2,52,"",0,[9959],"","",0
202,"Metadata/Items/Scarabs/ScarabExpedition4",328,528,201,1,1,"",2,52,"",0,[9960],"","",0
203,"Metadata/Items/Scarabs/ScarabExpedition5",387,528,202,1,1,"",2,52,"",0,[9961],"","",0
204,"Metadata/Items/Scarabs/ScarabLegionNew1",152,592,203,1,1,"",2,52,"",0,[9966],"","",0
205,"Metadata/Items/Scarabs/ScarabLegionNew2",210,592,204,1,1,"",2,52,"",0,[9967],"","",0
206,"Metadata/Items/Scarabs/ScarabLegionNew3",269,592,205,1,1,"",2,52,"",0,[9968],"","",0
207,"Metadata/Items/Scarabs/ScarabLegionNew4",328,592,206,1,1,"",2,52,"",0,[9969],"","",0
208,"Metadata/Items/Scarabs/ScarabLegionNew5",387,592,207,1,1,"",2,52,"",0,[9970],"","",0
209,"Metadata/Items/Scarabs/ScarabAbyssNew1",152,656,208,1,1,"",2,52,"",0,[9983],"","",0
210,"Metadata/Items/Scarabs/ScarabAbyssNew2",210,656,209,1,1,"",2,52,"",0,[9984],"","",0
211,"Metadata/Items/Scarabs/ScarabAbyssNew3",269,656,210,1,1,"",2,52,"",0,[9986],"","",0
212,"Metadata/Items/Scarabs/ScarabAbyssNew4",328,656,211,1,1,"",2,52,"",0,[9985],"","",0
213,"Metadata/Items/Scarabs/ScarabAnarchy1",179,140,212,1,1,"",2,52,"",0,[9988],"","",0
214,"Metadata/Items/Scarabs/ScarabAnarchy2",236,140,213,1,1,"",2,52,"",0,[9989],"","",0
215,"Metadata/Items/Scarabs/ScarabAnarchy3",293,140,214,1,1,"",2,52,"",0,[9990],"","",0
216,"Metadata/Items/Scarabs/ScarabEssence1",496,656,215,1,1,"",2,52,"",0,[9991],"","",0
217,"Metadata/Items/Scarabs/ScarabEssence2",555,656,216,1,1,"",2,52,"",0,[9992],"","",0
218,"Metadata/Items/Scarabs/ScarabEssence3",613,656,217,1,1,"",2,52,"",0,[9993],"","",0
219,"Metadata/Items/Scarabs/ScarabEssence4",672,656,218,1,1,"",2,52,"",0,[9994],"","",0
220,"Metadata/Items/Scarabs/ScarabDomination1",628,305,219,1,1,"",2,52,"",0,[9996],"","",0
221,"Metadata/Items/Scarabs/ScarabDomination2",685,305,220,1,1,"",2,52,"",0,[9997],"","",0
222,"Metadata/Items/Scarabs/ScarabDomination3",742,305,221,1,1,"",2,52,"",0,[9998],"","",0
223,"Metadata/Items/Scarabs/ScarabDomination4",799,305,222,1,1,"",2,52,"",0,[9999],"","",0
224,"Metadata/Items/Scarabs/ScarabRitual1",382,140,223,1,1,"",2,52,"",0,[10000],"","",0
225,"Metadata/Items/Scarabs/ScarabRitual2",439,140,224,1,1,"",2,52,"",0,[10001],"","",0
226,"Metadata/Items/Scarabs/ScarabRitual3",496,140,225,1,1,"",2,52,"",0,[10002],"","",0
227,"Metadata/Items/Scarabs/ScarabHarvest1",585,140,226,1,1,"",2,52,"",0,[10003],"","",0
228,"Metadata/Items/Scarabs/ScarabHarvest2",642,140,227,1,1,"",2,52,"",0,[10004],"","",0
229,"Metadata/Items/Scarabs/ScarabHarvest3",699,140,228,1,1,"",2,52,"",0,[10005],"","",0
230,"Metadata/Items/Scarabs/ScarabIncursion1",77,305,229,1,1,"",2,52,"",0,[10006],"","",0
231,"Metadata/Items/Scarabs/ScarabIncursion2",134,305,230,1,1,"",2,52,"",0,[10007],"","",0
232,"Metadata/Items/Scarabs/ScarabIncursion3",191,305,231,1,1,"",2,52,"",0,[10008],"","",0
233,"Metadata/Items/Scarabs/ScarabIncursion4",248,305,232,1,1,"",2,52,"",0,[10009],"","",0
234,"Metadata/Items/Scarabs/ScarabBetrayal1",355,269,233,1,1,"",2,52,"",0,[10010],"","",0
235,"Metadata/Items/Scarabs/ScarabBetrayal2",412,269,234,1,1,"",2,52,"",0,[10011],"","",0
236,"Metadata/Items/Scarabs/ScarabBetrayal3",469,269,235,1,1,"",2,52,"",0,[10012],"","",0
237,"Metadata/Items/Scarabs/ScarabBetrayal4",526,269,236,1,1,"",2,52,"",0,[10013],"","",0
238,"Metadata/Items/Scarabs/ScarabBeyond1",496,397,237,1,1,"",2,52,"",0,[10014],"","",0
239,"Metadata/Items/Scarabs/ScarabBeyond2",555,397,238,1,1,"",2,52,"",0,[10016],"","",0
240,"Metadata/Items/Scarabs/ScarabBeyond3",613,397,239,1,1,"",2,52,"",0,[10015],"","",0
241,"Metadata/Items/Scarabs/ScarabBeyond4",672,397,240,1,1,"",2,52,"",0,[10017],"","",0
242,"Metadata/Items/Scarabs/ScarabBeyond5",731,397,241,1,1,"",2,52,"",0,[10018],"","",0
243,"Metadata/Items/Scarabs/ScarabUltimatum1",496,463,242,1,1,"",2,52,"",0,[10019],"","",0
244,"Metadata/Items/Scarabs/ScarabUltimatum2",555,463,243,1,1,"",2,52,"",0,[10020],"","",0
245,"Metadata/Items/Scarabs/ScarabUltimatum3",613,463,244,1,1,"",2,52,"",0,[10021],"","",0
246,"Metadata/Items/Scarabs/ScarabUltimatum4",672,463,245,1,1,"",2,52,"",0,[10022],"","",0
247,"Metadata/Items/Scarabs/ScarabUltimatum5",731,463,246,1,1,"",2,52,"",0,[10023],"","",0
248,"Metadata/Items/Scarabs/ScarabDelirium1",496,528,247,1,1,"",2,52,"",0,[10024],"","",0
249,"Metadata/Items/Scarabs/ScarabDelirium2",555,528,248,1,1,"",2,52,"",0,[10025],"","",0
250,"Metadata/Items/Scarabs/ScarabDelirium3",613,528,249,1,1,"",2,52,"",0,[10026],"","",0
251,"Metadata/Items/Scarabs/ScarabDelirium4",672,528,250,1,1,"",2,52,"",0,[10027],"","",0
252,"Metadata/Items/Scarabs/ScarabDelirium5",731,528,251,1,1,"",2,52,"",0,[10028],"","",0
253,"Metadata/Items/Scarabs/ScarabBlightNew1",496,592,252,1,1,"",2,52,"",0,[10029],"","",0
254,"Metadata/Items/Scarabs/ScarabBlightNew2",555,592,253,1,1,"",2,52,"",0,[10030],"","",0
255,"Metadata/Items/Scarabs/ScarabBlightNew3",613,592,254,1,1,"",2,52,"",0,[10031],"","",0
256,"Metadata/Items/Scarabs/ScarabBlightNew4",672,592,254,1,1,"",2,52,"",1,[10032],"","",0
257,"Metadata/Items/Scarabs/ScarabMisc1",170,786,253,1,1,"",2,52,"",1,[10034],"","",0
258,"Metadata/Items/Scarabs/ScarabMisc2",232,786,252,1,1,"",2,52,"",1,[10035],"","",0
259,"Metadata/Items/Scarabs/ScarabMisc3",294,786,251,1,1,"",2,52,"",1,[10036],"","",0
260,"Metadata/Items/Scarabs/ScarabMisc4",355,786,250,1,1,"",2,52,"",1,[10037],"","",0
261,"Metadata/Items/Scarabs/ScarabMisc5",201,850,249,1,1,"",2,52,"",1,[10038],"","",0
262,"Metadata/Items/Scarabs/ScarabUber1",496,786,248,1,1,"",2,52,"",1,[10045],"","",0
263,"Metadata/Items/Scarabs/ScarabUber2",558,786,247,1,1,"",2,52,"",1,[10046],"","",0
264,"Metadata/Items/Scarabs/ScarabUber3",620,786,246,1,1,"",2,52,"",1,[10047],"","",0
265,"Metadata/Items/Scarabs/ScarabUber4",682,786,245,1,1,"",2,52,"",1,[10048],"","",0
266,"Metadata/Items/Scarabs/ScarabUber5",744,786,244,1,1,"",2,52,"",1,[10049],"","",0
267,"Metadata/Items/Scarabs/ScarabUber6",589,850,243,1,1,"",2,52,"",1,[10050],"","",0
268,"Metadata/Items/Scarabs/ScarabUber7",650,850,242,1,1,"",2,52,"",1,[10051],"","",0
269,"Metadata/Items/Scarabs/ScarabTormentNew4",526,334,188,1,1,"",2,52,"",1,[9935],"","",0
270,"Metadata/Items/Scarabs/ScarabMisc8",263,850,239,1,1,"",2,52,"",1,[10041],"","",0
271,"Metadata/Items/Scarabs/ScarabMisc11",324,850,236,1,1,"",2,52,"",1,[10044],"","",0
272,"Metadata/Items/Scarabs/ScarabBlightNew5",731,592,253,1,1,"",2,52,"",2,[10033],"","",0
273,"Metadata/Items/Scarabs/ScarabAbyssNew5",387,656,211,1,1,"",2,52,"",1,[9987],"","",0
274,"Metadata/Items/Scarabs/ScarabEssence5",731,656,218,1,1,"",2,52,"",1,[9995],"","",0
275,"Metadata/Items/Scarabs/ScarabBreachNew6",589,722,163,1,1,"",2,52,"",1,[9873],"","",0
