"rownum","Id","IsSupport","AllowedActiveSkillTypes","SupportGemLetter","Attribute","AddedActiveSkillTypes","ExcludedActiveSkillTypes","SupportsGemsOnly","i32","[i32]","CannotBeSupported","i32","CastTime","ActiveSkill","IgnoreMinionTypes","bool","AddedMinionActiveSkillTypes","Animation","MultiPartAchievement","bool","SupportWeaponRestrictions","RegularVariant","i32","i32","i32","bool","StatSet","[rid]"
2042,"ShrineArc","",[],"",3,[],[],"",0,[],"",2,800,54,"","",[],"","","",[],"",0,0,0,"",2042,[]
2043,"ShrineArcPlayer","",[],"",3,[],[],"",0,[],"",2,800,54,"","",[],"","","",[],"",0,0,0,"",2043,[]
2044,"TotemBossArc","",[],"",3,[],[],"",0,[],"",2,800,54,"","",[],"","","",[],"",0,1,0,"",2044,[]
2045,"EssenceTotemArc","",[],"",3,[],[],"",0,[],"",2,800,54,"","",[],"","","",[],"",0,0,0,"",2045,[]
2046,"BreachArc","",[],"",3,[],[],"",0,[],"",2,500,54,"","",[],"","","",[],"",0,3,0,"",2046,[]
2047,"BookArc","",[],"",3,[],[],"",0,[],"",2,500,54,"","",[],"",76,"",[],"",0,2,0,"",2047,[]
2048,"ClockworkGolemArc","",[],"",3,[],[],"",0,[],"",2,500,54,"","",[],"","","",[],"",0,5,0,"",2048,[]
2049,"BetrayalScientistArc","",[],"",3,[],[],"",0,[],"",2,1000,54,"","",[],60,"","",[],"",0,6,0,"",2049,[]
2050,"AxisCasterArc","",[],"",3,[],[],"",0,[],"",2,1000,54,"","",[],"","","",[],"",0,0,0,"",2050,[]
2051,"AxisCasterArcBlight","",[],"",3,[],[],"",0,[],"",2,1000,54,"","",[],"","","",[],"",0,0,0,"",2051,[]
2052,"BlightTowerArc","",[],"",3,[],[],"",0,[],"",2,575,54,"","",[],30,"","",[],"",0,9,0,"",2052,[]
2053,"BlightTowerArc_buff1","",[],"",3,[],[],"",0,[],"",2,575,54,"","",[],30,"","",[],"",0,9,0,"",2053,[]
2054,"BlightTowerArc_buff2","",[],"",3,[],[],"",0,[],"",2,575,54,"","",[],30,"","",[],"",0,9,0,"",2054,[]
2055,"BlightTowerArc_buff3","",[],"",3,[],[],"",0,[],"",2,575,54,"","",[],30,"","",[],"",0,9,0,"",2055,[]
2056,"HellscapeFleshFodderArc","",[],"",3,[],[],"",0,[],"",2,1166,54,"","",[],26,"","",[],"",3,12,0,"",2056,[]
2057,"AtlasInvadersConsumeFodder2Arc","",[],"",3,[],[],"",0,[],"",2,2000,1386,"","",[],26,"","",[],"",4,13,0,"",2057,[]
2058,"VaalSkitterbotLeap","",[],"",3,[],[],"",0,[],"",2,1000,1058,"","",[],22,"","",[],"",0,0,0,"",2058,[]
2059,"GSVaalSkitterbotLeapImpact","",[],"",3,[],[],"",0,[],"",2,1000,1008,"","",[],"","","",[],"",771,0,0,"",2059,[]
2060,"ArcticArmour","",[],"",2,[],[],"",-751062051,[],"",2,0,481,"","",[],"","","",[],"",0,0,0,"",2060,[]
2061,"HailrakeArcticArmour","",[],"",2,[],[],"",0,[],"",2,1070,481,"","",[],"","","",[],"",0,2,0,"",2061,[]
2062,"MonsterIceShield","",[],"",2,[],[],"",0,[],"",2,500,481,"","",[],"","","",[],"",0,1,0,"",2062,[]
2063,"MonsterIceShieldTriggered","",[],"",2,[],[],"",0,[],"",2,500,483,"","",[],"","","",[],"",0,0,0,"",2063,[]
2064,"MonsterIceShieldDaemon","",[],"",2,[],[],"",0,[],"",2,500,201,"","",[],"","","",[],"",0,3,0,"",2064,[]
2065,"MonsterIceShieldDemonBoss","",[],"",2,[],[],"",0,[],"",2,500,481,"","",[],"","","",[],"",0,1,0,"",2065,[]
2066,"TormentArcticArmourDaemon","",[],"",2,[],[],"",0,[],"",2,500,201,"","",[],"","","",[],"",0,3,0,"",2066,[]
2067,"ExileArcticArmour","",[],"",2,[],[],"",0,[],"",2,500,481,"","",[],"","","",[],"",0,2,0,"",2067,[]
2068,"AxisCasterArcitcArmour","",[],"",2,[],[],"",0,[],"",2,500,481,"","",[],"","","",[],"",0,2,0,"",2068,[]
2069,"WbArcticArmour","",[],"",2,[],[],"",0,[],"",2,500,481,"","",[],"","","",[],"",0,2,0,"",2069,[]
2070,"StrDexMissionArcticArmour","",[],"",2,[],[],"",0,[],"",2,500,481,"","",[],"","","",[],"",0,1,0,"",2070,[]
2071,"FlameTotem","",[],"",1,[],[],"",-975023243,[],"",2,250,1194,"","",[],"","","",[],"",1,0,0,"",2071,[]
2072,"FlameTotemRoyale","",[],"",1,[],[],"",-2091780525,[],"",2,250,1194,"","",[],"","","",[],"",1,0,0,"",2072,[]
2073,"WbFlameTotem","",[],"",1,[],[],"",0,[],"",2,250,202,"","",[],"","","",[],"",0,0,0,"",2073,[]
2074,"ProphecyFlameNovaTotem","",[],"",1,[],[],"",0,[],"",2,250,202,"","",[],"","","",[],"",0,0,0,"",2074,[]
2075,"VaalMechanicalTotemFireSpray","",[],"",1,[],[],"",0,[],"",2,250,202,"","",[],"","","",[],"",0,0,0,"",2075,[]
2076,"FlameTotemBossSideArea","",[],"",1,[],[],"",0,[],"",2,250,202,"","",[],"","","",[],"",0,0,0,"",2076,[]
2077,"WestFlameTotem","",[],"",1,[],[],"",0,[],"",2,250,202,"","",[],"","","",[],"",0,0,0,"",2077,[]
2078,"FlamebearerFlameBlue","",[],"",4,[],[],"",0,[],"",2,250,202,"","",[],"","","",[],"",0,1,0,"",2078,[]
2079,"FlamebearerFlameGold","",[],"",4,[],[],"",0,[],"",2,250,202,"","",[],"","","",[],"",0,6,0,"",2079,[]
2080,"FlamebearerFlameBlueInvasion","",[],"",4,[],[],"",0,[],"",2,250,202,"","",[],"","","",[],"",0,1,0,"",2080,[]
2081,"MonsterFlameRed","",[],"",4,[],[],"",0,[],"",2,250,202,"","",[],"","","",[],"",0,7,0,"",2081,[]
2082,"MonsterFlameRedCannibal","",[],"",4,[],[],"",0,[],"",2,333,203,"","",[],"","","",[],"",0,2,0,"",2082,[]
2083,"MonsterFlameRedCannibalBlight","",[],"",4,[],[],"",0,[],"",2,333,202,"","",[],"","","",[],"",0,2,0,"",2083,[]
2084,"MonsterFlameRedCannibalBlightBoss","",[],"",4,[],[],"",0,[],"",2,333,202,"","",[],"","","",[],"",0,2,0,"",2084,[]
2085,"MonsterFlameRedCannibalBlightBossTotem","",[],"",1,[],[],"",0,[],"",2,1000,202,"","",[],"","","",[],"",0,2,0,"",2085,[]
2086,"MonsterLightningSprayDexMissionBoss","",[],"",4,[],[],"",0,[],"",2,250,202,"","",[],"","","",[],"",0,3,0,"",2086,[]
2087,"MonsterLightningSpraySideAreaBoss","",[],"",4,[],[],"",0,[],"",2,250,202,"","",[],"","","",[],"",0,3,0,"",2087,[]
2088,"MonsterLightningSpraySideAreaBoss2","",[],"",4,[],[],"",0,[],"",2,250,202,"","",[],"","","",[],"",0,3,0,"",2088,[]
2089,"LightningThornsLightningSpray","",[],"",4,[],[],"",0,[],"",2,250,203,"","",[],"","","",[],"",0,3,0,"",2089,[]
2090,"LightningThornsLightningSprayMapBoss","",[],"",4,[],[],"",0,[],"",2,250,203,"","",[],"","","",[],"",0,3,0,"",2090,[]
2091,"EssenceMonsterLightningSpray","",[],"",4,[],[],"",0,[],"",2,150,202,"","",[],"","","",[],"",0,3,0,"",2091,[]
2092,"DelveMonsterLightningSpray","",[],"",4,[],[],"",0,[],"",2,150,202,"","",[],"","","",[],"",0,3,0,"",2092,[]
2093,"MonsterFlameRedSideArea","",[],"",4,[],[],"",0,[],"",2,250,202,"","",[],"","","",[],"",0,0,0,"",2093,[]
2094,"MonsterFlameRedKaomsChest","",[],"",1,[],[],"",0,[],"",2,250,202,"","",[],"","","",[],"",0,0,0,"",2094,[]
2095,"MonsterFlameRedLegends","",[],"",4,[],[],"",0,[],"",2,250,202,"","",[],"","","",[],"",0,0,0,"",2095,[]
2096,"StrMissionMonsterFlameRed","",[],"",4,[],[],"",0,[],"",2,250,202,"","",[],"","","",[],"",0,2,0,"",2096,[]
2097,"FireElementalFlameRedSummoned","",[],"",4,[],[],"",0,[],"",2,250,202,"","",[],"","","",[],"",0,4,0,"",2097,[]
2098,"FireElementalFlameRed","",[],"",4,[],[],"",0,[],"",2,250,202,"","",[],"","","",[],"",0,4,0,"",2098,[]
2099,"FireElementalFlameRedMaps","",[],"",4,[],[],"",0,[],"",2,250,202,"","",[],"","","",[],"",0,4,0,"",2099,[]
2100,"FireElementalFlameRedIzaro","",[],"",4,[],[],"",0,[],"",2,250,202,"","",[],"","","",[],"",0,4,0,"",2100,[]
2101,"TempestFireElementalFlameRed","",[],"",4,[],[],"",0,[],"",2,250,202,"","",[],"","","",[],"",0,4,0,"",2101,[]
2102,"MonsterFlameRedBreachHellion","",[],"",4,[],[],"",0,[],"",2,250,202,"","",[],"","","",[],"",0,0,0,"",2102,[]
2103,"ExileWitchFlameTotem","",[],"",1,[],[],"",0,[],"",2,250,202,"","",[],"","","",[],"",0,5,0,"",2103,[]
2104,"VaalSideAreaBossFlameTotem","",[],"",1,[],[],"",0,[],"",2,250,202,"","",[],"","","",[],"",0,0,0,"",2104,[]
2105,"ExileTemplarFlameTotem","",[],"",1,[],[],"",0,[],"",2,250,202,"","",[],"","","",[],"",0,0,0,"",2105,[]
2106,"BestiaryFireSpray","",[],"",4,[],[],"",0,[],"",2,1500,202,"","",[],"","","",[],"",0,6,0,"",2106,[]
2107,"SupportReducedReservationUniquePrismGuardian",1,[],"",4,[],[],"",-1662840859,[],"",2,1000,"","","",[],"","","",[],"",0,0,0,"",2107,[]
2108,"SupportReducedReservationUniqueVictariosInfluence",1,[],"",4,[],[],"",1327600518,[],"",2,1000,"","","",[],"","","",[],"",0,0,0,"",2108,[]
2109,"SupportReducedReservationUniqueFeast",1,[],"",4,[],[],"",-404821439,[],"",2,1000,"","","",[],"","","",[],"",0,0,0,"",2109,[]
2110,"SupportIncreasedReservationUniqueExperimentation",1,[],"",4,[],[],"",-2037321305,[],"",2,1000,"","","",[],"","","",[],"",0,0,0,"",2110,[]
2111,"SupportChanceToFleeUniqueAlDhih",1,[],"",4,[],[],"",110709274,[],"",2,1000,"","","",[],"","","",[],"",0,0,0,"",2111,[]
2112,"SupportRangedAttackTotem",1,"[40,14,73]","R",1,"[13,15,25,12,113]",[49],"",-722506059,[],"",2,1000,"",1,"",[],"","","",[],"",0,0,0,"",2112,[]
2113,"SupportRangedAttackTotemRoyale",1,"[40,14,73]","R",1,"[13,15,25,12,113]",[49],"",1126088260,[],"",2,1000,"",1,"",[],"","","",[],"",0,0,0,"",2113,[]
2114,"BrutusHook","",[],"",4,[],[],"",0,[],"",2,800,204,"","",[],"","","",[],"",0,0,0,"",2114,[]
2115,"SupportFirePenetration",1,"[6,0]","V",1,[],[],"",-1133825028,[],"",2,1000,"","","",[],"","","",[],"",0,0,0,"",2115,[]
2116,"SupportColdPenetration",1,"[6,0]","V",2,[],[],"",-443111398,[],"",2,1000,"","","",[],"","","",[],"",0,0,0,"",2116,[]
2117,"SupportLightningPenetration",1,"[6,0]","V",3,[],[],"",724848072,[],"",2,1000,"","","",[],"","","",[],"",0,0,0,"",2117,[]
2118,"SupportElementalPenetration",1,"[6,0]","l",3,[],[],"",-1062335757,[],"",2,1000,"","","",[],"","","",[],"",0,0,0,"",2118,[]
2119,"SupportChain",1,"[18,2,44,46,90]","c",2,[],[],"",-1285400737,[],"",2,1000,"","","",[],"","","",[],"",0,0,0,"",2119,[]
2120,"UniqueSupportChain",1,"[18,2,44,46,90]","",4,[],[],"",-963431774,[],"",2,1000,"","","",[],"","","",[],"",0,0,0,"",2120,[]
2121,"SupportSplit",1,"[2,44,46]","S",2,[],[],"",-1748573997,[],"",2,1000,"","","",[],"","","",[],"",0,0,0,"",2121,[]
2122,"SupportFork",1,"[2,44,46]","Y",2,[],[],"",-741780017,[],"",2,1000,"","","",[],"","","",[],"",0,0,0,"",2122,[]
2123,"SupportReturningProjectiles",1,"[2,44,46]","R",2,[],[],"",-1580122251,[],"",2,1000,"","","",[],"","","",[],"",0,0,0,"",2123,[]
2124,"Flammability","",[],"",3,[],[],"",479399165,[],"",2,500,205,"","",[],"","","",[],"",0,0,0,"",2124,[]
2125,"MonsterFlammability","",[],"",3,[],[],"",0,[],"",2,500,205,"","",[],"","","",[],"",0,0,0,"",2125,[]
2126,"AxisFlammability","",[],"",3,[],[],"",0,[],"",2,500,205,"","",[],"","","",[],"",0,0,0,"",2126,[]
2127,"NecromancerFlammability","",[],"",3,[],[],"",0,[],"",2,1100,205,"","",[],"","","",[],"",0,1,0,"",2127,[]
2128,"WbFlammability","",[],"",3,[],[],"",0,[],"",2,500,205,"","",[],"","","",[],"",0,0,0,"",2128,[]
2129,"TempestFlammability","",[],"",3,[],[],"",0,[],"",2,500,205,"","",[],"","","",[],"",0,0,0,"",2129,[]
2130,"PerandusFlammabilityAura","",[],"",3,[],[],"",0,[],"",2,500,205,"","",[],"","","",[],"",0,0,0,"",2130,[]
2131,"PerandusFlammability","",[],"",3,[],[],"",0,[],"",2,500,205,"","",[],"","","",[],"",0,0,0,"",2131,[]
2132,"GladiatorBossFlammability","",[],"",3,[],[],"",0,[],"",2,500,205,"","",[],"","","",[],"",0,0,0,"",2132,[]
2133,"ExileFlammability","",[],"",3,[],[],"",0,[],"",2,500,205,"","",[],"","","",[],"",0,0,0,"",2133,[]
2134,"DarkExileFlammability","",[],"",3,[],[],"",0,[],"",2,500,205,"","",[],"","","",[],"",0,0,0,"",2134,[]
2135,"MonsterFlammabilityInvasion","",[],"",3,[],[],"",0,[],"",2,500,205,"","",[],"","","",[],"",0,0,0,"",2135,[]
2136,"FlammabilityInvasionGuardian","",[],"",3,[],[],"",0,[],"",2,500,205,"","",[],"","","",[],"",0,0,0,"",2136,[]
2137,"Frostbite","",[],"",3,[],[],"",-1839121794,[],"",2,500,206,"","",[],"","","",[],"",0,0,0,"",2137,[]
2138,"MonsterFrostbite","",[],"",3,[],[],"",0,[],"",2,500,206,"","",[],"","","",[],"",0,0,0,"",2138,[]
2139,"NecromancerFrostbite","",[],"",3,[],[],"",0,[],"",2,1100,206,"","",[],"","","",[],"",0,1,0,"",2139,[]
2140,"WaterElementalFrostbite","",[],"",3,[],[],"",0,[],"",2,500,206,"","",[],"","","",[],"",0,0,0,"",2140,[]
2141,"WbFrostbite","",[],"",3,[],[],"",0,[],"",2,500,206,"","",[],"","","",[],"",0,0,0,"",2141,[]
2142,"TempestFrostbite","",[],"",3,[],[],"",0,[],"",2,500,206,"","",[],"","","",[],"",0,0,0,"",2142,[]
2143,"ExileFrostbite","",[],"",3,[],[],"",0,[],"",2,500,206,"","",[],"","","",[],"",0,0,0,"",2143,[]
2144,"MonsterFrostbiteTrapSideAreaBoss","",[],"",3,[],[],"",0,[],"",2,500,206,"","",[],"","","",[],"",0,0,0,"",2144,[]
2145,"Conductivity","",[],"",3,[],[],"",-1427637271,[],"",2,500,207,"","",[],"","","",[],"",0,0,0,"",2145,[]
2146,"MonsterConductivity","",[],"",3,[],[],"",0,[],"",2,500,207,"","",[],"","","",[],"",0,0,0,"",2146,[]
2147,"InvisibleConductivityZone","",[],"",3,[],[],"",0,[],"",2,500,207,"","",[],"","","",[],"",0,2,0,"",2147,[]
2148,"InvisibleFrostbiteZone","",[],"",3,[],[],"",0,[],"",2,50,206,"","",[],"","","",[],"",0,2,0,"",2148,[]
2149,"NecromancerConductivity","",[],"",3,[],[],"",0,[],"",2,1100,207,"","",[],"","","",[],"",0,1,0,"",2149,[]
2150,"WbConductivity","",[],"",3,[],[],"",0,[],"",2,500,207,"","",[],"","","",[],"",0,0,0,"",2150,[]
2151,"ProphecyTotemBossConductivity","",[],"",3,[],[],"",0,[],"",2,500,207,"","",[],"","","",[],"",0,0,0,"",2151,[]
2152,"TempestConductivity","",[],"",3,[],[],"",0,[],"",2,500,207,"","",[],"","","",[],"",0,0,0,"",2152,[]
2153,"ExileConductivity","",[],"",3,[],[],"",0,[],"",2,500,207,"","",[],"","","",[],"",0,0,0,"",2153,[]
2154,"DarkExileConductivity","",[],"",3,[],[],"",0,[],"",2,500,207,"","",[],"","","",[],"",0,0,0,"",2154,[]
2155,"MonsterConductivityInvasion","",[],"",3,[],[],"",0,[],"",2,500,207,"","",[],"","","",[],"",0,0,0,"",2155,[]
2156,"MonsterConductivityOnDeath","",[],"",3,[],[],"",0,[],"",2,500,207,"","",[],"","","",[],"",0,1,0,"",2156,[]
2157,"MonsterLightningThorns","",[],"",4,[],[],"",0,[],"",2,2000,208,"","",[],45,"","",[],"",0,0,0,"",2157,[]
2158,"MonsterColdThorns","",[],"",4,[],[],"",0,[],"",2,1000,208,"","",[],"","","",[],"",0,2,0,"",2158,[]
2159,"MapBossLightningThorns","",[],"",4,[],[],"",0,[],"",2,2500,208,"","",[],"","","",[],"",0,0,0,"",2159,[]
2160,"DemonFemaleRangedProjectile","",[],"",4,[],[],"",0,[],"",2,2000,209,"","",[],"","","",[],"",0,0,0,"",2160,[]
2161,"DemonFemaleRangedProjectile2","",[],"",4,[],[],"",0,[],"",2,2000,209,"","",[],"","","",[],"",0,0,0,"",2161,[]
2162,"DemonFemaleRangedProjectileInvasion","",[],"",4,[],[],"",0,[],"",2,2000,209,"","",[],"","","",[],"",0,0,0,"",2162,[]
2163,"StatueSpearThrow","",[],"",4,[],[],"",0,[],"",2,1000,210,"","",[],"","","",[],"",0,0,0,"",2163,[]
2164,"StatueSpearThrowGold","",[],"",4,[],[],"",0,[],"",2,1000,210,"","",[],"","","",[],"",0,1,0,"",2164,[]
2165,"StatueSummonWaterElementals","",[],"",4,[],[],"",0,[],"",2,1000,211,"","",[],"","","",[],"",0,0,0,"",2165,[]
2166,"MonsterSummonWaterElementals","",[],"",4,[],[],"",0,[],"",2,1000,211,"","",[],"","","",[],"",0,0,0,"",2166,[]
2167,"SummonWaterElementalsSideAreaBoss","",[],"",4,[],[],"",0,[],"",2,1000,211,"","",[],"","","",[],"",0,0,0,"",2167,[]
2168,"SeaWitchSummonSeaWitch","",[],"",4,[],[],"",0,[],"",2,1000,192,"","",[],91,"","",[],"",0,0,0,"",2168,[]
2169,"SeaWitchSummonSeaWitchInvasion","",[],"",4,[],[],"",0,[],"",2,1000,192,"","",[],91,"","",[],"",0,0,0,"",2169,[]
2170,"SeaWitchSummonSpawnTiny","",[],"",4,[],[],"",0,[],"",2,1000,192,"","",[],91,"","",[],"",0,0,0,"",2170,[]
2171,"BallLightning","",[],"",3,[],[],"",-1358339299,[],"",2,700,212,"","",[],"","","",[],"",0,0,0,"",2171,[]
2172,"BallLightningRoyale","",[],"",3,[],[],"",468203672,[],"",2,700,212,"","",[],"","","",[],"",0,0,0,"",2172,[]
2173,"ExileBallLightning","",[],"",3,[],[],"",0,[],"",2,800,212,"","",[],"","","",[],"",0,0,0,"",2173,[]
2174,"VaalMechanicalTotemBallLightning","",[],"",3,[],[],"",0,[],"",2,800,212,"","",[],"","","",[],"",0,0,0,"",2174,[]
2175,"TalismanBallLightning","",[],"",3,[],[],"",0,[],"",2,800,212,"","",[],"","","",[],"",0,0,0,"",2175,[]
2176,"IzaroDaemonBallLightning","",[],"",3,[],[],"",0,[],"",2,800,212,"","",[],"","","",[],"",0,0,0,"",2176,[]
2177,"IzaroChronosStatueBallLightning","",[],"",3,[],[],"",0,[],"",2,800,212,"","",[],"","","",[],"",0,0,0,"",2177,[]
2178,"WbBallLightning","",[],"",3,[],[],"",0,[],"",2,800,212,"","",[],"","","",[],"",0,0,0,"",2178,[]
2179,"ProphecyBallLightning","",[],"",3,[],[],"",0,[],"",2,800,212,"","",[],"","","",[],"",0,0,0,"",2179,[]
2180,"TemplarJudgeBallLightning","",[],"",3,[],[],"",0,[],"",2,1600,212,"","",[],"","","",[],"",0,3,0,"",2180,[]
2181,"AtlasCrusaderJudgeBallLightning","",[],"",3,[],[],"",0,[],"",2,1600,212,"","",[],"","","",[],"",0,6,0,"",2181,[]
2182,"LegionTemplarJudgeBallLightning","",[],"",3,[],[],"",0,[],"",2,1600,212,"","",[],"","","",[],"",0,3,0,"",2182,[]
2183,"ClockworkGolemBallLightning","",[],"",3,[],[],"",0,[],"",2,800,212,"","",[],"","","",[],"",0,4,0,"",2183,[]
2184,"MaelstromCellBossBallLightning","",[],"",3,[],[],"",0,[],"",2,800,212,"","",[],"","","",[],"",0,4,0,"",2184,[]
2185,"CelestialBallLightningShaperInfluence","",[],"",3,[],[],"",0,[],"",2,1000,212,"","",[],"","","",[],"",0,4,0,"",2185,[]
2186,"CelestialBallLightningShaperInfluenceDaemon","",[],"",3,[],[],"",0,[],"",2,800,212,"","",[],"","","",[],"",0,4,0,"",2186,[]
2187,"StrMissionTotemBallLighning","",[],"",4,[],[],"",0,[],"",2,800,212,"","",[],"","","",[],"",0,0,0,"",2187,[]
2188,"ExileMarauderTotemBallLighning","",[],"",4,[],[],"",0,[],"",2,800,212,"","",[],"","","",[],"",0,0,0,"",2188,[]
2189,"BloodlinesGhostTotemBallLightning","",[],"",4,[],[],"",0,[],"",2,800,212,"","",[],"","","",[],"",0,0,0,"",2189,[]
2190,"StrMissionBallLightning","",[],"",4,[],[],"",0,[],"",2,800,212,"","",[],"","","",[],"",0,0,0,"",2190,[]
2191,"BeyondDemonBallLightning1","",[],"",4,[],[],"",0,[],"",2,1000,213,"","",[],"","","",[],"",0,0,0,"",2191,[]
2192,"BeyondDemonBallLightning2","",[],"",4,[],[],"",0,[],"",2,1000,213,"","",[],"","","",[],"",0,0,0,"",2192,[]
2193,"BeyondDemonBallLightning3","",[],"",4,[],[],"",0,[],"",2,1000,213,"","",[],"","","",[],"",0,0,0,"",2193,[]
2194,"BeyondDemonBallLightning4","",[],"",4,[],[],"",0,[],"",2,1000,213,"","",[],"","","",[],"",0,0,0,"",2194,[]
2195,"PietyBallLightning","",[],"",4,[],[],"",0,[],"",2,800,212,"","",[],"","","",[],"",0,1,0,"",2195,[]
2196,"RootSpiderBallLightning","",[],"",4,[],[],"",0,[],"",2,800,212,"","",[],"","","",[],"",0,0,0,"",2196,[]
2197,"DarkExileBallLightning","",[],"",4,[],[],"",0,[],"",2,800,212,"","",[],"","","",[],"",0,0,0,"",2197,[]
2198,"IncaBossBallLightning","",[],"",4,[],[],"",0,[],"",2,3600,100,"","",[],"","","",[],"",0,0,0,"",2198,[]
2199,"WestBallLightning","",[],"",4,[],[],"",0,[],"",2,800,212,"","",[],"","","",[],"",0,0,0,"",2199,[]
2200,"BallLightningSeawitchBoss","",[],"",4,[],[],"",0,[],"",2,1333,212,"","",[],"","","",[],"",0,0,0,"",2200,[]
2201,"StrDexMissionBallLightningTrap","",[],"",4,[],[],"",0,[],"",2,800,212,"","",[],"","","",[],"",0,0,0,"",2201,[]
2202,"ExileBallLightningTrap","",[],"",4,[],[],"",0,[],"",2,800,212,"","",[],"","","",[],"",0,0,0,"",2202,[]
2203,"DexMissionBallLightningOnDeath","",[],"",4,[],[],"",0,[],"",2,800,212,"","",[],"","","",[],"",0,0,0,"",2203,[]
2204,"WbBallLightningOnDeath","",[],"",4,[],[],"",0,[],"",2,800,212,"","",[],"","","",[],"",0,0,0,"",2204,[]
2205,"ProphecyTotemBossBallLightningOnDeath","",[],"",4,[],[],"",0,[],"",2,800,212,"","",[],"","","",[],"",0,0,0,"",2205,[]
2206,"AutonomousBallLightningTrap","",[],"",4,[],[],"",0,[],"",2,800,212,"","",[],"","","",[],"",0,0,0,"",2206,[]
2207,"ProphecyBossBallLightning","",[],"",4,[],[],"",0,[],"",2,800,212,"","",[],"","","",[],"",0,0,0,"",2207,[]
2208,"ProphecyBossBallLightningOnceDaemon","",[],"",4,[],[],"",0,[],"",2,800,212,"","",[],"","","",[],"",0,2,0,"",2208,[]
2209,"EssenceDaemonBallLightning","",[],"",4,[],[],"",0,[],"",2,50,212,"","",[],"","","",[],"",0,0,0,"",2209,[]
2210,"SynthesisGuardianBallLightning","",[],"",4,[],[],"",0,[],"",2,1330,212,"","",[],20,"","",[],"",0,7,0,"",2210,[]
2211,"AfflictionMinionBallLightning","",[],"",4,[],[],"",0,[],"",2,2500,212,"","",[],24,"","",[],"",0,5,0,"",2211,[]
2212,"SandLeaperMetamorphosisBallLightning","",[],"",3,[],[],"",0,[],"",2,1000,212,"","",[],20,"","",[],"",0,0,0,"",2212,[]
2213,"HarvestSquidBallLightning","",[],"",4,[],[],"",0,[],"",2,2670,212,"","",[],"","","",[],"",0,8,0,"",2213,[]
2214,"HeistTemplarCasterBallLightning","",[],"",4,[],[],"",0,[],"",2,1333,212,"","",[],34,"","",[],"",0,0,0,"",2214,[]
2215,"PietyFireForm","",[],"",4,[],[],"",0,[],"",2,1000,214,"","",[],"","","",[],"",0,0,0,"",2215,[]
2216,"PietyIceForm","",[],"",4,[],[],"",0,[],"",2,1000,215,"","",[],"","","",[],"",0,0,0,"",2216,[]
2217,"PietySummonBloodElementals","",[],"",4,[],[],"",0,[],"",2,1000,216,"","",[],"","","",[],"",0,0,0,"",2217,[]
2218,"AxisClaimSoldierMinions","",[],"",4,[],[],"",0,[],"",2,1000,217,"","",[],"","","",[],"",0,0,0,"",2218,[]
2219,"Incinerate","",[],"",3,[],[],"",2133223686,[],"",2,200,219,"","",[],"","","",[],"",0,0,0,"",2219,[]
2220,"IncinerateBlackguardCleric","",[],"",3,[],[],"",0,[],"",2,200,219,"","",[],"","","",[],"",0,2,0,"",2220,[]
2221,"IncinerateBlackguardClericBoss","",[],"",3,[],[],"",0,[],"",2,200,219,"","",[],"","","",[],"",0,2,0,"",2221,[]
2222,"BlightTowerIncinerate","",[],"",3,[],[],"",0,[],"",2,200,219,"","",[],"","","",[],"",0,0,0,"",2222,[]
2223,"IncinerateCannibalMale","",[],"",3,[],[],"",0,[],"",2,200,218,"","",[],"","","",[],"",0,0,0,"",2223,[]
2224,"IncinerateSpiralDexMissionBoss","",[],"",3,[],[],"",0,[],"",2,200,218,"","",[],"","","",[],"",0,0,0,"",2224,[]
2225,"IncinerateSpiralStrMissionTotem","",[],"",3,[],[],"",0,[],"",2,200,218,"","",[],"","","",[],"",0,0,0,"",2225,[]
2226,"IncinerateSpiralBloodlinesGhostTotemLightning","",[],"",3,[],[],"",0,[],"",2,250,202,"","",[],"","","",[],"",0,3,0,"",2226,[]
2227,"IncinerateNovaInvasion","",[],"",3,[],[],"",0,[],"",2,200,218,"","",[],"","","",[],"",0,0,0,"",2227,[]
2228,"ExileIncinerate","",[],"",3,[],[],"",0,[],"",2,200,218,"","",[],"","","",[],"",0,0,0,"",2228,[]
2229,"ExileIncinerateTotem","",[],"",3,[],[],"",0,[],"",2,200,218,"","",[],"","","",[],"",0,0,0,"",2229,[]
2230,"WbIncinerate","",[],"",3,[],[],"",0,[],"",2,200,218,"","",[],"","","",[],"",0,0,0,"",2230,[]
2231,"AxisClericIncinerate","",[],"",3,[],[],"",0,[],"",2,200,218,"","",[],"","","",[],"",0,2,0,"",2231,[]
2232,"AxisClericBossIncinerate","",[],"",3,[],[],"",0,[],"",2,3970,218,"","",[],"","","",[],"",0,2,0,"",2232,[]
2233,"AxisClericBossIncinerateKitava","",[],"",3,[],[],"",0,[],"",2,3970,218,"","",[],"","","",[],"",0,4,0,"",2233,[]
2234,"IzaroDaemonIncinerate","",[],"",3,[],[],"",0,[],"",2,200,218,"","",[],"","","",[],"",0,0,0,"",2234,[]
2235,"TalismanT2IncinerateBlue","",[],"",3,[],[],"",0,[],"",2,200,218,"","",[],"","","",[],"",0,1,0,"",2235,[]
2236,"BeaconTotemIncinerate","",[],"",3,[],[],"",0,[],"",2,250,202,"","",[],"","","",[],"",0,5,0,"",2236,[]
2237,"FigureheadChestBossIncinerate","",[],"",3,[],[],"",0,[],"",2,200,859,"","",[],"","","",[],"",0,3,0,"",2237,[]
