"rownum","Id","Label","ImplicitStats","ConstantStats","ConstantStatsValues","BaseEffectiveness","IncrementalEffectiveness","DamageIncrementalEffectiveness","CopiedStats","bool"
778,"MASqwe_MAASqwe_MEqwe_NEW_ENTRIES_GO_ABOVE_ME","","[816,817,11885,4415,6698]",[],[],0,0.055,0,[],""
779,"DodgeRollPlayer","","[2876,6897,9237,11885,18368,18715,20708]","[17924,18166,21124]","[100,37,5]",1,0.055,0,[],""
780,"MonsterMelee","","[816,817]",[],[],0,0.055,0,[],""
781,"DelveMeleeCold","","[11885,816,817]",[],[],0,0.055,0,[],""
782,"DelveMeleeFire","","[11885,816,817]",[],[],0,0.055,0,[],""
783,"DelveMeleeLightning","","[11885,816,817]",[],[],0,0.055,0,[],""
784,"BrutusMeleeAttack","",[],[],[],0,0.055,0,[],""
785,"BetrayalSkeletonMelee","","[816,817]","[4641,310]","[5,-30]",0,0.055,0,[],""
786,"BetrayalLabMelee","",[],[4837],[-85],0,0.055,0,[],""
787,"MeleeKaruiArcher","",[816],"[4641,1066]","[18,75]",0,0.055,0,[],""
788,"MeleeKaruiSergeant","",[816],"[4641,1065]","[21,75]",0,0.055,0,[],""
789,"MeleeHyrri","",[816],"[4641,1066]","[19,75]",0,0.055,0,[],""
790,"MeleeLioneyeSanctum","","[816,6698]","[4641,1878,1065]","[20,-25,75]",1,0.1,0,[],""
791,"MeleeFire","","[816,817]",[1065],[75],0,0.055,0,[],""
792,"MeleeCold","","[816,817]",[1066],[75],0,0.055,0,[],""
793,"MeleePartialChaos","","[816,817,11762]",[1068],[25],0,0.055,0,[],""
794,"MeleeWithDirectionalKnockback","","[816,817,104,10079]",[10043],[100],0,0.055,0,[],""
795,"HeistThugMeleeWDK","","[816,817,104,10079,11885]",[10043],[100],0,0.055,0,[],""
796,"HarvestScorpionMelee","","[816,817,11762]",[1068],[25],0,0.055,0,[],""
797,"MeleeHalfDamageChaos","","[816,817,11762]",[1068],[25],0,0.055,0,[],""
798,"MeleeHeistTemplarArrow","","[816,4415,6698]",[4641],[28],0,0.055,0,[],""
799,"MeleeHeistTemplarCaptain","","[816,817]",[],[],0,0.055,0,[],""
800,"MeleeHeistThugMelee1","","[816,817]",[1193],[-9],0,0.055,0,[],""
801,"MeleeHeistThugMelee2","","[816,817]",[],[],0,0.055,0,[],""
802,"MeleeHeistThugMelee2_2","","[816,817,1078]",[],[],0,0.055,0,[],""
803,"HeistTullinaMelee","","[816,817]",[3246],[100],0,0.055,0,[],""
804,"Melee2HeistTullina","","[816,817]",[3246],[100],0,0.055,0,[],""
805,"HeistMilitaryMelee","","[816,817]",[],[],0,0.055,0,[],""
806,"HeistThugMelee","","[816,817]",[],[],0,0.055,0,[],""
807,"HeistMannequinMelee2","","[816,817]",[],[],0,0.055,0,[],""
808,"HeistProjectUnarmedMelee1","","[816,817]",[],[],0,0.055,0,[],""
809,"HeistProjectUnarmedMelee2","","[816,817]",[],[],0,0.055,0,[],""
810,"HeistSkeletonMelee","","[816,817]",[],[],0,0.055,0,[],""
811,"HeistCultistSawbladeMelee","","[816,817,11885]","[2526,5156]","[50,-25]",0,0.055,0,[],""
812,"TrialmasterBossMeleeKnockback","","[816,817,11885,104,10079]","[10043,392]","[300,100]",0,0.055,0,[],""
813,"ExpeditionScytheHandDoubleStrike","",[11885],[],[],0,0.055,0,[],""
814,"ExpeditionVoranaMelee","","[816,817,11885,104,10079]","[10043,392]","[300,-50]",0,0.055,0,[],""
815,"ExpeditionMedvedMeleeSingle","","[816,817,11885,104,10079]","[10043,392]","[300,100]",0,0.055,0,[],""
816,"ExpeditionMedvedMeleeDouble","","[816,817,11885,104,10079]","[10043,392]","[300,100]",0,0.055,0,[],""
817,"MeleeMudBurrowerBite","",[11885],[2615],[80],0,0.055,0,[],""
818,"MeleeMudBurrowerLeftCleave","",[11885],[2615],[40],0,0.055,0,[],""
819,"MeleeMudBurrowerRightCleave","",[11885],[2615],[40],0,0.055,0,[],""
820,"MeleeAtAnimationSpeedViperLegionnaireCombo","","[816,817,11885,4415,6698]",[],[],0,0.055,0,[],""
821,"MeleeAtAnimationSpeedLandSharkTailSwipe","","[816,817,11885,4415,6698,104,10079]","[1193,392,10043]","[14,400,500]",1,0.055,0,[],""
822,"MeleeAtAnimationSpeedStonebackRhoaFeet","","[816,817,11885,4415,6698]",[],[],0,0.055,0,[],""
823,"MeleeGiantStarfishTentacle1","","[816,817,11885,4415,6698]",[],[],1,0.055,0,[],""
824,"MeleeGiantStarfishTentacle2","","[816,817,11885,4415,6698]",[],[],1,0.055,0,[],""
825,"MeleeGiantStarfishTentacle3","","[816,817,11885,4415,6698]",[],[],1,0.055,0,[],""
826,"MeleeGiantStarfishTentacle4","","[816,817,11885,4415,6698]",[],[],1,0.055,0,[],""
827,"MeleeGiantStarfishTentacle5","","[816,817,11885,4415,6698]",[],[],1,0.055,0,[],""
828,"MeleeGiantStarfishTentacleSlam1","","[816,817,11885,4415,6698]",[],[],1,0.055,0,[],""
829,"MeleeGiantStarfishTentacleSlam2","","[816,817,11885,4415,6698]",[],[],1,0.055,0,[],""
830,"MeleeGiantStarfishTentacleSlam3","","[816,817,11885,4415,6698]",[],[],1,0.055,0,[],""
831,"MeleeGiantStarfishTentacleSlam4","","[816,817,11885,4415,6698]",[],[],1,0.055,0,[],""
832,"MeleeGiantStarfishTentacleSlam5","","[816,817,11885,4415,6698]",[],[],1,0.055,0,[],""
833,"MeleeGiantStarfishTentacleMortar1","","[816,817,11885,4415,6698]",[],[],1,0.055,0,[],""
834,"MeleeGiantStarfishTentacleMortar2","","[816,817,11885,4415,6698]",[],[],1,0.055,0,[],""
835,"MeleeGiantStarfishTentacleMortar3","","[816,817,11885,4415,6698]",[],[],1,0.055,0,[],""
836,"MeleeGiantStarfishTentacleMortar4","","[816,817,11885,4415,6698]",[],[],1,0.055,0,[],""
837,"MeleeGiantStarfishTentacleMortar5","","[816,817,11885,4415,6698]",[],[],1,0.055,0,[],""
838,"MudBurrowerTailSlamGA","",[603],[],[],0,0.055,0,[],""
839,"MudBurrowerTailSlamAcidGA","","[603,2231]",[1068],[50],0,0.055,0,[],""
840,"MudBurrowerTailSweepGA","","[603,104]",[392],[200],0,0.055,0,[],""
841,"MudBurrowerTailSweepAcidGA","","[603,104,2231]","[392,1068]","[200,50]",0,0.055,0,[],""
842,"MudBurrowerTailSlamFarGA","",[603],[17547],[50],0,0.055,0,[],""
843,"MudBurrowerTailSlamAcidFarGA","","[603,2231]","[316,1068]","[39,50]",0,0.055,0,[],""
844,"MeleeBeetleFast","",[],[],[],0,0.055,0,[],""
845,"MinionMelee","","[816,817,4415,6698]",[],[],1,0.055,0,[],""
846,"MinionMeleeStep","","[816,817,4415,6698]",[16270],[10],1,0.055,0,[],""
847,"MinionMeleeStepCooldown","","[816,817,4415,6698,19087]",[16270],[10],1,0.055,0,[],""
848,"MinionMeleeBow","","[816,817,4415,6698,5627,10057]",[4641],[1002],1,0.055,0,[],""
849,"UltimatumMeleeApplyRuin","","[816,817,13176]",[],[],1,0.055,0,[],""
850,"TalismanDaemonRaiseZombie","",[],[],[],0,0.055,0,[],""
851,"HeistSkeletonCausticArrow","","[5451,10132,816]","[349,438,4424,7667,5553]","[4000,25,9,12,-30]",1.0667,0.1,0.0175,[],""
852,"InvisibleFireHeistDroneBreath","",[],[],[],6,0.1,0.0175,[],""
853,"InvisibleFireOlrothRelicDaemon","",[],[5553],[-25],3,0.1,0.0175,[],""
854,"InvisibleFireSanctumHolyCannon","",[],[5553],[50],1,0.1,0,[],""
855,"ScavengerThrow","","[488,4415,6698]","[645,169]","[-30,50]",0,0.055,0,[],""
856,"SlaveCatcherShoot","","[488,6698]","[645,762,169]","[-30,16,100]",0,0.055,0,[],""
857,"ExecutionerMinionLeapSlam","","[11885,2876]",[11004],[30],1,0.055,0,[],""
858,"MonsterLeapSlamFoothills","","[603,1078]",[6008],[10],0,0.055,0,[],""
859,"GoatmanLeapSlam","","[682,6895]",[6151],[-1],0,0.055,0,[],""
860,"BetrayalLeapSlamChampion","",[603],[1878],[-50],1,0.055,0,[],""
861,"DelveLeapSlamCaveDweller","","[603,1078]",[1067],[50],1,0.055,0,[],""
862,"HarvestHulkLeapSlam","",[603],[],[],1,0.055,0,[],""
863,"HarvestHulkLeapSlamEnraged","",[603],[],[],1,0.055,0,[],""
864,"HarvestTacoLeapSlam","","[603,1078]",[],[],0,0.055,0,[],""
865,"HarvestRhexLeapSlam","","[603,1078]",[1067],[50],1,0.055,0,[],""
866,"HarvestGoatmanLeapSlam","","[603,1078]",[1067],[50],1,0.055,0,[],""
867,"DeliriumPhysLeapSlam","","[603,9797,1078,2876]","[11004,6151]","[20,-10]",1,0.1,0.0175,[],""
868,"DeliriumBossPhysLeapSlam","","[603,9797,11885]",[6151],[-25],1,0.1,0.0175,[],""
869,"HeistPolearmDashStab","","[603,9797,1078]",[6151],[-20],1,0.055,0,[],""
870,"TombStalkerLeapSlam","","[603,9797]",[5553],[30],1,0.055,0,[],""
871,"DTTCragLeaperLeap","",[603],"[6151,5553]","[-14,-25]",1,0.055,0,[],""
872,"GACragLeaperLeap","","[603,18659,18672]",[],[],1,0.055,0,[],""
873,"BloodChieftainSummonMonkeys","",[],[],[],0,0.055,0,[],""
874,"SkeletonProjectileFire","","[488,4415,6698]","[645,18258]","[-40,50]",2.65,0.1,0.0175,[],""
875,"SkeletonProjectileCold","",[488],"[645,444]","[-60,15]",2.35,0.1,0.0175,[],""
876,"SkeletonProjectileLightning","",[488],"[645,18694]","[-60,33]",2.85,0.1,0.0175,[],""
877,"VaalIncursionCausticSpark","","[4702,4385]","[349,3377,4424,4722,169]","[2000,4000,6,5,25]",2.6667,0.1,0.0175,[],""
878,"HarvestHellionDeathSpark","","[488,1738,4385,3373]","[169,3377,3451,5834,349]","[-20,2500,11,3,1500]",3,0.1,0.0175,[],""
879,"ArchnemesisFrostWall","",[],"[349,498,499,645]","[2500,150,48,40]",0.3636,0.055,0.016,[],""
880,"ArchnemesisFrostWallMagic","",[],"[349,498,499,645]","[2500,150,36,40]",0.3636,0.055,0.016,[],""
881,"MonsterFreezingPulseWhirlwindExpedition","","[488,4385]",[],[],1.5,0.1,0.0175,[],""
882,"BanditExplosiveArrow","","[816,488]","[349,533]","[1000,2]",1.8667,0.1,0.0175,[],""
883,"HeistThugRangedExplosiveArrow","","[488,6698,4415,5627]","[533,9914,9921,10010,10931,5553,349]","[2,-5000,12,3,20,-40,2000]",1.5,0.1,0.0175,[],""
884,"ArchnemesisTemporalChains","",[],"[349,3117,521]","[5000,-20,-25]",0,0.055,0,[],""
885,"ArchnemesisElementalWeakness","",[],"[349,21108]","[5000,-30]",0,0.055,0,[],""
886,"ArchnemesisWarlordsMark","",[],"[349,11719,531,5553]","[4000,40,100,24]",0,0.055,0,[],""
887,"ArchnemesisPunishment","",[],"[349,11729,11730]","[5000,70,2000]",0,0.055,0,[],""
888,"ArchnemesisEnfeeble","",[],"[349,84,633,8648]","[5000,-40,-40,-15]",0,0.055,0,[],""
889,"ArchnemesisAssassinsMark","",[],"[349,11726,8567,2362,2363,526,5553]","[8800,44,15000,22,22,100,24]",0,0.055,0,[],""
890,"ArchnemesisVulnerability","",[],"[349,532,5038]","[5000,25,25]",0,0.055,0,[],""
891,"IncursionIncaMinionProjectile","",[488],[645],[-15],1.56,0.1,0.0175,[],""
892,"LWAncestralThunderbird","",[603],"[209,210]","[-75,100]",2,0.1,0.0175,[],""
893,"NemesisDaemonSummonSkeleton","",[],"[535,534,349,622,850]","[2,8,30000,-50,1]",0,0.055,0,[],""
894,"LegionKaruiHeavyStrike","",[],"[102,619]","[30,50]",0,0.055,0,[],""
895,"LegionKaruiHeavyStrike2H","",[],"[102,619]","[30,50]",0,0.055,0,[],""
896,"RisenArbalestRainOfArrows","","[603,488]",[],[],0,0.055,0,[],""
897,"VaalIncursionLegionFirestorm","","[603,2347]","[349,597,1067]","[1500,150,50]",2,0.1,0.0175,[],""
898,"VaalIncursionFirestorm","",[603],"[349,597,1781]","[600,200,100]",4.4444,0.1,0.0175,[],""
899,"VaalIncursionSuperFirestorm","","[603,2347,2969]","[349,597,1781]","[10000,600,200]",4.4444,0.1,0.0175,[],""
900,"VaalIncursionArmourFirestorm","","[603,1886,7585]","[349,597,1781]","[100,200,-80]",1.45,0.1,0.0175,[],""
901,"DeliriumOnDeathFirestorm","","[603,2347,2969]","[1781,1065,349]","[-75,75,900]",1.4,0.1,0.0175,[],""
902,"BetrayalMassSkeletonRainOfArrows","","[488,603]","[1193,5553]","[50,50]",1,0.055,0,[],""
903,"LegionKaruiSergeantRainOfArrows","","[488,603,816,7241]","[168,1065]","[10,75]",1,0.055,0,[],""
904,"DelveSpiderFlickerStrike","","[1808,9242]",[1066],[40],0,0.055,0,[],""
905,"ProtoVaalMapBossProjectileSanctum","","[488,4415,6698,6480]","[762,310,6703,2428,167]","[219,80,50,15,4]",1.3,0.1,0.0175,[],""
906,"ProtoVaalMapBossVolatileProjectileSanctum","","[488,4415,1738]","[762,6703,167,310,11459]","[216,25,10,100,35]",0.6,0.1,0.0175,[],""
907,"SkeletonMassBowProjectile","","[488,2289]","[762,645,169]","[12,-50,200]",1.87,0.055,0,[],""
908,"IncursionWraithProjectile","","[488,4385]","[762,645]","[53,-30]",2,0.1,0.0175,[],""
909,"IncursionAlvaProjectileFast","","[488,4385]",[762],[54],2.5,0.1,0.0175,[],""
910,"IncursionAlvaProjectileDecelerating","","[488,4385]","[762,310]","[55,100]",2.5,0.1,0.0175,[],""
911,"DelveSpiderProjectile","",[488],[762],[57],2,0.1,0.0175,[],""
912,"DelveGolemProjectileSulphite1","","[488,4415]","[762,1065]","[72,50]",2.5,0.1,0.0175,[],""
913,"DelveGolemProjectileSulphite2","","[488,4415]","[762,1065]","[73,50]",2.5,0.1,0.0175,[],""
914,"BetrayalNecromancerProjectile","","[488,4415]",[762],[83],1,0.1,0.0175,[],""
915,"DeliriumMinionDemonProjectile","","[488,4415,6698,11885]","[762,645]","[139,-40]",2,0.1,0.0175,[],""
916,"BetrayalSkeletonSnipe","","[488,4385]","[762,619,1878]","[51,100,-25]",1,0.055,0,[],""
917,"LegionHyrriSnipe","","[488,4385]","[762,1878,1066]","[71,-59,75]",1,0.055,0,[],""
918,"HeistCultistWandProjectile","","[488,4415]",[762],[121],1,0.055,0,[],""
919,"HeistScientistWandProjectile","","[488,4415]",[762],[123],1,0.055,0,[],""
920,"HeistSkeletonBasicAttack","","[488,4415]",[762],[128],1,0.055,0,[],""
921,"LegionHyrriRocketJumpProjectile","","[488,4385,4415,2876]",[],[],1,0.055,0,[],""
922,"BlightNPCProjectile","","[488,4415]",[762],[120],2,0.1,0.0175,[],""
923,"HarvestMeleeSpiderSnipe","","[488,4385,4415,6698,11762]","[762,1068,645]","[145,25,-40]",1.8,0.1,0.0175,[],""
924,"BlightNPCFirestorm","",[603],"[349,597,18258,645]","[1200,100,25,-50]",2,0.1,0.0175,[],""
925,"BlightNPCEmptyActionSpellBuildTower","",[],[],[],1,0.055,0,[],""
926,"SwiftspadeBonesCast1","","[488,4415,6480,10057,5627]",[762],[1008],1.5,0.1,0.0175,[],""
927,"SwiftspadeBonesMultiCast1","","[488,4415,6480,10057,5627]","[762,167]","[1008,4]",1.5,0.1,0.0175,[],""
928,"SwiftspadeBonesCoffinTriggerBeam","",[],[6457],[1],1,0.055,0,[],""
929,"SwiftspadeBonesCoffinTriggerBeamImpact","",[603],[6458],[1],1,0.1,0.0175,[],""
930,"BetrayalBlackguardProjectileShards","","[488,4415]",[619],[-80],1,0.055,0,[],""
931,"DeliriumDemonColdIceSpikeShards","","[488,2378]",[],[],1,0.1,0.0175,[],""
932,"DeliriumDemonColdIceSpikeShardsUnique","","[488,2378]",[8218],[100],1,0.1,0.0175,[],""
933,"GPHeistTemplarRangedSnipe","","[488,1078,6698,4415]",[],[],1,0.055,0,[],""
934,"GPSHeistRobotAutomatonBomb","","[488,6698,4415]","[645,5834]","[-40,1]",1.5,0.1,0.0175,[],""
935,"GPSSwampBehemothTreeTrunkPoEM","","[488,11885,6896,6897]",[5834],[1],1,0.055,0,[],""
936,"GPSFungusBehemothTreeTrunk","","[488,11885]",[5834],[1],1,0.055,0,[],""
937,"GSHeistTemplarBallLightningChokepoint","",[2876],[],[],0,0.055,0,[],""
938,"GSHeistThugTorchFlamebreath","","[603,1886]",[],[],1.5,0.1,0.0175,[],""
939,"GSRoboHoundLaserImpact","","[603,1886]",[],[],2.5,0.1,0.0175,[],""
940,"GSRoboHoundBellyDamage","","[603,1886]",[],[],2.5,0.1,0.0175,[],""
941,"GSExpeditionBoneCultistOrbExplosion","","[603,488,18672,18659]",[1447],[40],4.5,0.1,0.0175,[],""
942,"GPAHeistThugFlamingShieldShards","","[488,4415]",[],[],1,0.055,0,[],""
943,"GPSBoneCultistOrb","","[488,6698,4415,2876]","[645,1447]","[-40,40]",1,0.055,0,[],""
944,"GPSExpeditionApparitionOrbs","","[488,6698,4415]","[645,2428]","[-40,5]",0,0.055,0,[],""
945,"GPSSanctumSpikeWall","","[488,4415]",[5834],[1],0.8,0.1,0.0175,[],""
946,"GPAQuadrillaRock","","[488,11885,6698,4415,4385]",[5834],[1],1,0.055,0,[],""
947,"GPSVaalSkitterbot","","[488,6698,2378,18195,16269]","[166,17912]","[3,2000]",1,0.1,0.0175,[],""
948,"GPSIgnagdukFireSpray","","[488,11885,6698,4415,6480,2378]","[645,5834,18258,2615]","[-40,1,33,200]",4,0.1,0.0175,[],""
949,"GPSCauldronCroneChunk","","[603,488,4415,6698,16269]","[2428,5834,762]","[2,1,1346]",2.75,0.1,0.0175,[],""
950,"GPSCauldronCroneChunklet","","[603,488,4415,6698,16269]","[2428,167,5834,762]","[5,2,2,1347]",2,0.1,0.0175,[],""
951,"GPSQueenOfFilthCorpseBall","","[488,11885,2876]","[5834,17547]","[1,70]",1,0.055,0,[],""
952,"GPSShipwreckBossBackSwords","","[488,6698,11885,4415]",[],[],3,0.1,0.0175,[],""
953,"GPSPaleWalkerWave","","[488,6698,11885,4415,104]",[392],[175],4.4,0.1,0.0175,[],""
954,"GPSCaptainHartlinWave","","[488,6698,11885,4415,104]",[392],[175],4,0.1,0.0175,[],""
955,"GPSKaruiSpiritMinionProjectile","",[488],[],[],3,0.1,0.0175,[],""
956,"GPSRootedGuy4Proj","","[488,11885]",[1068],[30],2.5,0.1,0.0175,[],""
957,"GPACactusSpikeShots","","[488,4415,6480,16272]","[762,1193]","[1072,40]",1,0.055,0,[],""
958,"GPATwilightOverseerRock","","[488,4415,6480,16269]",[1193],[60],1,0.055,0,[],""
959,"GPSTwilightOverseerLightning","","[603,488,4415,6698]",[645],[-35],3,0.1,0.0175,[],""
960,"GPSEssieBasicProj","","[488,7241]",[],[],1.5,0.1,0.0175,[],""
961,"GPSEssieBasicProjTriple","","[488,7241]",[],[],1.5,0.1,0.0175,[],""
962,"GPSSeedpodProjectile","","[6698,4415,488,2876,7241,11885]",[2428],[6],1,0.055,0,[],""
963,"GPABalbalaHoveringKnife","","[488,6698,4415,4385]",[2615],[100],1,0.055,0,[],""
964,"GPSCourtGuardFireball","","[488,6698,4415,11885]",[],[],1,0.055,0,[],""
965,"GPAPerennialKingGlassSpearMultiToss","","[488,6698,4415,11885,4385]","[17547,6703,2428]","[70,0,5]",1,0.055,0,[],""
966,"GPSWingedCreatureBallLightning","","[488,6698,4415,11885,4385,2876]",[645],[-35],1,0.055,0,[],""
967,"GPATitanRockSpray","","[488,6698,4415,11885,16269]","[6703,2428]","[150,32]",1,0.055,0,[],""
968,"GPSSunWorshipperMiniSun","","[488,2876,18904,13643]",[11459],[400],1.5,0.055,0,[],""
969,"GPSVoodooKingBugBomb","","[488,4415,11885,18673,18660,2876]",[5834],[1],1,0.055,0,[],""
970,"GPSSunWorshipperStarSwarm","","[488,6698,4415,11885,16272]","[5834,2428,17912]","[1,3,1]",1.4,0.1,0.0175,[],""
971,"GPAChaosGodOwlBossFeatherSwipeLeft","","[488,6698,4415,11885,16269]","[17547,3086,3086,18463]","[60,1800,30,200]",1,0.055,0,[],""
972,"GPAChaosGodOwlBossFeatherSwipeRight","","[488,6698,4415,11885,16269]","[17547,3086,3086,18463]","[60,1800,30,200]",1,0.055,0,[],""
973,"GPATrialMasterBossThrowWeapon","","[488,6698,4415,11885]",[17547],[80],1,0.055,0,[],""
974,"GPSBreachEliteBonestorm","","[488,6698,4415,11885]","[645,2019]","[-30,66]",1.5,0.1,0.0175,[],""
975,"GPSDemonClawBossWingBombMega","","[488,6698,4415,11885,5627,4385]",[],[],1,0.1,0.0175,[],""
976,"GPSRitualDwellerBlodProj","","[488,6698,4415,11885]",[],[],1.4,0.1,0.0175,[],""
977,"GPSIgnagdukBoneSpear","","[488,6698,4415,11885]",[2615],[200],2,0.1,0.0175,[],""
978,"GPSIgnagdukBoneSpearBig","","[488,6698,4415,11885]",[2615],[200],4,0.1,0.0175,[],""
979,"GPSBreachBossHeadFireball","","[488,6698,4415,11885,16269,2876]",[],[],1,0.055,0,[],""
980,"GPSCaveDwellerSuperProjectileSanctum","","[6698,4415,488,2876,7241]",[645],[-50],0,0.055,0,[],""
981,"GPAPorcupineAntSpikeNovaSanctum","",[488],"[3086,2428,423,3246]","[30,20,-60,100]",1,0.055,0,[],""
982,"GPSVaseMonsterBarrageProj","","[488,6698,4415,11885]","[645,1174]","[-45,-15]",1.05,0.1,0.0175,[],""
983,"GPSqwe_GPAqwe_NEW_ENTRIES_GO_ABOVE_ME","","[488,6698,4415,11885]",[],[],1,0.055,0,[],""
984,"SnakeFlowerManProjectile","","[488,4415,6698,2231,16272,11885]","[762,645,13256]","[1114,-50,1001]",1,0.055,0,[],""
985,"SpookyWraithProjectile","",[488],[762],[10],3,0.1,0.0175,[],""
986,"SpookyWraithProjectileCold","","[488,4415,6480,2876]",[762],[1003],1,0.055,0,[],""
987,"SpookyWraithProjectileExplosionCold","","[603,18672,488,18659]",[2823],[50],2.8,0.1,0.0175,[],""
988,"QuillCrabSpikeBurstEmptyAction","",[],[17547],[30],1,0.055,0,[],""
989,"QuillCrabSpikeBurst","","[488,11885,4415,6698,2378,16269]","[762,6461,1750,1065,2428]","[1000,0,20,40,13]",1,0.055,0,[],""
990,"QuillCrabSpikeShrapnelAudio","","[488,11885,4415,6698,2378,16269,4385]","[762,6461,1750,1065,2428]","[1002,0,20,40,13]",1,0.055,0,[],""
991,"QuillCrabSpikeShrapnel","","[488,11885,4415,6698,2378,16269]","[762,6461,1750,1065,2428]","[1003,0,20,40,18]",1,0.055,0,[],""
992,"QuillCrabSpikeBurstPoison","","[488,11885,4415,6698,2378,2231,16269]","[762,6461,1750,2428]","[1004,0,20,13]",1,0.055,0,[],""
993,"QuillCrabSpikeShrapnelAudioPoison","","[488,11885,4415,6698,2378,2231,16269]","[762,6461,1750]","[1005,0,20]",1,0.055,0,[],""
994,"QuillCrabSpikeShrapnelPoison","","[488,11885,4415,6698,2378,2231,16269]","[762,6461,1750,2428]","[1005,0,20,0]",1,0.055,0,[],""
995,"QuillCrabSpikeBurstTropical","","[488,11885,4415,6698,16269,2378]","[762,6461,1750,1066,2428]","[1049,0,20,40,13]",1,0.055,0,[],""
996,"QuillCrabSpikeShrapnelTropical","","[488,11885,4415,6698,16269,2378]","[762,6461,1750,1066,2428]","[1049,0,20,40,18]",1,0.055,0,[],""
997,"QuillCrabIntroTaunt","",[],[],[],1,0.055,0,[],""
998,"TrialMasterBossOmegaProjectile","","[488,6698,4415,5627,13507,7241]","[762,166,12562,11191,11459,5834]","[189,4,100,500,250,1]",1,0.055,0,[],""
999,"TrialMasterBossOmegaProjectileRuin","","[488,6698,4415,5627,13176,13507,7241]","[762,166,12562,11191,11459,5834]","[190,4,100,500,250,1]",1,0.055,0,[],""
1000,"TrialMasterBossFirecrackerSpikeProjectile","","[488,4415]",[762],[191],0.9,0.1,0.0175,[],""
1001,"TrialMasterBossThrowWeapon","","[488,11885,6698,4415,5627]","[1193,5834]","[50,1]",1,0.055,0,[],""
1002,"GPAExpeditionMedvedThrowWeaponHeal","","[488,11885,6698,4415,5627,6896,6897]","[1193,5834]","[50,1]",1,0.055,0,[],""
1003,"GPAExpeditionMedvedThrowWeaponEnrage","","[488,11885,6698,4415,5627,6896,6897]","[1193,5834]","[50,1]",1,0.055,0,[],""
1004,"GPAExpeditionMedvedThrowWeaponExplode","","[488,11885,6698,4415,5627,6896,6897]","[1193,5834]","[50,1]",1,0.055,0,[],""
1005,"GPAExpeditionMedvedThrowBoulder","","[488,11885,6698,4415,5627]",[5834],[1],1,0.055,0,[],""
1006,"GPSExpeditionVoranaVolatileProjectile","","[488,6698,4415]",[2428],[15],2.8,0.1,0.0175,[],""
1007,"GPSSanctumReaperVolatileProjectile","","[488,6698,4415]",[2428],[15],0.8,0.1,0.0175,[],""
1008,"MonsterPuncture","","[816,2289]",[],[],0,0.055,0,[],""
1009,"MonsterBurningArrow","","[816,488]","[18258,203,1065]","[25,25,100]",1,0.055,0,[],""
1010,"NecromancerReviveSkeleton","",[],[],[],1.87,0.055,0,[],""
1011,"WarcasterReviveGhost","",[],[],[],1.87,0.055,0,[],""
1012,"ReviveUrchin","",[],[],[],1.87,0.055,0,[],""
1013,"BetrayalZombieSuicideExplosion","","[1262,603]",[],[],2.2667,0.1,0.0175,[],""
1014,"HeistRobotSkitterSuicideExplode","","[603,1262]","[1065,1067]","[25,25]",3,0.1,0.0175,[],""
1015,"SanctumWispSuicideExplode","","[603,6895,6896,6897]",[],[],3.15,0.391,0.0127,[],""
1016,"TitanGrottoWispSuicideExplode","","[603,6895,6896,6897]",[],[],3.15,0.391,0.0127,[],""
1017,"TerracottaKamikazeSuicideExplode","","[603,6895,6896,6897]","[645,1068]","[100,20]",3,0.1,0.0175,[],""
1018,"PaleWalkerWaterCloneSuicideExplode","","[603,6895,6896,6897,11885,12824]","[645,444]","[200,25]",5,0.1,0.0175,[],""
1019,"SkitterbotCorneredSuicideExplode","","[603,6895,6896]",[5553],[35],6.25,0.1,0.0175,[],""
1020,"JellyfishNettlerSuicideExplode","","[603,6895,6896]",[18694],[100],2.6,0.1,0.0175,[],""
1021,"BlobSuicideExpolde","","[603,6895,6896]",[645],[150],4.5,0.1,0.0175,[],""
1022,"BogCorpseVolatileExplosion","","[603,6895,6896,11885]",[645],[-90],5.2,0.17,0.0175,[],""
1023,"SkitterMineDetonate","",[603],[645],[150],5,0.1,0.0175,[],""
1024,"DrownedCrewSuicideExplosion","","[603,6895,6896,6897,18672,18659]",[],[],5.5,0.1,0.0175,[],""
1025,"MonsterIceShot","","[816,4415,6698]","[1066,349]","[50,2500]",0.85,0.055,0,[],""
1026,"JellyfishNettlerArc","","[7526,8806]","[18694,166,8365,645,14807]","[50,100,150,-40,1655]",4,0.1,0.0175,[],""
1027,"BrutusHook","",[2291],"[619,5971,5156,5718]","[-35,20,-90,150]",0.85,0.055,0,[],""
1028,"HarvestSquidBallLightning","",[488],"[169,5553,17750,19150]","[-50,22,18,200]",0.5,0.1,0.0175,[],""
1029,"VaalStormcallerBallLightning","","[488,11885,6698,4415,6480]","[169,5553,17750,19150]","[-50,22,18,200]",0.5,0.1,0.0175,[],""
1030,"ChaosGodOwlBossBallLightning","","[488,11885,6698,4415,6480,18904,603,676]","[169,5553,17750,19150,9991,17410,18694]","[-50,0,15,200,2,35,50]",6,0.1,0.0175,[],""
1031,"DeliriumMinionLeapSlam","","[603,1078,11885]",[],[],1,0.1,0.0175,[],""
1032,"VultureConsumeCorpse","",[],[],[],1,0.055,0,[],""
1033,"RootSpiderBurrow","",[],"[349,645]","[2000,120]",1,0.055,0,[],""
1034,"ArchnemesisObeliskBurrow","",[1078],[349],[100],1,0.055,0,[],""
